,Intercept,Score,Coef
"1280.62, 1282.78",[0.02139716],0.45322246574462643,[[0.28718601]]
"1280.62, 1283.79",[0.01823894],0.47341110497215766,[[0.2736892]]
"1280.62, 1289.78",[0.01275133],0.25692285353656763,[[0.33800867]]
"1280.62, 1292.82",[0.01448496],0.3909128995811515,[[0.44731196]]
"1280.62, 1294.87",[0.01066084],0.32016772290928075,[[0.57546932]]
"1280.62, 1295.8",[0.01845403],0.4991667251998686,[[0.25957011]]
"1280.62, 1297.79",[0.01444813],0.5152947227283585,[[0.46442897]]
"1280.62, 1301.82",[0.0162137],0.2493759842455169,[[0.27021858]]
"1280.62, 1302.87",[0.02032322],0.23307909640512023,[[0.30347718]]
"1280.62, 1304.85",[0.01584071],0.21088181902212322,[[0.30749007]]
"1280.62, 1321.8",[0.01404754],0.469181697646631,[[0.36238481]]
"1280.87, 1283.79",[0.01176991],0.5593602430076958,[[0.45300252]]
"1280.87, 1284.62",[0.02502782],0.5943221221417829,[[0.7290136]]
"1280.87, 1285.62",[0.02749522],0.5178012640026217,[[0.70507914]]
"1280.87, 1286.62",[0.0154759],0.3550368709882084,[[0.82563902]]
"1280.87, 1287.62",[0.02],0.3395891502170313,[[0.53874048]]
"1280.87, 1288.62",[0.0184096],0.6766271928002024,[[0.56406357]]
"1280.87, 1289.62",[0.01623115],0.6494360865994153,[[1.01522648]]
"1280.87, 1290.62",[0.01449211],0.232527327677023,[[0.40794161]]
"1280.87, 1291.62",[0.02574673],0.391568713110765,[[0.46329202]]
"1280.87, 1292.62",[0.01759522],0.4266381756501546,[[0.54403579]]
"1280.87, 1294.62",[0.01021053],0.5291362197222158,[[0.7400265]]
"1280.87, 1295.62",[0.01894389],0.32552716356017086,[[0.45465598]]
"1280.87, 1296.62",[0.02506384],0.3093117016707774,[[0.54292162]]
"1280.87, 1297.62",[0.03505994],0.2462307762261713,[[0.50896406]]
"1280.87, 1298.62",[0.01899346],0.2845852190733952,[[0.24205892]]
"1280.87, 1302.62",[0.03307186],0.23561650086165675,[[0.71985]]
"1280.87, 1303.62",[0.0164872],0.27896584446451655,[[0.35785808]]
"1280.87, 1304.85",[0.0170062],0.6394650927934595,[[0.39569843]]
"1280.87, 1309.62",[0.01898513],0.38321563603382525,[[0.49560047]]
"1280.87, 1310.62",[0.0226057],0.36420323387163983,[[0.44230142]]
"1280.87, 1313.62",[0.03183611],0.327158791208527,[[0.33930004]]
"1280.87, 1318.62",[0.01922606],0.3053994315211248,[[0.51015105]]
"1280.87, 1340.32",[0.05375931],0.2502873790180109,[[0.37765924]]
"1280.87, 1341.32",[0.05253792],0.3164636638641779,[[0.30153016]]
"1281.37, 1320.62",[0.03303502],0.2156510320086431,[[0.99894808]]
"1281.62, 1292.82",[0.01095869],0.4997380883661067,[[0.49452615]]
"1281.62, 1294.87",[0.00322713],0.6315337924902875,[[0.73864374]]
"1281.62, 1295.8",[0.01786892],0.499488597245534,[[0.31885799]]
"1281.62, 1304.85",[0.01709186],0.35765341531800604,[[0.23587326]]
"1281.62, 1306.6",[0.01630968],0.5029047538760867,[[0.32872951]]
"1281.62, 1306.77",[0.01497131],0.32502203692163256,[[0.27132293]]
"1281.87, 1285.62",[0.03418919],0.23784076747815333,[[0.33010164]]
"1281.87, 1286.62",[0.01980799],0.44505283045449295,[[0.65593006]]
"1281.87, 1288.62",[0.02443014],0.3671424229223778,[[0.56823066]]
"1281.87, 1289.62",[0.02880567],0.6320274602209407,[[0.75174409]]
"1281.87, 1291.62",[0.02347591],0.5152930869098635,[[0.70431284]]
"1281.87, 1292.62",[0.01226209],0.547835652592553,[[0.94167869]]
"1281.87, 1297.62",[0.03211651],0.2655999859735685,[[0.66806808]]
"1281.87, 1298.8",[0.02261466],0.4431227930525606,[[0.88108354]]
"1281.87, 1299.62",[0.03439979],0.44872665594914857,[[0.43880631]]
"1281.87, 1303.62",[0.02313206],0.3690738791136007,[[0.33308213]]
"1281.87, 1306.6",[0.01846685],0.42799254392546304,[[0.30804136]]
"1281.87, 1308.62",[0.0193521],0.3788560219190299,[[0.63336942]]
"1281.87, 1309.62",[0.01872819],0.21838636771382391,[[0.44060004]]
"1281.87, 1310.62",[0.01957651],0.26105333798476016,[[0.48083166]]
"1281.87, 1338.3",[0.03265924],0.3754348025644082,[[0.13288864]]
"1282.62, 1292.82",[0.00773778],0.5564011521591978,[[0.66774852]]
"1282.62, 1294.87",[0.01142248],0.4268457722014875,[[0.76329213]]
"1282.62, 1296.79",[0.02060991],0.20447002316422258,[[0.09867369]]
"1282.62, 1297.79",[0.01207527],0.44538140853231994,[[0.42063043]]
"1282.62, 1298.8",[0.02547264],0.2708792551218482,[[0.42570033]]
"1282.62, 1299.83",[0.02019292],0.34019897049730513,[[0.4545799]]
"1282.62, 1306.6",[0.0167553],0.5764460975810313,[[0.31213455]]
"1282.62, 1306.77",[0.01239053],0.5536312492795028,[[0.31376068]]
"1282.62, 1308.82",[0.01116249],0.4846042481787375,[[0.27757483]]
"1282.62, 1321.8",[0.01820146],0.2174829697344488,[[0.35789096]]
"1282.62, 1338.3",[0.02767951],0.6887970060699452,[[0.16610211]]
"1282.78, 1285.62",[0.02990679],0.37116690769436855,[[0.5869402]]
"1282.78, 1286.62",[0.03317958],0.4324984205606043,[[0.62768163]]
"1282.78, 1289.62",[0.03181622],0.4230487015527049,[[0.83935847]]
"1282.78, 1290.62",[0.02596461],0.24154113906787877,[[0.38594116]]
