,Intercept,Score,Coef
"1280.37, 1318.62",[0.03327026],0.42286174374183516,[[0.12165802]]
"1280.62, 1287.87",[0.00390561],0.31454549201178433,[[0.46594653]]
"1280.62, 1289.87",[0.01046071],0.45532214214693156,[[0.44738391]]
"1280.62, 1291.87",[0.00954097],0.25158753448503834,[[0.51519521]]
"1280.62, 1292.87",[0.01724179],0.2813993722743454,[[0.39762547]]
"1280.62, 1299.37",[0.00230643],0.4277016178553382,[[0.54405461]]
"1280.62, 1308.87",[0.01474693],0.3929440497809745,[[0.16886737]]
"1280.62, 1321.82",[0.01861135],0.22152687730014065,[[0.29146726]]
"1280.62, 1330.73",[0.00982067],0.7870407261547406,[[0.25642326]]
"1280.62, 1332.74",[0.0082658],0.39440565849619397,[[0.30910514]]
"1280.62, 1342.36",[0.02263733],0.3056589389955947,[[0.05204662]]
"1280.62, 1348.85",[0.01783361],0.5803121902753081,[[0.21275028]]
"1280.62, 1351.75",[0.00979632],0.5483526679375894,[[0.40912221]]
"1280.87, 1284.62",[0.03570788],0.6072668125846163,[[0.24435284]]
"1280.87, 1288.85",[0.01731147],0.5450755282457718,[[0.19697633]]
"1280.87, 1299.62",[0.0364225],0.2121383373311606,[[0.48998057]]
"1280.87, 1303.62",[0.03414774],0.23230233626001665,[[0.56709228]]
"1280.87, 1304.8",[0.00323404],0.39357317781601997,[[0.57915999]]
"1280.87, 1308.62",[0.03073118],0.35103109889016504,[[0.12460336]]
"1280.87, 1309.78",[0.01809493],0.3452494321733328,[[0.09997446]]
"1280.87, 1311.8",[0.01824224],0.679344744478043,[[0.23761191]]
"1280.87, 1316.62",[0.04307748],0.28382036570449976,[[0.16001592]]
"1280.87, 1323.62",[0.02584984],0.2290308809006425,[[0.12759859]]
"1280.87, 1323.84",[0.02347068],0.4870644518419356,[[0.12215509]]
"1280.87, 1325.82",[0.0288362],0.4439639009892142,[[0.1990697]]
"1280.87, 1334.62",[0.01564646],0.3422079172414346,[[0.24417218]]
"1280.87, 1335.62",[0.01796944],0.69810075196447,[[0.23174268]]
"1280.87, 1337.62",[0.00873579],0.2254226444955062,[[0.35408778]]
"1280.87, 1340.81",[0.02321422],0.2681138532616151,[[0.09566674]]
"1280.87, 1347.8",[0.00998453],0.30471298831005633,[[0.30625316]]
"1280.87, 1351.75",[0.01317516],0.4560793356372922,[[0.3841589]]
"1281.04, 1283.62",[0.04688023],0.3290768843883476,[[0.89834585]]
"1281.04, 1287.62",[0.02586014],0.5349465585103912,[[1.4106908]]
"1281.04, 1290.62",[0.03223822],0.4672167569198714,[[1.07314642]]
"1281.04, 1291.87",[0.03193484],0.23756766405143181,[[0.74347901]]
"1281.04, 1296.62",[0.02588459],0.30787428787783244,[[2.21371099]]
"1281.37, 1290.62",[0.02238765],0.23546390196326605,[[0.40017815]]
"1281.37, 1295.62",[0.02838225],0.21754003270094768,[[0.45315628]]
"1281.37, 1296.62",[0.04883831],0.23846147308242518,[[0.14699582]]
"1281.37, 1305.62",[0.01614894],0.2960134434771261,[[1.02075333]]
"1281.37, 1313.62",[0.02789353],0.8553889879226377,[[0.48533284]]
"1281.37, 1315.62",[0.05021672],0.2363649217304855,[[0.34018438]]
"1281.37, 1318.62",[0.02676703],0.7353762284599061,[[0.25195334]]
"1281.37, 1321.62",[0.04135555],0.6951016985351128,[[0.75538507]]
"1281.37, 1323.84",[0.02376169],0.21416509687751117,[[0.29519088]]
"1281.37, 1332.62",[0.02567784],0.7403131789548696,[[0.33420024]]
"1281.37, 1333.62",[0.02403367],0.2638367572847118,[[0.10073277]]
"1281.37, 1357.01",[0.02078128],0.2040383915435119,[[0.25249561]]
"1281.62, 1291.87",[0.01387875],0.2246990189363025,[[0.37689286]]
"1281.62, 1292.87",[0.01691469],0.22893093983060908,[[0.41974523]]
"1281.62, 1295.77",[0.01902858],0.2595145935162142,[[0.24171352]]
"1281.62, 1304.8",[0.01317646],0.3739784855410513,[[0.24141457]]
"1281.62, 1305.87",[0.00688166],0.40421217685777766,[[0.62588648]]
"1281.62, 1307.87",[0.00589877],0.36171994894562864,[[0.49960229]]
"1281.62, 1308.87",[0.00923967],0.5503032029874714,[[0.29056853]]
"1281.62, 1309.78",[0.00229709],0.4572323849698037,[[0.40663706]]
"1281.62, 1315.76",[0.01692776],0.3177025784837897,[[0.1434214]]
"1281.62, 1317.87",[0.03573212],0.2636603721685167,[[0.23789856]]
"1281.62, 1318.74",[0.0147165],0.29904088066185885,[[0.29383141]]
"1281.62, 1322.83",[0.01611421],0.4241208126853134,[[0.26367614]]
"1281.62, 1329.73",[0.00693191],0.26311986950158295,[[0.3738345]]
"1281.62, 1337.45",[0.03210249],0.23553907810367436,[[0.57751687]]
"1281.62, 1337.79",[0.01495609],0.23165523071595873,[[0.1832779]]
"1281.62, 1343.83",[0.01375544],0.2838074076820426,[[0.23560656]]
"1281.62, 1347.8",[0.00901257],0.21010344200912934,[[0.24142096]]
"1281.62, 1348.85",[0.01438954],0.5178263131906247,[[0.26414935]]
"1281.62, 1351.75",[0.01421133],0.3367289233311168,[[0.33287472]]
"1281.87, 1284.62",[0.03858321],0.38066501308067646,[[0.24593673]]
"1281.87, 1287.62",[0.02240209],0.22211955104197867,[[0.44169004]]
"1281.87, 1295.77",[0.01869525],0.40480890458191154,[[0.31009339]]
"1281.87, 1298.62",[0.01582833],0.3856561339612513,[[0.59469086]]
"1281.87, 1304.62",[0.02375114],0.5018714406007125,[[0.48176751]]
"1281.87, 1314.62",[0.00716181],0.23250886371722557,[[0.62057641]]
"1281.87, 1322.83",[0.01708088],0.3825301075747404,[[0.29218203]]
