,Intercept,Score,Coef
"1280.37, 1336.62",[0.01325714],0.26150181478979173,[[0.25927619]]
"1280.62, 1289.87",[0.01549021],0.21824366390909344,[[0.29687181]]
"1280.62, 1306.87",[0.0099925],0.29692764773634206,[[0.39310748]]
"1280.62, 1314.87",[0.00869467],0.2076654843843655,[[0.36497356]]
"1280.62, 1319.37",[0.01178015],0.2822758155223629,[[0.12595541]]
"1280.62, 1320.83",[0.00784847],0.2972410326427364,[[0.56538931]]
"1280.62, 1331.87",[0.02640432],0.3579039822855708,[[0.21156265]]
"1280.62, 1334.83",[0.01544205],0.4006364487074451,[[0.17942961]]
"1280.62, 1337.84",[0.01842531],0.2732320072100032,[[0.19026971]]
"1280.62, 1350.83",[0.0185745],0.20617963652681903,[[0.16753355]]
"1280.87, 1346.81",[0.0273768],0.2255513010599861,[[0.13511626]]
"1280.87, 1349.81",[0.02717955],0.26374254323420876,[[0.19323741]]
"1280.87, 1351.86",[0.01607105],0.40502511964284904,[[0.31078269]]
"1280.87, 1356.51",[0.02059484],0.3060434413271734,[[0.09177775]]
"1281.37, 1321.83",[0.02576012],0.21794246411210305,[[0.21931157]]
"1281.62, 1320.83",[0.02067145],0.2605858188774399,[[0.27984373]]
"1281.62, 1344.53",[0.01933231],0.20064081407253886,[[0.30124902]]
"1281.62, 1346.81",[0.02022667],0.24009206417139994,[[0.24781988]]
"1281.62, 1350.83",[0.01730828],0.2589821173643835,[[0.23654076]]
"1281.87, 1295.83",[0.02472222],0.20089426115349407,[[0.11266147]]
"1281.87, 1297.84",[0.01981955],0.3301665175551196,[[0.32951563]]
"1281.87, 1298.86",[-0.00215026],0.4448054611760093,[[1.2460293]]
"1281.87, 1339.85",[0.01135591],0.297674676829604,[[0.37706297]]
"1282.12, 1295.83",[0.02410778],0.6814068414940795,[[0.84103074]]
"1282.12, 1304.62",[0.0290012],0.21792804743227998,[[0.70158884]]
"1282.12, 1308.62",[0.03393406],0.20705336108559969,[[0.68743571]]
"1282.12, 1345.62",[0.02695751],0.23412695783035142,[[2.3061287]]
"1282.62, 1292.87",[0.0113045],0.36244397187139,[[0.48053491]]
"1282.62, 1301.87",[0.01861451],0.29414062496485216,[[0.28634121]]
"1282.62, 1304.87",[0.02012182],0.24702819518319621,[[0.20409773]]
"1282.62, 1306.87",[0.00997383],0.3222665401721436,[[0.45379595]]
"1282.62, 1320.83",[0.0119817],0.21964981346407553,[[0.52754658]]
"1282.62, 1337.84",[0.01931417],0.36268138108773784,[[0.21070575]]
"1282.62, 1343.82",[0.01217652],0.3062231473525707,[[0.31666761]]
"1282.62, 1348.82",[0.01654459],0.2566378421197718,[[0.18114223]]
"1282.87, 1294.62",[0.02853447],0.2577021645221256,[[0.27315081]]
"1282.87, 1296.83",[0.00080171],0.44659510778826134,[[1.21910016]]
"1282.87, 1322.85",[0.02625756],0.21273747088122108,[[0.28148216]]
"1282.87, 1339.85",[0.00920226],0.6817962241197424,[[0.65396832]]
"1283.37, 1319.0",[0.01917488],0.22279861604199833,[[0.4316719]]
"1283.62, 1291.87",[0.01800295],0.21528124450724032,[[0.247076]]
"1283.62, 1294.87",[0.0264525],0.200278921584514,[[0.22144739]]
"1283.62, 1295.83",[0.00889961],0.21984478021625498,[[0.42168377]]
"1283.62, 1297.37",[0.01010197],0.2414971342079284,[[0.13750326]]
"1283.62, 1304.87",[0.01381792],0.23328198686721877,[[0.32428247]]
"1283.62, 1332.87",[0.0135704],0.2212639917820793,[[0.16585355]]
"1283.62, 1334.83",[0.01674835],0.3559712960745174,[[0.17304639]]
"1283.62, 1336.79",[0.01219204],0.2633119213220356,[[0.29492445]]
"1283.62, 1339.85",[0.01854332],0.39014351451771767,[[0.33700325]]
"1283.62, 1347.87",[0.0185379],0.20979464645571466,[[0.20148959]]
"1283.62, 1348.82",[0.00899748],0.5840364580158373,[[0.32855127]]
"1283.87, 1321.83",[0.02266812],0.31278240960848236,[[0.36849405]]
"1283.87, 1327.62",[0.01686907],0.21378256238805782,[[0.6289461]]
"1283.87, 1338.62",[0.0221987],0.25355102110254835,[[0.286001]]
"1283.87, 1339.62",[0.01741449],0.21087098612333344,[[0.45419]]
"1283.87, 1339.85",[0.01268986],0.46001376568622687,[[0.72155599]]
"1283.87, 1340.8",[0.01932622],0.2137777112081822,[[0.31168967]]
"1283.87, 1346.81",[0.01573942],0.31219322576669606,[[0.49967328]]
"1283.87, 1351.86",[0.02075208],0.44010045451244323,[[0.31374055]]
"1284.12, 1298.86",[0.02817565],0.254409831181038,[[0.60837246]]
"1284.62, 1290.87",[0.01279862],0.2991246406362411,[[0.47675542]]
"1284.62, 1292.87",[0.01346032],0.30150063710157193,[[0.43010761]]
"1284.62, 1297.37",[0.00942099],0.21980639939694735,[[0.15574455]]
"1284.62, 1306.87",[0.01069671],0.20595153384532816,[[0.30812926]]
"1284.62, 1316.87",[0.01664912],0.21355875330308516,[[0.1195244]]
"1284.62, 1320.83",[0.00887835],0.3998492590243744,[[0.52191928]]
"1284.62, 1323.87",[0.0106907],0.2746956092084806,[[0.49952241]]
"1284.62, 1332.87",[0.01494328],0.20556441258038896,[[0.17495654]]
"1284.62, 1334.83",[0.01317526],0.22935544017220977,[[0.21969326]]
"1284.62, 1347.87",[0.02390409],0.21690393488189116,[[0.13171665]]
"1284.62, 1348.82",[0.00996069],0.5624447694663912,[[0.35913256]]
"1284.87, 1287.62",[0.02864604],0.29886281688215954,[[0.38917218]]
"1284.87, 1299.98",[0.00964053],0.28464278215215033,[[0.1216445]]
"1284.87, 1304.62",[0.03082057],0.28655840211925854,[[0.27310296]]
"1284.87, 1332.62",[0.02324158],0.20016734957772186,[[0.15241725]]
"1284.87, 1339.85",[0.01112605],0.6632289481029074,[[0.62556569]]
"1284.87, 1341.83",[0.01157585],0.47172920406861485,[[0.63535534]]
"1284.87, 1351.86",[0.02198328],0.6286548089446782,[[0.17857703]]
"1285.03, 1295.06",[0.013248],0.2643423218092549,[[0.20475299]]
"1285.03, 1327.33",[0.08808163],0.23226275809772767,[[-0.71214825]]
"1285.37, 1309.02",[0.015677],0.24706551048791003,[[0.23585539]]
"1285.62, 1301.37",[0.00736991],0.27621088570106456,[[0.2000516]]
"1285.62, 1319.37",[0.00919353],0.4661658966619505,[[0.16540214]]
"1285.62, 1322.85",[0.02288302],0.24526241294798176,[[0.21558653]]
"1285.62, 1336.79",[0.01834479],0.25572552747046084,[[0.14477852]]
"1285.62, 1341.83",[0.01224298],0.374616076963703,[[0.37842378]]
"1285.62, 1343.82",[0.01743365],0.4579666147028478,[[0.1962781]]
"1285.62, 1344.53",[0.01848278],0.24679739757026364,[[0.26048467]]
"1285.62, 1347.87",[0.01795415],0.3066310679826989,[[0.26921153]]
"1285.87, 1296.83",[0.00507617],0.38543915988709987,[[1.10873694]]
"1285.87, 1326.86",[0.01733051],0.4503260576543299,[[0.34525531]]
"1285.87, 1327.62",[0.02777393],0.4471721213600223,[[0.25486294]]
"1286.37, 1339.85",[0.02825507],0.3797455142681677,[[0.91790451]]
"1286.62, 1304.37",[0.00969995],0.20417244742773413,[[0.16371909]]
"1286.62, 1334.83",[0.01477477],0.4688195746154964,[[0.25488016]]
"1286.62, 1339.85",[0.0209211],0.25419175125847615,[[0.33594933]]
"1286.62, 1347.87",[0.01943862],0.2132133220498551,[[0.2550237]]
"1286.62, 1348.82",[0.01181973],0.3860473445339284,[[0.3191972]]
"1286.87, 1292.62",[0.02896695],0.4177784228186059,[[0.463449]]
"1286.87, 1295.62",[0.03178109],0.28994250339409,[[0.37695124]]
"1286.87, 1300.37",[0.0099761],0.34277470250277486,[[0.18967877]]
"1286.87, 1306.62",[0.02116037],0.34569281482826164,[[0.45746091]]
"1286.87, 1309.62",[0.02591169],0.387019978674669,[[0.20372433]]
"1286.87, 1324.62",[0.02370424],0.380935797621658,[[0.29740369]]
"1286.87, 1326.86",[0.01743608],0.39483703699812833,[[0.48214233]]
"1286.87, 1330.62",[0.01770572],0.43551538377565796,[[0.27535627]]
"1286.87, 1339.62",[0.02636212],0.5425627504573078,[[0.19980144]]
"1286.87, 1341.83",[0.01962974],0.45823797917905973,[[0.45152487]]
"1286.87, 1342.33",[0.01999534],0.27747272747536045,[[0.08081868]]
"1286.87, 1344.79",[0.02057437],0.37040339047442916,[[0.15413436]]
"1286.87, 1346.81",[0.01569891],0.3820177630847985,[[0.42116975]]
"1286.87, 1348.82",[0.01144405],0.30035934194018854,[[0.62199137]]
"1286.87, 1349.81",[0.02327421],0.25226336985082953,[[0.26292381]]
"1286.87, 1350.83",[0.01443386],0.303978985489918,[[0.38844297]]
"1286.87, 1351.86",[0.01644768],0.606480297130204,[[0.42080552]]
"1287.37, 1312.62",[0.02624989],0.4736103544663346,[[0.39678946]]
"1287.37, 1323.87",[0.02310376],0.7194274074478049,[[0.49374615]]
"1287.62, 1290.87",[0.01774605],0.3417371774063783,[[0.47329986]]
"1287.62, 1292.87",[0.01781352],0.20616387671519357,[[0.40159991]]
"1287.62, 1306.87",[0.01587313],0.5067267784015697,[[0.30191378]]
"1287.62, 1318.87",[0.01962556],0.6068876532207133,[[0.22260474]]
"1287.62, 1320.83",[0.00922524],0.4627408493234657,[[0.55406554]]
"1287.62, 1322.85",[0.01920094],0.26830082110338627,[[0.32136844]]
"1287.62, 1324.87",[0.02224837],0.24376189750783073,[[0.32956091]]
"1287.62, 1337.84",[0.01948354],0.22855334017702852,[[0.18960157]]
"1287.62, 1339.85",[0.01768852],0.629008810476152,[[0.25879349]]
"1287.62, 1343.82",[0.02039528],0.22566378527813913,[[0.15817698]]
"1287.62, 1344.79",[0.01810302],0.3966347729060413,[[0.11838488]]
"1287.62, 1347.87",[0.01308326],0.3480325358118759,[[0.44700369]]
"1287.62, 1350.83",[0.01847534],0.29944056899755433,[[0.12593678]]
"1287.87, 1295.83",[0.02648191],0.3155943943052366,[[0.24927852]]
"1287.87, 1297.62",[0.04072763],0.2211610255383637,[[0.37475308]]
"1287.87, 1339.85",[0.02561603],0.2621350555531097,[[0.37087763]]
"1287.87, 1346.62",[0.01735307],0.25542724536402606,[[0.29185781]]
"1287.98, 1290.02",[-0.00045937],0.6959426854503319,[[0.61549821]]
"1287.98, 1291.02",[0.00459815],0.4526457624523583,[[0.16146066]]
"1287.98, 1295.06",[0.00842025],0.2760244742172253,[[0.09770714]]
"1287.98, 1313.02",[0.00886551],0.8175319906053028,[[1.1387616]]
"1287.98, 1359.97",[0.00012736],0.8386319969324,[[0.47185406]]
"1288.62, 1303.87",[0.02179067],0.24386967115391556,[[0.20401209]]
"1288.62, 1314.87",[0.0158064],0.44629724341467136,[[0.25372061]]
"1288.62, 1320.83",[0.02121733],0.4411760561481118,[[0.28337301]]
"1288.62, 1326.86",[0.01954138],0.3321657466820125,[[0.25442393]]
"1288.62, 1334.83",[0.017578],0.6022024684155346,[[0.20867932]]
"1288.62, 1339.85",[0.01273764],0.7489029227494001,[[0.50474334]]
"1288.62, 1347.87",[0.02073605],0.2618341551627127,[[0.23291026]]
"1288.62, 1348.82",[0.01580783],0.23657488044697259,[[0.26005361]]
"1288.87, 1300.37",[0.01420479],0.33716296815776237,[[0.28298184]]
"1288.87, 1314.62",[0.0205883],0.49043883041812975,[[0.47613635]]
"1288.87, 1339.62",[0.01506904],0.29525792507120896,[[0.56422726]]
"1288.87, 1359.97",[0.0279125],0.27139168742595643,[[0.23596751]]
"1289.02, 1311.98",[0.00645189],0.8122925856414149,[[0.84632924]]
"1289.02, 1313.98",[0.00557367],0.7764350692083416,[[0.47878457]]
"1289.02, 1315.0",[0.0014136],0.5332875500045551,[[0.153168]]
"1289.02, 1335.98",[0.00455219],0.8084034826424062,[[0.80420684]]
"1289.02, 1336.98",[0.00863555],0.9353709659103449,[[0.88126427]]
"1289.02, 1337.98",[0.00258933],0.8227329104328659,[[0.51516473]]
"1289.02, 1359.97",[0.00110015],0.7656302589852453,[[0.39899173]]
"1289.37, 1330.36",[0.01825712],0.232417272255672,[[0.22008928]]
"1289.62, 1317.87",[0.01983166],0.27586755959815046,[[0.33161518]]
"1289.62, 1318.87",[0.01584663],0.2648592441433383,[[0.22618672]]
"1289.62, 1320.83",[0.02031396],0.23728613624569198,[[0.30784471]]
"1289.62, 1321.83",[0.02417157],0.21192577277351232,[[0.17387101]]
"1289.62, 1334.83",[0.01561117],0.26973520738156165,[[0.17267759]]
"1289.62, 1356.51",[0.01690121],0.3241627228775096,[[0.14730872]]
"1289.87, 1295.62",[0.02128859],0.2180192360824611,[[0.48146882]]
"1289.87, 1297.37",[0.01307524],0.24860687027008996,[[0.1021064]]
"1289.87, 1307.62",[0.02260769],0.22833160956689247,[[0.43703387]]
"1289.87, 1312.62",[0.02351316],0.2893958906138271,[[0.21668273]]
"1289.87, 1319.83",[0.01055485],0.39198372537412396,[[0.60685924]]
"1289.87, 1324.62",[0.02148322],0.22017230496859885,[[0.23231356]]
"1289.87, 1330.62",[0.00807111],0.21508479614663364,[[0.48187595]]
"1289.87, 1335.82",[0.0190097],0.43254866102944733,[[0.15437376]]
"1289.87, 1346.81",[0.01827578],0.25815022147582745,[[0.25909122]]
"1290.02, 1295.06",[0.01064105],0.24578735935141907,[[0.14183692]]
