m/z,R00X095Y044,R00X099Y044,R00X116Y044,R00X100Y045,R00X116Y045,R00X120Y045,R00X125Y045,R00X128Y045,R00X134Y045,R00X103Y046,R00X117Y046,R00X144Y046,R00X147Y046,R00X154Y046,R00X101Y047,R00X138Y047,R00X159Y047,R00X220Y047,R00X100Y048,R00X114Y048,R00X118Y048,R00X194Y048,R00X204Y048,R00X240Y048,R00X241Y048,R00X102Y049,R00X104Y049,R00X109Y049,R00X131Y049,R00X141Y049,R00X150Y049,R00X155Y049,R00X220Y049,R00X286Y049,R00X107Y050,R00X120Y050,R00X134Y050,R00X219Y050,R00X250Y050,R00X267Y050,R00X091Y051,R00X134Y051,R00X146Y051,R00X153Y051,R00X169Y051,R00X184Y051,R00X187Y051,R00X219Y051,R00X225Y051,R00X236Y051,R00X267Y051,R00X268Y051,R00X139Y052,R00X150Y052,R00X153Y052,R00X155Y052,R00X221Y052,R00X270Y052,R00X291Y052,R00X129Y053,R00X149Y053,R00X166Y053,R00X182Y053,R00X208Y053,R00X216Y053,R00X217Y053,R00X220Y053,R00X258Y053,R00X278Y053,R00X282Y053,R00X301Y053,R00X126Y054,R00X150Y054,R00X235Y054,R00X297Y054,R00X101Y055,R00X103Y055,R00X112Y055,R00X170Y055,R00X241Y055,R00X243Y055,R00X245Y055,R00X246Y055,R00X247Y055,R00X252Y055,R00X280Y055,R00X296Y055,R00X297Y055,R00X096Y056,R00X097Y056,R00X098Y056,R00X099Y056,R00X132Y056,R00X156Y056,R00X157Y056,R00X186Y056,R00X193Y056,R00X194Y056,R00X209Y056,R00X222Y056,R00X239Y056,R00X263Y056,R00X084Y057,R00X086Y057,R00X098Y057,R00X121Y057,R00X132Y057,R00X143Y057,R00X206Y057,R00X214Y057,R00X226Y057,R00X227Y057,R00X231Y057,R00X240Y057,R00X243Y057,R00X274Y057,R00X275Y057,R00X130Y058,R00X134Y058,R00X139Y058,R00X157Y058,R00X160Y058,R00X182Y058,R00X211Y058,R00X234Y058,R00X261Y058,R00X266Y058,R00X274Y058,R00X275Y058,R00X302Y058,R00X122Y059,R00X144Y059,R00X164Y059,R00X183Y059,R00X186Y059,R00X244Y059,R00X245Y059,R00X252Y059,R00X261Y059,R00X262Y059,R00X273Y059,R00X084Y060,R00X091Y060,R00X135Y060,R00X139Y060,R00X173Y060,R00X180Y060,R00X198Y060,R00X202Y060,R00X222Y060,R00X226Y060,R00X238Y060,R00X273Y060,R00X281Y060,R00X099Y061,R00X132Y061,R00X148Y061,R00X160Y061,R00X171Y061,R00X176Y061,R00X177Y061,R00X180Y061,R00X185Y061,R00X190Y061,R00X196Y061,R00X259Y061,R00X293Y061,R00X116Y062,R00X117Y062,R00X151Y062,R00X155Y062,R00X186Y062,R00X195Y062,R00X206Y062,R00X217Y062,R00X247Y062,R00X257Y062,R00X262Y062,R00X268Y062,R00X080Y063,R00X093Y063,R00X098Y063,R00X120Y063,R00X132Y063,R00X149Y063,R00X152Y063,R00X153Y063,R00X185Y063,R00X194Y063,R00X204Y063,R00X208Y063,R00X210Y063,R00X247Y063,R00X291Y063,R00X090Y064,R00X123Y064,R00X138Y064,R00X150Y064,R00X162Y064,R00X183Y064,R00X196Y064,R00X207Y064,R00X270Y064,R00X276Y064,R00X277Y064,R00X282Y064,R00X298Y064,R00X083Y065,R00X087Y065,R00X090Y065,R00X091Y065,R00X164Y065,R00X173Y065,R00X178Y065,R00X205Y065,R00X214Y065,R00X269Y065,R00X066Y066,R00X097Y066,R00X118Y066,R00X119Y066,R00X138Y066,R00X159Y066,R00X197Y066,R00X209Y066,R00X217Y066,R00X246Y066,R00X281Y066,R00X075Y067,R00X089Y067,R00X110Y067,R00X126Y067,R00X148Y067,R00X149Y067,R00X180Y067,R00X202Y067,R00X219Y067,R00X225Y067,R00X285Y067,R00X079Y068,R00X093Y068,R00X149Y068,R00X155Y068,R00X157Y068,R00X203Y068,R00X204Y068,R00X218Y068,R00X220Y068,R00X233Y068,R00X244Y068,R00X248Y068,R00X286Y068,R00X287Y068,R00X289Y068,R00X291Y068,R00X101Y069,R00X149Y069,R00X157Y069,R00X175Y069,R00X180Y069,R00X186Y069,R00X254Y069,R00X290Y069,R00X292Y069,R00X087Y070,R00X119Y070,R00X137Y070,R00X150Y070,R00X157Y070,R00X165Y070,R00X172Y070,R00X173Y070,R00X176Y070,R00X231Y070,R00X241Y070,R00X242Y070,R00X265Y070,R00X296Y070,R00X085Y071,R00X094Y071,R00X111Y071,R00X149Y071,R00X197Y071,R00X202Y071,R00X219Y071,R00X254Y071,R00X077Y072,R00X078Y072,R00X081Y072,R00X100Y072,R00X121Y072,R00X131Y072,R00X137Y072,R00X160Y072,R00X161Y072,R00X175Y072,R00X219Y072,R00X295Y072,R00X081Y073,R00X096Y073,R00X097Y073,R00X111Y073,R00X131Y073,R00X132Y073,R00X150Y073,R00X200Y073,R00X206Y073,R00X262Y073,R00X264Y073,R00X288Y073,R00X089Y074,R00X113Y074,R00X127Y074,R00X134Y074,R00X206Y074,R00X227Y074,R00X247Y074,R00X263Y074,R00X266Y074,R00X274Y074,R00X275Y074,R00X280Y074,R00X068Y075,R00X086Y075,R00X112Y075,R00X122Y075,R00X124Y075,R00X136Y075,R00X137Y075,R00X148Y075,R00X162Y075,R00X182Y075,R00X193Y075,R00X211Y075,R00X213Y075,R00X229Y075,R00X236Y075,R00X263Y075,R00X288Y075,R00X080Y076,R00X083Y076,R00X090Y076,R00X171Y076,R00X179Y076,R00X181Y076,R00X186Y076,R00X228Y076,R00X294Y076,R00X077Y077,R00X078Y077,R00X114Y077,R00X149Y077,R00X182Y077,R00X197Y077,R00X203Y077,R00X255Y077,R00X274Y077,R00X068Y078,R00X088Y078,R00X092Y078,R00X136Y078,R00X146Y078,R00X155Y078,R00X163Y078,R00X166Y078,R00X207Y078,R00X248Y078,R00X276Y078,R00X278Y078,R00X282Y078,R00X285Y078,R00X294Y078,R00X067Y079,R00X089Y079,R00X102Y079,R00X156Y079,R00X176Y079,R00X183Y079,R00X211Y079,R00X215Y079,R00X217Y079,R00X220Y079,R00X221Y079,R00X224Y079,R00X241Y079,R00X278Y079,R00X285Y079,R00X107Y080,R00X111Y080,R00X116Y080,R00X121Y080,R00X140Y080,R00X181Y080,R00X196Y080,R00X199Y080,R00X235Y080,R00X244Y080,R00X255Y080,R00X290Y080,R00X295Y080,R00X105Y081,R00X126Y081,R00X130Y081,R00X170Y081,R00X186Y081,R00X199Y081,R00X203Y081,R00X207Y081,R00X224Y081,R00X231Y081,R00X252Y081,R00X256Y081,R00X264Y081,R00X271Y081,R00X278Y081,R00X281Y081,R00X108Y082,R00X111Y082,R00X136Y082,R00X148Y082,R00X171Y082,R00X184Y082,R00X186Y082,R00X191Y082,R00X192Y082,R00X196Y082,R00X217Y082,R00X227Y082,R00X248Y082,R00X271Y082,R00X279Y082,R00X123Y083,R00X126Y083,R00X161Y083,R00X186Y083,R00X188Y083,R00X195Y083,R00X202Y083,R00X213Y083,R00X258Y083,R00X287Y083,R00X295Y083,R00X144Y084,R00X171Y084,R00X172Y084,R00X176Y084,R00X179Y084,R00X208Y084,R00X225Y084,R00X244Y084,R00X268Y084,R00X287Y084,R00X179Y085,R00X181Y085,R00X225Y085,R00X265Y085,R00X273Y085,R00X296Y085,R00X171Y086,R00X174Y086,R00X182Y086,R00X185Y086,R00X197Y086,R00X206Y086,R00X257Y086,R00X264Y086,R00X285Y086,R00X218Y087,R00X219Y087,R00X280Y087,R00X208Y088,R00X269Y088,R00X292Y088,R00X217Y089,R00X219Y089,R00X224Y089,R00X254Y089,R00X241Y090,R00X255Y090,R00X259Y090,R00X261Y090,R00X268Y090,R00X276Y090,R00X297Y090,R00X258Y091,R00X265Y091,R00X274Y091,R00X269Y092,R00X271Y092,R00X272Y092
1280.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288835.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412685.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632621.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500559.15625,0.0,0.0,0.0,0.0,441197.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481614.84375,0.0,0.0,0.0,0.0,0.0,337389.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342178.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421965.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468879.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406218.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41036.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518014.46875,0.0,0.0,0.0,0.0,0.0,83403.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414596.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399438.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167201.03125,0.0,0.0,0.0,0.0,431482.625,0.0,0.0,0.0,0.0
1280.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387417.15625,0.0,0.0,0.0,0.0,0.0,0.0,415129.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765576.0,0.0,451982.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781421.6875,0.0,309311.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584814.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505883.75,0.0,551380.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493701.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361728.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470689.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595521.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517823.65625,0.0,0.0,0.0,432027.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520964.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350607.03125,0.0,0.0,371147.34375,0.0,0.0,0.0,1067190.625,0.0,0.0,0.0,0.0,0.0,352606.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371907.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457434.96875,0.0,0.0,648988.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523560.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750278.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529749.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420568.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.37,1192740.34375,631301.1875,1356664.0,405969.375,0.0,0.0,591952.75,452090.3125,1217248.34375,0.0,0.0,0.0,904818.78125,0.0,0.0,636812.0,351168.53125,449272.0,1597968.875,0.0,644475.25,354060.5625,0.0,0.0,0.0,0.0,0.0,490472.46875,0.0,0.0,0.0,529400.375,0.0,1554520.1875,1926197.25,0.0,0.0,739095.3125,577980.4375,575842.1875,755186.21875,0.0,1138146.75,481078.125,495698.46875,2281797.0,974087.5625,454579.9375,0.0,419845.28125,553111.375,0.0,0.0,0.0,0.0,0.0,0.0,455028.875,301374.875,398952.3125,402845.09375,0.0,397935.71875,608247.5625,0.0,0.0,0.0,477941.90625,0.0,349539.5,10441554.625,631799.0,0.0,0.0,688718.3125,0.0,533867.5,1625281.125,0.0,0.0,766253.875,827603.09375,0.0,0.0,376516.15625,0.0,0.0,0.0,612788.25,0.0,1511087.75,623409.875,431594.1875,569065.3125,0.0,0.0,754071.4375,0.0,420182.15625,0.0,0.0,432784.71875,564205.5625,0.0,0.0,916086.84375,0.0,1498248.375,0.0,847166.40625,0.0,1422121.78125,348427.59375,537682.625,0.0,0.0,738292.0,429812.3125,582452.5,602955.125,1730798.25,0.0,1309334.5625,1096283.25,777554.65625,405102.25,0.0,0.0,0.0,438274.71875,0.0,0.0,0.0,584716.1875,768329.25,0.0,1485850.625,1387187.3125,487253.75,552494.6875,0.0,0.0,0.0,0.0,0.0,428979.53125,1354945.625,483246.125,359480.15625,0.0,716967.0625,514590.65625,0.0,660347.75,656314.25,0.0,0.0,525522.375,1200849.6875,828204.1875,677043.3125,0.0,0.0,0.0,0.0,0.0,948855.65625,0.0,465601.6875,956954.5625,665666.5625,0.0,2525512.71875,0.0,385806.78125,676683.75,0.0,0.0,0.0,1818091.03125,454967.0,0.0,0.0,0.0,783495.8125,0.0,0.0,932364.0,411817.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833035.3125,0.0,0.0,329396.65625,0.0,382482.0625,0.0,0.0,473092.59375,0.0,502936.0625,1130897.09375,662755.4375,561329.375,0.0,0.0,999383.125,0.0,506242.125,0.0,657460.875,0.0,970499.0625,0.0,809912.1875,376250.15625,376409.53125,402790.9375,562467.75,0.0,0.0,789861.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881952.8125,549165.6875,0.0,437186.75,468138.71875,1197220.75,1784558.875,0.0,619679.6875,0.0,0.0,0.0,0.0,0.0,588911.0625,1165375.625,0.0,588392.375,0.0,487140.75,973282.46875,0.0,0.0,714397.6875,558632.3125,0.0,1008398.4375,0.0,783381.125,0.0,0.0,320674.65625,0.0,0.0,667930.25,724547.1875,410004.21875,0.0,0.0,0.0,1318527.1875,0.0,0.0,0.0,0.0,1554654.875,743746.6875,0.0,0.0,542658.625,0.0,486725.0625,0.0,0.0,459001.8125,838685.375,0.0,0.0,0.0,1721351.53125,0.0,0.0,622753.1875,483535.34375,629362.6875,0.0,0.0,0.0,423809.4375,0.0,0.0,0.0,326772.3125,0.0,390970.53125,0.0,0.0,783171.0,0.0,0.0,0.0,0.0,0.0,614170.6875,0.0,498744.125,518757.125,0.0,0.0,0.0,0.0,817703.8125,414398.375,816746.875,0.0,0.0,772244.34375,0.0,0.0,0.0,738462.0,0.0,0.0,370759.8125,624097.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752208.125,0.0,838172.75,0.0,336605.90625,524486.125,0.0,568610.0625,532920.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933552.75,0.0,1090344.78125,915996.5,0.0,524580.3125,0.0,409507.1875,0.0,448746.03125,0.0,582191.75,367172.46875,0.0,0.0,529341.375,935041.6875,1257077.625,0.0,0.0,0.0,505333.25,0.0,0.0,0.0,0.0,0.0,0.0,762334.3125,0.0,416091.96875,559699.0,0.0,0.0,1158146.53125,0.0,420732.625,0.0,1206383.96875,617954.3125,391782.4375,0.0,731440.375,0.0,0.0,1043131.0625,561314.375,0.0,0.0,485455.6875,0.0,0.0,0.0,470346.40625,630593.8125,0.0,1177555.5625,0.0,356743.875,0.0,331157.4375,1111691.46875,442398.4375,499091.65625,0.0,0.0,1022518.375,0.0,0.0,765390.0,0.0,509341.84375,1258202.84375,593350.25,0.0,820324.125,1940682.4375,2290629.75,0.0,0.0,1511357.375,0.0,410666.25,1372737.6875,0.0,0.0,695836.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814946.6875,0.0,0.0,0.0,889900.625,0.0,0.0,0.0,648896.625,914650.03125,0.0,526747.0,1234422.1875,712274.25,0.0,1024733.75,545065.75,612265.125,0.0,672060.8125,0.0,0.0,0.0,0.0,411282.6875,858543.25,0.0,0.0
1280.62,1801361.59375,0.0,2455543.75,514228.59375,2009121.40625,4053604.5,1420683.25,1139525.09375,889657.375,571886.4375,828416.09375,1183827.25,435387.40625,0.0,1354546.4375,1529891.0625,0.0,1972058.71875,1428833.1875,596390.75,762506.125,1357761.84375,966987.6875,3910882.8125,2768746.46875,680616.0625,650798.4375,1748479.875,0.0,0.0,0.0,2075243.6875,849766.78125,1575286.0,2511074.375,645546.875,837841.03125,626699.4375,682397.875,1271845.8125,411080.90625,0.0,0.0,508846.1875,1837984.6875,788804.1875,3122436.4375,976424.875,0.0,1606898.3125,522594.15625,1659065.8125,1938426.4375,0.0,0.0,0.0,435793.4375,612559.8125,0.0,450594.4375,1817541.25,524419.25,0.0,0.0,2433990.125,2395952.78125,0.0,990517.6875,502003.125,440845.65625,1195430.75,1848716.875,0.0,828084.5,1145992.71875,0.0,949455.6875,3546109.5,2041424.0,0.0,806963.3125,548067.5625,313543.125,920431.0625,1769214.90625,0.0,689661.375,1392274.25,1278324.90625,1389595.25,1809406.96875,832711.0,1022421.34375,690585.8125,2773488.90625,961477.21875,694574.5625,1955815.9375,1996845.375,472843.03125,0.0,1148228.6875,1095658.5625,0.0,0.0,729107.3125,1340384.9375,1749201.75,974481.875,493207.0625,1642317.0625,1043596.03125,0.0,1824617.6875,1016786.875,513791.71875,1681812.875,0.0,1990901.4375,1636848.375,4555384.0625,2343287.0625,2421631.8125,2565195.9375,759973.34375,0.0,823552.6875,1036830.875,749155.3125,1380846.09375,0.0,0.0,258557.390625,2825130.8125,408212.0625,0.0,2266609.875,1952595.375,0.0,354918.6875,1625353.8125,0.0,984378.65625,1140754.875,1077104.25,0.0,1812391.6875,326757.71875,0.0,476718.125,845952.6875,0.0,0.0,352196.0625,4459453.75,489940.9375,1245062.375,2656437.125,0.0,0.0,1288165.84375,4449537.75,1291358.125,333881.75,0.0,1171870.4375,631976.625,0.0,2213957.625,428009.5,1096676.46875,534327.75,2144788.1875,1920344.9375,963715.375,902114.3125,0.0,0.0,874107.5,3024104.3125,838534.25,1250759.875,3116823.375,1001757.8125,2007670.1875,1275157.875,740741.3125,2567689.4375,1028532.03125,820784.8125,596031.3125,0.0,1062028.9375,2429655.25,3127849.625,852748.34375,2260845.9375,776031.0,574293.4375,1375491.625,1197691.6875,310070.09375,1227363.0625,0.0,0.0,557158.5625,1848058.9375,1105220.21875,0.0,1098741.4375,671591.3125,0.0,0.0,504021.96875,845539.4375,799496.1875,1040750.03125,3647817.75,2550016.1875,0.0,368297.0625,2802412.4375,602671.03125,951332.46875,2241811.75,1076280.6875,435243.4375,1295946.875,1494574.8125,580785.375,314417.0625,0.0,1630411.3125,806085.375,0.0,759388.1875,0.0,940750.21875,952664.1875,562387.25,0.0,817072.4375,875380.34375,2192601.0625,2509312.5,765866.625,642181.25,1960830.5,0.0,3011673.875,0.0,0.0,1373892.375,1436199.75,0.0,2472809.125,825721.1875,1715612.375,0.0,552546.1875,440459.59375,2903560.8125,1113146.125,1688257.71875,1773541.6875,1073776.84375,1367495.875,613391.25,1142121.375,757334.25,704293.53125,917314.375,1706271.5,304493.78125,2034466.1875,0.0,0.0,0.0,1713400.75,0.0,1208586.0625,982790.59375,1897457.1875,4364482.5,980723.4375,1279086.1875,1272900.5,1303021.75,1478554.0625,3707394.5,1123180.625,836573.625,1003329.34375,3040893.8125,1544327.5,2471436.75,1344261.84375,3274720.0,0.0,972555.9375,2835146.5,0.0,1057497.75,0.0,0.0,1728796.6875,1072576.96875,0.0,0.0,2349359.71875,858205.0,1255886.375,584003.5,0.0,0.0,1242424.9375,533946.75,1102776.25,0.0,837159.09375,395499.84375,0.0,3333602.0625,1124037.4375,974677.25,0.0,2628310.0625,0.0,2975741.125,0.0,1606242.96875,1302234.9375,750954.0625,0.0,900423.6875,1009275.28125,0.0,468984.8125,1773688.25,0.0,689517.1875,1809275.53125,2551656.4375,464158.9375,771316.5,1178906.0,0.0,2408079.25,3577578.1875,783813.5625,1974421.375,470563.28125,1821448.5,0.0,1593935.03125,0.0,0.0,1188841.5,0.0,1723830.9375,2434618.28125,0.0,5432530.0,740158.875,0.0,604170.1875,1137003.3125,458757.9375,1649606.6875,2889321.25,0.0,1669050.625,1634740.75,1558309.84375,972977.03125,2197884.46875,913959.5,394477.71875,685693.0,2914149.25,0.0,1024031.03125,822034.15625,0.0,1705260.8125,2216242.625,1957694.5,0.0,1219594.4375,2072878.125,1788618.28125,1222346.5,0.0,865233.125,1245443.46875,645326.625,0.0,747516.6875,533871.75,0.0,0.0,1525491.3125,0.0,778794.3125,1310031.3125,3053382.1875,1062185.875,0.0,1329411.1875,1031659.5,1633942.78125,674984.75,536622.9375,0.0,508630.1875,2091784.75,941285.90625,439457.1875,1817638.9375,0.0,1271085.625,395330.84375,1194514.8125,1584396.53125,2182947.1875,1003294.4375,595987.1875,1038589.6875,0.0,0.0,0.0,687197.6875,526234.0,1895529.78125,860554.75,810678.125,256201.890625,0.0,563294.8125,1209424.875,1111504.0,850398.25,3912825.3125,0.0,1179316.8125,2873940.9375,477051.5625,942518.4375,823269.0625,841555.71875,460739.53125,1229975.9375,875414.46875,0.0,1041976.03125,0.0,1880131.90625,1345612.0,409086.46875,789793.625,0.0,829248.90625,2694136.8125,796690.9375,864411.9375,0.0,539545.25,323141.03125,1246949.90625,0.0,1008372.1875,692886.9375,1940861.0,1736324.4375,1051598.5,781257.625,0.0,1216165.46875,1214100.0,2107425.875,0.0,946294.875,4289787.25,630279.59375,393737.15625,0.0,0.0,653935.8125,2599074.5,764170.25
