,Intercept,Score,Coef
"1280.62, 1293.87",[0.00888073],0.2751265889208494,[[0.48205299]]
"1280.62, 1301.37",[0.00989585],0.20980386495188053,[[0.084538]]
"1280.62, 1302.87",[0.01710806],0.21356467543884539,[[0.24780837]]
"1280.62, 1304.87",[0.01338117],0.29833369157366807,[[0.40426783]]
"1280.62, 1307.37",[0.00882945],0.20122935507845474,[[0.12814362]]
"1280.62, 1309.87",[0.01330473],0.24335759587696393,[[0.25658148]]
"1280.62, 1310.37",[0.00724178],0.3730613964014311,[[0.09324461]]
"1280.62, 1312.75",[0.00557192],0.22870778974315664,[[0.34743164]]
"1280.62, 1322.81",[0.01107213],0.26047000390699504,[[0.41515145]]
"1280.62, 1323.87",[0.02346026],0.21020602270858757,[[0.20971993]]
"1280.62, 1336.72",[0.01413547],0.365869061208113,[[0.2254982]]
"1280.62, 1343.78",[0.01589827],0.20329897768669783,[[0.13099283]]
"1280.62, 1344.82",[0.01931913],0.3923242544639759,[[0.23550768]]
"1280.62, 1346.81",[0.00233073],0.2690609576436216,[[0.57418352]]
"1280.62, 1349.85",[0.01914413],0.23568877914337028,[[0.26487715]]
"1280.62, 1350.81",[0.01425953],0.23151819073708857,[[0.31813243]]
"1280.87, 1283.37",[0.0139682],0.23473452449245533,[[0.15223222]]
"1280.87, 1294.62",[0.0269155],0.21802815506389772,[[0.26282947]]
"1280.87, 1298.37",[0.00992474],0.3858895507905804,[[0.09185911]]
"1280.87, 1298.62",[0.03122171],0.25011470894859267,[[0.20597993]]
"1280.87, 1303.37",[0.01042451],0.5038766364527034,[[0.08574544]]
"1280.87, 1308.37",[0.01575562],0.23187459682717648,[[0.054441]]
"1280.87, 1322.81",[0.02384908],0.2162477269091745,[[0.24339567]]
"1280.87, 1327.62",[0.02792954],0.3110424008177085,[[0.10977181]]
"1280.87, 1342.62",[0.0197342],0.28941699023186995,[[0.32600501]]
"1281.12, 1293.87",[0.0287064],0.24693620360688673,[[0.79887467]]
"1281.12, 1294.62",[0.03064321],0.22110809613548676,[[0.57841269]]
"1281.12, 1300.62",[0.02821677],0.21134570635116812,[[2.90136757]]
"1281.12, 1304.87",[0.02580162],0.39095359370075344,[[1.97652828]]
"1281.12, 1306.62",[0.02366965],0.39279171146305825,[[1.05448617]]
"1281.12, 1313.87",[0.03484034],0.23895469154007556,[[0.92088696]]
"1281.12, 1319.83",[0.02258105],0.2793382048885391,[[1.2904082]]
"1281.37, 1333.52",[0.01705326],0.38725844518781805,[[0.20315676]]
"1281.62, 1290.37",[0.01345768],0.44673323155465755,[[0.07327724]]
"1281.62, 1291.87",[0.00548355],0.22843495532702152,[[0.58129882]]
"1281.62, 1294.87",[0.00869275],0.40719050145952596,[[0.59567081]]
"1281.62, 1302.37",[0.00732729],0.2651339991210979,[[0.07802126]]
"1281.62, 1302.87",[0.01479374],0.3009301249430938,[[0.34520182]]
"1281.62, 1303.87",[0.01564676],0.4715012760543725,[[0.28427792]]
"1281.62, 1311.87",[0.02075936],0.2420401500772683,[[0.14014294]]
"1281.62, 1314.83",[0.01197625],0.27130490070136104,[[0.40983167]]
"1281.62, 1317.87",[0.02972208],0.23444266717135964,[[0.23400103]]
"1281.62, 1320.83",[0.01335363],0.40360285326391726,[[0.31363336]]
"1281.62, 1321.83",[0.01735139],0.20783868319239818,[[0.2457168]]
"1281.62, 1322.81",[0.01193222],0.29057728488756807,[[0.46112158]]
"1281.62, 1331.82",[0.01530533],0.6397350451671097,[[0.27654204]]
"1281.62, 1332.81",[0.00339336],0.8021045974217651,[[0.42521312]]
"1281.62, 1336.72",[0.01322401],0.31730254266177904,[[0.26025267]]
"1281.62, 1342.77",[0.01201689],0.3363251020699042,[[0.27332094]]
"1281.62, 1343.78",[0.01516394],0.4553535372652843,[[0.12182314]]
"1281.62, 1345.75",[-0.0008288],0.2515354526650867,[[0.59885364]]
"1281.62, 1346.81",[0.01819088],0.6429877947505034,[[0.30788784]]
"1281.87, 1288.62",[0.02056953],0.22190182974427763,[[0.42181626]]
"1281.87, 1290.62",[0.02641442],0.2305053712009666,[[0.27394616]]
"1281.87, 1295.62",[0.02675981],0.21491257359477334,[[0.33969806]]
"1281.87, 1295.83",[0.02147633],0.2894945588007374,[[0.36870304]]
"1281.87, 1297.84",[0.00475918],0.24878168147435342,[[0.9525187]]
"1281.87, 1298.86",[0.00584123],0.4284544832841133,[[1.08419827]]
"1281.87, 1300.62",[0.03158786],0.29963765090915945,[[0.51609801]]
"1281.87, 1306.83",[0.01592589],0.43359897908018696,[[0.29190241]]
"1281.87, 1307.62",[0.02166538],0.24436084090186794,[[0.46981909]]
"1281.87, 1308.62",[0.03232912],0.2571099123807188,[[0.25149563]]
"1281.87, 1310.62",[0.02176017],0.31607028576015805,[[0.17956351]]
"1281.87, 1314.83",[0.00584174],0.38861312543832816,[[0.58203107]]
"1281.87, 1321.83",[0.01887868],0.464095871118979,[[0.35565743]]
"1281.87, 1322.81",[0.01402953],0.20645690211554615,[[0.51468295]]
"1281.87, 1331.82",[0.01875304],0.3057375768685433,[[0.20084868]]
"1281.87, 1332.81",[0.01479378],0.20810350280946432,[[0.27341949]]
"1281.87, 1338.84",[0.00825075],0.40209677475077843,[[0.44532893]]
"1281.87, 1340.84",[0.00963675],0.3935500340279585,[[0.42446791]]
"1281.87, 1347.74",[0.01518598],0.32509971145935523,[[0.36113806]]
"1281.87, 1348.82",[0.01966526],0.3806925164405829,[[0.31195122]]
"1281.87, 1349.62",[0.01794469],0.4946576179260078,[[0.31064551]]
"1281.87, 1349.85",[0.02197076],0.34251606902547993,[[0.3523139]]
"1282.37, 1290.62",[0.02519046],0.21917932980604182,[[0.55408694]]
"1282.37, 1299.62",[0.03058554],0.3449501284707259,[[0.75017068]]
"1282.37, 1300.62",[0.02290552],0.3293293856623625,[[0.91442125]]
"1282.37, 1304.87",[0.02419331],0.23424087049021838,[[0.28475827]]
"1282.37, 1312.62",[0.02199068],0.23490546389173425,[[0.32028215]]
"1282.37, 1315.84",[0.02362453],0.3252805805662504,[[0.28280226]]
"1282.37, 1317.87",[0.02658129],0.33041167222987944,[[0.3116524]]
"1282.37, 1318.62",[0.02510651],0.24148711012723048,[[0.4586226]]
"1282.37, 1320.83",[0.02070409],0.30119345775831285,[[0.23118107]]
"1282.37, 1335.62",[0.01264595],0.42551197247844363,[[0.12890953]]
"1282.37, 1338.84",[0.01580077],0.4774708914014637,[[0.65973615]]
"1282.37, 1340.84",[0.01524275],0.4267715021888008,[[0.80253064]]
"1282.37, 1349.62",[0.02159798],0.6340200175529449,[[0.4454399]]
"1282.62, 1285.87",[0.02107202],0.22237012462702155,[[0.40382508]]
"1282.62, 1289.37",[0.01210475],0.22544149642285116,[[0.16544826]]
"1282.62, 1291.87",[0.01705581],0.4593931170940021,[[0.4153008]]
"1282.62, 1294.87",[0.01582111],0.2654847035630198,[[0.57481497]]
"1282.62, 1295.83",[0.01824524],0.25053433055580787,[[0.43556996]]
"1282.62, 1304.87",[0.01525627],0.3819326398055768,[[0.42940728]]
"1282.62, 1306.83",[0.01724615],0.3986203230765596,[[0.28908824]]
"1282.62, 1307.87",[0.01686427],0.24788101079570068,[[0.27540634]]
"1282.62, 1318.87",[0.02281235],0.3393481286434826,[[0.29001225]]
"1282.62, 1320.83",[0.01568804],0.3082528520013269,[[0.34659497]]
"1282.62, 1333.32",[0.01635508],0.31247799514491703,[[0.20574122]]
"1282.62, 1334.8",[0.01979572],0.24409002725413495,[[0.18436535]]
"1282.62, 1337.77",[0.01290833],0.34858850654473794,[[0.38910508]]
"1282.62, 1338.84",[0.01654562],0.21149943138012461,[[0.27862104]]
"1282.62, 1342.77",[0.01921589],0.26227856022322704,[[0.21311955]]
"1282.62, 1343.78",[0.0149209],0.22186333897210994,[[0.12313376]]
"1282.62, 1346.81",[0.01384303],0.37653002848694783,[[0.45729585]]
"1282.62, 1348.82",[0.01847684],0.20889831902632616,[[0.34767079]]
"1282.62, 1349.85",[0.01525311],0.40355414673783907,[[0.33270738]]
"1282.62, 1351.76",[0.01571446],0.27143029208951175,[[0.23144744]]
"1282.87, 1288.37",[0.00562418],0.4245574055266467,[[0.29891077]]
"1282.87, 1291.62",[0.0294821],0.30738159998460257,[[0.32593648]]
"1282.87, 1294.62",[0.02719055],0.2611737771032182,[[0.29674595]]
"1282.87, 1295.83",[0.02487364],0.26805107623184177,[[0.37946302]]
"1282.87, 1297.37",[0.00745984],0.2634292990145639,[[0.37887784]]
"1282.87, 1297.84",[0.0057468],0.8702687805248329,[[1.08994474]]
"1282.87, 1303.37",[0.01119978],0.45611928815746705,[[0.13863929]]
"1282.87, 1304.37",[0.01049681],0.376358335735102,[[0.089168]]
"1282.87, 1306.83",[0.02007597],0.30758790015912796,[[0.27884627]]
"1282.87, 1310.62",[0.02137625],0.2769836436969818,[[0.35476113]]
"1282.87, 1314.83",[0.01145526],0.3874652640424048,[[0.60564027]]
"1282.87, 1321.83",[0.02205889],0.47442137373759974,[[0.39480853]]
"1282.87, 1331.82",[0.02055839],0.32098640062874506,[[0.22629459]]
"1282.87, 1332.81",[0.02623472],0.40945040836441693,[[0.18810456]]
