m/z,R00X136Y045,R00X162Y047,R00X167Y047,R00X158Y048,R00X257Y048,R00X130Y049,R00X159Y049,R00X128Y050,R00X146Y050,R00X094Y051,R00X099Y051,R00X158Y051,R00X160Y051,R00X174Y051,R00X190Y051,R00X209Y051,R00X123Y052,R00X131Y052,R00X162Y052,R00X171Y052,R00X198Y052,R00X121Y053,R00X123Y053,R00X157Y053,R00X158Y053,R00X167Y054,R00X090Y055,R00X166Y055,R00X191Y055,R00X303Y055,R00X191Y056,R00X294Y057,R00X163Y058,R00X170Y058,R00X149Y059,R00X169Y059,R00X299Y059,R00X132Y060,R00X167Y060,R00X184Y060,R00X241Y060,R00X161Y061,R00X210Y061,R00X087Y062,R00X102Y062,R00X139Y062,R00X149Y062,R00X154Y062,R00X158Y062,R00X221Y062,R00X251Y062,R00X295Y062,R00X138Y063,R00X164Y063,R00X239Y063,R00X155Y064,R00X154Y065,R00X155Y065,R00X175Y065,R00X218Y065,R00X087Y066,R00X194Y066,R00X259Y066,R00X141Y067,R00X145Y067,R00X173Y067,R00X145Y068,R00X151Y068,R00X232Y068,R00X145Y069,R00X202Y069,R00X300Y069,R00X077Y070,R00X106Y070,R00X145Y070,R00X171Y070,R00X239Y070,R00X154Y071,R00X136Y072,R00X167Y072,R00X176Y072,R00X103Y073,R00X127Y073,R00X143Y073,R00X154Y073,R00X169Y073,R00X156Y074,R00X168Y074,R00X096Y075,R00X098Y076,R00X101Y076,R00X156Y076,R00X161Y076,R00X236Y076,R00X155Y077,R00X237Y077,R00X135Y078,R00X165Y078,R00X169Y078,R00X189Y078,R00X113Y079,R00X129Y079,R00X157Y079,R00X158Y079,R00X159Y079,R00X164Y079,R00X190Y079,R00X265Y079,R00X141Y080,R00X156Y080,R00X164Y080,R00X233Y080,R00X234Y080,R00X236Y080,R00X245Y080,R00X298Y080,R00X163Y081,R00X165Y081,R00X173Y081,R00X174Y081,R00X236Y081,R00X141Y082,R00X156Y082,R00X226Y082,R00X240Y082,R00X151Y083,R00X163Y083,R00X265Y083,R00X175Y084,R00X235Y087,R00X243Y087,R00X270Y089,R00X234Y090
1290.62,0.0,1685085.9375,999392.09375,1194435.5,0.0,463371.375,1352716.9375,532373.75,0.0,1568308.5,0.0,1036865.375,3230070.5625,1857634.09375,0.0,2072291.9375,844986.9375,838374.09375,600832.25,579400.375,680413.5,1542002.125,1715152.125,0.0,0.0,680232.125,1167533.5,0.0,0.0,905620.78125,1818186.8125,0.0,759009.6875,886303.625,0.0,600595.9375,0.0,1162801.5,0.0,0.0,825362.5,725215.1875,769671.1875,1097818.15625,0.0,0.0,457216.25,0.0,0.0,452810.25,0.0,0.0,418863.75,0.0,646515.8125,0.0,375437.5,2047035.5,0.0,0.0,598789.5625,0.0,1469300.0,0.0,830111.0,1236507.1875,1940439.65625,775391.71875,1309432.9375,0.0,0.0,0.0,2635161.125,2405258.5,1540906.3125,1144226.0,0.0,0.0,0.0,1827953.5,0.0,2393459.625,0.0,1605218.4375,1887384.59375,602924.75,0.0,947232.8125,806522.125,2093704.5625,1708094.0,692501.3125,1130399.9375,386518.3125,0.0,0.0,0.0,886373.8125,4367063.5625,994890.1875,0.0,538680.3125,1781728.125,0.0,320497.71875,0.0,495529.5625,839055.34375,0.0,0.0,845263.5,0.0,0.0,471722.03125,435059.0625,0.0,0.0,907524.75,0.0,3832995.1875,0.0,511868.3125,1383484.5,460229.53125,0.0,322680.625,1170952.625,361481.0625,1046529.78125,0.0,0.0,0.0,505286.21875
1290.69,510657.375,0.0,483293.875,0.0,397067.0625,728156.5625,0.0,444875.40625,0.0,0.0,0.0,0.0,662308.625,1594247.1875,0.0,896596.25,0.0,0.0,669473.125,0.0,0.0,1077025.0,0.0,0.0,0.0,0.0,578543.375,902068.375,1543520.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461205.5,0.0,1796425.25,0.0,0.0,0.0,398419.59375,0.0,577645.0,0.0,0.0,0.0,0.0,0.0,0.0,1700804.375,424494.0625,1403548.25,636437.25,642158.875,738059.5,0.0,2020097.875,362649.25,2490881.4375,0.0,736103.75,0.0,0.0,0.0,0.0,0.0,0.0,2270125.5,674863.125,709682.75,0.0,0.0,493074.53125,0.0,0.0,1549069.25,0.0,0.0,564458.5,497843.0,0.0,1045708.28125,1401108.875,1819651.75,3685369.875,2376245.6875,389832.53125,0.0,1692958.5,0.0,855976.0625,0.0,1038062.3125,0.0,0.0,0.0,1583033.25,0.0,0.0,1359633.75,0.0,0.0,1002486.125,615525.4375,931249.375,0.0,0.0,359159.84375,0.0,0.0,0.0,0.0,528165.4375,649103.9375,0.0,0.0,820111.0625,0.0,0.0,0.0,0.0,0.0,612261.25,0.0,0.0,0.0,702573.125
1290.87,0.0,674452.625,0.0,0.0,0.0,572614.875,0.0,0.0,788302.125,0.0,0.0,675855.5,0.0,428495.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832067.1875,1322495.875,0.0,0.0,0.0,575709.25,0.0,0.0,0.0,0.0,0.0,0.0,694201.0,0.0,0.0,0.0,0.0,0.0,502492.59375,0.0,373765.53125,0.0,0.0,313657.53125,0.0,0.0,0.0,377946.78125,0.0,0.0,0.0,0.0,1246541.4375,0.0,0.0,0.0,0.0,0.0,316147.65625,512124.96875,0.0,639049.3125,0.0,596367.8125,0.0,0.0,0.0,889155.4375,0.0,0.0,445230.125,0.0,851059.5625,0.0,0.0,0.0,607793.4375,343451.21875,0.0,1130668.84375,0.0,384692.28125,0.0,646096.6875,0.0,0.0,0.0,1037673.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548817.375,503945.65625,0.0,0.0,0.0,450792.75,294978.125,518165.9375,0.0,0.0,466017.15625,0.0,398277.9375,0.0,0.0,0.0,639773.1875,0.0,1079407.0,0.0,534676.0625,1099362.59375,0.0,0.0,0.0,811453.0,0.0,0.0,0.0,594416.875,1365101.5625,408792.84375
1290.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513301.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685155.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956376.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279357.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515065.3125,0.0
1290.94,0.0,0.0,0.0,0.0,0.0,0.0,407649.5625,0.0,0.0,0.0,0.0,0.0,3538328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345546.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290.98,665134.375,0.0,0.0,0.0,370960.3125,0.0,0.0,575104.5625,0.0,0.0,521867.25,0.0,0.0,0.0,1032029.25,0.0,0.0,430211.40625,0.0,0.0,0.0,726427.3125,0.0,1013993.875,0.0,0.0,0.0,0.0,0.0,0.0,596778.125,0.0,0.0,0.0,3178758.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414954.71875,774321.0625,0.0,0.0,0.0,0.0,1063489.0,294811.5625,0.0,1014026.5625,598568.8125,759335.25,0.0,462770.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107448.25,0.0,0.0,0.0,866546.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011854.0625,949003.375,596227.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266356.625,0.0,0.0,0.0,0.0,0.0,504349.5,0.0,576583.125,0.0,0.0,0.0,0.0,0.0,0.0,803083.75,0.0,0.0,0.0,0.0,293606.125,0.0,0.0,0.0,490294.6875,0.0
1291.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510158.78125,0.0,0.0,266667.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464532.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378712.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283632.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.1,426998.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447387.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365825.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407930.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318542.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283724.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348051.65625,0.0,416720.8125,0.0,0.0,0.0,0.0,0.0,0.0,368819.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497706.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666436.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332690.09375,0.0,0.0,0.0,427984.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376379.1875,464720.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351201.6875,0.0,0.0,0.0,0.0,0.0
1291.37,537861.25,528037.4375,756504.3125,0.0,378107.25,0.0,350532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854778.9375,545896.1875,0.0,0.0,0.0,0.0,0.0,0.0,714166.8125,1084403.875,0.0,0.0,0.0,412475.8125,0.0,0.0,453615.5,0.0,0.0,653057.1875,0.0,0.0,0.0,679147.0,0.0,0.0,0.0,0.0,0.0,635584.625,1331200.125,371848.21875,0.0,21193970.0,295768.28125,479876.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665974.75,564824.125,0.0,0.0,0.0,592939.25,0.0,0.0,0.0,1453404.625,330208.9375,0.0,0.0,328229.34375,0.0,789217.5,0.0,0.0,1136791.75,531367.9375,0.0,0.0,0.0,354081.28125,780260.1875,0.0,647367.9375,0.0,485334.34375,338738.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229952.0,0.0,268588.6875,0.0,0.0,781036.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372852.875,0.0,0.0,274512.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.62,2564792.5625,0.0,587921.1875,0.0,532459.6875,1170905.875,1772836.90625,548611.125,0.0,786806.6875,1255043.3125,2082296.5625,2803090.375,1878572.875,0.0,1319723.4375,1182547.75,0.0,623803.5,509148.28125,744188.5625,2859810.8125,629743.8125,0.0,1125224.875,2102913.5625,481855.0,407071.28125,1438762.625,448736.0625,621791.8125,0.0,0.0,862391.5625,0.0,581626.75,367574.4375,1261529.25,935556.34375,0.0,769803.25,0.0,1153390.0,498250.90625,641262.9375,0.0,727790.25,0.0,1229548.875,748391.09375,0.0,399109.90625,0.0,304741.5625,0.0,0.0,1053666.6875,658501.75,0.0,1006212.40625,0.0,524831.9375,1852130.5625,392641.78125,1937654.34375,969700.625,2838823.1875,808054.8125,0.0,0.0,0.0,684941.03125,1378078.3125,2440015.625,2351869.375,0.0,1536722.875,1347745.21875,0.0,838617.1875,0.0,2647821.25,440989.5,877977.4375,1250956.40625,1291898.1875,555600.75,0.0,1618444.4375,2287905.5625,1052029.0,2044885.5,1835901.03125,0.0,0.0,0.0,1853806.125,0.0,1001771.375,760888.0,1116583.375,1414195.21875,2053627.4375,779077.75,0.0,2617124.25,0.0,377794.84375,985343.15625,266650.0,833645.9375,0.0,1050399.875,906061.25,536548.5625,0.0,0.0,0.0,1878334.03125,1733166.3125,0.0,0.0,4377215.6875,0.0,0.0,595452.1875,0.0,0.0,1183909.9375,0.0,1194188.1875,1651533.5625,971018.5
1291.84,0.0,2758419.375,449870.1875,692767.03125,557233.9375,0.0,1102579.5625,859367.1875,0.0,0.0,623258.375,855091.375,855125.5,1218595.125,934065.8125,960055.5625,0.0,0.0,903673.75,0.0,635404.9375,1402884.9375,746336.8125,0.0,1561705.5625,1405922.625,936859.375,418982.59375,706037.9375,439408.59375,1528169.1875,0.0,0.0,1009384.25,0.0,0.0,0.0,566141.375,0.0,0.0,1003637.25,346392.1875,1886302.25,0.0,1836780.4375,0.0,0.0,0.0,0.0,351036.5,0.0,0.0,0.0,296898.0,818475.0625,0.0,0.0,2157863.75,820475.5625,473152.40625,931092.5,0.0,2552989.9375,0.0,568096.3125,0.0,1488496.4375,334081.59375,1700215.25,0.0,0.0,476053.96875,0.0,3032484.25,1379752.5625,806084.8125,1282036.0625,683734.1875,0.0,1487534.625,395053.84375,3541675.0625,510181.0,1933732.0,1275532.0,0.0,0.0,516161.59375,1631681.1875,3394583.0,2482988.75,1792854.875,374558.8125,0.0,0.0,784583.4375,770746.9375,0.0,1050379.5,728107.9375,0.0,0.0,954283.4375,0.0,275198.0625,2162327.9375,731526.875,0.0,566711.5625,0.0,0.0,327709.34375,992533.0625,0.0,1083833.9375,0.0,0.0,625779.375,496504.28125,1932153.375,0.0,1152390.6875,630408.25,0.0,0.0,415970.375,1049702.125,0.0,0.0,793399.5,724068.9375,619169.75,0.0
1291.87,0.0,656156.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583735.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055465.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449937.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458785.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438831.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613242.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412039.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910466.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382744.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403353.65625,0.0,0.0,0.0,0.0,0.0,0.0,463604.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503559.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.99,0.0,518642.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959526.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405332.3125,0.0,385928.0625,0.0,644044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494275.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528790.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386298.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404132.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
