,Intercept,Score,Coef
"1280.37, 1296.84",[0.03094902],0.2663494689325212,[[0.67994919]]
"1280.37, 1322.62",[0.0291117],0.2148778999572225,[[0.56723307]]
"1280.62, 1284.12",[0.00780639],0.2326464889521167,[[0.17612783]]
"1280.62, 1286.02",[0.00387711],0.25359063011251215,[[0.18481651]]
"1280.62, 1291.87",[0.01145505],0.4446669550025451,[[0.553659]]
"1280.62, 1293.87",[0.02050283],0.3595028957365878,[[0.29248766]]
"1280.62, 1295.79",[0.01999905],0.32020178659566334,[[0.2746381]]
"1280.62, 1298.87",[-0.00790702],0.293235817105024,[[1.12845028]]
"1280.62, 1299.87",[0.01192725],0.5174982773809554,[[0.56276675]]
"1280.62, 1300.87",[0.02467142],0.4471631858608215,[[0.27530065]]
"1280.62, 1310.87",[0.01878319],0.3199331464404632,[[0.26555903]]
"1280.62, 1315.85",[0.00639523],0.39424335057584126,[[0.34282762]]
"1280.62, 1320.8",[0.01909307],0.3211974901646951,[[0.19972969]]
"1280.62, 1321.83",[0.01167645],0.6356025079247746,[[0.40107368]]
"1280.62, 1323.84",[0.02421717],0.3830484415867381,[[0.19565462]]
"1280.62, 1325.84",[0.01217734],0.20980086240851048,[[0.4904762]]
"1280.62, 1327.87",[0.01356589],0.3881967836926674,[[0.36747288]]
"1280.62, 1338.99",[0.01647733],0.27579964506155763,[[0.21826574]]
"1280.62, 1345.8",[0.01179701],0.40648571376639964,[[0.33668432]]
"1280.8, 1293.37",[0.0054724],0.3651569186446434,[[0.3036414]]
"1280.8, 1293.87",[0.02861014],0.2639479574049991,[[0.30390773]]
"1280.8, 1294.62",[0.02644863],0.2515364020700226,[[0.80864241]]
"1280.8, 1296.37",[0.00830597],0.6264556163634376,[[0.12853831]]
"1280.8, 1298.62",[0.02952109],0.32859491628089466,[[0.53910365]]
"1280.8, 1299.62",[0.02817052],0.20905007511794538,[[0.45386798]]
"1280.8, 1302.87",[0.01140345],0.6234997654217237,[[0.93408402]]
"1280.8, 1303.62",[0.03521902],0.2646497831224529,[[0.7433778]]
"1280.8, 1304.62",[0.02998755],0.25767782300504805,[[0.38890169]]
"1280.8, 1304.84",[0.0258449],0.2404758266424546,[[0.28673152]]
"1280.8, 1309.62",[0.0346838],0.20229696594489366,[[0.28439061]]
"1280.8, 1312.87",[0.01981967],0.31827439197695107,[[0.61355083]]
"1280.8, 1314.87",[0.01928184],0.3538188567663785,[[0.34521584]]
"1280.8, 1324.87",[0.01166283],0.7797172007856322,[[1.05961083]]
"1280.8, 1326.82",[0.01732937],0.25737886453017456,[[0.44038814]]
"1280.8, 1329.62",[0.02522311],0.24012424815856526,[[0.21361454]]
"1280.8, 1335.86",[0.01498102],0.33241859869234736,[[0.46381068]]
"1280.8, 1336.62",[0.02358558],0.34919527542590056,[[0.16337897]]
"1280.8, 1339.62",[0.01838636],0.5418940962127192,[[0.36131312]]
"1280.8, 1343.75",[0.02131685],0.33296366304825564,[[0.11845335]]
"1280.8, 1347.77",[0.02412237],0.32150551107494907,[[0.18583103]]
"1280.8, 1357.01",[0.01533192],0.47554892082103717,[[0.37279747]]
"1280.87, 1321.62",[0.04032674],0.21698330552844158,[[0.30663561]]
