,Intercept,Score,Coef
"1280.62, 1290.87",[0.01231209],0.30314600229770083,[[0.40166982]]
"1280.62, 1291.87",[0.01782291],0.2267691396583128,[[0.3229616]]
"1280.62, 1299.37",[0.01092664],0.2068858971371258,[[0.10154773]]
"1280.62, 1302.87",[0.01346208],0.35124105901018177,[[0.22992275]]
"1280.62, 1303.87",[0.01407524],0.3561626280913892,[[0.31416281]]
"1280.62, 1304.87",[0.00734447],0.5305318210244716,[[0.5433888]]
"1280.62, 1306.87",[0.00868034],0.569806386543692,[[0.45698887]]
"1280.62, 1314.87",[0.02134803],0.32437255259829245,[[0.22659951]]
"1280.62, 1319.78",[0.01691887],0.22428285220921806,[[0.24027643]]
"1280.62, 1320.74",[0.01540619],0.21903843776903606,[[0.16107126]]
"1280.62, 1321.81",[0.01279743],0.622681563222859,[[0.38883951]]
"1280.62, 1322.85",[0.01325957],0.30092877499762705,[[0.31880709]]
"1280.62, 1323.87",[0.01893515],0.22813836012097866,[[0.34415192]]
"1280.62, 1331.8",[0.01719177],0.3547841719309852,[[0.10679966]]
"1280.62, 1332.87",[0.01294767],0.261102964619637,[[0.22216489]]
"1280.62, 1340.84",[0.02306593],0.2555795373063472,[[0.11818551]]
"1280.62, 1343.46",[0.01732107],0.5950856031556122,[[0.07156799]]
"1280.62, 1344.83",[0.01157977],0.4483708559014934,[[0.35037519]]
"1280.62, 1349.86",[0.00741689],0.3010395824822667,[[0.34587469]]
"1280.87, 1296.84",[-0.00882897],0.47654511184497245,[[1.51862863]]
"1280.87, 1298.85",[-0.01741075],0.29988949942121923,[[1.80080496]]
"1280.87, 1340.84",[0.00725955],0.2631453906947663,[[0.56669771]]
"1280.87, 1342.85",[0.00687682],0.6632540131341655,[[0.39603492]]
"1280.87, 1346.81",[0.01435522],0.31459393615337095,[[0.25975433]]
"1280.87, 1347.74",[0.01540005],0.27643401662546097,[[0.23374459]]
"1281.06, 1285.12",[0.01415378],0.5561184179513992,[[0.19801755]]
"1281.06, 1287.87",[0.0102769],0.6051989467919308,[[0.77907259]]
"1281.06, 1293.87",[0.01695625],0.3038325444503003,[[0.75571138]]
"1281.06, 1294.62",[0.03242745],0.26493835847232405,[[0.28490569]]
"1281.06, 1296.62",[0.03226232],0.5412221006296158,[[1.65349722]]
"1281.06, 1306.62",[0.02347163],0.24756482533858748,[[0.88012399]]
"1281.06, 1313.87",[0.02096978],0.5210230168346257,[[0.77463538]]
"1281.06, 1318.87",[0.03883887],0.4698765131218543,[[0.34995547]]
"1281.37, 1292.87",[0.01599429],0.3999413617425377,[[0.79683219]]
"1281.37, 1298.98",[0.01771479],0.4182603665622966,[[0.30010738]]
"1281.37, 1299.87",[0.0143898],0.301143371443639,[[2.06631858]]
"1281.37, 1301.87",[0.01676645],0.26118782636823756,[[0.61024956]]
"1281.37, 1306.87",[0.01268521],0.33301146932465153,[[0.81793838]]
"1281.37, 1308.62",[0.02237348],0.3039693163292736,[[1.02448881]]
