,Intercept,Score,Coef
"1280.37, 1307.87",[0.01169081],0.39205943285637035,[[0.34666039]]
"1280.37, 1314.87",[0.01634441],0.29546024663899456,[[0.43692955]]
"1280.62, 1282.87",[0.01674409],0.33020455676377436,[[0.26436471]]
"1280.62, 1289.87",[0.01898923],0.501893877677724,[[0.27920423]]
"1280.62, 1291.37",[0.00951309],0.705484863003365,[[0.10884308]]
"1280.62, 1293.87",[0.01546807],0.4298740704693246,[[0.33558288]]
"1280.62, 1295.08",[0.00926296],0.24933852215250574,[[0.11641235]]
"1280.62, 1296.83",[0.02013751],0.42423069993210816,[[0.19394571]]
"1280.62, 1301.37",[0.0038998],0.27189375298033525,[[0.17998157]]
"1280.62, 1301.87",[0.00387904],0.3669779712390776,[[0.48003441]]
"1280.62, 1302.87",[0.01340546],0.4350073067327735,[[0.15111683]]
"1280.62, 1315.87",[0.01845395],0.33773426765054537,[[0.2025648]]
"1280.62, 1316.84",[0.01598636],0.6058682634174153,[[0.24644674]]
"1280.62, 1320.79",[0.00639005],0.33761254372475047,[[0.53520673]]
"1280.62, 1321.84",[0.00718731],0.65182861197791,[[0.40016819]]
"1280.62, 1336.76",[0.0143104],0.5717127035491003,[[0.13338556]]
"1280.62, 1337.82",[0.01177976],0.2857626879292501,[[0.19309768]]
"1280.62, 1338.84",[0.01506058],0.4665749508021262,[[0.16147763]]
"1280.62, 1339.79",[0.01650672],0.7258409968092601,[[0.12728263]]
"1280.62, 1343.8",[0.01825905],0.27057187104351743,[[0.21202146]]
"1280.62, 1344.84",[0.00566675],0.409046714053825,[[0.41291593]]
"1280.62, 1347.8",[0.00304069],0.5756886154832661,[[0.52243338]]
"1280.87, 1312.62",[0.01528957],0.26735382620980364,[[0.20898188]]
"1280.87, 1319.62",[0.01896527],0.23042734066845993,[[0.18217215]]
"1280.87, 1320.79",[0.01519452],0.255996667237697,[[0.53301646]]
"1280.87, 1328.22",[0.0071751],0.30537771608852693,[[0.32730888]]
"1280.87, 1329.62",[0.00242121],0.32842709285957916,[[0.79359218]]
"1280.87, 1335.62",[0.01005327],0.43403903515594255,[[0.33430119]]
