m/z,R00X093Y045,R00X091Y049,R00X221Y050,R00X277Y050,R00X177Y052,R00X187Y052,R00X269Y052,R00X153Y054,R00X174Y054,R00X180Y054,R00X213Y054,R00X288Y054,R00X087Y055,R00X089Y055,R00X131Y055,R00X198Y055,R00X152Y056,R00X285Y056,R00X288Y056,R00X291Y056,R00X271Y057,R00X297Y057,R00X222Y058,R00X235Y058,R00X193Y060,R00X221Y060,R00X238Y062,R00X298Y062,R00X286Y063,R00X134Y064,R00X266Y064,R00X158Y065,R00X275Y066,R00X159Y068,R00X219Y069,R00X118Y070,R00X140Y070,R00X068Y071,R00X281Y071,R00X139Y073,R00X239Y073,R00X240Y073,R00X279Y073,R00X204Y074,R00X260Y074,R00X254Y076,R00X255Y076,R00X264Y076,R00X266Y077,R00X104Y078,R00X256Y078,R00X135Y079,R00X216Y084,R00X209Y085,R00X263Y089
1280.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391761.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408358.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2445782.25,0.0,0.0,0.0,0.0
1280.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412971.90625,0.0,0.0,0.0,421692.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463975.03125,0.0,476805.8125,0.0,0.0,0.0,316923.59375,0.0,0.0,521778.875,529655.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429278.28125,0.0,1193628.25,0.0,0.0,593642.6875,0.0,777219.6875,0.0,0.0,0.0,0.0,0.0,0.0,1492557.625,0.0,0.0,5995639.5,0.0,0.0,0.0,0.0
1280.2,0.0,0.0,0.0,0.0,512051.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.33,869124.3125,0.0,0.0,0.0,699618.625,0.0,0.0,0.0,384995.6875,1037152.6875,2616601.75,0.0,0.0,0.0,0.0,0.0,802648.25,0.0,0.0,0.0,0.0,1240103.375,0.0,0.0,1343912.6875,0.0,362050.90625,0.0,673838.5625,0.0,375707.125,0.0,0.0,593167.1875,265350.78125,1495322.75,787770.375,518913.71875,982776.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2380448.4375,318205.3125,628430.5,4302683.5,491807.15625,0.0,391868.25,0.0
1280.37,0.0,0.0,0.0,676797.375,0.0,0.0,0.0,0.0,0.0,0.0,1878913.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629209.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774265.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390091.09375,778154.75
1280.49,569057.3125,0.0,619552.0,471182.71875,820471.4375,0.0,772245.875,3014453.75,0.0,0.0,2778109.5,402756.34375,352819.46875,432768.9375,875269.6875,0.0,0.0,5386540.9375,0.0,0.0,0.0,635547.3125,359050.59375,0.0,582510.625,0.0,304821.6875,0.0,0.0,0.0,305647.15625,0.0,0.0,0.0,0.0,676743.125,0.0,628525.8125,0.0,0.0,750155.25,310157.25,0.0,0.0,0.0,0.0,0.0,854047.875,0.0,497318.59375,0.0,0.0,763845.0,0.0,0.0
1280.62,0.0,1053915.5625,0.0,684800.9375,1149831.1875,0.0,814533.5,0.0,0.0,0.0,6361676.875,0.0,0.0,0.0,904325.375,750481.5,526871.6875,538117.0625,0.0,377618.09375,0.0,2232469.0625,319078.15625,1331191.9375,1467159.1875,0.0,0.0,0.0,0.0,277374.21875,378304.53125,0.0,314116.5625,581121.0625,0.0,0.0,0.0,1462612.875,965426.9375,0.0,4937731.25,402026.78125,0.0,0.0,0.0,908591.59375,596409.25,0.0,332252.3125,1268411.09375,0.0,1072674.0,350415.21875,1061300.9375,0.0
1280.66,847305.6875,370937.15625,0.0,468710.21875,756106.875,372733.625,0.0,0.0,832637.375,0.0,2307844.5,0.0,0.0,389475.625,463719.78125,0.0,0.0,0.0,0.0,0.0,0.0,899834.0,0.0,0.0,860201.375,0.0,0.0,0.0,0.0,424894.15625,0.0,501146.21875,0.0,0.0,0.0,0.0,472698.9375,0.0,0.0,0.0,637274.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579020.375,0.0,0.0,0.0
1280.78,0.0,0.0,0.0,640812.4375,1191464.84375,307587.25,0.0,0.0,380670.1875,0.0,1436503.375,0.0,0.0,0.0,825292.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341353.6875,0.0,523868.71875,358114.75,325919.53125,0.0,0.0,0.0,615233.875,0.0,0.0,0.0,0.0,691732.5,0.0,1114959.375,529426.25,0.0,1604655.4375,0.0,0.0,0.0,0.0,576364.25,454443.1875,0.0,0.0,0.0,0.0,512671.53125,0.0,0.0,427784.90625
1280.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342672.78125,0.0,0.0,635729.875,0.0,0.0,0.0,335442.40625,0.0,0.0,0.0,452680.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456664.875,0.0
1280.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308952.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.87,0.0,0.0,0.0,0.0,0.0,830266.0625,0.0,0.0,674605.8125,0.0,0.0,393274.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725300.25,0.0,1572052.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570717.0625,0.0,0.0,0.0,0.0,323811.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324366.59375,0.0,0.0,835694.75,0.0,0.0,0.0
1280.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268796.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273002.40625,0.0,406756.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810548.875,0.0,0.0,0.0,0.0,0.0,0.0,1022983.4375,0.0,343202.09375,0.0,0.0,890419.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655748.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.97,0.0,0.0,0.0,498385.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302861.21875,0.0,0.0,0.0,0.0,0.0,0.0,519050.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334430.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329828.28125,0.0,0.0
1281.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959773.9375,0.0,0.0,0.0,0.0,0.0,0.0,312479.8125,0.0,0.0,0.0,0.0,813008.25,0.0,0.0,3583738.5,0.0,0.0,0.0,0.0
1281.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477511.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313835.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.18,478687.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629781.625,0.0,621706.5,0.0,0.0,327470.46875,0.0,0.0,0.0,0.0,419270.09375,0.0,0.0,0.0,0.0,0.0,713900.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239009.625,0.0,0.0,6471108.0,0.0,0.0,0.0,0.0
1281.26,778744.125,340606.96875,714515.0625,470278.4375,0.0,0.0,0.0,0.0,367517.75,0.0,1066606.25,0.0,0.0,0.0,0.0,0.0,597225.5,0.0,0.0,321223.125,0.0,0.0,0.0,0.0,894697.5625,0.0,270680.375,0.0,752752.8125,0.0,350605.71875,0.0,348970.90625,690430.9375,375027.4375,2049378.5,361492.53125,0.0,0.0,0.0,0.0,0.0,0.0,908120.875,0.0,393050.6875,0.0,1527520.75,0.0,0.0,5746734.875,0.0,0.0,390875.625,0.0
1281.34,0.0,0.0,0.0,0.0,0.0,424581.9375,0.0,0.0,0.0,0.0,1078548.75,0.0,0.0,0.0,0.0,363391.0,0.0,0.0,0.0,0.0,0.0,695870.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123410.0,0.0,0.0,0.0,289869.21875,0.0,421439.3125,0.0,0.0,0.0,0.0,523455.03125,0.0,450942.59375,587193.5
1281.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359186.875,0.0,371783.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652204.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712748.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.39,0.0,0.0,0.0,0.0,0.0,0.0,837339.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504322.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038437.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.46,0.0,0.0,0.0,670576.5625,482313.46875,0.0,0.0,7222630.5,0.0,0.0,1614309.75,0.0,324435.4375,0.0,581508.1875,0.0,549685.5625,2023757.5,0.0,0.0,466353.5625,0.0,0.0,0.0,0.0,0.0,339734.5,0.0,771891.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641082.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483400.65625,394752.59375,0.0,0.0,713001.3125,0.0,869443.5,0.0,406233.46875,521906.875
1281.62,0.0,0.0,0.0,924511.8125,587517.9375,743367.65625,732200.3125,0.0,385033.46875,0.0,4371728.9375,485584.9375,700438.0625,422566.9375,528285.3125,0.0,897053.875,580267.6875,0.0,399660.6875,0.0,1483667.25,440440.9375,1468231.4375,2092907.3125,443738.03125,268728.125,510294.4375,0.0,0.0,409988.9375,0.0,583196.25,0.0,0.0,1399263.1875,634570.8125,0.0,623105.0625,0.0,4335422.625,0.0,0.0,0.0,302657.625,0.0,397179.03125,0.0,271620.3125,1182321.75,0.0,493782.84375,604852.5625,1312080.625,0.0
1281.77,0.0,0.0,0.0,0.0,0.0,337711.90625,0.0,0.0,0.0,0.0,1980310.375,0.0,0.0,917193.625,1195169.625,0.0,0.0,0.0,370594.53125,255204.671875,402904.0,0.0,388439.5625,0.0,1339089.0625,765219.71875,264330.375,684073.6875,0.0,0.0,0.0,499313.625,0.0,399942.125,287337.40625,1004608.9375,375461.96875,812039.625,0.0,0.0,1560750.625,0.0,0.0,0.0,311018.5625,1063648.375,449518.375,0.0,0.0,756663.8125,0.0,1763495.4375,0.0,0.0,0.0
1281.87,0.0,0.0,0.0,0.0,0.0,722529.75,0.0,0.0,451590.65625,0.0,0.0,0.0,0.0,0.0,0.0,319196.375,0.0,0.0,0.0,0.0,404071.25,0.0,0.0,1606953.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490353.4375,0.0,0.0,0.0,0.0,866997.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376173.90625,0.0,486596.84375,0.0,0.0,0.0,0.0,0.0,0.0,394295.625,0.0
1281.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571692.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511948.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.97,0.0,0.0,0.0,0.0,0.0,432068.375,0.0,0.0,0.0,715172.0,0.0,0.0,0.0,0.0,0.0,0.0,614165.125,0.0,0.0,0.0,0.0,1228666.125,0.0,0.0,0.0,0.0,0.0,0.0,853216.9375,315954.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745528.9375,894273.5625,0.0,0.0,299952.1875,0.0,0.0,288461.09375,496527.71875,572227.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576572.75,0.0,0.0,255449.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461610.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350736.78125,975593.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091405.0,0.0,0.0,0.0,0.0
1282.1,0.0,314130.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.2,0.0,0.0,0.0,433329.625,0.0,0.0,0.0,0.0,0.0,0.0,934791.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325991.21875,591153.125,0.0,0.0,0.0,296419.375,0.0,0.0,0.0,0.0,0.0,429949.09375,0.0,819071.875,0.0,0.0,0.0,0.0,840169.1875,0.0,0.0,0.0,0.0,0.0,0.0,1411117.375,0.0,0.0,5232678.0,531180.375,0.0,0.0,637894.5625
1282.26,0.0,0.0,0.0,694627.1875,0.0,328311.5625,0.0,0.0,0.0,773502.3125,1368303.75,0.0,0.0,0.0,0.0,0.0,1154992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479274.09375,408418.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472764.75,0.0,0.0,620173.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517035.375,0.0,0.0,3511818.25,0.0,0.0,569585.9375,404148.1875
1282.32,0.0,0.0,0.0,712452.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052661.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582633.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563020.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429216.125,0.0,0.0,379936.15625,632703.8125,0.0
1282.37,670466.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190535.125,0.0,0.0,0.0,0.0,0.0,444860.875,0.0,0.0,0.0,304000.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376396.4375,0.0,0.0,0.0,0.0,0.0,1008109.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490900.65625,0.0,0.0,463356.25,972403.125,586265.375
1282.46,476738.84375,0.0,0.0,476045.84375,0.0,945788.65625,0.0,4531791.5,0.0,0.0,2059160.0,0.0,0.0,0.0,551462.8125,0.0,0.0,1169625.75,0.0,0.0,0.0,909994.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429742.03125,0.0,0.0,0.0,0.0,0.0,1858976.8125,543169.0,0.0,0.0,0.0,0.0,0.0,232872.0,589676.3125,347126.5625,0.0,0.0,0.0,0.0,0.0,346333.03125,0.0,0.0
1282.62,1072743.71875,246332.296875,0.0,1364535.9375,746646.875,415830.5,1455045.0625,0.0,1142380.96875,693725.875,5901417.5,672401.375,354341.59375,487000.8125,1056689.96875,477570.40625,700267.9375,0.0,283917.90625,0.0,0.0,641350.125,0.0,0.0,1565411.125,0.0,0.0,0.0,0.0,0.0,0.0,469465.625,281681.53125,0.0,0.0,680480.5,943036.28125,732922.0,1686446.5,0.0,2014561.8125,0.0,0.0,0.0,724616.09375,531502.6875,0.0,0.0,0.0,2160544.84375,0.0,1163046.4375,458085.28125,443941.71875,561908.5625
1282.71,0.0,0.0,0.0,744798.125,0.0,0.0,0.0,0.0,690985.75,0.0,1110129.25,0.0,0.0,0.0,0.0,0.0,0.0,781611.0,390599.15625,0.0,350221.375,0.0,835094.28125,0.0,803367.4375,0.0,0.0,0.0,0.0,335360.65625,0.0,0.0,0.0,0.0,0.0,0.0,776359.4375,929707.1875,1453745.8125,0.0,2937048.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503585.40625,0.0,0.0,0.0
1282.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868511.5,0.0,0.0,0.0,0.0,0.0,713619.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557668.125,0.0,0.0,0.0,0.0,342526.03125,388220.90625,0.0,0.0,0.0,0.0,0.0,571774.125,0.0,0.0,0.0,601736.8125,0.0,0.0,0.0,0.0,417910.0,0.0,0.0,0.0,606307.875,0.0,0.0,456778.84375,0.0,0.0
1282.83,492996.96875,455830.46875,0.0,459179.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242963.828125,0.0,0.0,0.0,0.0,556217.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685973.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592227.3125,0.0,0.0,0.0
1282.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370479.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420886.5625,0.0,0.0,618865.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.9,0.0,0.0,0.0,0.0,0.0,589882.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581803.375,0.0,382266.15625,0.0
1282.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530886.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596807.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285303.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255373.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680082.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876341.375,0.0,0.0,3527105.5,0.0,0.0,0.0,0.0
1283.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272690.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385727.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290528.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283.18,0.0,0.0,537787.625,0.0,0.0,549173.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432613.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328589.125,0.0,0.0,6480438.5,601531.75,0.0,361588.25,413405.1875
1283.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386658.375,0.0,836916.4375,0.0,0.0,394144.5,723318.4375,0.0,0.0,0.0,0.0,1512514.875,0.0,459459.34375,684025.0625,0.0,0.0,0.0,0.0,420807.8125,314032.4375,0.0,0.0,405680.3125,0.0,2449571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675515.5,1502133.625,0.0,0.0,2249422.0,561355.125,0.0,0.0,0.0
1283.29,0.0,263321.40625,0.0,0.0,568522.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044275.1875,0.0,0.0,0.0,0.0,0.0,0.0,508256.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413026.90625
1283.37,0.0,0.0,0.0,0.0,838091.375,0.0,0.0,0.0,0.0,0.0,1651032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401837.90625,0.0,469549.71875,0.0,0.0,0.0,0.0,301108.53125,0.0,0.0,0.0,0.0,0.0,826842.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979287.1875,292148.9375,590258.5,0.0,0.0,0.0,2977458.3125,429568.65625
