Class,L0_330,L0_354,L0_378
N1,0.08865840842028125,0.13980166320888546,0.11917177399527214
O1,0.02154312206028385,0.04444211642030499,0.026642305483088442
O1N1,0.02196835409290761,0.03138347169916995,0.018401491334017743
O2,0.380049843583392,0.30694455376869234,0.2594637466400428
O2N1,0.17511655894324737,0.18880413373440463,0.24467407860703674
O3,0.10953011381674366,0.10241683399310408,0.13050606539192103
O3N1,0.02396051361477991,0.031120596790970904,0.03478302163879885
O4,0.12108102176992304,0.07370280586997206,0.10231720098472694
O4N1,0.05809206369844133,0.08138382451449559,0.06404031592509533
