Class,L5_330,L5_354,L5_378
N1,0.06592278095446572,0.12810722222141688,0.19975931460512714
O1,0.03446382424985255,0.06809773429564081,0.0823455331506716
O1N1,0.009484208712665365,0.01373113865794078,0.01562730592505631
O2,0.5412281272239544,0.35993575348890633,0.08888387154780601
O2N1,0.08686841640681763,0.0940082686357889,0.1611172981793134
O3,0.09222270077256685,0.09880215392410524,0.1343173692927264
O3N1,0.0037634776200504514,0.0042024959322404885,0.008305797043423274
O4,0.08977559255260259,0.049543467174465845,0.06562458887283462
O4N1,0.07627087150702444,0.18357176566949476,0.24401892138304127
