,pixel_x,pixel_y,color
R00X100Y037,290,88,0
R00X101Y037,290,92,0
R00X102Y037,290,97,255
R00X103Y037,290,102,0
R00X104Y037,290,106,255
R00X105Y037,290,111,0
R00X106Y037,290,116,0
R00X107Y037,290,120,0
R00X108Y037,290,125,0
R00X109Y037,290,130,0
R00X110Y037,290,134,0
R00X111Y037,290,139,0
R00X112Y037,290,144,0
R00X113Y037,290,148,0
R00X114Y037,290,153,0
R00X115Y037,290,157,0
R00X116Y037,290,162,0
R00X117Y037,290,167,0
R00X118Y037,290,171,0
R00X119Y037,290,176,0
R00X120Y037,290,181,0
R00X121Y037,290,185,0
R00X122Y037,290,190,0
R00X123Y037,290,195,255
R00X124Y037,290,199,0
R00X125Y037,290,204,255
R00X126Y037,290,209,255
R00X127Y037,290,213,255
R00X128Y037,290,218,255
R00X129Y037,290,223,0
R00X099Y038,286,83,0
R00X100Y038,286,88,0
R00X101Y038,286,92,0
R00X102Y038,286,97,255
R00X103Y038,286,102,0
R00X104Y038,286,106,0
R00X105Y038,286,111,0
R00X106Y038,286,116,0
R00X107Y038,286,120,0
R00X108Y038,286,125,0
R00X109Y038,286,130,0
R00X110Y038,286,134,0
R00X111Y038,286,139,0
R00X112Y038,286,144,0
R00X113Y038,286,148,0
R00X114Y038,286,153,0
R00X115Y038,286,157,0
R00X116Y038,286,162,0
R00X117Y038,286,167,0
R00X118Y038,286,171,0
R00X119Y038,286,176,0
R00X120Y038,286,181,0
R00X121Y038,286,185,0
R00X122Y038,286,190,0
R00X123Y038,286,195,0
R00X124Y038,286,199,255
R00X125Y038,286,204,255
R00X126Y038,286,209,255
R00X127Y038,286,213,0
R00X128Y038,286,218,0
R00X129Y038,286,223,0
R00X130Y038,286,227,0
R00X131Y038,286,232,0
R00X132Y038,286,237,0
R00X133Y038,286,241,0
R00X134Y038,286,246,0
R00X135Y038,286,251,0
R00X136Y038,286,255,0
R00X137Y038,286,260,0
R00X138Y038,286,265,0
R00X139Y038,286,269,0
R00X140Y038,286,274,0
R00X141Y038,286,279,0
R00X142Y038,286,283,0
R00X143Y038,286,288,0
R00X144Y038,286,293,0
R00X145Y038,286,297,0
R00X146Y038,286,302,0
R00X147Y038,286,307,0
R00X148Y038,286,311,0
R00X149Y038,286,316,0
R00X150Y038,286,321,0
R00X151Y038,286,325,0
R00X152Y038,286,330,0
R00X153Y038,286,335,0
R00X154Y038,286,339,0
R00X155Y038,286,344,0
R00X156Y038,286,349,0
R00X157Y038,286,353,0
R00X158Y038,286,358,0
R00X159Y038,286,363,0
R00X160Y038,286,367,0
R00X161Y038,286,372,0
R00X162Y038,286,377,0
R00X163Y038,286,381,0
R00X164Y038,286,386,0
R00X165Y038,286,391,0
R00X166Y038,286,395,0
R00X167Y038,286,400,0
R00X168Y038,286,404,255
R00X169Y038,286,409,0
R00X170Y038,286,414,255
R00X171Y038,286,418,255
R00X172Y038,286,423,255
R00X173Y038,286,428,0
R00X174Y038,286,432,0
R00X175Y038,286,437,0
R00X176Y038,286,442,0
R00X177Y038,286,446,0
R00X178Y038,286,451,0
R00X179Y038,286,456,0
R00X180Y038,286,460,0
R00X181Y038,286,465,0
R00X182Y038,286,470,255
R00X183Y038,286,474,255
R00X184Y038,286,479,255
R00X185Y038,286,484,255
R00X098Y039,281,78,0
R00X099Y039,281,83,0
R00X100Y039,281,88,0
R00X101Y039,281,92,0
R00X102Y039,281,97,0
R00X103Y039,281,102,0
R00X104Y039,281,106,0
R00X105Y039,281,111,0
R00X106Y039,281,116,0
R00X107Y039,281,120,0
R00X108Y039,281,125,0
R00X109Y039,281,130,0
R00X110Y039,281,134,0
R00X111Y039,281,139,0
R00X112Y039,281,144,0
R00X113Y039,281,148,0
R00X114Y039,281,153,0
R00X115Y039,281,157,0
R00X116Y039,281,162,0
R00X117Y039,281,167,0
R00X118Y039,281,171,0
R00X119Y039,281,176,0
R00X120Y039,281,181,0
R00X121Y039,281,185,0
R00X122Y039,281,190,0
R00X123Y039,281,195,255
R00X124Y039,281,199,255
R00X125Y039,281,204,255
R00X126Y039,281,209,0
R00X127Y039,281,213,0
R00X128Y039,281,218,0
R00X129Y039,281,223,0
R00X130Y039,281,227,0
R00X131Y039,281,232,0
R00X132Y039,281,237,0
R00X133Y039,281,241,0
R00X134Y039,281,246,0
R00X135Y039,281,251,0
R00X136Y039,281,255,0
R00X137Y039,281,260,0
R00X138Y039,281,265,0
R00X139Y039,281,269,0
R00X140Y039,281,274,0
R00X141Y039,281,279,0
R00X142Y039,281,283,0
R00X143Y039,281,288,0
R00X144Y039,281,293,0
R00X145Y039,281,297,0
R00X146Y039,281,302,0
R00X147Y039,281,307,0
R00X148Y039,281,311,0
R00X149Y039,281,316,0
R00X150Y039,281,321,0
R00X151Y039,281,325,0
R00X152Y039,281,330,255
R00X153Y039,281,335,255
R00X154Y039,281,339,255
R00X155Y039,281,344,0
R00X156Y039,281,349,0
R00X157Y039,281,353,0
R00X158Y039,281,358,0
R00X159Y039,281,363,0
R00X160Y039,281,367,0
R00X161Y039,281,372,0
R00X162Y039,281,377,0
R00X163Y039,281,381,0
R00X164Y039,281,386,0
R00X165Y039,281,391,0
R00X166Y039,281,395,255
R00X167Y039,281,400,255
R00X168Y039,281,404,255
R00X169Y039,281,409,255
R00X170Y039,281,414,255
R00X171Y039,281,418,255
R00X172Y039,281,423,255
R00X173Y039,281,428,0
R00X174Y039,281,432,0
R00X175Y039,281,437,0
R00X176Y039,281,442,0
R00X177Y039,281,446,0
R00X178Y039,281,451,0
R00X179Y039,281,456,0
R00X180Y039,281,460,0
R00X181Y039,281,465,0
R00X182Y039,281,470,255
R00X183Y039,281,474,255
R00X184Y039,281,479,255
R00X185Y039,281,484,255
R00X186Y039,281,488,0
R00X187Y039,281,493,0
R00X188Y039,281,498,255
R00X189Y039,281,502,0
R00X190Y039,281,507,0
R00X191Y039,281,512,0
R00X192Y039,281,516,0
R00X193Y039,281,521,0
R00X194Y039,281,526,255
R00X195Y039,281,530,255
R00X196Y039,281,535,0
R00X197Y039,281,540,0
R00X198Y039,281,544,0
R00X199Y039,281,549,0
R00X200Y039,281,554,255
R00X201Y039,281,558,255
R00X202Y039,281,563,0
R00X203Y039,281,568,255
R00X204Y039,281,572,255
R00X205Y039,281,577,0
R00X206Y039,281,582,0
R00X207Y039,281,586,0
R00X208Y039,281,591,0
R00X209Y039,281,596,0
R00X210Y039,281,600,0
R00X211Y039,281,605,0
R00X212Y039,281,610,0
R00X213Y039,281,614,0
R00X214Y039,281,619,0
R00X215Y039,281,624,255
R00X216Y039,281,628,255
R00X217Y039,281,633,255
R00X218Y039,281,638,255
R00X219Y039,281,642,255
R00X220Y039,281,647,255
R00X221Y039,281,651,255
R00X222Y039,281,656,255
R00X223Y039,281,661,0
R00X224Y039,281,665,0
R00X225Y039,281,670,0
R00X226Y039,281,675,0
R00X227Y039,281,679,0
R00X228Y039,281,684,0
R00X229Y039,281,689,0
R00X230Y039,281,693,0
R00X231Y039,281,698,0
R00X232Y039,281,703,0
R00X233Y039,281,707,0
R00X234Y039,281,712,0
R00X235Y039,281,717,0
R00X236Y039,281,721,0
R00X237Y039,281,726,0
R00X238Y039,281,731,0
R00X239Y039,281,735,0
R00X240Y039,281,740,255
R00X241Y039,281,745,255
R00X098Y040,276,78,0
R00X099Y040,276,83,0
R00X100Y040,276,88,0
R00X101Y040,276,92,0
R00X102Y040,276,97,0
R00X103Y040,276,102,0
R00X104Y040,276,106,0
R00X105Y040,276,111,0
R00X106Y040,276,116,0
R00X107Y040,276,120,0
R00X108Y040,276,125,0
R00X109Y040,276,130,0
R00X110Y040,276,134,0
R00X111Y040,276,139,0
R00X112Y040,276,144,0
R00X113Y040,276,148,0
R00X114Y040,276,153,0
R00X115Y040,276,157,0
R00X116Y040,276,162,0
R00X117Y040,276,167,0
R00X118Y040,276,171,0
R00X119Y040,276,176,0
R00X120Y040,276,181,0
R00X121Y040,276,185,0
R00X122Y040,276,190,0
R00X123Y040,276,195,255
R00X124Y040,276,199,255
R00X125Y040,276,204,0
R00X126Y040,276,209,0
R00X127Y040,276,213,0
R00X128Y040,276,218,0
R00X129Y040,276,223,0
R00X130Y040,276,227,0
R00X131Y040,276,232,0
R00X132Y040,276,237,0
R00X133Y040,276,241,0
R00X134Y040,276,246,0
R00X135Y040,276,251,0
R00X136Y040,276,255,0
R00X137Y040,276,260,0
R00X138Y040,276,265,0
R00X139Y040,276,269,0
R00X140Y040,276,274,0
R00X141Y040,276,279,0
R00X142Y040,276,283,0
R00X143Y040,276,288,0
R00X144Y040,276,293,0
R00X145Y040,276,297,0
R00X146Y040,276,302,0
R00X147Y040,276,307,0
R00X148Y040,276,311,0
R00X149Y040,276,316,0
R00X150Y040,276,321,0
R00X151Y040,276,325,0
R00X152Y040,276,330,255
R00X153Y040,276,335,255
R00X154Y040,276,339,255
R00X155Y040,276,344,0
R00X156Y040,276,349,0
R00X157Y040,276,353,0
R00X158Y040,276,358,0
R00X159Y040,276,363,0
R00X160Y040,276,367,0
R00X161Y040,276,372,0
R00X162Y040,276,377,0
R00X163Y040,276,381,0
R00X164Y040,276,386,0
R00X165Y040,276,391,255
R00X166Y040,276,395,0
R00X167Y040,276,400,255
R00X168Y040,276,404,255
R00X169Y040,276,409,255
R00X170Y040,276,414,255
R00X171Y040,276,418,255
R00X172Y040,276,423,0
R00X173Y040,276,428,0
R00X174Y040,276,432,0
R00X175Y040,276,437,0
R00X176Y040,276,442,0
R00X177Y040,276,446,0
R00X178Y040,276,451,0
R00X179Y040,276,456,0
R00X180Y040,276,460,0
R00X181Y040,276,465,0
R00X182Y040,276,470,0
R00X183Y040,276,474,0
R00X184Y040,276,479,255
R00X185Y040,276,484,0
R00X186Y040,276,488,0
R00X187Y040,276,493,0
R00X188Y040,276,498,0
R00X189Y040,276,502,0
R00X190Y040,276,507,0
R00X191Y040,276,512,0
R00X192Y040,276,516,0
R00X193Y040,276,521,0
R00X194Y040,276,526,255
R00X195Y040,276,530,255
R00X196Y040,276,535,0
R00X197Y040,276,540,0
R00X198Y040,276,544,0
R00X199Y040,276,549,0
R00X200Y040,276,554,0
R00X201Y040,276,558,0
R00X202Y040,276,563,0
R00X203Y040,276,568,255
R00X204Y040,276,572,255
R00X205Y040,276,577,0
R00X206Y040,276,582,0
R00X207Y040,276,586,0
R00X208Y040,276,591,0
R00X209Y040,276,596,0
R00X210Y040,276,600,0
R00X211Y040,276,605,0
R00X212Y040,276,610,0
R00X213Y040,276,614,0
R00X214Y040,276,619,0
R00X215Y040,276,624,255
R00X216Y040,276,628,255
R00X217Y040,276,633,255
R00X218Y040,276,638,255
R00X219Y040,276,642,255
R00X220Y040,276,647,0
R00X221Y040,276,651,255
R00X222Y040,276,656,255
R00X223Y040,276,661,0
R00X224Y040,276,665,0
R00X225Y040,276,670,0
R00X226Y040,276,675,0
R00X227Y040,276,679,0
R00X228Y040,276,684,0
R00X229Y040,276,689,0
R00X230Y040,276,693,0
R00X231Y040,276,698,0
R00X232Y040,276,703,0
R00X233Y040,276,707,0
R00X234Y040,276,712,255
R00X235Y040,276,717,255
R00X236Y040,276,721,0
R00X237Y040,276,726,0
R00X238Y040,276,731,0
R00X239Y040,276,735,255
R00X240Y040,276,740,255
R00X241Y040,276,745,255
R00X242Y040,276,749,255
R00X243Y040,276,754,0
R00X244Y040,276,759,0
R00X245Y040,276,763,0
R00X246Y040,276,768,0
R00X247Y040,276,773,0
R00X248Y040,276,777,0
R00X249Y040,276,782,0
R00X250Y040,276,787,0
R00X251Y040,276,791,0
R00X252Y040,276,796,0
R00X253Y040,276,801,0
R00X254Y040,276,805,0
R00X255Y040,276,810,0
R00X256Y040,276,815,0
R00X257Y040,276,819,0
R00X258Y040,276,824,0
R00X259Y040,276,829,255
R00X260Y040,276,833,255
R00X261Y040,276,838,255
R00X262Y040,276,843,255
R00X263Y040,276,847,0
R00X264Y040,276,852,0
R00X265Y040,276,857,0
R00X266Y040,276,861,0
R00X267Y040,276,866,0
R00X268Y040,276,871,0
R00X269Y040,276,875,0
R00X270Y040,276,880,0
R00X271Y040,276,885,0
R00X272Y040,276,889,0
R00X273Y040,276,894,0
R00X274Y040,276,898,0
R00X275Y040,276,903,0
R00X276Y040,276,908,255
R00X277Y040,276,912,255
R00X278Y040,276,917,255
R00X279Y040,276,922,255
R00X280Y040,276,926,255
R00X281Y040,276,931,0
R00X282Y040,276,936,0
R00X283Y040,276,940,0
R00X284Y040,276,945,0
R00X285Y040,276,950,0
R00X286Y040,276,954,0
R00X287Y040,276,959,0
R00X288Y040,276,964,0
R00X289Y040,276,968,0
R00X290Y040,276,973,0
R00X291Y040,276,978,0
R00X292Y040,276,982,255
R00X293Y040,276,987,0
R00X294Y040,276,992,0
R00X295Y040,276,996,0
R00X296Y040,276,1001,0
R00X098Y041,272,78,0
R00X099Y041,272,83,0
R00X100Y041,272,88,0
R00X101Y041,272,92,0
R00X102Y041,272,97,0
R00X103Y041,272,102,0
R00X104Y041,272,106,0
R00X105Y041,272,111,0
R00X106Y041,272,116,0
R00X107Y041,272,120,0
R00X108Y041,272,125,0
R00X109Y041,272,130,0
R00X110Y041,272,134,0
R00X111Y041,272,139,0
R00X112Y041,272,144,0
R00X113Y041,272,148,0
R00X114Y041,272,153,0
R00X115Y041,272,157,0
R00X116Y041,272,162,0
R00X117Y041,272,167,0
R00X118Y041,272,171,255
R00X119Y041,272,176,255
R00X120Y041,272,181,255
R00X121Y041,272,185,0
R00X122Y041,272,190,0
R00X123Y041,272,195,0
R00X124Y041,272,199,0
R00X125Y041,272,204,0
R00X126Y041,272,209,0
R00X127Y041,272,213,0
R00X128Y041,272,218,0
R00X129Y041,272,223,0
R00X130Y041,272,227,0
R00X131Y041,272,232,0
R00X132Y041,272,237,0
R00X133Y041,272,241,0
R00X134Y041,272,246,0
R00X135Y041,272,251,0
R00X136Y041,272,255,0
R00X137Y041,272,260,0
R00X138Y041,272,265,0
R00X139Y041,272,269,0
R00X140Y041,272,274,0
R00X141Y041,272,279,0
R00X142Y041,272,283,0
R00X143Y041,272,288,0
R00X144Y041,272,293,0
R00X145Y041,272,297,0
R00X146Y041,272,302,0
R00X147Y041,272,307,0
R00X148Y041,272,311,0
R00X149Y041,272,316,0
R00X150Y041,272,321,255
R00X151Y041,272,325,255
R00X152Y041,272,330,255
R00X153Y041,272,335,255
R00X154Y041,272,339,255
R00X155Y041,272,344,0
R00X156Y041,272,349,0
R00X157Y041,272,353,0
R00X158Y041,272,358,0
R00X159Y041,272,363,0
R00X160Y041,272,367,0
R00X161Y041,272,372,0
R00X162Y041,272,377,0
R00X163Y041,272,381,0
R00X164Y041,272,386,255
R00X165Y041,272,391,255
R00X166Y041,272,395,255
R00X167Y041,272,400,255
R00X168Y041,272,404,255
R00X169Y041,272,409,255
R00X170Y041,272,414,255
R00X171Y041,272,418,255
R00X172Y041,272,423,0
R00X173Y041,272,428,0
R00X174Y041,272,432,0
R00X175Y041,272,437,0
R00X176Y041,272,442,0
R00X177Y041,272,446,0
R00X178Y041,272,451,0
R00X179Y041,272,456,0
R00X180Y041,272,460,0
R00X181Y041,272,465,0
R00X182Y041,272,470,0
R00X183Y041,272,474,0
R00X184Y041,272,479,255
R00X185Y041,272,484,0
R00X186Y041,272,488,0
R00X187Y041,272,493,0
R00X188Y041,272,498,0
R00X189Y041,272,502,0
R00X190Y041,272,507,0
R00X191Y041,272,512,0
R00X192Y041,272,516,0
R00X193Y041,272,521,255
R00X194Y041,272,526,255
R00X195Y041,272,530,255
R00X196Y041,272,535,255
R00X197Y041,272,540,255
R00X198Y041,272,544,0
R00X199Y041,272,549,0
R00X200Y041,272,554,0
R00X201Y041,272,558,0
R00X202Y041,272,563,255
R00X203Y041,272,568,255
R00X204Y041,272,572,255
R00X205Y041,272,577,0
R00X206Y041,272,582,0
R00X207Y041,272,586,0
R00X208Y041,272,591,0
R00X209Y041,272,596,0
R00X210Y041,272,600,0
R00X211Y041,272,605,0
R00X212Y041,272,610,0
R00X213Y041,272,614,0
R00X214Y041,272,619,0
R00X215Y041,272,624,255
R00X216Y041,272,628,255
R00X217Y041,272,633,255
R00X218Y041,272,638,255
R00X219Y041,272,642,255
R00X220Y041,272,647,0
R00X221Y041,272,651,0
R00X222Y041,272,656,0
R00X223Y041,272,661,0
R00X224Y041,272,665,0
R00X225Y041,272,670,0
R00X226Y041,272,675,0
R00X227Y041,272,679,0
R00X228Y041,272,684,0
R00X229Y041,272,689,0
R00X230Y041,272,693,0
R00X231Y041,272,698,0
R00X232Y041,272,703,0
R00X233Y041,272,707,0
R00X234Y041,272,712,255
R00X235Y041,272,717,255
R00X236Y041,272,721,255
R00X237Y041,272,726,0
R00X238Y041,272,731,0
R00X239Y041,272,735,255
R00X240Y041,272,740,255
R00X241Y041,272,745,255
R00X242Y041,272,749,255
R00X243Y041,272,754,0
R00X244Y041,272,759,0
R00X245Y041,272,763,0
R00X246Y041,272,768,0
R00X247Y041,272,773,0
R00X248Y041,272,777,0
R00X249Y041,272,782,0
R00X250Y041,272,787,0
R00X251Y041,272,791,0
R00X252Y041,272,796,0
R00X253Y041,272,801,0
R00X254Y041,272,805,0
R00X255Y041,272,810,0
R00X256Y041,272,815,0
R00X257Y041,272,819,0
R00X258Y041,272,824,255
R00X259Y041,272,829,255
R00X260Y041,272,833,255
R00X261Y041,272,838,255
R00X262Y041,272,843,0
R00X263Y041,272,847,0
R00X264Y041,272,852,0
R00X265Y041,272,857,0
R00X266Y041,272,861,0
R00X267Y041,272,866,0
R00X268Y041,272,871,0
R00X269Y041,272,875,0
R00X270Y041,272,880,0
R00X271Y041,272,885,0
R00X272Y041,272,889,0
R00X273Y041,272,894,0
R00X274Y041,272,898,0
R00X275Y041,272,903,0
R00X276Y041,272,908,0
R00X277Y041,272,912,255
R00X278Y041,272,917,255
R00X279Y041,272,922,255
R00X280Y041,272,926,255
R00X281Y041,272,931,0
R00X282Y041,272,936,0
R00X283Y041,272,940,0
R00X284Y041,272,945,0
R00X285Y041,272,950,0
R00X286Y041,272,954,0
R00X287Y041,272,959,0
R00X288Y041,272,964,0
R00X289Y041,272,968,0
R00X290Y041,272,973,0
R00X291Y041,272,978,0
R00X292Y041,272,982,0
R00X293Y041,272,987,255
R00X294Y041,272,992,0
R00X295Y041,272,996,0
R00X296Y041,272,1001,0
R00X297Y041,272,1006,0
R00X298Y041,272,1010,0
R00X299Y041,272,1015,0
R00X300Y041,272,1020,0
R00X301Y041,272,1024,0
R00X302Y041,272,1029,0
R00X303Y041,272,1034,0
R00X304Y041,272,1038,0
R00X305Y041,272,1043,0
R00X306Y041,272,1048,0
R00X307Y041,272,1052,0
R00X308Y041,272,1057,0
R00X309Y041,272,1062,0
R00X310Y041,272,1066,0
R00X097Y042,267,74,0
R00X098Y042,267,78,0
R00X099Y042,267,83,0
R00X100Y042,267,88,0
R00X101Y042,267,92,0
R00X102Y042,267,97,0
R00X103Y042,267,102,0
R00X104Y042,267,106,0
R00X105Y042,267,111,0
R00X106Y042,267,116,0
R00X107Y042,267,120,0
R00X108Y042,267,125,0
R00X109Y042,267,130,0
R00X110Y042,267,134,0
R00X111Y042,267,139,0
R00X112Y042,267,144,0
R00X113Y042,267,148,0
R00X114Y042,267,153,0
R00X115Y042,267,157,0
R00X116Y042,267,162,0
R00X117Y042,267,167,0
R00X118Y042,267,171,255
R00X119Y042,267,176,255
R00X120Y042,267,181,255
R00X121Y042,267,185,0
R00X122Y042,267,190,0
R00X123Y042,267,195,0
R00X124Y042,267,199,0
R00X125Y042,267,204,0
R00X126Y042,267,209,0
R00X127Y042,267,213,0
R00X128Y042,267,218,0
R00X129Y042,267,223,0
R00X130Y042,267,227,0
R00X131Y042,267,232,0
R00X132Y042,267,237,0
R00X133Y042,267,241,0
R00X134Y042,267,246,0
R00X135Y042,267,251,0
R00X136Y042,267,255,0
R00X137Y042,267,260,0
R00X138Y042,267,265,0
R00X139Y042,267,269,0
R00X140Y042,267,274,0
R00X141Y042,267,279,0
R00X142Y042,267,283,0
R00X143Y042,267,288,0
R00X144Y042,267,293,0
R00X145Y042,267,297,0
R00X146Y042,267,302,0
R00X147Y042,267,307,0
R00X148Y042,267,311,0
R00X149Y042,267,316,255
R00X150Y042,267,321,255
R00X151Y042,267,325,255
R00X152Y042,267,330,255
R00X153Y042,267,335,255
R00X154Y042,267,339,255
R00X155Y042,267,344,0
R00X156Y042,267,349,0
R00X157Y042,267,353,0
R00X158Y042,267,358,0
R00X159Y042,267,363,0
R00X160Y042,267,367,0
R00X161Y042,267,372,0
R00X162Y042,267,377,0
R00X163Y042,267,381,0
R00X164Y042,267,386,0
R00X165Y042,267,391,255
R00X166Y042,267,395,255
R00X167Y042,267,400,255
R00X168Y042,267,404,255
R00X169Y042,267,409,255
R00X170Y042,267,414,255
R00X171Y042,267,418,255
R00X172Y042,267,423,0
R00X173Y042,267,428,0
R00X174Y042,267,432,0
R00X175Y042,267,437,0
R00X176Y042,267,442,0
R00X177Y042,267,446,0
R00X178Y042,267,451,0
R00X179Y042,267,456,0
R00X180Y042,267,460,0
R00X181Y042,267,465,0
R00X182Y042,267,470,0
R00X183Y042,267,474,0
R00X184Y042,267,479,0
R00X185Y042,267,484,0
R00X186Y042,267,488,0
R00X187Y042,267,493,0
R00X188Y042,267,498,0
R00X189Y042,267,502,0
R00X190Y042,267,507,0
R00X191Y042,267,512,0
R00X192Y042,267,516,255
R00X193Y042,267,521,255
R00X194Y042,267,526,255
R00X195Y042,267,530,255
R00X196Y042,267,535,255
R00X197Y042,267,540,0
R00X198Y042,267,544,255
R00X199Y042,267,549,0
R00X200Y042,267,554,0
R00X201Y042,267,558,0
R00X202Y042,267,563,0
R00X203Y042,267,568,0
R00X204Y042,267,572,0
R00X205Y042,267,577,0
R00X206Y042,267,582,0
R00X207Y042,267,586,0
R00X208Y042,267,591,0
R00X209Y042,267,596,0
R00X210Y042,267,600,0
R00X211Y042,267,605,0
R00X212Y042,267,610,0
R00X213Y042,267,614,0
R00X214Y042,267,619,0
R00X215Y042,267,624,255
R00X216Y042,267,628,255
R00X217Y042,267,633,255
R00X218Y042,267,638,255
R00X219Y042,267,642,0
R00X220Y042,267,647,0
R00X221Y042,267,651,255
R00X222Y042,267,656,0
R00X223Y042,267,661,0
R00X224Y042,267,665,0
R00X225Y042,267,670,0
R00X226Y042,267,675,0
R00X227Y042,267,679,0
R00X228Y042,267,684,0
R00X229Y042,267,689,0
R00X230Y042,267,693,0
R00X231Y042,267,698,0
R00X232Y042,267,703,0
R00X233Y042,267,707,255
R00X234Y042,267,712,255
R00X235Y042,267,717,255
R00X236Y042,267,721,255
R00X237Y042,267,726,255
R00X238Y042,267,731,255
R00X239Y042,267,735,255
R00X240Y042,267,740,255
R00X241Y042,267,745,255
R00X242Y042,267,749,0
R00X243Y042,267,754,0
R00X244Y042,267,759,0
R00X245Y042,267,763,0
R00X246Y042,267,768,0
R00X247Y042,267,773,0
R00X248Y042,267,777,0
R00X249Y042,267,782,0
R00X250Y042,267,787,0
R00X251Y042,267,791,0
R00X252Y042,267,796,0
R00X253Y042,267,801,0
R00X254Y042,267,805,0
R00X255Y042,267,810,0
R00X256Y042,267,815,255
R00X257Y042,267,819,255
R00X258Y042,267,824,255
R00X259Y042,267,829,255
R00X260Y042,267,833,255
R00X261Y042,267,838,0
R00X262Y042,267,843,0
R00X263Y042,267,847,0
R00X264Y042,267,852,0
R00X265Y042,267,857,0
R00X266Y042,267,861,0
R00X267Y042,267,866,0
R00X268Y042,267,871,0
R00X269Y042,267,875,0
R00X270Y042,267,880,0
R00X271Y042,267,885,0
R00X272Y042,267,889,0
R00X273Y042,267,894,0
R00X274Y042,267,898,0
R00X275Y042,267,903,0
R00X276Y042,267,908,0
R00X277Y042,267,912,255
R00X278Y042,267,917,255
R00X279Y042,267,922,255
R00X280Y042,267,926,255
R00X281Y042,267,931,0
R00X282Y042,267,936,0
R00X283Y042,267,940,0
R00X284Y042,267,945,0
R00X285Y042,267,950,0
R00X286Y042,267,954,0
R00X287Y042,267,959,0
R00X288Y042,267,964,0
R00X289Y042,267,968,0
R00X290Y042,267,973,0
R00X291Y042,267,978,0
R00X292Y042,267,982,255
R00X293Y042,267,987,255
R00X294Y042,267,992,0
R00X295Y042,267,996,0
R00X296Y042,267,1001,0
R00X297Y042,267,1006,0
R00X298Y042,267,1010,0
R00X299Y042,267,1015,0
R00X300Y042,267,1020,0
R00X301Y042,267,1024,0
R00X302Y042,267,1029,0
R00X303Y042,267,1034,0
R00X304Y042,267,1038,0
R00X305Y042,267,1043,0
R00X306Y042,267,1048,0
R00X307Y042,267,1052,0
R00X308Y042,267,1057,0
R00X309Y042,267,1062,0
R00X310Y042,267,1066,0
R00X097Y043,263,74,0
R00X098Y043,263,78,0
R00X099Y043,263,83,0
R00X100Y043,263,88,0
R00X101Y043,263,92,0
R00X102Y043,263,97,0
R00X103Y043,263,102,0
R00X104Y043,263,106,0
R00X105Y043,263,111,0
R00X106Y043,263,116,0
R00X107Y043,263,120,0
R00X108Y043,263,125,0
R00X109Y043,263,130,0
R00X110Y043,263,134,0
R00X111Y043,263,139,0
R00X112Y043,263,144,0
R00X113Y043,263,148,0
R00X114Y043,263,153,0
R00X115Y043,263,157,0
R00X116Y043,263,162,0
R00X117Y043,263,167,0
R00X118Y043,263,171,255
R00X119Y043,263,176,255
R00X120Y043,263,181,255
R00X121Y043,263,185,0
R00X122Y043,263,190,0
R00X123Y043,263,195,0
R00X124Y043,263,199,0
R00X125Y043,263,204,0
R00X126Y043,263,209,0
R00X127Y043,263,213,255
R00X128Y043,263,218,0
R00X129Y043,263,223,0
R00X130Y043,263,227,0
R00X131Y043,263,232,0
R00X132Y043,263,237,0
R00X133Y043,263,241,0
R00X134Y043,263,246,0
R00X135Y043,263,251,0
R00X136Y043,263,255,0
R00X137Y043,263,260,0
R00X138Y043,263,265,0
R00X139Y043,263,269,0
R00X140Y043,263,274,0
R00X141Y043,263,279,0
R00X142Y043,263,283,0
R00X143Y043,263,288,0
R00X144Y043,263,293,0
R00X145Y043,263,297,0
R00X146Y043,263,302,0
R00X147Y043,263,307,255
R00X148Y043,263,311,255
R00X149Y043,263,316,255
R00X150Y043,263,321,255
R00X151Y043,263,325,0
R00X152Y043,263,330,255
R00X153Y043,263,335,255
R00X154Y043,263,339,255
R00X155Y043,263,344,0
R00X156Y043,263,349,0
R00X157Y043,263,353,0
R00X158Y043,263,358,0
R00X159Y043,263,363,0
R00X160Y043,263,367,0
R00X161Y043,263,372,0
R00X162Y043,263,377,0
R00X163Y043,263,381,0
R00X164Y043,263,386,0
R00X165Y043,263,391,0
R00X166Y043,263,395,0
R00X167Y043,263,400,255
R00X168Y043,263,404,255
R00X169Y043,263,409,255
R00X170Y043,263,414,255
R00X171Y043,263,418,255
R00X172Y043,263,423,255
R00X173Y043,263,428,0
R00X174Y043,263,432,0
R00X175Y043,263,437,0
R00X176Y043,263,442,0
R00X177Y043,263,446,0
R00X178Y043,263,451,0
R00X179Y043,263,456,0
R00X180Y043,263,460,0
R00X181Y043,263,465,0
R00X182Y043,263,470,255
R00X183Y043,263,474,255
R00X184Y043,263,479,255
R00X185Y043,263,484,0
R00X186Y043,263,488,0
R00X187Y043,263,493,0
R00X188Y043,263,498,0
R00X189Y043,263,502,0
R00X190Y043,263,507,255
R00X191Y043,263,512,0
R00X192Y043,263,516,255
R00X193Y043,263,521,255
R00X194Y043,263,526,255
R00X195Y043,263,530,255
R00X196Y043,263,535,255
R00X197Y043,263,540,255
R00X198Y043,263,544,0
R00X199Y043,263,549,0
R00X200Y043,263,554,0
R00X201Y043,263,558,0
R00X202Y043,263,563,0
R00X203Y043,263,568,0
R00X204Y043,263,572,0
R00X205Y043,263,577,0
