,pixel_x,pixel_y,color
R00X182Y059,189,470,0
R00X183Y059,189,474,255
R00X184Y059,189,479,255
R00X185Y059,189,484,0
R00X186Y059,189,488,0
R00X187Y059,189,493,0
R00X188Y059,189,498,0
R00X189Y059,189,502,255
R00X190Y059,189,507,255
R00X191Y059,189,512,255
R00X192Y059,189,516,255
R00X193Y059,189,521,255
R00X194Y059,189,526,0
R00X195Y059,189,530,255
R00X196Y059,189,535,0
R00X197Y059,189,540,0
R00X198Y059,189,544,0
R00X199Y059,189,549,0
R00X200Y059,189,554,0
R00X201Y059,189,558,0
R00X202Y059,189,563,0
R00X203Y059,189,568,0
R00X204Y059,189,572,0
R00X205Y059,189,577,0
R00X206Y059,189,582,0
R00X207Y059,189,586,0
R00X208Y059,189,591,0
R00X209Y059,189,596,0
R00X210Y059,189,600,0
R00X211Y059,189,605,0
R00X212Y059,189,610,0
R00X213Y059,189,614,0
R00X214Y059,189,619,0
R00X215Y059,189,624,255
R00X216Y059,189,628,0
R00X217Y059,189,633,0
R00X218Y059,189,638,0
R00X219Y059,189,642,0
R00X220Y059,189,647,0
R00X221Y059,189,651,0
R00X222Y059,189,656,0
R00X223Y059,189,661,0
R00X224Y059,189,665,0
R00X225Y059,189,670,0
R00X226Y059,189,675,255
R00X227Y059,189,679,255
R00X228Y059,189,684,255
R00X229Y059,189,689,255
R00X230Y059,189,693,255
R00X231Y059,189,698,255
R00X232Y059,189,703,255
R00X233Y059,189,707,255
R00X234Y059,189,712,0
R00X235Y059,189,717,0
R00X236Y059,189,721,0
R00X237Y059,189,726,0
R00X238Y059,189,731,0
R00X239Y059,189,735,0
R00X240Y059,189,740,0
R00X241Y059,189,745,0
R00X242Y059,189,749,0
R00X243Y059,189,754,0
R00X244Y059,189,759,0
R00X245Y059,189,763,0
R00X246Y059,189,768,0
R00X247Y059,189,773,0
R00X248Y059,189,777,0
R00X249Y059,189,782,0
R00X250Y059,189,787,255
R00X251Y059,189,791,255
R00X252Y059,189,796,255
R00X253Y059,189,801,255
R00X254Y059,189,805,255
R00X255Y059,189,810,0
R00X256Y059,189,815,0
R00X257Y059,189,819,0
R00X258Y059,189,824,0
R00X259Y059,189,829,0
R00X260Y059,189,833,0
R00X261Y059,189,838,0
R00X262Y059,189,843,0
R00X263Y059,189,847,0
R00X264Y059,189,852,0
R00X265Y059,189,857,0
R00X266Y059,189,861,0
R00X267Y059,189,866,255
R00X268Y059,189,871,255
R00X269Y059,189,875,0
R00X270Y059,189,880,255
R00X271Y059,189,885,0
R00X272Y059,189,889,0
R00X273Y059,189,894,255
R00X274Y059,189,898,255
R00X275Y059,189,903,0
R00X276Y059,189,908,0
R00X277Y059,189,912,0
R00X278Y059,189,917,0
R00X279Y059,189,922,0
R00X280Y059,189,926,0
R00X281Y059,189,931,0
R00X282Y059,189,936,0
R00X283Y059,189,940,0
R00X284Y059,189,945,255
R00X285Y059,189,950,255
R00X286Y059,189,954,255
R00X287Y059,189,959,255
R00X288Y059,189,964,255
R00X289Y059,189,968,0
R00X290Y059,189,973,0
R00X291Y059,189,978,0
R00X292Y059,189,982,0
R00X293Y059,189,987,0
R00X294Y059,189,992,0
R00X295Y059,189,996,0
R00X296Y059,189,1001,0
R00X297Y059,189,1006,0
R00X298Y059,189,1010,0
R00X299Y059,189,1015,255
R00X300Y059,189,1020,255
R00X301Y059,189,1024,255
R00X302Y059,189,1029,0
R00X303Y059,189,1034,0
R00X304Y059,189,1038,0
R00X305Y059,189,1043,0
R00X306Y059,189,1048,0
R00X307Y059,189,1052,0
R00X308Y059,189,1057,0
R00X309Y059,189,1062,0
R00X076Y060,184,-23,255
R00X077Y060,184,-19,255
R00X078Y060,184,-14,255
R00X079Y060,184,-9,255
R00X080Y060,184,-5,255
R00X081Y060,184,0,255
R00X082Y060,184,4,255
R00X083Y060,184,8,255
R00X084Y060,184,13,255
R00X085Y060,184,18,255
R00X086Y060,184,22,255
R00X087Y060,184,27,0
R00X088Y060,184,32,0
R00X089Y060,184,36,0
R00X090Y060,184,41,0
R00X091Y060,184,46,0
R00X092Y060,184,50,0
R00X093Y060,184,55,0
R00X094Y060,184,60,0
R00X095Y060,184,64,0
R00X096Y060,184,69,0
R00X097Y060,184,74,0
R00X098Y060,184,78,0
R00X099Y060,184,83,0
R00X100Y060,184,88,0
R00X101Y060,184,92,0
R00X102Y060,184,97,0
R00X103Y060,184,102,0
R00X104Y060,184,106,0
R00X105Y060,184,111,0
R00X106Y060,184,116,0
R00X107Y060,184,120,0
R00X108Y060,184,125,0
R00X109Y060,184,130,0
R00X110Y060,184,134,0
R00X111Y060,184,139,0
R00X112Y060,184,144,0
R00X113Y060,184,148,0
R00X114Y060,184,153,0
R00X115Y060,184,157,0
R00X116Y060,184,162,255
R00X117Y060,184,167,0
R00X118Y060,184,171,0
R00X119Y060,184,176,0
R00X120Y060,184,181,0
R00X121Y060,184,185,0
R00X122Y060,184,190,0
R00X123Y060,184,195,0
R00X124Y060,184,199,0
R00X125Y060,184,204,0
R00X126Y060,184,209,0
R00X127Y060,184,213,0
R00X128Y060,184,218,0
R00X129Y060,184,223,0
R00X130Y060,184,227,0
R00X131Y060,184,232,0
R00X132Y060,184,237,255
R00X133Y060,184,241,255
R00X134Y060,184,246,255
R00X135Y060,184,251,255
R00X136Y060,184,255,255
R00X137Y060,184,260,255
R00X138Y060,184,265,0
R00X139Y060,184,269,0
R00X140Y060,184,274,0
R00X141Y060,184,279,0
R00X142Y060,184,283,0
R00X143Y060,184,288,0
R00X144Y060,184,293,0
R00X145Y060,184,297,0
R00X146Y060,184,302,0
R00X147Y060,184,307,0
R00X148Y060,184,311,0
R00X149Y060,184,316,0
R00X150Y060,184,321,0
R00X151Y060,184,325,255
R00X152Y060,184,330,255
R00X153Y060,184,335,255
R00X154Y060,184,339,255
R00X155Y060,184,344,255
R00X156Y060,184,349,255
R00X157Y060,184,353,255
R00X158Y060,184,358,255
R00X159Y060,184,363,0
R00X160Y060,184,367,0
R00X161Y060,184,372,0
R00X162Y060,184,377,0
R00X163Y060,184,381,0
R00X164Y060,184,386,0
R00X165Y060,184,391,0
R00X166Y060,184,395,0
R00X167Y060,184,400,255
R00X168Y060,184,404,255
R00X169Y060,184,409,0
R00X170Y060,184,414,0
R00X171Y060,184,418,0
R00X172Y060,184,423,0
R00X173Y060,184,428,0
R00X174Y060,184,432,0
R00X175Y060,184,437,0
R00X176Y060,184,442,0
R00X177Y060,184,446,0
R00X178Y060,184,451,0
R00X179Y060,184,456,0
R00X180Y060,184,460,0
R00X181Y060,184,465,0
R00X182Y060,184,470,255
R00X183Y060,184,474,255
R00X184Y060,184,479,0
R00X185Y060,184,484,0
R00X186Y060,184,488,0
R00X187Y060,184,493,0
R00X188Y060,184,498,0
R00X189Y060,184,502,0
R00X190Y060,184,507,255
R00X191Y060,184,512,0
R00X192Y060,184,516,0
R00X193Y060,184,521,0
R00X194Y060,184,526,0
R00X195Y060,184,530,255
R00X196Y060,184,535,0
R00X197Y060,184,540,0
R00X198Y060,184,544,0
R00X199Y060,184,549,0
R00X200Y060,184,554,0
R00X201Y060,184,558,0
R00X202Y060,184,563,0
R00X203Y060,184,568,0
R00X204Y060,184,572,0
R00X205Y060,184,577,0
R00X206Y060,184,582,0
R00X207Y060,184,586,0
R00X208Y060,184,591,0
R00X209Y060,184,596,0
R00X210Y060,184,600,0
R00X211Y060,184,605,0
R00X212Y060,184,610,0
R00X213Y060,184,614,0
R00X214Y060,184,619,0
R00X215Y060,184,624,255
R00X216Y060,184,628,0
R00X217Y060,184,633,0
R00X218Y060,184,638,0
R00X219Y060,184,642,0
R00X220Y060,184,647,0
R00X221Y060,184,651,255
R00X222Y060,184,656,0
R00X223Y060,184,661,0
R00X224Y060,184,665,0
R00X225Y060,184,670,0
R00X226Y060,184,675,255
R00X227Y060,184,679,255
R00X228Y060,184,684,255
R00X229Y060,184,689,255
R00X230Y060,184,693,255
R00X231Y060,184,698,255
R00X232Y060,184,703,255
R00X233Y060,184,707,255
R00X234Y060,184,712,0
R00X235Y060,184,717,0
R00X236Y060,184,721,0
R00X237Y060,184,726,0
R00X238Y060,184,731,0
R00X239Y060,184,735,0
R00X240Y060,184,740,0
R00X241Y060,184,745,0
R00X242Y060,184,749,0
R00X243Y060,184,754,0
R00X244Y060,184,759,0
R00X245Y060,184,763,0
R00X246Y060,184,768,0
R00X247Y060,184,773,0
R00X248Y060,184,777,0
R00X249Y060,184,782,0
R00X250Y060,184,787,255
R00X251Y060,184,791,255
R00X252Y060,184,796,255
R00X253Y060,184,801,255
R00X254Y060,184,805,255
R00X255Y060,184,810,0
R00X256Y060,184,815,0
R00X257Y060,184,819,0
R00X258Y060,184,824,0
R00X259Y060,184,829,0
R00X260Y060,184,833,0
R00X261Y060,184,838,0
R00X262Y060,184,843,0
R00X263Y060,184,847,0
R00X264Y060,184,852,0
R00X265Y060,184,857,0
R00X266Y060,184,861,0
R00X267Y060,184,866,0
R00X268Y060,184,871,255
R00X269Y060,184,875,0
R00X270Y060,184,880,0
R00X271Y060,184,885,0
R00X272Y060,184,889,0
R00X273Y060,184,894,0
R00X274Y060,184,898,0
R00X275Y060,184,903,255
R00X276Y060,184,908,0
R00X277Y060,184,912,0
R00X278Y060,184,917,0
R00X279Y060,184,922,0
R00X280Y060,184,926,255
R00X281Y060,184,931,0
R00X282Y060,184,936,0
R00X283Y060,184,940,255
R00X284Y060,184,945,255
R00X285Y060,184,950,255
R00X286Y060,184,954,255
R00X287Y060,184,959,255
R00X288Y060,184,964,0
R00X289Y060,184,968,0
R00X290Y060,184,973,255
R00X291Y060,184,978,0
R00X292Y060,184,982,0
R00X293Y060,184,987,0
R00X294Y060,184,992,255
R00X295Y060,184,996,0
R00X296Y060,184,1001,0
R00X297Y060,184,1006,0
R00X298Y060,184,1010,0
R00X299Y060,184,1015,255
R00X300Y060,184,1020,0
R00X301Y060,184,1024,0
R00X302Y060,184,1029,0
R00X303Y060,184,1034,0
R00X304Y060,184,1038,0
R00X305Y060,184,1043,0
R00X306Y060,184,1048,0
R00X307Y060,184,1052,0
R00X308Y060,184,1057,0
R00X309Y060,184,1062,0
R00X075Y061,180,-28,255
R00X076Y061,180,-23,255
R00X077Y061,180,-19,255
R00X078Y061,180,-14,255
R00X079Y061,180,-9,255
R00X080Y061,180,-5,255
R00X081Y061,180,0,255
R00X082Y061,180,4,255
R00X083Y061,180,8,255
R00X084Y061,180,13,255
R00X085Y061,180,18,255
R00X086Y061,180,22,255
R00X087Y061,180,27,0
R00X088Y061,180,32,0
R00X089Y061,180,36,0
R00X090Y061,180,41,0
R00X091Y061,180,46,0
R00X092Y061,180,50,0
R00X093Y061,180,55,0
R00X094Y061,180,60,0
R00X095Y061,180,64,0
R00X096Y061,180,69,0
R00X097Y061,180,74,0
R00X098Y061,180,78,0
R00X099Y061,180,83,0
R00X100Y061,180,88,0
R00X101Y061,180,92,0
R00X102Y061,180,97,0
R00X103Y061,180,102,0
R00X104Y061,180,106,0
R00X105Y061,180,111,255
R00X106Y061,180,116,0
R00X107Y061,180,120,255
R00X108Y061,180,125,0
R00X109Y061,180,130,0
R00X110Y061,180,134,0
R00X111Y061,180,139,0
R00X112Y061,180,144,0
R00X113Y061,180,148,0
R00X114Y061,180,153,0
R00X115Y061,180,157,0
R00X116Y061,180,162,0
R00X117Y061,180,167,0
R00X118Y061,180,171,0
R00X119Y061,180,176,0
R00X120Y061,180,181,0
R00X121Y061,180,185,0
R00X122Y061,180,190,0
R00X123Y061,180,195,0
R00X124Y061,180,199,0
R00X125Y061,180,204,0
R00X126Y061,180,209,0
R00X127Y061,180,213,0
R00X128Y061,180,218,0
R00X129Y061,180,223,0
R00X130Y061,180,227,255
R00X131Y061,180,232,0
R00X132Y061,180,237,255
R00X133Y061,180,241,0
R00X134Y061,180,246,255
R00X135Y061,180,251,255
R00X136Y061,180,255,255
R00X137Y061,180,260,0
R00X138Y061,180,265,0
R00X139Y061,180,269,0
R00X140Y061,180,274,0
R00X141Y061,180,279,0
R00X142Y061,180,283,0
R00X143Y061,180,288,0
R00X144Y061,180,293,0
R00X145Y061,180,297,0
R00X146Y061,180,302,0
R00X147Y061,180,307,0
R00X148Y061,180,311,0
R00X149Y061,180,316,0
R00X150Y061,180,321,0
R00X151Y061,180,325,0
R00X152Y061,180,330,255
R00X153Y061,180,335,255
R00X154Y061,180,339,255
R00X155Y061,180,344,255
R00X156Y061,180,349,255
R00X157Y061,180,353,255
R00X158Y061,180,358,255
R00X159Y061,180,363,0
R00X160Y061,180,367,0
R00X161Y061,180,372,0
R00X162Y061,180,377,0
R00X163Y061,180,381,0
R00X164Y061,180,386,0
R00X165Y061,180,391,255
R00X166Y061,180,395,255
R00X167Y061,180,400,255
R00X168Y061,180,404,255
R00X169Y061,180,409,255
R00X170Y061,180,414,0
R00X171Y061,180,418,0
R00X172Y061,180,423,0
R00X173Y061,180,428,0
R00X174Y061,180,432,0
R00X175Y061,180,437,0
R00X176Y061,180,442,0
R00X177Y061,180,446,0
R00X178Y061,180,451,0
R00X179Y061,180,456,0
R00X180Y061,180,460,0
R00X181Y061,180,465,0
R00X182Y061,180,470,0
R00X183Y061,180,474,255
R00X184Y061,180,479,0
R00X185Y061,180,484,0
R00X186Y061,180,488,0
R00X187Y061,180,493,0
R00X188Y061,180,498,0
R00X189Y061,180,502,255
R00X190Y061,180,507,255
R00X191Y061,180,512,0
R00X192Y061,180,516,0
R00X193Y061,180,521,0
R00X194Y061,180,526,0
R00X195Y061,180,530,0
R00X196Y061,180,535,0
R00X197Y061,180,540,0
R00X198Y061,180,544,0
R00X199Y061,180,549,255
R00X200Y061,180,554,0
R00X201Y061,180,558,0
R00X202Y061,180,563,0
R00X203Y061,180,568,0
R00X204Y061,180,572,255
R00X205Y061,180,577,0
R00X206Y061,180,582,255
R00X207Y061,180,586,0
R00X208Y061,180,591,0
R00X209Y061,180,596,0
R00X210Y061,180,600,0
R00X211Y061,180,605,0
R00X212Y061,180,610,0
R00X213Y061,180,614,0
R00X214Y061,180,619,0
R00X215Y061,180,624,255
R00X216Y061,180,628,0
R00X217Y061,180,633,0
R00X218Y061,180,638,0
R00X219Y061,180,642,255
R00X220Y061,180,647,0
R00X221Y061,180,651,0
R00X222Y061,180,656,0
R00X223Y061,180,661,0
R00X224Y061,180,665,0
R00X225Y061,180,670,255
R00X226Y061,180,675,0
R00X227Y061,180,679,0
R00X228Y061,180,684,255
R00X229Y061,180,689,255
R00X230Y061,180,693,255
R00X231Y061,180,698,255
R00X232Y061,180,703,255
R00X233Y061,180,707,255
R00X234Y061,180,712,0
R00X235Y061,180,717,0
R00X236Y061,180,721,0
R00X237Y061,180,726,0
R00X238Y061,180,731,0
R00X239Y061,180,735,0
R00X240Y061,180,740,0
R00X241Y061,180,745,0
R00X242Y061,180,749,0
R00X243Y061,180,754,0
R00X244Y061,180,759,0
R00X245Y061,180,763,0
R00X246Y061,180,768,0
R00X247Y061,180,773,0
R00X248Y061,180,777,255
R00X249Y061,180,782,255
R00X250Y061,180,787,255
R00X251Y061,180,791,0
R00X252Y061,180,796,255
R00X253Y061,180,801,255
R00X254Y061,180,805,255
R00X255Y061,180,810,0
R00X256Y061,180,815,0
R00X257Y061,180,819,0
R00X258Y061,180,824,0
R00X259Y061,180,829,0
R00X260Y061,180,833,0
R00X261Y061,180,838,0
R00X262Y061,180,843,0
R00X263Y061,180,847,0
R00X264Y061,180,852,255
R00X265Y061,180,857,0
R00X266Y061,180,861,0
R00X267Y061,180,866,255
R00X268Y061,180,871,0
R00X269Y061,180,875,0
R00X270Y061,180,880,0
R00X271Y061,180,885,0
R00X272Y061,180,889,0
R00X273Y061,180,894,0
R00X274Y061,180,898,0
R00X275Y061,180,903,0
R00X276Y061,180,908,0
R00X277Y061,180,912,0
R00X278Y061,180,917,0
R00X279Y061,180,922,0
R00X280Y061,180,926,255
R00X281Y061,180,931,0
R00X282Y061,180,936,0
R00X283Y061,180,940,255
R00X284Y061,180,945,255
R00X285Y061,180,950,255
R00X286Y061,180,954,255
R00X287Y061,180,959,255
R00X288Y061,180,964,0
R00X289Y061,180,968,0
R00X290Y061,180,973,255
R00X291Y061,180,978,0
R00X292Y061,180,982,0
R00X293Y061,180,987,0
R00X294Y061,180,992,255
R00X295Y061,180,996,0
R00X296Y061,180,1001,0
R00X297Y061,180,1006,0
R00X298Y061,180,1010,255
R00X299Y061,180,1015,255
R00X300Y061,180,1020,0
R00X301Y061,180,1024,0
R00X302Y061,180,1029,0
R00X303Y061,180,1034,0
R00X304Y061,180,1038,0
R00X305Y061,180,1043,0
R00X306Y061,180,1048,0
R00X307Y061,180,1052,0
R00X308Y061,180,1057,0
R00X309Y061,180,1062,0
R00X074Y062,175,-33,255
R00X075Y062,175,-28,255
R00X076Y062,175,-23,255
R00X077Y062,175,-19,255
R00X078Y062,175,-14,255
R00X079Y062,175,-9,255
R00X080Y062,175,-5,255
R00X081Y062,175,0,255
R00X082Y062,175,4,255
R00X083Y062,175,8,255
R00X084Y062,175,13,255
R00X085Y062,175,18,255
R00X086Y062,175,22,255
R00X087Y062,175,27,0
R00X088Y062,175,32,0
R00X089Y062,175,36,0
R00X090Y062,175,41,0
R00X091Y062,175,46,0
R00X092Y062,175,50,0
R00X093Y062,175,55,0
R00X094Y062,175,60,0
R00X095Y062,175,64,0
R00X096Y062,175,69,0
R00X097Y062,175,74,0
R00X098Y062,175,78,0
R00X099Y062,175,83,0
R00X100Y062,175,88,0
R00X101Y062,175,92,0
R00X102Y062,175,97,0
R00X103Y062,175,102,0
R00X104Y062,175,106,0
R00X105Y062,175,111,255
R00X106Y062,175,116,255
R00X107Y062,175,120,255
R00X108Y062,175,125,0
R00X109Y062,175,130,0
R00X110Y062,175,134,0
R00X111Y062,175,139,0
R00X112Y062,175,144,0
R00X113Y062,175,148,0
R00X114Y062,175,153,0
R00X115Y062,175,157,0
R00X116Y062,175,162,0
R00X117Y062,175,167,0
R00X118Y062,175,171,0
R00X119Y062,175,176,0
R00X120Y062,175,181,0
R00X121Y062,175,185,0
R00X122Y062,175,190,0
R00X123Y062,175,195,0
R00X124Y062,175,199,0
R00X125Y062,175,204,0
R00X126Y062,175,209,0
R00X127Y062,175,213,0
R00X128Y062,175,218,0
R00X129Y062,175,223,0
R00X130Y062,175,227,255
R00X131Y062,175,232,255
R00X132Y062,175,237,0
R00X133Y062,175,241,0
R00X134Y062,175,246,255
R00X135Y062,175,251,255
R00X136Y062,175,255,255
R00X137Y062,175,260,0
R00X138Y062,175,265,0
R00X139Y062,175,269,0
R00X140Y062,175,274,0
R00X141Y062,175,279,0
R00X142Y062,175,283,0
R00X143Y062,175,288,0
R00X144Y062,175,293,0
R00X145Y062,175,297,0
R00X146Y062,175,302,0
R00X147Y062,175,307,0
R00X148Y062,175,311,0
R00X149Y062,175,316,0
R00X150Y062,175,321,0
R00X151Y062,175,325,255
R00X152Y062,175,330,255
R00X153Y062,175,335,255
R00X154Y062,175,339,255
R00X155Y062,175,344,255
R00X156Y062,175,349,255
R00X157Y062,175,353,255
R00X158Y062,175,358,0
R00X159Y062,175,363,0
R00X160Y062,175,367,0
R00X161Y062,175,372,0
R00X162Y062,175,377,0
R00X163Y062,175,381,0
R00X164Y062,175,386,0
R00X165Y062,175,391,255
R00X166Y062,175,395,255
R00X167Y062,175,400,255
R00X168Y062,175,404,255
R00X169Y062,175,409,0
R00X170Y062,175,414,0
R00X171Y062,175,418,0
R00X172Y062,175,423,0
R00X173Y062,175,428,0
R00X174Y062,175,432,0
R00X175Y062,175,437,0
R00X176Y062,175,442,0
R00X177Y062,175,446,0
R00X178Y062,175,451,0
R00X179Y062,175,456,0
R00X180Y062,175,460,255
R00X181Y062,175,465,0
R00X182Y062,175,470,0
R00X183Y062,175,474,255
R00X184Y062,175,479,0
R00X185Y062,175,484,0
R00X186Y062,175,488,0
R00X187Y062,175,493,0
R00X188Y062,175,498,0
R00X189Y062,175,502,255
R00X190Y062,175,507,255
R00X191Y062,175,512,255
R00X192Y062,175,516,255
R00X193Y062,175,521,255
R00X194Y062,175,526,0
R00X195Y062,175,530,0
R00X196Y062,175,535,0
R00X197Y062,175,540,0
R00X198Y062,175,544,0
R00X199Y062,175,549,0
R00X200Y062,175,554,0
R00X201Y062,175,558,0
R00X202Y062,175,563,0
R00X203Y062,175,568,0
R00X204Y062,175,572,255
R00X205Y062,175,577,255
R00X206Y062,175,582,255
R00X207Y062,175,586,0
R00X208Y062,175,591,0
R00X209Y062,175,596,0
R00X210Y062,175,600,0
R00X211Y062,175,605,0
R00X212Y062,175,610,0
R00X213Y062,175,614,0
R00X214Y062,175,619,255
R00X215Y062,175,624,255
R00X216Y062,175,628,0
R00X217Y062,175,633,0
R00X218Y062,175,638,255
R00X219Y062,175,642,0
R00X220Y062,175,647,0
R00X221Y062,175,651,0
R00X222Y062,175,656,0
R00X223Y062,175,661,0
R00X224Y062,175,665,0
R00X225Y062,175,670,255
R00X226Y062,175,675,0
R00X227Y062,175,679,0
R00X228Y062,175,684,255
R00X229Y062,175,689,255
R00X230Y062,175,693,255
R00X231Y062,175,698,255
R00X232Y062,175,703,255
R00X233Y062,175,707,0
R00X234Y062,175,712,0
R00X235Y062,175,717,0
R00X236Y062,175,721,0
R00X237Y062,175,726,0
R00X238Y062,175,731,0
R00X239Y062,175,735,0
R00X240Y062,175,740,0
R00X241Y062,175,745,0
R00X242Y062,175,749,0
R00X243Y062,175,754,0
R00X244Y062,175,759,0
R00X245Y062,175,763,0
R00X246Y062,175,768,0
R00X247Y062,175,773,0
R00X248Y062,175,777,255
R00X249Y062,175,782,255
R00X250Y062,175,787,255
R00X251Y062,175,791,0
R00X252Y062,175,796,255
R00X253Y062,175,801,0
R00X254Y062,175,805,0
R00X255Y062,175,810,0
R00X256Y062,175,815,0
R00X257Y062,175,819,0
R00X258Y062,175,824,0
R00X259Y062,175,829,0
R00X260Y062,175,833,0
R00X261Y062,175,838,0
R00X262Y062,175,843,0
R00X263Y062,175,847,0
R00X264Y062,175,852,255
R00X265Y062,175,857,255
R00X266Y062,175,861,0
R00X267Y062,175,866,255
R00X268Y062,175,871,0
R00X269Y062,175,875,255
R00X270Y062,175,880,0
R00X271Y062,175,885,0
R00X272Y062,175,889,0
R00X273Y062,175,894,0
R00X274Y062,175,898,0
R00X275Y062,175,903,0
R00X276Y062,175,908,0
R00X277Y062,175,912,0
R00X278Y062,175,917,255
R00X279Y062,175,922,0
R00X280Y062,175,926,255
R00X281Y062,175,931,0
R00X282Y062,175,936,255
R00X283Y062,175,940,255
R00X284Y062,175,945,0
R00X285Y062,175,950,0
R00X286Y062,175,954,255
R00X287Y062,175,959,255
R00X288Y062,175,964,0
R00X289Y062,175,968,0
R00X290Y062,175,973,0
R00X291Y062,175,978,0
R00X292Y062,175,982,0
R00X293Y062,175,987,0
R00X294Y062,175,992,0
R00X295Y062,175,996,0
R00X296Y062,175,1001,0
R00X297Y062,175,1006,0
R00X298Y062,175,1010,0
R00X299Y062,175,1015,0
R00X300Y062,175,1020,0
R00X301Y062,175,1024,255
R00X302Y062,175,1029,0
R00X303Y062,175,1034,0
R00X304Y062,175,1038,0
R00X305Y062,175,1043,0
R00X306Y062,175,1048,0
R00X307Y062,175,1052,0
R00X308Y062,175,1057,0
R00X309Y062,175,1062,0
R00X074Y063,170,-33,255
R00X075Y063,170,-28,255
R00X076Y063,170,-23,255
R00X077Y063,170,-19,255
R00X078Y063,170,-14,255
R00X079Y063,170,-9,255
R00X080Y063,170,-5,255
R00X081Y063,170,0,255
R00X082Y063,170,4,255
R00X083Y063,170,8,255
R00X084Y063,170,13,255
R00X085Y063,170,18,255
R00X086Y063,170,22,255
R00X087Y063,170,27,0
R00X088Y063,170,32,0
R00X089Y063,170,36,0
R00X090Y063,170,41,0
R00X091Y063,170,46,0
R00X092Y063,170,50,0
R00X093Y063,170,55,0
R00X094Y063,170,60,0
R00X095Y063,170,64,0
R00X096Y063,170,69,0
R00X097Y063,170,74,0
R00X098Y063,170,78,0
R00X099Y063,170,83,0
R00X100Y063,170,88,0
R00X101Y063,170,92,0
R00X102Y063,170,97,255
R00X103Y063,170,102,0
R00X104Y063,170,106,0
R00X105Y063,170,111,255
R00X106Y063,170,116,0
R00X107Y063,170,120,0
R00X108Y063,170,125,0
R00X109Y063,170,130,0
R00X110Y063,170,134,0
R00X111Y063,170,139,0
R00X112Y063,170,144,0
R00X113Y063,170,148,0
R00X114Y063,170,153,0
R00X115Y063,170,157,0
R00X116Y063,170,162,0
R00X117Y063,170,167,0
R00X118Y063,170,171,255
R00X119Y063,170,176,0
R00X120Y063,170,181,0
R00X121Y063,170,185,0
R00X122Y063,170,190,0
R00X123Y063,170,195,0
R00X124Y063,170,199,255
R00X125Y063,170,204,0
R00X126Y063,170,209,0
R00X127Y063,170,213,0
R00X128Y063,170,218,0
R00X129Y063,170,223,255
R00X130Y063,170,227,255
R00X131Y063,170,232,255
R00X132Y063,170,237,255
R00X133Y063,170,241,255
R00X134Y063,170,246,255
R00X135Y063,170,251,255
R00X136Y063,170,255,255
R00X137Y063,170,260,255
R00X138Y063,170,265,0
R00X139Y063,170,269,0
R00X140Y063,170,274,0
R00X141Y063,170,279,0
R00X142Y063,170,283,0
R00X143Y063,170,288,0
R00X144Y063,170,293,0
R00X145Y063,170,297,0
R00X146Y063,170,302,0
R00X147Y063,170,307,0
R00X148Y063,170,311,0
R00X149Y063,170,316,0
R00X150Y063,170,321,0
R00X151Y063,170,325,0
R00X152Y063,170,330,0
R00X153Y063,170,335,0
R00X154Y063,170,339,255
R00X155Y063,170,344,255
R00X156Y063,170,349,255
R00X157Y063,170,353,255
R00X158Y063,170,358,255
R00X159Y063,170,363,0
R00X160Y063,170,367,0
R00X161Y063,170,372,0
R00X162Y063,170,377,0
R00X163Y063,170,381,0
R00X164Y063,170,386,255
R00X165Y063,170,391,255
R00X166Y063,170,395,255
R00X167Y063,170,400,255
R00X168Y063,170,404,255
R00X169Y063,170,409,0
R00X170Y063,170,414,0
R00X171Y063,170,418,0
R00X172Y063,170,423,0
R00X173Y063,170,428,0
R00X174Y063,170,432,0
R00X175Y063,170,437,0
R00X176Y063,170,442,0
R00X177Y063,170,446,0
R00X178Y063,170,451,0
R00X179Y063,170,456,0
R00X180Y063,170,460,0
R00X181Y063,170,465,0
R00X182Y063,170,470,0
R00X183Y063,170,474,0
R00X184Y063,170,479,0
R00X185Y063,170,484,0
R00X186Y063,170,488,0
R00X187Y063,170,493,0
R00X188Y063,170,498,0
R00X189Y063,170,502,255
R00X190Y063,170,507,255
R00X191Y063,170,512,255
R00X192Y063,170,516,255
R00X193Y063,170,521,0
R00X194Y063,170,526,0
R00X195Y063,170,530,0
R00X196Y063,170,535,0
R00X197Y063,170,540,0
R00X198Y063,170,544,0
R00X199Y063,170,549,0
R00X200Y063,170,554,0
R00X201Y063,170,558,0
R00X202Y063,170,563,0
R00X203Y063,170,568,255
R00X204Y063,170,572,255
R00X205Y063,170,577,255
R00X206Y063,170,582,0
R00X207Y063,170,586,0
R00X208Y063,170,591,0
R00X209Y063,170,596,0
R00X210Y063,170,600,0
R00X211Y063,170,605,255
R00X212Y063,170,610,255
R00X213Y063,170,614,255
R00X214Y063,170,619,255
R00X215Y063,170,624,255
R00X216Y063,170,628,0
R00X217Y063,170,633,0
R00X218Y063,170,638,0
R00X219Y063,170,642,0
R00X220Y063,170,647,0
R00X221Y063,170,651,0
R00X222Y063,170,656,0
R00X223Y063,170,661,0
R00X224Y063,170,665,255
R00X225Y063,170,670,0
R00X226Y063,170,675,0
R00X227Y063,170,679,255
R00X228Y063,170,684,255
R00X229Y063,170,689,255
R00X230Y063,170,693,255
R00X231Y063,170,698,255
R00X232Y063,170,703,255
R00X233Y063,170,707,0
