,Coef,Intercept,Score
"1284.62, 1334.84",[[0.39420305]],[0.01243552],0.7666915372880148
"1284.62, 1348.81",[[0.28658031]],[0.0181031],0.8866453890426225
"1284.87, 1296.84",[[0.76372105]],[0.01464524],0.6754119033231136
"1285.62, 1293.87",[[0.34567779]],[0.01676473],0.6027433784337624
"1285.62, 1303.87",[[0.41739992]],[0.01926653],0.6597670983070338
"1285.62, 1334.84",[[0.44418873]],[0.00760158],0.7135052050047891
"1285.62, 1338.74",[[0.10450005]],[0.01823152],0.7846515620892214
"1286.62, 1290.87",[[0.75175965]],[0.00710804],0.8071313524502604
"1286.62, 1291.87",[[0.68944935]],[0.00894425],0.7374860237215402
"1286.62, 1294.87",[[0.59802637]],[0.01311858],0.7885273181895065
"1286.62, 1300.87",[[0.4266916]],[0.02120571],0.6229172798724688
"1286.62, 1303.87",[[0.75254925]],[0.00592713],0.6193818046619881
"1286.62, 1348.81",[[0.30036367]],[0.01982178],0.6363879001345525
"1286.87, 1298.85",[[1.04813564]],[0.01616168],0.6323503838409519
"1286.87, 1334.62",[[0.45071666]],[0.0179161],0.605248101799287
"1287.62, 1290.87",[[0.68162865]],[0.00535311],0.7651209995906665
"1287.62, 1303.87",[[0.8470429]],[-0.00529113],0.6484979100605162
"1287.62, 1308.87",[[0.35923619]],[0.0091271],0.8726545046361612
"1287.62, 1317.87",[[0.52375227]],[0.01324312],0.737949137768725
"1287.62, 1321.83",[[0.30582184]],[0.01631309],0.775221953053384
"1287.62, 1335.83",[[0.65077583]],[-0.00414067],0.8588019372366092
"1287.87, 1312.62",[[0.7739173]],[0.01912827],0.6922614106475944
"1287.97, 1314.01",[[0.62378311]],[0.00388609],0.7435845305924688
"1287.97, 1338.01",[[0.55004639]],[0.00624269],0.7776622675039296
"1288.62, 1290.87",[[0.78884134]],[0.00852598],0.9231314746858128
"1288.62, 1291.87",[[0.72112897]],[0.01004614],0.7870946899700156
"1288.62, 1294.87",[[0.39283423]],[0.02305255],0.7448580880992353
"1288.62, 1306.87",[[0.33522135]],[0.01814736],0.6095993694904664
"1288.62, 1308.87",[[0.3893268]],[0.00905333],0.7762285515167318
"1288.62, 1325.87",[[0.27374811]],[0.03852587],0.6187515935792217
"1288.62, 1334.84",[[0.47009409]],[0.00996536],0.7580314008583386
"1288.62, 1335.83",[[0.57389996]],[0.00524272],0.6524923790453134
"1288.62, 1348.81",[[0.24477721]],[0.02553229],0.7532201793249695
"1288.87, 1314.62",[[0.95869415]],[0.02267166],0.7025628018019676
"1289.1, 1295.04",[[0.20018081]],[0.00057036],0.7085419120968991
"1289.1, 1311.97",[[0.82534087]],[0.00466589],0.8077051708356071
"1289.1, 1312.98",[[0.96363267]],[0.00636723],0.8024700712893658
"1289.1, 1314.01",[[0.57291611]],[0.0008876],0.6323390911700759
"1289.1, 1314.99",[[0.17751322]],[0.0011078],0.6364716743180727
"1289.1, 1335.98",[[0.75800815]],[0.00664786],0.8186890293119816
"1289.1, 1336.98",[[0.83780765]],[0.00882454],0.8297725885746807
"1289.1, 1338.01",[[0.53645179]],[-7.37848846e-05],0.7830820660656074
"1289.62, 1293.87",[[0.44601063]],[0.01134602],0.6075778564328269
"1289.62, 1314.87",[[0.23681258]],[0.01964512],0.7110988258573381
"1289.62, 1334.84",[[0.44569836]],[0.00418417],0.7501016322446571
"1289.62, 1345.75",[[0.18206507]],[0.01762486],0.6339017580334652
"1289.62, 1348.81",[[0.24852137]],[0.02124796],0.6075095939477463
"1289.87, 1319.62",[[0.32609289]],[0.02006991],0.6698375340128406
"1289.87, 1326.62",[[0.47576099]],[0.0036071],0.698223021338015
"1289.87, 1334.84",[[0.49411239]],[0.01063053],0.7085468224634506
"1289.98, 1295.04",[[0.29927086]],[0.00438587],0.6010476915587475
"1289.98, 1311.97",[[1.35166053]],[0.01571588],0.768807085525575
"1289.98, 1314.01",[[1.03286878]],[0.0049033],0.6755084612371566
"1289.98, 1338.01",[[0.87420501]],[0.0098058],0.8011961499504661
"1290.62, 1294.87",[[0.53935976]],[0.01539085],0.6951723694912049
"1290.62, 1321.83",[[0.3347422]],[0.01739089],0.6558690098970303
"1290.62, 1334.84",[[0.40007351]],[0.01742063],0.7028204896634936
"1290.87, 1294.62",[[0.51810406]],[0.02538676],0.6988868352731169
"1290.87, 1295.62",[[0.70350431]],[0.01843356],0.6560289067776814
"1290.87, 1296.62",[[0.88110163]],[0.02601665],0.8163537324769136
"1290.87, 1300.62",[[0.542797]],[0.02718389],0.7900587984737817
"1290.87, 1313.62",[[0.41569118]],[0.02692661],0.668724387452396
"1290.87, 1333.62",[[0.28196562]],[0.02338964],0.6878170012939784
"1290.87, 1344.62",[[0.21759917]],[0.02787513],0.6600571635825478
"1291.01, 1311.97",[[2.37011611]],[0.0470677],0.6143078000518025
"1291.62, 1294.87",[[0.68385071]],[0.00887064],0.6765884395922677
"1291.62, 1297.87",[[0.49730528]],[0.02045824],0.6563356942245622
"1291.62, 1299.87",[[0.36920013]],[0.03495321],0.6323042866661566
"1291.62, 1300.87",[[0.3235379]],[0.02213772],0.6286535562487046
"1291.62, 1301.87",[[0.50753086]],[0.01181815],0.6590318506013307
"1291.62, 1303.87",[[0.71319827]],[0.00626213],0.6201134611607176
"1291.62, 1334.84",[[0.5536775]],[0.00736391],0.827790892934658
"1291.62, 1348.81",[[0.35916081]],[0.01928497],0.7706441573679215
"1291.87, 1298.62",[[0.47221194]],[0.02761453],0.6998769868343225
"1291.87, 1299.62",[[0.66964833]],[0.03676736],0.7203043829062055
"1291.87, 1307.62",[[0.70039204]],[0.01330684],0.7729569354929776
"1291.87, 1321.83",[[0.36018969]],[0.01770026],0.6257778869090818
"1291.87, 1324.62",[[0.33289758]],[0.0251451],0.7333998398196726
"1291.87, 1326.62",[[0.4294059]],[0.00781182],0.8179784650690916
"1291.87, 1339.62",[[0.33578444]],[0.01188676],0.6652199805144945
"1292.62, 1294.87",[[0.74624163]],[0.00449573],0.6439785158576322
"1292.62, 1299.87",[[0.41699732]],[0.02802272],0.6106986316794438
"1292.62, 1303.87",[[0.68614988]],[0.01108307],0.7043419244966977
"1292.62, 1308.87",[[0.45461054]],[0.0055866],0.7791492961432017
"1292.62, 1315.87",[[0.50424357]],[0.01290936],0.748383670134166
"1292.62, 1316.87",[[0.41485008]],[0.0117316],0.6553634183242898
"1292.62, 1319.8",[[0.58951757]],[0.00733934],0.7610115213747565
"1292.62, 1334.84",[[0.58044993]],[0.00498374],0.6734023401532029
"1292.62, 1341.87",[[0.22434604]],[0.02236889],0.691210923964225
"1292.62, 1345.75",[[0.29409745]],[0.01473811],0.6367188751672195
"1292.62, 1348.81",[[0.33374651]],[0.01844365],0.6152656340603679
"1292.87, 1296.62",[[0.82095635]],[0.02618905],0.6210493035779632
"1292.87, 1297.62",[[1.08811647]],[0.01692391],0.6060794944723247
"1292.87, 1313.62",[[0.57873017]],[0.02126301],0.6279215891543596
"1292.87, 1321.83",[[0.3974138]],[0.0146667],0.6829719428370715
"1292.87, 1333.62",[[0.54473306]],[0.01496912],0.7675483384411264
"1292.87, 1348.81",[[0.42503584]],[0.01617302],0.6060171487893729
"1293.62, 1300.87",[[0.33778886]],[0.01998989],0.6994098592119946
"1293.62, 1303.87",[[0.6898393]],[0.0079946],0.610178532015764
"1293.62, 1325.87",[[0.54253264]],[0.01990964],0.7140812262815347
"1293.62, 1334.84",[[0.47620811]],[0.00978934],0.7604359670464003
"1293.62, 1335.83",[[0.6969652]],[0.00178719],0.7641622235982509
"1293.62, 1338.74",[[0.15436876]],[0.01614947],0.7546694864596624
"1293.87, 1307.62",[[0.75851992]],[0.01797794],0.6812786735635243
"1293.87, 1310.62",[[0.77709722]],[0.01199506],0.707121401172973
"1293.87, 1326.62",[[0.53379474]],[0.00477106],0.8935264891832633
"1294.62, 1308.87",[[0.27857641]],[0.01621261],0.6272634308414937
"1294.62, 1327.87",[[0.39822965]],[0.01764396],0.6373444659890104
"1294.62, 1332.87",[[0.28432991]],[0.01429875],0.6577185678604851
"1294.62, 1340.76",[[0.24135028]],[0.01602706],0.604193358052167
"1294.87, 1312.62",[[0.67061115]],[0.01038061],0.7487026990189523
"1294.87, 1331.62",[[0.4790089]],[0.01294794],0.6983853906447848
"1294.87, 1335.62",[[0.40044404]],[0.01844935],0.845353339310389
"1295.62, 1306.87",[[0.36953413]],[0.01363003],0.6335862929219145
"1295.62, 1308.87",[[0.30438523]],[0.0131138],0.6471970255001971
"1295.62, 1334.84",[[0.36822269]],[0.01630357],0.9080054541652836
"1295.62, 1335.83",[[0.43408553]],[0.01293147],0.8478657057653513
"1295.62, 1348.81",[[0.22955575]],[0.02175436],0.6998631063483214
"1295.81, 1309.87",[[0.84937865]],[0.0054019],0.6197397226256778
"1295.81, 1326.62",[[0.46951629]],[0.01035312],0.7393544069308359
"1296.62, 1303.87",[[0.57298684]],[0.00902624],0.6404071202506947
"1296.62, 1308.87",[[0.30220458]],[0.01056197],0.6824975831974107
"1296.62, 1321.83",[[0.21431515]],[0.01863974],0.6481160709321593
"1296.62, 1327.87",[[0.40357312]],[0.00887649],0.7174625853178003
"1296.62, 1334.84",[[0.39842966]],[0.00183364],0.6722700764374319
"1296.62, 1337.77",[[0.30147827]],[0.01063676],0.605099800536692
"1296.62, 1348.81",[[0.20829833]],[0.02077657],0.6179121102287042
"1296.84, 1299.87",[[0.8847113]],[0.01333637],0.6963361650587665
"1297.62, 1309.87",[[0.46968706]],[0.00939402],0.6330469643745092
"1297.62, 1315.87",[[0.38162656]],[0.01465109],0.7116561447937169
"1297.87, 1312.86",[[0.55454763]],[0.0137662],0.7397177045476251
"1298.62, 1308.87",[[0.24002381]],[0.01310175],0.6526051963269823
"1298.85, 1310.62",[[0.34305799]],[0.02595483],0.6154084358870964
"1298.85, 1310.87",[[0.58357397]],[0.01665387],0.6611454804527479
"1298.85, 1311.87",[[0.24508886]],[0.02241928],0.6961371444652016
"1298.85, 1313.87",[[0.49651191]],[0.01566589],0.6287381080975708
"1298.85, 1341.87",[[0.20358219]],[0.01895803],0.6799104555002495
"1299.02, 1347.06",[[0.05439785]],[-0.00206482],0.7445817660018752
"1299.07, 1324.02",[[3.41892902]],[0.09448437],0.6818798669488964
"1299.07, 1347.02",[[11.79054572]],[0.36819188],0.6217513609901402
"1299.62, 1303.87",[[0.40645729]],[0.01539435],0.6674924617804285
"1299.62, 1308.87",[[0.21374177]],[0.01605739],0.7639502637202524
"1299.62, 1348.81",[[0.27851872]],[0.01413675],0.6175775512578442
"1300.62, 1323.83",[[0.54375438]],[0.0140592],0.7093307924510286
"1300.62, 1335.83",[[0.44318859]],[0.01613668],0.6127596717293375
"1300.87, 1312.86",[[0.71026779]],[0.01701075],0.6521895071408853
"1301.87, 1304.62",[[1.38539635]],[-0.00041352],0.6870321072120805
"1301.87, 1308.62",[[0.72598344]],[0.02603796],0.6023653591013183
"1302.62, 1309.87",[[0.43148891]],[0.00653699],0.6140790844785667
"1302.62, 1315.87",[[0.26661411]],[0.01788681],0.6389772388427979
"1303.87, 1312.86",[[0.30404887]],[0.02554739],0.6208831391879798
"1303.87, 1326.62",[[0.34521408]],[0.01066649],0.7138921125688719
"1303.87, 1330.62",[[0.19645127]],[0.02351624],0.7231312770972131
"1303.87, 1347.82",[[0.11515919]],[0.02779582],0.6563592684384312
"1304.62, 1308.87",[[0.33359352]],[0.01300414],0.692129089561031
"1304.62, 1334.84",[[0.27640295]],[0.01954075],0.73845020697998
"1304.87, 1314.62",[[0.6146954]],[0.02698096],0.661948932651521
"1305.62, 1323.83",[[0.3106215]],[0.02582782],0.6891443512198889
"1305.87, 1311.62",[[0.45696698]],[0.02253359],0.6672332046202498
"1305.87, 1322.62",[[0.41577357]],[0.02333256],0.7517748160512248
"1306.62, 1337.77",[[0.52097083]],[0.00819939],0.7121132465276294
"1307.62, 1332.87",[[0.36078585]],[0.01652294],0.6740643474236725
"1307.62, 1334.84",[[0.41217247]],[0.01668472],0.6312337303158799
"1307.62, 1336.81",[[0.42266796]],[0.00745528],0.6498312924030205
"1308.62, 1317.87",[[0.51904619]],[0.01507893],0.8149404241760279
"1308.62, 1335.83",[[0.77219144]],[-0.00574144],0.8878570391778445
"1308.62, 1351.85",[[0.19140599]],[0.02403362],0.6024100116655662
"1308.87, 1311.62",[[1.28015652]],[0.00960988],0.7765600867083698
"1308.87, 1319.8",[[1.03771005]],[0.00960061],0.6051837113947021
"1308.87, 1331.62",[[0.84624426]],[0.01288369],0.7356572195945527
"1309.87, 1320.83",[[0.38287916]],[0.02702918],0.6369966150717481
"1310.87, 1323.62",[[0.49914754]],[0.02159003],0.6017847370332092
"1311.62, 1319.8",[[0.52042526]],[0.01626641],0.6135251854020416
"1311.62, 1334.84",[[0.65283985]],[0.00641029],0.7868663480368966
"1311.97, 1314.01",[[0.5964506]],[0.00387768],0.8051154544830657
"1311.97, 1314.99",[[0.18635497]],[0.0029963],0.6802904064986812
"1311.97, 1338.01",[[0.59883001]],[0.00084881],0.8400440032060443
"1312.62, 1319.8",[[0.68533541]],[0.01284431],0.6816481038079107
"1312.98, 1338.01",[[0.47145011]],[0.00404986],0.8567708074725306
"1313.62, 1319.8",[[0.54647871]],[0.01125297],0.8068172512243255
"1313.62, 1334.84",[[0.5503748]],[0.00545605],0.6968980185601281
"1313.87, 1318.85",[[0.61980219]],[0.03938024],0.6622719067132421
"1313.87, 1319.8",[[0.40000619]],[0.02758135],0.7029137257840032
"1313.87, 1331.62",[[0.47016524]],[0.01646637],0.699394423500739
"1314.01, 1335.98",[[1.06169988]],[0.01825089],0.6090974420696584
"1314.01, 1336.98",[[1.2891887]],[0.01708334],0.8410134445469328
"1314.01, 1359.97",[[0.54310702]],[0.00933963],0.7057654293876054
"1314.19, 1316.24",[[5.65047619]],[0.14648161],0.6746071533533771
"1314.19, 1326.32",[[5.96415713]],[0.14593739],0.7584974745931828
"1314.27, 1317.26",[[2.09702063]],[0.01521099],0.6097878185697312
"1314.27, 1322.3",[[3.17596281]],[0.04720463],0.6358637034372256
"1314.27, 1323.3",[[3.14046316]],[0.03512416],0.6372611556718992
"1314.27, 1326.32",[[6.30800639]],[0.12191898],0.662629225747577
"1314.62, 1319.8",[[0.45894088]],[0.02092132],0.6674401499085412
"1314.62, 1326.87",[[0.32713561]],[0.02477637],0.6566803398183936
"1314.87, 1323.62",[[0.8734202]],[0.01318941],0.8361455537243618
"1314.87, 1331.62",[[0.60284468]],[0.01335072],0.7444766996438085
"1314.99, 1335.98",[[2.24686316]],[0.04613681],0.694979184027173
"1314.99, 1336.98",[[2.73555486]],[0.04985539],0.6770486325039855
"1315.19, 1322.3",[[2.99824875]],[0.06775197],0.6448274932703065
"1315.62, 1348.81",[[0.24633733]],[0.01899857],0.8228645123074301
"1315.87, 1319.8",[[0.71047673]],[0.01490262],0.6193547234241923
"1316.24, 1322.3",[[0.50050626]],[-0.00639657],0.698692713266266
"1316.24, 1323.3",[[0.44347942]],[-0.00462872],0.6869329443346532
"1316.24, 1326.32",[[0.98082316]],[0.01969475],0.8950530341302683
"1316.24, 1327.32",[[0.26752725]],[-0.00279821],0.7465198265826769
"1316.87, 1319.62",[[0.42012082]],[0.02036849],0.6225270143756092
"1317.26, 1326.32",[[2.55183675]],[0.11648903],0.6904561329361669
"1317.26, 1327.32",[[0.75083948]],[0.02063936],0.6056646652674346
"1318.62, 1334.84",[[0.62496594]],[0.00792286],0.9290681797394122
"1318.85, 1322.62",[[0.32118529]],[0.02726433],0.627428923863517
"1320.29, 1324.37",[[0.42476994]],[0.02172951],0.6011582914108007
"1320.62, 1337.44",[[0.32431098]],[-0.00318108],0.6580351866198636
"1321.62, 1334.84",[[0.39065]],[0.00770898],0.6075793012989616
"1321.62, 1337.44",[[0.61862281]],[0.00536856],0.7866650562546111
"1321.83, 1324.62",[[0.39546656]],[0.02777287],0.7416959591921797
"1322.3, 1324.37",[[0.22370054]],[0.0065032],0.6618115753409204
"1322.3, 1326.32",[[1.60374408]],[0.09093783],0.7550174923662936
"1322.3, 1327.32",[[0.45751003]],[0.01514963],0.6604774833101632
"1322.85, 1327.62",[[1.10390643]],[0.00416718],0.6991935965625724
"1323.02, 1347.06",[[0.04957612]],[-0.00081679],0.7967412437510764
"1323.06, 1348.03",[[4.19256575]],[0.06041658],0.619226467191182
"1323.3, 1326.32",[[1.86793037]],[0.0796721],0.6445143313432988
"1324.02, 1347.06",[[0.13896768]],[0.00962711],0.6360697612938863
"1335.98, 1338.01",[[0.57990396]],[0.0036667],0.8065519712493182
"1338.01, 1359.97",[[0.64054416]],[0.00529241],0.6740566776908853
