,Coef,Intercept,Score
"1289.12, 1335.98",[[0.69425786]],[0.01089962],0.8164130330874186
"1289.12, 1336.98",[[0.85259822]],[0.01133918],0.6561141039860539
"1289.12, 1359.97",[[0.39373382]],[0.00422774],0.8435794706728115
"1289.62, 1312.75",[[0.2620933]],[0.01736713],0.6810239565936062
"1289.87, 1297.62",[[0.6546405]],[0.04395183],0.7254758812376592
"1289.87, 1299.62",[[0.96842621]],[0.04059322],0.7149240134164789
"1290.12, 1311.97",[[1.14507849]],[0.02168311],0.6743174311045961
"1290.12, 1312.98",[[1.28276366]],[0.02655084],0.6165862230709473
"1290.12, 1337.99",[[0.93301863]],[0.00538528],0.758300053588557
"1290.62, 1292.87",[[0.80404811]],[0.00784113],0.6570711552723381
"1290.62, 1293.87",[[0.49666697]],[0.01873491],0.6655872425418716
"1290.62, 1327.82",[[0.43929378]],[0.02775104],0.625961666935567
"1290.62, 1347.74",[[0.420052]],[0.01531171],0.6917573393143072
"1290.87, 1293.62",[[0.65958413]],[0.03183947],0.6784864550728161
"1290.87, 1307.62",[[0.77214901]],[0.02437269],0.6187746663610891
"1290.87, 1331.82",[[0.35571942]],[0.02185428],0.6646190839523498
"1290.87, 1346.81",[[0.38938236]],[0.03213439],0.6821700788006952
"1291.01, 1313.99",[[2.02152316]],[0.02658543],0.7200979535732469
"1291.01, 1337.99",[[2.28955222]],[0.02431894],0.7339292687118615
"1291.62, 1306.83",[[0.51260423]],[0.00890803],0.7864530243641481
"1291.62, 1335.81",[[0.46075316]],[0.01404657],0.6565517732993313
"1291.62, 1346.81",[[0.44396903]],[0.02243445],0.7218039867236855
"1291.62, 1348.82",[[0.47313043]],[0.02442997],0.6522806682899106
"1291.87, 1335.81",[[0.39576496]],[0.01813814],0.6408673263854978
"1291.87, 1347.74",[[0.47614458]],[0.0159783],0.7640671085935282
"1291.87, 1348.82",[[0.47792083]],[0.01783712],0.6567022798369295
"1292.87, 1295.62",[[0.60562939]],[0.0306797],0.6752277951008265
"1292.87, 1340.84",[[0.50055598]],[0.01734495],0.7068918291595192
"1293.87, 1333.52",[[0.18960412]],[0.02025911],0.6007436840951872
"1294.87, 1307.37",[[0.10116762]],[0.01757771],0.7039926493207511
"1294.87, 1340.84",[[0.53943409]],[0.01865092],0.7306539259875537
"1294.87, 1349.62",[[0.32805613]],[0.01940254],0.6573577085516851
"1295.62, 1332.81",[[0.25713852]],[0.02695508],0.6333915128590999
"1295.62, 1349.85",[[0.35917522]],[0.02824308],0.6542062541914435
"1295.83, 1300.62",[[0.90376987]],[0.02586466],0.6379885908596096
"1295.83, 1311.62",[[0.5124686]],[0.0285883],0.6176133823748811
"1295.83, 1316.87",[[0.43855709]],[0.03213198],0.6163537844160434
"1295.83, 1327.82",[[0.43119222]],[0.02982197],0.7532339850569714
"1295.83, 1346.81",[[0.42074023]],[0.03107921],0.6031260803796923
"1296.62, 1314.83",[[0.47627833]],[0.01433845],0.7896816855840532
"1296.62, 1336.72",[[0.15232846]],[0.02588802],0.6703932084336156
"1296.62, 1348.82",[[0.36664513]],[0.02272209],0.762493363453176
"1296.84, 1298.86",[[1.17264386]],[0.00397532],0.663909331820657
"1296.84, 1299.87",[[0.81313806]],[0.01487825],0.6827952346745475
"1296.84, 1300.87",[[0.36815019]],[0.02587265],0.6229478504282535
"1296.84, 1311.87",[[0.33928846]],[0.01611137],0.7342673745439531
"1296.84, 1327.82",[[0.30937095]],[0.02993168],0.7771787059812165
"1297.62, 1304.87",[[0.46771857]],[0.01518529],0.6744759597604473
"1297.62, 1322.81",[[0.37022223]],[0.03113956],0.669029198021049
"1297.62, 1332.81",[[0.36823174]],[0.01187538],0.6007737283638421
"1297.84, 1299.87",[[0.98671319]],[0.01288684],0.7061245679481938
"1297.84, 1310.87",[[0.57291269]],[0.01048538],0.668516858311504
"1297.84, 1311.87",[[0.48087049]],[0.0128591],0.6417788729440568
"1297.84, 1323.87",[[0.36729738]],[0.02887724],0.6007950693520371
"1297.84, 1324.87",[[0.66379388]],[0.01324129],0.7141341832058106
"1297.84, 1325.87",[[0.78527993]],[0.01602942],0.793767353783806
"1298.86, 1327.82",[[0.26800534]],[0.03022398],0.7316639049961622
"1299.62, 1343.78",[[0.13938855]],[0.02355724],0.6569210073767101
"1299.87, 1327.82",[[0.34276817]],[0.03520556],0.6201012867727296
"1300.03, 1323.02",[[2.2570846]],[0.39176325],0.6921367421324652
"1300.03, 1323.06",[[0.14923263]],[0.00784537],0.6114328891164511
"1300.03, 1347.02",[[2.3596063]],[0.36317147],0.6942383177706505
"1300.03, 1348.02",[[0.806294]],[0.06143208],0.6319624735698806
"1300.62, 1333.52",[[0.08391762]],[0.02293109],0.6090347919881136
"1300.62, 1340.84",[[0.42955003]],[0.01817701],0.6260253318318725
"1300.62, 1346.81",[[0.40072011]],[0.02487726],0.8024849564738409
"1300.87, 1327.82",[[0.67283196]],[0.01350732],0.7259607003002984
"1300.87, 1340.84",[[0.6727083]],[0.01051252],0.6437627624660545
"1302.62, 1337.43",[[0.19832829]],[0.03279241],0.6637573432901793
"1304.62, 1350.81",[[0.4150214]],[0.02113915],0.663481543358744
"1304.87, 1307.37",[[0.19769234]],[0.01480141],0.6422495793854887
"1304.87, 1326.62",[[0.35642464]],[0.02130762],0.6944738578260932
"1304.87, 1331.82",[[0.47902078]],[0.01434326],0.6221532297865577
"1304.87, 1349.85",[[0.65673233]],[0.01319572],0.6107534932681555
"1306.83, 1331.82",[[0.48579784]],[0.0149368],0.7967569553067563
"1307.62, 1340.84",[[0.52746676]],[0.01657979],0.6864885854777492
"1307.87, 1327.82",[[0.7918547]],[0.01752651],0.6149075998677028
"1309.62, 1312.75",[[0.3067975]],[0.0192134],0.6342717403003034
"1309.87, 1327.82",[[0.68591084]],[0.02598609],0.6181194445985192
"1310.87, 1340.84",[[0.31215002]],[0.04420517],0.6778124201682663
"1311.97, 1313.99",[[0.55642786]],[0.00369085],0.7900796188206798
"1311.97, 1337.99",[[0.5776267]],[0.00545149],0.6783845323604979
"1312.23, 1315.19",[[0.50858688]],[0.01567598],0.7510968239397942
"1312.23, 1317.26",[[1.22939167]],[0.06366214],0.6984939260909216
"1312.23, 1322.3",[[2.08845185]],[0.10885012],0.6584723291710091
"1312.23, 1323.3",[[1.97337013]],[0.08692775],0.6789182632145803
"1312.23, 1324.35",[[0.43378062]],[0.03746601],0.6079820441115921
"1312.23, 1326.32",[[4.34359359]],[0.24343172],0.6861915359485702
"1312.23, 1327.32",[[1.21950983]],[0.06115609],0.6114275149830913
"1312.98, 1359.97",[[0.40441896]],[0.00100551],0.8283423681783821
"1313.62, 1331.82",[[0.21470586]],[0.03114909],0.747401802614511
"1313.62, 1337.77",[[0.291114]],[0.02641703],0.8583357759586241
"1313.87, 1339.79",[[0.29934596]],[0.02531852],0.6792583695103067
"1313.99, 1335.98",[[1.05677755]],[0.01996419],0.737550899969957
"1313.99, 1336.98",[[1.35521606]],[0.0201194],0.7120020281646118
"1313.99, 1359.97",[[0.67632994]],[0.0054585],0.6159883304471205
"1314.19, 1316.24",[[6.97037946]],[0.11122811],0.7976885509082237
"1314.19, 1317.26",[[2.12688091]],[0.02710799],0.6319883306361992
"1314.19, 1322.3",[[3.57263484]],[0.04962981],0.775422196174439
"1314.19, 1323.3",[[3.38702588]],[0.03103305],0.7418293536561593
"1314.19, 1326.32",[[7.58166627]],[0.10875457],0.8167737411809548
"1314.19, 1327.32",[[2.07437742]],[0.02076549],0.8247977627464873
"1314.19, 1342.36",[[1.77288797]],[0.02474583],0.6497243595974314
"1314.28, 1323.3",[[3.1306063]],[0.0431783],0.6171975710427149
"1314.28, 1326.32",[[7.46338321]],[0.11136931],0.6329303974255722
"1314.28, 1327.32",[[2.32810998]],[0.00535888],0.6828225065981617
"1314.28, 1332.22",[[1.52796631]],[0.00655565],0.6493050440186784
"1314.83, 1322.81",[[0.69346385]],[0.0273786],0.7060464620166107
"1315.19, 1317.26",[[2.28629889]],[0.02331207],0.7074140978144053
"1315.19, 1322.3",[[3.66791396]],[0.05298404],0.719086295283039
"1315.19, 1323.3",[[3.5265908]],[0.03904813],0.8696422412380244
"1315.19, 1326.32",[[8.07879031]],[0.13778097],0.7497458064003981
"1315.19, 1327.32",[[1.97668898]],[0.03508094],0.73834661239692
"1315.19, 1341.32",[[1.0346215]],[0.01716954],0.7193784395082699
"1315.27, 1321.29",[[1.24798207]],[0.0035303],0.6148526632944602
"1315.27, 1322.3",[[3.87150966]],[0.0461794],0.7206155008769123
"1315.27, 1323.3",[[3.49291423]],[0.03256251],0.7893536197704745
"1315.27, 1326.32",[[7.76235703]],[0.12069465],0.7977611825842877
"1315.27, 1327.32",[[2.291817]],[0.01737013],0.842063019711244
"1316.24, 1322.3",[[0.49768973]],[-0.00326692],0.8386674583432441
"1316.24, 1323.3",[[0.44702494]],[-0.00671454],0.797593332523606
"1316.24, 1324.35",[[0.13957952]],[-0.00300391],0.7404658454275621
"1316.24, 1325.27",[[0.12694098]],[-0.00737636],0.8915882015695374
"1316.24, 1325.37",[[0.125413]],[-0.00666486],0.8773683316569827
"1316.24, 1326.32",[[1.03280846]],[0.01194679],0.9249229089983578
"1316.24, 1327.32",[[0.30346177]],[-0.01045773],0.8715799441176982
"1316.24, 1332.22",[[0.19207399]],[-0.00711615],0.6016625922383886
"1316.24, 1342.36",[[0.26385817]],[-0.00942834],0.6403687736571007
"1316.62, 1344.82",[[0.28005744]],[0.02926749],0.7178821949812191
"1317.26, 1322.3",[[1.44675436]],[0.04201765],0.805683200617559
"1317.26, 1323.3",[[1.30959102]],[0.03264651],0.7433109243298603
"1317.26, 1324.35",[[0.39928945]],[0.0126433],0.6580602928953909
"1317.26, 1325.37",[[0.34801796]],[0.00824447],0.8075135590980436
"1317.26, 1326.32",[[2.96978086]],[0.10861659],0.7556852251210556
"1317.26, 1327.32",[[0.88940078]],[0.01524851],0.7679075627714586
"1317.62, 1334.8",[[0.25019208]],[0.02834876],0.6091733151828003
"1317.62, 1337.77",[[0.27436777]],[0.03420123],0.7983714491896575
"1317.62, 1346.81",[[0.48343065]],[0.02850205],0.636940797507964
"1319.62, 1337.43",[[0.13767945]],[0.00857552],0.6227281977272241
"1320.37, 1323.3",[[1.77034505]],[0.08112018],0.6584322197036989
"1320.83, 1325.62",[[0.40982989]],[0.02581985],0.705054765859222
"1321.29, 1325.27",[[0.50425711]],[0.02536376],0.6726047266561195
"1322.3, 1324.35",[[0.24301055]],[0.00681711],0.7122651153450102
"1322.3, 1325.27",[[0.24113471]],[-0.00139968],0.7861502147514544
"1322.3, 1325.37",[[0.22228594]],[0.00276273],0.8378375808239189
"1322.3, 1326.32",[[1.9024071]],[0.05824727],0.7818904524755045
"1322.3, 1327.32",[[0.55069022]],[0.00341754],0.8044077762850748
"1322.3, 1342.36",[[0.48918038]],[0.00302569],0.6142066675576172
"1322.62, 1340.84",[[0.75973504]],[0.01946916],0.655750400812604
"1323.3, 1325.37",[[0.22560183]],[0.00704333],0.8026880534205585
"1323.3, 1326.32",[[2.08364705]],[0.07584003],0.8137274551095723
"1323.3, 1327.32",[[0.59936062]],[0.00614352],0.6851198355186771
"1324.35, 1327.32",[[1.8859852]],[0.01694134],0.7664317788757373
"1325.27, 1327.32",[[2.10695193]],[0.02023014],0.8198663634770358
"1325.27, 1332.22",[[1.42802713]],[0.00778843],0.6835205361281205
"1325.27, 1340.32",[[0.9904027]],[0.02787152],0.6046186934500435
"1325.27, 1341.32",[[0.82686132]],[0.02596929],0.6188437596667533
"1325.37, 1332.22",[[1.08469408]],[0.02275032],0.6952773496707111
"1325.37, 1338.3",[[0.8961642]],[0.02058693],0.7143079352240975
"1325.37, 1340.32",[[0.91863852]],[0.03592689],0.6179783664154919
"1325.37, 1342.36",[[1.69043508]],[0.01796323],0.6882662778801201
"1326.32, 1342.36",[[0.25095447]],[-0.01017759],0.6743442264097924
"1327.32, 1342.36",[[0.82871656]],[0.00899824],0.618145165996709
"1332.22, 1342.36",[[1.15291642]],[0.02270593],0.7074117918624907
"1335.98, 1359.97",[[0.48191849]],[0.00424167],0.8543369205789895
"1336.98, 1359.97",[[0.38146373]],[0.00514106],0.8226464348322162
"1344.62, 1357.51",[[0.22217928]],[0.0166127],0.708332108730563
