,m/z,I,S/N,em,dbe,error,C,H,Class
6616,212.10811,3657505,28.1,212.1080876547,9,2.2345300010329083e-05,14,14,O1N1
6696,213.05572,1531239,10.3,213.0557177297,10,2.270300001327996e-06,13,9,O3
6700,213.09211000000002,9137173,73.9,213.09210323850002,9,6.761500003449328e-06,14,13,O2
6702,213.11322,1350557,8.8,213.1132326073,4,1.2607299993305787e-05,11,17,O4
6705,213.1285,1822243,12.8,213.1284887473,8,1.125270000557066e-05,15,17,O1
6708,213.14969,1009323,6.0,213.1496181161,3,7.188390000578693e-05,12,21,O3
6713,213.18599,3802809,29.3,213.1860036249,2,1.362489999223726e-05,13,25,O2
6788,214.08736000000002,1664020,11.4,214.08735221030003,9,7.789699992599708e-06,13,12,O2N1
6791,214.12371000000002,1588834,10.8,214.1237377191,8,2.7719099989553797e-05,14,16,O1N1
6796,214.16012,2661425,19.7,214.16012322790002,7,3.227900009505902e-06,15,20,N1
6870,215.10777000000002,1075172,6.5,215.1077533029,8,1.6697100022611266e-05,14,15,O2
6875,215.12883,1059500,6.3,215.1288826717,3,5.267170001843624e-05,11,19,O4
6876,215.14418999999998,4802867,37.5,215.1441388117,7,5.118829997741159e-05,15,19,O1
6977,216.0819,153225648,1273.0,216.0818729059,13,2.7094099976920916e-05,16,10,N1
6978,216.10306,2509489,18.4,216.1030022747,8,5.772529999603648e-05,13,14,O2N1
6980,216.13942000000003,1328959,8.6,216.1393877835,7,3.2216500017057115e-05,14,18,O1N1
7042,217.06587000000002,5585206,43.8,217.0658884897,13,1.848969998263783e-05,16,9,O1
7048,217.08704,6625855,52.5,217.08701785850002,8,2.2141499982808455e-05,13,13,O3
7056,217.1234,2669006,19.7,217.1234033673,7,3.367299996170914e-06,14,17,O2
7058,217.15976,7661661,61.0,217.1597888761,6,2.887610000357199e-05,15,21,O1
7121,218.0611,1111854,6.7,218.0611374615,13,3.7461499999835723e-05,15,8,O1N1
7126,218.08219,1542359,10.3,218.08226683030003,8,7.683030003136082e-05,12,12,O3N1
7131,218.09752000000003,5391838,42.2,218.09752297030002,12,2.9702999881919823e-06,16,12,N1
7135,218.11857999999998,3043686,22.8,218.1186523391,7,7.233910002923949e-05,13,16,O2N1
7141,218.15505,1138965,7.0,218.15503784790002,6,1.2152099969853225e-05,14,20,O1N1
7212,219.06626,5196593,40.4,219.0662824141,8,2.241409998759991e-05,12,11,O4
7215,219.08152,7446903,59.0,219.0815385541,12,1.8554099995071738e-05,16,11,O1
7219,219.10267000000002,11313536,90.9,219.10266792289997,7,2.0771000492914027e-06,13,15,O3
7224,219.13907000000003,1571791,10.5,219.1390534317,6,1.656830002616516e-05,14,19,O2
7226,219.17541,15920286,129.0,219.17543894050002,5,2.89405000160059e-05,15,23,O1
7304,220.07677,1363898,8.8,220.07678752590002,12,1.7525900005921358e-05,15,10,O1N1
7308,220.09793,3251875,24.4,220.09791689469998,7,1.310530001319421e-05,12,14,O3N1
7311,220.11317999999997,36336680,297.5,220.1131730347,11,6.9652999741265376e-06,16,14,N1
7374,221.08199,3456711,26.1,221.0819324785,7,5.7521499996937564e-05,12,13,O4
7377,221.09718999999998,19986894,162.5,221.0971886185,11,1.3814999704209185e-06,16,13,O1
7382,221.11836,1178839,7.3,221.11831798729997,6,4.201270002113233e-05,13,17,O3
7389,221.15472999999997,1922022,13.4,221.1547034961,5,2.6503899960061972e-05,14,21,O2
7463,222.09247000000002,10688379,85.4,222.09243759030002,11,3.240969999751542e-05,15,12,O1N1
7468,222.12884,267932560,2199.7,222.1288230991,10,1.6900899993288476e-05,16,16,N1
7550,223.07646,2605416,18.9,223.0764531741,11,6.825899987461526e-06,15,11,O2
7554,223.11285,45081912,368.1,223.1128386829,10,1.1317100018004567e-05,16,15,O1
7560,223.13386,1629121,10.9,223.13396805169998,5,0.0001080516999820702,13,19,O3
7562,223.17031,1066865,6.3,223.17035356050002,4,4.356050001774747e-05,14,23,O2
7628,224.07172999999997,8090334,64.0,224.07170214590002,11,2.785409995453847e-05,14,10,O2N1
7632,224.10812,3308270,24.7,224.1080876547,10,3.234530001350322e-05,15,14,O1N1
7698,225.05576000000002,1087635,6.4,225.0557177297,11,4.227030001402454e-05,14,9,O3
7704,225.09211000000002,14951587,119.9,225.09210323850002,10,6.761500003449328e-06,15,13,O2
7710,225.12849,31748274,257.3,225.1284887473,9,1.252700002396523e-06,16,17,O1
7712,225.14965,2097212,14.7,225.1496181161,4,3.188390002151209e-05,13,21,O3
7715,225.18605,5951949,46.2,225.1860036249,3,4.637509999838585e-05,14,25,O2
7778,226.08737000000002,11105376,88.4,226.08735221030003,10,1.7789699995773844e-05,14,12,O2N1
7782,226.12375,4559985,34.8,226.1237377191,9,1.228089999472104e-05,15,16,O1N1
7787,226.16013999999998,1563265,10.3,226.16012322790002,8,1.6772099968420662e-05,16,20,N1
7844,227.07134,5544732,42.9,227.0713677941,10,2.779410002062832e-05,14,11,O3
7849,227.10771,15064108,120.8,227.1077533029,9,4.330289999643355e-05,15,15,O2
7851,227.12888999999998,2192822,15.5,227.1288826717,4,7.328299972186869e-06,12,19,O4
7852,227.14412000000002,4412733,33.6,227.1441388117,8,1.8811699987963948e-05,16,19,O1
7856,227.16527999999997,1322438,8.3,227.1652681805,3,1.18194999743082e-05,13,23,O3
7864,227.20166,67546200,550.3,227.2016536893,2,6.310700001677105e-06,14,27,O2
7916,228.06656,2949728,21.6,228.06661676590002,10,5.676590001257864e-05,13,10,O3N1
7922,228.10296,2359792,16.8,228.1030022747,9,4.227470000728317e-05,14,14,O2N1
7925,228.13937,1956993,13.5,228.1393877835,8,1.7783499998813568e-05,15,18,O1N1
7927,228.16043,1087050,6.4,228.1605171523,3,8.715230001143937e-05,12,22,O3N1
7929,228.17573,2399249,17.1,228.17577329230002,7,4.3292300034636355e-05,16,22,N1
7982,229.05072,1416545,9.1,229.05063234969998,10,8.765030003132779e-05,13,9,O4
7988,229.08697,2248306,15.8,229.08701785850002,9,4.785850001098879e-05,14,13,O3
7994,229.12341,1955778,13.5,229.1234033673,8,6.632700007003223e-06,15,17,O2
7995,229.14434,1317580,8.3,229.14453273610002,3,0.00019273610001846464,12,21,O4
7998,229.15979,5186387,39.8,229.1597888761,7,1.1238999775287084e-06,16,21,O1
8051,230.08227000000002,1642619,10.9,230.08226683030003,9,3.169699994032271e-06,13,12,O3N1
8054,230.09752000000003,738304384,6012.1,230.09752297030002,13,2.9702999881919823e-06,17,12,N1
8055,230.11862999999997,2483851,17.8,230.1186523391,8,2.2339100041790516e-05,14,16,O2N1
8131,231.08155,17534792,139.7,231.0815385541,13,1.1445899986028962e-05,17,11,O1
8136,231.10269,4480850,33.9,231.10266792289997,8,2.2077100027217966e-05,14,15,O3
8138,231.13908999999998,1650018,10.9,231.1390534317,7,3.6568299975670016e-05,15,19,O2
8140,231.17545,4550387,34.4,231.17543894050002,6,1.1059499996690647e-05,16,23,O1
8199,232.06165,1213198,7.4,232.0615313859,9,0.00011861409998914496,12,10,O4N1
8203,232.07681000000002,2420757,17.2,232.07678752590002,13,2.247410000677519e-05,16,10,O1N1
8208,232.09794,2619423,18.8,232.09791689469998,8,2.3105300016368346e-05,13,14,O3N1
8212,232.11315,6053926,46.6,232.1131730347,12,2.3034700006974163e-05,17,14,N1
8214,232.13432000000003,2325871,16.4,232.13430240350002,7,1.759650001531554e-05,14,18,O2N1
8279,233.082,4238824,31.9,233.0819324785,8,6.75215000001117e-05,13,13,O4
8281,233.09717,20131566,160.8,233.0971886185,12,1.8618500007505645e-05,17,13,O1
8288,233.11837999999997,7083257,55.0,233.11831798729997,7,6.20126999990589e-05,14,17,O3
8291,233.15476,4555402,34.5,233.1547034961,6,5.650389999800609e-05,15,21,O2
8294,233.19112,6716699,52.0,233.1910890049,5,3.099510001902672e-05,16,25,O1
8340,234.09241,4145599,31.0,234.09243759030002,12,2.75903000215294e-05,16,12,O1N1
8343,234.11362999999997,3048009,22.1,234.11356695909998,7,6.304089998820928e-05,13,16,O3N1
8345,234.12882000000002,68274384,548.6,234.1288230991,11,3.0990999846380873e-06,17,16,N1
8393,235.07653,2549771,18.1,235.0764531741,12,7.682589998125877e-05,16,11,O2
8399,235.09759,2726293,19.5,235.0975825429,7,7.457099997054684e-06,13,15,O4
8401,235.1129,20355740,161.8,235.1128386829,11,6.131710000545354e-05,17,15,O1
8405,235.13398999999998,1221926,7.4,235.13396805169998,6,2.1948300002350152e-05,14,19,O3
8409,235.17041,1948215,13.3,235.17035356050002,5,5.6439499985572184e-05,15,23,O2
8466,236.07166,1447324,9.2,236.07170214590002,12,4.214590001083707e-05,15,10,O2N1
8468,236.09276,1146214,6.8,236.0928315147,7,7.151470001076632e-05,12,14,O4N1
8474,236.10811,12712045,100.1,236.1080876547,11,2.2345300010329083e-05,16,14,O1N1
8483,236.1445,249670784,2012.7,236.1444731635,10,2.6836499984028706e-05,17,18,N1
8545,237.09215,6522426,49.9,237.09210323850002,11,4.6761499987724164e-05,16,13,O2
8551,237.12852999999998,50953804,406.8,237.1284887473,10,4.125269998667136e-05,17,17,O1
8556,237.14961,2297045,16.0,237.1496181161,5,8.116099991184456e-06,14,21,O3
8559,237.18601,1063814,6.1,237.1860036249,4,6.3751000141110126e-06,15,25,O2
8599,238.05106,1176123,7.0,238.05096670150002,12,9.32984999906239e-05,14,8,O3N1
8602,238.08735,14202380,111.6,238.08735221030003,11,2.210300038996138e-06,15,12,O2N1
8607,238.12373,5318942,40.3,238.1237377191,10,7.719100011627233e-06,16,16,O1N1
8616,238.16011,1258542,7.6,238.16012322790002,9,1.3227900012680038e-05,17,20,N1
8672,239.07138999999998,4252377,31.7,239.0713677941,11,2.2205899966820652e-05,15,11,O3
8679,239.10777000000002,16190954,127.6,239.1077533029,10,1.6697100022611266e-05,16,15,O2
8683,239.12883,4290804,32.0,239.1288826717,5,5.267170001843624e-05,13,19,O4
8687,239.14412000000002,28023292,222.6,239.1441388117,9,1.8811699987963948e-05,17,19,O1
8690,239.16529,2350085,16.4,239.1652681805,4,2.1819500005904047e-05,14,23,O3
8693,239.20165,7684118,59.3,239.2016536893,3,3.689300001497031e-06,15,27,O2
8738,240.06666,1463787,9.2,240.06661676590002,11,4.3234099990741015e-05,14,10,O3N1
8742,240.08182000000002,4358962,32.4,240.0818729059,15,5.290589999162876e-05,18,10,N1
8744,240.10303,18681788,146.9,240.1030022747,10,2.7725299986514074e-05,15,14,O2N1
8748,240.13938,3994189,29.5,240.1393877835,9,7.78350002406114e-06,16,18,O1N1
8751,240.17574,1580510,10.2,240.17577329230002,8,3.329230003146222e-05,17,22,N1
8806,241.08697999999998,7176072,54.9,241.08701785850002,10,3.7858500036236364e-05,15,13,O3
8813,241.12336000000002,10757016,83.5,241.1234033673,9,4.336729998044575e-05,16,17,O2
8815,241.14453999999998,2821154,20.1,241.14453273610002,4,7.263899959752962e-06,13,21,O4
8818,241.15979,5152938,38.7,241.1597888761,8,1.1238999775287084e-06,17,21,O1
8821,241.18098999999998,1335347,8.2,241.1809182449,3,7.175509998091911e-05,14,25,O3
8822,241.21725,41253316,327.3,241.2173037537,2,5.375370000137991e-05,15,29,O2
8866,242.08232999999998,3279191,23.7,242.08226683030003,10,6.316969995623367e-05,14,12,O3N1
8870,242.0975,14017886,109.6,242.09752297030002,14,2.2970300022961965e-05,18,12,N1
8872,242.1187,1972968,13.3,242.1186523391,9,4.766089998042844e-05,15,16,O2N1
8877,242.1551,1116793,6.5,242.15503784790002,8,6.215209998572391e-05,16,20,O1N1
8880,242.17618,3465475,25.2,242.1761672167,3,1.2783299979446383e-05,13,24,O3N1
8884,242.19127999999998,1680202,11.0,242.1914233567,7,0.0001433567000219682,17,24,N1
8926,243.06628999999998,3170721,22.8,243.0662824141,10,7.585899993500789e-06,14,11,O4
8928,243.08152,3102504,22.2,243.0815385541,14,1.8554099995071738e-05,18,11,O1
8933,243.10276000000002,2101042,14.2,243.10266792289997,9,9.207710004943692e-05,15,15,O3
8937,243.11802000000003,1691961,11.0,243.1179240629,13,9.59371000419651e-05,19,15,
8941,243.13914,1621570,10.4,243.1390534317,8,8.65682999915407e-05,16,19,O2
8943,243.16027000000003,1279692,7.7,243.16018280050002,3,8.719950000113386e-05,13,23,O4
8947,243.17543999999998,3297875,23.8,243.17543894050002,7,1.0594999650948012e-06,17,23,O1
8986,244.06153999999998,2109934,14.3,244.0615313859,10,8.614099982651169e-06,13,10,O4N1
8987,244.07667999999998,3489237,25.3,244.07678752590002,14,0.00010752590003448859,17,10,O1N1
8989,244.09792000000002,1925502,12.8,244.09791689469998,9,3.105300038441783e-06,14,14,O3N1
8992,244.11312999999998,1290648320,10262.2,244.1131730347,13,4.3034700013322436e-05,18,14,N1
8993,244.1341,1957903,13.1,244.13430240350002,8,0.00020240350002609375,15,18,O2N1
9045,245.08195,1315396,8.0,245.0819324785,9,1.7521500012662727e-05,14,13,O4
9050,245.09721000000002,30162124,237.4,245.0971886185,13,2.13815000051909e-05,18,13,O1
9054,245.11837000000003,4853461,36.1,245.11831798729997,8,5.201270005272818e-05,15,17,O3
9057,245.15474,1338342,8.2,245.1547034961,7,3.650389999165782e-05,16,21,O2
9059,245.19111,4456695,33.0,245.1910890049,6,2.0995100015852586e-05,17,25,O1
9107,246.05607999999998,2719620,19.2,246.0560520815,14,2.7918499966972377e-05,16,8,O2N1
9108,246.07715,1453453,9.1,246.0771814503,9,3.1450300014057575e-05,13,12,O4N1
9111,246.0925,4525460,33.5,246.09243759030002,13,6.240969997861612e-05,17,12,O1N1
9115,246.11361000000002,2779806,19.6,246.11356695909998,8,4.304090003870442e-05,14,16,O3N1
9118,246.12888999999998,8844965,67.9,246.1288230991,12,6.690089998073745e-05,18,16,N1
9120,246.14992,1658734,10.7,246.14995246790002,7,3.246790001298905e-05,15,20,O2N1
9164,247.07655,3224406,23.0,247.0764531741,13,9.682589998760704e-05,17,11,O2
9171,247.0976,3186783,22.8,247.0975825429,8,1.745710000022882e-05,14,15,O4
9177,247.11288,33593444,263.3,247.1128386829,12,4.131709999910527e-05,18,15,O1
9185,247.13401000000002,4616816,34.1,247.13396805169998,7,4.1948300037120134e-05,15,19,O3
9193,247.20678999999998,5843601,43.8,247.2067390693,5,5.093069998451938e-05,17,27,O1
9234,248.07172999999997,1886745,12.5,248.07170214590002,13,2.785409995453847e-05,16,10,O2N1
9238,248.09277999999998,1223587,7.2,248.0928315147,8,5.1514700032839755e-05,13,14,O4N1
9241,248.1081,10162730,77.9,248.1080876547,12,1.2345300007154947e-05,17,14,O1N1
9247,248.12932999999998,1966131,13.1,248.1292170235,7,0.00011297649999164605,14,18,O3N1
9248,248.14446,100418104,792.1,248.1444731635,11,1.3163500000246131e-05,18,18,N1
9311,249.09216,2430949,16.8,249.09210323850002,12,5.67614999908983e-05,17,13,O2
9314,249.11322,2643439,18.4,249.1132326073,7,1.2607299993305787e-05,14,17,O4
9317,249.12852999999998,20788214,162.0,249.1284887473,11,4.125269998667136e-05,18,17,O1
9320,249.14966,6149631,46.2,249.1496181161,6,4.188390002468623e-05,15,21,O3
9322,249.16487999999998,1112838,6.3,249.1648742561,10,5.743899976096145e-06,19,21,
9324,249.18606,1101391,6.2,249.1860036249,5,5.6375100001559986e-05,16,25,O2
9363,250.08735,5372323,39.8,250.08735221030003,12,2.210300038996138e-06,16,12,O2N1
9367,250.12377999999998,11878835,91.0,250.1237377191,11,4.228089997582174e-05,17,16,O1N1
9371,250.14485,2557372,17.7,250.1448670879,6,1.7087900005208212e-05,14,20,O3N1
9375,250.16016000000002,166962624,1311.7,250.16012322790002,10,3.6772100003190644e-05,18,20,N1
9415,251.07137000000003,2323671,15.8,251.0713677941,12,2.2059000173157983e-06,16,11,O3
9421,251.1078,10455911,79.8,251.1077533029,11,4.6697100003711967e-05,17,15,O2
9425,251.12884,1828208,11.9,251.1288826717,6,4.2671700015262104e-05,14,19,O4
9428,251.14413,38522744,300.7,251.1441388117,10,8.811700013211521e-06,18,19,O1
9431,251.16532999999998,3414657,24.4,251.1652681805,5,6.181949999017888e-05,15,23,O3
9433,251.20166,3268369,23.3,251.2016536893,4,6.310700001677105e-06,16,27,O2
9465,252.06662000000003,1874573,12.3,252.06661676590002,12,3.2341000064661785e-06,15,10,O3N1
9468,252.10304,12258589,94.0,252.1030022747,11,3.772529998968821e-05,16,14,O2N1
9471,252.13934,4721581,34.7,252.1393877835,10,4.778350000833598e-05,17,18,O1N1
9476,252.17583,1287101,7.7,252.17577329230002,9,5.67076999686833e-05,18,22,N1
9541,253.08702000000002,8047306,60.9,253.08701785850002,11,2.141500004881891e-06,16,13,O3
9545,253.12342999999998,14110425,108.6,253.1234033673,10,2.6632699984929786e-05,17,17,O2
9548,253.14452000000003,2844898,19.9,253.14453273610002,5,1.2736099989751892e-05,14,21,O4
9550,253.15976,18868968,146.0,253.1597888761,9,2.887610000357199e-05,18,21,O1
9552,253.18095,2053106,13.7,253.1809182449,4,3.1755099996644276e-05,15,25,O3
9553,253.21731,96180992,754.6,253.2173037537,3,6.246299989243198e-06,16,29,O2
9590,254.08232999999998,1731830,11.1,254.08226683030003,11,6.316969995623367e-05,15,12,O3N1
9592,254.09752999999998,17832060,137.1,254.09752297030002,15,7.029699958138735e-06,19,12,N1
9595,254.11866,17349766,133.3,254.1186523391,10,7.660899996153603e-06,16,16,O2N1
9599,254.15509,3354262,23.8,254.15503784790002,9,5.215209998254977e-05,17,20,O1N1
9601,254.19145,1705637,10.9,254.1914233567,8,2.6643300003570403e-05,18,24,N1
9607,254.24905,1559614,9.7,254.2489382343,2,0.00011176570001225627,16,32,O1N1
9646,255.06625,2727322,18.9,255.0662824141,11,3.241409999077405e-05,15,11,O4
9653,255.1027,6834218,51.0,255.10266792289997,10,3.20771000303921e-05,16,15,O3
9657,255.1391,9351737,70.7,255.1390534317,9,4.656830000726586e-05,17,19,O2
9659,255.16022,1343682,8.1,255.16018280050002,4,3.7199499985263174e-05,14,23,O4
9660,255.17542000000003,4929608,36.1,255.17543894050002,8,1.8940499984410053e-05,18,23,O1
9662,255.19654,1601233,10.1,255.1965683093,3,2.830930000641274e-05,15,27,O3
9666,255.23286000000002,2049101440,16035.3,255.23295381810001,2,9.381809999808866e-05,16,31,O2
9695,256.07676000000004,1243588,7.3,256.0767875259,15,2.7525899952252075e-05,18,10,O1N1
9699,256.09792000000004,3902541,28.1,256.09791689469995,10,3.1053000952852017e-06,15,14,O3N1
9700,256.11316,74907600,583.8,256.11317303469997,14,1.3034699975378317e-05,19,14,N1
9702,256.13427,2638300,18.2,256.1343024035,9,3.240349997213343e-05,16,18,O2N1
9740,257.08186,2392166,16.1,257.0819324785,10,7.247849998748279e-05,15,13,O4
9744,257.09722,9623404,72.3,257.0971886185,14,3.138149997994333e-05,19,13,O1
9748,257.11841,2777973,19.1,257.1183179873,9,9.20127000085813e-05,16,17,O3
9751,257.13358999999997,1881467,12.2,257.1335741273,13,1.5872699975716387e-05,20,17,
9753,257.15465,2741508,18.8,257.1547034961,8,5.34961000084877e-05,17,21,O2
9757,257.19102999999996,2640659,18.0,257.1910890049,7,5.9004900037962216e-05,18,25,O1
9813,258.07726,4202750,30.2,258.0771814503,10,7.854970004927964e-05,14,12,O4N1
9814,258.09249,12783364,96.8,258.0924375903,14,5.240970000386369e-05,18,12,O1N1
9818,258.11356,2886669,20.0,258.11356695909996,9,6.9590999487445515e-06,15,16,O3N1
9821,258.12881,1134809856,8807.7,258.1288230991,13,1.3099099987812224e-05,19,16,N1
9856,259.0765,3694994,26.2,259.0764531741,14,4.682590002857978e-05,18,11,O2
9859,259.0976,2437658,16.5,259.0975825429,9,1.745710000022882e-05,15,15,O4
9861,259.1129,35753120,275.1,259.11283868289996,13,6.131710006229696e-05,19,15,O1
9866,259.17037999999997,1296119,7.6,259.1703535605,7,2.6439499947628065e-05,17,23,O2
9867,259.20672,4071622,29.2,259.2067390693,6,1.9069299980856158e-05,18,27,O1
9905,260.07178,8827934,66.1,260.0717021459,14,7.785409997040915e-05,17,10,O2N1
9908,260.09287,1691046,10.7,260.0928315147,9,3.848530002414918e-05,14,14,O4N1
9913,260.10816,6345773,46.8,260.1080876547,13,7.234529999777806e-05,18,14,O1N1
9920,260.12927,2799157,19.3,260.12921702349996,8,5.297650005786636e-05,15,18,O3N1
9922,260.14446,14326331,108.8,260.1444731635,12,1.3163500000246131e-05,19,18,N1
9923,260.16569,1937091,12.6,260.1656025323,7,8.746769998424497e-05,16,22,O2N1
9955,261.0921,5683631,41.3,261.0921032385,13,3.2384999713030993e-06,18,13,O2
9960,261.11326,3142583,21.8,261.1132326073,8,2.739270001939076e-05,15,17,O4
9961,261.12856,32534460,248.1,261.12848874729997,12,7.125270002461548e-05,19,17,O1
9968,261.14966,3157445,21.9,261.1496181161,7,4.188389999626452e-05,16,21,O3
9972,261.18608,1518291,9.2,261.18600362489997,6,7.637510003632997e-05,17,25,O2
9977,261.22246,5251553,38.0,261.2223891337,5,7.086630000685545e-05,18,29,O1
10004,262.05105,1135777,6.3,262.0509667015,14,8.329849998744976e-05,16,8,O3N1
10007,262.08743,7812399,57.7,262.0873522103,13,7.778969995797524e-05,17,12,O2N1
10012,262.10861,1118455,6.2,262.1084815791,8,0.0001284209000118608,14,16,O4N1
10015,262.12376,10566973,78.9,262.1237377191,12,2.2280899997895176e-05,18,16,O1N1
10020,262.14496,1643717,10.2,262.14486708789997,7,9.2912100058129e-05,15,20,O3N1
10021,262.16017,94107976,722.1,262.1601232279,11,4.677210000636478e-05,19,20,N1
10061,263.07144,2672806,18.1,263.0713677941,13,7.220589998269134e-05,17,11,O3
10070,263.10778999999997,3958451,28.0,263.1077533029,12,3.669709997211612e-05,18,15,O2
10074,263.12894,2095035,13.7,263.1288826717,7,5.732829998805755e-05,15,19,O4
10077,263.14416,19094208,144.6,263.1441388117,11,2.1188300024732598e-05,19,19,O1
10081,263.16531000000003,1959113,12.6,263.1652681805,6,4.181950004067403e-05,16,23,O3
10086,263.20172,1152407,6.4,263.2016536893,5,6.631070004914363e-05,17,27,O2
10118,264.0667,1614875,10.0,264.0666167659,13,8.323410003185927e-05,16,10,O3N1
10119,264.08184,1344033,7.9,264.0818729059,17,3.2905900013702194e-05,20,10,N1
10122,264.10305,9700392,72.2,264.1030022747,12,4.7725300021284056e-05,17,14,O2N1
10127,264.13939,9464886,70.4,264.1393877835,11,2.216499979112996e-06,18,18,O1N1
10133,264.17584,107035712,821.7,264.1757732923,10,6.670770000027915e-05,19,22,N1
10171,265.08698,4378516,31.0,265.0870178585,12,3.7858500036236364e-05,17,13,O3
10179,265.12346,8688545,63.9,265.1234033673,11,5.6632700022873905e-05,18,17,O2
10185,265.15984,27721134,209.2,265.1597888761,10,5.112389999339939e-05,19,21,O1
10188,265.18097,2462903,16.4,265.1809182449,5,5.175510000299255e-05,16,25,O3
10189,265.21732000000003,2429764,16.1,265.2173037537,4,1.6246300049260753e-05,17,29,O2
10213,266.08229,3620351,25.2,266.0822668303,12,2.3169700000380544e-05,16,12,O3N1
10214,266.09747999999996,295165696,2251.1,266.0975229703,16,4.297030005773195e-05,20,12,N1
10215,266.1187,12287756,91.4,266.1186523391,11,4.766090000885015e-05,17,16,O2N1
10221,266.15497999999997,4608793,32.7,266.1550378479,10,5.784790005236573e-05,18,20,O1N1
10257,267.08156,4547686,32.3,267.0815385541,16,2.1445900017624808e-05,20,11,O1
10262,267.1027,9225837,68.0,267.10266792289997,11,3.207710005881381e-05,17,15,O3
10266,267.13909,10311802,76.3,267.1390534317,10,3.6568300004091725e-05,18,19,O2
10269,267.16025,2746498,18.5,267.1601828005,5,6.719949999478558e-05,15,23,O4
10270,267.1754,14034055,104.7,267.1754389405,9,3.8940499962336617e-05,19,23,O1
10272,267.19662,2465934,16.4,267.1965683093,4,5.169069999055864e-05,16,27,O3
10273,267.23292000000004,23249052,175.1,267.2329538181,3,3.381809995062213e-05,17,31,O2
10291,268.06171,1188672,6.6,268.06153138589997,12,0.0001786141000366115,15,10,O4N1
10294,268.07685,2500550,16.6,268.0767875259,16,6.247409999105002e-05,19,10,O1N1
10299,268.09792000000004,3474381,24.1,268.09791689469995,11,3.1053000952852017e-06,16,14,O3N1
10301,268.1132,59982292,455.5,268.11317303469997,15,2.696530003731823e-05,20,14,N1
10302,268.13436,15512026,116.0,268.1343024035,10,5.759650002801209e-05,17,18,O2N1
10306,268.17073999999997,2954471,20.1,268.1706879123,9,5.2087699941694154e-05,18,22,O1N1
10341,269.08192,3396900,23.3,269.0819324785,11,1.2478499968437973e-05,16,13,O4
10343,269.0972,6911274,49.9,269.0971886185,15,1.1381499973595055e-05,20,13,O1
10347,269.11836,5627185,40.2,269.1183179873,10,4.201270002113233e-05,17,17,O3
10352,269.15471,6671166,48.1,269.1547034961,9,6.503900010557118e-06,18,21,O2
