,m/z,I,S/N,em,dbe,error,C,H,Class
5281,200.10807,1830570,13.2,200.1080876547,7,1.7654700002367463e-05,13,14,O1N1
5378,201.1132,1681121,12.0,201.1132326073,2,3.260729999965406e-05,10,17,O4
5485,202.08736000000002,1048762,6.5,202.08735221030003,7,7.789699992599708e-06,12,12,O2N1
5588,203.10777,998762,6.1,203.1077533029,6,1.6697099994189557e-05,13,15,O2
5589,203.12892,1184977,7.7,203.1288826717,1,3.732829998170928e-05,10,19,O4
5592,203.14414,2365526,17.8,203.1441388117,5,1.1882999899626157e-06,14,19,O1
5788,205.0504,1125418,7.1,205.05063234969998,7,0.00023234969998497945,11,9,O4
5796,205.12341,1727938,12.3,205.1234033673,5,6.632700007003223e-06,13,17,O2
5801,205.15979,4362318,34.8,205.1597888761,4,1.1238999775287084e-06,14,21,O1
5999,207.08153000000001,2704459,20.6,207.0815385541,10,8.554099991897601e-06,15,11,O1
6003,207.10183,1015138,6.2,207.10266792289997,5,0.0008379228999615407,12,15,O3
6097,208.0768,1152930,7.3,208.07678752590002,10,1.2474099975179342e-05,14,10,O1N1
6101,208.11314,12470062,103.9,208.1131730347,9,3.30347000101483e-05,15,14,N1
6177,209.09721000000002,2080330,15.2,209.0971886185,9,2.13815000051909e-05,15,13,O1
6184,209.1547,3673502,28.8,209.1547034961,3,3.4961000210387283e-06,13,21,O2
6355,211.07642,1122779,7.0,211.0764531741,9,3.317409999681331e-05,14,11,O2
6357,211.11287000000002,1771816,12.5,211.1128386829,8,3.131710002435284e-05,15,15,O1
6361,211.13379,1041840,6.3,211.13396805169998,3,0.00017805169997586745,12,19,O3
6367,211.17037000000002,10081918,83.1,211.17035356050002,2,1.6439500001297347e-05,13,23,O2
6570,213.09208999999998,1137942,7.2,213.09210323850002,8,1.3238500031320655e-05,14,13,O2
6572,213.11324,1128062,7.1,213.1132326073,3,7.392699984620776e-06,11,17,O4
6577,213.12851,1426340,9.6,213.1284887473,7,2.1252700008744796e-05,15,17,O1
6582,213.18599,42758524,360.3,213.1860036249,1,1.362489999223726e-05,13,25,O2
