,m/z,I,S/N,em,dbe,error,C,H,Class
81,223.11292000000003,2734556,20.2,223.1128386829,10,8.131710004022352e-05,16,15,O1
83,223.17041,10755061,86.7,223.17035356050002,4,5.6439499985572184e-05,14,23,O2
84,224.07177000000001,2180091,15.6,224.07170214590002,11,6.785409999565672e-05,14,10,O2N1
86,225.12852999999998,2641352,19.3,225.1284887473,9,4.125269998667136e-05,16,17,O1
89,225.18611,67134304,551.7,225.1860036249,3,0.00010637510001743067,14,25,O2
93,227.10782000000003,2695728,19.8,227.1077533029,9,6.669710003848195e-05,15,15,O2
95,227.20172999999997,251680480,2075.2,227.2016536893,2,7.631069996705264e-05,14,27,O2
97,229.12349,4335794,33.2,229.1234033673,8,8.66327000039746e-05,15,17,O2
98,229.15986,2971842,22.0,229.1597888761,7,7.112389999974766e-05,16,21,O1
100,230.09762999999998,46783460,382.2,230.09752297030002,13,0.00010702969996145839,17,12,N1
101,230.11867999999998,2568816,18.6,230.1186523391,8,2.7660899974080166e-05,14,16,O2N1
103,231.10272,2630890,19.1,231.10266792289997,8,5.2077100036740376e-05,14,15,O3
105,231.13912000000002,7571899,59.5,231.1390534317,7,6.656830001361413e-05,15,19,O2
106,231.17553999999998,2923083,21.5,231.17543894050002,6,0.00010105949996841446,16,23,O1
107,233.11844,3184440,23.6,233.11831798729997,7,0.00012201270001810371,14,17,O3
109,233.15481,17188168,138.3,233.1547034961,6,0.00010650389998545506,15,21,O2
110,233.1912,5131865,39.5,233.1910890049,5,0.0001109951000159981,16,25,O1
111,234.12887999999998,4753153,36.3,234.1288230991,11,5.690089997756331e-05,17,16,N1
114,235.17042,4321496,32.8,235.17035356050002,5,6.643949998874632e-05,15,23,O2
115,236.10817999999998,5555328,42.8,236.1080876547,11,9.234529997570462e-05,16,14,O1N1
117,236.14457000000002,31108752,251.2,236.1444731635,10,9.683650000624766e-05,17,18,N1
118,237.09222000000003,2720445,19.6,237.09210323850002,11,0.00011676150000994312,16,13,O2
119,237.12857000000002,3462861,25.6,237.1284887473,10,8.125270002778961e-05,17,17,O1
123,237.18605,18916456,151.1,237.1860036249,4,4.637509999838585e-05,15,25,O2
125,238.08742999999998,3582974,26.6,238.08735221030003,11,7.778969995797524e-05,15,12,O2N1
127,239.07147999999998,2282745,16.1,239.0713677941,11,0.00011220589996696617,15,11,O3
128,239.10785,4498122,34.0,239.1077533029,10,9.669710001958265e-05,16,15,O2
129,239.12888999999998,2364115,16.7,239.1288826717,5,7.328299972186869e-06,13,19,O4
130,239.14421000000002,2681818,19.3,239.1441388117,9,7.118830001218157e-05,17,19,O1
131,239.16536000000002,5260516,40.2,239.1652681805,4,9.1819500028123e-05,14,23,O3
132,239.20175,46480372,375.0,239.2016536893,3,9.631070000182262e-05,15,27,O2
133,240.10314,2860297,20.6,240.1030022747,10,0.00013772529999300787,15,14,O2N1
134,240.13948,2484249,17.6,240.1393877835,9,9.221649997925851e-05,16,18,O1N1
136,241.12342999999998,3716305,27.6,241.1234033673,9,2.6632699984929786e-05,16,17,O2
137,241.14466000000002,2507739,17.8,241.14453273610002,4,0.0001272638999978426,13,21,O4
138,241.18101000000001,8987499,70.2,241.1809182449,3,9.17551000156891e-05,14,25,O3
139,241.21733999999998,172216192,1390.0,241.2173037537,2,3.62462999703439e-05,15,29,O2
140,242.17623999999998,5446694,41.6,242.1761672167,3,7.278329997006949e-05,13,24,O3N1
143,243.13915,4747473,35.7,243.1390534317,8,9.656829999471483e-05,16,19,O2
144,243.1755,2747233,19.6,243.17543894050002,7,6.105949998413962e-05,17,23,O1
149,244.11325,96601216,775.2,244.1131730347,13,7.696529999634549e-05,18,14,N1
150,244.13435,2408199,16.9,244.13430240350002,8,4.759649999641624e-05,15,18,O2N1
151,244.15447000000003,13787280,108.5,244.15543177230003,3,0.0009617723000019396,12,22,O4N1
156,245.09727999999998,2189101,15.1,245.0971886185,13,9.138149997056644e-05,18,13,O1
160,245.11842000000001,3238710,23.6,245.11831798729997,8,0.00010201270004017715,15,17,O3
163,245.15482000000003,9312326,72.5,245.1547034961,7,0.00011650390001705091,16,21,O2
164,245.19112,3345110,24.4,245.1910890049,6,3.099510001902672e-05,17,25,O1
166,247.11279,2370965,16.5,247.1128386829,12,4.868290000104025e-05,18,15,O1
167,247.13405,3117086,22.5,247.13396805169998,7,8.194830002139497e-05,15,19,O3
168,247.17047999999997,12466094,97.4,247.17035356050002,6,0.00012643949995094772,16,23,O2
169,247.20684,5473726,41.4,247.2067390693,5,0.00010093070000039006,17,27,O1
170,248.10815,2740799,19.5,248.1080876547,12,6.234529999460392e-05,17,14,O1N1
171,248.14451,11301198,88.1,248.1444731635,11,3.683649998720284e-05,18,18,N1
173,249.09225,2704863,19.2,249.09210323850002,12,0.00014676149999104382,17,13,O2
174,249.12862,2279278,15.8,249.1284887473,11,0.0001312527000152386,18,17,O1
176,249.14969,2850807,20.4,249.1496181161,6,7.188390000578693e-05,15,21,O3
177,249.18615,7493895,57.6,249.1860036249,5,0.0001463751000017055,16,25,O2
178,250.12387999999999,5549967,41.8,250.1237377191,11,0.0001422808999791414,17,16,O1N1
179,250.1449,3166616,22.8,250.1448670879,6,3.291210001066247e-05,14,20,O3N1
180,250.16024,30373534,239.8,250.16012322790002,10,0.00011677209997174032,18,20,N1
181,251.10783999999998,3725223,27.2,251.1077533029,11,8.66970999879868e-05,17,15,O2
182,251.14423,3655222,26.7,251.1441388117,10,9.118829999010813e-05,18,19,O1
185,251.16537999999997,3261758,23.5,251.1652681805,5,0.00011181949997762786,15,23,O3
186,251.20177999999999,27557966,217.3,251.2016536893,4,0.00012631069998292332,16,27,O2
187,252.10307000000003,3182270,22.9,252.1030022747,11,6.772530002763233e-05,16,14,O2N1
189,253.08712000000003,3465291,25.2,253.08701785850002,11,0.00010214150000820155,16,13,O3
190,253.12356,5519450,41.5,253.1234033673,10,0.00015663269999777185,17,17,O2
191,253.14461,3464290,25.1,253.14453273610002,5,7.726389998197192e-05,14,21,O4
192,253.15987,2356072,16.3,253.1597888761,9,8.11239000029218e-05,18,21,O1
193,253.18107,3827569,28.0,253.1809182449,4,0.0001517551000063122,15,25,O3
194,253.21738,587481984,4683.5,253.2173037537,3,7.624629998304044e-05,16,29,O2
195,254.11874,3676902,26.7,254.1186523391,10,8.766089999312499e-05,16,16,O2N1
197,255.10281,2919016,20.7,255.10266792289997,10,0.0001420771000368859,16,15,O3
198,255.1392,4626294,34.2,255.1390534317,9,0.0001465682999821638,17,19,O2
199,255.16025,3372670,24.3,255.16018280050002,4,6.719949996636387e-05,14,23,O4
200,255.17555,1894916,12.6,255.17543894050002,8,0.0001110594999715886,18,23,O1
201,255.1967,3789452,27.6,255.1965683093,3,0.00013169069998753002,15,27,O3
203,255.23296000000002,1530971776,12148.9,255.23295381810001,2,6.181900005231e-06,16,31,O2
204,256.11323,5493230,41.1,256.11317303469997,14,5.696530001841893e-05,19,14,N1
207,257.15484,7051641,53.1,257.1547034961,8,0.00013650389996655576,17,21,O2
210,257.17591,2820481,19.8,257.1758328649,3,7.713510001394752e-05,14,25,O4
211,257.19112,3082118,21.8,257.1910890049,7,3.099510001902672e-05,18,25,O1
214,258.09257,3700182,26.7,258.0924375903,14,0.00013240970002925678,18,12,O1N1
215,258.12895,116591328,916.7,258.1288230991,13,0.00012690089999978227,19,16,N1
216,258.15004,2721131,19.0,258.1499524679,8,8.753209999667888e-05,16,20,O2N1
217,259.11296,2978123,21.0,259.11283868289996,13,0.00012131710002449836,19,15,O1
220,259.13411,3298386,23.5,259.1339680517,8,0.0001419483000404398,16,19,O3
221,259.1705,11519071,88.3,259.1703535605,7,0.0001464394999857177,17,23,O2
223,259.19161,2521959,17.4,259.1914829293,2,0.000127070700045806,14,27,O4
224,259.20682999999997,3755373,27.1,259.2067390693,6,9.093069996879422e-05,18,27,O1
225,260.07186,2865314,20.1,260.0717021459,14,0.00015785409999580224,17,10,O2N1
227,260.10818,2030255,13.5,260.1080876547,13,9.234530000412633e-05,18,14,O1N1
230,261.12864,3484437,24.8,261.12848874729997,12,0.00015125270005000857,19,17,O1
233,261.14968999999996,2882332,20.1,261.1496181161,7,7.188389997736522e-05,16,21,O3
234,261.18615,13071145,99.9,261.18600362489997,6,0.00014637510003012721,17,25,O2
235,261.22254,6013750,44.6,261.2223891337,5,0.00015086629997540513,18,29,O1
236,262.12381,6051947,44.9,262.1237377191,12,7.228089998534415e-05,18,16,O1N1
238,262.16022000000004,14925943,114.4,262.1601232279,11,9.677210005065717e-05,19,20,N1
240,263.10781000000003,2089271,13.9,263.1077533029,12,5.669710003530781e-05,18,15,O2
242,263.14425,2836547,19.7,263.1441388117,11,0.00011118830002487812,19,19,O1
246,263.20173,9070038,68.5,263.2016536893,5,7.631070002389606e-05,17,27,O2
247,264.10314,2207488,14.8,264.1030022747,12,0.00013772530002142958,17,14,O2N1
249,264.13948,4439308,32.3,264.1393877835,11,9.221649997925851e-05,18,18,O1N1
250,264.17593,27071256,209.5,264.1757732923,10,0.00015670770000042467,19,22,N1
251,265.12354,3880011,27.7,265.1234033673,11,0.00013663269999142358,18,17,O2
253,265.15997999999996,3801174,27.1,265.1597888761,10,0.00019112389998099388,19,21,O1
256,265.18105,3007325,20.9,265.1809182449,5,0.00013175510002838564,16,25,O3
257,265.21744,28036200,215.5,265.2173037537,4,0.00013624630003050697,17,29,O2
259,266.09758,12685696,96.2,266.0975229703,16,5.702969997400942e-05,20,12,N1
260,266.11883,3627655,25.7,266.1186523391,11,0.00017766090002169221,17,16,O2N1
261,266.1551,1890386,12.2,266.1550378479,10,6.215209998572391e-05,18,20,O1N1
265,267.1028,3936954,28.1,267.10266792289997,11,0.00013207710003371176,17,15,O3
266,267.13923,5548229,40.7,267.1390534317,10,0.00017656829999168622,18,19,O2
267,267.16035,3497932,24.7,267.1601828005,5,0.00016719949996968353,15,23,O4
268,267.19672,19764950,151.2,267.1965683093,4,0.0001516907000223,16,27,O3
269,267.233,118994656,922.7,267.2329538181,3,4.6181900017927546e-05,17,31,O2
271,268.1133,4218351,30.3,268.11317303469997,15,0.00012696530001221618,20,14,N1
272,268.13446,4125941,29.6,268.1343024035,10,0.00015759650000291003,17,18,O2N1
277,269.11841,3582492,25.2,269.1183179873,10,9.20127000085813e-05,17,17,O3
278,269.1548,5535271,40.3,269.1547034961,9,9.650390001070264e-05,18,21,O2
279,269.176,4159534,29.7,269.1758328649,4,0.00016713510001409304,15,25,O4
280,269.21229,54962488,421.8,269.2122183737,3,7.162629998447301e-05,16,29,O3
282,269.24866000000003,274684224,2117.9,269.2486038825,2,5.6117500037089485e-05,17,33,O2
283,270.12892,13258310,99.9,270.1288230991,14,9.690090001868157e-05,20,16,N1
284,270.18644,2153943,14.2,270.1863379767,8,0.00010202330003039606,18,24,O1N1
288,271.13407,2487144,16.7,271.1339680517,9,0.00010194830002774324,17,19,O3
290,271.17051000000004,8416115,62.5,271.1703535605,8,0.00015643950001731355,18,23,O2
291,271.19161,2767481,18.9,271.1914829293,3,0.000127070700045806,15,27,O4
292,271.20673,2981853,20.6,271.2067390693,7,9.069300006103731e-06,19,27,O1
293,271.22798,5891459,43.0,271.2278684381,2,0.00011156189998473565,16,31,O3
295,272.10816,5018493,36.3,272.10808765469994,14,7.234530005462148e-05,19,14,O1N1
297,272.14463,98638984,759.0,272.1444731635,13,0.00015683650002529248,20,18,N1
298,272.16569,3399565,23.8,272.1656025323,8,8.746769998424497e-05,17,22,O2N1
301,273.12864,3237017,22.4,273.12848874729997,13,0.00015125270005000857,20,17,O1
305,273.14952999999997,3701022,25.9,273.1496181161,8,8.811610001657755e-05,17,21,O3
306,273.18615,13288872,99.4,273.18600362489997,7,0.00014637510003012721,18,25,O2
307,273.22251,4002483,28.2,273.22238913369995,6,0.00012086630005114785,19,29,O1
308,274.0875,4624543,33.0,274.08735221029997,14,0.0001477897000086159,18,12,O2N1
310,274.12351,2636969,17.8,274.12373771909995,13,0.0002277190999393497,19,16,O1N1
312,274.16027,4549043,32.4,274.1601232279,12,0.00014677210003810615,20,20,N1
314,275.10756000000003,2418097,16.1,275.1077533029,13,0.00019330289995878047,19,15,O2
316,275.12897000000004,1894839,12.1,275.1288826717,8,8.732830002600167e-05,16,19,O4
317,275.14427,3921083,27.6,275.1441388117,12,0.0001311883000312264,20,19,O1
320,275.16545,3213505,22.2,275.1652681805,7,0.00018181950002826852,17,23,O3
321,275.20175,30844874,233.9,275.2016536893,6,9.631070003024433e-05,18,27,O2
322,275.2381,9006036,66.6,275.23803919809995,5,6.080190001966912e-05,19,31,O1
323,276.1032,3968440,28.0,276.1030022747,13,0.0001977253000404744,18,14,O2N1
324,276.13945,9340610,69.1,276.13938778349996,12,6.221650005500123e-05,19,18,O1N1
325,276.17587000000003,19455180,146.6,276.1757732923,11,9.670770003822327e-05,20,22,N1
329,277.12348,3328193,23.1,277.1234033673,12,7.663269997237876e-05,19,17,O2
330,277.14456,3363271,23.3,277.1445327361,7,2.7263899994522944e-05,16,21,O4
331,277.15991,3666123,25.6,277.1597888761,11,0.00012112390004404006,20,21,O1
334,277.181,2934480,20.0,277.1809182449,6,8.175509998409325e-05,17,25,O3
338,277.21737,24273370,182.2,277.2173037537,5,6.624630003670973e-05,18,29,O2
339,278.11876,4356288,30.7,278.1186523391,12,0.00010766090002789497,18,16,O2N1
341,278.15516,6167241,44.5,278.15503784789996,11,0.00012215210006161215,19,20,O1N1
343,278.19156,30216914,227.4,278.1914233567,10,0.00013664329998164249,20,24,N1
346,279.10286,2183863,14.2,279.10266792289997,12,0.00019207710005275658,18,15,O3
348,279.13917000000004,4448192,31.4,279.1390534317,11,0.00011656830002948482,19,19,O2
349,279.17557999999997,4692425,33.2,279.1754389405,10,0.000141059499981111,20,23,O1
351,279.23311,264496080,2009.0,279.2329538181,4,0.00015618190002442134,18,31,O2
354,280.11294,40322224,304.2,280.11317303469997,16,0.0002330346999883659,21,14,N1
356,280.13412,4090038,28.7,280.1343024035,11,0.00018240349999132377,18,18,O2N1
359,280.2644,5604054,40.2,280.26458829869995,3,0.00018829869992487147,18,34,O1N1
363,281.11816,5705637,40.9,281.1183179873,11,0.00015798729998550698,18,17,O3
365,281.15497,6068654,43.7,281.1547034961,10,0.00026650389997939783,19,21,O2
368,281.17569,4297651,30.2,281.1758328649,5,0.00014286489999904006,16,25,O4
369,281.21245,6855100,49.7,281.2122183737,4,0.00023162629997841577,17,29,O3
371,281.24846,15677580288,119221.6,281.2486038825,3,0.00014388249996954983,18,33,O2
375,282.09235,2127887,13.6,282.0924375903,16,8.75902999837308e-05,20,12,O1N1
376,282.12872999999996,13195927,97.2,282.1288230991,15,9.309910001320532e-05,21,16,N1
377,282.1499,4446109,31.1,282.1499524679,10,5.246789999091561e-05,18,20,O2N1
383,283.09758999999997,1990140,12.6,283.0975825429,11,7.457099968632974e-06,17,15,O4
385,283.13394,3843205,26.6,283.1339680517,10,2.805169998509882e-05,18,19,O3
386,283.17035,9846157,71.9,283.1703535605,9,3.5605000334726356e-06,19,23,O2
387,283.19149,11572114,84.9,283.1914829293,4,7.070700007716368e-06,16,27,O4
388,283.22787999999997,21364634,158.8,283.2278684381,3,1.1561899952994281e-05,17,31,O3
392,283.26422,2273372160,17152.6,283.2642539469,2,3.394689997548994e-05,18,35,O2
393,284.10812000000004,5544552,39.4,284.10808765469994,15,3.234530009876835e-05,20,14,O1N1
395,284.14454,38778992,290.2,284.1444731635,14,6.683650002514696e-05,21,18,N1
396,284.16562999999996,4250485,29.6,284.1656025323,9,2.7467699965200154e-05,18,22,O2N1
398,284.20214,3256446,22.1,284.2019880411,8,0.00015195890000541112,19,26,O1N1
402,285.12855,2962258,19.9,285.12848874729997,14,6.125270004986305e-05,21,17,O1
405,285.1497,3880791,26.9,285.1496181161,9,8.188390000896106e-05,18,21,O3
408,285.18609,12885343,94.8,285.18600362489997,8,8.63751000110824e-05,19,25,O2
409,285.20718,19763556,146.7,285.2071329937,3,4.700630000797901e-05,16,29,O4
410,285.22246,5593448,39.8,285.22238913369995,7,7.086630006369887e-05,20,29,O1
411,285.24365,3509869,24.1,285.24351850249997,2,0.00013149750003549343,17,33,O3
415,286.12381,10973748,80.4,286.12373771909995,14,7.228090004218757e-05,20,16,O1N1
417,286.16025,106646080,802.3,286.1601232279,13,0.00012677210003175787,21,20,N1
418,286.18133,4673601,32.8,286.18125259669995,8,7.740330005390206e-05,18,24,O2N1
421,287.10783,4522257,31.4,287.1077533029,14,7.669709998481267e-05,20,15,O2
423,287.12904,2736405,18.1,287.1288826717,9,0.0001573282999629555,17,19,O4
425,287.14426000000003,4955929,34.7,287.1441388117,13,0.00012118830005647396,21,19,O1
428,287.16539,6068510,43.0,287.1652681805,8,0.0001218195000092237,18,23,O3
429,287.20181,21101350,155.6,287.2016536893,7,0.00015631070004928915,19,27,O2
430,287.22292999999996,30853930,228.6,287.2227830581,2,0.00014694189997044305,16,31,O4
431,287.23812000000004,8573741,61.8,287.23803919809995,6,8.080190008286081e-05,20,31,O1
433,288.10312000000005,6643181,47.3,288.1030022747,14,0.00011772530007192472,19,14,O2N1
435,288.13957,6790645,48.4,288.13938778349996,13,0.00018221650003624745,20,18,O1N1
438,288.17588,10707965,77.7,288.1757732923,12,0.00010670770001297569,21,22,N1
439,288.19698999999997,1946881,12.2,288.19690266109995,7,8.733890001622058e-05,18,26,O2N1
442,289.12352000000004,5400268,38.0,289.1234033673,13,0.00011663270004191872,20,17,O2
445,289.1447,3145681,21.1,289.1445327361,8,0.00016726389998211744,17,21,O4
446,289.15997999999996,8869076,64.0,289.1597888761,12,0.00019112389998099388,21,21,O1
448,289.18102999999996,6392025,45.4,289.1809182449,7,0.00011175509996519395,18,25,O3
450,289.21749,28435680,210.5,289.2173037537,6,0.00018624630001795595,19,29,O2
451,289.25378,13332712,97.4,289.25368926249996,5,9.073750004517933e-05,20,33,O1
452,290.09769,3087519,20.7,290.09752297029996,18,0.00016702970003734663,22,12,N1
453,290.11877999999996,6914468,49.3,290.1186523391,13,0.00012766089997739982,19,16,O2N1
454,290.13981,2240296,14.4,290.1397817079,8,2.8292100012095034e-05,16,20,O4N1
455,290.15522999999996,11212203,81.5,290.15503784789996,12,0.00019215209999856597,20,20,O1N1
456,290.19154,25138612,185.8,290.1914233567,11,0.00011664329997529421,21,24,N1
461,291.10292999999996,2220663,14.1,291.10266792289997,13,0.0002620770999897104,19,15,O3
463,291.13925,4881022,33.8,291.1390534317,12,0.0001965682999980345,20,19,O2
466,291.16004,2370179,15.2,291.1601828005,7,0.00014280050004344957,17,23,O4
467,291.17562000000004,4408454,30.3,291.1754389405,11,0.00018105950005065097,21,23,O1
471,291.19678999999996,8208011,58.5,291.1965683093,6,0.00022169069995925383,18,27,O3
474,291.23303,14883474,108.1,291.2329538181,5,7.618189999902825e-05,19,31,O2
476,292.09819,2821962,18.6,292.09791689469995,13,0.00027310530003887834,18,14,O3N1
477,292.1133,3925837,26.8,292.11317303469997,17,0.00012696530001221618,22,14,N1
478,292.13432,7055186,50.0,292.1343024035,12,1.759650001531554e-05,19,18,O2N1
479,292.17089,6530905,46.1,292.17068791229997,11,0.0002020877000177279,20,22,O1N1
480,292.2071,32237408,237.0,292.2070734211,10,2.6578900019558205e-05,21,26,N1
483,293.15488999999997,8980008,64.3,293.1547034961,11,0.00018650389995400474,20,21,O2
484,293.17586,32690220,240.3,293.1758328649,6,2.713510002649855e-05,17,25,O4
486,293.19102000000004,5360944,37.4,293.1910890049,10,6.900489995587122e-05,21,25,O1
489,293.21238999999997,36364340,267.6,293.2122183737,5,0.00017162629995937095,18,29,O3
490,293.24862,32605244,239.7,293.2486038825,4,1.611750002439294e-05,19,33,O2
492,294.1137,2145008,13.5,294.11356695909996,12,0.00013304090003884994,18,16,O3N1
493,294.129,104444144,773.2,294.1288230991,16,0.00017690090004407466,22,16,N1
494,294.15007,6767352,47.8,294.1499524679,11,0.000117532100034623,19,20,O2N1
496,294.18644,4333824,29.8,294.1863379767,10,0.00010202330003039606,20,24,O1N1
500,295.09765,2448060,15.8,295.0975825429,12,6.74570999876778e-05,18,15,O4
505,295.1341,6019268,42.3,295.1339680517,11,0.00013194830000884394,19,19,O3
508,295.17037999999997,9023947,64.6,295.1703535605,10,2.6439499947628065e-05,20,23,O2
509,295.19163,4656848,32.2,295.1914829293,5,0.00014707069999531086,17,27,O4
510,295.22789,385348064,2859.1,295.2278684381,4,2.1561899984590127e-05,18,31,O3
511,295.26434,112751072,834.8,295.2642539469,3,8.605310000575628e-05,19,35,O2
513,296.10809,3939212,26.6,296.10808765469994,16,2.345300060824229e-06,21,14,O1N1
514,296.1294,3109265,20.5,296.12921702349996,11,0.000182976500013865,18,18,O3N1
516,296.14462000000003,21605012,156.7,296.1444731635,15,0.00014683650005054005,22,18,N1
517,296.16572,6009496,41.9,296.1656025323,10,0.00011746770002218909,19,22,O2N1
519,296.20215,3587744,24.0,296.2019880411,9,0.00016195890003700697,20,26,O1N1
523,297.11342,1920474,11.8,297.1132326073,11,0.00018739270001333352,18,17,O4
524,297.12824,1929309,11.8,297.12848874729997,15,0.00024874729996327005,22,17,O1
527,297.14981,4280930,29.1,297.1496181161,10,0.00019188390001545486,19,21,O3
531,297.18602999999996,14318441,103.1,297.1860036249,9,2.6375099935194157e-05,20,25,O2
532,297.20726,7355245,51.8,297.2071329937,4,0.0001270063000333721,17,29,O4
533,297.2226,4687473,32.1,297.22238913369995,8,0.00021086630005129336,21,29,O1
535,297.24359,1305146240,9608.6,297.24351850249997,3,7.149750001644861e-05,18,33,O3
537,297.27988,363099008,2671.4,297.2799040113,2,2.401130001317142e-05,19,37,O2
538,298.08754,1899552,11.6,298.08735221029997,16,0.00018778970002131246,20,12,O2N1
540,298.12383,14806056,106.6,298.12373771909995,15,9.228090004853584e-05,21,16,O1N1
542,298.14493999999996,2236716,14.1,298.14486708789997,10,7.291209999493731e-05,18,20,O3N1
543,298.16022000000004,49284144,360.5,298.1601232279,14,9.677210005065717e-05,22,20,N1
544,298.18144,3440180,22.9,298.18125259669995,9,0.00018740330006039585,19,24,O2N1
547,298.21765,3365179,22.4,298.21763810549993,8,1.1894500062226143e-05,20,28,O1N1
550,299.10777,1966831,12.1,299.1077533029,15,1.6697100022611266e-05,21,15,O2
552,299.12912,1905140,11.6,299.1288826717,10,0.0002373282999883486,18,19,O4
554,299.14434,3241463,21.5,299.1441388117,14,0.00020118830002502364,22,19,O1
557,299.16533,4820731,33.1,299.1652681805,9,6.181949999017888e-05,19,23,O3
560,299.20177,15971586,115.2,299.2016536893,8,0.00011631070003659261,20,27,O2
561,299.22297000000003,11593991,83.0,299.2227830581,3,0.000186941900039983,17,31,O4
562,299.23815,6696202,46.9,299.23803919809995,7,0.00011080190006396151,21,31,O1
565,299.25917999999996,13841678,99.5,299.2591685669,2,1.1433099984969886e-05,18,35,O3
568,300.10325,3441081,22.9,300.1030022747,15,0.00024772530002792337,20,14,O2N1
571,300.13945,13329856,95.8,300.13938778349996,14,6.221650005500123e-05,21,18,O1N1
574,300.17591,82466248,604.9,300.1757732923,13,0.0001367076999940764,22,22,N1
577,300.19716,22488524,163.2,300.19690266109995,8,0.0002573389000417592,19,26,O2N1
584,301.12343,5958790,41.1,301.1234033673,14,2.6632699984929786e-05,21,17,O2
586,301.1447,3205003,21.0,301.1445327361,9,0.00016726389998211744,18,21,O4
589,301.15995,5853326,40.4,301.1597888761,13,0.00016112389999989318,22,21,O1
594,301.18104,6579858,45.7,301.1809182449,8,0.0001217550999967898,19,25,O3
597,301.21735,22734490,163.6,301.2173037537,7,4.6246300030361454e-05,20,29,O2
598,301.2386,12301981,87.4,301.2384331225,2,0.00016687750002120083,17,33,O4
599,301.25385,10635936,75.3,301.25368926249996,6,0.00016073750003897658,21,33,O1
601,302.11871,8693582,61.1,302.1186523391,14,5.7660900040445995e-05,20,16,O2N1
604,302.15525,10606422,75.1,302.15503784789996,13,0.00021215210006175766,21,20,O1N1
605,302.17618,2153946,13.3,302.1761672167,8,1.2783300007868093e-05,18,24,O3N1
606,302.19147999999996,16178013,115.7,302.1914233567,12,5.664329995624939e-05,22,24,N1
607,302.21256,3190113,20.9,302.21255272549996,7,7.274500035236997e-06,19,28,O2N1
609,302.23382999999995,1919846,11.6,302.2336820943,2,0.00014790569997558123,16,32,O4N1
612,303.10267999999996,3076884,20.1,303.10266792289997,14,1.207709999562212e-05,20,15,O3
614,303.13927,6216732,43.0,303.1390534317,13,0.00021656830000438276,21,19,O2
617,303.16032,3547680,23.5,303.1601828005,8,0.00013719949998858283,18,23,O4
619,303.17548,5627683,38.7,303.1754389405,12,4.105950000621306e-05,22,23,O1
622,303.19662,5695015,39.2,303.1965683093,7,5.169069999055864e-05,19,27,O3
626,303.23314,37425200,270.9,303.2329538181,6,0.00018618190000552204,20,31,O2
627,303.26936,19397686,139.2,303.26933932689997,5,2.0673100038948178e-05,21,35,O1
630,304.09805,2374108,15.0,304.09791689469995,14,0.00013310530005128385,19,14,O3N1
631,304.11327,10108127,71.4,304.11317303469997,18,9.696530003111548e-05,23,14,N1
632,304.13441,11262179,79.8,304.1343024035,13,0.00010759650001546106,20,18,O2N1
634,304.17086,14301419,102.0,304.17068791229997,12,0.0001720877000366272,21,22,O1N1
635,304.20711,26061042,187.9,304.2070734211,11,3.657889999431063e-05,22,26,N1
640,305.11846,3672489,24.4,305.1183179873,13,0.0001420127000528737,20,17,O3
643,305.1548,7164337,49.9,305.1547034961,12,9.650390001070264e-05,21,21,O2
646,305.17595,3682229,24.5,305.1758328649,7,0.00011713510002664407,18,25,O4
648,305.19122999999996,5346744,36.7,305.1910890049,11,0.0001409950999686771,22,25,O1
