,m/z,I,S/N,em,dbe,error,C,H,Class
189,237.09215,7950021,61.6,237.09210323850002,11,4.6761499987724164e-05,16,13,O2
191,237.11314,1696015,11.2,237.1132326073,6,9.260730001869888e-05,13,17,O4
192,237.12852999999998,20202710,160.4,237.1284887473,10,4.125269998667136e-05,17,17,O1
196,237.1496,2470879,17.5,237.1496181161,5,1.8116099994358592e-05,14,21,O3
197,238.08737999999997,6834313,52.6,238.08735221030003,11,2.7789699942104562e-05,15,12,O2N1
198,238.12373,2260762,15.8,238.1237377191,10,7.719100011627233e-06,16,16,O1N1
203,239.0714,4116936,30.7,239.0713677941,11,3.22058999984165e-05,15,11,O3
204,239.10779,7652952,59.2,239.1077533029,10,3.669710000053783e-05,16,15,O2
205,239.12885,3610210,26.6,239.1288826717,5,3.267170001208797e-05,13,19,O4
207,239.14412000000002,14002793,110.4,239.1441388117,9,1.8811699987963948e-05,17,19,O1
208,239.16523999999998,4631154,34.9,239.1652681805,4,2.8180500009966636e-05,14,23,O3
209,239.20167,15902851,125.7,239.2016536893,3,1.6310700004851242e-05,15,27,O2
210,240.10305,10081307,78.4,240.1030022747,10,4.772529999286235e-05,15,14,O2N1
212,240.13937,2182508,15.0,240.1393877835,9,1.7783499998813568e-05,16,18,O1N1
216,241.08696,11381720,88.8,241.08701785850002,10,5.785850001416293e-05,15,13,O3
218,241.12332999999998,7229417,55.5,241.1234033673,9,7.336730001838987e-05,16,17,O2
219,241.14459,2673138,19.0,241.14453273610002,4,5.7263899975623644e-05,13,21,O4
220,241.15977,2416953,16.9,241.1597888761,8,1.8876100000397855e-05,17,21,O1
221,241.18092000000001,6247683,47.7,241.1809182449,3,1.7551000155435759e-06,14,25,O3
222,241.21725,92131344,736.7,241.2173037537,2,5.375370000137991e-05,15,29,O2
223,242.08227000000002,1802905,12.0,242.08226683030003,10,3.169699994032271e-06,14,12,O3N1
224,242.09746,7830432,60.4,242.09752297030002,14,6.29703000072368e-05,18,12,N1
225,242.11866,1695530,11.1,242.1186523391,9,7.660899996153603e-06,15,16,O2N1
226,242.1761,7555268,58.1,242.1761672167,3,6.7216700017525e-05,13,24,O3N1
229,243.06634,2946516,21.1,243.0662824141,10,5.758590000937147e-05,14,11,O4
230,243.08154,2025243,13.7,243.0815385541,14,1.4458999828548258e-06,18,11,O1
231,243.10275,2039140,13.8,243.10266792289997,9,8.207710001784108e-05,15,15,O3
233,243.17542000000003,2036101,13.8,243.17543894050002,7,1.8940499984410053e-05,17,23,O1
236,244.07656,2159384,14.8,244.07678752590002,14,0.0002275259000157348,17,10,O1N1
238,244.11312,708064576,5650.1,244.1131730347,13,5.303469998807486e-05,18,14,N1
242,245.09717999999998,15264479,119.4,245.0971886185,13,8.618500032753218e-06,18,13,O1
245,245.11834,4457449,33.1,245.11831798729997,8,2.201270001478406e-05,15,17,O3
246,245.19106000000002,2194377,15.1,245.1910890049,6,2.9004899971596387e-05,17,25,O1
247,246.05607,2191497,15.0,246.0560520815,14,1.791849999221995e-05,16,8,O2N1
249,246.09247000000002,2411801,16.8,246.09243759030002,13,3.240969999751542e-05,17,12,O1N1
253,246.12886,2636329,18.6,246.1288230991,12,3.690089999963675e-05,18,16,N1
254,247.07651,1700683,11.0,247.0764531741,13,5.682590000333221e-05,17,11,O2
256,247.09755,3522644,25.5,247.0975825429,8,3.254289998722015e-05,14,15,O4
257,247.11286,17888858,139.6,247.1128386829,12,2.1317100021178703e-05,18,15,O1
258,247.13397999999998,5151588,38.5,247.13396805169998,7,1.1948299999176015e-05,15,19,O3
259,247.20678999999998,3590276,26.1,247.2067390693,5,5.093069998451938e-05,17,27,O1
260,248.10805,4956942,36.9,248.1080876547,12,3.7654700008715736e-05,17,14,O1N1
263,248.14441000000002,41561120,327.7,248.1444731635,11,6.31634999876951e-05,18,18,N1
265,249.09214,2341306,16.1,249.09210323850002,12,3.676149998455003e-05,17,13,O2
266,249.11312,2369731,16.4,249.1132326073,7,0.00011260729999662544,14,17,O4
267,249.12851,8071114,61.6,249.1284887473,11,2.1252700008744796e-05,18,17,O1
270,249.14962000000003,3952339,28.9,249.1496181161,6,1.8839000404113904e-06,15,21,O3
272,250.08732999999998,3002215,21.3,250.08735221030003,12,2.221030004534441e-05,16,12,O2N1
273,250.12377999999998,5857655,43.8,250.1237377191,11,4.228089997582174e-05,17,16,O1N1
274,250.14481,3730048,27.0,250.1448670879,6,5.708789998948305e-05,14,20,O3N1
275,250.16015,78675848,619.3,250.16012322790002,10,2.6772099971594798e-05,18,20,N1
276,251.07137999999998,3840268,27.9,251.0713677941,12,1.2205899963646516e-05,16,11,O3
277,251.10776,8748828,66.7,251.1077533029,11,6.69710001943713e-06,17,15,O2
280,251.12883,2346661,16.1,251.1288826717,6,5.267170001843624e-05,14,19,O4
281,251.14412000000002,16782636,130.2,251.1441388117,10,1.8811699987963948e-05,18,19,O1
284,251.16522,3170100,22.6,251.1652681805,5,4.81804999878932e-05,15,23,O3
285,251.20167999999998,5143364,38.2,251.2016536893,4,2.631069997960367e-05,16,27,O2
287,252.10298999999998,6746817,50.9,252.1030022747,11,1.2274700026182472e-05,16,14,O2N1
288,252.13922000000002,2622544,18.3,252.1393877835,10,0.0001677834999895822,17,18,O1N1
293,253.08702000000002,7699550,58.4,253.08701785850002,11,2.141500004881891e-06,16,13,O3
294,253.12341,6626925,49.9,253.1234033673,10,6.632700007003223e-06,17,17,O2
295,253.14447,7274358,55.0,253.14453273610002,5,6.273610000562257e-05,14,21,O4
296,253.15974,8786044,67.0,253.1597888761,9,4.8876100009920265e-05,18,21,O1
297,253.18095,2562693,17.8,253.1809182449,4,3.1755099996644276e-05,15,25,O3
298,253.21726,633029760,5000.0,253.2173037537,3,4.3753699998205775e-05,16,29,O2
300,254.08222,2011258,13.3,254.08226683030003,11,4.683030002183841e-05,15,12,O3N1
302,254.09751,8006400,60.5,254.09752297030002,15,1.2970300019787828e-05,19,12,N1
303,254.11861000000002,11691529,89.4,254.1186523391,10,4.233909999129537e-05,16,16,O2N1
306,254.24903999999998,1738047,11.2,254.2489382343,2,0.00010176569998066043,16,32,O1N1
307,255.06623,2875917,20.1,255.0662824141,11,5.241409999712232e-05,15,11,O4
310,255.10269,10074524,76.7,255.10266792289997,10,2.2077100027217966e-05,16,15,O3
312,255.13905,8650411,65.5,255.1390534317,9,3.431700008604821e-06,17,19,O2
313,255.16017000000002,2469939,17.0,255.16018280050002,4,1.28005000021858e-05,14,23,O4
314,255.17538,3578554,25.7,255.17543894050002,8,5.894050002552831e-05,18,23,O1
315,255.19662000000002,2631234,18.2,255.1965683093,3,5.169070001898035e-05,15,27,O3
318,255.23282000000003,2945239040,23147.5,255.23295381810001,2,0.0001338180999823635,16,31,O2
319,256.09788,2674862,18.6,256.09791689469995,10,3.689469997425476e-05,15,14,O3N1
320,256.1131,39864628,310.9,256.11317303469997,14,7.303469999442314e-05,19,14,N1
321,256.13432,1978045,13.1,256.1343024035,9,1.759650001531554e-05,16,18,O2N1
325,257.08189,2627511,18.1,257.0819324785,10,4.247850000638209e-05,15,13,O4
326,257.09719,5017021,36.7,257.0971886185,14,1.381499998842628e-06,19,13,O1
329,257.11834,2350533,15.9,257.1183179873,9,2.201270001478406e-05,16,17,O3
330,257.15471,2120532,14.1,257.1547034961,8,6.503900010557118e-06,17,21,O2
331,257.17572,2215388,14.8,257.1758328649,3,0.00011286489996109594,14,25,O4
333,257.1911,1818466,11.7,257.1910890049,7,1.099510001267845e-05,18,25,O1
336,258.07717,2955070,20.6,258.0771814503,10,1.1450299950865883e-05,14,12,O4N1
337,258.09247,6810948,50.7,258.0924375903,14,3.240969999751542e-05,18,12,O1N1
339,258.1288,549440576,4288.1,258.1288230991,13,2.309909996256465e-05,19,16,N1
340,259.07646,2518849,17.2,259.0764531741,14,6.825900015883235e-06,18,11,O2
341,259.09742,2162697,14.4,259.0975825429,9,0.00016254290000006222,15,15,O4
342,259.11287000000004,16753103,128.4,259.11283868289996,13,3.131710008119626e-05,19,15,O1
346,259.13395,4767703,34.8,259.1339680517,8,1.8051699953502975e-05,16,19,O3
347,259.19147000000004,3012077,21.1,259.1914829293,2,1.2929299941788486e-05,14,27,O4
348,260.07176,4870716,35.6,260.0717021459,14,5.785409996406088e-05,17,10,O2N1
350,260.10812999999996,3275338,23.1,260.1080876547,13,4.234529995983394e-05,18,14,O1N1
353,260.12906,2213970,14.8,260.12921702349996,8,0.0001570234999803688,15,18,O3N1
355,260.1444,5968728,44.1,260.1444731635,12,7.316349996244753e-05,19,18,N1
356,261.09204,3288507,23.1,261.0921032385,13,6.323849999034792e-05,18,13,O2
358,261.11327,2909379,20.1,261.1132326073,8,3.7392699994143186e-05,15,17,O4
359,261.12855,16480456,125.4,261.12848874729997,12,6.125270004986305e-05,19,17,O1
362,261.14957000000004,4071632,29.1,261.1496181161,7,4.811609994703758e-05,16,21,O3
364,261.22246,2859499,19.7,261.2223891337,5,7.086630000685545e-05,18,29,O1
365,262.08738,3677482,26.1,262.0873522103,13,2.778969997052627e-05,17,12,O2N1
366,262.12369,6192183,45.6,262.1237377191,12,4.771909999590207e-05,18,16,O1N1
369,262.16013,38335044,294.9,262.1601232279,11,6.772099993668235e-06,19,20,N1
370,263.07142000000005,2138511,14.1,263.0713677941,13,5.220590003318648e-05,17,11,O3
372,263.10769,3427484,24.1,263.1077533029,12,6.330290000278183e-05,18,15,O2
374,263.14409,9349033,70.1,263.1441388117,11,4.881169996906465e-05,19,19,O1
380,264.06662,1697651,10.7,264.0666167659,13,3.2341000064661785e-06,16,10,O3N1
383,264.10303,6068992,44.6,264.1030022747,12,2.7725300014935783e-05,17,14,O2N1
384,264.1393,4210189,30.2,264.1393877835,11,8.778350002103252e-05,18,18,O1N1
385,264.17582000000004,55141656,425.3,264.1757732923,10,4.670770005077429e-05,19,22,N1
386,265.08693999999997,4291418,30.6,265.0870178585,12,7.785850004893291e-05,17,13,O3
387,265.12345,7353959,54.2,265.1234033673,11,4.663269999127806e-05,18,17,O2
388,265.1445,2004846,13.0,265.1445327361,6,3.2736100024521875e-05,15,21,O4
391,265.15983,12239475,91.9,265.1597888761,10,4.1123900018646964e-05,19,21,O1
394,265.18095,2655099,18.0,265.1809182449,5,3.1755099996644276e-05,16,25,O3
395,265.21735,2321543,15.4,265.2173037537,4,4.6246300030361454e-05,17,29,O2
397,266.09743,147871664,1136.8,266.0975229703,16,9.297030004518092e-05,20,12,N1
398,266.1187,6474687,47.4,266.1186523391,11,4.766090000885015e-05,17,16,O2N1
400,266.1549,2666188,18.1,266.1550378479,10,0.0001378479000209154,18,20,O1N1
402,267.0662,1769602,11.2,267.0662824141,12,8.241410000664473e-05,16,11,O4
405,267.08146,2457992,16.5,267.0815385541,16,7.855410001411656e-05,20,11,O1
408,267.10267000000005,12027151,90.2,267.10266792289997,11,2.077100077713112e-06,17,15,O3
409,267.17537000000004,6772519,49.7,267.1754389405,9,6.894049994343732e-05,19,23,O1
410,267.19662,13677870,102.9,267.1965683093,4,5.169069999055864e-05,16,27,O3
412,267.23286,91633976,703.5,267.2329538181,3,9.381809996966695e-05,17,31,O2
414,268.09781,2148829,14.1,268.09791689469995,11,0.00010689469996805201,16,14,O3N1
417,268.11317,28097122,214.0,268.11317303469997,15,3.0346999437824707e-06,20,14,N1
418,268.13432,9680489,72.1,268.1343024035,10,1.759650001531554e-05,17,18,O2N1
419,268.17073999999997,2015349,13.1,268.1706879123,9,5.2087699941694154e-05,18,22,O1N1
423,269.08182,3413410,23.7,269.0819324785,11,0.00011247850000017934,16,13,O4
424,269.09719,3691175,25.8,269.0971886185,15,1.381499998842628e-06,20,13,O1
427,269.11835,8127406,59.7,269.1183179873,10,3.2012700046379905e-05,17,17,O3
430,269.15464,8702906,64.1,269.1547034961,9,6.349610004008355e-05,18,21,O2
431,269.17576,3369921,23.3,269.1758328649,4,7.28648999483994e-05,15,25,O4
432,269.21216,46394316,352.5,269.2122183737,3,5.837370002836906e-05,16,29,O3
433,269.24855,130980824,999.6,269.2486038825,2,5.388249996940431e-05,17,33,O2
434,270.09235,5609707,40.5,270.0924375903,15,8.75902999837308e-05,19,12,O1N1
436,270.12879,83119352,633.5,270.1288230991,14,3.30990999941605e-05,20,16,N1
443,271.0974,3119021,21.4,271.0975825429,10,0.0001825429000064105,16,15,O4
445,271.11289,7628851,55.9,271.11283868289996,14,5.131710003070111e-05,20,15,O1
448,271.134,3056697,20.9,271.1339680517,9,3.1948300033946e-05,17,19,O3
450,271.19155,2459467,16.4,271.1914829293,3,6.707070002676119e-05,15,27,O4
451,271.22787999999997,6279255,45.6,271.2278684381,2,1.1561899952994281e-05,16,31,O3
453,272.09269,1966376,12.6,272.0928315147,10,0.00014151469997614186,15,14,O4N1
454,272.10802,15117165,113.2,272.10808765469994,14,6.765469993297302e-05,19,14,O1N1
457,272.12911,1993843,12.8,272.12921702349996,9,0.0001070234999360764,16,18,O3N1
459,272.14449,330588032,2526.7,272.1444731635,13,1.6836500037697988e-05,20,18,N1
460,273.09207000000004,6394015,46.1,273.0921032385,14,3.32384999524038e-05,19,13,O2
463,273.11301000000003,2524581,16.7,273.1132326073,9,0.00022260729997469753,16,17,O4
465,273.12852000000004,13890730,103.1,273.12848874729997,13,3.125270006876235e-05,20,17,O1
468,273.14952,3597489,24.9,273.1496181161,8,9.811609999132997e-05,17,21,O3
469,274.08737,8252368,60.3,274.08735221029997,14,1.7789700052617263e-05,18,12,O2N1
471,274.12354,4989147,35.5,274.12373771909995,13,0.000197719099958249,19,16,O1N1
474,274.14493,1803362,11.3,274.14486708789997,8,6.291210002018488e-05,16,20,O3N1
476,274.16019,9774054,71.8,274.1601232279,12,6.677210001271305e-05,20,20,N1
478,275.10771,4351749,30.6,275.1077533029,13,4.330289999643355e-05,19,15,O2
480,275.12865,3263371,22.4,275.1288826717,8,0.00023267170001872728,16,19,O4
481,275.14414,13684495,101.5,275.1441388117,12,1.188300018384325e-06,20,19,O1
485,275.16534,3426838,23.6,275.1652681805,7,7.181950002177473e-05,17,23,O3
486,275.20161,9916193,72.9,275.2016536893,6,4.368929995735016e-05,18,27,O2
487,275.23795,3829036,26.7,275.23803919809995,5,8.91980999426778e-05,19,31,O1
488,276.10305,11343405,83.7,276.1030022747,13,4.7725300021284056e-05,18,14,O2N1
489,276.13934,6391352,46.1,276.13938778349996,12,4.778349995149256e-05,19,18,O1N1
491,276.17577,31919170,240.0,276.1757732923,11,3.2922999935180997e-06,20,22,N1
495,277.08699,6944590,50.3,277.0870178585,13,2.785850000464052e-05,18,13,O3
498,277.12346,3800409,26.4,277.1234033673,12,5.6632700022873905e-05,19,17,O2
499,277.14443,4074847,28.5,277.1445327361,7,0.00010273610001831912,16,21,O4
501,277.15976,7961443,58.0,277.1597888761,11,2.8876099975150282e-05,20,21,O1
504,277.18098,2886249,19.5,277.1809182449,6,6.175509997774498e-05,17,25,O3
508,277.21724,27848052,207.6,277.2173037537,5,6.375369997613234e-05,18,29,O2
509,278.08222,3627374,24.9,278.0822668303,13,4.68302999934167e-05,17,12,O3N1
511,278.09753,2935667,19.7,278.09752297029996,17,7.029700043403864e-06,21,12,N1
514,278.11865,10912377,79.9,278.1186523391,12,2.3390999785988242e-06,18,16,O2N1
516,278.15506,3640707,25.0,278.15503784789996,11,2.215210002987078e-05,19,20,O1N1
518,278.19145,43882124,328.5,278.1914233567,10,2.6643299975148693e-05,20,24,N1
522,278.24896,4622494,32.4,278.24893823429994,4,2.1765700068954175e-05,18,32,O1N1
523,279.06586,2784647,18.6,279.0662824141,13,0.00042241410000087853,17,11,O4
526,279.10273,5034898,35.5,279.10266792289997,12,6.207710003991451e-05,18,15,O3
528,279.13865,7078812,51.0,279.1390534317,11,0.00040343170002188344,19,19,O2
530,279.15983,1929890,12.1,279.1601828005,6,0.0003528005000248413,16,23,O4
532,279.17548,11429798,83.8,279.1754389405,10,4.105950000621306e-05,20,23,O1
538,279.23297,523233216,3942.9,279.2329538181,4,1.6181900036826846e-05,18,31,O2
542,280.11285,339978400,2561.1,280.11317303469997,16,0.0003230346999885114,21,14,N1
544,280.13398,7808180,56.5,280.1343024035,11,0.00032240349997891826,18,18,O2N1
547,280.26429,13773017,101.4,280.26458829869995,3,0.00029829869993136526,18,34,O1N1
548,281.0816,2665916,17.7,281.0819324785,12,0.0003324785000131669,17,13,O4
554,281.0969,7865792,56.9,281.09718861849996,16,0.0002886184999510988,21,13,O1
557,281.11807999999996,16174534,119.5,281.1183179873,11,0.00023798730001090007,18,17,O3
559,281.15486,6321616,45.2,281.1547034961,10,0.00015650389997290404,19,21,O2
562,281.19088,9486810,69.1,281.1910890049,9,0.00020900490000030914,20,25,O1
563,281.21196000000003,5888480,42.0,281.2122183737,4,0.00025837369997816495,17,29,O3
567,281.24835,13770221568,103829.2,281.2486038825,3,0.0002538824999760436,18,33,O2
571,282.09223,4688593,32.7,282.0924375903,16,0.00020759030002182044,20,12,O1N1
575,282.11338,4556759,31.7,282.11356695909996,11,0.0001869590999490356,17,16,O3N1
578,282.12865,93899480,700.3,282.1288230991,15,0.000173099099981755,21,16,N1
579,282.14977999999996,9844448,71.3,282.1499524679,10,0.00017246790002900525,18,20,O2N1
581,282.18617,2434410,15.8,282.1863379767,9,0.0001679766999700405,19,24,O1N1
590,283.09751,5954529,42.1,283.0975825429,11,7.25428999999167e-05,17,15,O4
591,283.11272,13321189,97.3,283.11283868289996,15,0.00011868289993799408,21,15,O1
594,283.13383,10157035,73.6,283.1339680517,10,0.0001380516999915926,18,19,O3
597,283.17025,11752437,85.5,283.1703535605,9,0.00010356050000837058,19,23,O2
598,283.19138,9547770,69.0,283.1914829293,4,0.00010292929999877742,16,27,O4
599,283.22777,18873348,138.8,283.2278684381,3,9.843809999665609e-05,17,31,O3
604,283.26409,4346145792,32523.0,283.2642539469,2,0.000163946899988332,18,35,O2
605,284.108,25066736,185.2,284.10808765469994,15,8.765469993932129e-05,20,14,O1N1
609,284.12917999999996,3918837,26.9,284.12921702349996,10,3.702349999912258e-05,17,18,O3N1
612,284.14443,206138624,1540.3,284.1444731635,14,4.316349998134683e-05,21,18,N1
615,284.25862,5440279,38.3,284.2595029187,2,0.0008829186999719241,17,34,O2N1
621,285.09213,3168243,21.3,285.0921032385,15,2.67615000097976e-05,20,13,O2
624,285.11321,4607481,32.1,285.1132326073,10,2.2607300024901633e-05,17,17,O4
627,285.12843,18787836,138.2,285.12848874729997,14,5.874729998822659e-05,21,17,O1
631,285.14957000000004,5528066,39.0,285.1496181161,9,4.811609994703758e-05,18,21,O3
634,285.18598,3405836,23.1,285.18600362489997,8,2.3624899995411397e-05,19,25,O2
635,285.20706,27336210,202.2,285.2071329937,3,7.299369997326721e-05,16,29,O4
636,285.24349,4375067,30.3,285.24351850249997,2,2.8502499958449334e-05,17,33,O3
641,286.08735,3866871,26.5,286.08735221029997,15,2.2102999537310097e-06,19,12,O2N1
642,286.10846000000004,3371772,22.8,286.1084815791,10,2.1579099950486125e-05,16,16,O4N1
644,286.12371,46239488,343.6,286.12373771909995,14,2.7719099932710378e-05,20,16,O1N1
651,286.16014,334229248,2498.9,286.1601232279,13,1.677210002526408e-05,21,20,N1
653,287.07142999999996,6519285,46.0,287.0713677941,15,6.220589995109549e-05,19,11,O3
654,287.10772000000003,17797118,129.8,287.1077533029,14,3.330289996483771e-05,20,15,O2
657,287.12896,3418627,23.0,287.1288826717,9,7.732829999440582e-05,17,19,O4
661,287.14419,26888200,197.3,287.1441388117,13,5.11883000058333e-05,21,19,O1
665,287.16526,6621709,46.8,287.1652681805,8,8.180500003618363e-06,18,23,O3
667,287.22283,33124380,243.6,287.2227830581,2,4.69418999955451e-05,16,31,O4
668,288.10297,15024380,109.2,288.1030022747,14,3.227469994726562e-05,19,14,O2N1
671,288.13944,6581509,46.5,288.13938778349996,13,5.221650002340539e-05,20,18,O1N1
676,288.1606,2254602,14.3,288.1605171523,8,8.284770001409925e-05,17,22,O3N1
678,288.17575,18620686,135.9,288.1757732923,12,2.3292299999866373e-05,21,22,N1
680,289.08707000000004,4103156,28.1,289.0870178585,14,5.2141500020752574e-05,19,13,O3
683,289.12336,8323581,59.4,289.1234033673,13,4.336730000886746e-05,20,17,O2
686,289.1446,4508162,31.1,289.1445327361,8,6.726390000721949e-05,17,21,O4
688,289.15983,17504774,127.6,289.1597888761,12,4.1123900018646964e-05,21,21,O1
692,289.18088,5407755,37.8,289.1809182449,7,3.824489999715297e-05,18,25,O3
694,289.21736,1716244,10.3,289.2173037537,6,5.624630000511388e-05,19,29,O2
695,289.25362,3813917,25.9,289.25368926249996,5,6.926249994876343e-05,20,33,O1
696,290.08234,2357228,15.1,290.0822668303,14,7.316969998782952e-05,18,12,O3N1
698,290.09758999999997,33590000,247.0,290.09752297029996,18,6.702970000560526e-05,22,12,N1
699,290.11862,22803188,166.9,290.1186523391,13,3.2339099959699524e-05,19,16,O2N1
