,m/z,I,S/N,em,dbe,error,C,H,Class
366,223.17033999999998,1968070,13.8,223.17035356050002,3,1.3560500036646772e-05,14,23,O2
368,224.07172999999997,3586650,27.3,224.07170214590002,10,2.785409995453847e-05,14,10,O2N1
370,224.10807999999997,1351530,8.7,224.1080876547,9,7.654700027615036e-06,15,14,O1N1
374,225.09207999999998,4995239,38.8,225.09210323850002,9,2.323850003449479e-05,15,13,O2
375,225.11328999999998,1059696,6.3,225.1132326073,4,5.739269997206975e-05,12,17,O4
376,225.12847999999997,10792887,86.7,225.1284887473,8,8.747300029199323e-06,16,17,O1
377,225.14969,4716225,36.5,225.1496181161,3,7.188390000578693e-05,13,21,O3
379,225.18606,31944146,261.6,225.1860036249,2,5.6375100001559986e-05,14,25,O2
382,226.08739,4271212,32.8,226.08735221030003,9,3.778969997370041e-05,14,12,O2N1
383,226.12372000000002,1899580,13.2,226.1237377191,8,1.771909998637966e-05,15,16,O1N1
386,226.14486000000002,1077190,6.4,226.1448670879,3,7.087899973612366e-06,12,20,O3N1
392,227.07134,3048878,22.7,227.0713677941,9,2.779410002062832e-05,14,11,O3
395,227.10775,2498238,18.2,227.1077533029,8,3.3028999837370066e-06,15,15,O2
396,227.1289,3059528,22.8,227.1288826717,3,1.7328299975361006e-05,12,19,O4
398,227.20167999999998,119318888,983.9,227.2016536893,1,2.631069997960367e-05,14,27,O2
399,228.10297999999997,2288776,16.4,228.1030022747,8,2.227470002935661e-05,14,14,O2N1
400,228.1394,1500089,9.9,228.1393877835,7,1.2216499982287132e-05,15,18,O1N1
401,228.17575,1162409,7.1,228.17577329230002,6,2.3292300028288082e-05,16,22,N1
406,229.08712000000003,1304590,8.3,229.08701785850002,8,0.00010214150000820155,14,13,O3
408,229.12347999999997,1935711,13.5,229.1234033673,7,7.663269997237876e-05,15,17,O2
409,229.15982000000002,5409776,42.1,229.1597888761,6,3.112390001547283e-05,16,21,O1
416,230.09759,156253856,1284.2,230.09752297030002,12,6.702969997718355e-05,17,12,N1
417,230.11866,2873517,21.2,230.1186523391,7,7.660899996153603e-06,14,16,O2N1
422,231.08154,3647468,27.4,231.0815385541,12,1.4458999828548258e-06,17,11,O1
426,231.10268,4543094,34.8,231.10266792289997,7,1.207710002404383e-05,14,15,O3
428,231.13907999999998,2856327,20.9,231.1390534317,6,2.656829997249588e-05,15,19,O2
429,231.17548,6220440,48.5,231.17543894050002,5,4.105949997779135e-05,16,23,O1
431,232.07653,1169596,7.1,232.07678752590002,12,0.0002575259000252572,16,10,O1N1
433,232.09797000000003,1559430,10.3,232.09791689469998,7,5.3105300054312465e-05,13,14,O3N1
435,232.1131,2451021,17.6,232.1131730347,11,7.303469999442314e-05,17,14,N1
436,232.13436000000002,1502935,9.8,232.13430240350002,6,5.759649999959038e-05,14,18,O2N1
441,233.08198,4223506,32.1,233.0819324785,7,4.752149999376343e-05,13,13,O4
442,233.0972,4834841,37.2,233.0971886185,11,1.1381499973595055e-05,17,13,O1
443,233.11837999999997,6950435,54.5,233.11831798729997,6,6.20126999990589e-05,14,17,O3
445,233.15478,10942516,87.3,233.1547034961,5,7.650389997593265e-05,15,21,O2
447,233.19114,11123781,88.7,233.1910890049,4,5.0995099996953286e-05,16,25,O1
450,234.09246000000002,1801066,12.2,234.09243759030002,11,2.240969999434128e-05,16,12,O1N1
453,234.12882000000002,24075770,194.2,234.1288230991,10,3.0990999846380873e-06,17,16,N1
454,234.14999,1084005,6.4,234.14995246790002,5,3.75320999808082e-05,14,20,O2N1
459,235.07647999999998,1268726,7.9,235.0764531741,11,2.682589996538809e-05,16,11,O2
460,235.09761,2756032,20.0,235.0975825429,6,2.7457100003402957e-05,13,15,O4
462,235.11291,6191559,48.1,235.1128386829,10,7.131710000862768e-05,17,15,O1
465,235.13395,1698385,11.4,235.13396805169998,5,1.8051699981924685e-05,14,19,O3
468,235.17032000000003,3214306,23.8,235.17035356050002,4,3.3560499986151626e-05,15,23,O2
475,236.1081,8623512,67.9,236.1080876547,10,1.2345300007154947e-05,16,14,O1N1
476,236.1445,121330088,988.6,236.1444731635,9,2.6836499984028706e-05,17,18,N1
481,237.09211000000002,4856419,37.0,237.09210323850002,10,6.761500003449328e-06,16,13,O2
485,237.11302,1802605,12.2,237.1132326073,5,0.0002126072999999451,13,17,O4
486,237.12855,12906356,102.5,237.1284887473,9,6.125269999301963e-05,17,17,O1
491,237.14961,2681214,19.3,237.1496181161,4,8.116099991184456e-06,14,21,O3
492,237.18597999999997,3509391,26.1,237.1860036249,3,2.3624900023833106e-05,15,25,O2
497,238.08739,5512499,42.3,238.08735221030003,10,3.778969997370041e-05,15,12,O2N1
498,238.12373,2383108,16.9,238.1237377191,9,7.719100011627233e-06,16,16,O1N1
505,239.07145,3336188,24.6,239.0713677941,10,8.220589998586547e-05,15,11,O3
507,239.10781,5881869,45.3,239.1077533029,9,5.66971000068861e-05,16,15,O2
508,239.12883,4353047,32.9,239.1288826717,4,5.267170001843624e-05,13,19,O4
509,239.14417000000003,9239325,72.7,239.1441388117,8,3.1188300027906735e-05,17,19,O1
510,239.16531,6190120,47.9,239.1652681805,3,4.181950001225232e-05,14,23,O3
512,239.2017,11864376,94.0,239.2016536893,2,4.631069998595194e-05,15,27,O2
514,240.08152,1081680,6.3,240.0818729059,14,0.0003529059000015877,18,10,N1
515,240.10307999999998,10207450,80.2,240.1030022747,9,7.772529997396305e-05,15,14,O2N1
517,240.1394,2665706,19.1,240.1393877835,8,1.2216499982287132e-05,16,18,O1N1
523,241.08701000000002,5961632,45.8,241.08701785850002,9,7.858499998292245e-06,15,13,O3
527,241.12337999999997,6384048,49.2,241.1234033673,8,2.3367300030940896e-05,16,17,O2
528,241.14463999999998,2904506,21.0,241.14453273610002,3,0.00010726389996307262,13,21,O4
529,241.18097000000003,5251019,40.0,241.1809182449,2,5.175510003141426e-05,14,25,O3
531,241.2173,58520284,471.5,241.2173037537,1,3.7537000139309384e-06,15,29,O2
536,242.08232999999998,1320488,8.2,242.08226683030003,9,6.316969995623367e-05,14,12,O3N1
537,242.09752999999998,3642991,27.0,242.09752297030002,13,7.029699958138735e-06,18,12,N1
538,242.1187,2155513,15.0,242.1186523391,8,4.766089998042844e-05,15,16,O2N1
540,242.15502999999998,1616394,10.6,242.15503784790002,7,7.847900036495048e-06,16,20,O1N1
542,242.17616,5992084,46.0,242.1761672167,2,7.2166999984801805e-06,13,24,O3N1
543,242.19142000000002,1708058,11.3,242.1914233567,6,3.3566999775302975e-06,17,24,N1
545,243.06631000000002,2264298,15.8,243.0662824141,9,2.758590002827077e-05,14,11,O4
546,243.08155,1129713,6.6,243.0815385541,13,1.1445899986028962e-05,18,11,O1
548,243.10277999999997,2030906,13.9,243.10266792289997,8,0.00011207709999894178,15,15,O3
550,243.13911000000002,3059019,22.2,243.1390534317,7,5.656830001044e-05,16,19,O2
551,243.16015,1273653,7.8,243.16018280050002,2,3.280050003695578e-05,13,23,O4
552,243.17531,4796380,36.2,243.17543894050002,6,0.00012894050001932555,17,23,O1
554,243.19651000000002,1680869,11.1,243.1965683093,1,5.830929998751344e-05,14,27,O3
559,244.06152999999998,1526510,9.8,244.0615313859,9,1.3859000205229677e-06,13,10,O4N1
560,244.07682999999997,1611508,10.5,244.07678752590002,13,4.247409995628004e-05,17,10,O1N1
562,244.09797000000003,1378110,8.6,244.09791689469998,8,5.3105300054312465e-05,14,14,O3N1
564,244.11317999999997,372160512,2998.7,244.1131730347,12,6.9652999741265376e-06,18,14,N1
566,244.15444,4202264,31.4,244.15543177230003,2,0.0009917723000398837,12,22,O4N1
574,245.08167999999998,1154937,6.8,245.0819324785,8,0.00025247850001619554,14,13,O4
577,245.0972,7131073,55.0,245.0971886185,12,1.1381499973595055e-05,18,13,O1
582,245.1183,6040266,46.2,245.11831798729997,7,1.7987299969490778e-05,15,17,O3
584,245.15478,3410522,25.0,245.1547034961,6,7.650389997593265e-05,16,21,O2
585,245.19116,5232619,39.7,245.1910890049,5,7.099510000330156e-05,17,25,O1
588,246.05619,1228685,7.4,246.0560520815,13,0.00013791849997346617,16,8,O2N1
590,246.09249,1860861,12.5,246.09243759030002,12,5.240969997544198e-05,17,12,O1N1
593,246.11357,2132935,14.7,246.11356695909998,7,3.0409000260078756e-06,14,16,O3N1
595,246.12891000000002,4041614,30.1,246.1288230991,11,8.690090001550743e-05,18,16,N1
596,246.14994,2069591,14.2,246.14995246790002,6,1.2467900035062485e-05,15,20,O2N1
600,247.09759,3622331,26.6,247.0975825429,7,7.457099997054684e-06,14,15,O4
601,247.1129,9389378,72.9,247.1128386829,11,6.131710000545354e-05,18,15,O1
604,247.13402000000002,5526603,41.9,247.13396805169998,6,5.194830004029427e-05,15,19,O3
605,247.17042999999998,4480091,33.5,247.17035356050002,5,7.643949996349875e-05,16,23,O2
606,247.2068,11020139,86.0,247.2067390693,4,6.0930699987693515e-05,17,27,O1
608,248.10806000000002,4989687,37.6,248.1080876547,11,2.765469997711989e-05,17,14,O1N1
610,248.12928,1806464,12.0,248.1292170235,6,6.297650000419708e-05,14,18,O3N1
611,248.14445,44431112,354.2,248.1444731635,10,2.3163500003420268e-05,18,18,N1
618,249.09216,1911971,12.8,249.09210323850002,11,5.67614999908983e-05,17,13,O2
619,249.11324,3217068,23.3,249.1132326073,6,7.392699984620776e-06,14,17,O4
621,249.12852,5833651,44.3,249.1284887473,10,3.125270001191893e-05,18,17,O1
624,249.1496,4589884,34.3,249.1496181161,5,1.8116099994358592e-05,15,21,O3
626,249.18604,2636492,18.7,249.1860036249,4,3.637509999521171e-05,16,25,O2
632,250.08717000000001,1782991,11.8,250.08735221030003,11,0.00018221030001086547,16,12,O2N1
633,250.1238,7082847,54.1,250.1237377191,10,6.228089998217001e-05,17,16,O1N1
636,250.16017999999997,90886768,723.8,250.16012322790002,9,5.67720999526955e-05,18,20,N1
639,251.07144,1918897,12.8,251.0713677941,11,7.220589998269134e-05,16,11,O3
640,251.1078,5882369,44.5,251.1077533029,10,4.6697100003711967e-05,17,15,O2
643,251.12895,2023050,13.7,251.1288826717,5,6.732829999123169e-05,14,19,O4
644,251.14416,11987472,93.3,251.1441388117,9,2.118829999631089e-05,18,19,O1
648,251.16535,3480345,25.3,251.1652681805,4,8.181949999652716e-05,15,23,O3
649,251.20177,4338217,32.2,251.2016536893,3,0.0001163107000081709,16,27,O2
653,252.10306,5086114,38.1,252.1030022747,10,5.772529999603648e-05,16,14,O2N1
655,252.13941,3010865,21.6,252.1393877835,9,2.221649998546127e-05,17,18,O1N1
665,253.08708,5174842,38.9,253.08701785850002,10,6.214149996708329e-05,16,13,O3
667,253.12345,6432841,48.9,253.1234033673,9,4.663269999127806e-05,17,17,O2
668,253.14452999999997,5513041,41.6,253.14453273610002,4,2.7361000434211746e-06,14,21,O4
669,253.1598,7873368,60.4,253.1597888761,8,1.1123899980702845e-05,18,21,O1
670,253.1809,4167648,30.8,253.1809182449,3,1.8244899990804697e-05,15,25,O3
672,253.21732999999998,270862176,2162.1,253.2173037537,2,2.624629996716976e-05,16,29,O2
675,254.08225,1730895,11.3,254.08226683030003,10,1.683030004073771e-05,15,12,O3N1
676,254.09751,3806678,27.8,254.09752297030002,14,1.2970300019787828e-05,19,12,N1
678,254.11867,12784350,99.2,254.1186523391,9,1.766089999932774e-05,16,16,O2N1
681,254.15509,2588397,18.1,254.15503784790002,8,5.215209998254977e-05,17,20,O1N1
684,254.24899,1754899,11.5,254.2489382343,1,5.1765699993211456e-05,16,32,O1N1
686,255.06634,1712219,11.1,255.0662824141,10,5.758590000937147e-05,15,11,O4
687,255.10272999999998,7408745,56.4,255.10266792289997,9,6.20771000114928e-05,16,15,O3
690,255.13915,5837944,43.9,255.1390534317,8,9.656829999471483e-05,17,19,O2
691,255.16021,3389056,24.5,255.16018280050002,3,2.7199499982089037e-05,14,23,O4
692,255.1754,4627590,34.3,255.17543894050002,7,3.8940500019180035e-05,18,23,O1
694,255.1967,2801806,19.8,255.1965683093,2,0.00013169069998753002,15,27,O3
699,256.09794,2554226,17.8,256.09791689469995,9,2.3105300044790056e-05,15,14,O3N1
701,256.11316,21284856,166.8,256.11317303469997,13,1.3034699975378317e-05,19,14,N1
702,256.13432,1932928,12.9,256.1343024035,8,1.759650001531554e-05,16,18,O2N1
704,256.17056,1423934,8.8,256.1706879123,7,0.00012791230000175347,17,22,O1N1
706,256.20721000000003,1219612,7.2,256.2070734211,6,0.000136578900026052,18,26,N1
710,257.08182999999997,1950447,12.9,257.0819324785,9,0.00010247850002542691,15,13,O4
712,257.09722,2664565,18.6,257.0971886185,13,3.138149997994333e-05,19,13,O1
715,257.11834,3443837,24.7,257.1183179873,8,2.201270001478406e-05,16,17,O3
717,257.15472,3559435,25.6,257.1547034961,7,1.6503899985309545e-05,17,21,O2
720,257.17591,2118803,14.3,257.1758328649,2,7.713510001394752e-05,14,25,O4
721,257.19114,4265113,31.2,257.1910890049,6,5.0995100025374995e-05,18,25,O1
723,257.21227000000005,1195617,7.0,257.2122183737,1,5.162630003496815e-05,15,29,O3
728,258.07722,2268394,15.4,258.0771814503,9,3.854970003658309e-05,14,12,O4N1
729,258.09252999999995,4689648,34.6,258.0924375903,13,9.240969995971682e-05,18,12,O1N1
731,258.11352,2233080,15.2,258.11356695909996,8,4.69590999614411e-05,15,16,O3N1
734,258.12886000000003,372526848,2940.2,258.1288230991,12,3.690090005648017e-05,19,16,N1
735,258.14999,3002757,21.2,258.1499524679,7,3.753210000922991e-05,16,20,O2N1
737,259.07649,1546974,9.7,259.0764531741,13,3.6825899996983935e-05,18,11,O2
739,259.09761000000003,2534886,17.5,259.0975825429,8,2.7457100031824666e-05,15,15,O4
742,259.11292000000003,8797292,67.0,259.11283868289996,12,8.131710006864523e-05,19,15,O1
746,259.13403,5597556,41.7,259.1339680517,7,6.19483000150467e-05,16,19,O3
747,259.17042000000004,3490177,25.1,259.1703535605,6,6.643950001716803e-05,17,23,O2
748,259.20673999999997,5571726,41.5,259.2067390693,5,9.306999686486961e-07,18,27,O1
750,260.07177,3175626,22.6,260.0717021459,13,6.785409999565672e-05,17,10,O2N1
752,260.10821,3205335,22.8,260.1080876547,12,0.00012234529998522703,18,14,O1N1
755,260.12924,2235998,15.2,260.12921702349996,7,2.297650001992224e-05,15,18,O3N1
759,260.14447,7109604,53.7,260.1444731635,11,3.163499968650285e-06,19,18,N1
760,260.16552,1833067,12.0,260.1656025323,6,8.253229998445022e-05,16,22,O2N1
766,261.0919,2657590,18.4,261.0921032385,12,0.0002032384999779424,18,13,O2
768,261.11332999999996,3338814,23.7,261.1132326073,7,9.739269995634459e-05,15,17,O4
769,261.12852999999996,10208323,77.6,261.12848874729997,11,4.125269998667136e-05,19,17,O1
771,261.14963,4527179,33.0,261.1496181161,6,1.1883900015163817e-05,16,21,O3
774,261.18606,4808792,35.2,261.18600362489997,5,5.6375100029981695e-05,17,25,O2
775,261.22245,13245284,101.4,261.2223891337,4,6.086629997525961e-05,18,29,O1
776,262.08747,3523474,25.2,262.0873522103,12,0.00011778969997067179,17,12,O2N1
779,262.12375,6977695,52.3,262.1237377191,11,1.228089996629933e-05,18,16,O1N1
782,262.14493,1366182,8.2,262.14486708789997,6,6.291210002018488e-05,15,20,O3N1
783,262.16015,52452524,409.0,262.1601232279,10,2.6772100000016508e-05,19,20,N1
787,263.07141,2397796,16.3,263.0713677941,12,4.2205900001590635e-05,17,11,O3
791,263.10762,2361328,16.0,263.1077533029,11,0.00013330289999657907,18,15,O2
795,263.12886000000003,2329847,15.8,263.1288826717,6,2.267169998049212e-05,15,19,O4
797,263.14412000000004,7267580,54.5,263.1441388117,10,1.881169993112053e-05,19,19,O1
801,263.16528999999997,2563972,17.6,263.1652681805,5,2.1819499977482337e-05,16,23,O3
804,263.20146,2721552,18.9,263.2016536893,4,0.0001936892999765405,17,27,O2
807,264.10305,4389182,31.9,264.1030022747,11,4.7725300021284056e-05,17,14,O2N1
808,264.12436,1079237,6.0,264.1241316435,6,0.00022835650003116825,14,18,O4N1
810,264.13936,6106698,45.4,264.1393877835,10,2.7783500001987704e-05,18,18,O1N1
812,264.17582999999996,75802456,592.2,264.1757732923,9,5.67076999686833e-05,19,22,N1
817,265.08701,3671681,26.1,265.0870178585,11,7.858499998292245e-06,17,13,O3
819,265.12345,6266253,46.3,265.1234033673,10,4.663269999127806e-05,18,17,O2
822,265.14447,2563476,17.5,265.1445327361,5,6.273610000562257e-05,15,21,O4
824,265.15987,12247193,92.9,265.1597888761,9,8.112390003134351e-05,19,21,O1
827,265.18096,5178016,37.9,265.1809182449,4,4.175510002824012e-05,16,25,O3
828,265.21738,3968940,28.4,265.2173037537,3,7.624630001146215e-05,17,29,O2
833,266.09747999999996,45963720,355.6,266.0975229703,15,4.297030005773195e-05,20,12,N1
834,266.11872999999997,7140302,53.1,266.1186523391,10,7.766089998995085e-05,17,16,O2N1
836,266.15494,3924697,28.1,266.1550378479,9,9.784790000821886e-05,18,20,O1N1
840,266.19152,1148645,6.5,266.1914233567,8,9.664330002578936e-05,19,24,N1
849,267.10267000000005,6921988,51.4,267.10266792289997,10,2.077100077713112e-06,17,15,O3
852,267.13912,6250767,46.2,267.1390534317,9,6.656829998519243e-05,18,19,O2
853,267.16027,3004438,20.9,267.1601828005,4,8.719950000113386e-05,15,23,O4
854,267.1754,8796954,66.1,267.1754389405,8,3.8940499962336617e-05,19,23,O1
855,267.19665,12141857,92.1,267.1965683093,3,8.169069997165934e-05,16,27,O3
856,267.23292000000004,56720172,439.4,267.2329538181,2,3.381809995062213e-05,17,31,O2
860,268.09783,2246967,15.0,268.09791689469995,10,8.689469996170374e-05,16,14,O3N1
863,268.11321,14443580,110.0,268.11317303469997,14,3.6965300012070657e-05,20,14,N1
864,268.13435,10721858,81.0,268.1343024035,9,4.759649999641624e-05,17,18,O2N1
865,268.17066,2926286,20.3,268.1706879123,8,2.791230002685552e-05,18,22,O1N1
874,269.08187000000004,3314657,23.2,269.0819324785,10,6.247849995588695e-05,16,13,O4
878,269.11841,6205037,45.5,269.1183179873,9,9.20127000085813e-05,17,17,O3
881,269.15468,7757175,57.5,269.1547034961,8,2.3496100027387e-05,18,21,O2
882,269.1759,5393278,39.2,269.1758328649,3,6.71351000391951e-05,15,25,O4
883,269.19112,4696194,33.9,269.1910890049,7,3.099510001902672e-05,19,25,O1
885,269.21222,31212936,238.9,269.2122183737,2,1.6262999906757614e-06,16,29,O3
886,269.2486,93613456,721.6,269.2486038825,1,3.882499981955334e-06,17,33,O2
887,270.09238999999997,2929806,20.2,270.0924375903,14,4.7590300027877674e-05,19,12,O1N1
889,270.11363,2317844,15.5,270.11356695909996,9,6.30409000450527e-05,16,16,O3N1
890,270.12882,53360280,410.2,270.1288230991,13,3.099099956216378e-06,20,16,N1
891,270.14999,2216350,14.7,270.1499524679,8,3.753210000922991e-05,17,20,O2N1
893,270.18635,1480361,9.0,270.1863379767,7,1.2023300030250539e-05,18,24,O1N1
896,270.22277,1293492,7.5,270.22272348549996,6,4.651450007031599e-05,19,28,N1
899,271.09761000000003,2533554,17.1,271.0975825429,9,2.7457100031824666e-05,16,15,O4
901,271.11291,4267447,30.5,271.11283868289996,13,7.131710003704939e-05,20,15,O1
905,271.134,3754429,26.6,271.1339680517,8,3.1948300033946e-05,17,19,O3
910,271.17015,3232839,22.5,271.1703535605,7,0.00020356050004011195,18,23,O2
911,271.19136000000003,4333261,31.0,271.1914829293,2,0.00012292929994828228,15,27,O4
912,271.20665,5069522,36.7,271.2067390693,6,8.90692999746534e-05,19,27,O1
915,271.22786,4367320,31.3,271.2278684381,1,8.438099996510573e-06,16,31,O3
918,272.09303,2013134,13.1,272.0928315147,9,0.00019848530001809195,15,14,O4N1
919,272.10807,10948818,82.2,272.10808765469994,13,1.7654699945524044e-05,19,14,O1N1
922,272.1292,2426969,16.3,272.12921702349996,8,1.7023499935930886e-05,16,18,O3N1
924,272.14454,279634144,2160.3,272.1444731635,12,6.683650002514696e-05,20,18,N1
926,272.16541,2638307,17.9,272.1656025323,7,0.000192532299990944,17,22,O2N1
928,272.20207,1308909,7.7,272.2019880411,6,8.195890001161388e-05,18,26,O1N1
930,273.09188,3345382,23.2,273.0921032385,13,0.00022323849998429068,19,13,O2
933,273.11335,2834924,19.3,273.1132326073,8,0.00011739270001953628,16,17,O4
935,273.12856,8875504,65.7,273.12848874729997,12,7.125270002461548e-05,20,17,O1
938,273.14962,5678582,41.1,273.1496181161,7,1.8839000404113904e-06,17,21,O3
939,273.18608,4169728,29.6,273.18600362489997,6,7.637510003632997e-05,18,25,O2
940,273.22246,5982218,43.5,273.22238913369995,5,7.086630006369887e-05,19,29,O1
943,274.08745,6963448,51.0,274.08735221029997,13,9.778970002116694e-05,18,12,O2N1
946,274.12374,5146370,37.1,274.12373771909995,12,2.280900048390322e-06,19,16,O1N1
949,274.14498,1707655,10.7,274.14486708789997,7,0.00011291210000763385,16,20,O3N1
952,274.16022999999996,13823755,103.7,274.1601232279,11,0.00010677209996856618,20,20,N1
953,274.18099,1257937,7.2,274.18125259669995,6,0.00026259669994033175,17,24,O2N1
954,274.21778,1315739,7.6,274.2176381055,5,0.0001418945000182248,18,28,O1N1
962,275.10781000000003,4486411,32.0,275.1077533029,12,5.669710003530781e-05,19,15,O2
966,275.12887,3668240,25.7,275.1288826717,7,1.2671700005739694e-05,16,19,O4
968,275.14417000000003,10427924,77.6,275.1441388117,11,3.1188300056328444e-05,20,19,O1
972,275.16536,4305434,30.6,275.1652681805,6,9.1819500028123e-05,17,23,O3
974,275.20169,12097060,90.4,275.2016536893,5,3.6310700011199515e-05,18,27,O2
975,275.23805,14224429,106.7,275.23803919809995,4,1.0801900032220146e-05,19,31,O1
977,276.06663,1271176,7.3,276.0666167659,13,1.3234099981218606e-05,17,10,O3N1
979,276.1031,11147538,83.1,276.1030022747,12,9.772530000873303e-05,18,14,O2N1
981,276.13941,10310427,76.7,276.13938778349996,11,2.2216500042304688e-05,19,18,O1N1
983,276.17582000000004,53429540,407.7,276.1757732923,10,4.670770005077429e-05,20,22,N1
