,m/z,I,S/N,em,dbe,error,C,H,Class
3726,200.10806000000002,1545616,10.8,200.1080876547,7,2.765469997711989e-05,13,14,O1N1
3729,200.12976,9493877,79.1,200.1292170235,2,0.0005429765000144471,10,18,O3N1
3802,201.11317,2026032,14.9,201.1132326073,2,6.260730000917647e-05,10,17,O4
3878,202.08733999999998,1620529,11.4,202.08735221030003,7,1.2210300042170275e-05,12,12,O2N1
3948,203.10773,1525127,10.6,203.1077533029,6,2.330289999008528e-05,13,15,O2
3951,203.12892,1986125,14.5,203.1288826717,1,3.732829998170928e-05,10,19,O4
3954,203.1442,1246578,8.2,203.1441388117,5,6.118830000900743e-05,14,19,O1
4094,205.05065,1244469,8.1,205.05063234969998,7,1.7650300009108832e-05,11,9,O4
4100,205.08706,1682943,11.9,205.08701785850002,6,4.214149998915673e-05,12,13,O3
4105,205.12343,2460234,18.5,205.1234033673,5,2.6632700013351496e-05,13,17,O2
4258,207.06625,1185328,7.6,207.0662824141,6,3.241409999077405e-05,11,11,O4
4268,207.139,1336207,8.9,207.1390534317,4,5.3431699996053794e-05,13,19,O2
4344,208.07679,1535960,10.6,208.07678752590002,10,2.474099972005206e-06,14,10,O1N1
4347,208.11316000000002,11928419,99.2,208.1131730347,9,1.3034699975378317e-05,15,14,N1
4417,209.09714,1057090,6.5,209.0971886185,9,4.8618500017028055e-05,15,13,O1
4423,209.15472,4993973,40.0,209.1547034961,3,1.6503899985309545e-05,13,21,O2
4483,210.05603,1708575,12.0,210.0560520815,10,2.2081500020476597e-05,13,8,O2N1
4548,211.09761,1215935,7.8,211.0975825429,4,2.7457100003402957e-05,11,15,O4
4551,211.13398999999998,3123915,24.0,211.13396805169998,3,2.1948300002350152e-05,12,19,O3
4552,211.17038,11959896,99.0,211.17035356050002,2,2.6439499976049774e-05,13,23,O2
4622,212.10811,1010011,6.1,212.1080876547,8,2.2345300010329083e-05,14,14,O1N1
4688,213.0921,2266101,16.7,213.09210323850002,8,3.238500028146518e-06,14,13,O2
4691,213.11326,1001436,6.0,213.1132326073,3,2.739269999096905e-05,11,17,O4
4693,213.14962999999997,3075849,23.6,213.1496181161,2,1.1883899986742108e-05,12,21,O3
4695,213.18599999999998,54276372,458.0,213.1860036249,1,3.6249000174848334e-06,13,25,O2
4750,214.08733999999998,1556632,10.7,214.08735221030003,8,1.2210300042170275e-05,13,12,O2N1
4755,214.12373,1703141,11.9,214.1237377191,7,7.719100011627233e-06,14,16,O1N1
4758,214.14485,1073165,6.6,214.1448670879,2,1.7087900005208212e-05,11,20,O3N1
4828,215.12887999999998,1314770,8.6,215.1288826717,2,2.6717000309872674e-06,11,19,O4
4830,215.14405,1125480,7.0,215.1441388117,6,8.88117000101829e-05,15,19,O1
4907,216.08189,3212210,24.7,216.0818729059,12,1.709409997374678e-05,16,10,N1
