,m/z,I,S/N,em,dbe,error,C,H,Class
52,201.11325,5132358,41.4,201.1132326073,2,1.7392699987794913e-05,10,17,O4
57,203.10776,2589245,19.6,203.1077533029,6,6.69710001943713e-06,13,15,O2
58,203.12888999999998,2761284,21.1,203.1288826717,1,7.328299972186869e-06,10,19,O4
60,205.1234,3652962,28.6,205.1234033673,5,3.367299996170914e-06,13,17,O2
65,209.1547,8158358,66.5,209.1547034961,3,3.4961000210387283e-06,13,21,O2
66,211.13402000000002,2092883,15.2,211.13396805169998,3,5.194830004029427e-05,12,19,O3
68,211.17037000000002,13900896,114.7,211.17035356050002,2,1.6439500001297347e-05,13,23,O2
70,213.09211000000002,4233380,33.2,213.09210323850002,8,6.761500003449328e-06,14,13,O2
71,213.11323,1690924,11.8,213.1132326073,3,2.60730001855336e-06,11,17,O4
72,213.14968,1901946,13.5,213.1496181161,2,6.188390000261279e-05,12,21,O3
73,213.18599999999998,40099144,335.6,213.1860036249,1,3.6249000174848334e-06,13,25,O2
77,215.1078,1635748,11.3,215.1077533029,7,4.6697100003711967e-05,14,15,O2
78,215.12887999999998,3582381,27.6,215.1288826717,2,2.6717000309872674e-06,11,19,O4
80,217.1234,5522748,43.8,217.1234033673,6,3.367299996170914e-06,14,17,O2
82,219.13906,7268841,58.2,219.1390534317,5,6.5682999945693155e-06,14,19,O2
83,219.17545,4695032,36.7,219.17543894050002,4,1.1059499996690647e-05,15,23,O1
84,221.08194,1524745,10.2,221.0819324785,6,7.521500009488591e-06,12,13,O4
85,221.15474,6063528,48.2,221.1547034961,4,3.650389999165782e-05,14,21,O2
89,223.17035,18798326,154.0,223.17035356050002,3,3.560500005050926e-06,14,23,O2
91,225.09212000000002,1899306,13.3,225.09210323850002,9,1.6761500006623464e-05,15,13,O2
94,225.18605,59051092,487.6,225.1860036249,2,4.637509999838585e-05,14,25,O2
97,227.10777000000002,3689104,28.1,227.1077533029,8,1.6697100022611266e-05,15,15,O2
98,227.12887999999998,2003033,14.1,227.1288826717,3,2.6717000309872674e-06,12,19,O4
100,227.16532,3420073,25.9,227.1652681805,2,5.1819500015426456e-05,13,23,O3
101,227.20168999999999,176117696,1459.1,227.2016536893,1,3.6310699982777805e-05,14,27,O2
103,229.12344,3046142,22.7,229.1234033673,7,3.663269998810392e-05,15,17,O2
104,229.14449,3023623,22.5,229.14453273610002,2,4.273610002769601e-05,12,21,O4
106,230.09756000000002,4470696,34.5,230.09752297030002,12,3.7029699996082854e-05,17,12,N1
107,231.10261,2012769,14.1,231.10266792289997,7,5.7922899969753416e-05,14,15,O3
110,231.13907000000003,5619569,43.8,231.1390534317,6,1.656830002616516e-05,15,19,O2
112,233.15477,16416231,132.8,233.1547034961,5,6.650390000118023e-05,15,21,O2
114,235.07647999999998,2911284,21.4,235.0764531741,11,2.682589996538809e-05,16,11,O2
115,235.13396,2126157,15.0,235.13396805169998,5,8.051699978750548e-06,14,19,O3
119,235.17037000000002,10731357,85.6,235.17035356050002,4,1.6439500001297347e-05,15,23,O2
120,236.10814,1657209,11.1,236.1080876547,10,5.2345299991429783e-05,16,14,O1N1
121,236.14444,2570185,18.6,236.1444731635,9,3.3163500006594404e-05,17,18,N1
123,237.09212999999997,2962472,21.7,237.09210323850002,10,2.6761499952954182e-05,16,13,O2
126,237.18599,34656464,281.1,237.1860036249,3,1.362489999223726e-05,15,25,O2
128,238.08739,1662170,11.1,238.08735221030003,10,3.778969997370041e-05,15,12,O2N1
132,239.07138999999998,2014407,14.0,239.0713677941,10,2.2205899966820652e-05,15,11,O3
133,239.10776,3858326,29.1,239.1077533029,9,6.69710001943713e-06,16,15,O2
134,239.1289,2286112,16.2,239.1288826717,4,1.7328299975361006e-05,13,19,O4
135,239.1653,4112431,31.1,239.1652681805,3,3.181950000907818e-05,14,23,O3
136,239.20168999999999,41401408,336.3,239.2016536893,2,3.6310699982777805e-05,15,27,O2
138,241.12333999999998,3918845,29.4,241.1234033673,8,6.336730001521573e-05,16,17,O2
139,241.14453999999998,2335431,16.5,241.14453273610002,3,7.263899959752962e-06,13,21,O4
140,241.18094,8614806,67.7,241.1809182449,2,2.175509999347014e-05,14,25,O3
141,241.2173,108220328,879.7,241.2173037537,1,3.7537000139309384e-06,15,29,O2
142,242.1762,4270657,32.3,242.1761672167,2,3.2783299985794656e-05,13,24,O3N1
145,243.13907999999998,4250842,32.0,243.1390534317,7,2.656829997249588e-05,16,19,O2
146,243.16021,2981219,21.7,243.16018280050002,2,2.7199499982089037e-05,13,23,O4
150,244.1132,17562742,140.1,244.1131730347,12,2.696530000889652e-05,18,14,N1
151,244.13436000000002,1556159,10.1,244.13430240350002,7,5.759649999959038e-05,15,18,O2N1
153,244.15591,9451144,74.2,244.15543177230003,2,0.000478227699971967,12,22,O4N1
159,245.11833,1843867,12.5,245.11831798729997,7,1.2012700011609923e-05,15,17,O3
162,245.15472999999997,9967658,78.4,245.1547034961,6,2.6503899960061972e-05,16,21,O2
164,247.13396,1550364,10.0,247.13396805169998,6,8.051699978750548e-06,15,19,O3
165,247.17041,13215083,104.4,247.17035356050002,5,5.6439499985572184e-05,16,23,O2
166,248.10802999999999,1886184,12.7,248.1080876547,11,5.765470001506401e-05,17,14,O1N1
168,249.09214,4370548,32.8,249.09210323850002,11,3.676149998455003e-05,17,13,O2
170,249.14966,5231499,39.8,249.1496181161,5,4.188390002468623e-05,15,21,O3
171,249.18606,29109400,232.9,249.1860036249,4,5.6375100001559986e-05,16,25,O2
172,250.12376,2077709,14.2,250.1237377191,10,2.2280899997895176e-05,17,16,O1N1
173,250.1449,2003989,13.6,250.1448670879,5,3.291210001066247e-05,14,20,O3N1
174,250.16017999999997,3354907,24.5,250.16012322790002,9,5.67720999526955e-05,18,20,N1
177,251.16532999999998,2825380,20.3,251.1652681805,4,6.181949999017888e-05,15,23,O3
179,251.2017,57774004,462.9,251.2016536893,3,4.631069998595194e-05,16,27,O2
180,252.10295,1927886,13.0,252.1030022747,10,5.227470001045731e-05,16,14,O2N1
182,253.08706,2161412,14.9,253.08701785850002,10,4.214149998915673e-05,16,13,O3
183,253.12346000000002,5451666,41.4,253.1234033673,9,5.6632700022873905e-05,17,17,O2
184,253.14445,1903513,12.8,253.14453273610002,4,8.273610001197085e-05,14,21,O4
185,253.18099999999998,3459239,25.4,253.1809182449,3,8.175509998409325e-05,15,25,O3
186,253.21732999999998,349962944,2816.9,253.2173037537,2,2.624629996716976e-05,16,29,O2
189,255.13913,4754811,35.6,255.1390534317,8,7.656829998836656e-05,17,19,O2
190,255.16013999999998,2697346,19.1,255.16018280050002,3,4.280050004012992e-05,14,23,O4
191,255.19662000000002,5261968,39.7,255.1965683093,2,5.169070001898035e-05,15,27,O3
197,257.15474,7912008,60.7,257.1547034961,7,3.650389999165782e-05,17,21,O2
201,257.17588,3539535,25.8,257.1758328649,2,4.713510003284682e-05,14,25,O4
205,258.12887,23630232,186.1,258.1288230991,12,4.6900900031232595e-05,19,16,N1
207,259.13399,2807785,19.9,259.1339680517,7,2.1948300002350152e-05,16,19,O3
208,259.17041,14287605,111.5,259.1703535605,6,5.6439499985572184e-05,17,23,O2
209,259.19149,3630588,26.5,259.1914829293,1,7.070700007716368e-06,14,27,O4
212,261.0921,1591269,10.1,261.0921032385,12,3.2384999713030993e-06,18,13,O2
