,m/z,I,S/N,em,dbe,error,C,H,Class
5533,200.10806000000002,1921998,14.0,200.1080876547,7,2.765469997711989e-05,13,14,O1N1
5537,200.12976,4687124,37.8,200.1292170235,2,0.0005429765000144471,10,18,O3N1
5640,201.11319,1748704,12.5,201.1132326073,2,4.26073000028282e-05,10,17,O4
5746,202.08733,1445652,9.9,202.08735221030003,7,2.22103000169227e-05,12,12,O2N1
5864,203.10773,2511327,19.0,203.1077533029,6,2.330289999008528e-05,13,15,O2
5867,203.14413000000002,1575658,11.0,203.1441388117,5,8.811699984789811e-06,14,19,O1
6062,205.08702,1373280,9.2,205.08701785850002,6,2.1414999764601816e-06,12,13,O3
6069,205.12333,2784331,21.3,205.1234033673,5,7.336729998996816e-05,13,17,O2
6073,205.15977,2674135,20.4,205.1597888761,4,1.8876100000397855e-05,14,21,O1
6280,207.06622,1098916,6.9,207.0662824141,6,6.241410000029646e-05,11,11,O4
6290,207.13903,1178397,7.5,207.1390534317,4,2.3431700014953094e-05,13,19,O2
6372,208.07678,1686362,11.9,208.07678752590002,10,7.525900002747221e-06,14,10,O1N1
6376,208.11312,23499814,197.8,208.1131730347,9,5.303469998807486e-05,15,14,N1
6487,209.15466999999998,4661777,37.1,209.1547034961,3,3.349610003056114e-05,13,21,O2
6491,209.1909,1013341,6.1,209.1910890049,2,0.00018900489999396086,14,25,O1
6553,210.05605,1222480,7.9,210.0560520815,10,2.0815000141283235e-06,13,8,O2N1
6640,211.0398,1044629,6.4,211.0400676653,10,0.00026766529998667465,13,7,O3
6648,211.09751,1414026,9.5,211.0975825429,4,7.25428999999167e-05,11,15,O4
6655,211.13395,2597207,19.5,211.13396805169998,3,1.8051699981924685e-05,12,19,O3
6659,211.17036000000002,11081316,91.4,211.17035356050002,2,6.43949999812321e-06,13,23,O2
6759,212.10809,1249919,8.1,212.1080876547,8,2.3453000039808103e-06,14,14,O1N1
6833,213.09211000000002,1564210,10.8,213.09210323850002,8,6.761500003449328e-06,14,13,O2
6835,213.11325,1525946,10.4,213.1132326073,3,1.7392699987794913e-05,11,17,O4
6842,213.1496,2740167,20.7,213.1496181161,2,1.8116099994358592e-05,12,21,O3
6846,213.18597000000003,45001044,378.9,213.1860036249,1,3.3624899970163824e-05,13,25,O2
6924,214.08732,2263727,16.6,214.08735221030003,8,3.221030002009684e-05,13,12,O2N1
6930,214.12368999999998,2845117,21.5,214.1237377191,7,4.771910002432378e-05,14,16,O1N1
6936,214.16012,1048011,6.4,214.16012322790002,6,3.227900009505902e-06,15,20,N1
7015,215.14416,1300170,8.5,215.1441388117,6,2.118829999631089e-05,15,19,O1
7019,215.16517000000002,1307538,8.5,215.1652681805,1,9.818049997534217e-05,12,23,O3
7096,216.08185,5837245,46.8,216.0818729059,12,2.2905900010528057e-05,16,10,N1
7098,216.10298999999998,3686341,28.6,216.1030022747,7,1.2274700026182472e-05,13,14,O2N1
7174,217.08695,1515215,10.3,217.08701785850002,7,6.785850001733706e-05,13,13,O3
7179,217.12332999999998,3007454,22.8,217.1234033673,6,7.336730001838987e-05,14,17,O2
7182,217.15976,3430125,26.4,217.1597888761,5,2.887610000357199e-05,15,21,O1
7254,218.11864,1015922,6.1,218.1186523391,6,1.233910001019467e-05,13,16,O2N1
7330,219.10268,2091655,15.1,219.10266792289997,6,1.207710002404383e-05,13,15,O3
7335,219.13901,3393686,26.0,219.1390534317,5,4.343169999287966e-05,14,19,O2
7341,219.17542000000003,12034213,98.6,219.17543894050002,4,1.8940499984410053e-05,15,23,O1
7415,220.11321,2159147,15.6,220.1131730347,10,3.6965300012070657e-05,16,14,N1
7493,221.0819,1916673,13.6,221.0819324785,6,3.2478500003207955e-05,12,13,O4
7502,221.15469,4237280,33.1,221.1547034961,4,1.3496100024212865e-05,14,21,O2
7578,222.09243999999998,2432110,17.9,222.09243759030002,10,2.4096999595712987e-06,15,12,O1N1
7580,222.12882000000002,32271228,267.7,222.1288230991,9,3.0990999846380873e-06,16,16,N1
7664,223.0765,1049362,6.3,223.0764531741,10,4.682590000015807e-05,15,11,O2
7669,223.11282999999997,1350690,8.8,223.1128386829,9,8.682900016765416e-06,16,15,O1
7677,223.1703,12005178,98.0,223.17035356050002,3,5.356050002092161e-05,14,23,O2
7738,224.07169,2490431,18.3,224.07170214590002,10,1.2145900029736367e-05,14,10,O2N1
7811,225.09211000000002,1226937,7.7,225.09210323850002,9,6.761500003449328e-06,15,13,O2
7814,225.12843999999998,1337417,8.7,225.1284887473,8,4.874730001347416e-05,16,17,O1
7817,225.14959,1920338,13.5,225.1496181161,3,2.811609999753273e-05,13,21,O3
7822,225.18599,40527012,335.7,225.1860036249,2,1.362489999223726e-05,14,25,O2
7876,226.12372000000002,1723580,11.9,226.1237377191,8,1.771909998637966e-05,15,16,O1N1
7954,227.10772999999998,1503275,10.0,227.1077533029,8,2.330290001850699e-05,15,15,O2
7955,227.12895,1057013,6.3,227.1288826717,3,6.732829999123169e-05,12,19,O4
7957,227.16527000000002,1937861,13.7,227.1652681805,2,1.8195000279774831e-06,13,23,O3
7959,227.20163,165140496,1375.5,227.2016536893,1,2.3689300007845304e-05,14,27,O2
8016,228.10296,3560738,27.1,228.1030022747,8,4.227470000728317e-05,14,14,O2N1
8024,228.13935,2862002,21.3,228.1393877835,7,3.778350000516184e-05,15,18,O1N1
8109,229.12342999999998,1410278,9.2,229.1234033673,7,2.6632699984929786e-05,15,17,O2
8111,229.14452999999997,1682031,11.5,229.14453273610002,2,2.7361000434211746e-06,12,21,O4
8114,229.15981000000002,1662262,11.3,229.1597888761,6,2.112390001229869e-05,16,21,O1
8192,230.09752000000003,20666646,169.4,230.09752297030002,12,2.9702999881919823e-06,17,12,N1
8195,230.11864,2074144,14.7,230.1186523391,7,1.233910001019467e-05,14,16,O2N1
8265,231.1027,1210454,7.5,231.10266792289997,7,3.20771000303921e-05,14,15,O3
8270,231.13902000000002,3557606,27.0,231.1390534317,6,3.343169998970552e-05,15,19,O2
8272,231.17543999999998,3256310,24.5,231.17543894050002,5,1.0594999650948012e-06,16,23,O1
8338,232.13422999999997,1028001,6.0,232.13430240350002,6,7.24035000416734e-05,14,18,O2N1
8415,233.08192000000003,1349320,8.7,233.0819324785,7,1.2478499968437973e-05,13,13,O4
8418,233.09718999999998,1159919,7.1,233.0971886185,11,1.3814999704209185e-06,17,13,O1
8420,233.11829,2050264,14.5,233.11831798729997,6,2.7987299972664914e-05,14,17,O3
8423,233.15469,11898472,96.1,233.1547034961,5,1.3496100024212865e-05,15,21,O2
8426,233.19109,3399929,25.7,233.1910890049,4,9.951000095043128e-07,16,25,O1
8487,234.1288,4903963,38.0,234.1288230991,10,2.309909999098636e-05,17,16,N1
8565,235.07648999999998,1058274,6.2,235.0764531741,11,3.6825899968562226e-05,16,11,O2
8566,235.09751,1253867,7.8,235.0975825429,6,7.25428999999167e-05,13,15,O4
8573,235.13381,1095995,6.5,235.13396805169998,5,0.00015805169996951918,14,19,O3
8580,235.17029,2855148,21.1,235.17035356050002,4,6.356050002409575e-05,15,23,O2
8649,236.10805,3262221,24.4,236.1080876547,10,3.7654700008715736e-05,16,14,O1N1
8654,236.14444,28496798,232.8,236.1444731635,9,3.3163500006594404e-05,17,18,N1
8721,237.09196,1546371,10.2,237.09210323850002,10,0.000143238500015741,16,13,O2
8729,237.12852,1828307,12.5,237.1284887473,9,3.125270001191893e-05,17,17,O1
8734,237.14956,1388604,8.9,237.1496181161,4,5.811609997863343e-05,14,21,O3
8736,237.18595,10800492,86.4,237.1860036249,3,5.3624900004933806e-05,15,25,O2
