,m/z,I,S/N,em,dbe,error,C,H,Class
5293,200.07169,1503264,10.4,200.07170214590002,8,1.2145900029736367e-05,12,10,O2N1
5389,201.1132,2510694,19.1,201.1132326073,2,3.260729999965406e-05,10,17,O4
5611,203.10773,1259992,8.3,203.1077533029,6,2.330289999008528e-05,13,15,O2
5809,205.05052,1111392,7.0,205.05063234969998,7,0.00011234969997531152,11,9,O4
5813,205.08702,1354028,9.1,205.08701785850002,6,2.1414999764601816e-06,12,13,O3
5819,205.1234,1520184,10.5,205.1234033673,5,3.367299996170914e-06,13,17,O2
6033,207.10266000000001,1460754,10.0,207.10266792289997,5,7.922899953882734e-06,12,15,O3
6135,208.11309,1527218,10.5,208.1131730347,9,8.303469999759727e-05,15,14,N1
6244,209.0249,1061560,6.5,209.0244176009,11,0.0004823991000080241,13,5,O3
6262,209.15469,1645543,11.5,209.1547034961,3,1.3496100024212865e-05,13,21,O2
6427,211.07645,1067916,6.6,211.0764531741,9,3.174100015712611e-06,14,11,O2
6434,211.13400000000001,1075009,6.6,211.13396805169998,3,3.1948300033946e-05,12,19,O3
6441,211.17038,2862799,21.8,211.17035356050002,2,2.6439499976049774e-05,13,23,O2
6617,213.09211000000002,2164144,15.9,213.09210323850002,8,6.761500003449328e-06,14,13,O2
6632,213.18599999999998,15913620,132.6,213.1860036249,1,3.6249000174848334e-06,13,25,O2
6725,214.08732999999998,1062743,6.5,214.08735221030003,8,2.221030004534441e-05,13,12,O2N1
6730,214.10896,1021167,6.1,214.10848157910002,3,0.000478420899980847,10,16,O4N1
6828,215.12885,1690326,11.8,215.1288826717,2,3.267170001208797e-05,11,19,O4
6988,217.08697999999998,1396692,9.3,217.08701785850002,7,3.7858500036236364e-05,13,13,O3
6992,217.12344,1777123,12.5,217.1234033673,6,3.663269998810392e-05,14,17,O2
6994,217.14434,1190444,7.5,217.14453273610002,1,0.00019273610001846464,11,21,O4
7156,219.13906,3254157,24.9,219.1390534317,5,6.5682999945693155e-06,14,19,O2
7159,219.17548,1523036,10.3,219.17543894050002,4,4.105949997779135e-05,15,23,O1
7317,221.08195,2185928,15.9,221.0819324785,6,1.7521500012662727e-05,12,13,O4
7322,221.0972,1011343,6.0,221.0971886185,10,1.1381499973595055e-05,16,13,O1
7326,221.11836,1848472,13.1,221.11831798729997,5,4.201270002113233e-05,13,17,O3
7332,221.15475,2134696,15.5,221.1547034961,4,4.6503899994831954e-05,14,21,O2
7410,222.09243999999998,2156924,15.6,222.09243759030002,10,2.4096999595712987e-06,15,12,O1N1
7413,222.12884,3391244,26.0,222.1288230991,9,1.6900899993288476e-05,16,16,N1
