,m/z,I,S/N,em,dbe,error,C,H,Class
36,200.12973,64127312,546.0,200.1292170235,3,0.0005129765000049247,10,18,O3N1
41,203.07137,3604246,28.2,203.0713677941,8,2.205899988894089e-06,12,11,O3
42,205.05062,2289115,17.0,205.05063234969998,8,1.2349699971991868e-05,11,9,O4
43,205.08702,9770503,80.5,205.08701785850002,7,2.1414999764601816e-06,12,13,O3
45,207.08158,2670487,20.1,207.0815385541,11,4.144589999555137e-05,15,11,O1
47,208.07683,7866092,64.1,208.07678752590002,11,4.247409998470175e-05,14,10,O1N1
49,208.11316000000002,17757432,147.9,208.1131730347,10,1.3034699975378317e-05,15,14,N1
51,209.09718,3626578,28.1,209.0971886185,10,8.618500004331509e-06,15,13,O1
55,211.11287000000002,3376430,25.9,211.1128386829,9,3.131710002435284e-05,15,15,O1
56,211.13397,2873974,21.7,211.13396805169998,4,1.948300024423588e-06,12,19,O3
57,213.18601,4632126,36.5,213.1860036249,2,6.3751000141110126e-06,13,25,O2
60,216.08191000000002,19808950,163.5,216.0818729059,13,3.709410000851676e-05,16,10,N1
63,217.08707,5129807,40.3,217.08701785850002,8,5.2141499992330864e-05,13,13,O3
64,219.06631000000002,4034692,31.1,219.0662824141,8,2.758590002827077e-05,12,11,O4
66,219.10272,11090836,89.8,219.10266792289997,7,5.2077100036740376e-05,13,15,O3
67,220.11321,3025087,22.7,220.1131730347,11,3.6965300012070657e-05,16,14,N1
69,221.08195,3041885,22.8,221.0819324785,7,1.7521500012662727e-05,12,13,O4
70,221.09704,3671908,28.1,221.0971886185,11,0.0001486185000203477,16,13,O1
72,222.0925,9139857,73.2,222.09243759030002,11,6.240969997861612e-05,15,12,O1N1
75,222.12888999999998,21451938,175.3,222.1288230991,10,6.690089998073745e-05,16,16,N1
77,223.1129,3938382,30.1,223.1128386829,10,6.131710000545354e-05,16,15,O1
81,224.07171,2686452,19.8,224.07170214590002,11,7.854099976611906e-06,14,10,O2N1
82,225.12842999999998,2841864,21.0,225.1284887473,9,5.8747300016648296e-05,16,17,O1
83,225.14966,2704721,19.8,225.1496181161,4,4.188390002468623e-05,13,21,O3
86,225.18607000000003,29918690,244.4,225.1860036249,3,6.637510003315583e-05,14,25,O2
87,226.08739,2722548,20.0,226.08735221030003,10,3.778969997370041e-05,14,12,O2N1
90,227.20168999999999,139155808,1146.0,227.2016536893,2,3.6310699982777805e-05,14,27,O2
94,230.09758,76095112,623.0,230.09752297030002,13,5.702969997400942e-05,17,12,N1
95,231.08157999999997,3871306,29.2,231.0815385541,13,4.144589996712966e-05,17,11,O1
99,231.10267000000002,6695252,52.3,231.10266792289997,8,2.0771000492914027e-06,14,15,O3
102,233.08201,4718048,36.1,233.0819324785,8,7.752150000328584e-05,13,13,O4
103,233.09715,2656742,19.3,233.0971886185,12,3.861850001385392e-05,17,13,O1
104,233.11836,9767920,77.5,233.11831798729997,7,4.201270002113233e-05,14,17,O3
105,233.15478,8754177,69.2,233.1547034961,6,7.650389997593265e-05,15,21,O2
106,234.09236,3042480,22.3,234.09243759030002,12,7.759030000897837e-05,16,12,O1N1
107,234.1288,5332417,41.0,234.1288230991,11,2.309909999098636e-05,17,16,N1
109,235.11295,3014277,22.1,235.1128386829,11,0.00011131710002132422,17,15,O1
111,236.10812,8927054,70.3,236.1080876547,11,3.234530001350322e-05,16,14,O1N1
112,236.14452999999997,21111134,169.6,236.1444731635,10,5.6836499965129406e-05,17,18,N1
113,237.09215,3482130,25.8,237.09210323850002,11,4.6761499987724164e-05,16,13,O2
114,237.1286,3460387,25.6,237.1284887473,10,0.00011125270000889032,17,17,O1
119,239.12885,3171767,23.3,239.1288826717,5,3.267170001208797e-05,13,19,O4
120,239.16529,4882888,37.1,239.1652681805,4,2.1819500005904047e-05,14,23,O3
121,239.20167999999998,7290072,56.7,239.2016536893,3,2.631069997960367e-05,15,27,O2
122,240.10308999999998,4790644,36.2,240.1030022747,10,8.772529997713718e-05,15,14,O2N1
123,241.08699,12466227,98.3,241.08701785850002,10,2.7858500033062228e-05,15,13,O3
124,241.12332,3653187,27.0,241.1234033673,9,8.33672999931423e-05,16,17,O2
125,241.18096,7741534,60.1,241.1809182449,3,4.175509999981841e-05,14,25,O3
126,241.2173,50391660,404.8,241.2173037537,2,3.7537000139309384e-06,15,29,O2
128,242.0975,2957308,21.4,242.09752297030002,14,2.2970300022961965e-05,18,12,N1
129,242.17616,7489568,58.0,242.1761672167,3,7.2166999984801805e-06,13,24,O3N1
131,243.06637999999998,2871089,20.6,243.0662824141,10,9.758589999364631e-05,14,11,O4
136,244.07679,2895093,20.8,244.07678752590002,14,2.474099972005206e-06,17,10,O1N1
138,244.11321,102639496,823.3,244.1131730347,13,3.6965300012070657e-05,18,14,N1
140,244.15591,10648985,83.2,244.15543177230003,3,0.000478227699971967,12,22,O4N1
148,245.09725,5117500,38.7,245.0971886185,13,6.138149998946574e-05,18,13,O1
152,245.11841,5342533,40.5,245.11831798729997,8,9.201270003700301e-05,15,17,O3
155,245.15455,4501333,33.7,245.1547034961,7,0.00015349610001180736,16,21,O2
158,247.09758,3167148,22.9,247.0975825429,8,2.542900006119453e-06,14,15,O4
159,247.11292999999998,2609330,18.4,247.1128386829,12,9.131709998655424e-05,18,15,O1
160,247.13405,4918204,36.9,247.13396805169998,7,8.194830002139497e-05,15,19,O3
161,248.10811,4554339,34.0,248.1080876547,12,2.2345300010329083e-05,17,14,O1N1
162,248.14448,6851698,52.4,248.1444731635,11,6.8364999776804325e-06,18,18,N1
164,250.12382999999997,5198785,39.0,250.1237377191,11,9.228089996327071e-05,17,16,O1N1
165,250.16022,13814224,107.6,250.16012322790002,10,9.677209999381375e-05,18,20,N1
166,251.10786000000002,2445663,17.0,251.1077533029,11,0.00010669710002275679,17,15,O2
167,251.14418999999998,2631919,18.5,251.1441388117,10,5.118829997741159e-05,18,19,O1
170,251.16536000000002,2781303,19.7,251.1652681805,5,9.1819500028123e-05,15,23,O3
172,252.10311000000002,2521725,17.6,252.1030022747,11,0.00010772530001190717,16,14,O2N1
175,253.08712000000003,4461969,33.1,253.08701785850002,11,0.00010214150000820155,16,13,O3
177,253.21736,325863104,2595.1,253.2173037537,3,5.624630000511388e-05,16,29,O2
179,254.09761,3177770,22.7,254.09752297030002,15,8.702969998353183e-05,19,12,N1
180,254.11871000000002,5466163,40.9,254.1186523391,10,5.7660900012024285e-05,16,16,O2N1
182,255.06623,3639213,26.4,255.0662824141,11,5.241409999712232e-05,15,11,O4
183,255.10272999999998,11333563,87.4,255.10266792289997,10,6.20771000114928e-05,16,15,O3
184,255.13911000000002,4512970,33.3,255.1390534317,9,5.656830001044e-05,17,19,O2
186,255.23291,1374734848,10902.3,255.23295381810001,2,4.381810001063968e-05,16,31,O2
188,256.09797000000003,3027522,21.5,256.09791689469995,10,5.3105300082734175e-05,15,14,O3N1
189,256.11318,10817352,83.3,256.11317303469997,14,6.9653000309699564e-06,19,14,N1
192,257.09722999999997,2333123,15.9,257.0971886185,14,4.1381499954695755e-05,19,13,O1
193,257.11838,2416459,16.6,257.1183179873,9,6.20127000274806e-05,16,17,O3
199,258.09252000000004,5920573,44.2,258.0924375903,14,8.240970004180781e-05,18,12,O1N1
201,258.1289,92102216,723.5,258.1288230991,13,7.69009000123333e-05,19,16,N1
204,259.11292000000003,5071288,37.5,259.11283868289996,13,8.131710006864523e-05,19,15,O1
207,259.13401,5126335,37.9,259.1339680517,8,4.1948300008698425e-05,16,19,O3
208,259.19149,3310804,23.6,259.1914829293,2,7.070700007716368e-06,14,27,O4
213,261.11334,2869129,20.0,261.1132326073,8,0.00010739269998794043,15,17,O4
214,261.12859,3196302,22.6,261.12848874729997,12,0.00010125270000571618,19,17,O1
216,261.14963,4347542,31.6,261.1496181161,7,1.1883900015163817e-05,16,21,O3
218,262.12376,5353962,39.5,262.1237377191,12,2.2280899997895176e-05,18,16,O1N1
221,262.16021,6117367,45.4,262.1601232279,11,8.677210001906133e-05,19,20,N1
224,263.14426000000003,2640456,18.2,263.1441388117,11,0.00012118830005647396,19,19,O1
228,264.10312000000005,3754635,26.9,264.1030022747,12,0.00011772530007192472,17,14,O2N1
230,264.13932,4054935,29.3,264.1393877835,11,6.778350001468425e-05,18,18,O1N1
231,264.1759,10534563,80.0,264.1757732923,10,0.00012670770001932397,19,22,N1
232,265.087,3090639,21.6,265.0870178585,12,1.785850002988809e-05,17,13,O3
233,265.12352000000004,2907611,20.2,265.1234033673,11,0.00011663270004191872,18,17,O2
236,265.18107000000003,2641134,18.1,265.1809182449,5,0.00015175510003473391,16,25,O3
238,266.0975,33585428,258.9,266.0975229703,16,2.2970299994540255e-05,20,12,N1
239,266.11882,2412061,16.3,266.1186523391,11,0.0001676609000469398,17,16,O2N1
247,267.10277,6109269,45.1,267.10266792289997,11,0.00010207710005261106,17,15,O3
249,267.19669,14380658,109.4,267.1965683093,4,0.00012169069998435589,16,27,O3
250,267.23292999999995,51350140,397.1,267.2329538181,3,2.381810003271312e-05,17,31,O2
254,268.11328,6385551,47.2,268.11317303469997,15,0.0001069653000058679,20,14,N1
256,268.13443,4897174,35.6,268.1343024035,10,0.00012759650002180933,17,18,O2N1
261,269.08186,3399607,23.8,269.0819324785,11,7.247849998748279e-05,16,13,O4
262,269.11843,7702722,57.1,269.1183179873,10,0.00011201270001492958,17,17,O3
263,269.15472,4318157,30.9,269.1547034961,9,1.6503899985309545e-05,18,21,O2
265,269.21226,39791840,305.1,269.2122183737,3,4.162630000337231e-05,16,29,O3
266,269.24863999999997,73473256,565.4,269.2486038825,2,3.611749997389779e-05,17,33,O2
269,270.12888,18285040,138.9,270.1288230991,14,5.690090000598502e-05,20,16,N1
275,271.134,2655768,18.1,271.1339680517,9,3.1948300033946e-05,17,19,O3
276,271.22795,5216563,37.8,271.2278684381,2,8.156190000363495e-05,16,31,O3
278,272.09294,2402604,16.1,272.0928315147,10,0.00010848530001794643,15,14,O4N1
279,272.10809,8946737,66.7,272.10808765469994,14,2.345300060824229e-06,19,14,O1N1
281,272.1446,66998332,515.3,272.1444731635,13,0.00012683650004419178,20,18,N1
285,273.12861000000004,3837522,27.0,273.12848874729997,13,0.00012125270006890787,20,17,O1
288,273.14937000000003,3349080,23.3,273.1496181161,8,0.0002481160999536769,17,21,O3
289,274.08747999999997,3114589,21.4,274.08735221029997,14,0.00012778970000226764,18,12,O2N1
292,275.12856,2359417,15.7,275.1288826717,8,0.0003226717000188728,16,19,O4
294,275.16537999999997,2947715,20.2,275.1652681805,7,0.00011181949997762786,17,23,O3
295,275.20172,8700813,64.3,275.2016536893,6,6.631070004914363e-05,18,27,O2
297,276.10315,5587583,40.4,276.1030022747,13,0.00014772530005302542,18,14,O2N1
298,276.13944,5067400,36.4,276.13938778349996,12,5.221650002340539e-05,19,18,O1N1
299,276.17587000000003,4873362,34.9,276.1757732923,11,9.670770003822327e-05,20,22,N1
300,277.087,3499778,24.4,277.0870178585,13,1.785850002988809e-05,18,13,O3
301,277.14455,2556305,17.2,277.1445327361,7,1.72638999629271e-05,16,21,O4
302,277.15979,2385301,15.8,277.1597888761,11,1.1239000059504178e-06,20,21,O1
303,277.21727999999996,15687076,117.1,277.2173037537,5,2.375370002027921e-05,18,29,O2
304,278.08237,2477572,16.4,278.0822668303,13,0.00010316970002577364,17,12,O3N1
306,278.11868,7308430,53.3,278.1186523391,12,2.7660900002501876e-05,18,16,O2N1
307,278.15516,2508951,16.7,278.15503784789996,11,0.00012215210006161215,19,20,O1N1
308,278.19153,8247969,60.4,278.1914233567,10,0.00010664330000054179,20,24,N1
311,279.23305,260695984,1984.5,279.2329538181,4,9.618190000537652e-05,18,31,O2
314,280.11287000000004,65382536,495.9,280.11317303469997,16,0.00030303469992531973,21,14,N1
322,281.09733,2577785,17.2,281.09718861849996,16,0.00014138150004328054,21,13,O1
326,281.11811,7302015,53.2,281.1183179873,11,0.00020798729997295595,18,17,O3
329,281.17566,2542989,16.9,281.1758328649,5,0.00017286489998014076,16,25,O4
331,281.2124,5254550,37.6,281.2122183737,4,0.0001816262999909668,17,29,O3
333,281.24839,10735642624,81819.9,281.2486038825,3,0.0002138825000201905,18,33,O2
339,282.09223,2372203,15.5,282.0924375903,16,0.00020759030002182044,20,12,O1N1
341,282.11346000000003,2341361,15.3,282.11356695909996,11,0.0001069590999236425,17,16,O3N1
343,282.12867,17068660,126.7,282.1288230991,15,0.00015309909997540672,21,16,N1
344,282.14983,4319609,30.2,282.1499524679,10,0.00012246789998471286,18,20,O2N1
350,283.09755,3974492,27.6,283.0975825429,11,3.254289998722015e-05,17,15,O4
353,283.1339,7915365,57.5,283.1339680517,10,6.805169999779537e-05,18,19,O3
354,283.17032,4939886,34.9,283.1703535605,9,3.3560500014573336e-05,19,23,O2
355,283.1914,6865779,49.5,283.1914829293,4,8.292929999242915e-05,16,27,O4
356,283.22785,12151675,89.5,283.2278684381,3,1.843810002810642e-05,17,31,O3
360,283.26415,2579819520,19517.8,283.2642539469,2,0.0001039469000261306,18,35,O2
362,284.10804,6936651,50.0,284.10808765469994,15,4.7654699926624744e-05,20,14,O1N1
364,284.14447,38425684,288.3,284.1444731635,14,3.163499968650285e-06,21,18,N1
367,284.25872000000004,2734574,18.2,284.2595029187,2,0.0007829186999401827,17,34,O2N1
370,285.11332000000004,2565941,17.0,285.1132326073,10,8.739270003843558e-05,17,17,O4
373,285.12842,4020792,28.0,285.12848874729997,14,6.874729996297901e-05,21,17,O1
