,Intercept,Score,Coef
"1280.37, 1300.62",[0.02358509],0.5243629160338656,[[1.0621292]]
"1280.37, 1316.83",[0.01660763],0.4980649511602312,[[0.47254265]]
"1280.37, 1322.62",[0.01803281],0.5610962844225855,[[0.55309803]]
"1280.37, 1343.82",[0.01552782],0.21549337142943092,[[0.82016201]]
"1280.37, 1344.62",[0.01754128],0.3498123043107676,[[0.94453466]]
"1280.62, 1286.87",[0.01428774],0.4587909773062593,[[0.29659364]]
"1280.62, 1288.37",[0.00302182],0.5776053349403968,[[0.14839829]]
"1280.62, 1288.87",[0.00960927],0.21801168622993627,[[0.35519233]]
"1280.62, 1291.87",[0.01895214],0.33311408261329867,[[0.27707689]]
"1280.62, 1292.87",[0.01320323],0.3799920069377012,[[0.44883093]]
"1280.62, 1293.37",[0.00835939],0.39758581465300596,[[0.1183769]]
"1280.62, 1294.87",[0.01827488],0.30825880440534814,[[0.53929265]]
"1280.62, 1301.87",[0.01745975],0.2912187097372426,[[0.38263054]]
"1280.62, 1304.87",[0.0140192],0.5338542139210962,[[0.34887238]]
"1280.62, 1305.87",[0.01820838],0.41873178558810165,[[0.24116674]]
"1280.62, 1319.83",[0.01598823],0.2592059208235603,[[0.32436302]]
"1280.62, 1320.83",[0.01651201],0.27057786662727845,[[0.27746497]]
"1280.62, 1321.81",[0.01600434],0.5249741990592094,[[0.4549585]]
"1280.62, 1323.83",[0.02554333],0.3880730740049799,[[0.28664262]]
"1280.62, 1330.84",[0.01486395],0.27929980734221693,[[0.12359329]]
"1280.62, 1331.79",[0.01618291],0.2733737791567229,[[0.21617091]]
"1280.62, 1332.78",[0.00816],0.7466600310679277,[[0.32543746]]
"1280.62, 1357.52",[0.017003],0.3317238075880108,[[0.140452]]
"1280.87, 1283.62",[0.02478119],0.20472457984901185,[[0.57812821]]
"1280.87, 1285.62",[0.03402492],0.24747592332130833,[[0.19206896]]
"1280.87, 1288.62",[0.01505134],0.4083847202336547,[[0.51603499]]
"1280.87, 1289.62",[0.0226168],0.28802204161749767,[[0.50359207]]
"1280.87, 1295.62",[0.02670025],0.33728664997323576,[[0.22474571]]
"1280.87, 1295.81",[0.01221415],0.34098126379075555,[[0.36206592]]
"1280.87, 1296.84",[0.01410055],0.2574807585573685,[[0.64550822]]
"1280.87, 1297.62",[0.03027161],0.31682681996511464,[[0.30905418]]
"1280.87, 1304.62",[0.02301639],0.38681075001687315,[[0.2718873]]
"1280.87, 1307.62",[0.02232089],0.693831388983407,[[0.39382926]]
"1280.87, 1321.81",[0.00701746],0.5352181058034902,[[0.60591429]]
"1280.87, 1322.62",[0.0215468],0.20606777390523168,[[0.15991291]]
"1280.87, 1323.83",[0.00908155],0.6654646021642067,[[0.5110696]]
"1280.87, 1325.85",[0.00804281],0.596091969403904,[[0.74843864]]
"1280.87, 1326.62",[0.02291207],0.22627231000209325,[[0.1088681]]
"1280.87, 1328.62",[0.01971258],0.42360940285499304,[[0.25220017]]
"1280.87, 1330.62",[0.01783649],0.4716503626330578,[[0.09604799]]
"1280.87, 1335.62",[0.02090778],0.21028131790263502,[[0.05448119]]
"1280.87, 1338.85",[0.00883908],0.46121232294552084,[[0.30005958]]
"1280.87, 1339.74",[0.01104866],0.7537212264649638,[[0.21343766]]
"1280.87, 1340.62",[0.01205249],0.2050773760964314,[[0.16012846]]
"1281.12, 1292.87",[0.02060756],0.36686682437059814,[[0.98447913]]
