,Intercept,Score,Coef
"1284.62, 1312.23",[0.03139296],0.22331692954476887,[[0.34972728]]
"1284.62, 1323.31",[0.08246514],0.3202579913510505,[[0.63225241]]
"1287.62, 1300.03",[0.19402639],0.20888232737614232,[[-0.50096519]]
"1287.62, 1317.25",[0.07136561],0.27033560472954654,[[0.34487952]]
"1287.98, 1335.97",[0.01385676],0.9443952035174957,[[0.86053823]]
"1289.62, 1316.32",[0.24972516],0.3572143710046206,[[1.37267801]]
"1289.99, 1312.98",[0.02438977],0.639733039645338,[[1.75752573]]
"1289.99, 1335.97",[0.01487371],0.809929741385878,[[1.33469895]]
"1289.99, 1336.98",[0.01690244],0.8807626547984033,[[1.68859375]]
"1294.62, 1323.31",[0.10488902],0.37578006224749416,[[0.57188761]]
"1296.62, 1312.23",[0.03467865],0.36063683590478124,[[0.2020963]]
"1299.02, 1301.04",[0.01025874],0.3941490113574948,[[0.03144766]]
"1299.02, 1312.23",[0.06696334],0.21421967058704683,[[-0.03586609]]
"1299.02, 1313.98",[0.00937247],0.23373428049123754,[[0.05037303]]
"1299.02, 1321.29",[0.06482555],0.2545323810903888,[[-0.03549133]]
"1299.02, 1327.32",[0.11715445],0.46163541681326303,[[-0.06575451]]
"1300.03, 1307.62",[0.04791711],0.2952933440482287,[[-0.10037278]]
"1300.03, 1312.23",[0.07150175],0.37176796899241615,[[-0.16969737]]
"1300.03, 1313.22",[0.07317412],0.252898500862365,[[-0.17318528]]
"1300.03, 1323.02",[0.21307961],0.32003549087420924,[[3.03366144]]
"1300.03, 1324.02",[0.04743586],0.4174114734666875,[[0.87724864]]
"1300.03, 1327.32",[0.09561466],0.32479269209619643,[[-0.13942139]]
"1300.03, 1348.02",[0.05181922],0.5978045700344172,[[0.87152191]]
"1301.04, 1323.02",[0.74556918],0.22064488907025104,[[2.53989719]]
"1301.04, 1327.32",[0.09141449],0.5097021884939612,[[-0.87718202]]
"1301.04, 1349.03",[0.02510168],0.4098839122666365,[[0.74174302]]
"1311.98, 1335.97",[0.01861002],0.7312061961734602,[[0.61170829]]
"1312.23, 1316.32",[0.20061036],0.40968380844221475,[[3.04201167]]
"1312.23, 1317.25",[0.05065637],0.30784065165066155,[[0.77979383]]
"1312.23, 1319.42",[0.07438476],0.20968352398531054,[[1.24959395]]
"1312.23, 1323.31",[0.06758507],0.28742773948333444,[[1.21021752]]
"1312.23, 1324.02",[0.25374256],0.3874560884725564,[[-1.29512295]]
"1312.23, 1326.33",[0.17073983],0.4187005410497931,[[2.5293318]]
"1312.98, 1335.97",[0.01561278],0.8760410066744695,[[0.60701306]]
"1313.22, 1316.32",[0.23632668],0.4533600056050931,[[2.77140517]]
"1313.22, 1317.25",[0.05599975],0.44231616792605766,[[0.80982002]]
"1313.22, 1322.3",[0.06786704],0.4667780682560855,[[1.51018183]]
"1313.22, 1323.31",[0.06741951],0.3998921918896926,[[1.41309432]]
"1313.22, 1326.33",[0.20359458],0.2103228053797016,[[2.07307029]]
"1313.98, 1335.97",[0.01830942],0.7625941837226802,[[1.13780386]]
"1316.32, 1321.29",[0.00536545],0.23075961041900797,[[0.11057244]]
"1316.32, 1322.3",[0.00892415],0.3902152363570547,[[0.37478361]]
"1316.32, 1323.31",[0.00319786],0.7414058515655235,[[0.33344509]]
"1316.32, 1324.02",[0.26228514],0.3350570559213727,[[-0.22125997]]
"1316.32, 1325.03",[0.0523004],0.2853524275619309,[[-0.05031561]]
"1316.32, 1332.22",[0.00518345],0.290496463194985,[[0.12389918]]
"1316.32, 1338.29",[0.00748433],0.20668683766709206,[[0.09078891]]
"1317.25, 1319.42",[0.07423688],0.2151505978241386,[[0.64218599]]
"1317.25, 1321.29",[0.0155172],0.24882815690724536,[[0.3330169]]
"1317.25, 1322.3",[0.02796889],0.3286366868972015,[[1.15594761]]
"1317.25, 1323.31",[0.02584997],0.36500653572688757,[[1.02630824]]
"1317.25, 1326.33",[0.07216003],0.22842855207161117,[[2.52676074]]
"1317.25, 1327.32",[0.01029039],0.36072917628842693,[[0.7340267]]
"1317.25, 1349.03",[0.05987913],0.2161068912294426,[[-0.21781996]]
"1320.28, 1322.3",[0.08072063],0.5185120514964573,[[1.28429383]]
"1320.28, 1324.02",[0.24037848],0.21475560597415833,[[-1.04297134]]
"1320.28, 1326.33",[0.19020226],0.34679120681189235,[[2.23197076]]
"1320.28, 1348.02",[0.24813082],0.4562144876993626,[[-1.08104996]]
"1321.29, 1323.31",[0.05812975],0.3975799966221778,[[1.3279763]]
"1321.29, 1326.33",[0.155757],0.29139980545890765,[[2.89523829]]
"1321.29, 1327.32",[0.04522575],0.3107935665866813,[[0.76264773]]
"1321.29, 1347.02",[0.88226889],0.4002744115650817,[[-3.68631581]]
"1322.3, 1326.33",[0.03802329],0.5660018029985214,[[1.76431681]]
"1322.3, 1327.32",[0.01509877],0.6139458858474031,[[0.41104844]]
"1323.02, 1326.33",[0.41316326],0.25464177739132676,[[-0.2437522]]
"1323.02, 1327.32",[0.11772714],0.43830283530712416,[[-0.06279443]]
"1323.31, 1326.33",[0.05209911],0.7799309650873628,[[1.94453826]]
"1323.31, 1332.22",[0.01048262],0.36637293392685255,[[0.34317997]]
"1323.31, 1349.03",[0.06296296],0.28148696847332855,[[-0.18842127]]
"1324.02, 1326.33",[0.36719577],0.22797435144076095,[[-0.75707095]]
"1325.03, 1347.02",[0.60435587],0.3009164317960158,[[5.64749023]]
"1325.03, 1348.02",[0.15913004],0.299419838815576,[[1.81826091]]
"1326.33, 1332.22",[0.0101023],0.21264161564720452,[[0.13353651]]
"1326.33, 1347.02",[0.98616465],0.21439289168489706,[[-0.98488231]]
"1327.32, 1347.02",[0.92650124],0.48296514046670164,[[-2.61737869]]
"1327.32, 1348.02",[0.26068206],0.32062726565935085,[[-0.77862948]]
