,Intercept,Score,Coef
"1280.62, 1282.77",[0.00669071],0.6128804821944966,[[0.56488777]]
"1280.62, 1283.86",[0.01623347],0.2505449639612972,[[0.11601568]]
"1280.62, 1289.8",[0.00727992],0.7030634067083716,[[0.359958]]
"1280.62, 1290.74",[0.0117593],0.34681930228892965,[[0.28274771]]
"1280.62, 1291.87",[0.01512002],0.29604737865218944,[[0.31006996]]
"1280.62, 1292.81",[0.01240415],0.4700174786308997,[[0.31665833]]
"1280.62, 1293.87",[0.0138252],0.31822832303284354,[[0.385862]]
"1280.62, 1295.76",[0.01177812],0.21263141180823752,[[0.49181656]]
"1280.62, 1304.81",[0.01005599],0.42067478460522634,[[0.44720379]]
"1280.62, 1319.78",[0.01102662],0.7612723748249788,[[0.40292204]]
"1280.87, 1283.62",[0.03259119],0.2898335611466175,[[0.51215732]]
"1280.87, 1287.62",[0.015506],0.4144677650916106,[[0.42405165]]
"1280.87, 1289.62",[0.0101838],0.38270804523627655,[[0.42702101]]
"1280.87, 1289.8",[0.01282764],0.590077292514811,[[0.24405719]]
"1280.87, 1294.62",[0.0179402],0.7438582385018595,[[0.40384843]]
"1280.87, 1295.62",[0.01236178],0.4195582675937423,[[0.43289346]]
"1280.87, 1295.76",[0.00790545],0.34146458123811174,[[0.55120301]]
"1280.87, 1297.62",[0.02928725],0.21955898389648584,[[0.3621001]]
"1280.87, 1299.82",[0.02697109],0.3185916256578334,[[0.47176717]]
"1280.87, 1303.62",[0.02226166],0.3988765377842055,[[0.64901515]]
"1280.87, 1304.62",[0.01329986],0.23232813372021152,[[0.3644187]]
"1280.87, 1304.81",[0.00473443],0.441111608684547,[[0.60844711]]
"1280.87, 1309.62",[0.01580749],0.4107629208232109,[[0.36613496]]
"1280.87, 1320.77",[0.02099805],0.2865426987616021,[[0.22072097]]
"1280.87, 1340.32",[0.05216733],0.3940888524194883,[[0.24126726]]
"1281.62, 1290.74",[0.00649974],0.6829699876874848,[[0.41224111]]
"1281.62, 1291.87",[0.01661988],0.39916269283420097,[[0.23104125]]
"1281.62, 1300.87",[0.01934559],0.4955267872353845,[[0.31196614]]
"1281.62, 1311.87",[0.03691503],0.21557335075323772,[[0.21024052]]
"1281.62, 1315.82",[0.02351398],0.27668629049105,[[0.24039838]]
"1281.87, 1288.62",[0.01715797],0.5965967427628969,[[0.38129362]]
"1281.87, 1289.8",[0.01449934],0.37399325079981127,[[0.13522114]]
"1281.87, 1290.74",[0.01198728],0.2090955514218592,[[0.44895591]]
"1281.87, 1291.62",[0.01729921],0.3956196589814698,[[0.38993255]]
"1281.87, 1294.62",[0.01292529],0.5121782002157054,[[0.6827288]]
"1281.87, 1295.62",[0.01236852],0.5634843786981121,[[0.36699101]]
"1281.87, 1295.76",[0.00836659],0.39013082509869446,[[0.52062753]]
"1281.87, 1296.82",[-7.67297413e-05],0.6030378708516445,[[1.28004835]]
"1281.87, 1297.78",[-0.01305334],0.4162953753947799,[[1.48903996]]
