m/z,R00X141Y046,R00X153Y047,R00X155Y050,R00X283Y050,R00X302Y050,R00X263Y051,R00X109Y052,R00X180Y052,R00X094Y053,R00X267Y054,R00X283Y054,R00X284Y054,R00X089Y056,R00X173Y056,R00X126Y057,R00X286Y057,R00X081Y058,R00X145Y058,R00X236Y058,R00X265Y058,R00X290Y059,R00X136Y063,R00X158Y063,R00X183Y063,R00X284Y063,R00X151Y064,R00X182Y064,R00X285Y064,R00X116Y065,R00X275Y065,R00X267Y066,R00X280Y066,R00X205Y067,R00X271Y067,R00X069Y068,R00X276Y068,R00X116Y070,R00X270Y070,R00X271Y071,R00X272Y071,R00X273Y071,R00X180Y072,R00X276Y072,R00X268Y074,R00X174Y076,R00X187Y076,R00X124Y078,R00X267Y079,R00X246Y082,R00X169Y083,R00X201Y084,R00X221Y084,R00X217Y086,R00X247Y086,R00X204Y087,R00X266Y087,R00X262Y088
1280.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513490.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335709.78125,0.0,0.0,0.0,0.0
1280.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526355.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272780.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387856.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601461.0,344877.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.26,0.0,0.0,0.0,0.0,575872.6875,0.0,0.0,0.0,0.0,386593.9375,0.0,0.0,0.0,0.0,0.0,0.0,453375.09375,0.0,0.0,330883.3125,0.0,0.0,0.0,411213.65625,0.0,0.0,0.0,418684.21875,0.0,364749.90625,0.0,356860.71875,580933.8125,0.0,975460.25,331399.25,0.0,0.0,0.0,0.0,0.0,515592.3125,0.0,0.0,489859.78125,0.0,693554.9375,0.0,0.0,0.0,0.0,0.0,308205.125,0.0,380285.78125,0.0,0.0
1280.3,0.0,0.0,0.0,0.0,0.0,230589.703125,0.0,295798.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514283.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.35,0.0,0.0,0.0,0.0,0.0,0.0,1298262.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566368.8125,0.0,0.0,0.0,0.0,520336.375,0.0,0.0,0.0,0.0,0.0,537115.4375,0.0,0.0,0.0,345466.3125,0.0,0.0,0.0,0.0,0.0,444123.84375,500344.0625,0.0,0.0,296866.46875,0.0,467054.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409689.3125,0.0
1280.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339611.09375,0.0,0.0,0.0,0.0,0.0,0.0,565906.0625,528387.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.47,0.0,0.0,0.0,1169628.0,2352195.75,0.0,1039235.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489419.0625,0.0,0.0,341606.15625,645279.3125,0.0,604907.5,468103.3125,0.0,0.0,0.0,0.0,1372208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472844.4375,619510.25,467685.46875,668282.0,384764.875,533935.625,0.0,0.0,335184.03125,0.0,432525.15625,645255.625,346681.9375,0.0,0.0,0.0,0.0,1144222.25
1280.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683214.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604994.875,0.0,0.0,415569.71875,0.0,0.0,0.0,852265.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461606.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.58,0.0,0.0,0.0,0.0,1195446.75,0.0,1129249.875,0.0,339943.15625,0.0,0.0,0.0,453567.75,1042611.5,0.0,0.0,0.0,585354.0625,0.0,538929.9375,0.0,0.0,0.0,0.0,0.0,0.0,318596.28125,504340.15625,0.0,0.0,0.0,665487.375,0.0,0.0,1798521.125,400951.5625,629870.25,413524.25,0.0,491946.25,0.0,650694.25,0.0,0.0,540296.25,0.0,501552.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564031.4375,0.0,808375.125
1280.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256507.59375,0.0,348661.21875,0.0,475919.59375,0.0,0.0,975107.8125,0.0,668467.1875,0.0,0.0,0.0,735710.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504723.15625,0.0,974634.8125,0.0,1214649.125,0.0,402557.6875,0.0,828444.25,0.0,0.0,695102.75,400718.375,0.0,623629.9375
1280.64,0.0,0.0,0.0,0.0,0.0,0.0,769825.75,0.0,0.0,0.0,0.0,0.0,0.0,532262.4375,0.0,0.0,0.0,0.0,0.0,697551.1875,0.0,277508.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409023.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610854.25,0.0
1280.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372440.5,335789.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319551.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386273.59375,0.0,0.0,478519.75,948273.15625,838846.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609039.75,0.0,1416773.875,0.0,0.0,708949.125,0.0,338386.28125,566184.9375,0.0,491608.09375,0.0,0.0
1280.75,0.0,0.0,0.0,0.0,0.0,364768.71875,593467.3125,0.0,0.0,0.0,0.0,0.0,0.0,551081.25,659102.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602664.8125,0.0,0.0,664993.0625,0.0,563801.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506053.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521215.9375
1280.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241116.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728051.6875,0.0,0.0,0.0,506002.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562116.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280.86,0.0,0.0,507336.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439176.0,0.0,839869.9375,923533.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379328.75,589124.5,570572.75,0.0,0.0,0.0,1336151.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114812.25,0.0,399083.96875,0.0,341313.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569559.75,1054589.0,0.0,0.0
1280.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479788.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800276.125,0.0,0.0,295126.34375,0.0,0.0,0.0,0.0,433706.375,0.0,0.0,0.0,0.0
1280.93,0.0,0.0,0.0,0.0,648491.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883182.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360298.53125,0.0,545820.3125,0.0,0.0,0.0,0.0,477700.46875,0.0,0.0,0.0,0.0,0.0,0.0,313634.8125,0.0,0.0,0.0,0.0,0.0,491966.9375,0.0
1280.96,0.0,542989.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377931.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.01,0.0,0.0,0.0,0.0,486095.78125,0.0,0.0,0.0,0.0,0.0,403472.3125,0.0,0.0,0.0,432590.84375,0.0,430888.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526457.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717493.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351283.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333997.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387478.5625,0.0,0.0,0.0,0.0,0.0,541864.0625,455649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424354.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392714.75,0.0,0.0,0.0,0.0,561626.3125,0.0,0.0,386888.3125,380039.09375,0.0,0.0
1281.27,0.0,0.0,0.0,0.0,0.0,0.0,686969.8125,0.0,0.0,0.0,417987.3125,0.0,0.0,0.0,0.0,0.0,515927.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744554.5,0.0,0.0,0.0,0.0,0.0,523838.125,0.0,0.0,0.0,815753.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919459.1875,0.0,402444.21875,430307.0,0.0,288710.8125,0.0,0.0,0.0,0.0,0.0
1281.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359826.34375,0.0,327855.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.34,0.0,0.0,0.0,0.0,0.0,0.0,901102.625,0.0,0.0,0.0,0.0,0.0,0.0,513366.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395504.75,0.0,0.0,932684.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424283.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.37,0.0,0.0,0.0,0.0,752042.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659527.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544316.8125,0.0,0.0,0.0,0.0,0.0,0.0
1281.42,0.0,0.0,0.0,0.0,3046934.75,0.0,2708956.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431699.0625,0.0,0.0,664380.3125,0.0,391354.375,997978.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552897.25,0.0,0.0,0.0,718164.6875,0.0,411561.8125,594428.125,0.0,0.0,0.0,579194.6875,0.0,0.0,0.0,0.0,669953.5,0.0,0.0,336219.65625,0.0,377726.59375,0.0,0.0,0.0,435026.21875,728030.9375
1281.47,0.0,0.0,0.0,0.0,657373.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427345.03125,775177.0625,0.0,625813.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495084.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700209.1875,0.0,0.0,0.0
1281.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562034.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596014.625
1281.58,0.0,0.0,415102.1875,1009716.5625,0.0,393098.875,0.0,0.0,0.0,0.0,0.0,479453.21875,0.0,0.0,634079.75,0.0,531730.875,0.0,0.0,0.0,616071.1875,0.0,373385.15625,0.0,0.0,0.0,0.0,670599.3125,0.0,0.0,645625.25,0.0,0.0,0.0,1050638.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443819.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711609.125,0.0,303785.09375,0.0,0.0,0.0,0.0
1281.62,0.0,0.0,0.0,0.0,616371.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440699.28125,911812.875,620924.0625,0.0,666402.1875,0.0,0.0,445059.375,0.0,0.0,706799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435715.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.7,0.0,601310.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344400.46875,0.0,0.0,979331.8125,844425.0,0.0,0.0,0.0,0.0,391557.34375,872124.75,307304.3125,1004369.4375,0.0,504062.25,0.0,0.0,505328.65625,460720.15625,0.0,594193.125,398111.5625,1584224.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612017.5625,0.0,0.0,1836751.1875,0.0,715753.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535048.5,0.0,589831.0625
1281.75,0.0,766306.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944048.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367725.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814230.5625,0.0,0.0,0.0,622796.375,0.0,0.0,802459.9375,0.0,0.0,0.0
1281.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492217.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733949.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455247.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329365.375,0.0,0.0,0.0,0.0,0.0,0.0,309792.1875,0.0,504094.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419463.125,0.0,697711.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341366.46875,472906.1875,0.0,0.0,0.0,0.0,0.0,0.0
1281.94,0.0,0.0,0.0,0.0,0.0,324684.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753622.0,838020.4375,0.0,0.0,0.0,579199.5625,0.0,0.0,0.0,0.0,443254.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281.96,0.0,628004.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331786.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418345.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454818.34375,0.0,0.0,0.0,0.0
1282.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288831.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402444.875,0.0,0.0
1282.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347113.4375,0.0,291356.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614059.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.19,0.0,0.0,0.0,939787.6875,0.0,0.0,0.0,0.0,334935.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308170.9375,0.0,0.0,0.0,0.0
1282.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644384.8125,0.0,0.0,410123.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710860.4375,0.0,0.0,757963.0,341148.34375,0.0,0.0,0.0,0.0,491933.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440947.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338389.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351309.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552508.0,0.0,0.0,0.0,0.0,548039.8125,0.0,0.0,475307.90625,0.0,0.0,0.0,0.0,614356.1875,0.0,718068.1875,0.0,473226.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623177.1875,255072.328125,0.0,563115.5625,0.0,418648.3125,462840.46875,0.0,0.0,452459.625,0.0,0.0,0.0
1282.42,0.0,0.0,0.0,0.0,1004627.5625,0.0,717470.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492629.6875,0.0,0.0,0.0,1010206.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444289.09375,0.0,0.0,0.0,843670.75,0.0,0.0,0.0,0.0,0.0,0.0,504496.0625,0.0,0.0,513310.90625,0.0,0.0,0.0,0.0,404819.28125,533393.625,0.0,0.0,0.0,525696.3125,0.0,0.0
1282.46,0.0,0.0,0.0,0.0,738106.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441625.9375,536665.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510156.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391072.03125,0.0,0.0,0.0,0.0,0.0,632317.375,357253.375,0.0,0.0,0.0,693471.0,0.0,0.0,0.0
1282.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335289.46875,0.0,0.0,0.0,0.0,0.0,0.0,518464.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
