,Intercept,Score,Coef
"1280.37, 1286.03",[0.00376291],0.38799657304781887,[[0.08482233]]
"1280.37, 1295.81",[0.01830024],0.26961143473826044,[[0.65352157]]
"1280.37, 1300.87",[0.02528408],0.3167933025340739,[[0.76520693]]
"1280.37, 1319.31",[0.01177763],0.2765649017418773,[[0.48979796]]
"1280.37, 1337.29",[0.01356534],0.5435079118898839,[[0.41870087]]
"1280.37, 1339.62",[0.02071967],0.5886222839447695,[[0.67610132]]
"1280.62, 1294.87",[0.01784401],0.21515492749207799,[[0.34783195]]
"1280.62, 1301.87",[0.01590066],0.30157574624976624,[[0.36414335]]
"1280.62, 1302.87",[0.01331706],0.3528319667501394,[[0.21090338]]
"1280.62, 1307.87",[0.01956686],0.21961531389721123,[[0.15564908]]
"1280.62, 1308.81",[0.01343556],0.23959022385415962,[[0.28109238]]
"1280.62, 1321.83",[0.02128575],0.3326182563559178,[[0.26552621]]
"1280.62, 1322.86",[0.01078893],0.3379734304428491,[[0.47094917]]
"1280.62, 1327.87",[0.02992989],0.2926215388295422,[[0.17418064]]
"1280.62, 1330.78",[0.01447448],0.34702961861660697,[[0.12067443]]
"1280.62, 1357.01",[0.01795527],0.20217577013411503,[[0.16042655]]
"1280.87, 1299.37",[0.01105161],0.30624783701771197,[[0.06747662]]
"1280.87, 1306.37",[0.00952853],0.366821983993421,[[0.1408889]]
"1280.87, 1320.81",[0.02105251],0.3318143706313974,[[0.26507786]]
"1280.87, 1321.83",[0.01906909],0.28010887956339636,[[0.30508056]]
"1280.87, 1334.62",[0.0133636],0.20165828713041156,[[0.26206967]]
"1280.87, 1339.62",[0.01343708],0.419511836184836,[[0.30393632]]
"1280.87, 1343.74",[0.01558801],0.21688705248292472,[[0.19571668]]
"1280.87, 1349.78",[0.01693984],0.37209811387282576,[[0.26916264]]
"1280.87, 1351.79",[0.01528532],0.30833205056521973,[[0.21991607]]
"1280.87, 1353.83",[0.01995976],0.33795354659269383,[[0.42340936]]
"1281.08, 1294.62",[0.02059918],0.46991102761211045,[[0.91654865]]
"1281.37, 1286.62",[0.02488698],0.21239457430943265,[[0.4035321]]
"1281.37, 1287.62",[0.02590257],0.2956621299911689,[[0.51242329]]
"1281.37, 1294.62",[0.02185197],0.3712552570476626,[[0.52132063]]
"1281.37, 1296.62",[0.03380826],0.22690463243239922,[[0.40330231]]
"1281.37, 1311.62",[0.02390296],0.2473253154318945,[[0.34319095]]
"1281.37, 1319.43",[0.05088807],0.3821272542695371,[[5.0591386]]
"1281.37, 1320.62",[0.03748196],0.42642614515325417,[[3.0318601]]
"1281.37, 1326.62",[0.01394881],0.6988610958271269,[[1.0248471]]
"1281.37, 1327.62",[0.02178739],0.31290590675160157,[[0.39034161]]
"1281.37, 1334.62",[0.02068399],0.492804099189261,[[0.23768192]]
"1281.62, 1295.81",[0.01694109],0.23601534821794476,[[0.26497806]]
"1281.62, 1300.87",[0.01852751],0.2991699633238126,[[0.28645173]]
"1281.62, 1303.87",[0.01704982],0.20095963678351847,[[0.13148621]]
"1281.62, 1304.37",[0.00467167],0.26683344947145504,[[0.18254164]]
"1281.62, 1304.87",[0.01317769],0.21895155566757293,[[0.3326825]]
"1281.62, 1305.87",[0.00709799],0.21646818766670914,[[0.35673525]]
"1281.62, 1306.86",[0.01547357],0.23354660235670832,[[0.24347992]]
"1281.62, 1312.87",[0.01608045],0.23320574785146012,[[0.30722356]]
"1281.62, 1325.87",[0.01867479],0.4681187442306439,[[0.38385623]]
"1281.62, 1337.84",[0.00931],0.4904921388868688,[[0.30313484]]
"1281.62, 1347.31",[0.01284463],0.4703367162200812,[[0.06084364]]
"1281.62, 1350.86",[0.01314551],0.29565021271335645,[[0.18131789]]
"1281.62, 1357.01",[0.01952278],0.30177066603332336,[[0.05769777]]
"1281.62, 1357.53",[0.01485701],0.2387682424543984,[[0.15462371]]
"1281.87, 1306.37",[0.00895592],0.5243374446992647,[[0.12701987]]
"1281.87, 1320.81",[0.01684548],0.36849558238731117,[[0.29100674]]
"1281.87, 1342.62",[0.00869346],0.23251756172694774,[[0.37757917]]
"1281.87, 1344.83",[0.01057711],0.6626213259958629,[[0.42155593]]
"1281.87, 1353.83",[-0.00049766],0.6552247145870012,[[0.71101055]]
"1282.37, 1287.87",[0.01816247],0.5521802108551568,[[0.29654392]]
"1282.37, 1293.87",[0.01760866],0.2122977873668419,[[0.44594927]]
"1282.37, 1295.62",[0.03164421],0.28038621030016253,[[0.32713207]]
"1282.37, 1304.87",[0.01957157],0.21159138297857327,[[0.47187622]]
"1282.37, 1319.31",[0.01202691],0.672295089837801,[[0.56380319]]
"1282.37, 1325.62",[0.02166522],0.5068071249491711,[[0.45583363]]
"1282.37, 1334.62",[0.01708179],0.22931015927712317,[[0.65887357]]
"1282.37, 1334.87",[0.0167675],0.2841297497220403,[[0.19164777]]
