m/z,R00X094Y044,R00X211Y047,R00X093Y048,R00X142Y048,R00X241Y049,R00X092Y050,R00X142Y050,R00X212Y051,R00X252Y052,R00X277Y052,R00X300Y052,R00X147Y054,R00X114Y055,R00X270Y055,R00X279Y055,R00X092Y056,R00X126Y056,R00X127Y056,R00X272Y056,R00X295Y056,R00X303Y056,R00X143Y059,R00X212Y059,R00X124Y060,R00X283Y060,R00X286Y061,R00X077Y062,R00X127Y063,R00X130Y063,R00X231Y063,R00X260Y064,R00X280Y064,R00X072Y065,R00X070Y066,R00X076Y067,R00X100Y067,R00X127Y067,R00X272Y067,R00X272Y068,R00X266Y069,R00X219Y070,R00X225Y070,R00X268Y070,R00X177Y071,R00X115Y072,R00X218Y072,R00X223Y072,R00X233Y072,R00X248Y074,R00X218Y077,R00X188Y079,R00X269Y079,R00X273Y081,R00X235Y082,R00X254Y082,R00X271Y083,R00X247Y084,R00X167Y085,R00X168Y085,R00X218Y085,R00X246Y085,R00X194Y086,R00X242Y087,R00X216Y088,R00X246Y088,R00X270Y088,R00X284Y088,R00X266Y092
1290.8,394449.3125,478429.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484860.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426867.53125,0.0,0.0,0.0,0.0,0.0,601063.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559131.625
1290.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480593.5,0.0,624503.3125,0.0,0.0,0.0,0.0,372674.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365372.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810604.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407446.375,0.0,0.0,912862.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601501.375,446726.6875,0.0,0.0
1290.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433158.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484583.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290.99,0.0,0.0,0.0,0.0,393678.9375,433774.59375,0.0,0.0,0.0,0.0,0.0,0.0,350505.8125,611526.1875,0.0,404341.375,564945.8125,559498.5,0.0,4953778.5,357243.125,1256106.875,722401.9375,0.0,0.0,724503.4375,0.0,0.0,637281.3125,476153.8125,0.0,570496.625,0.0,265124.53125,858697.75,0.0,0.0,0.0,0.0,0.0,0.0,3888883.875,0.0,0.0,0.0,0.0,0.0,936989.4375,0.0,1024770.125,0.0,0.0,0.0,0.0,724416.5625,0.0,0.0,534355.4375,355194.15625,0.0,0.0,0.0,801570.6875,0.0,1046196.625,0.0,0.0,0.0
1291.01,0.0,425202.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733029.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.06,408348.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309727.0,0.0,0.0,0.0,0.0,0.0,0.0,1386740.25,0.0,0.0,645777.8125,0.0
1291.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498662.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471283.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566986.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476350.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.27,345466.5625,611288.3125,0.0,0.0,0.0,0.0,0.0,476718.3125,0.0,0.0,0.0,0.0,372215.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547835.0,0.0,0.0,0.0,0.0,0.0,419601.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408890.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.3,0.0,478610.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497340.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509779.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507809.0,0.0,0.0,0.0,0.0,644400.9375,0.0,593626.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547927.6875,0.0,0.0
1291.34,0.0,0.0,0.0,0.0,0.0,0.0,594345.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568815.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797282.375,0.0,0.0,0.0,0.0,0.0
1291.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418467.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526227.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541085.5625,0.0,0.0
1291.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821564.0,0.0,0.0,0.0,0.0,0.0,302912.5625,0.0,372594.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307281.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.41,660677.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406888.71875,0.0,0.0,0.0,358558.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750586.625,0.0
1291.47,0.0,0.0,553122.125,0.0,0.0,0.0,0.0,0.0,1102301.375,0.0,0.0,0.0,0.0,0.0,776533.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608917.1875,0.0,0.0,0.0,0.0,622797.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372736.34375,0.0,425958.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841795.0,0.0,0.0,1351840.4375,0.0,0.0
1291.62,0.0,1689768.6875,1292167.4375,1974049.6875,419768.125,364654.03125,0.0,940070.75,3356525.8125,991431.125,0.0,433643.5625,0.0,1087642.625,1723691.375,0.0,0.0,0.0,500103.28125,0.0,0.0,0.0,443607.0,1286959.0625,682924.25,479940.46875,1468523.125,296803.625,0.0,622825.875,529300.5,617743.25,0.0,0.0,2826849.3125,0.0,366930.03125,543577.5625,0.0,434904.21875,0.0,871450.5,0.0,0.0,448693.6875,542570.9375,1567414.875,0.0,0.0,0.0,333272.71875,358314.3125,769489.75,0.0,1028121.0625,0.0,318098.0,776766.1875,583617.8125,0.0,461869.53125,0.0,788207.4375,731340.75,0.0,1761866.4375,740967.625,0.0
1291.69,0.0,787443.0,802176.6875,1509721.75,593752.0,434471.28125,0.0,0.0,2516888.75,936272.9375,376162.375,577905.1875,649140.4375,1501538.125,2218743.0,449962.03125,501252.53125,0.0,923087.8125,0.0,0.0,514416.78125,0.0,413883.65625,0.0,0.0,1047566.0625,0.0,466905.875,964122.09375,0.0,739210.875,456819.0625,0.0,0.0,301555.5625,0.0,0.0,0.0,601365.8125,0.0,1296073.5,0.0,0.0,406709.53125,425015.28125,2498034.25,0.0,0.0,680251.5625,0.0,0.0,0.0,0.0,1215096.875,0.0,0.0,0.0,0.0,1044083.9375,1124596.5,0.0,880403.0,439248.25,0.0,1473687.3125,0.0,0.0
1291.73,0.0,0.0,0.0,0.0,738163.0,0.0,0.0,0.0,0.0,558491.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454705.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564320.1875,0.0,0.0
1291.77,0.0,415829.0625,0.0,0.0,0.0,578876.6875,0.0,0.0,0.0,511307.40625,0.0,0.0,398242.90625,555101.6875,0.0,0.0,488513.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585089.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.79,452025.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504469.71875
1291.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435174.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434678.21875,406468.8125,505942.125,0.0,0.0,0.0,807734.0,0.0,0.0,0.0,579048.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514520.4375,376997.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330910.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337155.84375,0.0,0.0,0.0,0.0
1291.91,0.0,0.0,0.0,0.0,0.0,602122.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406852.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622754.875,0.0,0.0,0.0,0.0,0.0
1291.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737179.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134436.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375088.1875,0.0,0.0,0.0,0.0
1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393987.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298148.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416694.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554515.1875,0.0,0.0,0.0,0.0,0.0,0.0,612772.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.07,0.0,0.0,0.0,0.0,0.0,393472.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543588.8125,0.0,0.0,0.0,0.0,558843.1875,406233.84375,0.0,0.0,0.0,0.0,0.0,440049.78125,0.0,0.0,0.0,426134.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298604.34375,0.0,0.0,0.0,0.0,399338.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.12,0.0,0.0,0.0,0.0,0.0,437918.40625,0.0,0.0,0.0,467287.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521689.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664741.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.21,0.0,0.0,0.0,0.0,0.0,345977.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474617.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649781.8125,0.0,0.0,0.0
1292.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450379.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509859.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724686.1875,0.0,0.0,405303.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763427.125,0.0,0.0,0.0,0.0,0.0,574342.0,428892.65625,719202.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413476.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644710.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606817.6875,0.0
1292.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357218.40625,761169.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562473.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484406.3125,0.0,0.0,441156.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611592.875,0.0,0.0,0.0,0.0,496795.65625,0.0,447279.6875,0.0,0.0,0.0,487991.875
1292.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404819.34375,0.0,0.0,936329.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605089.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.45,457170.6875,0.0,513876.71875,0.0,0.0,0.0,522699.15625,0.0,723326.9375,0.0,0.0,0.0,0.0,619071.5,0.0,0.0,548157.9375,462509.53125,554307.125,0.0,0.0,607200.25,0.0,0.0,0.0,0.0,855895.9375,0.0,0.0,470286.21875,0.0,0.0,0.0,255139.25,876604.4375,0.0,0.0,0.0,0.0,846146.125,0.0,0.0,0.0,0.0,0.0,0.0,666458.875,652737.75,0.0,0.0,0.0,0.0,493768.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614625.125,0.0,0.0,0.0,0.0
1292.54,0.0,0.0,587225.1875,774410.625,448450.71875,0.0,0.0,514011.1875,0.0,503731.96875,0.0,0.0,0.0,0.0,992591.4375,0.0,0.0,0.0,0.0,0.0,0.0,521179.75,0.0,0.0,611877.75,694455.25,1032602.6875,0.0,723449.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418359.6875,0.0,1060937.75,919575.53125,394030.59375,441983.78125,0.0,802120.0625,0.0,544412.4375,0.0,284672.25,0.0,0.0,0.0,885705.5,0.0,0.0,0.0,355620.6875,0.0,571487.5625,0.0,0.0,0.0,661156.3125,592022.75,1115197.375,581873.1875
1292.62,0.0,496069.46875,707328.5,2258736.25,0.0,0.0,0.0,595180.5625,3055728.75,662071.875,552095.6875,526845.4375,0.0,1450451.0625,1169660.875,0.0,0.0,713223.25,0.0,0.0,0.0,658077.1875,0.0,0.0,0.0,665562.0625,1073963.375,0.0,0.0,884861.6875,0.0,0.0,0.0,0.0,942432.8125,333894.75,0.0,0.0,0.0,0.0,0.0,0.0,397076.78125,459674.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397830.8125,0.0,490977.125,470600.5625,1350239.5625,664083.5,0.0,705441.125,932492.9375,0.0
1292.66,0.0,1175716.125,447573.25,1482120.25,0.0,351255.3125,0.0,0.0,2353480.0,1183819.5,0.0,0.0,0.0,902535.6875,2471856.0,0.0,0.0,0.0,831188.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259101.125,0.0,0.0,0.0,0.0,0.0,305157.78125,0.0,1066588.625,0.0,320050.53125,769430.5625,0.0,603405.5,0.0,0.0,0.0,638024.4375,0.0,797243.0625,1191577.25,0.0,493699.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920502.3125,0.0,590338.9375,0.0,0.0,0.0,0.0,0.0,741279.25,0.0,0.0
1292.7,0.0,0.0,0.0,827300.9375,0.0,0.0,0.0,461317.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435748.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607201.4375,0.0,0.0,0.0,0.0,507493.8125,0.0,884574.625,0.0,0.0,0.0,0.0,802881.625,0.0,0.0,0.0,350265.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538516.4375,0.0,0.0
1292.79,485830.375,0.0,0.0,0.0,426312.5625,0.0,0.0,0.0,0.0,521750.125,0.0,471987.28125,0.0,691856.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452265.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616999.8125,0.0,0.0,669961.25,0.0,0.0,0.0,0.0,760378.625,0.0,0.0,0.0,975643.0,858350.1875,0.0,0.0,0.0,333334.9375,0.0,0.0,737446.25,0.0,0.0,0.0,380923.59375,0.0,0.0,1087523.75,0.0,0.0,0.0,754875.625,0.0,0.0
1292.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294902.625,306391.625,0.0,0.0,0.0,0.0,742071.0625,439492.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667382.5625,0.0
1292.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533287.9375,0.0,0.0,0.0,726998.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406997.28125,0.0,0.0,0.0,0.0,0.0,811732.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256894.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507052.90625,0.0,0.0
1292.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588565.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595289.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482331.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
