,Intercept,Score,Coef
"1280.37, 1296.62",[0.03816616],0.21517410389718394,[[0.34151239]]
"1280.62, 1293.87",[0.01851415],0.46038869835718965,[[0.38129154]]
"1280.62, 1299.02",[0.79530771],0.2616037345459168,[[-0.96763856]]
"1280.62, 1313.76",[0.01214937],0.715282878337835,[[0.24546648]]
"1280.62, 1314.78",[0.00638199],0.27307731175669925,[[0.34711196]]
"1280.62, 1323.02",[0.84298949],0.24518566106854756,[[-0.90213269]]
"1280.62, 1347.02",[0.8369327],0.3536002189074232,[[-1.27046598]]
"1280.81, 1313.62",[0.03201017],0.5666212351678683,[[0.34362089]]
"1281.37, 1317.62",[0.03721353],0.23332800246494834,[[0.59858833]]
"1281.37, 1318.62",[0.02108312],0.4091217185247066,[[0.84279295]]
"1281.37, 1319.42",[0.11454801],0.2513339202985897,[[1.79100992]]
"1281.62, 1300.76",[0.01383086],0.22234145759820478,[[0.26852798]]
"1281.62, 1302.82",[0.02516786],0.25573123060381653,[[0.17332676]]
"1281.62, 1305.75",[0.01278569],0.373559805585105,[[0.30974312]]
"1281.62, 1332.51",[0.0184194],0.2638648201070525,[[0.18049435]]
"1281.83, 1284.85",[0.01062173],0.46408530828623684,[[0.81536409]]
"1281.83, 1287.62",[0.02952222],0.23837583491056125,[[0.424548]]
"1281.83, 1292.79",[0.02310049],0.3382270211852343,[[0.38557938]]
"1281.83, 1293.62",[0.03622269],0.2039082593530842,[[0.34404569]]
"1281.83, 1296.79",[0.01825048],0.2764351720978967,[[0.66809415]]
"1281.83, 1298.81",[0.01763326],0.42825949979044325,[[1.2390294]]
"1281.83, 1313.62",[0.01683235],0.2648075210637264,[[0.76772829]]
"1281.83, 1321.77",[0.02861853],0.4631786979852898,[[0.4001352]]
"1282.62, 1301.85",[0.0176975],0.5756670495565894,[[0.4057346]]
"1282.62, 1302.82",[0.01768623],0.5094607134099534,[[0.31199506]]
"1282.62, 1307.87",[0.01857464],0.22171417657245762,[[0.16445561]]
"1282.62, 1308.78",[0.0146806],0.21570632987265115,[[0.1004995]]
"1282.62, 1313.76",[0.02124548],0.3396073494178907,[[0.19153608]]
"1282.62, 1314.78",[0.017149],0.5359129691608384,[[0.37019809]]
"1282.62, 1320.72",[0.0225758],0.31386568234531675,[[0.10721189]]
"1282.62, 1321.77",[0.01222714],0.6372379197472418,[[0.50814331]]
"1282.83, 1290.87",[0.0161448],0.5644869276496414,[[0.49859061]]
"1282.83, 1291.87",[0.025114],0.2525652980463615,[[0.41790439]]
"1282.83, 1292.62",[0.02545249],0.4931896766915461,[[0.53867886]]
"1282.83, 1293.62",[0.02505861],0.33238871395413117,[[0.6137192]]
"1282.83, 1295.77",[0.02096346],0.2666861766151367,[[0.30353713]]
"1282.83, 1298.81",[0.02164485],0.6091076493024082,[[1.29322381]]
"1282.83, 1303.86",[0.0292939],0.21616182679358883,[[0.15766583]]
"1282.83, 1318.62",[0.01794944],0.574943629362604,[[0.80164415]]
"1283.62, 1319.42",[0.08946963],0.2517334872138314,[[0.964375]]
"1283.62, 1332.51",[0.02253169],0.2800137215384152,[[0.08889976]]
"1283.86, 1289.85",[0.01752865],0.3205595251344795,[[0.33095934]]
"1283.86, 1290.62",[0.03478331],0.4691562852621473,[[0.22918909]]
"1283.86, 1299.02",[0.7707208],0.27560857321582377,[[-0.65559808]]
"1283.86, 1305.62",[0.02355117],0.5276453918965673,[[0.25095162]]
"1283.86, 1315.62",[0.0567608],0.5467316753222486,[[0.33384087]]
"1283.86, 1323.02",[0.83738051],0.3621109020520008,[[-1.48728289]]
"1283.86, 1347.02",[0.81329732],0.2933918206229269,[[-1.52662751]]
"1284.37, 1295.62",[0.0339075],0.23961340123406416,[[0.69308037]]
"1284.62, 1300.02",[0.22875177],0.21262369074956558,[[-0.55466775]]
"1284.85, 1289.62",[0.033228],0.2563838868610888,[[0.55024358]]
"1284.85, 1292.62",[0.02682298],0.2876652269062454,[[0.38217491]]
"1284.85, 1293.87",[0.02703838],0.31616660194528834,[[0.35012545]]
"1284.85, 1306.62",[0.02408288],0.3241892149383411,[[0.33704428]]
"1284.85, 1307.62",[0.03978846],0.3267367287001312,[[0.19493091]]
