m/z,R00X105Y044,R00X136Y045,R00X160Y045,R00X163Y045,R00X166Y046,R00X126Y047,R00X146Y047,R00X209Y047,R00X179Y048,R00X195Y048,R00X211Y048,R00X128Y049,R00X134Y049,R00X128Y050,R00X181Y050,R00X126Y051,R00X131Y052,R00X181Y052,R00X167Y054,R00X175Y055,R00X254Y055,R00X114Y056,R00X138Y056,R00X225Y056,R00X241Y056,R00X116Y058,R00X136Y059,R00X169Y059,R00X148Y060,R00X150Y060,R00X167Y060,R00X147Y061,R00X108Y062,R00X135Y062,R00X241Y062,R00X164Y063,R00X168Y063,R00X238Y064,R00X241Y064,R00X242Y064,R00X300Y064,R00X235Y065,R00X155Y066,R00X158Y066,R00X195Y066,R00X116Y067,R00X145Y067,R00X238Y067,R00X248Y067,R00X085Y068,R00X151Y068,R00X169Y068,R00X106Y069,R00X112Y069,R00X123Y069,R00X162Y069,R00X238Y069,R00X300Y069,R00X105Y070,R00X121Y070,R00X122Y070,R00X203Y070,R00X103Y071,R00X216Y071,R00X164Y072,R00X167Y072,R00X267Y072,R00X127Y073,R00X154Y073,R00X190Y073,R00X157Y074,R00X168Y074,R00X161Y075,R00X191Y075,R00X101Y076,R00X154Y076,R00X156Y076,R00X214Y076,R00X236Y076,R00X140Y077,R00X099Y078,R00X153Y078,R00X157Y078,R00X120Y079,R00X129Y079,R00X140Y081,R00X163Y081,R00X173Y081,R00X124Y082,R00X130Y082,R00X156Y082,R00X206Y082,R00X215Y083,R00X232Y086,R00X234Y089,R00X234Y090
1300.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330000.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676274.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.04,0.0,0.0,719805.125,762106.3125,0.0,759796.1875,0.0,3519088.5,280128.4375,1883636.0,0.0,2219015.0,0.0,0.0,0.0,1575968.5,1253106.375,0.0,0.0,0.0,0.0,1249124.25,0.0,589121.25,0.0,1329218.0,1761307.5,1811482.25,0.0,0.0,0.0,305272.84375,1359836.125,376404.84375,821848.25,0.0,0.0,597448.5,0.0,762984.4375,0.0,2876698.75,996010.25,0.0,547010.1875,4003090.75,611138.875,574509.625,623645.3125,726505.3125,788707.0625,419465.5,0.0,1824905.125,0.0,0.0,549470.0625,0.0,0.0,0.0,0.0,757329.9375,2752301.5,0.0,446738.65625,868080.4375,3636882.0,570156.875,511873.59375,1278762.25,831245.6875,539695.6875,1856077.375,385632.625,2653937.0,1183525.125,819326.1875,0.0,1072274.0,2488002.5,0.0,2400878.5,0.0,468894.375,1548283.75,1763638.0,430715.96875,0.0,0.0,0.0,668558.6875,0.0,1921421.25,539824.1875,1697227.375,1220329.125
1301.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378569.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496696.9375
1301.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597616.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268432.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531492.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320716.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.23,448179.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300599.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298631.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620949.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513816.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506921.875,0.0,398992.5,0.0,0.0,0.0,452739.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388901.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254710.703125,0.0,326939.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405690.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478758.40625,0.0,0.0,0.0,0.0,842300.125,0.0,0.0,0.0,0.0,0.0
1301.37,373910.90625,0.0,0.0,0.0,0.0,0.0,648418.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039445.5,0.0,0.0,0.0,0.0,338766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376446.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.5,1123270.5,1382001.125,0.0,0.0,0.0,7594935.5,620940.1875,0.0,334310.21875,417287.21875,0.0,1969438.5,1429457.375,970076.6875,415605.28125,726922.875,0.0,7333282.875,531823.4375,354614.15625,0.0,0.0,0.0,0.0,962039.375,0.0,662543.625,0.0,0.0,1199153.75,2432328.5,874238.4375,741414.6875,0.0,0.0,400667.125,242884.46875,1079701.625,13051816.25,0.0,0.0,3531568.625,0.0,0.0,500128.5,0.0,764189.3125,536614.875,0.0,1132286.28125,0.0,0.0,1365038.1875,0.0,0.0,0.0,0.0,839727.5625,0.0,730167.875,0.0,705157.1875,0.0,0.0,5408534.9375,0.0,0.0,427770.0625,2941652.75,0.0,0.0,0.0,571534.4375,715779.25,3944323.625,545667.8125,1943246.0625,0.0,0.0,0.0,0.0,0.0,1298731.75,1219804.375,3990513.3125,1415397.625,332732.46875,513387.25,0.0,1541825.0,2474959.9375,2353117.75,0.0,462661.53125,0.0,0.0
1301.62,0.0,0.0,0.0,586016.625,2413946.25,609971.875,0.0,0.0,0.0,0.0,0.0,906091.0625,0.0,0.0,0.0,0.0,0.0,0.0,506418.5625,0.0,0.0,377143.53125,912201.25,947951.28125,0.0,719147.4375,0.0,0.0,0.0,0.0,0.0,358358.59375,0.0,0.0,0.0,297913.1875,358379.4375,0.0,0.0,631748.625,0.0,0.0,1266718.5625,400512.21875,531506.375,0.0,689660.25,0.0,671747.0,481421.71875,0.0,0.0,655849.25,0.0,0.0,0.0,567087.75,375085.09375,0.0,0.0,0.0,1721552.3125,1072888.375,0.0,0.0,0.0,0.0,0.0,551413.5,0.0,450094.4375,0.0,0.0,0.0,1227729.75,2207326.5,977319.25,0.0,0.0,0.0,0.0,0.0,1326867.25,407688.28125,658739.875,0.0,0.0,1317443.28125,0.0,1902107.625,2589771.375,556859.8125,0.0,0.0,0.0,0.0
1301.85,0.0,489221.90625,838061.8125,382926.15625,778035.75,0.0,0.0,0.0,0.0,0.0,0.0,1846711.3125,755203.375,496978.21875,0.0,2397975.75,385703.75,405341.0,1459303.875,0.0,0.0,0.0,1208890.40625,0.0,0.0,2531636.5625,0.0,619438.4375,851591.0,300423.53125,0.0,865513.28125,1809055.625,417720.0625,590186.5625,0.0,0.0,1176902.625,1122420.625,0.0,0.0,0.0,0.0,326564.3125,0.0,1827870.0,1052977.625,0.0,0.0,568704.4375,548171.8125,0.0,965847.9375,666341.625,362305.34375,0.0,0.0,420069.5,0.0,404037.21875,0.0,0.0,3237954.6875,0.0,1795533.15625,3178110.125,0.0,0.0,1449093.875,0.0,0.0,0.0,0.0,0.0,1245448.5,3224469.4375,1440375.75,0.0,0.0,0.0,792415.125,0.0,752923.8125,0.0,753857.8125,0.0,807592.90625,1225852.8125,388934.1875,17327841.1875,2066698.9375,0.0,0.0,0.0,0.0,498763.875
1301.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296992.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449001.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6672061.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424300.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333295.375,0.0,0.0,0.0,404220.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319531.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301756.75,0.0,631085.4375,0.0,0.0,0.0,0.0
1301.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427300.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.02,0.0,0.0,0.0,0.0,0.0,0.0,583534.125,0.0,0.0,0.0,0.0,679657.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422002.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320567.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385135.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766283.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974803.9375,771230.3125,558301.375,0.0,371362.5625,0.0,0.0,473738.59375,0.0,0.0,0.0,0.0,0.0,382923.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730276.6875,0.0,0.0,0.0
1302.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709217.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307848.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349028.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453308.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554083.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281803.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361213.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443293.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357168.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502293.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737177.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443880.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661183.625,0.0,0.0,0.0,0.0,0.0
1302.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421762.53125,0.0,0.0,0.0,477458.75,403098.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710313.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399677.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664862.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.35,0.0,540729.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386423.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460882.125,0.0,0.0,0.0,0.0,758436.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302.44,742799.0,0.0,0.0,0.0,567342.1875,2169686.0,0.0,0.0,316397.96875,0.0,0.0,1371817.375,0.0,0.0,0.0,0.0,0.0,391532.375,496636.03125,259709.96875,0.0,0.0,0.0,310996.34375,0.0,0.0,0.0,0.0,0.0,380280.46875,813530.3125,426000.90625,0.0,0.0,0.0,0.0,0.0,481987.0625,6185953.5,0.0,0.0,884040.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532368.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336511.84375,0.0,0.0,0.0,332912.8125,0.0,390809.5625,0.0,0.0,0.0,764238.875,1774207.75,633418.0625,0.0,0.0,360450.71875,739018.9375,733200.8125,0.0,0.0,0.0,1268806.375,957105.5625,0.0,0.0,0.0,0.0,0.0,1058578.375,0.0,0.0,0.0,0.0
1302.62,634811.4375,755430.5625,0.0,0.0,2222649.5625,2171487.0,1153648.125,0.0,0.0,0.0,266439.15625,0.0,1153912.75,484949.1875,0.0,693860.1875,673169.75,3104239.75,1345149.875,373028.8125,0.0,0.0,895016.3125,0.0,407459.25,1212093.5625,0.0,0.0,401827.21875,345858.65625,421141.09375,0.0,1082775.25,823542.5,0.0,353686.28125,0.0,924367.09375,0.0,474600.65625,0.0,650707.5,0.0,894915.5,0.0,0.0,1312357.0,856553.03125,0.0,0.0,1122825.375,698849.6875,1374142.3125,0.0,354697.46875,0.0,757208.375,0.0,289677.1875,0.0,0.0,1955093.875,997917.25,538686.75,3102497.5,0.0,0.0,496578.1875,1024543.0625,0.0,458834.15625,0.0,0.0,0.0,4261013.125,2056851.21875,1746886.4375,322768.15625,341420.46875,953366.5625,2049111.875,0.0,771241.6875,570113.9375,1086104.75,0.0,758312.21875,537123.1875,650652.0625,2093228.6875,1176771.5,787090.0625,0.0,0.0,0.0,0.0
1302.64,0.0,0.0,0.0,0.0,851314.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141898.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469685.21875,0.0,428658.25,0.0,826047.6875,0.0,497780.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876101.1875,0.0,0.0,0.0,0.0,658234.125,781102.6875,0.0,0.0,0.0,0.0,0.0,1331243.0,0.0,1422466.25,0.0,0.0,0.0,900055.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613070.0,0.0,0.0,0.0,0.0,746015.75
