,Intercept,Score,Coef
"1299.02, 1316.24",[0.47021437],0.4109769332365706,[[-0.32048913]]
"1299.02, 1323.3",[0.15665763],0.35550810396668364,[[-0.08243576]]
"1300.02, 1317.25",[0.14012535],0.2928403825633681,[[-0.35407214]]
"1300.02, 1323.3",[0.16003407],0.28475209718023275,[[-0.31176316]]
"1300.02, 1326.32",[0.39404914],0.2990870339085564,[[-0.89400305]]
"1300.02, 1327.32",[0.09626043],0.37014494739962356,[[-0.2151027]]
"1301.03, 1316.24",[0.30587451],0.2355733546178127,[[-2.00224166]]
"1301.03, 1324.02",[0.18293521],0.21309704802438578,[[1.69571384]]
"1301.03, 1347.02",[0.73375853],0.6099070866719816,[[3.85284768]]
"1301.03, 1348.02",[0.17738353],0.25129570984709126,[[1.51075942]]
"1316.24, 1322.3",[0.01802698],0.6524972699145916,[[0.37929859]]
"1316.24, 1323.02",[1.02003582],0.4982070489632972,[[-0.93257597]]
"1316.24, 1323.3",[0.02139285],0.6199935621139632,[[0.29703308]]
"1316.24, 1326.32",[0.02689913],0.5026055225800492,[[0.78217023]]
"1316.24, 1327.32",[0.00226737],0.7122121593592873,[[0.18050602]]
"1316.24, 1347.02",[1.02807191],0.5504486060153275,[[-0.95064317]]
"1316.24, 1348.02",[0.29074977],0.3602661925775744,[[-0.32116647]]
"1317.25, 1327.32",[0.00960704],0.39024521018676284,[[0.58832067]]
"1317.25, 1347.02",[1.04060456],0.584699359869387,[[-3.59158321]]
"1322.3, 1326.32",[0.06848328],0.431230446093146,[[1.35686937]]
"1322.3, 1327.32",[0.00729013],0.3983750847839725,[[0.35438324]]
"1322.3, 1348.02",[0.29141034],0.317886912565133,[[-0.68892179]]
"1323.3, 1326.32",[0.0606721],0.5062653762236705,[[1.79817567]]
"1323.3, 1327.32",[0.00381093],0.6259864188584863,[[0.45330971]]
"1323.3, 1347.02",[0.99928361],0.3518074211110831,[[-1.96413239]]
