,Intercept,Score,Coef
"1280.62, 1284.82",[0.01335302],0.5717419225939546,[[0.2453022]]
"1280.62, 1294.87",[0.0108066],0.5122659661439326,[[0.49304634]]
"1280.62, 1296.37",[0.0081448],0.222409651948972,[[0.16060035]]
"1280.62, 1296.53",[0.00766239],0.31687009804992516,[[0.36440716]]
"1280.62, 1298.37",[0.00457252],0.2038133071627437,[[0.13991193]]
"1280.62, 1301.87",[0.011385],0.5633260650061391,[[0.29699345]]
"1280.62, 1304.84",[0.00364979],0.30743791558579026,[[0.47719857]]
"1280.62, 1306.83",[0.00831395],0.42326066206822144,[[0.22695174]]
"1280.62, 1311.72",[0.00954146],0.25391999716917535,[[0.09437308]]
"1280.62, 1320.46",[0.02599503],0.2112350112567083,[[0.60164645]]
"1280.62, 1327.87",[0.01655451],0.28736193590749537,[[0.16652549]]
"1280.87, 1285.62",[0.02161176],0.22880384382819216,[[0.29230238]]
"1280.87, 1292.83",[0.00784988],0.5875246766367801,[[0.57361757]]
"1280.87, 1293.62",[0.00695223],0.3244144698743189,[[0.51311606]]
"1280.87, 1294.37",[0.00297753],0.3778160143313454,[[0.2017958]]
"1280.87, 1294.62",[0.00718754],0.293113256554407,[[0.42488664]]
"1280.87, 1295.62",[0.00977325],0.23638333022315458,[[0.41849136]]
"1280.87, 1296.82",[-0.01148382],0.4535546940269527,[[1.35300133]]
"1280.87, 1297.84",[-0.00730584],0.616528992864613,[[1.3677884]]
"1280.87, 1299.62",[0.01528045],0.37745395648960645,[[0.37041561]]
"1280.87, 1309.29",[0.0078496],0.2490646081184493,[[0.08688506]]
"1280.87, 1309.62",[0.01057869],0.25578594345373273,[[0.36765045]]
"1280.87, 1313.84",[0.00210749],0.643680599865015,[[0.63077354]]
"1280.87, 1321.62",[0.00702996],0.3202972873464339,[[0.64632195]]
"1280.87, 1324.85",[-0.01116604],0.2725485963497821,[[1.36576867]]
"1280.87, 1345.62",[0.00803083],0.43044034345303994,[[0.3456559]]
"1281.37, 1285.62",[0.01398104],0.3700965205336697,[[0.88259342]]
"1281.37, 1293.62",[0.00696438],0.2587384909388002,[[1.3531823]]
"1281.37, 1299.87",[0.009901],0.30114143290261386,[[0.4939583]]
"1281.37, 1317.62",[0.01087044],0.21324214940840325,[[1.01984005]]
"1281.62, 1295.77",[0.00544126],0.6933080143613901,[[0.50955515]]
"1281.62, 1296.53",[0.00781774],0.3355754886488248,[[0.37280141]]
"1281.62, 1301.87",[0.01357804],0.3685167923652469,[[0.28680795]]
"1281.62, 1320.74",[0.0104877],0.2099190189276395,[[0.312971]]
"1281.87, 1293.62",[0.01571476],0.4816576047100992,[[0.1276638]]
"1281.87, 1294.62",[0.01408547],0.3783046073773313,[[0.12568985]]
"1281.87, 1297.84",[0.01211863],0.6702154094976919,[[0.67920916]]
"1281.87, 1301.62",[0.02605001],0.4792280474231676,[[0.41165731]]
"1281.87, 1304.62",[0.0129891],0.3134939046616766,[[0.18167285]]
"1281.87, 1319.43",[0.01501094],0.43271137576593494,[[1.4495363]]
"1281.87, 1321.62",[0.01622979],0.22979208695317543,[[0.3904593]]
"1281.87, 1337.59",[0.00994748],0.7475534376833358,[[0.36335553]]
"1281.87, 1341.85",[0.01580996],0.31343495290005274,[[0.21009731]]
"1282.62, 1293.84",[0.00694163],0.40960743177764125,[[0.44120057]]
"1282.62, 1295.77",[0.00658261],0.3820896587919997,[[0.45980422]]
"1282.62, 1296.53",[0.00850586],0.29413849083040833,[[0.26198901]]
"1282.62, 1298.37",[0.00630274],0.23461478414807801,[[0.2572855]]
"1282.62, 1304.84",[0.01387489],0.20814533224929221,[[0.25465684]]
"1282.62, 1322.81",[0.00765401],0.2679078408624752,[[0.30397083]]
"1282.62, 1323.76",[0.00654085],0.3857588066406952,[[0.3279939]]
"1282.87, 1286.62",[0.0115032],0.3125279500486181,[[0.26217137]]
"1282.87, 1293.62",[0.0122155],0.5637288213740934,[[0.36632807]]
"1282.87, 1297.84",[0.00401071],0.8595678247849017,[[0.95944153]]
"1282.87, 1300.62",[0.01645156],0.2282765473616035,[[0.2535758]]
"1282.87, 1300.83",[0.01175542],0.2643203979554175,[[0.30433743]]
"1282.87, 1304.62",[0.01423594],0.46639345076989874,[[0.13604471]]
"1282.87, 1307.62",[0.01580188],0.26237615143057,[[0.17999485]]
"1282.87, 1307.8",[0.01160699],0.3165498499576711,[[0.1369552]]
"1282.87, 1310.62",[0.0125206],0.24492457590371175,[[0.12535058]]
"1282.87, 1312.62",[0.01086611],0.23927370115143531,[[0.3791028]]
"1282.87, 1313.84",[0.01005611],0.38247504357639484,[[0.4365545]]
"1282.87, 1317.62",[0.0143401],0.6790174311458548,[[0.30679137]]
"1282.87, 1320.46",[0.02189256],0.4305203698828648,[[0.50559115]]
"1282.87, 1321.62",[0.01691445],0.34417199983368896,[[0.51162164]]
"1282.87, 1345.62",[0.00958057],0.7037727552918315,[[0.49007294]]
"1283.37, 1303.62",[0.02487992],0.24540055653477008,[[0.52111118]]
"1283.62, 1288.87",[0.01371849],0.5127236175121646,[[0.18928517]]
"1283.62, 1293.84",[0.01256921],0.22076640692436103,[[0.15815377]]
"1283.62, 1295.77",[0.00603577],0.3808352207812101,[[0.26029121]]
"1283.62, 1296.53",[0.0085849],0.5831724033327602,[[0.28551039]]
"1283.62, 1301.87",[0.01546612],0.20476359165738145,[[0.1551744]]
"1283.62, 1306.83",[0.00954018],0.46878529100025346,[[0.21239989]]
"1283.62, 1307.8",[0.01347101],0.36753563229400393,[[0.13311575]]
"1283.62, 1313.84",[0.01728222],0.2263551582063824,[[0.15294677]]
"1283.62, 1314.85",[0.01470448],0.3685799970843011,[[0.32366495]]
"1283.62, 1320.46",[0.01115326],0.23148490264925423,[[1.09722113]]
"1283.62, 1327.87",[0.00787368],0.39463720381839396,[[0.41636827]]
"1283.62, 1341.85",[0.02190987],0.2736668381802788,[[0.16084113]]
"1283.87, 1289.62",[0.02183558],0.24641118116705796,[[0.43706279]]
"1283.87, 1293.84",[0.01339717],0.3007320907006391,[[0.22282528]]
"1283.87, 1295.62",[0.01869093],0.29296764685766563,[[0.2345187]]
"1283.87, 1296.82",[0.01499394],0.8661854752161813,[[1.29984898]]
"1283.87, 1297.84",[0.01680476],0.9034420360367689,[[1.18008418]]
"1283.87, 1298.62",[0.01748635],0.5884465609022582,[[0.39833094]]
"1283.87, 1316.62",[0.02130122],0.4031790974561412,[[0.69375843]]
"1283.87, 1317.62",[0.01131269],0.25588229404222407,[[0.66677939]]
"1284.37, 1296.53",[0.00977565],0.3531963020254142,[[0.46352171]]
"1284.37, 1317.62",[0.01285002],0.29243896903313504,[[1.33500329]]
"1284.62, 1293.84",[0.00829627],0.40361328225565074,[[0.34159329]]
"1284.62, 1301.87",[0.01681308],0.2799892391191666,[[0.14970497]]
"1284.62, 1307.37",[0.00718949],0.22056582191045027,[[0.09032581]]
"1284.62, 1309.87",[0.01417379],0.46249210661266815,[[0.55724505]]
"1284.62, 1320.46",[0.02432649],0.2674617216425681,[[0.72503903]]
"1284.62, 1320.74",[0.00933959],0.35644334887461593,[[0.19760642]]
"1284.62, 1342.33",[0.0154746],0.28930260380587935,[[0.10082727]]
"1284.82, 1286.87",[0.01100731],0.5299198350486739,[[0.32711046]]
"1284.82, 1290.87",[0.01505524],0.3094077742277592,[[0.25512109]]
"1284.82, 1297.84",[0.0101905],0.2536487468860946,[[1.0884534]]
