m/z,R00X159Y046,R00X104Y047,R00X163Y047,R00X165Y048,R00X167Y048,R00X175Y048,R00X164Y050,R00X182Y050,R00X189Y050,R00X127Y051,R00X172Y051,R00X289Y051,R00X145Y052,R00X156Y054,R00X157Y054,R00X201Y055,R00X218Y055,R00X248Y055,R00X128Y056,R00X115Y057,R00X177Y059,R00X156Y060,R00X279Y060,R00X191Y061,R00X088Y062,R00X163Y062,R00X166Y062,R00X167Y062,R00X175Y063,R00X086Y064,R00X140Y064,R00X249Y064,R00X173Y066,R00X242Y066,R00X155Y069,R00X164Y069,R00X142Y070,R00X148Y070,R00X163Y070,R00X186Y070,R00X112Y071,R00X142Y071,R00X234Y071,R00X301Y071,R00X170Y072,R00X168Y073,R00X215Y073,R00X237Y073,R00X075Y075,R00X154Y075,R00X160Y075,R00X168Y075,R00X233Y075,R00X099Y077,R00X142Y078,R00X145Y078,R00X168Y080,R00X139Y081,R00X154Y081,R00X139Y082,R00X235Y086
1298.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391008.8125,604211.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820029.625,0.0,440181.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367632.1875,0.0,0.0,0.0,0.0,0.0,312991.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496043.21875,0.0,0.0,0.0,0.0,0.0,0.0
1298.37,0.0,0.0,683966.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695239.9375,0.0,0.0,0.0,0.0,0.0
1298.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810672.0625,0.0,404189.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335928.71875,0.0,445424.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774849.125,0.0,601167.8125,1215614.375,0.0,407536.59375,0.0,0.0
1298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511107.8125,891532.6875,0.0,0.0,0.0,359136.0,1707512.875,0.0,0.0,0.0,0.0,590553.6875,1317394.0,0.0,0.0,0.0,736229.6875,0.0,0.0,447968.625,0.0,0.0,0.0,0.0,0.0,608458.375,0.0,0.0,300506.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444018.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985688.25,0.0,0.0,0.0,407336.40625,0.0,544779.75,0.0
1298.62,0.0,601653.0625,538317.6875,0.0,0.0,0.0,1264110.5,0.0,1296258.625,1213924.625,1025777.03125,0.0,535293.3125,0.0,1037492.0625,0.0,738685.9375,792270.6875,0.0,4734203.875,881813.4375,706650.5,474574.4375,0.0,688181.6875,1349310.6875,0.0,0.0,0.0,0.0,0.0,385087.0625,862076.3125,357013.75,0.0,0.0,1238587.46875,0.0,561504.0625,675444.5,486040.34375,1716116.375,0.0,382419.75,342812.40625,551399.875,461385.375,0.0,0.0,2023297.375,0.0,428316.21875,402602.25,1319551.25,0.0,0.0,1417655.5625,0.0,0.0,618765.0625,357944.78125
1298.76,514003.65625,345649.21875,414656.59375,889452.25,0.0,0.0,669420.625,615652.4375,1571943.9375,0.0,1306783.4375,509571.3125,820372.4375,0.0,0.0,0.0,1854534.25,0.0,390209.5,1901205.0,0.0,776018.25,0.0,618341.25,0.0,1101748.3125,350126.125,284491.875,429280.96875,576510.3125,0.0,537779.3125,956425.25,0.0,0.0,0.0,705438.25,0.0,0.0,466856.71875,0.0,1205197.0,0.0,262426.96875,0.0,633593.625,0.0,0.0,0.0,0.0,272399.375,363136.90625,646500.25,2943414.8125,838483.1875,445416.84375,689118.4375,509483.59375,0.0,1026256.21875,750457.9375
1298.8,0.0,0.0,0.0,810349.0,0.0,0.0,0.0,0.0,605316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782456.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019298.375,0.0,1926045.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288914.46875,0.0,0.0
1298.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338655.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298.97,0.0,586483.9375,0.0,1259777.375,0.0,0.0,0.0,0.0,0.0,0.0,606080.375,653882.8125,0.0,0.0,0.0,0.0,1309130.875,1081965.125,689227.0625,0.0,0.0,0.0,1528070.125,782929.375,1190836.875,0.0,0.0,520493.84375,0.0,0.0,562481.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863858.8125,0.0,0.0,0.0,0.0,0.0,610040.4375,2891620.75,0.0,575013.25,0.0,0.0,0.0,0.0,0.0,0.0,888049.875,664399.625,0.0,0.0,0.0
1299.02,6196885.5,9691703.0,5334531.0,8355303.5,55244488.0,43723704.0,14312830.0,4574987.5,4473572.5,14767484.0,8761553.0,9162160.0,3329970.0,14888826.0,19836176.0,78837048.0,12570692.0,15038091.0,10730855.0,2287415.5,41476504.0,27501488.0,21925318.0,12869500.0,15184599.0,6585947.5,1641088.0,4690612.5,4192306.5,18544594.0,7551166.5,8802206.0,9873358.0,8139718.5,79500688.0,1794616.5,11869249.0,16538430.0,7621654.0,8582011.0,13429561.0,20725672.0,25493408.0,4278871.0,6006625.0,4018177.25,9658390.0,39852940.0,36996056.0,8565990.0,2328044.0,3680902.75,9092608.0,23403884.0,7445508.0,7426831.5,7923186.5,9261170.0,2906214.0,8708525.0,15045761.0
1299.06,0.0,0.0,387106.90625,696470.875,0.0,2966425.25,0.0,431803.28125,503388.03125,0.0,0.0,0.0,354991.15625,0.0,0.0,0.0,938522.5,915887.4375,0.0,0.0,0.0,1857104.5,0.0,0.0,1049401.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357936.03125,0.0,979823.75,0.0,0.0,0.0,0.0,1668955.0,0.0,0.0,0.0,686859.375,0.0,0.0,910998.25,0.0,412022.1875,546002.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.21,623021.75,0.0,0.0,0.0,0.0,0.0,668247.375,0.0,0.0,1950461.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902144.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574264.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126144.625,0.0,0.0,971395.9375,0.0,0.0,678930.3125,0.0
1299.25,0.0,387874.46875,579705.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392973.78125,0.0,0.0,0.0,532393.1875,0.0,0.0,0.0,0.0,331174.0,0.0,0.0,0.0,0.0,0.0,245945.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414224.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852549.875,513728.21875,0.0,0.0,0.0,0.0,314338.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.37,0.0,571223.25,0.0,0.0,0.0,729112.625,0.0,0.0,535809.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567409.375,0.0,0.0,0.0,0.0,0.0,0.0,388671.5,0.0,0.0,0.0,0.0,0.0,0.0,345681.6875,0.0,0.0,0.0,0.0,0.0,707493.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241249.0625,0.0,0.0,0.0,0.0,0.0,0.0,465521.21875,0.0,0.0,0.0
1299.53,0.0,0.0,1248882.8125,0.0,0.0,1782251.25,974785.125,577970.3125,2563161.6875,1475488.625,428587.34375,0.0,0.0,979360.625,0.0,0.0,0.0,842627.8125,0.0,1120271.25,0.0,1827544.75,0.0,0.0,641447.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362106.125,0.0,0.0,0.0,607660.6875,0.0,0.0,0.0,1020052.5,0.0,0.0,259906.171875,0.0,426292.96875,0.0,0.0,0.0,1577054.8125,0.0,0.0,343443.34375,0.0,0.0,403450.5625,0.0,0.0,0.0,620179.8125,0.0
1299.62,496756.21875,457208.96875,535850.5625,454246.40625,0.0,0.0,754045.875,465272.65625,946601.875,2231180.5625,674900.9375,365436.6875,0.0,0.0,894180.6875,0.0,704605.3125,0.0,0.0,5199774.5,824287.375,1802544.25,0.0,0.0,0.0,429352.5625,508329.03125,0.0,450667.125,644822.0625,0.0,552979.0625,0.0,369847.5,0.0,0.0,0.0,0.0,0.0,580934.4375,707501.0625,838363.9375,0.0,257141.671875,0.0,527160.25,608445.9375,0.0,0.0,493451.09375,0.0,0.0,0.0,2664030.8125,473699.71875,0.0,799234.4375,496550.8125,0.0,1414585.5625,0.0
1299.79,540290.375,343877.375,0.0,761500.75,0.0,1827062.5625,662269.25,0.0,0.0,1526413.0625,837990.125,0.0,403004.25,0.0,0.0,0.0,1371578.0,660856.375,0.0,1171256.25,831672.75,0.0,0.0,1058798.0,0.0,1291088.3125,617993.75,0.0,493183.90625,0.0,0.0,0.0,668307.3125,293117.09375,0.0,282240.84375,931869.3125,0.0,0.0,907175.5625,0.0,0.0,0.0,254873.390625,0.0,1680068.3125,0.0,0.0,0.0,682844.5,341249.53125,0.0,453313.9375,0.0,519871.21875,0.0,1784358.5,514586.78125,356550.875,0.0,0.0
1299.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969567.4375,0.0,0.0,0.0,0.0
1299.85,0.0,0.0,0.0,661570.375,0.0,0.0,0.0,0.0,0.0,691003.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599465.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436846.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366638.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417333.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465773.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616501.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472721.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.98,0.0,0.0,0.0,0.0,990541.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620173.6875,437088.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416602.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932077.375,1124380.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.02,902438.75,2987527.25,1812824.375,2626444.5,15610637.0,12765271.0,3872690.75,1055126.5,710629.125,3675154.75,2618544.75,3337959.5,1059629.125,4542741.0,5614483.5,23032504.0,4491560.5,4102227.25,2797100.5,0.0,12082249.0,6628869.5,5936850.5,5010819.5,4204887.5,2290167.5,736948.3125,1401288.375,1174669.0,5131812.0,2475537.0,2228574.25,3659565.75,2451107.0,24304078.0,661070.75,3136042.0,4552079.5,2529877.5,2880229.75,4451932.5,5898953.5,6990616.5,1199431.75,1040019.3125,672074.4375,2093965.625,10099729.0,11444529.0,2191760.75,325599.28125,583639.5625,3097448.25,6576432.0,2271010.5,1273480.0,2206017.5,2927404.25,1351948.125,1673750.25,4155211.25
1300.05,0.0,0.0,0.0,530918.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720966.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519234.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391697.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.14,0.0,343266.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340662.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545151.875,0.0,0.0,0.0,302523.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358755.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462642.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485374.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803881.75,0.0,0.0,0.0,0.0
1300.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307746.21875,0.0,0.0,443832.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343903.15625,0.0,0.0,0.0,0.0,0.0,0.0
1300.35,0.0,0.0,398227.5,0.0,0.0,977324.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345711.375,0.0,0.0,0.0,0.0,688116.8125,0.0,456215.625,0.0,0.0,0.0,341872.28125,0.0,458492.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383735.1875,0.0,0.0,0.0,534969.0625,0.0,0.0,0.0,0.0,0.0,392999.25,0.0,0.0,0.0,0.0,635857.5625,746704.9375,0.0,0.0,511883.40625,0.0
1300.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768783.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778354.125,0.0,0.0,0.0,0.0
1300.45,0.0,0.0,0.0,0.0,0.0,0.0,754199.0,0.0,0.0,0.0,0.0,0.0,0.0,623897.375,0.0,0.0,971381.625,0.0,0.0,0.0,0.0,991764.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393218.15625,0.0,0.0,256890.796875,0.0,0.0,0.0,0.0,0.0,0.0,269387.625,0.0,0.0,0.0,558974.5625,363668.96875,0.0,0.0,0.0,0.0,0.0
1300.62,646426.0,971777.0625,623031.0625,0.0,0.0,822411.0625,0.0,0.0,3676688.125,1205871.875,1039998.375,386646.96875,635545.0625,0.0,597104.8125,0.0,1081901.375,718680.125,0.0,4491638.625,0.0,1076615.75,493008.5,0.0,715809.5625,564281.25,375913.46875,0.0,720454.15625,568203.0,0.0,0.0,487623.6875,0.0,0.0,0.0,0.0,0.0,375491.8125,0.0,0.0,1187707.5,816671.0,0.0,392051.84375,0.0,778235.28125,0.0,0.0,584032.5,0.0,644680.625,399721.78125,1637699.0,951757.375,645016.4375,768333.5625,532148.75,322093.4375,644894.75,0.0
1300.71,0.0,516245.6875,0.0,0.0,0.0,776025.125,0.0,0.0,1741017.8125,1166979.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685924.625,447514.90625,2420077.0,0.0,673013.9375,0.0,797242.75,0.0,0.0,0.0,274630.90625,682532.875,0.0,0.0,0.0,581077.0,0.0,0.0,0.0,917337.0,0.0,0.0,607935.0625,0.0,0.0,0.0,0.0,0.0,879661.625,375566.75,816385.625,0.0,1405673.0625,0.0,474180.65625,591408.4375,807958.3125,432604.4375,0.0,1275165.75,736793.9375,0.0,0.0,517031.71875
1300.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029888.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288447.65625,0.0,0.0,367908.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433940.78125,0.0
1300.77,0.0,0.0,523453.4375,0.0,0.0,0.0,624545.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883257.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493665.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539574.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678052.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431451.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398297.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478170.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431826.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449060.5625,0.0,0.0,0.0,643361.8125,0.0,0.0,0.0,0.0,0.0,550144.4375,0.0,0.0,0.0,0.0,393478.21875
1300.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364331.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358735.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301748.03125,0.0,0.0
1300.95,0.0,0.0,0.0,666048.0,0.0,0.0,0.0,0.0,0.0,735987.75,0.0,0.0,0.0,0.0,0.0,0.0,643849.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418014.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.04,435943.375,829425.6875,656685.4375,0.0,3231349.5,2262526.0,0.0,0.0,0.0,674407.1875,849427.5,622899.75,0.0,1053817.625,1157335.25,6183573.0,1431177.25,1106381.25,447607.125,0.0,3186758.75,1805126.625,908013.625,931982.0625,1161859.875,491984.125,0.0,388958.5,0.0,1855841.375,306467.125,0.0,1097897.25,304255.71875,5518533.0,0.0,591902.5625,614723.1875,418455.4375,458176.375,494461.46875,1253902.875,2191534.75,270594.90625,407280.5625,546668.875,724261.5,2211175.75,2480529.75,0.0,0.0,444490.0,661741.0625,1421462.625,727867.3125,748078.125,682543.75,0.0,0.0,646113.625,1879560.25
1301.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295525.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414583.46875,0.0,0.0
1301.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507126.3125,0.0,0.0,349133.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
