,Intercept,Score,Coef
"1280.26, 1283.87",[0.01131959],0.2858302418809371,[[0.57984554]]
"1280.26, 1295.62",[0.02941738],0.2169750984726021,[[0.67769847]]
"1280.26, 1322.3",[0.17427224],0.2810633596627769,[[-1.31468302]]
"1280.62, 1284.84",[0.01212742],0.2765728859445057,[[0.37312518]]
"1280.62, 1291.87",[0.01309007],0.4636411742717702,[[0.50441862]]
"1280.62, 1293.87",[0.012838],0.2784640060891901,[[0.25562522]]
"1280.62, 1294.87",[0.00835792],0.5051547946824927,[[0.51774227]]
"1280.62, 1296.85",[0.0254482],0.22280679522458013,[[0.45351961]]
"1280.62, 1300.37",[0.00653138],0.3182491931070428,[[0.08940642]]
"1280.62, 1302.87",[0.00593756],0.3740199820111179,[[0.42760812]]
"1280.62, 1305.84",[0.01235172],0.2660734720827532,[[0.27278638]]
"1280.62, 1307.87",[0.02063428],0.23743560660689045,[[0.27523493]]
"1280.62, 1310.79",[0.0218592],0.23090381831222417,[[0.28507425]]
"1280.62, 1312.86",[0.01913541],0.4180818739880524,[[0.42438256]]
"1280.62, 1322.85",[0.01425627],0.23221715334410378,[[0.54297803]]
"1280.62, 1327.77",[0.00731037],0.4860351381816745,[[0.26124274]]
"1280.62, 1328.79",[0.01491879],0.26619509203383007,[[0.16404372]]
"1280.62, 1331.87",[0.01877629],0.23769881162893103,[[0.17506682]]
"1280.62, 1335.76",[0.00732715],0.22395189245302763,[[0.3329764]]
"1280.62, 1337.72",[0.01284752],0.5023069254512259,[[0.31187305]]
"1280.62, 1339.72",[0.01062082],0.46845478670327734,[[0.19569092]]
"1280.62, 1340.74",[0.01901335],0.32082948245371323,[[0.08551596]]
"1280.62, 1343.76",[0.00899906],0.5211480528195058,[[0.40159006]]
"1280.62, 1344.75",[0.01641551],0.5000858027390565,[[0.13933933]]
"1280.62, 1345.76",[0.01278535],0.3142853564020913,[[0.43821072]]
"1280.87, 1289.62",[0.02642337],0.27600314696518535,[[0.49224202]]
"1280.87, 1292.62",[0.02150585],0.281427795183973,[[0.35336966]]
"1280.87, 1295.79",[0.01605025],0.4597751954061699,[[0.2717737]]
"1280.87, 1306.86",[0.01194253],0.3008645534574621,[[0.39251799]]
"1280.87, 1312.62",[0.01255637],0.3698863235718981,[[0.36609927]]
"1280.87, 1312.86",[0.00937475],0.2426511863965991,[[0.74053079]]
"1280.87, 1323.86",[0.01772387],0.2909500845515711,[[0.47448632]]
"1280.87, 1329.62",[0.02308362],0.24022284129731397,[[0.1452384]]
"1280.87, 1331.62",[0.01831105],0.3917455971628113,[[0.23230262]]
"1280.87, 1338.83",[0.01257936],0.24534343667824687,[[0.24394887]]
"1280.87, 1345.76",[0.01753395],0.30088945995962735,[[0.32408716]]
"1281.37, 1283.62",[0.02518127],0.21998387255368435,[[0.55456544]]
"1281.37, 1290.62",[0.01853024],0.24550866000238059,[[0.688317]]
"1281.37, 1292.87",[0.01579877],0.4284310190625662,[[0.46867104]]
"1281.37, 1298.62",[0.02680933],0.2153748113329148,[[0.3476702]]
"1281.37, 1313.62",[0.02338727],0.6573932994680385,[[0.93737266]]
"1281.62, 1293.87",[0.01213677],0.3278246856094874,[[0.38464402]]
"1281.62, 1294.87",[0.01819612],0.3087735969194001,[[0.35049298]]
"1281.62, 1295.79",[0.01307733],0.39967784648271687,[[0.33195738]]
"1281.62, 1304.87",[0.01727503],0.2265279230970716,[[0.21589865]]
"1281.62, 1305.84",[0.02216318],0.22035939138807303,[[0.21972346]]
"1281.62, 1306.86",[0.01832622],0.2785347977931334,[[0.16446097]]
"1281.62, 1316.87",[0.01273776],0.2048764896526334,[[0.33129259]]
"1281.62, 1318.82",[0.00876043],0.5252300463384509,[[0.40650287]]
"1281.62, 1325.87",[0.0244631],0.23073450955162578,[[0.49891341]]
"1281.62, 1327.77",[0.01230662],0.24898529613866793,[[0.19964606]]
"1281.62, 1344.75",[0.01681409],0.2794422696160819,[[0.15528087]]
"1281.62, 1349.83",[0.02723649],0.23401338284748854,[[0.29420489]]
"1281.87, 1284.62",[0.02658733],0.20496309325667772,[[0.21309844]]
"1281.87, 1286.83",[0.0112954],0.8930875851980212,[[0.29546589]]
"1281.87, 1288.62",[0.02197293],0.4128833371453792,[[0.27943258]]
"1281.87, 1289.62",[0.0302987],0.24551513202157305,[[0.3847852]]
"1281.87, 1291.62",[0.01998756],0.45677199756108733,[[0.23017869]]
"1281.87, 1294.62",[0.01836735],0.3093150549811582,[[0.44641383]]
"1281.87, 1295.37",[0.00529429],0.3726716991484256,[[0.19122832]]
"1281.87, 1297.84",[0.01707872],0.44181592499665073,[[0.46536404]]
"1281.87, 1298.83",[0.00455789],0.5256588003146512,[[0.99968168]]
"1281.87, 1306.37",[0.00478635],0.2623545290285628,[[0.15614091]]
"1281.87, 1306.86",[0.01011568],0.30656693266738977,[[0.38741429]]
"1281.87, 1307.62",[0.00720241],0.3303908078451233,[[0.58729584]]
"1281.87, 1310.62",[0.01535876],0.3724194783758187,[[0.37570585]]
"1281.87, 1310.79",[-3.45923666e-05],0.7919266391131494,[[0.90072258]]
"1281.87, 1312.62",[0.02269391],0.3412833393013911,[[0.1880832]]
"1281.87, 1312.86",[0.00292022],0.5673670526775104,[[0.76454314]]
"1281.87, 1315.62",[0.03052685],0.3476013394063072,[[0.37198692]]
"1281.87, 1317.62",[0.01911518],0.4574189117715469,[[0.48043138]]
"1281.87, 1318.62",[0.01644999],0.504122120651382,[[0.32886481]]
"1281.87, 1320.78",[0.01187186],0.23796926533898632,[[0.32816617]]
"1281.87, 1321.84",[0.01718238],0.41095488475866376,[[0.32023936]]
"1281.87, 1323.86",[0.02295415],0.23092107109431514,[[0.20918095]]
"1281.87, 1325.62",[0.00934051],0.6414564544385588,[[0.22767625]]
"1281.87, 1327.62",[0.01954566],0.5395112159499682,[[0.28528766]]
"1282.37, 1289.87",[0.01475248],0.5144927199861863,[[0.61454594]]
"1282.37, 1298.83",[0.01717033],0.3878264080551522,[[1.14465803]]
"1282.37, 1303.84",[0.01222989],0.35700686096162326,[[1.04975812]]
"1282.37, 1304.87",[0.01042907],0.4068966101947461,[[1.30069641]]
"1282.37, 1305.84",[0.01410565],0.4749449042353021,[[0.5522095]]
"1282.37, 1307.62",[0.01608719],0.25242813198162073,[[0.30758326]]
"1282.37, 1323.86",[0.0172629],0.5475720215254258,[[1.09992087]]
"1282.37, 1324.87",[0.01690825],0.39410268445015784,[[1.60269857]]
"1282.37, 1325.87",[0.01940006],0.6008866935879017,[[1.0368101]]
"1282.37, 1344.62",[0.02345101],0.23352064477624743,[[0.5480609]]
"1282.62, 1288.87",[0.00094192],0.2571040285084636,[[0.81594578]]
"1282.62, 1289.87",[0.01353864],0.30010258873607676,[[0.44607255]]
"1282.62, 1295.79",[0.01041664],0.40397440999658474,[[0.54890399]]
"1282.62, 1298.83",[0.02611416],0.5057450979559877,[[0.73315338]]
"1282.62, 1301.78",[0.00859824],0.30869240832816125,[[0.39251119]]
"1282.62, 1303.84",[0.00538951],0.35597654174700255,[[0.59552399]]
"1282.62, 1308.81",[0.01506185],0.43943964379708095,[[0.1999733]]
