,Unnamed: 0,1280.26,1280.47,1280.58,1280.62,1280.7,1280.86,1281.42,1281.58,1281.7,1282.37,1282.62,1282.81,1283.29,1283.44,1283.51,1283.62,1283.72,1284.4,1284.52,1284.62,1284.73,1285.01,1285.4,1285.51,1285.6,1285.71,1286.62,1286.75,1287.43,1287.51,1287.62,1287.75,1287.97,1288.53,1288.62,1288.67,1288.97,1289.62,1289.98,1290.62,1290.68,1291.0,1291.59,1291.7,1292.62,1292.69,1292.79,1293.54,1293.62,1293.68,1294.62,1294.76,1295.0,1295.46,1295.62,1295.75,1296.37,1296.51,1296.62,1296.72,1297.52,1297.62,1297.71,1298.48,1298.58,1298.72,1298.98,1299.02,1299.4,1299.43,1299.59,1299.68,1300.02,1300.44,1300.62,1301.03,1301.45,1301.62,1301.74,1302.41,1302.62,1303.43,1303.61,1303.73,1303.96,1304.62,1306.58,1307.53,1307.62,1307.72,1308.51,1308.62,1309.01,1309.52,1309.6,1310.01,1310.75,1311.62,1311.97,1312.21,1312.61,1312.97,1313.22,1313.6,1313.98,1314.19,1314.67,1314.98,1315.19,1315.28,1315.52,1315.62,1316.24,1316.51,1316.62,1317.24,1317.56,1317.61,1317.67,1318.32,1318.62,1318.73,1319.43,1319.71,1320.28,1320.43,1320.51,1320.62,1320.72,1321.28,1321.42,1321.52,1321.62,1322.3,1322.47,1322.7,1322.97,1323.02,1323.07,1323.3,1323.52,1324.02,1325.04,1326.32,1327.32,1329.87,1330.87,1332.21,1332.51,1333.01,1333.52,1335.97,1336.98,1337.43,1337.98,1338.29,1338.98,1339.3,1340.32,1340.61,1341.32,1342.29,1344.51,1345.52,1346.97,1347.02,1347.06,1348.02,1349.02,1356.51,1357.01,1357.52,1359.97
0,R00X141Y046,,,,,,,,,,,,,,,,,,,0.009503858550084994,,,0.0188455350292988,,0.0118479487387005,,,,,,,,,0.0037738290839212205,,,,0.002001673276589901,,0.0,,,,,,,,,,,,,,,,,,,0.01192303104585038,,,0.008808248766661362,,,,,,,0.7914267961080736,,,,,0.20115956412294253,,,0.03560291987684034,0.0017056280995077914,,,,,,,,,,,,,,0.005652663344316071,,0.019934111169504616,0.010491740912032251,,0.006102340212851919,,,0.009678611729575569,0.0034202437609952945,,0.008241113265780654,,,,,,,,,,,0.03431813991621275,,,0.005467993378905542,,,,,,,,,,,0.007550493102642875,,,,,0.01958191250864393,,0.015072742355003938,,,,0.9308997951986216,,0.004412655773158075,,0.2217364205890905,0.045982991027559636,0.02897319992487448,,0.11270932827514572,0.06965106580158725,,0.013889250335808323,0.031410815110505634,0.015361684581422015,0.007524486648060958,0.01201673159107637,,,,,,,,,,0.014505274325301744,0.010702429147769622,,1.0,,0.2319399307513456,0.03848261609498355,0.017104387112580176,0.023619816739804875,0.018060083385349267,
1,R00X153Y047,,,,,,,,,0.0024758495046770103,,,,,,,,,,0.025507912405348637,0.0025172976830612035,,0.004821774050948724,,0.03654669974100234,,,,,,,,,0.023030668440441885,,,,0.017603494645419483,0.004920710143470788,0.019701052052327958,,,,,,0.002765175900566109,,,0.0018720568329792066,,,,,,,0.0,,,0.02659737405561655,,,0.030967409272029636,,,,,0.002911404853546397,,0.8637020828958627,,,,,0.25865001735323984,,,0.0421297845190446,0.004568693291697804,,,,0.006030473240972281,,,,,,,,,,0.01769530866143484,,0.022475928059269956,0.012093837667030092,,0.008300924779254171,,,0.029187196582292976,,,0.04890273294467391,,,0.024813787116435088,,,,,,,0.004438584987595635,,,,,,,,,,,0.032090249307685566,,,0.008250183642450061,0.0139681264971548,,,,,0.012371717438144459,,,,,,0.9959225845157964,,,,0.28930503224191323,0.048363100937546664,0.003718034677328535,,,,,0.012893698333252558,0.045598599026091584,0.01536193253567494,0.034805993314663275,0.03620469545799005,,0.006217639070252525,,,,,,,,0.04665228760679918,0.026858234525704745,,1.0,,0.2744174580629449,0.05125256025803305,0.01522226615355362,0.02468201234628059,,
2,R00X155Y050,,,,,,0.0032240578460229342,,0.0,,,,0.0056353603662447575,,,,,,,0.002737333799654185,0.0010479449658667252,,0.014750435496863994,,0.004123608763329819,,,0.02021103259333834,,,,,,0.0448194332185611,,,,0.0457178524658939,0.004817868630204663,0.03197731226288223,0.0027612856601961964,,0.005084007696308349,,,0.02024611436253464,,,,,,0.0016740446560598355,,0.011366217948525669,,,0.03636018486951958,,0.01879884719357677,0.007083810545416842,0.0035769651949940228,0.025143340803498483,,,,0.0090885813820177,,,0.9022943234553671,,0.014874200430650238,,,0.2370159740744109,,,0.07094740773307365,,0.013337073640961416,,,0.00753081581579398,0.003116620200945656,,,,,0.003418697435144939,,0.007098998517732987,,,,0.011079140803210541,0.012567162291727036,,0.01460323319728264,,,0.0557721677964822,,,0.06647074852350766,0.0033291666104199747,,0.03339461311678338,,,,,,,0.012921678665670915,0.07668904676578323,,,0.0214069008068394,,,,,,,0.034075253619530066,0.005734294101333456,,,,,,,,0.024172931616038857,,,,,0.04063779469103947,0.8793738031347481,,0.0060331489162050176,,0.2381704172681949,0.0656791038675125,0.0376294532412329,0.008560454162842646,,,,0.009344076633230091,0.020206738583040958,0.024606094683798745,0.0393698174717483,0.049619610220483806,,0.03165818133019333,,,,,,,,0.036307474828082345,0.05044296785204589,0.044008523956713834,1.0,,0.25273285135975204,0.055622315466633376,0.0249441406717686,,0.013330176571254558,0.031831453548308714
3,R00X283Y050,,0.001855842334827471,,,,,,0.0,,,,,,,,,0.0004956835055250239,,,,,0.0009448836036220227,,0.001920602131690839,,,,,,,,,0.18917964108921154,,,,0.20057170188323284,,0.11496459183287686,,,0.02892178461198382,,,,,,,,,,,0.01075406705099038,,0.0018309457681338684,,,0.008079711280426123,,,,,,,,,,0.8980431599594887,,,0.0027380848594311326,,0.242881137961048,,,0.05986479050644908,0.0040150384982384005,,,,,,,,,,,,,,0.012608735060521356,,0.0179742643325483,,,,,,0.18127633754960384,,,0.23898419422778705,0.01685704069426152,,0.12684071546190112,,,0.04207061864140615,0.008608025651987887,,,,0.06794375976415852,,,0.030979356303504117,,,,,,,0.007859181838890866,,,,0.02372348535503311,,,0.019197724153803625,,,,0.01880579399277282,,,,0.9682823368961118,,0.021929313594439125,,0.23494473571116864,0.053594795745992616,0.07686006140128454,,0.15765352574585376,0.1428686498565407,,,0.010321461279102922,,0.21733784660805,0.25751357641718514,,0.1324511557508286,,0.056217804705105984,,,,,,,,,1.0,,0.256684019681486,0.044901173457862514,,,,0.12795511607730095
4,R00X302Y050,0.002687089403594967,0.10531220185507664,0.038482299846112004,,,,0.14544998394246644,,,,0.01179230672626141,,0.0019045419168788114,0.00013506093666081152,0.06638653787227246,0.018400019700900185,,,0.10347582953030612,,,,0.04285688906464994,,0.00653316658822656,,,,0.030710612480621367,0.001794475414063742,0.0017247639809770767,,0.046630008645142086,,0.0,,0.09325191450069303,,0.021213861432043127,,,0.0003322396493181994,,0.00033246352318390816,0.05598077587893421,,,,,,0.007243980555327069,0.030542483207474092,,,0.021416474502247155,0.030115064667410464,,,,0.0038057148931655857,0.06131818520911589,0.01012849421065794,,,,,,0.900062821895413,,0.5325788687769114,,,0.24565472742526356,0.3006238786898295,,,0.4047557453075135,0.6546919051470985,0.023670855442983915,0.047042333753614385,0.3446281790901376,0.07010397063410395,0.09637938907421874,0.006331835376447155,0.0235172671385013,,0.008623469650611613,,,,,,,,,,0.008720858393063724,0.007197956421579909,0.11207316371253066,,,0.10300960859409884,0.011993486281551141,,0.061094477443372014,,0.006513989264020444,,,0.031553728680618155,0.4046878754175158,,0.17734798007638145,0.2179160621771387,,,0.1642258950856292,,0.010867444067461715,,,,0.3906584946446844,,0.00965258531345555,0.23815215088983,0.018819068247081357,,,,0.11465600372295018,,,0.09139111825934748,0.0482794896224714,0.013989209857411849,,1.0,0.036822744544825786,0.07400427223553148,0.2402717019895093,0.2146760440447999,0.037829360884166,0.13950782269449818,,0.017037660567211163,,,,,,0.08076464191050202,0.14255802467566636,0.11520221262485393,0.037696639790488734,0.01829276245401288,0.012653957515817592,,,,,0.01942505147112934,0.1484668214959064,0.06350261639942506,,0.8836448080797956,,0.2526333235671369,0.03506679349000797,,,,
5,R00X263Y051,,,,,,,,0.155752448282405,,,0.057909258544520975,0.05409181652467794,,,,,,,,,0.19503928750167387,,,0.0,,,,0.020107658338087496,,0.034523916740811636,,0.1283015909793871,,0.20920404974277046,,,0.04534744719172083,,,,,,,0.0034972240785847825,,,,0.08431839019743828,,,0.010361720722700129,0.033179354696653354,,,,,0.09375357350888172,,,,,0.18994769289929092,,,,,,0.23572646113433995,,,,,,,,,,,,,,,,0.13276505242776207,,,,,,0.050299831689210366,,,,,,,,0.09005811777402001,0.16873996558706014,,,,,0.0678258255406852,0.14452179215423458,,,,,,0.4817575930311037,,0.478760269820918,0.3273906527969701,,0.07355299802509661,,0.020737605355913992,,0.0911809783413619,,,,,,,,0.053512231830092384,0.022797082108252337,,,,,,,0.21873942142791455,,0.6586045835234604,0.13309978127956892,,,,,0.07677517725787007,0.12932126635454538,0.25830020140197474,,,,,,,0.029191724932441463,,,,,,,,,,,,,0.1155923046117724,,0.08429413174045595,,,,,
6,R00X109Y052,,0.013426351398396584,0.016301488148421656,,,,0.06675857470922768,,,,,,,0.013599638200219049,0.09099117004289063,0.008757742962922673,,0.0,0.01656062781646201,0.012523478930300038,0.005585642653859941,0.010899862407436622,0.0033229626760104035,,,,,0.019049706150468915,0.022624855382557686,,0.007063812770945036,0.003098538660286685,0.011946714001009431,,0.0026710969508513924,0.0073466225648921284,0.029029947135068537,0.00898690220160758,0.011804501600794827,0.012431976535844314,,,,,,,,0.03885165996175465,,,0.01630105694767983,,,0.012961962173545756,,,,,,,0.08377698799103139,,0.0070889322104562575,,0.024155250696897255,,0.05418708477040463,0.9783159687397188,,0.3028421466991957,0.011971669743942738,,0.274809179597828,0.16711949332347736,0.03022588838142817,0.0863713332061371,0.11576121717524775,0.2320419973073031,0.017121815618954067,,0.26645461132481435,0.010451990566557491,0.02036990707356509,,,0.01155430535554795,,,,,,,,0.006180066850568194,,,,0.007155043668637386,0.010527961749108477,,,0.030262754048554743,0.0058789050731969045,,,,,,,,0.38664779955806,,0.09045406160775007,0.15674876413375718,,0.023614353284867887,0.1482183917249607,,0.010429029127055138,0.00947838720270301,,,0.015984399891798957,0.01808494240182191,,,,,0.007769830122598636,,0.03126680497590165,,0.006920602220865085,0.010974378287483938,0.012953248325221309,,,0.9749792415770656,,0.029566552502676924,0.06159879469171605,0.3299298898336803,0.07707395848521431,0.05701564185881361,0.031727519012948284,,,,,,,0.017922962641674048,0.0246311685526928,,,,,,0.0296730990119031,,,,0.0602980217575989,,0.04346016779753653,1.0,0.04735963588387255,0.3467135961598476,0.06105472316311489,,,,
7,R00X180Y052,,,,0.0026070480844298124,,,,,,,,0.025657512107558008,0.0048665017655618046,,,0.024882314266894127,,,,0.03403542341444569,,,,,,,,,,,,0.11718826135622824,,,,,,0.057034301243613625,,0.03241964439370601,,0.034469943436476816,,0.00937828540585956,,0.015596520168990538,,,,,,,,,,0.005983341063607353,,,,,0.0,,,,,0.04141945392645461,,0.6769329586885997,,,0.038861650483884895,0.053997605366714926,0.03466908343662505,,0.032734763270568665,,,,,,,,0.06344409298047621,0.0190999684331759,,,,0.0187029132447472,,,,,,0.020903783093527327,,,0.008610571525946546,,,,,,,0.03235021737393653,,,0.07612366965055152,,,,,0.009806510255129124,0.4553906451445247,,0.026936062596027842,0.02688505278412301,0.023967136640489287,,0.09214617218237726,0.009028619629550066,,,,,,,,0.04314563712871641,,,,,0.035294737151815817,0.1408049216831426,,,,0.5590995727108711,,0.08459762061742389,0.05177356315811292,0.1542886233682883,,0.27745790224796296,0.053644571357769066,,,,,,,,,,,,,,,0.05499803350150451,0.04025463082229519,,,0.02323755403593027,,0.6901816766145257,,0.20779784400869905,,,,,
8,R00X094Y053,,,0.0023828786762130644,,,,,,,,,,,0.016400505115098427,,,,,0.01998418508725289,,,,,,,,,,,,0.01233773616026902,,0.038584823334599866,,,,0.05934922026879495,0.013978244607436862,0.04528926812637394,,,,,0.02176875907620455,0.057062758960907664,,0.008167155432530566,0.0011136728443954737,,,0.0010175412888936987,0.0038540334980695992,,,,0.003420274429280299,,0.0019987875248380477,0.0,,,0.012204102786561026,,,,,,0.8967452013511489,,0.03861189298473026,0.021536310682147283,0.014792626965336703,0.24787374710098065,,,,0.13271659731804866,0.03476923483705568,,0.07213938860235429,0.0004963361987540345,0.0028391439170429677,0.02591446773685933,,,0.002989729166911923,,,,,0.0018436832566519226,,0.03630674904524781,0.034198631763835516,,0.05945510439299105,,,0.06823514096680677,0.0412455184271324,,0.05994694380331422,0.044605279930176815,,0.00301529036047123,,,,,0.014505623254574825,0.024999155343712644,,0.2255293324159673,,0.06107752406409804,0.056227928283299984,,,,,,,0.4276880963649312,,0.008275815116817464,0.15440933335876855,,,,0.013382880616564568,0.006200121712438389,,,0.07147154565501486,,,,1.0,0.03191729285689381,0.10946060486078883,0.01708526500592034,0.23003206575356475,0.018119802630747618,0.2361558532121101,0.026919379274630492,,,,,0.029443062050735783,,0.03889842986787962,0.05547467176135858,0.04533001868367957,,,,,0.05105535130859512,0.00587972553673973,,,,,0.039153965586719616,0.8994490668828969,,0.2258291945281109,0.034820388981154735,,0.04873673605800837,,
