,Intercept,Score,Coef
"1280.37, 1336.98",[0.05547104],0.20508819784663035,[[0.55831887]]
"1280.62, 1286.79",[0.01266839],0.2316249464818252,[[0.1496476]]
"1280.62, 1294.84",[0.0148378],0.5180483674829264,[[0.48041791]]
"1280.62, 1304.82",[0.01221634],0.3368150298736383,[[0.18161885]]
"1280.62, 1320.83",[0.01733997],0.5029720824161403,[[0.32903767]]
"1280.62, 1325.03",[0.04422479],0.2160328238915663,[[-0.20632513]]
"1280.62, 1337.81",[0.01608682],0.4016902315172261,[[0.2674145]]
"1280.62, 1339.73",[0.01566234],0.2677699396782056,[[0.17323644]]
"1280.62, 1345.58",[0.02196946],0.27883836319650923,[[0.11770579]]
"1280.62, 1349.81",[0.01694653],0.35767921860974305,[[0.19549078]]
"1281.37, 1299.87",[0.0331283],0.21331880765052236,[[0.21650367]]
"1281.62, 1285.82",[0.01670211],0.2057857618916371,[[0.12580954]]
"1281.62, 1290.87",[0.01606719],0.28470742374722413,[[0.36399355]]
"1281.62, 1300.87",[0.01682094],0.3728803726490276,[[0.19278812]]
"1281.62, 1308.82",[0.01874816],0.21861143377613676,[[0.08767138]]
"1281.62, 1313.78",[0.0082939],0.43942944288693986,[[0.34050106]]
"1281.62, 1321.83",[0.01855685],0.3519299109506078,[[0.43858644]]
"1281.62, 1323.31",[0.10998488],0.23785682321218515,[[0.42558808]]
"1281.62, 1323.8",[0.01955632],0.3545719459817773,[[0.18175013]]
"1281.62, 1324.03",[0.24118708],0.28590085565444945,[[-0.75096954]]
"1281.62, 1326.77",[0.01560442],0.44918605981716364,[[0.28533002]]
"1281.62, 1333.23",[0.01613708],0.23146640991842826,[[0.12517922]]
"1281.62, 1347.02",[0.83554781],0.20875681410318214,[[-1.99976732]]
"1281.62, 1348.02",[0.23544932],0.20545408515207142,[[-0.61903138]]
"1281.87, 1287.62",[0.02719578],0.31398102020047336,[[0.4718767]]
"1281.87, 1293.62",[0.02818166],0.4027231076733375,[[0.48752831]]
"1281.87, 1295.81",[0.02137565],0.28827326391365377,[[0.29948369]]
"1281.87, 1302.81",[0.02445623],0.20816000274244736,[[0.12123742]]
"1281.87, 1303.84",[0.01751498],0.20014033465851877,[[0.19532443]]
"1281.87, 1307.62",[0.0262731],0.23809147976806755,[[0.28853712]]
"1281.87, 1307.82",[0.01498679],0.3423043202643934,[[0.27135144]]
"1281.87, 1317.62",[0.02967017],0.3114811585320324,[[0.38345822]]
"1281.87, 1322.62",[0.02261599],0.3476655747883084,[[0.25876094]]
"1281.87, 1323.8",[0.01732127],0.23649553308125826,[[0.25155121]]
"1281.87, 1325.86",[-0.00182949],0.4117529566686311,[[0.99357695]]
"1281.87, 1341.32",[0.04464091],0.21444858113929113,[[0.20912599]]
"1282.62, 1295.81",[0.01474669],0.41829935354416764,[[0.31053265]]
"1282.62, 1302.81",[0.0225825],0.2006992928257465,[[0.12538464]]
"1282.87, 1286.79",[0.00980643],0.5233973374276749,[[0.28262173]]
"1282.87, 1290.62",[0.03423351],0.20962517032166814,[[0.19070977]]
"1282.87, 1293.78",[0.02067185],0.20445095067541086,[[0.19721784]]
"1282.87, 1295.81",[0.01925575],0.2840059918149438,[[0.3336037]]
"1282.87, 1296.81",[0.02544957],0.2540663326284872,[[0.44180444]]
"1282.87, 1304.82",[0.02251941],0.26197736925957393,[[0.15106353]]
"1282.87, 1307.82",[0.01908685],0.26688190462122974,[[0.15507877]]
"1283.37, 1311.98",[0.05351124],0.2180859661903891,[[0.31758974]]
"1283.62, 1290.87",[0.02499491],0.2472853656880412,[[0.14100513]]
"1283.62, 1320.83",[0.02444428],0.23919443478705726,[[0.17770708]]
"1283.62, 1321.83",[0.0197653],0.36926438751338087,[[0.31762361]]
"1283.87, 1286.62",[0.0360764],0.23232285761988214,[[0.29556917]]
"1283.87, 1294.84",[0.0315916],0.25736956178185977,[[0.24691306]]
"1283.87, 1302.81",[0.02582333],0.21993983960122956,[[0.11379688]]
"1283.87, 1319.78",[0.02531647],0.6416915380561696,[[0.52122073]]
"1284.62, 1290.87",[0.01668655],0.2237237834890257,[[0.28041498]]
"1284.62, 1291.87",[0.01135751],0.44030266385116623,[[0.36030541]]
"1284.62, 1345.58",[0.02088778],0.2673591909235312,[[0.12982134]]
"1284.62, 1356.51",[0.01939059],0.20792135089880248,[[0.08470361]]
"1284.87, 1312.97",[0.0767111],0.20073477813396745,[[-0.6391276]]
