x,y,score
490.24,532.25,0.516020388
426.21,470.24,0.516019189
390.14,446.2,0.516011687
468.19,483.2,0.515986094
502.2,526.24,0.515976278
449.21,461.25,0.515947485
419.2,448.22,0.5158884
514.24,532.28,0.515815799
442.17,580.25,0.515811551
421.22,445.18,0.51581137
401.14,513.24,0.515804376
443.17,446.16,0.515790499
499.19,531.25,0.515775671
445.22,462.21,0.515761784
416.23,458.16,0.515729852
489.24,542.23,0.515722996
428.15,454.17,0.515719266
500.22,513.24,0.515689548
481.18,502.2,0.515614677
384.16,586.26,0.515611116
384.16,445.22,0.515585654
446.16,544.25,0.515571436
444.22,512.22,0.515566888
555.23,571.23,0.515542441
401.19,416.19,0.515529375
410.18,414.21,0.515526561
460.22,588.27,0.515509372
392.19,430.21,0.515502344
413.19,424.16,0.515501335
429.22,457.22,0.515497504
444.15,446.2,0.515457985
442.21,471.23,0.515443755
442.21,472.25,0.51543986
389.18,401.19,0.515331313
447.2,458.16,0.515325435
449.21,503.26,0.515296265
420.18,489.24,0.515234026
388.2,414.14,0.515225992
385.15,404.15,0.515211997
438.21,470.24,0.515174167
502.2,574.29,0.515146147
534.2,553.22,0.515142619
412.16,528.25,0.515140298
418.21,456.19,0.515127401
405.19,416.15,0.515090636
487.19,540.22,0.515042939
389.18,570.23,0.515011639
526.24,598.26,0.515000292
458.24,487.23,0.514998394
410.18,454.17,0.514976939
418.17,528.25,0.514954681
555.24,569.22,0.514914497
452.19,598.26,0.514892694
490.24,544.25,0.514838093
386.14,406.17,0.51483535
433.22,529.24,0.514822273
461.18,568.25,0.514807228
387.09,400.16,0.514764388
384.16,388.2,0.514733145
482.2,556.25,0.514688731
376.16,516.22,0.514675757
401.18,500.22,0.514653046
428.15,532.21,0.514624137
543.25,584.28,0.51459624
386.18,402.14,0.514592656
403.17,418.17,0.514536567
416.23,532.25,0.514527716
431.16,504.22,0.514522353
450.18,455.2,0.514519257
403.16,446.2,0.514516891
481.18,586.26,0.514515808
388.2,572.24,0.514473031
433.22,531.25,0.514470385
394.3,429.24,0.514469316
428.15,455.2,0.5144413
401.18,443.2,0.514413353
401.19,418.17,0.514409766
499.23,541.27,0.514407872
426.21,470.2,0.514406045
418.21,485.25,0.514382043
526.24,586.26,0.514354563
485.21,529.2,0.514351881
454.21,503.26,0.51433553
475.19,499.23,0.514293389
444.15,544.21,0.514270639
388.16,513.24,0.514259802
432.19,527.26,0.51422452
403.16,404.15,0.514223503
386.18,400.2,0.514211952
542.23,574.29,0.514179531
446.16,461.18,0.514173416
417.19,427.17,0.514053682
432.22,542.23,0.51404716
435.2,514.24,0.514042067
431.16,443.2,0.513999056
568.25,588.27,0.513996186
388.16,459.23,0.513981529
404.15,546.23,0.513924733
476.22,529.24,0.513904516
541.23,542.23,0.513889017
444.15,445.22,0.513872933
476.22,486.23,0.513870073
384.16,414.18,0.513791883
417.19,446.16,0.513759823
401.14,458.16,0.513741121
447.2,532.21,0.513736912
450.18,485.21,0.513672083
428.15,540.22,0.513666961
452.19,502.24,0.513627758
501.24,512.22,0.513614511
386.18,556.25,0.513594637
400.16,456.22,0.513574253
418.21,499.19,0.513522935
472.25,511.23,0.513425819
499.23,574.29,0.513409177
477.21,504.22,0.513348378
414.17,424.16,0.51334837
400.16,447.2,0.513346779
442.21,560.28,0.513292417
527.22,529.2,0.513257206
419.2,588.27,0.513229192
404.15,544.21,0.513221892
429.22,443.2,0.513221398
386.14,586.26,0.513188549
443.17,568.25,0.513168778
486.23,586.26,0.513151107
459.23,490.2,0.513143535
443.2,485.25,0.51307733
386.18,473.18,0.513000917
398.18,503.22,0.512890915
481.18,598.26,0.512887041
461.22,572.24,0.512881771
490.24,513.24,0.512854668
481.22,568.25,0.51281529
486.23,598.26,0.512807724
452.19,461.21,0.51278339
531.25,584.28,0.512769646
475.23,500.22,0.512732403
388.2,392.15,0.512718041
398.18,487.23,0.512703562
401.14,530.23,0.512678421
443.17,455.16,0.512671533
401.19,516.22,0.512669006
456.19,500.22,0.512661278
403.17,431.21,0.512643889
525.24,584.28,0.512631013
441.19,475.23,0.512561478
426.18,450.18,0.512560475
383.13,584.28,0.512536957
485.21,530.27,0.512513254
454.21,458.21,0.512512437
413.19,440.19,0.512503615
403.17,501.24,0.512484274
398.18,413.19,0.512465448
460.22,473.25,0.512405884
386.14,486.2,0.512377156
406.17,434.2,0.512364909
540.22,572.24,0.512356447
428.23,543.25,0.512256146
420.18,474.2,0.512246962
404.19,458.21,0.512243755
442.17,475.23,0.51223088
428.19,431.21,0.512198121
489.24,586.26,0.512190919
450.18,528.22,0.512150889
482.2,499.19,0.512126916
426.18,456.22,0.51212089
468.19,474.23,0.512102304
468.19,568.25,0.512096702
398.18,455.2,0.512093802
414.21,472.25,0.512089024
475.23,572.24,0.512086017
432.19,560.28,0.51206576
430.21,476.22,0.511968292
404.19,514.2,0.511961982
456.19,502.2,0.5119095
470.2,506.23,0.511888933
417.19,458.16,0.511869425
473.25,474.23,0.511833198
376.16,487.23,0.51181711
389.14,398.18,0.511797198
388.2,459.23,0.511763588
376.16,414.21,0.511664485
419.2,431.16,0.511597147
472.22,482.2,0.511549108
455.16,502.2,0.51153543
482.2,568.25,0.511521896
404.19,490.24,0.511516932
420.22,461.21,0.511478699
406.17,513.24,0.511476577
376.2,388.16,0.511456005
416.23,513.21,0.511382567
461.25,490.24,0.511379603
463.23,477.24,0.511376738
406.17,461.18,0.511369803
384.16,404.15,0.511343285
390.14,502.24,0.51132027
400.2,435.2,0.511298396
490.2,503.22,0.511247604
471.2,476.22,0.511247137
458.2,485.25,0.511244598
402.14,414.14,0.511232452
420.22,435.2,0.511205171
400.2,418.21,0.511202059
485.21,514.2,0.511195403
428.15,456.22,0.511191669
384.16,419.2,0.511181309
458.24,529.24,0.511172962
489.24,516.25,0.511172892
410.18,438.17,0.511132801
439.21,559.26,0.511121538
472.25,501.21,0.5111055
389.18,414.14,0.511047851
458.24,485.25,0.511035456
468.19,482.2,0.51100484
402.21,445.22,0.510977262
384.16,386.14,0.510945986
386.14,441.19,0.510940837
434.2,528.25,0.510930654
454.17,500.22,0.510816156
403.16,486.2,0.510786173
421.22,530.27,0.510765724
503.26,529.24,0.510757679
424.16,438.17,0.510741593
414.17,598.26,0.510723241
427.17,556.25,0.510671083
404.19,458.24,0.510659423
403.16,431.21,0.510652276
430.21,444.15,0.510648201
530.27,556.25,0.510634387
429.22,459.23,0.510633331
448.22,461.25,0.510624151
482.2,529.24,0.510593947
461.21,490.2,0.510539884
414.14,502.24,0.510517874
472.25,532.28,0.510467518
458.16,503.22,0.51046604
434.2,458.2,0.510455341
385.15,511.23,0.510439213
403.17,528.22,0.510419049
473.25,530.23,0.510417407
402.14,412.16,0.510374925
457.18,458.24,0.510327287
410.14,430.17,0.510306291
477.21,487.19,0.510288243
435.2,499.23,0.510258698
383.13,389.18,0.51020619
414.17,481.22,0.510203823
446.16,486.2,0.510203188
458.21,475.19,0.510167579
455.16,580.25,0.510146339
389.14,428.19,0.510079968
401.18,417.19,0.510067535
401.14,446.2,0.510064363
442.17,446.16,0.510049798
428.23,560.28,0.510041777
419.16,528.22,0.510038225
471.23,511.23,0.510032048
426.18,474.2,0.510009014
476.22,500.22,0.509959291
421.22,442.21,0.509945504
398.14,470.2,0.509938005
428.15,438.17,0.509900889
430.21,454.17,0.509864723
392.19,460.22,0.50984204
458.24,463.23,0.509820409
454.17,472.18,0.5097977
414.17,544.21,0.509788224
420.22,456.22,0.509737427
427.17,446.16,0.509727723
440.19,468.19,0.509716513
419.16,489.24,0.509632299
472.25,486.2,0.509630265
448.22,532.25,0.509612213
414.18,418.17,0.509582359
403.16,572.24,0.509570801
414.18,445.22,0.509466751
388.2,398.18,0.509459915
431.21,499.19,0.509431756
386.18,457.22,0.509409677
481.22,525.24,0.509388127
447.2,544.21,0.509368684
401.18,432.19,0.509337815
473.18,532.25,0.509311562
441.19,486.23,0.509285035
499.19,560.28,0.509272112
390.14,427.17,0.509205188
473.18,483.2,0.509179547
456.22,458.21,0.509154462
390.21,414.21,0.509123178
477.21,527.26,0.509062597
447.2,470.24,0.508989029
427.17,529.24,0.508988675
398.18,419.2,0.508975414
388.2,389.14,0.508962763
398.18,472.22,0.508957985
421.22,473.18,0.508947462
401.18,586.26,0.508901295
526.24,544.21,0.508884211
418.21,458.21,0.508883639
461.25,506.23,0.508882781
424.16,459.23,0.508855975
489.24,584.28,0.508848776
521.2,522.2,0.508845298
406.17,443.17,0.508800863
431.2,514.2,0.508773168
442.21,455.16,0.508740563
416.23,499.19,0.508720669
403.17,410.18,0.508706993
387.16,445.22,0.50868485
513.21,531.25,0.508652459
471.23,517.24,0.508650023
401.14,500.22,0.508648513
446.16,542.23,0.508640966
418.21,446.16,0.508625672
440.19,485.25,0.508610239
414.14,511.23,0.508609494
433.18,444.15,0.508608232
388.16,418.21,0.508575298
477.21,517.27,0.508551371
414.17,529.24,0.508549656
442.21,503.26,0.508546232
462.21,542.23,0.508541974
413.19,458.2,0.508541892
512.22,527.26,0.508480118
516.22,540.22,0.508460596
457.22,531.22,0.508458162
390.14,405.1,0.508406604
428.23,499.23,0.508405046
412.2,474.2,0.508404374
398.18,446.2,0.50839886
418.21,431.16,0.508392732
473.18,584.28,0.508363249
398.18,473.21,0.508346892
401.14,514.24,0.508299771
414.14,455.16,0.508260406
418.21,584.28,0.508247564
522.2,536.22,0.508244412
400.16,526.24,0.508223236
461.21,544.21,0.508208468
516.22,529.2,0.508107113
446.16,502.24,0.508082376
430.21,472.18,0.508057243
431.16,445.18,0.508050065
384.16,387.16,0.508011645
429.22,470.2,0.507996077
442.21,525.24,0.507917336
390.21,433.18,0.507910789
516.22,525.24,0.507898062
490.2,544.25,0.507879706
427.17,461.18,0.507867245
376.16,485.21,0.507846924
421.22,503.26,0.507836487
403.2,431.2,0.507816796
458.16,466.21,0.507812418
417.19,431.21,0.50780022
414.18,424.16,0.507793106
400.16,410.14,0.507785023
406.17,513.21,0.50775985
414.17,525.24,0.507753492
477.21,542.23,0.507733282
428.23,430.17,0.507720568
452.19,458.24,0.507631243
420.22,444.22,0.50759751
406.21,420.22,0.507586889
432.19,458.24,0.507567067
461.21,471.23,0.507553798
402.21,414.14,0.507545101
412.2,450.18,0.507534988
458.21,513.24,0.507514613
376.2,390.21,0.507513661
446.16,500.22,0.507458495
403.17,444.15,0.507416574
390.14,472.18,0.507402182
392.19,502.24,0.507396829
430.21,452.19,0.507342093
376.16,376.2,0.507342009
502.2,532.21,0.507280236
458.2,472.25,0.507249924
389.18,418.21,0.507229094
458.24,503.22,0.507203177
414.17,568.25,0.507135151
387.16,417.17,0.507118329
433.22,490.2,0.507112178
398.14,403.17,0.507110449
431.21,556.25,0.507109227
458.21,474.23,0.507108894
416.23,458.21,0.507085676
472.25,486.23,0.507069089
434.2,532.25,0.507068048
402.14,444.15,0.507027287
398.18,452.19,0.507013209
398.14,514.2,0.506943258
433.18,455.16,0.506939524
398.18,426.18,0.506933745
421.22,457.22,0.506932745
472.25,543.29,0.506931726
402.21,416.23,0.506926855
490.2,490.24,0.506870636
485.25,516.22,0.506828377
455.16,458.16,0.506826182
389.14,414.14,0.50682415
412.16,447.2,0.506822079
412.16,482.2,0.506812405
412.16,417.19,0.506810387
386.18,441.19,0.50677307
512.22,532.21,0.506765838
433.22,457.18,0.506762897
410.18,430.21,0.50675232
419.2,427.17,0.50667711
457.18,580.25,0.506645376
570.23,580.25,0.506628308
531.25,572.24,0.506628064
414.21,446.16,0.506625611
376.16,419.2,0.506623187
435.2,542.23,0.506612131
376.16,400.2,0.506584014
386.18,472.18,0.506529095
544.21,560.28,0.506506898
410.18,584.28,0.506500048
462.21,530.27,0.506482161
474.2,477.21,0.506464525
400.2,528.22,0.506452138
383.13,473.21,0.506424064
501.21,540.22,0.506418031
428.15,475.19,0.506405647
376.16,401.14,0.506389052
401.18,472.22,0.506381635
420.18,528.25,0.506380396
433.22,473.18,0.506368214
432.22,556.25,0.50636599
473.18,500.22,0.506354649
475.19,499.19,0.506337471
401.18,414.14,0.506319991
454.17,525.24,0.506315093
428.23,530.23,0.506311663
430.21,588.27,0.506263938
414.17,475.19,0.506257903
431.2,470.24,0.506256296
442.21,588.27,0.506245713
503.22,540.22,0.506166041
389.18,447.2,0.506152705
458.21,473.18,0.50614559
398.14,457.22,0.506144983
459.23,468.19,0.506131635
462.21,516.22,0.506115834
385.15,584.28,0.506095924
384.16,544.21,0.506094884
473.21,514.2,0.506087236
404.19,428.23,0.506079966
385.15,487.23,0.506071741
398.18,544.25,0.506069814
473.21,541.23,0.506041705
385.15,473.21,0.506035113
472.25,477.24,0.505983218
428.15,440.19,0.50597971
450.18,556.25,0.50595132
455.16,500.22,0.505918622
416.23,560.28,0.505906217
432.19,458.16,0.505845544
431.16,487.19,0.505803838
450.18,516.22,0.505770547
472.18,546.23,0.505753497
400.16,409.15,0.505740931
526.24,572.24,0.505735703
385.15,503.22,0.505714326
384.16,428.15,0.50569454
401.18,402.14,0.505691614
446.16,517.24,0.505661895
389.14,444.15,0.505653705
431.2,472.25,0.505629205
443.2,481.22,0.505622458
473.21,543.25,0.505602395
405.19,472.22,0.505579019
455.16,514.2,0.505576684
387.16,527.22,0.505574396
535.21,539.24,0.505506022
455.2,472.25,0.505485024
403.16,417.19,0.505474669
457.18,462.21,0.505459955
474.23,531.25,0.505415858
503.22,529.2,0.505392693
454.21,482.2,0.505391625
456.22,574.29,0.505367686
432.22,499.23,0.505314297
389.18,504.22,0.505298764
461.18,463.19,0.505268355
438.17,544.25,0.505265827
471.23,502.2,0.505261509
452.19,471.23,0.505240279
445.18,472.25,0.505236337
433.22,500.22,0.505224219
513.24,574.29,0.505199359
429.19,540.22,0.505187685
386.14,472.18,0.50516827
389.18,427.17,0.505127448
476.22,513.24,0.505113743
432.22,516.25,0.505004251
427.17,443.17,0.504973858
418.17,556.25,0.504961707
388.2,410.18,0.504953435
410.18,440.19,0.504942798
433.22,486.23,0.504935065
404.19,543.25,0.504930796
410.18,417.19,0.504924524
460.22,485.25,0.504892277
432.19,528.25,0.50489109
416.15,417.17,0.504882316
431.2,526.24,0.504880734
410.14,458.2,0.504843459
414.18,472.22,0.50474465
416.23,485.21,0.504730762
389.14,424.16,0.504716847
414.18,544.25,0.504712436
458.24,532.28,0.504674126
452.19,586.26,0.504645426
392.19,444.22,0.504631021
517.27,532.28,0.504625272
444.22,471.23,0.504624187
468.19,513.24,0.504618063
428.15,504.22,0.504599515
447.2,449.21,0.504560833
416.23,486.23,0.504533903
412.16,473.18,0.504525099
501.24,506.23,0.504497455
462.21,546.23,0.504478711
441.19,470.24,0.504472645
474.2,503.26,0.504467784
376.2,387.16,0.504458428
401.18,418.21,0.504439909
386.18,387.2,0.504411322
482.2,485.21,0.504377078
446.2,470.24,0.504364257
472.18,502.2,0.504354765
440.19,588.27,0.504306659
416.19,431.16,0.504305637
426.21,458.24,0.504218894
424.16,481.18,0.504213089
389.14,401.19,0.504208864
403.16,426.18,0.504207872
420.22,560.28,0.50419254
449.21,461.21,0.504190043
419.16,485.21,0.504183727
388.16,530.23,0.504164034
403.16,500.22,0.50415471
428.23,504.22,0.504150478
386.14,512.22,0.504124905
552.21,567.2,0.504113503
474.2,530.27,0.504103545
398.18,430.21,0.504087377
432.22,531.22,0.504064988
389.18,440.19,0.504017081
514.2,528.25,0.504004553
448.22,489.24,0.503989425
517.24,532.28,0.503963528
458.21,472.18,0.503952974
416.23,528.22,0.503933688
388.16,455.2,0.503834567
385.15,404.19,0.503834422
412.2,468.22,0.503775088
386.18,502.24,0.503746423
485.25,486.23,0.503702757
445.18,482.2,0.503688633
403.12,407.12,0.503680038
432.22,470.24,0.503650566
419.2,490.2,0.503617023
392.19,405.19,0.503587816
490.24,531.25,0.503580831
404.15,543.25,0.503552082
405.19,435.2,0.503507804
445.18,470.24,0.503504674
402.21,527.22,0.503497558
454.17,482.2,0.503472242
458.21,560.28,0.503433879
452.19,474.23,0.503420144
473.18,514.2,0.503416152
477.21,528.22,0.503406891
401.14,454.17,0.503400155
466.21,468.22,0.503381832
418.17,490.24,0.503339078
450.18,454.21,0.503308389
386.14,454.17,0.503303349
513.21,560.28,0.503300631
570.23,599.26,0.503293555
406.17,419.16,0.503291783
444.15,454.17,0.503284103
468.19,501.21,0.503283981
418.21,528.22,0.503270589
414.14,512.22,0.503255492
431.2,454.17,0.503255011
466.21,526.24,0.503234514
445.18,540.22,0.503232709
486.2,572.24,0.503230339
417.19,454.21,0.503213493
403.16,584.28,0.503205383
431.21,572.24,0.503199367
421.22,474.23,0.503192641
416.15,546.23,0.503187742
505.2,553.22,0.503179973
446.16,528.22,0.503179775
462.21,472.22,0.50316719
461.25,476.22,0.503119165
439.17,452.19,0.503117047
386.18,444.22,0.503075377
385.15,445.18,0.503048732
416.23,503.26,0.503048205
389.14,513.21,0.503045576
398.18,486.2,0.503015302
400.16,580.25,0.502999253
426.18,431.2,0.502999063
428.23,516.22,0.502923798
401.19,444.15,0.502918363
475.23,526.24,0.502897446
470.24,530.27,0.502849341
383.13,389.14,0.502848284
403.17,472.18,0.502839168
435.2,457.18,0.502786768
414.21,489.24,0.502780259
432.19,568.25,0.502750418
412.2,471.23,0.50273938
418.21,586.26,0.502718873
446.2,485.25,0.502717237
526.24,532.25,0.502706076
454.17,514.2,0.502701389
410.14,487.19,0.502689657
434.2,486.23,0.502673408
421.22,456.22,0.502664161
454.17,473.21,0.502643109
387.16,502.24,0.502622424
521.2,539.21,0.50262031
499.19,531.22,0.502615071
511.23,531.22,0.502592021
456.19,546.23,0.502518309
410.14,416.15,0.5024801
412.16,431.21,0.502476683
502.2,540.22,0.502462461
486.23,532.21,0.502449002
417.19,584.28,0.502433894
475.19,502.2,0.502431121
438.17,471.2,0.502400747
400.16,405.19,0.502370899
504.22,532.21,0.502347827
452.19,485.25,0.502336543
419.16,458.16,0.502336529
389.18,444.15,0.502288747
514.24,574.29,0.502279079
435.2,458.21,0.502234237
468.22,541.27,0.502154135
450.18,513.21,0.502111596
388.2,584.28,0.502101693
429.19,531.22,0.502059026
414.21,476.22,0.502019886
477.21,530.27,0.50201849
461.18,570.23,0.502015482
454.17,586.26,0.502015388
472.25,499.23,0.501969413
398.14,426.18,0.501938191
376.16,471.2,0.501929034
468.19,475.23,0.501910125
404.19,474.23,0.501903551
414.14,427.17,0.501896444
444.22,468.19,0.501871883
401.14,472.18,0.501801044
404.19,454.21,0.501782139
383.13,428.19,0.501778877
419.16,427.17,0.501701301
404.19,431.16,0.501696439
459.23,517.27,0.501676033
586.26,599.26,0.501622795
431.16,435.2,0.501599866
401.14,457.22,0.501591368
483.2,514.2,0.501574893
400.2,511.23,0.501571716
500.22,528.25,0.501567656
398.18,444.22,0.501549769
431.16,446.16,0.501537106
410.18,412.2,0.501535388
402.21,473.18,0.501531681
458.24,542.23,0.501498304
477.21,499.19,0.501492385
532.25,570.23,0.501487837
398.14,452.19,0.501484663
501.24,570.23,0.501473865
388.2,513.24,0.50143138
458.21,584.28,0.501409142
400.2,461.21,0.501380601
398.18,404.15,0.501374975
385.15,499.19,0.501333265
475.19,532.21,0.501277068
384.16,500.22,0.501254487
384.16,556.25,0.501249483
461.21,463.19,0.50123741
405.19,445.18,0.501223846
419.2,544.21,0.501219183
392.19,445.22,0.50121723
445.22,526.24,0.501210116
529.24,574.29,0.501194033
481.18,584.28,0.501193981
471.2,529.2,0.501190915
376.16,500.22,0.501143173
387.16,516.22,0.501139129
476.22,514.24,0.501135704
398.18,431.2,0.501117179
443.17,530.23,0.501018709
452.19,468.22,0.501005463
572.24,574.29,0.500987638
432.19,544.21,0.500985862
400.2,502.24,0.500976931
470.2,490.24,0.500957226
438.17,445.18,0.500952761
384.16,572.24,0.500939398
389.14,487.19,0.500919171
392.19,417.19,0.500918803
452.19,502.2,0.500916698
414.21,421.22,0.500914886
438.17,570.23,0.500894888
388.16,568.25,0.500883647
432.19,486.23,0.5008752
486.2,560.28,0.500846394
430.17,526.24,0.500841688
418.17,455.2,0.500839976
458.16,531.25,0.500833129
485.25,514.24,0.500832903
404.19,477.21,0.500831911
486.2,526.24,0.500816028
457.22,462.21,0.500791989
417.17,418.17,0.500784392
481.22,543.25,0.500767041
446.2,490.2,0.500763305
458.21,532.25,0.500725096
403.16,446.16,0.500722783
429.22,452.19,0.500706509
490.24,530.23,0.500669589
536.22,537.23,0.500661286
410.18,457.22,0.500626513
384.16,455.2,0.500601121
406.17,417.19,0.500573176
472.18,517.24,0.500534757
435.2,574.29,0.500525888
385.15,440.19,0.500497453
429.22,568.25,0.500488484
472.18,532.25,0.500417919
386.18,470.2,0.500347513
404.19,429.22,0.500316145
454.21,489.24,0.500288219
405.19,501.21,0.500261534
406.21,434.2,0.500253283
457.22,514.2,0.500243989
392.15,416.15,0.500203345
471.23,486.23,0.50012913
420.18,503.22,0.500129045
455.16,502.24,0.500109251
457.18,531.25,0.500106029
433.22,458.21,0.500069791
427.17,483.2,0.500066837
400.16,405.1,0.500010403
461.18,489.24,0.499984996
401.14,410.18,0.499974782
445.22,461.25,0.49993215
419.2,461.25,0.499917337
487.19,529.2,0.499898799
403.17,514.2,0.499897478
400.16,528.25,0.499847885
474.23,500.22,0.499829917
444.15,514.24,0.499824549
419.16,446.16,0.499797603
458.16,584.28,0.499793917
472.18,531.22,0.499782734
457.18,481.22,0.499756123
458.21,526.24,0.499744078
485.25,527.26,0.499737289
462.21,584.28,0.499720456
431.21,457.18,0.49971518
401.18,483.2,0.499668567
420.18,445.18,0.499634528
386.18,390.21,0.499609138
443.2,490.2,0.499599217
392.19,404.15,0.49959482
489.24,491.22,0.499592411
474.23,574.29,0.49958976
476.22,490.24,0.499588532
419.16,454.21,0.499577917
455.2,588.27,0.499528055
441.19,481.22,0.499498589
454.21,598.26,0.499494703
428.19,489.24,0.499474561
455.16,517.24,0.499472092
392.19,416.15,0.499465258
388.16,474.2,0.499463589
485.21,580.25,0.499405022
450.17,507.18,0.499398883
410.18,441.19,0.499377525
474.23,499.19,0.49932735
427.17,586.26,0.499314402
388.16,458.16,0.499267674
398.18,445.18,0.499267324
390.21,430.17,0.499259572
455.2,471.23,0.499216993
443.17,459.23,0.499191212
454.21,500.22,0.499137345
459.23,514.2,0.499047155
387.09,388.16,0.499042567
421.22,471.2,0.499027509
513.21,580.25,0.498990234
489.24,497.21,0.498967717
454.17,481.18,0.498951234
404.19,546.23,0.498949509
403.16,472.22,0.498942611
403.17,470.2,0.498942611
485.21,574.29,0.498941343
443.2,466.21,0.498931952
481.18,514.24,0.498848359
525.24,532.28,0.498793897
475.23,505.24,0.498772545
387.2,402.21,0.498737049
456.19,586.26,0.498729247
384.16,446.2,0.498725624
475.19,476.22,0.498722403
485.25,495.23,0.49870801
416.15,532.21,0.498669466
392.19,435.2,0.498656222
428.23,454.21,0.498640928
427.17,543.25,0.498588898
455.16,461.18,0.498570044
428.23,487.23,0.498569428
471.2,481.22,0.498548702
386.15,598.26,0.498516182
434.2,487.23,0.498499434
400.16,454.21,0.498485191
517.24,517.27,0.498470786
387.16,398.18,0.498466784
455.2,475.19,0.498445377
461.18,526.24,0.498433636
384.16,431.2,0.498429043
414.14,414.18,0.498420488
419.2,428.23,0.49841197
428.23,501.21,0.498391336
388.2,398.14,0.498368747
462.21,473.18,0.498339724
446.16,457.22,0.498294438
440.19,580.25,0.49827554
441.19,482.2,0.498262459
426.21,459.23,0.498252268
406.17,416.23,0.498210523
410.18,444.15,0.498204623
401.19,501.21,0.4981801
404.19,531.25,0.498180019
442.17,560.28,0.498172591
435.2,531.22,0.498136487
466.21,511.23,0.498096004
420.22,433.22,0.498024962
475.19,529.24,0.498023494
456.22,531.22,0.498011667
473.21,481.18,0.497998975
486.2,530.27,0.497989839
531.22,532.25,0.497959373
477.24,532.25,0.497869806
481.18,530.23,0.497813279
414.18,441.19,0.497803225
470.24,532.28,0.497796132
412.16,446.16,0.497768075
428.19,458.24,0.497742925
398.18,542.23,0.497740744
426.18,526.24,0.497732071
398.14,433.18,0.497731621
402.21,432.22,0.497729833
514.24,517.27,0.497724305
501.21,529.2,0.497723626
486.2,588.27,0.497722071
414.21,530.27,0.49769623
485.25,544.25,0.497695448
419.2,506.23,0.497693737
459.23,532.28,0.49768916
454.17,459.23,0.497661551
466.21,556.25,0.497650271
504.22,556.25,0.497646285
443.17,512.22,0.497637353
527.26,531.22,0.497619013
384.16,442.21,0.497608044
452.19,512.22,0.49760543
419.16,506.23,0.497569724
440.19,531.25,0.497532591
400.2,499.19,0.49752913
471.23,530.23,0.497523623
502.2,544.21,0.497482544
386.14,544.21,0.497482068
404.15,420.18,0.497460644
438.17,598.26,0.497459939
383.13,401.18,0.497429927
481.22,513.24,0.497413627
528.25,572.24,0.497407909
475.23,532.21,0.497401193
528.22,529.2,0.497394493
428.15,486.23,0.497384914
475.23,532.28,0.497380455
402.21,544.25,0.497355875
414.17,586.26,0.497319349
473.18,527.26,0.497284343
526.24,532.21,0.497279114
421.22,528.25,0.497256301
426.21,528.25,0.497242298
403.17,527.26,0.497213832
487.23,531.22,0.4972061
455.16,482.2,0.497196053
383.13,428.15,0.497185169
457.22,490.24,0.497182981
445.18,462.21,0.497172354
490.2,501.21,0.497132225
435.2,572.24,0.497129914
384.16,501.21,0.497101167
406.21,447.2,0.497093493
414.18,511.23,0.497080272
412.2,416.19,0.497012423
431.16,501.21,0.497009727
410.14,428.19,0.496994596
404.15,435.2,0.4969908
387.16,461.18,0.49697491
412.16,486.23,0.496968511
556.25,560.28,0.49696802
386.14,417.19,0.496949075
543.25,598.26,0.496942919
416.19,485.25,0.496940718
430.21,475.19,0.496879795
470.2,541.27,0.49687344
389.18,426.18,0.496831822
434.2,463.19,0.496817505
461.21,485.25,0.496787583
433.18,485.25,0.496779338
441.19,512.22,0.496741317
401.18,513.24,0.496740833
390.14,455.16,0.496722279
432.22,440.19,0.496689952
522.2,585.21,0.496689236
416.23,529.24,0.496675142
470.24,543.29,0.496633796
392.19,431.2,0.496620783
406.17,502.24,0.496617448
503.22,514.2,0.496580972
428.19,580.25,0.496544159
446.16,473.18,0.49651038
487.23,529.2,0.49646098
429.22,475.23,0.49646039
553.22,575.2,0.496415673
421.22,474.2,0.496366875
435.2,516.25,0.496360417
403.2,430.17,0.496359222
414.21,503.26,0.496334004
466.21,474.23,0.496321339
461.21,532.21,0.496291785
385.15,528.22,0.496291185
419.16,440.19,0.496281402
476.22,501.21,0.496277854
398.14,450.18,0.496218166
450.18,544.21,0.496204175
531.22,532.21,0.496194222
490.2,500.22,0.496177014
521.2,525.19,0.496124554
487.19,490.2,0.49608892
401.14,527.26,0.496082357
525.24,528.22,0.496078447
392.15,433.18,0.496058158
443.17,458.16,0.496042159
417.19,530.27,0.49604008
416.15,527.26,0.496031099
438.17,572.24,0.496029021
433.18,472.18,0.496003804
434.2,443.2,0.495971894
442.21,485.25,0.495962475
428.23,532.25,0.49594581
392.19,402.21,0.495860616
389.18,414.18,0.495844952
398.14,527.26,0.495844755
471.23,501.24,0.495822978
392.19,433.22,0.495820494
403.17,430.21,0.495807729
431.2,462.21,0.495783389
427.17,460.22,0.495769227
403.16,502.24,0.495720756
401.19,429.19,0.495701451
389.18,443.17,0.495694185
502.24,516.25,0.49568651
400.2,432.22,0.495666689
392.19,432.22,0.495662336
477.21,502.2,0.495542384
385.15,429.19,0.495519645
447.2,452.19,0.495516907
416.23,473.21,0.495504105
388.16,433.22,0.495487519
388.16,438.17,0.495479501
416.15,458.21,0.495446053
500.22,526.24,0.49537437
515.26,531.25,0.495343541
468.19,502.2,0.49533224
442.17,468.19,0.495315424
419.16,477.21,0.495275729
517.27,527.26,0.495255533
473.25,513.24,0.495198458
443.2,462.21,0.495160244
413.19,430.17,0.495157524
