x,y,score
457.18,556.25,0.793638851
376.16,386.18,0.793496702
516.22,598.26,0.793489553
459.23,471.2,0.793413622
499.23,527.26,0.793251138
439.12,577.19,0.793066945
442.17,458.2,0.793037322
461.18,461.21,0.792995786
458.2,459.23,0.792834251
470.2,528.25,0.792801711
428.15,501.21,0.792750697
416.19,444.22,0.792566144
444.22,487.23,0.792502851
454.21,514.24,0.792461204
446.2,473.21,0.792361503
444.22,460.22,0.792227871
499.23,529.24,0.792164602
497.21,528.22,0.792082653
424.16,513.21,0.791684303
433.18,460.22,0.791618091
457.18,473.21,0.791609198
501.21,511.23,0.791497567
429.19,470.2,0.791480608
388.16,458.2,0.791372988
445.22,532.25,0.791346389
499.19,556.25,0.791288527
446.2,511.23,0.791280153
514.24,544.25,0.791177232
445.22,513.21,0.791010293
388.16,457.18,0.791002895
428.19,598.26,0.790947936
404.19,419.2,0.790824696
416.19,432.19,0.790398496
440.19,452.19,0.790267303
470.2,542.23,0.79012556
429.19,445.22,0.790082281
416.19,457.22,0.7898655
441.19,457.18,0.789701511
404.19,473.21,0.789428187
445.18,460.22,0.789352101
416.19,529.24,0.789278181
483.2,511.23,0.789274585
516.22,530.23,0.78915465
446.2,457.18,0.789113176
470.2,499.23,0.789039379
433.18,447.2,0.788838434
485.21,501.21,0.788692968
483.2,485.21,0.788668368
470.2,475.23,0.788656934
445.18,459.23,0.788517148
471.2,499.19,0.788429409
435.2,447.2,0.788233861
459.23,543.25,0.788188316
458.2,499.19,0.78805123
445.18,447.2,0.78799248
446.2,532.25,0.787979389
431.2,445.22,0.787933919
455.2,458.16,0.787912881
516.22,586.26,0.787908681
441.19,442.17,0.787844663
429.19,542.23,0.787795253
429.19,472.22,0.787674519
500.22,503.22,0.787535484
527.22,570.23,0.787445285
502.24,517.24,0.787419499
544.25,584.28,0.78739004
470.2,501.21,0.78737619
443.2,503.22,0.787263263
443.2,487.23,0.787167143
461.21,471.2,0.78714601
456.22,470.2,0.787064198
429.19,485.21,0.786910743
390.14,428.15,0.786888983
445.18,511.23,0.786783775
472.22,513.21,0.786739643
431.2,544.25,0.78661754
473.21,513.21,0.786399142
428.15,458.2,0.7863952
428.19,457.22,0.786381343
475.23,489.24,0.786375169
544.25,598.26,0.786195217
471.2,586.26,0.786055836
516.22,532.25,0.785861251
499.23,598.26,0.78576724
419.2,487.23,0.785617018
511.23,572.24,0.785522726
444.22,456.22,0.785504937
445.18,499.19,0.785394257
447.2,502.24,0.78537246
542.23,568.25,0.785248854
472.22,501.24,0.785229025
460.22,501.21,0.784805315
472.22,532.25,0.784560645
442.17,584.28,0.784316253
511.23,514.24,0.784229595
511.23,584.28,0.784221665
400.16,527.22,0.784083553
457.22,517.24,0.784071998
429.19,516.22,0.784036876
459.23,531.25,0.783980724
447.2,517.24,0.783929974
473.21,528.22,0.78388817
455.2,456.19,0.783783482
442.21,457.22,0.783705879
429.19,446.2,0.783558622
442.21,470.2,0.783290066
499.23,584.28,0.783150421
416.15,471.2,0.782983971
443.2,511.23,0.782978121
513.24,527.26,0.782719026
428.19,445.22,0.782493133
457.18,570.23,0.782444978
432.19,445.22,0.782233494
502.24,516.22,0.782130474
442.17,443.2,0.782116345
458.2,511.23,0.781947426
516.22,556.25,0.781862974
458.2,461.18,0.781798597
445.22,528.22,0.781727468
445.22,459.23,0.781699874
457.18,457.22,0.781642712
388.16,501.21,0.781640422
432.19,458.2,0.781409246
501.21,529.24,0.781377708
461.21,502.24,0.7813533
527.26,542.23,0.781276645
457.18,598.26,0.781213167
416.19,433.18,0.781143909
446.2,456.22,0.780858498
433.18,503.22,0.78079929
454.21,470.2,0.780733312
459.23,517.24,0.780548716
388.16,388.2,0.780442101
433.18,435.2,0.780281994
473.21,516.22,0.780153439
428.19,441.19,0.77991875
487.19,511.23,0.779837328
457.22,528.22,0.779806079
456.22,459.23,0.779795711
430.17,528.22,0.779776181
416.19,586.26,0.779732121
412.2,454.21,0.779520813
419.2,433.18,0.779354025
483.2,586.26,0.779325882
458.2,461.21,0.779315247
428.15,513.21,0.779087891
418.17,431.2,0.7790776
503.22,532.25,0.779066024
460.22,487.19,0.7790362
527.22,556.25,0.77864953
444.22,501.24,0.778640638
443.2,543.25,0.778519696
470.2,502.24,0.778431983
572.24,598.26,0.778282852
431.2,460.22,0.778275454
499.23,501.21,0.778222516
461.18,543.25,0.778174936
444.22,458.2,0.778039052
459.23,502.24,0.777948562
388.16,429.19,0.777871677
460.22,517.24,0.777871016
424.16,527.22,0.777763111
513.21,584.28,0.77768569
430.17,586.26,0.777667776
497.21,503.22,0.777635546
445.22,461.18,0.777412718
429.19,442.17,0.777291069
430.21,442.17,0.77721018
431.2,470.2,0.777150834
400.16,401.18,0.777010309
500.22,586.26,0.776992235
429.19,503.22,0.776925438
443.2,456.22,0.776717
432.22,517.24,0.776689524
443.2,447.2,0.776669356
513.24,514.24,0.77666222
404.19,428.19,0.776576405
429.19,487.23,0.77639725
544.25,556.25,0.776312183
416.19,511.23,0.776229049
432.19,472.22,0.776168177
470.2,513.21,0.776090897
430.17,499.23,0.775969225
432.19,487.23,0.77593706
513.24,531.25,0.775897076
527.26,544.25,0.775876618
445.18,497.21,0.775830007
470.2,517.24,0.77582688
444.22,502.24,0.775799513
418.17,428.19,0.775731187
457.22,527.26,0.775689856
520.19,577.19,0.775565079
400.16,445.18,0.775515875
499.23,501.24,0.775495893
500.22,527.22,0.775481556
456.19,471.2,0.775383327
461.18,501.21,0.775341632
499.23,586.26,0.775201731
430.21,446.2,0.775124389
485.21,500.22,0.775044652
487.23,532.25,0.774935338
388.16,445.18,0.774898658
499.19,529.24,0.774870536
435.2,460.22,0.774787394
528.22,584.28,0.774786544
432.19,503.22,0.774690782
414.21,416.19,0.774689164
457.22,516.22,0.77435804
503.22,517.24,0.774297321
446.2,542.23,0.774260817
475.23,502.24,0.774198895
414.21,457.22,0.774179717
499.19,503.22,0.774114995
433.18,445.18,0.774105556
433.18,472.22,0.774060925
431.2,516.22,0.774035023
424.16,485.21,0.773743039
440.19,568.25,0.773601328
485.21,584.28,0.773531152
424.16,542.23,0.773263424
501.24,544.25,0.773052062
388.16,418.17,0.772953977
470.2,487.19,0.77288709
455.2,457.22,0.772882356
430.21,445.22,0.772561452
428.15,457.18,0.772504319
441.19,443.2,0.772455625
429.19,461.18,0.772454722
457.22,458.2,0.772378229
412.16,457.18,0.772341014
441.19,455.2,0.772323171
418.21,433.22,0.772294689
459.23,527.26,0.772274621
513.21,572.24,0.772171789
430.17,500.22,0.772081783
432.19,487.19,0.771965313
404.15,416.19,0.771937818
458.2,598.26,0.771926815
419.2,472.22,0.771817069
444.22,458.24,0.771803532
487.23,530.23,0.771728279
445.22,542.23,0.771704581
400.16,403.16,0.771601657
457.22,542.23,0.771435663
445.22,473.21,0.771380859
460.22,470.2,0.771226758
461.21,543.25,0.771143399
502.2,544.25,0.771113301
400.16,401.14,0.770983587
514.24,530.23,0.770954167
487.19,499.23,0.770934634
458.2,586.26,0.770802077
431.2,502.24,0.7707323
459.23,461.18,0.770497064
404.19,458.2,0.770480749
429.19,457.22,0.770439033
416.19,584.28,0.770324038
386.18,401.18,0.770264704
404.19,430.17,0.770250857
400.16,429.19,0.770239405
400.16,471.2,0.770191193
430.21,444.22,0.770184418
429.19,432.19,0.770102729
514.24,568.25,0.77009226
442.21,443.2,0.77008441
460.22,516.22,0.77005331
445.22,457.18,0.769886159
501.21,598.26,0.769860819
431.2,433.18,0.769731018
447.2,459.23,0.769710325
514.24,543.25,0.769644748
431.2,487.23,0.769328255
418.17,487.23,0.76932568
429.19,499.19,0.769291332
501.21,502.2,0.769275693
475.23,513.24,0.769238566
457.22,487.23,0.769227925
404.19,487.23,0.769192149
442.17,499.19,0.769143203
443.2,460.22,0.769021939
428.19,483.2,0.768872998
400.16,501.21,0.768833805
428.19,444.22,0.768831899
471.2,473.21,0.76830482
528.25,530.23,0.768290423
470.2,527.22,0.768280307
429.19,499.23,0.768155925
473.21,572.24,0.768110908
457.18,483.2,0.767883798
461.21,528.25,0.767832312
471.2,543.25,0.767800854
461.21,501.21,0.767705905
499.19,598.26,0.767658716
424.16,570.23,0.767538476
514.24,542.23,0.767522722
570.23,586.26,0.767443105
489.24,517.24,0.767256999
461.21,472.22,0.767171436
432.19,527.22,0.767119732
486.2,514.24,0.767026596
475.23,530.23,0.766950959
528.25,531.25,0.766824962
527.26,528.25,0.766711419
502.24,528.22,0.766699646
485.21,499.19,0.766560468
461.18,502.24,0.766487152
454.21,499.23,0.766433767
443.2,528.25,0.766427008
487.23,501.24,0.766366792
443.2,517.24,0.766346713
444.22,516.22,0.766330784
458.2,529.24,0.766212971
411.14,429.15,0.766162907
432.19,544.25,0.766045893
456.22,461.21,0.765998792
412.16,513.21,0.76593382
445.22,511.23,0.765710559
430.21,445.18,0.765615479
514.24,528.25,0.765559368
497.21,572.24,0.76551837
432.22,503.26,0.765327818
446.2,501.24,0.765295864
502.24,529.24,0.765137028
430.21,527.22,0.765072296
433.18,444.22,0.764984337
419.2,445.18,0.764979365
454.21,511.23,0.764870395
445.22,475.23,0.764849923
483.2,487.23,0.764844611
460.22,471.2,0.764734058
444.22,511.23,0.764537228
459.23,460.22,0.764536674
430.21,503.22,0.764325305
461.21,513.24,0.764271799
416.15,499.19,0.764124415
433.18,517.24,0.764082545
432.19,501.21,0.76388187
416.15,503.22,0.763826161
556.25,568.25,0.763817095
432.19,485.21,0.763800136
386.18,416.15,0.763481536
461.21,544.25,0.763380638
457.22,485.21,0.762987019
419.2,473.21,0.762979131
444.22,485.21,0.762946591
418.21,432.22,0.762800602
471.2,483.2,0.762782759
446.2,586.26,0.762764607
412.16,442.17,0.762617029
487.23,500.22,0.76260652
472.22,586.26,0.762582322
416.15,443.2,0.762521791
531.25,588.27,0.762322899
528.22,598.26,0.762212921
400.16,487.23,0.762201348
527.22,584.28,0.762162128
430.21,487.19,0.762150735
470.2,486.2,0.762104097
460.22,461.18,0.761949805
458.2,473.21,0.761922993
461.18,472.22,0.761886288
388.16,442.17,0.76183278
502.24,532.25,0.761817056
489.24,503.26,0.761740356
388.2,389.18,0.761722389
386.18,387.16,0.761654831
419.2,517.24,0.761614299
527.26,530.23,0.761576468
