,Coef,Intercept,Score
"1313.22, 1325.37",[[0.55184284]],[0.02840041],0.7668406730772448
"1313.22, 1326.32",[[5.1714224]],[0.22665406],0.6710852836117334
"1313.22, 1327.33",[[1.51477303]],[0.05546133],0.6241679944333036
"1313.22, 1341.37",[[3.13469588]],[0.11028009],0.6189723775817471
"1313.87, 1328.62",[[0.3560658]],[0.03226375],0.6400446430031633
"1314.19, 1316.24",[[6.73439532]],[0.13601585],0.8888320544674438
"1314.19, 1317.26",[[2.06717893]],[0.02273878],0.7525482973533215
"1314.19, 1321.37",[[1.03464331]],[0.01186053],0.6062100092516246
"1314.19, 1322.3",[[3.67594032]],[0.05256431],0.9013366497533684
"1314.19, 1323.3",[[3.05257418]],[0.05920277],0.8120907723518819
"1314.19, 1326.32",[[7.28854146]],[0.15169719],0.8544759992798201
"1314.19, 1327.33",[[2.14544318]],[0.02440357],0.7637967870600889
"1314.19, 1332.25",[[1.25426409]],[0.01123767],0.6677363858636878
"1314.19, 1340.32",[[1.28935802]],[0.00750425],0.6384123640211894
"1314.19, 1341.37",[[4.31266572]],[0.06015213],0.8739648626410408
"1315.28, 1326.32",[[8.4188821]],[0.08849864],0.6480121768977207
"1315.28, 1327.33",[[2.44244981]],[0.01770589],0.6525532378215992
"1316.24, 1322.3",[[0.49400607]],[0.00341005],0.8961093460566738
"1316.24, 1323.3",[[0.43819088]],[0.00320603],0.8434838827125131
"1316.24, 1324.37",[[0.14877921]],[-0.00329459],0.8397499635128389
"1316.24, 1325.27",[[0.12824099]],[-0.0033835],0.8218374260846004
"1316.24, 1325.37",[[0.12729522]],[-4.31222947e-05],0.729434704259942
"1316.24, 1326.32",[[1.07336943]],[0.0117623],0.9438463282170315
"1316.24, 1327.33",[[0.31538352]],[-0.0095685],0.8738411094403312
"1316.24, 1341.37",[[0.63426911]],[-0.01113197],0.8172773346799671
"1316.24, 1342.33",[[0.26556382]],[-0.00505553],0.6849722072772543
"1316.37, 1322.3",[[5.67588506]],[0.16184457],0.6390475615609065
"1316.37, 1327.33",[[4.56385405]],[0.06861599],0.680163434833081
"1317.26, 1322.3",[[1.52264796]],[0.03880422],0.7534405826299408
"1317.26, 1323.3",[[1.31755056]],[0.03981579],0.7000009227151155
"1317.26, 1324.37",[[0.45831602]],[0.01239758],0.7483026576145784
"1317.26, 1325.37",[[0.41998986]],[0.00528236],0.8806122829278814
"1317.26, 1326.32",[[3.22572933]],[0.10325262],0.857176116646885
"1317.26, 1327.33",[[0.95405555]],[0.0163751],0.8081753692206981
"1317.26, 1340.32",[[0.48485971]],[0.01398423],0.6058157977624758
"1317.26, 1341.37",[[1.91954752]],[0.03616702],0.6971115820962079
"1320.29, 1325.27",[[0.49168414]],[0.02840541],0.6017363939818973
"1320.62, 1337.45",[[0.37294107]],[-0.01197294],0.6709043978731056
"1321.37, 1327.33",[[1.11017799]],[0.07879464],0.6027120945933503
"1322.3, 1324.37",[[0.29866913]],[-0.00306211],0.8033734538312213
"1322.3, 1325.27",[[0.23202154]],[0.00378046],0.6968763425240356
"1322.3, 1325.37",[[0.22378988]],[0.00789594],0.7984511502500855
"1322.3, 1326.32",[[1.91655414]],[0.07586229],0.8795391450038368
"1322.3, 1327.33",[[0.56103377]],[0.00979204],0.8287776126041181
"1322.3, 1341.37",[[1.11778003]],[0.02497115],0.7395267497224957
"1322.3, 1342.33",[[0.47634819]],[0.01174901],0.6637540580840918
"1323.02, 1346.06",[[0.13407056]],[-0.00421546],0.6827866267700887
"1323.3, 1326.32",[[2.0637014]],[0.10315374],0.8676154236259124
"1323.3, 1327.33",[[0.63474486]],[0.00913691],0.7887476347231095
"1323.3, 1341.37",[[1.23353182]],[0.0399946],0.740153698671447
"1324.02, 1346.06",[[0.32707022]],[0.03623543],0.6622524294669464
"1324.37, 1327.33",[[1.67994304]],[0.02616669],0.8524055169263632
"1325.27, 1327.33",[[2.16612194]],[0.01291476],0.7762504837415953
"1325.27, 1340.32",[[1.2964734]],[0.00188469],0.7141139765865379
"1325.27, 1341.37",[[4.47825476]],[0.03107156],0.7065223596106935
"1325.27, 1342.33",[[1.8448285]],[0.00825185],0.7144928164086939
"1325.37, 1332.25",[[1.49075269]],[-0.00601065],0.8266455664221507
"1325.37, 1342.33",[[1.70990693]],[0.01270219],0.7669439880728771
"1325.85, 1327.87",[[0.34781037]],[0.03301846],0.6062805177330737
"1326.32, 1341.37",[[0.56827458]],[-0.00893262],0.7708047580929054
"1327.33, 1341.37",[[1.77596365]],[0.04779846],0.73250806685012
"1332.25, 1342.33",[[1.01595859]],[0.03918016],0.6335690277490073
