m/z,R00X093Y044,R00X188Y046,R00X092Y047,R00X118Y047,R00X183Y049,R00X185Y049,R00X094Y050,R00X213Y050,R00X269Y050,R00X287Y051,R00X291Y051,R00X196Y052,R00X226Y052,R00X087Y053,R00X298Y053,R00X099Y054,R00X266Y054,R00X268Y054,R00X293Y054,R00X126Y055,R00X225Y055,R00X271Y055,R00X221Y056,R00X223Y056,R00X238Y057,R00X254Y057,R00X292Y057,R00X296Y057,R00X148Y058,R00X280Y058,R00X302Y059,R00X286Y060,R00X175Y061,R00X283Y061,R00X085Y062,R00X119Y062,R00X283Y062,R00X284Y062,R00X073Y063,R00X079Y063,R00X119Y063,R00X213Y063,R00X254Y063,R00X287Y063,R00X079Y064,R00X117Y064,R00X139Y064,R00X097Y065,R00X262Y065,R00X293Y065,R00X300Y065,R00X073Y066,R00X137Y068,R00X243Y068,R00X097Y069,R00X276Y069,R00X185Y070,R00X262Y070,R00X266Y070,R00X276Y071,R00X198Y073,R00X276Y074,R00X195Y075,R00X270Y075,R00X271Y075,R00X131Y076,R00X202Y076,R00X119Y077,R00X121Y078,R00X199Y079,R00X247Y079,R00X208Y080,R00X251Y081,R00X274Y081,R00X127Y083,R00X162Y083,R00X171Y083,R00X219Y083,R00X250Y083,R00X261Y083,R00X161Y084,R00X186Y084,R00X219Y084,R00X220Y084,R00X267Y084,R00X271Y084,R00X231Y085,R00X248Y087,R00X265Y087,R00X204Y088,R00X221Y089,R00X251Y090,R00X264Y090,R00X253Y091,R00X289Y093
1299.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671209.125,0.0,0.0,337488.1875,345210.59375,521530.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640526.0625,0.0,0.0,0.0,603250.8125,0.0,0.0,0.0,709771.5,0.0,663583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423581.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478981.0,0.0,0.0,0.0,479116.15625,0.0,0.0,0.0,0.0,0.0,375703.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718141.5,585986.5625,0.0,0.0,0.0,0.0,0.0,720101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.62,1121178.875,391381.28125,1801582.4375,3461984.875,0.0,1833392.34375,0.0,804632.625,641997.5,1962601.6875,791738.375,625794.875,0.0,0.0,1567849.4375,0.0,0.0,879131.6875,23624341.875,1870259.625,0.0,905523.0625,868493.1875,0.0,0.0,0.0,0.0,1435372.125,403041.0625,1035129.8125,920662.40625,0.0,460547.65625,473575.90625,1297246.71875,0.0,2032668.875,1616891.75,0.0,835204.0625,0.0,1134604.375,596405.4375,1557377.8125,0.0,0.0,493400.3125,884365.125,1934347.25,532413.8125,0.0,1302622.375,1059444.25,0.0,0.0,2120368.84375,595233.9375,0.0,4240478.6875,0.0,0.0,0.0,0.0,0.0,449595.25,985294.125,2348692.59375,1898574.8125,471001.28125,1162546.375,0.0,0.0,3921595.5,2341805.0,1191235.25,475000.71875,2624458.75,1112859.34375,386522.15625,0.0,380973.21875,0.0,1850567.3125,1134393.53125,0.0,1608345.375,1646660.125,543320.8125,0.0,745923.0,543075.25,2295333.1875,0.0,1001936.8125,2590372.03125
1299.81,0.0,571610.1875,0.0,1562201.0,637102.9375,1082555.625,0.0,634065.40625,505440.96875,691933.0625,440729.8125,0.0,803074.5625,468381.3125,1203175.0625,1025093.65625,0.0,737247.0625,0.0,0.0,338002.40625,557252.3125,0.0,0.0,316060.4375,0.0,2865715.5,3738624.4375,0.0,0.0,0.0,0.0,0.0,0.0,1249019.4375,303686.5,0.0,405420.375,408406.53125,1314955.5,453413.46875,525104.5,0.0,0.0,1659920.25,0.0,0.0,1603809.375,0.0,1398060.40625,0.0,1893341.8125,598434.3125,6977147.375,1948239.0,597040.5625,0.0,0.0,1527430.4375,0.0,13427395.0,354828.6875,6094944.0,0.0,0.0,1026826.6875,0.0,2030884.6875,2318665.5,5041339.0,0.0,604741.9375,1356003.9375,3021196.5625,641129.0625,0.0,0.0,544273.5625,0.0,0.0,420848.1875,452025.28125,621168.8125,871661.8125,0.0,835751.0625,671373.0625,0.0,0.0,1307290.4375,395732.875,0.0,0.0,0.0,0.0
1299.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493137.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884191.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431177.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665346.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613009.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519125.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761085.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529102.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714341.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604201.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299.98,0.0,0.0,0.0,1171823.25,0.0,0.0,3489223.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352587.90625,0.0,0.0,0.0,0.0,0.0,0.0,604437.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630555.3125,0.0,0.0,0.0,0.0,3043945.75,0.0,0.0,0.0,475098.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744588.0625,0.0,0.0,505674.21875
1300.03,544379.75,2127987.0,5517618.0,7504415.0,6475328.5,2410791.75,47071172.0,294779.3125,2072533.0,2683378.25,1481090.625,8666141.0,9836077.0,3355834.75,2379215.75,2146557.25,68621744.0,2265657.5,2976382.25,10408651.0,3385549.5,2045858.0,3287606.75,70443152.0,1186942.125,690262.6875,11513797.0,2550434.25,1282365.125,4214962.5,404276.46875,30627226.0,974109.6875,2555211.0,2491346.75,906829.5,3153553.75,1683416.125,1100242.25,2523680.75,1528924.0,2090982.625,7036084.5,3788319.5,8609294.0,6616647.5,9634905.0,4613151.0,3243393.0,384382.1875,9154070.0,3268675.75,5604362.0,1775797.625,2928377.0,3582200.0,409729.1875,22669534.0,6544515.0,8170049.0,41571208.0,2013385.75,4795729.0,2342448.25,6822916.5,12492163.0,4219193.0,2429355.0,6878308.5,1276295.0,5851572.5,3305953.5,4096240.5,7957788.0,11996708.0,1226988.125,21671166.0,2854604.75,1725903.75,507850.53125,1862284.0,1128758.75,3355338.25,694303.0,1491175.75,11801847.0,2274705.5,3418130.25,19768836.0,4471603.0,2083377.25,8047809.0,6513418.5,4726138.5,812555.0625
1300.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435794.5625,0.0,0.0,371818.75,555864.5,774451.9375,0.0,0.0,0.0,4523790.5,0.0,0.0,0.0,531639.375,0.0,0.0,0.0,0.0,0.0,0.0,502248.65625,578168.4375,0.0,0.0,2228895.75,403262.1875,0.0,529868.8125,0.0,0.0,0.0,0.0,0.0,318863.5,0.0,0.0,855298.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725088.5625,0.0,0.0,1395732.125,597933.9375,573929.3125,3341686.25,0.0,0.0,0.0,673239.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669059.5,0.0,0.0,0.0,1785517.75,0.0,0.0,0.0,0.0,0.0,713554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.15,0.0,0.0,702096.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384751.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322591.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.18,462092.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556688.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337350.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859707.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470182.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478191.4375,0.0,0.0,0.0
1300.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557867.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356690.3125,0.0,0.0,0.0,0.0,545546.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671834.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439340.125,678273.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772266.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344161.0,0.0,0.0,0.0,422057.625,0.0,0.0,0.0,0.0,0.0,0.0,412848.25
1300.34,0.0,0.0,785758.5,0.0,0.0,536119.5625,0.0,0.0,617222.375,0.0,0.0,0.0,756214.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458395.0,0.0,0.0,0.0,457683.25,0.0,541130.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497756.0,0.0,0.0,0.0,387475.625,508412.0,0.0,0.0,0.0,0.0,702736.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584468.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568980.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429689.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453864.65625,0.0,0.0
1300.37,0.0,327978.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727842.875,0.0,0.0,0.0,0.0,0.0,913958.1875,0.0,0.0,0.0,0.0,0.0,0.0,362384.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656390.5625,0.0,0.0,0.0,0.0,0.0,1309709.75,0.0,0.0,0.0,508201.4375,0.0,568681.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573317.75
1300.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543216.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641297.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697565.0625,0.0,0.0,0.0,0.0,0.0,0.0,378072.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373856.5,0.0,0.0,0.0,414545.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.45,0.0,0.0,0.0,796345.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11367337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339893.15625,528405.3125,640374.25,0.0,0.0,0.0,554780.25,0.0,947398.125,0.0,0.0,648253.375,0.0,0.0,0.0,0.0,964861.5625,0.0,511126.34375,0.0,666064.3125,396095.28125,0.0,939865.875,0.0,0.0,0.0,618685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853103.0625,0.0,0.0,0.0,0.0,1359073.375,0.0,2040167.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862817.125,0.0
1300.5,0.0,0.0,0.0,0.0,0.0,567836.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347770.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534135.0625,816677.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601145.375,688829.5,0.0,636913.125,0.0,0.0,1002921.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866699.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.62,598818.0,0.0,0.0,0.0,0.0,0.0,0.0,410712.28125,544540.0625,475070.6875,377549.4375,610479.0625,0.0,671073.25,0.0,808160.3125,0.0,534562.9375,0.0,1965005.9375,0.0,1133692.21875,0.0,0.0,378475.09375,0.0,0.0,781207.25,532441.875,1143126.53125,0.0,0.0,0.0,0.0,953137.8125,0.0,688119.4375,588079.75,0.0,1450846.375,0.0,0.0,0.0,653880.4375,0.0,0.0,0.0,577943.3125,833076.0625,0.0,0.0,2584222.625,0.0,0.0,1283106.875,0.0,0.0,0.0,1594845.125,0.0,0.0,456283.8125,0.0,0.0,790104.0,0.0,660502.5,1524996.3125,0.0,849653.5,0.0,0.0,0.0,1137057.25,0.0,351889.0,0.0,0.0,293245.1875,0.0,539413.25,278912.96875,1015693.9375,457130.5625,0.0,0.0,0.0,0.0,0.0,2304774.9375,0.0,0.0,0.0,0.0,590998.75
1300.71,450258.40625,0.0,492237.0625,684542.6875,0.0,1299583.625,0.0,0.0,0.0,593651.125,410144.84375,0.0,0.0,627637.8125,1098081.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1902029.125,717333.0625,0.0,0.0,0.0,0.0,0.0,0.0,523325.75,0.0,0.0,0.0,0.0,0.0,0.0,818447.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785264.0625,0.0,1096267.5,557387.5,0.0,1289602.25,0.0,0.0,0.0,395112.40625,0.0,0.0,745205.1875,0.0,701894.0,1150377.5625,0.0,1912873.25,778597.75,578345.75,954142.125,0.0,0.0,454100.40625,0.0,1150108.9375,394047.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137005.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526116.875
1300.76,0.0,0.0,0.0,770731.8125,0.0,436381.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437976.25,339521.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7723951.5,1038664.9375,0.0,0.0,0.0,0.0,0.0,7885533.5,0.0,3302075.25,0.0,0.0,0.0,0.0,0.0,0.0,2331061.75,528352.5625,0.0,0.0,566691.1875,0.0,579465.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469763.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311055.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784822.8125,447894.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607163.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947482.25,1150746.5,0.0,0.0,0.0,0.0,609531.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482926.9375,0.0,0.0,0.0,0.0,0.0
1300.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555976.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609485.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466722.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591508.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339312.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602180.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497316.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346944.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476958.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301.04,0.0,443054.90625,929463.4375,2110271.125,868642.5,460069.8125,12720562.0,0.0,551809.6875,0.0,0.0,1370215.125,2183504.75,919783.375,1201091.0,0.0,17849920.0,677642.75,0.0,1391912.25,602368.6875,952774.1875,906431.5,13726350.0,273947.59375,0.0,2353846.5,481550.53125,0.0,1802673.5,0.0,7161788.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768780.1875,312093.59375,484771.46875,2427844.25,0.0,2361147.0,1463708.875,1604264.25,1062246.0,867975.5625,0.0,2735848.25,919949.3125,1205468.875,0.0,760418.6875,447493.8125,605691.859375,6351623.0,1991903.75,1580090.5,7232485.0,407417.875,804176.0625,744748.75,731418.0625,2525959.0,630733.375,906744.5,647509.875,0.0,1490127.25,768276.625,858963.5,1227556.5,2734375.0,399309.375,4158526.25,0.0,638531.75,0.0,395554.3125,0.0,687638.1875,0.0,464740.03125,3299988.5,0.0,1076872.84375,3960701.75,1156686.125,0.0,1579302.75,1787084.125,1025852.9375,450229.46875
1301.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619268.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725633.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
