,Coef,Intercept,Score
"1281.62, 1318.82",[[0.37568064]],[0.01608352],0.6022475758157526
"1281.87, 1307.62",[[0.57172668]],[0.01312085],0.6949993114976939
"1282.87, 1298.83",[[0.94487564]],[0.00840387],0.6457443371712603
"1282.87, 1305.84",[[0.30744065]],[0.02968467],0.6484511817811008
"1282.87, 1318.62",[[0.43492997]],[0.02388467],0.66879057751954
"1283.62, 1302.87",[[0.35697582]],[0.01414468],0.6989837163775713
"1284.84, 1312.86",[[0.93296095]],[0.0043615],0.7484920646810116
"1284.84, 1325.87",[[0.88836851]],[0.02236062],0.8577058630666562
"1285.62, 1320.78",[[0.38511642]],[0.01836061],0.7714301949359892
"1285.87, 1296.85",[[1.25716871]],[0.02463773],0.6409431012045776
"1286.62, 1318.82",[[0.56698495]],[0.00740279],0.8025100673506875
"1287.97, 1313.99",[[0.53718832]],[0.00507575],0.7814159625144093
"1288.87, 1312.62",[[0.30333994]],[0.03707083],0.7871218292028503
"1288.98, 1312.97",[[1.09315547]],[0.00091122],0.6266957511277634
"1288.98, 1359.97",[[0.50568227]],[-0.00706165],0.9068768111735599
"1289.62, 1301.78",[[0.33490408]],[0.01509412],0.66347234830335
"1289.62, 1308.81",[[0.15616975]],[0.02212411],0.7544380650752514
"1289.87, 1319.83",[[0.42066032]],[0.02092561],0.683982759376765
"1289.98, 1312.97",[[1.36409309]],[0.0265818],0.830037448317431
"1290.87, 1310.62",[[0.57012824]],[0.02218282],0.6491961478830944
"1290.87, 1318.82",[[0.45977104]],[0.01792491],0.680072682839372
"1291.62, 1304.87",[[0.40674934]],[0.02035043],0.6527465434765679
"1291.87, 1311.62",[[0.51555598]],[0.02647087],0.7009950555452777
"1291.87, 1318.62",[[0.35370781]],[0.03689263],0.6041919696904083
"1292.87, 1310.62",[[0.44864943]],[0.02250907],0.632114323348655
"1292.87, 1318.62",[[0.40852773]],[0.03165403],0.8196510219884668
"1293.62, 1320.78",[[0.39172906]],[0.01758757],0.7724094797710183
"1294.87, 1313.62",[[0.79627515]],[0.01956485],0.8132908569317565
"1295.62, 1301.78",[[0.38548986]],[0.01919157],0.739563575870841
"1295.62, 1316.87",[[0.28431656]],[0.02793308],0.6386819418308269
"1295.79, 1307.62",[[0.93108704]],[0.00842533],0.6434995593883173
"1296.85, 1307.62",[[0.24617478]],[0.03634726],0.6075369242700148
"1296.85, 1311.87",[[0.24684722]],[0.03682098],0.6792612301940735
"1296.85, 1325.87",[[0.65220324]],[0.01623413],0.8071532377927095
"1297.62, 1302.87",[[0.35493006]],[0.01749597],0.6170496513291672
"1297.84, 1311.87",[[0.50292582]],[0.0121455],0.6700423357515087
"1297.84, 1312.86",[[0.68343738]],[0.00311244],0.746291430709628
"1298.62, 1318.82",[[0.70280515]],[0.00296608],0.834928307705452
"1298.83, 1312.86",[[0.50675203]],[0.00928451],0.7480712858272052
"1298.83, 1324.87",[[0.54787062]],[0.02679946],0.7583955239511685
"1299.62, 1323.86",[[0.43918157]],[0.02331014],0.6159931359030506
"1299.87, 1312.86",[[0.86249654]],[-0.00070909],0.7056127085074194
"1301.78, 1307.62",[[0.71132831]],[0.02050475],0.6146725397081827
"1303.62, 1318.82",[[0.48156636]],[0.00645752],0.8037655325573387
"1303.84, 1324.87",[[0.58446579]],[0.02200483],0.654811339723055
"1304.62, 1325.87",[[0.45270085]],[0.03862288],0.7674386767233432
"1304.87, 1321.62",[[0.51659656]],[0.04792384],0.6132334537459461
"1305.62, 1317.87",[[0.41608906]],[0.02911967],0.6241391323458598
"1307.87, 1320.62",[[0.23976688]],[0.04429287],0.6643499980446348
"1308.62, 1316.87",[[0.33371631]],[0.02343246],0.6301945010247854
"1308.62, 1318.82",[[0.42603921]],[0.01752767],0.6608384850932435
"1311.62, 1318.82",[[0.4840292]],[0.02621071],0.6072150058500905
"1311.98, 1359.97",[[0.49222115]],[-0.00051255],0.7344015510634375
"1312.22, 1316.24",[[4.32174244]],[0.23204306],0.7519150366475392
"1312.22, 1321.29",[[0.81573137]],[0.0183986],0.6748565152591952
"1312.22, 1323.3",[[2.0246996]],[0.10066406],0.6472825670113483
"1312.22, 1326.32",[[4.9387368]],[0.26755717],0.6954761647634892
"1312.22, 1341.32",[[2.73822626]],[0.14055561],0.6435466626233408
"1313.26, 1316.24",[[3.81063593]],[0.29343867],0.610584628695741
"1313.26, 1317.25",[[1.24680721]],[0.07479158],0.652751401613798
"1313.99, 1335.98",[[1.22955475]],[0.01204769],0.6890702049440453
"1313.99, 1336.98",[[1.36601885]],[0.02023883],0.8640911432564982
"1313.99, 1337.98",[[0.84684174]],[0.01242203],0.6468937421311344
"1316.24, 1322.3",[[0.49415769]],[0.00054707],0.8347717922696066
"1316.24, 1323.3",[[0.4473508]],[-0.00116582],0.8184551521609755
"1316.24, 1326.32",[[1.12745447]],[0.00583466],0.9282889970072908
"1316.24, 1327.33",[[0.33560046]],[-0.01240739],0.8817245214839606
"1316.24, 1332.21",[[0.17957449]],[-0.00103701],0.6147818848308968
"1316.24, 1341.32",[[0.59455605]],[0.00832341],0.8316272976300157
"1316.24, 1342.29",[[0.22501958]],[-0.01320202],0.6306750582602396
"1316.62, 1321.84",[[0.366999]],[0.02722366],0.6145783826875716
"1317.25, 1321.29",[[0.48190804]],[0.00331122],0.6603366904181558
"1317.25, 1322.3",[[1.47490901]],[0.04355261],0.7700411508220728
"1317.25, 1323.3",[[1.30105228]],[0.04547395],0.8073061321681225
"1317.25, 1326.32",[[3.20121772]],[0.13297677],0.8088577809843855
"1317.25, 1327.33",[[1.00179292]],[0.01755688],0.7976511790691978
"1317.25, 1342.29",[[0.61958821]],[0.01578193],0.6186428271156466
"1320.28, 1322.3",[[2.00999505]],[0.11458828],0.7004807718292678
"1320.28, 1323.3",[[1.60868324]],[0.12691197],0.6285172636415538
"1320.28, 1326.32",[[3.74310996]],[0.33944137],0.6142418610727411
"1322.3, 1326.32",[[1.89347488]],[0.11729789],0.8645693372195311
"1322.3, 1327.33",[[0.61336292]],[0.00936469],0.834223748031791
"1322.3, 1341.32",[[1.05738364]],[0.05179438],0.714745607902586
