,Coef,Intercept,Score
"1280.62, 1291.87",[[0.49860546]],[0.01527047],0.7772149705581095
"1280.62, 1301.87",[[0.33676649]],[0.02122154],0.7273060104125202
"1280.62, 1302.81",[[0.29753602]],[0.02167203],0.735500147453217
"1280.62, 1320.8",[[0.5167729]],[0.0051057],0.6917778380929305
"1280.62, 1322.86",[[0.37176696]],[0.02195924],0.6284857803757593
"1281.62, 1294.87",[[0.64931842]],[0.01821429],0.6676324012361295
"1281.62, 1301.87",[[0.41969274]],[0.01900398],0.7345250999330208
"1281.62, 1303.87",[[0.38301825]],[0.01999194],0.7118467765014094
"1281.62, 1322.86",[[0.47049279]],[0.0145901],0.6853566255750853
"1281.87, 1313.83",[[0.57502957]],[0.01982418],0.7898850600436071
"1282.62, 1289.87",[[0.66713509]],[0.00846956],0.8764018793272136
"1282.62, 1291.87",[[0.56804797]],[0.01772454],0.6336352596407645
"1282.62, 1301.87",[[0.34260115]],[0.02367889],0.6008111180163617
"1283.62, 1329.82",[[0.44230649]],[0.01325877],0.6503374685864829
"1283.87, 1289.62",[[0.96490061]],[0.03866745],0.6273908535113488
"1283.87, 1293.62",[[1.24338349]],[0.01901551],0.6438445227286103
"1283.87, 1319.62",[[0.601351]],[0.02034943],0.6029419008466879
"1284.62, 1290.87",[[0.5058118]],[0.01539176],0.6429086786836391
"1284.62, 1294.87",[[0.76824133]],[0.00506301],0.6831419704494966
"1284.62, 1295.81",[[0.37077495]],[0.01557492],0.6331971621662709
"1284.62, 1320.8",[[0.41323711]],[0.02015466],0.6858536904974097
"1284.86, 1320.62",[[0.57686157]],[0.03232479],0.6151241393349764
"1285.62, 1303.87",[[0.30461086]],[0.02088698],0.7655323606627706
"1286.62, 1294.87",[[0.78505594]],[0.01583076],0.778107075129096
"1286.62, 1302.81",[[0.40453877]],[0.01799731],0.6058876428156892
"1286.62, 1324.72",[[0.28638281]],[0.020101],0.779977464500325
"1287.98, 1335.97",[[0.71061826]],[0.01906465],0.8414323897079583
"1288.62, 1291.87",[[0.71534653]],[0.01243979],0.6731427076125034
"1288.62, 1322.86",[[0.51277279]],[0.02105938],0.7160698748544839
"1289.11, 1311.98",[[0.83847948]],[0.00454883],0.6202003715237248
"1289.11, 1312.98",[[0.94489949]],[0.00930352],0.6230308205360106
"1289.11, 1313.98",[[0.55569142]],[0.00083967],0.6919346488017477
"1289.11, 1335.97",[[0.70692153]],[0.0076925],0.6771515775651052
"1289.11, 1336.98",[[0.858688]],[0.01087723],0.9222154242126737
"1289.11, 1338.0",[[0.53237339]],[-0.00027067],0.8975037917444221
"1289.11, 1359.97",[[0.39067113]],[0.00229879],0.7486580742636794
"1289.62, 1325.87",[[0.39281074]],[0.02331054],0.6594420378807023
"1289.62, 1337.81",[[0.18233736]],[0.02136232],0.6005543162228237
"1289.87, 1292.62",[[0.57436363]],[0.02585255],0.7276680005874352
"1289.87, 1293.62",[[0.78038755]],[0.02291345],0.6532879470703685
