,Coef,Intercept,Score
"1289.87, 1298.62",[[0.67850833]],[0.02839709],0.6489106160706892
"1289.87, 1312.72",[[0.32104395]],[0.01308695],0.7076760018458622
"1289.87, 1313.83",[[0.55207278]],[0.02154535],0.6448295673607423
"1289.87, 1329.62",[[0.39120405]],[0.02656056],0.7059865393765845
"1290.87, 1308.62",[[0.62707105]],[0.01726702],0.6135567808099611
"1290.87, 1310.62",[[0.5507581]],[0.01431064],0.8134964888821835
"1290.87, 1313.83",[[0.47490221]],[0.02574123],0.6123511812460132
"1290.87, 1319.62",[[0.41927925]],[0.02238224],0.7378645971789985
"1290.87, 1322.86",[[0.45062141]],[0.02681232],0.6156823162263343
"1291.02, 1313.98",[[2.20466032]],[0.02278507],0.6620504421713311
"1291.87, 1302.81",[[0.45791451]],[0.01846873],0.7045728334547998
"1291.87, 1304.62",[[0.61930163]],[0.0221643],0.6824392896708167
"1291.87, 1316.76",[[0.38951377]],[0.01579246],0.6119831285352062
"1291.87, 1319.8",[[0.46986491]],[0.01601781],0.7430597896611371
"1291.87, 1322.86",[[0.43597908]],[0.02240604],0.786040873709149
"1292.62, 1294.87",[[0.90680577]],[0.01991162],0.6322414374514921
"1292.87, 1304.62",[[0.52132323]],[0.02260036],0.7281207120587863
"1292.87, 1318.62",[[0.51738279]],[0.02098993],0.662887357360037
"1292.87, 1320.8",[[0.54124634]],[0.01685261],0.6983283880473397
"1293.62, 1307.87",[[0.20659894]],[0.02993573],0.6341420564714992
"1293.62, 1324.72",[[0.24361724]],[0.01731218],0.619220656903064
"1293.87, 1310.62",[[0.54115875]],[0.01698907],0.764102630446922
"1293.87, 1319.8",[[0.37238694]],[0.03071339],0.6544738027211816
"1294.62, 1319.8",[[0.38702216]],[0.02348558],0.6006771332806967
"1294.62, 1320.8",[[0.53142173]],[0.01850164],0.6657733290693906
"1294.87, 1302.81",[[0.34452262]],[0.0232718],0.6883955828393495
"1294.87, 1312.72",[[0.30756441]],[0.00648113],0.7162711487269418
"1294.87, 1315.62",[[1.00271055]],[0.04261754],0.6641131626085657
"1294.87, 1316.76",[[0.37834329]],[0.01382786],0.625952155977267
"1295.62, 1301.87",[[0.34726253]],[0.02908838],0.6471078026240862
"1297.84, 1313.83",[[0.47500973]],[0.0240043],0.6858622232231388
"1298.62, 1320.8",[[0.52972343]],[0.01921025],0.6643942552966604
"1299.07, 1323.02",[[11.77645709]],[0.42716807],0.6751518464506168
"1299.62, 1329.82",[[0.33695496]],[0.01906445],0.6750574187871159
"1299.87, 1310.84",[[0.36018141]],[0.01620017],0.7591024978889913
"1301.87, 1312.72",[[0.33262925]],[0.01399333],0.6008769231175004
"1302.81, 1304.87",[[1.21304445]],[-0.00332428],0.6736083975978292
"1302.81, 1308.62",[[1.01578027]],[0.01200002],0.7067700141792044
"1303.62, 1328.84",[[0.24896002]],[0.02483198],0.6028987547237483
"1304.87, 1320.8",[[0.55493478]],[0.02550917],0.8933880320666322
"1304.87, 1344.62",[[0.35534611]],[0.03247575],0.7161930978915889
"1305.87, 1313.62",[[0.70642079]],[0.03946798],0.6334520075744009
"1305.87, 1318.62",[[1.18595481]],[0.00826677],0.7042195225123709
"1307.62, 1313.83",[[0.63046466]],[0.01362732],0.7254601107449704
"1308.62, 1313.83",[[0.70288149]],[0.01372273],0.7997019205385617
"1310.62, 1319.8",[[0.45467358]],[0.02502761],0.6729262820822633
"1310.62, 1323.84",[[0.43524322]],[0.02537399],0.6313476712372885
"1311.98, 1335.97",[[0.75504991]],[0.01175618],0.9309536885788661
"1311.98, 1338.0",[[0.59063714]],[0.00447437],0.8291352120339467
"1312.22, 1316.25",[[4.85961936]],[0.17100991],0.7217281577861834
"1312.22, 1317.25",[[1.42905778]],[0.04697564],0.639269055588021
"1312.22, 1321.29",[[0.7689237]],[0.02108154],0.6687281804771585
"1312.22, 1322.3",[[2.4985422]],[0.07816672],0.7997563938764901
"1312.22, 1323.3",[[2.19832128]],[0.07411935],0.7723755411205538
"1312.22, 1326.32",[[5.46050525]],[0.20452241],0.7171554974472837
"1312.22, 1341.37",[[3.0248084]],[0.11154777],0.6649697123417808
"1312.22, 1342.33",[[1.46134739]],[0.03432147],0.6796907060506646
"1312.98, 1335.97",[[0.70524591]],[0.00684349],0.8138176941480019
"1312.98, 1338.0",[[0.52095009]],[-0.0011227],0.7752351718190664
"1312.98, 1359.97",[[0.3889449]],[0.00048327],0.862458817507262
"1313.23, 1316.25",[[4.93791268]],[0.19802995],0.6848179645385728
"1313.23, 1317.25",[[1.34236235]],[0.062559],0.6462044701121143
"1313.23, 1322.3",[[2.46025528]],[0.09845324],0.6161440125177309
"1313.23, 1326.32",[[5.56303802]],[0.2357505],0.6520676370386793
"1313.62, 1322.86",[[0.62923404]],[0.01227704],0.6481072252777103
"1313.98, 1335.97",[[1.03431305]],[0.01772036],0.7673580120058752
"1313.98, 1338.0",[[0.81206609]],[0.00818556],0.6875408511002843
"1314.87, 1318.62",[[0.96571861]],[0.0146963],0.6674579844429149
"1314.87, 1321.82",[[0.8381729]],[0.01180568],0.632658701448003
"1315.3, 1326.32",[[8.50853553]],[0.13040014],0.8419993048335073
"1315.3, 1341.37",[[4.90466556]],[0.06246075],0.7542584313833589
"1316.25, 1320.28",[[0.1603905]],[-0.00315208],0.6284485068779893
"1316.25, 1322.3",[[0.48718931]],[0.00583953],0.872788338318682
"1316.25, 1323.3",[[0.43662121]],[0.00513215],0.9106029409339895
"1316.25, 1326.32",[[1.12296912]],[0.01079833],0.9504022312539493
"1316.25, 1327.33",[[0.32558093]],[-0.00927109],0.8200139228758769
"1316.25, 1340.35",[[0.16445971]],[0.00569044],0.6514222712263092
"1316.25, 1341.37",[[0.6339353]],[-0.00528015],0.7954316334033419
"1316.25, 1342.33",[[0.30991217]],[-0.0220726],0.6037686470281614
"1316.62, 1319.8",[[0.29728341]],[0.0202598],0.6439145192206573
"1317.25, 1322.3",[[1.50680827]],[0.03574329],0.8148290417599007
"1317.25, 1323.3",[[1.33382467]],[0.03386724],0.8193221092303808
"1317.25, 1326.32",[[3.44393101]],[0.09222496],0.8477135331078887
"1317.25, 1327.33",[[1.00839699]],[0.01279851],0.8309668035612181
"1317.25, 1341.37",[[2.02060351]],[0.02504703],0.6827795699887855
"1317.25, 1342.33",[[0.96571339]],[-0.00311879],0.64206588244398
"1320.28, 1322.3",[[2.16486863]],[0.10132127],0.7752776613776076
"1320.28, 1323.3",[[1.97976288]],[0.08451193],0.7277946756059333
"1322.3, 1326.32",[[2.0725998]],[0.05722775],0.848450099449117
"1322.3, 1327.33",[[0.61770458]],[0.00133267],0.7262599441970399
"1322.3, 1341.37",[[1.19211902]],[0.0180791],0.7469017950918013
"1323.3, 1326.32",[[2.25247144]],[0.0751772],0.9139412171436418
"1323.3, 1327.33",[[0.66500519]],[0.00865581],0.7459324911264916
"1323.3, 1332.21",[[0.36185795]],[0.01304775],0.606153397809559
"1323.3, 1341.37",[[1.25940342]],[0.0282957],0.7767880111095518
"1326.32, 1332.21",[[0.16275991]],[-0.00196802],0.6412442275403882
"1326.32, 1341.37",[[0.55363449]],[-0.00601933],0.7969782073076395
"1327.33, 1341.37",[[1.69126304]],[0.05165064],0.6818194286505384
"1332.21, 1341.37",[[2.39873447]],[0.12270196],0.6982702747634129
"1332.21, 1342.33",[[1.24503297]],[0.02824536],0.687391426432806
"1338.0, 1359.97",[[0.53666939]],[0.01257534],0.6990447922092495
