,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
L2_450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020166129641661087,0.0652367894832552,0.11738098796004785,0.09368316648924216,0.06535466905276113,0.08406120603439363,0.11655038532519171,0.10875399874136525,0.08907275782669893,0.07070579002305594,0.061007630977478966,0.037562659230424934,0.021852465691774233,0.015208261857124402,0.008998703807749047,0.0049521422004978055,0.0011607997033599288,0.0,0.017510374879627234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L2_orig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057201548031948065,0.011556045426601446,0.022766183106482873,0.03674458966728149,0.041763915662501594,0.04563653148599168,0.056866482691331606,0.06991269732651645,0.06730430663972992,0.06533355678456032,0.061467449037360566,0.05892385727600309,0.0544264708088689,0.04981046981571727,0.04381724009494808,0.03946328374599395,0.03701397568772244,0.03184627323158164,0.029424850848722626,0.0255536091108946,0.0228658043169825,0.021085377392221303,0.01849229090443346,0.0172687602762525,0.013526487483657602,0.012141656310833642
L5_354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007625380692333672,0.01583499839348031,0.021647333681184308,0.03481521342349933,0.04669104395602245,0.047178338826352244,0.05437690700833942,0.061807393845444585,0.057794164933608276,0.055911756426959315,0.054937421679719066,0.05417364790136869,0.04985099273035164,0.046016882936960636,0.0414185486933966,0.0353238225639115,0.032501215407482666,0.029864313170761107,0.02774740672304031,0.026868912200274497,0.021604456874045334,0.02331575562389515,0.022144090825304975,0.021009880096101576,0.019358208836210523,0.01722176023094748
L5_378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012089345432120724,0.01768975570197734,0.02675626585936502,0.04379096150055637,0.049805201761914636,0.0456793440168518,0.060753382669887106,0.07030379517553478,0.06904353524454473,0.062447464766670825,0.062279066286797906,0.060292790310295295,0.056040047761885294,0.047549509667739194,0.04120648256711099,0.03446516876181422,0.02961248308771209,0.026739607605344193,0.023100507710521544,0.020005360993577935,0.01805142162782164,0.017725570453963977,0.016017849958477538,0.015136450460448505,0.013845455357138412,0.01366143635534489
L5_402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001618931167713423,0.009631538364324047,0.01677130576637604,0.030736354225544354,0.05080103802639435,0.06139306277233374,0.058734896025844884,0.07215035135730288,0.07751890780492929,0.07530257954646605,0.06714016469344523,0.06316455155586,0.05959391152762688,0.053909138502372715,0.04702784507261381,0.04113416033860703,0.034087233070676126,0.02789764942333253,0.02308740791123044,0.01991027265447036,0.01584976842893019,0.014127831198859431,0.01225871234079794,0.010570027497634029,0.008915852289282204,0.008448392217991168,0.007425782911807722
L5_426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167104264582576,0.01933231251148507,0.03981232634861292,0.03601427203665558,0.02887439383271539,0.04078448640450025,0.08693071310966392,0.13218259161520715,0.1017881859378114,0.10027137805936207,0.11803947899239148,0.0917424324137622,0.06386399295719239,0.0453346386850695,0.034438331409926214,0.022124033884007868,0.013206781064009784,0.008472535762009629,0.006257080633914871,0.0026851999477413555,0.0017838919056603723,0.0011217317416259381,0.00046792534509361433,0.0003041811369984666,0.0,0.0
L5_450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003944512556627631,0.03090434055219701,0.0695264306055676,0.04641894855107065,0.029658449436398695,0.06284429238064898,0.10764108492886551,0.14277054587128832,0.11135491194220422,0.11927425946157995,0.1153024735047444,0.06736428575919083,0.039823156398318266,0.023981262713852376,0.014032804146967939,0.007881225070761139,0.00377932074113243,0.001189088324460638,0.002308607054123457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L5_orig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006777835776779666,0.014346558099058044,0.018387286416127854,0.02931019847428837,0.04370981241998128,0.04663460499459996,0.053741054186557724,0.059908671143060796,0.056906284450176606,0.054192370447485386,0.05363697273448186,0.053448365548506495,0.04833646865193831,0.045423254808594674,0.0413447820791371,0.03592784584676833,0.034329267168159316,0.031662331307797206,0.02797447055098656,0.02554285044333472,0.02565601475491994,0.02542809395089621,0.022823600069221805,0.02207711691279162,0.019573923719038062,0.018200963730145434
L8_354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017362631517334867,0.00465136327002865,0.011031388895291145,0.02527822942370336,0.036341092656854396,0.042428448388682316,0.054269107022233656,0.06323731798747688,0.058607404696305224,0.05621135137422701,0.053675204533835175,0.05170404115401926,0.049896294454852844,0.0461634385767936,0.04254439628477318,0.0385176960358239,0.0345566605342295,0.03217504792613354,0.035720929184141076,0.025559399977877133,0.024225481360613935,0.024386286183408105,0.024011952062868058,0.021232743752766046,0.019064487838343237,0.01763016931038142
L8_378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108051570417883,0.014871024543826586,0.023978446476966585,0.040354651249653296,0.04835320450423246,0.04401114444678473,0.05849876880890505,0.07618978357410883,0.07417924217641685,0.06161150086475176,0.06008491151730597,0.05964489315975,0.052818050041179086,0.04755519248741041,0.041527523302361376,0.03587994568217142,0.029041984015826736,0.02458849765685346,0.0226032102340576,0.01807720494082508,0.017880060857890248,0.016842513963826623,0.01639614242695458,0.014410056259023177,0.013482439035694287,0.011019424586544235
L8_402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024776202221971755,0.0073079235202341865,0.013645559090123972,0.026165861068996935,0.04453917841776569,0.05508677718704363,0.056565825341081434,0.07064196377459496,0.08167632903118593,0.07844904758930107,0.07210840298281235,0.06632334425522778,0.0631967438986011,0.056654684773124825,0.050449879027353116,0.04407876218859187,0.03621669208194518,0.028829219089033818,0.023857254437683294,0.0221797880852904,0.01570000304970833,0.013226126679148435,0.012016692128897433,0.010500747016653671,0.008390517079296868,0.00748829614843476,0.006434661234343643
