30,0.025964775,0.025964775,0.018438518,0.015896316,0.001810343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.024051992,0.024051992,0.016549614,0.013858154,0.001304478,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.022991563,0.022991563,0.015296516,0.010964264,0.000968988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.019468094,0.019468094,0.012604513,0.008896818,0.000555203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.019199561,0.019199561,0.01224664,0.007964582,0.000600409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.015213926,0.015213926,0.012007771,0.006704849,0.000368897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.014440615,0.014440615,0.012190276,0.006301984,0.00030061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.015110542,0.015110542,0.011048155,0.005113305,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.012100975,0.012100975,0.009334747,0.004190075,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.011549689,0.011549689,0.009268626,0.004349588,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.010291691,0.010291691,0.007645101,0.003280426,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
,,,,,,,,,L5_orig,0.004623759,0.026397745,0.071957745,0.12464803,0.117797599,0.094823317,0.068497274,0.047141829,0.038215159,0.032768351,0.030776171,0.029325192,0.02781486,0.025544055,0.02073937,0.023807958,0.021827329,0.020930941,0.0186411,0.017134021,0.017525013,0.01622189,0.017428944,0.01568736,0.013306688
,,,,,,,,,L5_354,0.005405397,0.034700917,0.090997001,0.134360929,0.118840268,0.089612297,0.063081731,0.043655838,0.037533049,0.030469134,0.03033317,0.027394626,0.025227888,0.025474744,0.020282842,0.020719573,0.020749333,0.019032822,0.018071116,0.015676288,0.017082591,0.014395385,0.013992479,0.013685233,0.01158042
,,,,,,,,,L5_378,0.012218286,0.056589633,0.12988644,0.155361578,0.111639139,0.091419708,0.059154734,0.041239969,0.032802217,0.024857758,0.026921555,0.023691266,0.022226785,0.020913952,0.019102206,0.017852203,0.018221746,0.016156077,0.015752497,0.012847207,0.012200406,0.010839189,0.012239518,0.009986307,0.009930073
,,,,,,,,,L5_402,0.012028058,0.057843328,0.144621175,0.181144104,0.139337418,0.108705341,0.064729599,0.043709706,0.03470437,0.02729937,0.024120833,0.02164643,0.019019533,0.016590226,0.014332111,0.012380763,0.011124042,0.008888411,0.00823608,0.007255344,0.006375838,0.005212033,0.004632182,0.004591027,0.004302562
,,,,,,,,,L5_426,0.107044617,0.241965616,0.219318537,0.162348686,0.077535605,0.08871397,0.040716862,0.022105185,0.013562804,0.009123318,0.006121809,0.004598766,0.002979358,0.00199434,0.001870526,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,L5_450,0.134180662,0.331018705,0.218072964,0.12312806,0.059219666,0.076399107,0.028609824,0.015214411,0.008355713,0.004002773,0.001798116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
