,L8_orig,L8_354,L8_378,L8_402,L8_426,L8_450,,,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,
16,0.001744695,0.001744695,0.01232464,0.009735103,0.029565039,0.092250858,,L8_orig,0.001744695,0.020740421,0.080447809,0.113752028,0.107419409,0.090903876,0.070526785,0.049741451,0.044815973,0.039873245,0.036666796,0.033122898,0.030711757,0.026921218,0.025964775,0.024051992,0.022991563,0.019468094,0.019199561,0.015213926,0.014440615,0.015110542,0.012100975,0.011549689,0.010291691,
17,0.020740421,0.020740421,0.055814008,0.052593094,0.142456554,0.271027456,,L8_354,0.001744695,0.020740421,0.080447809,0.113752028,0.107419409,0.090903876,0.070526785,0.049741451,0.044815973,0.039873245,0.036666796,0.033122898,0.030711757,0.026921218,0.025964775,0.024051992,0.022991563,0.019468094,0.019199561,0.015213926,0.014440615,0.015110542,0.012100975,0.011549689,0.010291691,
18,0.080447809,0.080447809,0.130815353,0.130636197,0.249031858,0.245345447,,L8_378,0.01232464,0.055814008,0.130815353,0.162668499,0.121968997,0.096294451,0.063628581,0.040576673,0.029679686,0.023458036,0.021655587,0.020149007,0.021343295,0.019116314,0.018438518,0.016549614,0.015296516,0.012604513,0.01224664,0.012007771,0.012190276,0.011048155,0.009334747,0.009268626,0.007645101,
19,0.113752028,0.113752028,0.162668499,0.169822626,0.218962674,0.165807292,,L8_402,0.009735103,0.052593094,0.130636197,0.169822626,0.138048471,0.110367465,0.075364694,0.049477449,0.04018306,0.029649246,0.027416867,0.023619171,0.021148713,0.018267363,0.015896316,0.013858154,0.010964264,0.008896818,0.007964582,0.006704849,0.006301984,0.005113305,0.004190075,0.004349588,0.003280426,
20,0.107419409,0.107419409,0.121968997,0.138048471,0.128208819,0.08873817,,L8_426,0.029565039,0.142456554,0.249031858,0.218962674,0.128208819,0.095635514,0.052610811,0.028686692,0.018335665,0.011226623,0.007643271,0.005435885,0.003731118,0.002560548,0.001810343,0.001304478,0.000968988,0.000555203,0.000600409,0.000368897,0.00030061,0,0,0,0,
21,0.090903876,0.090903876,0.096294451,0.110367465,0.095635514,0.073486943,,L8_450,0.092250858,0.271027456,0.245345447,0.165807292,0.08873817,0.073486943,0.032156181,0.015582964,0.007990915,0.003969778,0.002053112,0.000951067,0.000639819,0,0,0,0,0,0,0,0,0,0,0,0,
22,0.070526785,0.070526785,0.063628581,0.075364694,0.052610811,0.032156181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.049741451,0.049741451,0.040576673,0.049477449,0.028686692,0.015582964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.044815973,0.044815973,0.029679686,0.04018306,0.018335665,0.007990915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.039873245,0.039873245,0.023458036,0.029649246,0.011226623,0.003969778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.036666796,0.036666796,0.021655587,0.027416867,0.007643271,0.002053112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.033122898,0.033122898,0.020149007,0.023619171,0.005435885,0.000951067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.030711757,0.030711757,0.021343295,0.021148713,0.003731118,0.000639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.026921218,0.026921218,0.019116314,0.018267363,0.002560548,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
