,,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 ,31 ,32 ,33 ,34 ,35 ,36 ,37 ,38 ,39 ,40 
L0,orig,0.7538385,3.128399333,2.337952,0,2.422620667,0,2.740132445,3.993989333,2.640060223,2.114894,1.805001667,1.814829111,1.464324556,1.259911111,0.833288278,0.744015,0.562580445,0.529909389,0.386418083,0.325756695,0.261255722,0.286981722,0.210366625,0.151105444,0.131954083,0.121592611,0.130996875,0.127480486
L0,354,0.45001044,1.65140496,1.31174496,0,1.72382208,0,2.40381472,3.95835072,2.46775888,1.98331504,1.73431552,1.74598912,1.41228896,1.20949544,0.84064624,0.77620864,0.57266944,0.54239152,0.38985032,0.3434402,0.27102298,0.26115176,0.22043542,0.17021174,0.13964243,0.12725461,0.13712677,0.11316719
L0,378,0.379819632,1.539462336,1.107930528,0,1.625324736,0,2.079262848,3.30179904,1.923017664,1.623229056,1.223768352,1.163462688,1.02854832,0.90002592,0.728348352,0.544824816,0.407012208,0.406726368,0.303368136,0.290399712,0.258949392,0.226416984,0.157388472,0.14822634,0.120373536,0.140296752,0.135338244,0.103668288
L0,402,0.18863892,1.09651576,0.59956896,0,0.85732624,0,0.75985528,1.41284096,0.94552824,1.18141696,0.93569992,0.97089016,0.80816696,0.74121512,0.52431684,0.53860144,0.37446376,0.34843736,0.20984184,0.21983392,0.16317187,0.1394559,0.08980173,0.07423199,0.05440532,0.0497992,0.04529275,0.03922562
L0,426,0.04632126,1.39155808,0.5039166,0,0.73473256,0,0.18045814,0.49898112,0.1299004,0.23174272,0.13941914,0.20571504,0.16563651,0.18361436,0.10048557,0.08736132,0.04847936,0.0553325,0.02841961,0.0283253,0.02850156,0.02421912,0,0,0,0,0,0
L0,450,0.032695837,1.215716587,0.37366872,0,0.465604907,0,0.05990974,0.23085048,0.03211401,0.078470253,0.03529283,0.081845587,0.041279313,0.051338073,0.015478323,0.024737527,0.012104423,0.01158877,0.006501227,0.009541097,0.0061204,0.006670453,0,0,0,0,0,0
L2,orig,2.8644516,5.98707144,6.11058024,0,6.49199736,0,6.64022016,10.53881928,8.9065944,9.102537576,7.989665904,7.3205154,5.66113932,5.16123504,3.89598444,3.44463624,2.45429514,2.28820446,1.72636272,1.30791816,1.04909616,1.14380442,0.8625996,0.79484742,0.61503948,0.50812578,0.44141508,0.48151782
L2,354,0.81283512,2.71407008,2.63679872,0,4.48419904,0,6.6289312,11.43405824,9.48373696,9.40644032,7.59113408,7.05378368,5.79095296,5.11532576,3.91016704,3.2594416,2.5716856,2.0700488,1.391952,1.09739984,0.87919344,0.7664984,0.58023952,0.50940828,0.37849272,0.32474992,0.32012164,0.29399226
L2,378,0.46600204,2.5168048,1.72216192,0,2.74684224,0,3.63099008,7.65329024,5.96052672,5.99923008,4.53388864,4.15710336,3.6374512,3.02375296,2.29110352,1.87728352,1.46886816,1.12795424,0.76393976,0.62750088,0.47947156,0.43126172,0.35736852,0.3107929,0.24926326,0.18287836,0.20193766,0.17090774
L2,402,0.13325254,1.19318888,0.58520284,0,0.93613456,0,0.49559468,0.95847064,0.49872536,0.62192988,0.47619756,0.5336716,0.48612528,0.44844864,0.37419064,0.33134442,0.2544565,0.2290519,0.15277209,0.13156078,0.10967281,0.08686416,0.06501046,0.05360593,0.03743778,0.03170858,0,0
L2,426,0.0617597,2.2723568,0.92131344,0,1.30980824,0,0.21291432,0.71550432,0.12416502,0.29896444,0.17552646,0.44448676,0.23341682,0.24459522,0.11585264,0.13737009,0.08718549,0.08188146,0.051734,0.04582372,0.03430682,0.03250834,0.01917606,0,0.01888736,0,0,0
L2,450,0.03984383,2.01542944,0.58645028,0,0.91500472,0,0.13326259,0.54411184,0.0509731,0.15710061,0.05988347,0.16576735,0.09259503,0.09542404,0.048363455,0.05102801,0.036537895,0.039440495,0.02016095,0.02574455,0.016941465,0.01374533,0,0,0,0,0,0
L5,orig,1.250302848,2.311154176,2.643645184,0,3.031775488,0,3.66861952,5.30836736,4.140815872,4.761615872,3.41529344,3.385986304,2.963203072,2.608315648,2.145423744,1.8424384,1.539190656,1.436352256,1.12248896,0.970763328,0.746817472,0.734944768,0.613951552,0.479780832,0.450330432,0.346295424,0.379490656,0.31523424
L5,354,1.231445491,2.455617946,2.595350246,0,2.906120218,0,3.019983667,4.736422656,3.438866074,3.955154227,2.776541184,2.941794202,2.542708224,2.325521664,1.77236352,1.645051968,1.370046298,1.2224448,0.997582925,0.77190503,0.64614983,0.641426918,0.55624631,0.427996771,0.383308704,0.30380665,0.310055645,0.252569866
L5,378,0.684136384,1.364232192,1.441861248,0,1.614511232,0,1.677768704,2.63134592,1.910481152,2.197307904,1.54252288,1.634330112,1.41261568,1.29195648,0.9846464,0.91391776,0.761136832,0.679136,0.554212736,0.428836128,0.358972128,0.356348288,0.309025728,0.237775984,0.21294928,0.168781472,0.172253136,0.140316592
L5,402,0.077519104,0.490397632,0.322844096,0,0.490335264,0,0.242461664,0.658992448,0.274940064,0.398671616,0.296510432,0.434412704,0.32527744,0.307593344,0.22688808,0.184121232,0.142416128,0.140311632,0.098889744,0.094117712,0.080076432,0.0634248,0.041532,0.039447952,0.028670768,0,0.025435616,0
L5,426,0.013717432,0.477360256,0.17011216,0,0.368803136,0,0.140223408,1.09261952,0.057727056,0.273476672,0.087205744,0.236479936,0.09929596,0.112597624,0.036317456,0.049197088,0.025129848,0.037537496,0.016815632,0.022412348,0.014727232,0.015200072,0,0,0,0,0,0
L5,450,0.00729309,0.23380149,0.09956992,0,0.247725824,0,0.102497829,1.045737179,0.040628622,0.230447726,0.052797349,0.137740105,0.053243438,0.058773211,0.017492206,0.021888514,0.009351451,0.014755134,0.009181403,0.009414007,0.007998279,0.007539079,0,0,0,0,0,0
L8,orig,0.561388016,2.465647744,1.515084592,0,2.32962352,0,2.515037056,3.68419744,3.152538816,2.673876128,2.014015808,1.889982304,1.944174176,1.764857136,1.40455448,1.20297352,0.877870168,0.702664256,0.516853232,0.447456968,0.435525328,0.411956832,0.350658056,0.274708028,0.209537272,0.181811602,0.179246858,0.14855785
L8,354,0.5978806,1.96794944,1.4165272,0,2.1137696,0,2.14577584,3.53860192,2.9704288,2.89181632,2.20864032,2.22146064,2.0612672,1.87748032,1.45726928,1.31017712,1.05576856,0.93079376,0.72693128,0.62448824,0.51418284,0.50087156,0.40547616,0.3611974,0.30540654,0.22937922,0.22593132,0.23550758
L8,378,0.452939848,1.490870788,1.073126667,0,1.601340606,0,1.625587758,2.68075903,2.250324848,2.190769939,1.673212364,1.682924727,1.360492986,1.055992232,0.94940371,0.765049681,0.674488232,0.526761797,0.45252771,0.372596261,0.362950406,0.293823304,0.261737246,0.221309087,0.166216826,0.163718348,0.170657667,0.196256317
L8,402,0.04661499,0.32801862,0.22766292,0,0.34534068,0,0.16852156,0.44451808,0.1591416,0.25822492,0.17836238,0.25407078,0.20225154,0.176624,0.12287214,0.1293265,0.09436713,0.08478108,0.05629751,0.06096775,0.05147167,0.03777321,0.02708178,0.03285317,0.02373361,0,0,0
