m/z,I,S/N,em,dbe,error,C,H,Class
203.10773,847292.7778,10.6,203.1077533,6,2.33E-05,13,15,O2
205.12343,1366796.667,18.5,205.1234034,5,2.66E-05,13,17,O2
207.139,742337.2222,8.9,207.1390534,4,5.34E-05,13,19,O2
209.15472,2774429.444,40,209.1547035,3,1.65E-05,13,21,O2
211.17038,6644386.667,99,211.1703536,2,2.64E-05,13,23,O2
213.0921,1258945,16.7,213.0921032,8,3.24E-06,14,13,O2
213.186,30153540,458,213.1860036,1,3.62E-06,13,25,O2
217.12341,1988368.333,27.7,217.1234034,6,6.63E-06,14,17,O2
219.13908,2648422.222,37.6,219.1390534,5,2.66E-05,14,19,O2
221.15472,1945285.556,26.9,221.1547035,4,1.65E-05,14,21,O2
223.17033,6692112.222,98.5,223.1703536,3,2.36E-05,14,23,O2
225.09209,910321.1111,11.2,225.0921032,9,1.32E-05,15,13,O2
225.18602,29600866.67,443,225.1860036,2,1.64E-05,14,25,O2
227.10777,987756.1111,12.4,227.1077533,8,1.67E-05,15,15,O2
227.20167,125135973.3,1880.9,227.2016537,1,1.63E-05,14,27,O2
229.12344,911168.8889,11.2,229.1234034,7,3.66E-05,15,17,O2
231.13907,1917535.556,26.2,231.1390534,6,1.66E-05,15,19,O2
233.15471,12864277.78,189.9,233.1547035,5,6.50E-06,15,21,O2
235.07646,738500,8.5,235.0764532,11,6.83E-06,16,11,O2
235.17036,1726895,23.2,235.1703536,4,6.44E-06,15,23,O2
237.09213,1007053.889,12.4,237.0921032,10,2.68E-05,16,13,O2
237.18601,5719964.444,82.5,237.1860036,3,6.38E-06,15,25,O2
239.10784,1127054.444,14.2,239.1077533,9,8.67E-05,16,15,O2
239.20168,19180906.67,282.5,239.2016537,2,2.63E-05,15,27,O2
241.12349,810251.1111,9.5,241.1234034,8,8.66E-05,16,17,O2
241.21731,93518080,1382.2,241.2173038,1,6.25E-06,15,29,O2
243.13905,1114527.222,13.9,243.1390534,7,3.43E-06,16,19,O2
245.15473,2600556.667,35.8,245.1547035,6,2.65E-05,16,21,O2
247.17039,2871928.889,39.7,247.1703536,5,3.64E-05,16,23,O2
249.09215,817121.1111,9.5,249.0921032,11,4.68E-05,17,13,O2
249.18604,2027345.556,27.3,249.1860036,4,3.64E-05,16,25,O2
251.10777,655994.4444,7.1,251.1077533,10,1.67E-05,17,15,O2
251.20169,7157791.111,102.3,251.2016537,3,3.63E-05,16,27,O2
253.12346,1594162.222,20.8,253.1234034,9,5.66E-05,17,17,O2
253.21733,159206844.4,2329.6,253.2173038,2,2.62E-05,16,29,O2
255.13906,944422.7778,11.3,255.1390534,8,6.57E-06,17,19,O2
257.15475,1831593.333,24.1,257.1547035,7,4.65E-05,17,21,O2
259.17037,2971157.222,40.7,259.1703536,6,1.64E-05,17,23,O2
261.18601,3171183.889,43.4,261.1860036,5,6.38E-06,17,25,O2
263.10767,909490,10.6,263.1077533,11,8.33E-05,18,15,O2
263.20167,2079389.444,27.6,263.2016537,4,1.63E-05,17,27,O2
265.12343,962392.2222,11.4,265.1234034,10,2.66E-05,18,17,O2
265.21732,5366886.667,74.9,265.2173038,3,1.62E-05,17,29,O2
267.1391,699120,7.6,267.1390534,9,4.66E-05,18,19,O2
267.23296,32183186.67,461.7,267.2329538,2,6.18E-06,17,31,O2
269.15472,1171548.889,14.3,269.1547035,8,1.65E-05,18,21,O2
269.24862,96904826.67,1389.6,269.2486039,1,1.61E-05,17,33,O2
271.17037,1421635,17.9,271.1703536,7,1.64E-05,18,23,O2
273.18606,3331939.444,45.1,273.1860036,6,5.64E-05,18,25,O2
275.10813,889082.7778,10.2,275.1077533,12,0.000376697,19,15,O2
275.20168,6196258.333,86.1,275.2016537,5,2.63E-05,18,27,O2
277.12344,629835.5556,6.5,277.1234034,11,3.66E-05,19,17,O2
277.2173,11893347.78,166.9,277.2173038,4,3.75E-06,18,29,O2
279.13902,748532.2222,8.1,279.1390534,10,3.34E-05,19,19,O2
279.23296,156024995.6,2219.8,279.2329538,3,6.18E-06,18,31,O2
281.15477,861317.2222,9.7,281.1547035,9,6.65E-05,19,21,O2
283.17032,1438946.111,17.9,283.1703536,8,3.36E-05,19,23,O2
285.18602,1909330,24.6,285.1860036,7,1.64E-05,19,25,O2
287.10777,649688.3333,6.7,287.1077533,13,1.67E-05,20,15,O2
287.20173,3952399.444,53.3,287.2016537,6,7.63E-05,19,27,O2
289.12356,616893.3333,6.2,289.1234034,12,0.000156633,20,17,O2
289.21739,4039052.778,54.5,289.2173038,5,8.62E-05,19,29,O2
291.13918,637263.8889,6.5,291.1390534,11,0.000126568,20,19,O2
291.233,2677023.333,35.1,291.2329538,4,4.62E-05,19,31,O2
293.1548,1106340,13,293.1547035,10,9.65E-05,20,21,O2
293.24863,5679787.778,77.3,293.2486039,3,2.61E-05,19,33,O2
295.17038,647552.7778,6.6,295.1703536,9,2.64E-05,20,23,O2
295.2643,18644360,259.4,295.2642539,2,4.61E-05,19,35,O2
297.186,1712102.778,21.4,297.1860036,8,3.62E-06,20,25,O2
297.2799,109605297.8,1529.9,297.279904,1,4.01E-06,19,37,O2
299.20171,3713892.778,49.4,299.2016537,7,5.63E-05,20,27,O2
301.21734,4068177.778,54.1,301.2173038,6,3.62E-05,20,29,O2
303.13901,901385.5556,10.1,303.1390534,12,4.34E-05,21,19,O2
303.23299,5540041.667,74.6,303.2329538,5,3.62E-05,20,31,O2
305.15463,1002296.667,11.5,305.1547035,11,7.35E-05,21,21,O2
305.24859,4394161.667,58.6,305.2486039,4,1.39E-05,20,33,O2
307.17034,1998992.778,25.2,307.1703536,10,1.36E-05,21,23,O2
307.2643,8431426.111,114.2,307.2642539,3,4.61E-05,20,35,O2
309.18609,1267972.778,15.1,309.1860036,9,8.64E-05,21,25,O2
309.27995,28277828.89,388.9,309.279904,2,4.60E-05,20,37,O2
311.20168,1542178.889,18.9,311.2016537,8,2.63E-05,21,27,O2
311.29556,159759573.3,2208.6,311.2955541,1,5.92E-06,20,39,O2
313.21732,2244759.444,28.4,313.2173038,7,1.62E-05,21,29,O2
315.13876,737627.2222,7.7,315.1390534,13,0.000293432,22,19,O2
315.233,3316834.444,43.2,315.2329538,6,4.62E-05,21,31,O2
317.15471,747019.4444,7.8,317.1547035,12,6.50E-06,22,21,O2
317.24863,3860555.556,50.4,317.2486039,5,2.61E-05,21,33,O2
319.17043,856823.3333,9.3,319.1703536,11,7.64E-05,22,23,O2
319.26424,3045203.333,39.2,319.2642539,4,1.39E-05,21,35,O2
321.18616,1097616.667,12.6,321.1860036,10,0.000156375,22,25,O2
321.27998,6850370.556,91.3,321.279904,3,7.60E-05,21,37,O2
323.20164,1541365,18.5,323.2016537,9,1.37E-05,22,27,O2
323.29563,13262474.44,178,323.2955541,2,7.59E-05,21,39,O2
325.21738,1985545,24.6,325.2173038,8,7.62E-05,22,29,O2
325.31125,105602408.9,1434,325.3112041,1,4.59E-05,21,41,O2
327.23297,2286085.556,28.6,327.2329538,7,1.62E-05,22,31,O2
329.15474,762695,7.9,329.1547035,13,3.65E-05,23,21,O2
329.24868,3730667.778,47.9,329.2486039,6,7.61E-05,22,33,O2
331.17052,867051.6667,9.3,331.1703536,12,0.000166439,23,23,O2
331.26433,6909228.889,90.8,331.2642539,5,7.61E-05,22,35,O2
333.186,1140161.111,12.9,333.1860036,11,3.62E-06,23,25,O2
333.28001,3220454.444,41,333.279904,4,0.000105989,22,37,O2
335.20163,1713223.333,20.5,335.2016537,10,2.37E-05,23,27,O2
335.2956,5486814.444,71.1,335.2955541,3,4.59E-05,22,39,O2
337.21743,1123481.667,12.6,337.2173038,9,0.000126246,23,29,O2
337.31128,13242104.44,175,337.3112041,2,7.59E-05,22,41,O2
339.23285,1796910,21.6,339.2329538,8,0.000103818,23,31,O2
339.32689,84595760,1131.2,339.3268542,1,3.58E-05,22,43,O2
341.24857,2222841.111,27.3,341.2486039,7,3.39E-05,23,33,O2
343.17048,745958.3333,7.5,343.1703536,13,0.000126439,24,23,O2
343.26427,3619390.556,45.7,343.2642539,6,1.61E-05,23,35,O2
345.186,689392.2222,6.7,345.1860036,12,3.62E-06,24,25,O2
345.27992,5887766.667,75.9,345.279904,5,1.60E-05,23,37,O2
347.20184,683567.7778,6.7,347.2016537,11,0.000186311,24,27,O2
347.29564,2466973.889,30.4,347.2955541,4,8.59E-05,23,39,O2
349.21722,1348895,15.4,349.2173038,10,8.38E-05,24,29,O2
349.31131,4816425,61.1,349.3112041,3,0.00010586,23,41,O2
351.2331,1096110,12,351.2329538,9,0.000146182,24,31,O2
351.32682,9372884.444,121.2,351.3268542,2,3.42E-05,23,43,O2
353.24865,1719275.556,20.3,353.2486039,8,4.61E-05,24,33,O2
353.34254,72200066.67,949.7,353.3425043,1,3.57E-05,23,45,O2
355.26419,1935404.444,23.1,355.2642539,7,6.39E-05,24,35,O2
357.27999,3339661.111,41.3,357.279904,6,8.60E-05,24,37,O2
359.29558,5594694.444,70.8,359.2955541,5,2.59E-05,24,39,O2
361.21702,1124847.778,12.3,361.2173038,11,0.000283754,25,29,O2
361.31125,3617481.111,44.9,361.3112041,4,4.59E-05,24,41,O2
363.23266,1052170.556,11.2,363.2329538,10,0.000293818,25,31,O2
363.32688,4191737.778,52,363.3268542,3,2.58E-05,24,43,O2
365.24843,1452206.667,16.4,365.2486039,9,0.000173883,25,33,O2
365.34258,11152912.22,142.2,365.3425043,2,7.57E-05,24,45,O2
367.26427,2097293.889,24.8,367.2642539,8,1.61E-05,25,35,O2
367.3582,72593164.44,938.8,367.3581543,1,4.57E-05,24,47,O2
369.27983,2121725.556,25.1,369.279904,7,7.40E-05,25,37,O2
371.29563,3304701.111,40.1,371.2955541,6,7.59E-05,25,39,O2
373.21704,663950,6.1,373.2173038,12,0.000263754,26,29,O2
373.31128,5135073.333,63.6,373.3112041,5,7.59E-05,25,41,O2
375.32688,2603776.111,31.1,375.3268542,4,2.58E-05,25,43,O2
377.24853,1233000.556,13.5,377.2486039,10,7.39E-05,26,33,O2
377.34238,4339146.111,53.4,377.3425043,3,0.000124269,25,45,O2
379.2643,1518842.778,17,379.2642539,9,4.61E-05,26,35,O2
379.35816,9757503.333,121.8,379.3581543,2,5.67E-06,25,47,O2
381.27973,1609058.889,18.1,381.279904,8,0.000174011,26,37,O2
381.37388,58572982.22,743.3,381.3738044,1,7.56E-05,25,49,O2
383.29544,2164483.889,25.2,383.2955541,7,0.000114076,26,39,O2
385.21748,823435,8.1,385.2173038,13,0.000176246,27,29,O2
385.3111,3321580.556,39.9,385.3112041,6,0.00010414,26,41,O2
387.23286,1298291.111,14,387.2329538,12,9.38E-05,27,31,O2
387.32693,5659121.111,69,387.3268542,5,7.58E-05,26,43,O2
389.24862,1282196.111,13.8,389.2486039,11,1.61E-05,27,33,O2
389.34247,3368181.667,40.1,389.3425043,4,3.43E-05,26,45,O2
391.2644,1208216.111,12.9,391.2642539,10,0.000146053,27,35,O2
391.35819,4795499.444,58.1,391.3581543,3,3.57E-05,26,47,O2
393.18592,669441.1111,6.1,393.1860036,16,8.36E-05,28,25,O2
393.27993,1613951.111,18,393.279904,9,2.60E-05,27,37,O2
393.3739,9429358.889,116.6,393.3738044,2,9.56E-05,26,49,O2
395.29557,1692715.556,18.8,395.2955541,8,1.59E-05,27,39,O2
395.38954,50396444.44,628.4,395.3894545,1,8.55E-05,26,51,O2
397.31125,1902181.667,21.4,397.3112041,7,4.59E-05,27,41,O2
399.32692,3253406.111,38.4,399.3268542,6,6.58E-05,27,43,O2
401.3425,5766157.222,69.8,401.3425043,5,4.27E-06,27,45,O2
403.26423,1048318.333,10.7,403.2642539,11,2.39E-05,28,35,O2
403.35812,3533236.667,41.8,403.3581543,4,3.43E-05,27,47,O2
405.27998,1934329.444,21.7,405.279904,10,7.60E-05,28,37,O2
405.37384,3218892.222,37.6,405.3738044,3,3.56E-05,27,49,O2
407.29572,1683414.444,18.5,407.2955541,9,0.000165924,28,39,O2
407.38946,7845630.556,95,407.3894545,2,5.54E-06,27,51,O2
409.31124,2625173.889,30.2,409.3112041,8,3.59E-05,28,41,O2
409.40514,33331531.11,411.4,409.4051045,1,3.55E-05,27,53,O2
411.32692,2604941.111,30,411.3268542,7,6.58E-05,28,43,O2
413.24888,819432.7778,7.8,413.2486039,13,0.000276117,29,33,O2
413.34257,4811906.667,57.4,413.3425043,6,6.57E-05,28,45,O2
415.26431,1880370.556,20.8,415.2642539,12,5.61E-05,29,35,O2
415.35819,15826408.89,192.5,415.3581543,5,3.57E-05,28,47,O2
417.27991,880933.8889,8.5,417.279904,11,5.99E-06,29,37,O2
417.37383,2743061.111,31.4,417.3738044,4,2.56E-05,28,49,O2
419.2957,2153638.333,24.2,419.2955541,10,0.000145924,29,39,O2
419.38944,3442182.778,40,419.3894545,3,1.45E-05,28,51,O2
421.31117,1614856.667,17.5,421.3112041,9,3.41E-05,29,41,O2
421.40515,7878618.889,94.6,421.4051045,2,4.55E-05,28,53,O2
423.32694,2876607.778,33,423.3268542,8,8.58E-05,29,43,O2
423.42081,29760600,360.8,423.4207546,1,5.54E-05,28,55,O2
425.34247,2668064.444,30.2,425.3425043,7,3.43E-05,29,45,O2
427.35819,4348231.111,50.7,427.3581543,6,3.57E-05,29,47,O2
429.27963,1110483.333,11.2,429.279904,12,0.000274011,30,37,O2
429.37383,26905480,325.9,429.3738044,5,2.56E-05,29,49,O2
431.29555,725687.7778,6.5,431.2955541,11,4.08E-06,30,39,O2
431.3895,2139992.222,23.8,431.3894545,4,4.55E-05,29,51,O2
433.31105,1776696.111,19.3,433.3112041,10,0.00015414,30,41,O2
433.40516,2997258.333,34.2,433.4051045,3,5.55E-05,29,53,O2
435.32697,1614796.667,17.2,435.3268542,9,0.000115795,30,43,O2
435.42081,7039447.778,82.8,435.4207546,2,5.54E-05,29,55,O2
437.34253,3465625.556,39.6,437.3425043,8,2.57E-05,30,45,O2
437.43642,22503217.78,269.7,437.4364047,1,1.53E-05,29,57,O2
439.26437,1011802.778,9.9,439.2642539,14,0.000116053,31,35,O2
439.35814,4209111.111,48.5,439.3581543,7,1.43E-05,30,47,O2
441.37384,13274017.78,158.1,441.3738044,6,3.56E-05,30,49,O2
443.38948,32702942.22,393,443.3894545,5,2.55E-05,30,51,O2
445.40519,2449519.444,27,445.4051045,4,8.55E-05,30,53,O2
447.32703,1226911.667,12.4,447.3268542,10,0.000175795,31,43,O2
447.42082,2759935.556,30.7,447.4207546,3,6.54E-05,30,55,O2
449.34253,953789.4444,9.1,449.3425043,9,2.57E-05,31,45,O2
449.43646,7810191.111,91.2,449.4364047,2,5.53E-05,30,57,O2
451.35805,2480773.333,27.4,451.3581543,8,0.000104333,31,47,O2
451.45208,21196375.56,251.5,451.4520547,1,2.53E-05,30,59,O2
453.37386,2487258.889,27.4,453.3738044,7,5.56E-05,31,49,O2
455.38951,20059042.22,237.9,455.3894545,6,5.55E-05,31,51,O2
457.40513,17847428.89,209.2,457.4051045,5,2.55E-05,31,53,O2
459.32696,2098808.889,22.6,459.3268542,11,0.000105795,32,43,O2
459.42083,2231655,24.1,459.4207546,4,7.54E-05,31,55,O2
461.34266,1293061.667,13,461.3425043,10,0.000155731,32,45,O2
461.43632,2701214.444,29.7,461.4364047,3,8.47E-05,31,57,O2
463.35811,1117785,10.9,463.3581543,9,4.43E-05,32,47,O2
463.45206,6007253.333,68.9,463.4520547,2,5.28E-06,31,59,O2
465.28043,769840,6.8,465.279904,15,0.000525989,33,37,O2
465.37358,1778063.333,18.7,465.3738044,8,0.000224398,32,49,O2
465.46773,15456723.33,180.9,465.4677048,1,2.52E-05,31,61,O2
467.29582,936891.6667,8.8,467.2955541,14,0.000265924,33,39,O2
467.38946,2519266.667,27.5,467.3894545,7,5.54E-06,32,51,O2
469.40514,12225873.33,141,469.4051045,6,3.55E-05,32,53,O2
471.42068,8119857.778,92.9,471.4207546,5,7.46E-05,32,55,O2
473.43621,1406198.333,14.2,473.4364047,4,0.000194655,32,57,O2
475.35813,1169185.556,11.4,475.3581543,10,2.43E-05,33,47,O2
475.45191,3079382.778,33.8,475.4520547,3,0.00014472,32,59,O2
477.37359,1197997.222,11.7,477.3738044,9,0.000214398,33,49,O2
477.46762,6262541.111,71.1,477.4677048,2,8.48E-05,32,61,O2
479.38934,1567146.667,16,479.3894545,8,0.000114462,33,51,O2
479.48335,13030267.78,150.5,479.4833548,1,4.85E-06,32,63,O2
481.40497,2021913.889,21.1,481.4051045,7,0.000134527,33,53,O2
483.42075,6769517.778,76.2,483.4207546,6,4.59E-06,33,55,O2
485.4364,4862828.333,54.1,485.4364047,5,4.66E-06,33,57,O2
487.3579,783542.2222,6.8,487.3581543,11,0.000254333,34,47,O2
487.45215,1382735,13.7,487.4520547,4,9.53E-05,33,59,O2
489.46784,2517753.889,26.9,489.4677048,3,0.000135216,33,61,O2
491.38952,1131305,10.8,491.3894545,9,6.55E-05,34,51,O2
491.48333,4535831.111,50.3,491.4833548,2,2.48E-05,33,63,O2
493.40493,1477418.333,14.8,493.4051045,8,0.000174527,34,53,O2
493.49903,10450228.89,118.8,493.4990049,1,2.51E-05,33,65,O2
495.32701,2145797.778,22.3,495.3268542,14,0.000155795,35,43,O2
495.42105,1197755.556,11.4,495.4207546,7,0.000295409,34,55,O2
497.43637,4860777.778,53.4,497.4364047,6,3.47E-05,34,57,O2
499.45208,4169241.111,45.5,499.4520547,5,2.53E-05,34,59,O2
501.46786,2622381.667,27.7,501.4677048,4,0.000155216,34,61,O2
503.38965,1048632.222,9.7,503.3894545,10,0.000195538,35,51,O2
503.48344,4187345.556,45.7,503.4833548,3,8.52E-05,34,63,O2
505.40529,1184122.222,11.3,505.4051045,9,0.000185474,35,53,O2
505.49906,5216702.222,57.5,505.4990049,2,5.51E-05,34,65,O2
507.42116,1182938.333,11.2,507.4207546,8,0.000405409,35,55,O2
507.51468,11479268.89,129.2,507.514655,1,2.50E-05,34,67,O2
509.43658,1215746.667,11.5,509.4364047,7,0.000175345,35,57,O2
511.45221,3553410.556,37.9,511.4520547,6,0.00015528,35,59,O2
513.37408,845873.3333,7.3,513.3738044,12,0.000275602,36,49,O2
513.4677,3423947.222,36.4,513.4677048,5,4.78E-06,35,61,O2
515.48347,1621098.889,16,515.4833548,4,0.000115152,35,63,O2
517.4048,1109761.111,10.3,517.4051045,10,0.000304527,36,53,O2
517.4992,2528155,26.3,517.4990049,3,0.000195087,35,65,O2
519.42119,868375,7.5,519.4207546,9,0.000435409,36,55,O2
519.51477,4940777.778,53.6,519.514655,2,0.000115023,35,67,O2
521.43674,1122920,10.4,521.4364047,8,0.000335345,36,57,O2
521.53042,8414665,92.9,521.530305,1,0.000114958,35,69,O2
523.45212,1414160.556,13.7,523.4520547,7,6.53E-05,36,59,O2
525.46786,3038594.444,31.2,525.4677048,6,0.000155216,36,61,O2
527.48326,2369555.556,23.8,527.4833548,5,9.48E-05,36,63,O2
529.49895,1087826.111,9.7,529.4990049,4,5.49E-05,36,65,O2
531.42096,1064184.444,9.5,531.4207546,10,0.000205409,37,55,O2
531.51461,2308641.111,23.2,531.514655,3,4.50E-05,36,67,O2
533.43669,986797.7778,8.6,533.4364047,9,0.000285345,37,57,O2
533.53038,4030650.556,42.1,533.530305,2,7.50E-05,36,69,O2
535.45191,788454.4444,6.4,535.4520547,8,0.00014472,37,59,O2
535.54602,6044217.778,64.3,535.5459551,1,6.49E-05,36,71,O2
539.4833,2349251.667,23.6,539.4833548,6,5.48E-05,37,63,O2
541.49887,1969370,18.7,541.4990049,5,0.000134913,37,65,O2
543.51439,1164530.556,10.2,543.514655,4,0.000264977,37,67,O2
545.4364,804408.8889,6.3,545.4364047,10,4.66E-06,38,57,O2
545.53039,1798271.111,16.9,545.530305,3,8.50E-05,37,69,O2
547.45174,1093403.333,9.4,547.4520547,9,0.00031472,38,59,O2
547.54615,2984687.778,29.5,547.5459551,2,0.000194894,37,71,O2
549.46792,1044195,8.9,549.4677048,8,0.000215216,38,61,O2
549.56166,5278163.333,53.8,549.5616052,1,5.48E-05,37,73,O2
551.48342,1179591.111,10.3,551.4833548,7,6.52E-05,38,63,O2
553.49886,1767253.889,16.5,553.4990049,6,0.000144913,38,65,O2
555.51486,1714205.556,16,555.514655,5,0.000205023,38,67,O2
559.54586,1548229.444,13.7,559.5459551,3,9.51E-05,38,71,O2
561.4677,959981.6667,7.7,561.4677048,9,4.78E-06,39,61,O2
561.56164,2921808.333,27.7,561.5616052,2,3.48E-05,38,73,O2
563.57713,4863704.444,47.5,563.5772552,1,0.000125235,38,75,O2
567.51444,1699227.778,15.2,567.514655,6,0.000214977,39,67,O2
569.43659,940160.5556,7.5,569.4364047,12,0.000185345,40,57,O2
569.53039,1928190.556,17.6,569.530305,5,8.50E-05,39,69,O2
571.45209,920515.5556,7.3,571.4520547,11,3.53E-05,40,59,O2
573.46731,1078643.333,8.9,573.4677048,10,0.000394784,40,61,O2
573.56168,1936966.667,17.6,573.5616052,3,7.48E-05,39,73,O2
575.48314,1110189.444,8.8,575.4833548,9,0.000214848,40,63,O2
575.57731,3336690,30.7,575.5772552,2,5.48E-05,39,75,O2
577.49892,1081996.667,8.6,577.4990049,8,8.49E-05,40,65,O2
577.59284,5239875,49.4,577.5929053,1,6.53E-05,39,77,O2
579.51466,1705602.778,14.7,579.514655,7,5.02E-06,40,67,O2
581.53029,1796295.556,15.6,581.530305,6,1.50E-05,40,69,O2
583.54591,1875035.556,16.3,583.5459551,5,4.51E-05,40,71,O2
585.46761,1570611.667,13.4,585.4677048,11,9.48E-05,41,61,O2
585.56196,1475333.333,12.4,585.5616052,4,0.000354829,40,73,O2
587.48344,1891968.889,16.5,587.4833548,10,8.52E-05,41,63,O2
587.57742,2017703.333,17.7,587.5772552,3,0.000164765,40,75,O2
589.49901,1541887.222,13.1,589.4990049,9,5.09E-06,41,65,O2
589.59295,2732438.889,24.8,589.5929053,2,4.47E-05,40,77,O2
591.51456,2703619.444,24.5,591.514655,8,9.50E-05,41,67,O2
591.60862,5099219.444,48,591.6085554,1,6.46E-05,40,79,O2
593.53029,2952987.222,26.9,593.530305,7,1.50E-05,41,69,O2
595.54588,3270043.333,30.5,595.5459551,6,7.51E-05,41,71,O2
597.56176,3990432.222,37.6,597.5616052,5,0.000154829,41,73,O2
599.57709,2828357.778,26.1,599.5772552,4,0.000165235,41,75,O2
601.593,4230824.444,40,601.5929053,3,9.47E-05,41,77,O2
603.51487,1535851.111,13.2,603.514655,9,0.000215023,42,67,O2
603.60874,3292301.667,30.7,603.6085554,2,0.000184636,41,79,O2
605.53061,1365602.222,11.5,605.530305,8,0.000304958,42,69,O2
605.62433,3698621.111,34.7,605.6242054,1,0.000124572,41,81,O2
607.5461,1658417.222,14.4,607.5459551,7,0.000144894,42,71,O2
609.5618,2100837.778,18.8,609.5616052,6,0.000194829,42,73,O2
611.57748,2080740.556,18.6,611.5772552,5,0.000224765,42,75,O2
613.40567,1659558.333,14.4,613.4051045,18,0.000565473,44,53,O2
613.59353,916455,7,613.5929053,4,0.000624701,42,77,O2
615.6088,1416159.444,12.3,615.6085554,3,0.000244636,42,79,O2
617.5304,845345.5556,6.4,617.530305,9,9.50E-05,43,69,O2
617.62451,2080121.667,19.1,617.6242054,2,0.000304572,42,81,O2
619.5466,1056463.889,8.6,619.5459551,8,0.000644894,43,71,O2
619.64024,3136608.889,29.8,619.6398555,1,0.000384508,42,83,O2
621.56074,981708.3333,7.8,621.5616052,7,0.00086517,43,73,O2
623.57814,1305452.222,11.1,623.5772552,6,0.000884765,43,75,O2
625.59349,1473315,12.9,625.5929053,5,0.000584701,43,77,O2
627.60804,941296.1111,7.4,627.6085554,4,0.000515364,43,79,O2
629.53072,906125,7.1,629.530305,10,0.000414958,44,69,O2
629.62455,1068330.556,8.7,629.6242054,3,0.000344572,43,81,O2
631.6406,1548498.889,13.6,631.6398555,2,0.000744507,43,83,O2
633.46849,845942.2222,6.4,633.4677048,15,0.000785216,45,61,O2
633.65604,2140451.111,19.7,633.6555056,1,0.000534443,43,85,O2
637.59352,1024613.889,8.5,637.5929053,6,0.000614701,44,77,O2
639.60908,1547440.556,14,639.6085554,5,0.000524636,44,79,O2
641.62476,972169.4444,7.9,641.6242054,4,0.000554572,44,81,O2
643.64052,1432560.556,12.8,643.6398555,3,0.000664508,44,83,O2
645.56202,807512.2222,6.2,645.5616052,9,0.00041483,45,73,O2
645.65617,1448224.444,12.9,645.6555056,2,0.000664443,44,85,O2
647.6718,2309543.889,22,647.6711556,1,0.000644379,44,87,O2
649.59214,905264.4444,7.2,649.5929053,7,0.000765299,45,77,O2
653.62483,1422727.778,12.7,653.6242054,5,0.000624572,45,81,O2
657.65559,1748495,16.1,657.6555056,3,8.44E-05,45,85,O2
659.67207,1742854.444,16,659.6711556,2,0.000914379,45,87,O2
661.68699,3021487.778,29.1,661.6868057,1,0.000184314,45,89,O2
667.64004,1090038.333,9.1,667.6398555,5,0.000184507,46,83,O2
669.6559,1063676.111,8.8,669.6555056,4,0.000394443,46,85,O2
673.68647,1709011.667,15.5,673.6868057,2,0.000335686,46,89,O2
675.70326,1770008.333,16.1,675.7024558,1,0.00080425,46,91,O2
679.63959,926202.7778,7.4,679.6398555,6,0.000265493,47,83,O2
681.65489,1002028.333,8.2,681.6555056,5,0.000615557,47,85,O2
687.70271,925358.8889,7.2,687.7024558,2,0.00025425,47,91,O2
689.71833,1243003.889,10.5,689.7181058,1,0.000224186,47,93,O2
693.65539,813489.4444,6.1,693.6555056,6,0.000115557,48,85,O2
695.67051,1023208.889,8.2,695.6711556,5,0.000645621,48,87,O2
701.7184,843368.8889,6.4,701.7181058,2,0.000294186,48,93,O2
721.68746,1006151.111,8,721.6868057,6,0.000654314,50,89,O2
731.76547,1012070,8,731.765056,1,0.000413992,50,99,O2
202.08734,1620529,11.4,202.0873522,7,1.22E-05,12,12,O2N1
210.05603,1708575,12,210.0560521,10,2.21E-05,13,8,O2N1
214.08734,1556632,10.7,214.0873522,8,1.22E-05,13,12,O2N1
216.10301,2034218,14.7,216.1030023,7,7.73E-06,13,14,O2N1
224.07168,2747477,20.5,224.0717021,10,2.21E-05,14,10,O2N1
228.10302,2766147,20.5,228.1030023,8,1.77E-05,14,14,O2N1
230.11866,1858052,13,230.1186523,7,7.66E-06,14,16,O2N1
234.14987,1171282,7.2,234.1499525,5,8.25E-05,14,20,O2N1
238.08737,2208245,15.7,238.0873522,10,1.78E-05,15,12,O2N1
242.11869,2291561,16.3,242.1186523,8,3.77E-05,15,16,O2N1
244.13431,2487060,17.9,244.1343024,7,7.60E-06,15,18,O2N1
246.14996,1185074,7.2,246.1499525,6,7.53E-06,15,20,O2N1
252.10307,1473667,9.5,252.1030023,10,6.77E-05,16,14,O2N1
254.11845,1502805,9.7,254.1186523,9,0.000202339,16,16,O2N1
256.1343,1285774,7.9,256.1343024,8,2.40E-06,16,18,O2N1
258.14997,2778155,19.9,258.1499525,7,1.75E-05,16,20,O2N1
260.07179,1268493,7.7,260.0717021,13,8.79E-05,17,10,O2N1
260.1656,1244586,7.5,260.1656025,6,2.53E-06,16,22,O2N1
264.10305,1658166,10.8,264.1030023,11,4.77E-05,17,14,O2N1
266.11869,1597409,10.3,266.1186523,10,3.77E-05,17,16,O2N1
268.1343,2041970,13.8,268.1343024,9,2.40E-06,17,18,O2N1
270.14999,1467817,9.2,270.1499525,8,3.75E-05,17,20,O2N1
272.16562,2604233,18.3,272.1656025,7,1.75E-05,17,22,O2N1
274.08738,1553405,9.8,274.0873522,13,2.78E-05,18,12,O2N1
274.18124,1210386,7.1,274.1812526,6,1.26E-05,17,24,O2N1
276.103,1339058,8.1,276.1030023,12,2.27E-06,18,14,O2N1
278.11866,2745811,19.2,278.1186523,11,7.66E-06,18,16,O2N1
