m/z,I,S/N,em,dbe,error,C,H,Class
710.60919,3413228,17.2,710.6092836,7,9.36E-05,46,80,O4N1
712.62415,2955719,14.6,712.6249337,6,0.000783704,46,82,O4N1
714.64008,4302495,22.2,714.6405838,5,0.000503769,46,84,O4N1
716.56169,2334059,11,716.5623334,11,0.000643447,47,74,O4N1
716.65575,5994357,31.9,716.6562338,4,0.000483833,46,86,O4N1
718.57823,2559293,12.3,718.5779835,10,0.000246489,47,76,O4N1
718.67137,7530567,40.6,718.6718839,3,0.000513898,46,88,O4N1
720.59393,2522891,12.1,720.5936336,9,0.000296424,47,78,O4N1
722.60842,2736085,13.3,722.6092836,8,0.00086364,47,80,O4N1
724.62487,2833307,13.9,724.6249337,7,6.37E-05,47,82,O4N1
726.63995,2174043,10.1,726.6405838,6,0.000633769,47,84,O4N1
728.56259,1588749,6.8,728.5623334,12,0.000256553,48,74,O4N1
728.65674,3641366,18.5,728.6562338,5,0.000506167,47,86,O4N1
730.57739,2001090,9.1,730.5779835,11,0.000593511,48,76,O4N1
730.67165,6240458,33.3,730.6718839,4,0.000233898,47,88,O4N1
732.59296,1883760,8.5,732.5936336,10,0.000673576,48,78,O4N1
732.68746,6189945,33,732.687534,3,7.40E-05,47,90,O4N1
734.60916,2766360,13.5,734.6092836,9,0.00012364,48,80,O4N1
736.62493,3270841,16.4,736.6249337,8,3.70E-06,48,82,O4N1
738.64037,2953553,14.5,738.6405838,7,0.000213769,48,84,O4N1
740.65611,2728930,13.3,740.6562338,6,0.000123833,48,86,O4N1
742.67172,4716650,24.6,742.6718839,5,0.000163898,48,88,O4N1
744.59374,2061539,9.5,744.5936336,11,0.000106424,49,78,O4N1
744.6876,5414633,28.9,744.687534,4,6.60E-05,48,90,O4N1
746.60867,2070361,9.6,746.6092836,10,0.00061364,49,80,O4N1
746.70351,6905182,37.5,746.703184,3,0.000325974,48,92,O4N1
748.62417,2481605,12,748.6249337,9,0.000763704,49,82,O4N1
750.64061,3529256,18,750.6405838,8,2.62E-05,49,84,O4N1
752.56214,1778812,7.9,752.5623334,14,0.000193447,50,74,O4N1
752.65631,3290752,16.7,752.6562338,7,7.62E-05,49,86,O4N1
754.67089,2762448,13.6,754.6718839,6,0.000993898,49,88,O4N1
756.59417,1853715,8.4,756.5936336,12,0.000536424,50,78,O4N1
756.68786,3281942,16.6,756.687534,5,0.000326038,49,90,O4N1
758.6085,1780817,8,758.6092836,11,0.00078364,50,80,O4N1
758.7033,4988756,26.4,758.703184,4,0.000115974,49,92,O4N1
760.62529,2527110,12.3,760.6249337,10,0.000356296,50,82,O4N1
760.71872,6421384,34.7,760.7188341,3,0.000114091,49,94,O4N1
762.64006,3344306,17,762.6405838,9,0.000523769,50,84,O4N1
764.65606,4433366,23.2,764.6562338,8,0.000173833,50,86,O4N1
766.67146,3491313,17.8,766.6718839,7,0.000423898,50,88,O4N1
768.68655,3852804,19.9,768.687534,6,0.000983962,50,90,O4N1
770.70243,4987920,26.4,770.703184,5,0.000754026,50,92,O4N1
772.62435,1575955,6.8,772.6249337,11,0.000583704,51,82,O4N1
772.71825,6736403,36.5,772.7188341,4,0.000584091,50,94,O4N1
774.63985,2221583,10.5,774.6405838,10,0.000733769,51,84,O4N1
774.73391,7405583,40.4,774.7344842,3,0.000574155,50,96,O4N1
778.67169,3440625,17.8,778.6718839,8,0.000193898,51,88,O4N1
780.68764,3388888,17.5,780.687534,7,0.000106038,51,90,O4N1
784.7184,3921552,20.6,784.7188341,5,0.000434091,51,94,O4N1
786.6411,1764708,8,786.6405838,11,0.000516231,52,84,O4N1
786.73415,5846882,31.8,786.7344842,4,0.000334155,51,96,O4N1
788.65569,2064688,9.7,788.6562338,10,0.000543833,52,86,O4N1
788.74999,5084461,27.4,788.7501342,3,0.00014422,51,98,O4N1
790.67137,1926389,8.9,790.6718839,9,0.000513898,52,88,O4N1
792.68714,2407093,11.7,792.687534,8,0.000393962,52,90,O4N1
796.62418,1690663,7.5,796.6249337,13,0.000753704,53,82,O4N1
796.71894,1756963,7.9,796.7188341,6,0.000105909,52,94,O4N1
225.07123,1207220,7.6,225.0709739,14,0.00025613,18,9,
291.1183,1351099,8,291.1179241,16,0.000375937,23,15,
323.18091,1136261,6.1,323.1805243,14,0.000385679,25,23,
325.19654,2606078,17.2,325.1961744,13,0.000365615,25,25,
329.13399,3581783,24.3,329.1335741,18,0.000415873,26,17,
331.1497,12069288,87.6,331.1492242,17,0.000475808,26,19,
339.21215,1540900,9,339.2118244,13,0.000325551,26,27,
345.16524,2213813,13.8,345.1648743,17,0.000365744,27,21,
347.18101,3357833,22.2,347.1805243,16,0.00048568,27,23,
349.19661,6039657,41.4,349.1961744,15,0.000435615,27,25,
351.21219,21896788,156.2,351.2118244,14,0.000365551,27,27,
353.22789,17172556,122,353.2274745,13,0.000415486,27,29,
355.14983,1156918,6,355.1492242,19,0.000605808,28,19,
361.1966,1755248,10.2,361.1961744,16,0.000425615,28,25,
367.24337,2076908,12.4,367.2431246,13,0.000245422,28,31,
395.27477,1982425,11.2,395.2744247,13,0.000345293,30,35,
407.27425,1337390,6.7,407.2744247,14,0.000174707,31,35,
417.44596,1266669,6.1,417.4465754,2,0.000615415,30,57,
491.36928,1614627,7.8,491.3683251,14,0.000954907,37,47,
501.35362,1365161,6.2,501.352675,16,0.000944971,38,45,
503.36888,1982154,10,503.3683251,15,0.000554907,38,47,
519.40038,2942426,15.7,519.3996252,14,0.000754778,39,51,
525.35346,1451077,6.5,525.352675,18,0.000784971,40,45,
529.38442,1481888,6.7,529.3839752,16,0.000444842,40,49,
533.41572,2419584,12.3,533.4152753,14,0.000444713,40,53,
541.38484,1752126,8.2,541.3839752,17,0.000864842,41,49,
545.41574,2010285,9.7,545.4152753,15,0.000464713,41,53,
547.43171,2301029,11.4,547.4309254,14,0.000784649,41,55,
649.47693,2031229,9.4,649.4778755,19,0.000945544,49,61,
