em,,,0,1
200.0717021,O2N1,8,2.69E-05,2.78E-06
200.0717021,O2N1,8,-2.35E-05,-4.98E-05
200.1080877,O1N1,7,-0.000393154,0.000409286
200.1080877,O1N1,7,0.000281472,2.73E-05
200.129217,O3N1,2,0.008675447,0.000981953
200.129217,O3N1,2,-0.004762162,-0.000609308
200.1444732,N1,6,-8.74E-05,-0.000315458
201.0921032,O2,7,1.64E-28,1.71E-26
201.0921032,O2,7,-4.28E-06,1.05E-05
201.1284887,O1,6,0.000120502,1.35E-05
201.1284887,O1,6,-0.000200468,-0.000580128
202.0873522,O2N1,7,0.000304176,2.95E-05
202.0873522,O2N1,7,-0.00027466,-0.000142724
202.1237377,O1N1,6,-3.56E-06,-1.26E-05
203.1077533,O2,6,0.00169039,0.00017756
203.1077533,O2,6,-0.000603462,0.000834099
203.1441388,O1,5,0.001045625,0.000117957
203.1441388,O1,5,-0.000886003,-0.00097143
204.0454874,O1N1,12,5.67E-05,6.35E-06
204.0818729,N1,11,-1.50E-05,-5.49E-05
204.1030023,O2N1,6,-9.99E-05,-0.000232038
204.1605172,O3N1,0,0,0
204.1757733,N1,4,-2.35E-06,-7.83E-06
205.1234034,O2,5,-0.000925719,0.001579813
205.1234034,O2,5,0.002866327,0.000306772
205.1597889,O1,4,-0.002047902,-0.00137102
205.1597889,O1,4,0.003306199,0.000382368
206.0822668,O3N1,6,-0.000138823,-0.000419764
206.097523,N1,10,-0.000332494,-0.001070914
206.097523,N1,10,5.98E-05,6.70E-06
206.1186523,O2N1,5,0,0
207.0815386,O1,10,-0.001279292,-0.002144042
207.0815386,O1,10,0.001682841,0.000194007
207.1390534,O2,4,0.000227239,2.65E-05
207.1390534,O2,4,-0.000134289,0.000334965
208.0767875,O1N1,10,0.000278546,2.70E-05
208.0767875,O1N1,10,-0.001006366,-0.001711349
208.113173,N1,9,0.026543,0.002999898
208.113173,N1,9,-0.026505948,-0.047636363
209.0608031,O2,10,-1.05E-05,-3.77E-05
209.0971886,O1,9,0.002797762,0.000321714
209.0971886,O1,9,-0.002842666,-0.007394499
209.1547035,O2,3,-0.002147082,0.005384274
209.1547035,O2,3,0.005594898,0.000607837
209.191089,O1,2,0,0
210.0560521,O2N1,10,-0.000197757,-0.000513549
210.0560521,O2N1,10,0.000330861,3.21E-05
210.0924376,O1N1,9,-3.66E-05,-0.000142019
210.1288231,N1,8,-1.86E-06,-6.21E-06
211.0764532,O2,9,-0.000531876,-0.001514337
211.0764532,O2,9,0.001035244,0.000107284
211.1128387,O1,8,-0.002457413,-0.006744768
211.1128387,O1,8,0.001546156,0.000179621
211.1703536,O2,2,-0.005817943,0.013513342
211.1703536,O2,2,0.012400069,0.001349625
212.0717021,O2N1,9,-7.65E-05,-0.000260089
212.1080877,O1N1,8,-0.000290771,-0.000401705
212.1080877,O1N1,8,0.000119144,1.15E-05
212.1444732,N1,7,-3.82E-05,-0.000134943
213.0921032,O2,8,0.003212011,0.000338454
213.0921032,O2,8,-0.000859106,0.000262705
213.1284887,O1,7,0.000284186,3.35E-05
213.1284887,O1,7,-8.49E-05,3.38E-05
213.1860036,O2,1,0.056895751,0.006157198
213.1860036,O2,1,-0.023661252,0.049437493
214.0873522,O2N1,8,0.000287626,2.79E-05
214.0873522,O2N1,8,-0.000161266,2.87E-05
214.1237377,O1N1,7,0.000329214,3.19E-05
214.1237377,O1N1,7,-0.000311942,-3.16E-05
214.1448671,O3N1,2,-2.33E-05,-3.23E-05
214.1448671,O3N1,2,0.000138284,1.34E-05
214.1601232,N1,6,-0.000142934,-0.000506335
214.2176381,O1N1,0,-8.40E-06,-1.52E-05
215.1077533,O2,7,0.000254028,2.87E-05
215.1077533,O2,7,-0.000165959,0.000294533
215.1441388,O1,6,0.000960911,0.000107743
215.1441388,O1,6,-0.000746412,-0.001230831
216.0818729,N1,12,0.00659384,0.000747388
216.0818729,N1,12,-0.017825141,-0.049027208
216.1030023,O2N1,7,-0.000514833,8.74E-05
216.1030023,O2N1,7,0.000429555,4.16E-05
216.1393878,O1N1,6,-2.85E-05,-0.000104325
216.1393878,O1N1,6,0.000126119,1.41E-05
217.029503,O2,13,-1.11E-05,2.24E-05
217.029503,O2,13,2.37E-05,2.65E-06
217.0658885,O1,12,-0.00027457,-0.000890079
217.1234034,O2,6,-0.001456392,0.00224499
217.1234034,O2,6,0.003980994,0.000426819
217.1597889,O1,5,-0.001466651,-0.001317257
217.1597889,O1,5,0.001563355,0.000177277
218.0611375,O1N1,12,-7.35E-06,-2.58E-05
218.0822668,O3N1,7,-7.73E-06,-3.09E-05
218.097523,N1,11,-0.000176206,-0.000616794
218.1186523,O2N1,6,-0.000214348,-0.000607969
218.1550378,O1N1,5,-9.41E-07,-4.25E-06
218.1914234,N1,4,-1.94E-06,6.07E-06
219.0815386,O1,11,-0.000486936,-0.00162639
219.1390534,O2,5,0.006694495,0.000715634
219.1390534,O2,5,-0.002241519,0.004266452
219.1754389,O1,4,0.009499841,0.001054765
219.1754389,O1,4,-0.007438311,0.003557741
220.0767875,O1N1,11,-1.38E-05,-4.99E-05
220.0979169,O3N1,6,-0.000208365,-0.000463735
220.113173,N1,10,0.001029953,0.000114319
220.113173,N1,10,-0.002666832,-0.006403591
221.0608031,O2,11,-3.72E-05,0.000135196
221.0971886,O1,10,0.00251214,0.000290615
221.0971886,O1,10,-0.00196353,-0.002517252
221.1547035,O2,4,-0.002287872,0.004614465
221.1547035,O2,4,0.005841323,0.000634834
222.0924376,O1N1,10,-0.002135615,-0.001283797
222.0924376,O1N1,10,0.001368554,0.000147679
222.1288231,N1,9,-0.036494899,-0.053044574
222.1288231,N1,9,0.032990477,0.0036812
223.0764532,O2,10,-0.00025325,-0.000383071
223.0764532,O2,10,0.001549645,0.000160197
223.1128387,O1,9,-0.00425343,-0.007422429
223.1128387,O1,9,0.005000417,0.000579963
223.1703536,O2,3,-0.006533847,0.016358963
223.1703536,O2,3,0.015320672,0.001666033
224.0717021,O2N1,10,0.000800604,8.09E-05
224.0717021,O2N1,10,-0.000924705,-0.001018804
224.1080877,O1N1,9,-0.000116549,-0.000394094
224.129217,O3N1,4,-7.07E-06,1.43E-05
224.1444732,N1,8,-3.05E-06,-1.15E-05
225.0921032,O2,9,0.000588611,6.54E-05
225.0921032,O2,9,-0.001326167,-0.001895713
225.1284887,O1,8,0.002317975,0.000270043
225.1284887,O1,8,-0.002883648,-0.007056181
225.1860036,O2,2,0.041068727,0.004418793
225.1860036,O2,2,-0.023150438,0.029635221
226.0509667,O3N1,10,-1.06E-06,-3.54E-06
226.0873522,O2N1,9,-0.001057236,-0.002663123
226.1237377,O1N1,8,0.000242157,2.35E-05
226.1237377,O1N1,8,-0.000384345,-0.000557659
226.1448671,O3N1,3,-1.79E-07,-3.24E-07
226.1601232,N1,7,-6.16E-05,-0.000221513
227.1077533,O2,8,0.002413187,0.000252589
227.1077533,O2,8,-0.001068726,-0.001343777
227.1441388,O1,7,9.59E-05,1.07E-05
227.1441388,O1,7,-0.000131133,-0.000488041
227.2016537,O2,1,-0.096161764,0.084791166
227.2016537,O2,1,0.165028118,0.017767625
228.0666168,O3N1,9,-3.54E-05,-0.00013427
228.0818729,N1,13,-1.35E-05,2.73E-05
228.1030023,O2N1,8,-0.000386656,3.35E-05
228.1030023,O2N1,8,0.000651384,6.31E-05
228.1393878,O1N1,7,-0.000354465,0.000407915
228.1393878,O1N1,7,0.000310393,3.01E-05
228.1605172,O3N1,2,-1.54E-05,8.44E-08
228.1605172,O3N1,2,0.000930433,9.02E-05
228.1757733,N1,6,-0.00014748,-0.000507221
229.1234034,O2,7,-0.000447427,0.000693166
229.1234034,O2,7,0.000741085,8.20E-05
229.1597889,O1,6,-0.00121195,-0.000936276
229.1597889,O1,6,0.000859809,9.95E-05
230.0822668,O3N1,8,-5.84E-06,-2.56E-05
230.097523,N1,12,-0.069907035,-0.168124243
230.097523,N1,12,0.034782975,0.003910228
230.1186523,O2N1,7,0.000376164,3.65E-05
230.1186523,O2N1,7,-0.000520606,-0.000202614
230.1550378,O1N1,6,-2.91E-05,-0.000100221
231.0815386,O1,12,-0.00135854,-0.00327101
231.0815386,O1,12,0.001292107,0.000149596
231.1390534,O2,6,0.004910573,0.000529819
231.1390534,O2,6,-0.001827241,0.003680109
231.1754389,O1,5,0.002084975,0.000234133
231.1754389,O1,5,-0.00178494,-0.000171244
232.0767875,O1N1,12,-5.02E-05,-0.000169213
232.0979169,O3N1,7,-0.000129304,-0.000305785
232.113173,N1,11,-0.000378012,-0.001052141
232.1343024,O2N1,6,-0.000270427,-0.000363733
