m/z,I,S/N,em,dbe,error,C,H,Class
286.1238,2622946,17.8,286.1237377,13,6.23E-05,20,16,O1N1
300.13938,2635776,17.5,300.1393878,13,7.78E-06,21,18,O1N1
314.15515,3108530,20.7,314.1550378,13,0.000112152,22,20,O1N1
328.17081,2858222,18.5,328.1706879,13,0.000122088,23,22,O1N1
342.18634,2719523,16.7,342.186338,13,2.02E-06,24,24,O1N1
284.10805,2796396,19.1,284.1080877,14,3.77E-05,20,14,O1N1
298.12369,5449923,38.9,298.1237377,14,4.77E-05,21,16,O1N1
312.13952,5955942,41.9,312.1393878,14,0.000132217,22,18,O1N1
326.15515,5705546,39.3,326.1550378,14,0.000112152,23,20,O1N1
340.17064,3719185,24.1,340.1706879,14,4.79E-05,24,22,O1N1
296.1081,2501506,16.5,296.1080877,15,1.23E-05,21,14,O1N1
310.1238,3792928,26,310.1237377,15,6.23E-05,22,16,O1N1
324.1394,5002167,34.2,324.1393878,15,1.22E-05,23,18,O1N1
338.15511,4550669,30,338.1550378,15,7.22E-05,24,20,O1N1
320.10826,1654462,9.8,320.1080877,17,0.000172345,23,14,O1N1
213.186,56138801.6,335.6,213.1860036,1,3.62E-06,13,25,O2
227.20169,246564774.4,1459.1,227.2016537,1,3.63E-05,14,27,O2
241.2173,151508459.2,879.7,241.2173038,1,3.75E-06,15,29,O2
269.24859,232962352,1305.3,269.2486039,1,1.39E-05,17,33,O2
297.27986,251503705.6,1360.7,297.279904,1,4.40E-05,19,37,O2
311.29555,368419744,1968.5,311.2955541,1,4.08E-06,20,39,O2
325.31125,315253881.6,1642.9,325.3112041,1,4.59E-05,21,41,O2
339.32689,267387612.8,1354.3,339.3268542,1,3.58E-05,22,43,O2
353.34259,201401580.8,989.7,353.3425043,1,8.57E-05,23,45,O2
367.35825,188998230.4,900.1,367.3581543,1,9.57E-05,24,47,O2
381.37397,194417417.6,896,381.3738044,1,0.000165602,25,49,O2
395.38959,176485713.6,790.8,395.3894545,1,0.000135538,26,51,O2
409.40512,140455448,621.3,409.4051045,1,1.55E-05,27,53,O2
423.42083,120297352,518.4,423.4207546,1,7.54E-05,28,55,O2
437.43646,87787016.8,372.7,437.4364047,1,5.53E-05,29,57,O2
451.4521,70266425.6,293.7,451.4520547,1,4.53E-05,30,59,O2
465.46761,51685323.2,212.4,465.4677048,1,9.48E-05,31,61,O2
479.48331,44745696.8,180.9,479.4833548,1,4.48E-05,32,63,O2
493.49893,43552532.8,173.3,493.4990049,1,7.49E-05,33,65,O2
507.51455,41195683.2,161.2,507.514655,1,0.000104977,34,67,O2
521.5303,35065805.6,134.7,521.530305,1,5.04E-06,35,69,O2
535.54585,27470802.8,99.7,535.5459551,1,0.000105106,36,71,O2
549.56154,20953727.2,70.4,549.5616052,1,6.52E-05,37,73,O2
563.57695,18181160.2,56.7,563.5772552,1,0.000305235,38,75,O2
577.59267,17924685.8,52.1,577.5929053,1,0.000235299,39,77,O2
591.60855,14855785,42.9,591.6085554,1,5.36E-06,40,79,O2
605.62425,15931899.2,46.6,605.6242054,1,4.46E-05,41,81,O2
619.63994,11958031.4,35.5,619.6398555,1,8.45E-05,42,83,O2
633.65519,10440281.6,30.7,633.6555056,1,0.000315557,43,85,O2
647.67119,11870023.2,36.2,647.6711556,1,3.44E-05,44,87,O2
661.68656,10754783.2,32.2,661.6868057,1,0.000245686,45,89,O2
675.70275,8218152.6,24.1,675.7024558,1,0.00029425,46,91,O2
689.71755,6302734.2,17.7,689.7181058,1,0.000555814,47,93,O2
717.75036,4377732.8,11.6,717.7494059,1,0.000954057,49,97,O2
211.17037,19461254.4,114.7,211.1703536,2,1.64E-05,13,23,O2
225.18605,82671528.8,487.6,225.1860036,2,4.64E-05,14,25,O2
239.20169,57961971.2,336.3,239.2016537,2,3.63E-05,15,27,O2
253.21733,489948121.6,2816.9,253.2173038,2,2.62E-05,16,29,O2
267.23292,126519668.8,711.6,267.2329538,2,3.38E-05,17,31,O2
295.26429,107787713.6,585.4,295.2642539,2,3.61E-05,19,35,O2
309.27996,178106017.6,950.4,309.279904,2,5.60E-05,20,37,O2
323.29566,138209456,718.9,323.2955541,2,0.000105924,21,39,O2
337.3113,143351835.2,725,337.3112041,2,9.59E-05,22,41,O2
351.32681,103938889.6,509.7,351.3268542,2,4.42E-05,23,43,O2
365.34263,136951953.6,651.6,365.3425043,2,0.000125731,24,45,O2
379.35819,168703528,777.2,379.3581543,2,3.57E-05,25,47,O2
393.37395,169557808,768.6,393.3738044,2,0.000145602,26,49,O2
407.38948,157268081.6,695.9,407.3894545,2,2.55E-05,27,51,O2
421.40515,123496587.2,539.2,421.4051045,2,4.55E-05,28,53,O2
435.42084,104083660.8,442.2,435.4207546,2,8.54E-05,29,55,O2
449.43642,88111324,368.8,449.4364047,2,1.53E-05,30,57,O2
463.45192,65516074.4,269.8,463.4520547,2,0.00013472,31,59,O2
477.46751,63031976,255.7,477.4677048,2,0.000194784,32,61,O2
491.48326,65680787.2,262.5,491.4833548,2,9.48E-05,33,63,O2
505.49898,60032347.2,235.9,505.4990049,2,2.49E-05,34,65,O2
519.51465,55582632,214.7,519.514655,2,4.98E-06,35,67,O2
533.53034,49619074.4,181.7,533.530305,2,3.50E-05,36,69,O2
547.54586,43850357.6,149.4,547.5459551,2,9.51E-05,37,71,O2
561.5613,39790416.4,126.2,561.5616052,2,0.000305171,38,73,O2
575.57721,32909248.4,97,575.5772552,2,4.52E-05,39,75,O2
589.59298,29580812.8,87,589.5929053,2,7.47E-05,40,77,O2
603.6084,31884008.8,95,603.6085554,2,0.000155364,41,79,O2
617.62414,27080006.8,82.6,617.6242054,2,6.54E-05,42,81,O2
631.63977,21875007,66.4,631.6398555,2,8.55E-05,43,83,O2
645.65522,22811609.8,71.4,645.6555056,2,0.000285557,44,85,O2
659.67137,22265580.4,69.6,659.6711556,2,0.000214379,45,87,O2
673.68643,18020219,55.2,673.6868057,2,0.000375686,46,89,O2
687.7028,14843374,44.1,687.7024558,2,0.00034425,47,91,O2
701.71882,11906491.8,35,701.7181058,2,0.000714186,48,93,O2
715.73451,10643427.2,31,715.7337559,2,0.000754121,49,95,O2
729.74974,9969195.6,28.9,729.7494059,2,0.000334057,50,97,O2
743.7658,7320777.8,20.7,743.765056,2,0.000743992,51,99,O2
757.78167,6686694,19.3,757.7807061,2,0.000963928,52,101,O2
209.1547,11421701.2,66.5,209.1547035,3,3.50E-06,13,21,O2
223.17035,26317656.4,154,223.1703536,3,3.56E-06,14,23,O2
237.18599,48519049.6,281.1,237.1860036,3,1.36E-05,15,25,O2
251.2017,80883605.6,462.9,251.2016537,3,4.63E-05,16,27,O2
265.21736,99286208,557.9,265.2173038,3,5.62E-05,17,29,O2
279.23301,293819052.8,1628.8,279.2329538,3,5.62E-05,18,31,O2
293.24857,128798096,700,293.2486039,3,3.39E-05,19,33,O2
307.26428,183862907.2,981.2,307.2642539,3,2.61E-05,20,35,O2
321.28001,188339043.2,991.3,321.279904,3,0.000105989,21,37,O2
335.2956,162423755.2,821.8,335.2955541,3,4.59E-05,22,39,O2
349.3113,125212707.2,614.5,349.3112041,3,9.59E-05,23,41,O2
363.32693,114781900.8,545.8,363.3268542,3,7.58E-05,24,43,O2
377.34249,124123462.4,580.9,377.3425043,3,1.43E-05,25,45,O2
391.35815,143190275.2,648.7,391.3581543,3,4.33E-06,26,47,O2
405.37383,141394624,625.5,405.3738044,3,2.56E-05,27,49,O2
419.38949,114733864,500.8,419.3894545,3,3.55E-05,28,51,O2
433.40521,102374272,440.8,433.4051045,3,0.000105473,29,53,O2
447.42079,81814409.6,342.3,447.4207546,3,3.54E-05,30,55,O2
461.43625,69437793.6,286.1,461.4364047,3,0.000154655,31,57,O2
475.45181,64780262.4,262.9,475.4520547,3,0.00024472,32,59,O2
489.46755,69200924.8,276.7,489.4677048,3,0.000154784,33,61,O2
503.48324,69952024.8,275.2,503.4833548,3,0.000114848,34,63,O2
517.49896,69912040.8,270.5,517.4990049,3,4.49E-05,35,65,O2
531.51465,52422344.8,192.1,531.514655,3,4.98E-06,36,67,O2
545.53026,48609080.8,165.8,545.530305,3,4.50E-05,37,69,O2
559.54564,42725600.4,135.6,559.5459551,3,0.000315106,38,71,O2
573.56155,39135952.8,124.1,573.5616052,3,5.52E-05,39,73,O2
587.5769,33467831.6,98.7,587.5772552,3,0.000355235,40,75,O2
601.59247,42675169.6,127.8,601.5929053,3,0.000435299,41,77,O2
615.60858,32870686.8,100.7,615.6085554,3,2.46E-05,42,79,O2
629.62408,30859710,94.4,629.6242054,3,0.000125428,43,81,O2
643.63965,31108198.8,98,643.6398555,3,0.000205493,44,83,O2
657.65525,28024760.4,88.1,657.6555056,3,0.000255557,45,85,O2
671.67118,23326496.2,72,671.6711556,3,2.44E-05,46,87,O2
685.68706,20009302.6,61.5,685.6868057,3,0.000254314,47,89,O2
699.70292,14988076.6,44.6,699.7024558,3,0.00046425,48,91,O2
713.71891,12122321.4,35.7,713.7181058,3,0.000804185,49,93,O2
727.73412,10934900.2,31.9,727.7337559,3,0.000364121,50,95,O2
741.75036,9730119,28.2,741.7494059,3,0.000954057,51,97,O2
797.81115,5112832.2,14.5,797.8120062,3,0.000856201,55,105,O2
221.15474,8488939.2,48.2,221.1547035,4,3.65E-05,14,21,O2
235.17037,15023899.8,85.6,235.1703536,4,1.64E-05,15,23,O2
249.18606,40753160,232.9,249.1860036,4,5.64E-05,16,25,O2
263.20165,50339408,283.1,263.2016537,4,3.69E-06,17,27,O2
277.2173,73692046.4,406.7,277.2173038,4,3.75E-06,18,29,O2
291.23291,84401900.8,457.9,291.2329538,4,4.38E-05,19,31,O2
305.24868,108994144,584.5,305.2486039,4,7.61E-05,20,33,O2
319.26423,93514495.2,491,319.2642539,4,2.39E-05,21,35,O2
333.27999,86316126.4,441.9,333.279904,4,8.60E-05,22,37,O2
347.29568,72868308.8,362,347.2955541,4,0.000125924,23,39,O2
361.31138,72885517.6,351.2,361.3112041,4,0.00017586,24,41,O2
375.32688,66853158.4,311.8,375.3268542,4,2.58E-05,25,43,O2
389.34247,65631731.2,296.2,389.3425043,4,3.43E-05,26,45,O2
403.35818,64197470.4,286.3,403.3581543,4,2.57E-05,27,47,O2
417.37386,58100358.4,252.5,417.3738044,4,5.56E-05,28,49,O2
431.38959,60650251.2,260.3,431.3894545,4,0.000135538,29,51,O2
445.40523,47120752,196.3,445.4051045,4,0.000125473,30,53,O2
459.42069,43357143.2,177.9,459.4207546,4,6.46E-05,31,55,O2
473.43614,37288851.6,150.4,473.4364047,4,0.000264655,32,57,O2
487.45178,38509637.6,153,487.4520547,4,0.00027472,33,59,O2
501.46769,41560178.8,162.7,501.4677048,4,1.48E-05,34,61,O2
515.48323,42787469.2,164.8,515.4833548,4,0.000124849,35,63,O2
529.49886,32867186.8,119.7,529.4990049,4,0.000144913,36,65,O2
543.5145,29552840.8,100.1,543.514655,4,0.000154977,37,67,O2
557.52999,24965337.6,78.5,557.530305,4,0.000315042,38,69,O2
571.54578,24004890,75.4,571.5459551,4,0.000175106,39,71,O2
585.56163,22611717.8,66.1,585.5616052,4,2.48E-05,40,73,O2
599.57677,27242933.2,81,599.5772552,4,0.000485235,41,75,O2
613.59275,21610138.2,63.8,613.5929053,4,0.000155299,42,77,O2
627.60846,21801127.6,66.2,627.6085554,4,9.54E-05,43,79,O2
641.62406,20360841.2,63.5,641.6242054,4,0.000145428,44,81,O2
655.63978,21767494,68,655.6398555,4,7.55E-05,45,83,O2
669.6551,16051480.2,48.9,669.6555056,4,0.000405557,46,85,O2
683.67099,15475474,47.1,683.6711556,4,0.000165621,47,87,O2
697.68721,11522397.6,33.8,697.6868057,4,0.000404314,48,89,O2
711.70331,10246584.6,29.9,711.7024558,4,0.00085425,49,91,O2
725.71865,8346707.6,23.9,725.7181058,4,0.000544186,50,93,O2
739.7345,6509715.8,18.2,739.7337559,4,0.000744121,51,95,O2
767.766,5470344.6,15.4,767.765056,4,0.000943992,53,99,O2
205.1234,5114146.8,28.6,205.1234034,5,3.37E-06,13,17,O2
219.13906,10176377.4,58.2,219.1390534,5,6.57E-06,14,19,O2
233.15477,22982723.4,132.8,233.1547035,5,6.65E-05,15,21,O2
247.17041,18501116.2,104.4,247.1703536,5,5.64E-05,16,23,O2
261.18607,21680874.6,120.5,261.1860036,5,6.64E-05,17,25,O2
275.20167,43041054,237.8,275.2016537,5,1.63E-05,18,27,O2
289.21737,46405284.8,252.2,289.2173038,5,6.62E-05,19,29,O2
303.23305,59586111.2,318.5,303.2329538,5,9.62E-05,20,31,O2
317.2486,56601664,296.2,317.2486039,5,3.88E-06,21,33,O2
331.26438,76314677.6,390.4,331.2642539,5,0.000126053,22,35,O2
345.27995,65854353.6,327,345.279904,5,4.60E-05,23,37,O2
359.29564,58514265.6,281.5,359.2955541,5,8.59E-05,24,39,O2
373.31136,59168205.6,275.7,373.3112041,5,0.00015586,25,41,O2
387.32702,66944113.6,302.1,387.3268542,5,0.000165795,26,43,O2
401.34256,60446495.2,269.4,401.3425043,5,5.57E-05,27,45,O2
415.3582,77069176.8,335.7,415.3581543,5,4.57E-05,28,47,O2
429.37392,103669182.4,446.5,429.3738044,5,0.000115602,29,49,O2
443.38951,128445475.2,546.2,443.3894545,5,5.55E-05,30,51,O2
457.40501,106027812.8,438,457.4051045,5,9.45E-05,31,53,O2
471.42059,88633988.8,360.4,471.4207546,5,0.000164591,32,55,O2
485.43609,77583072,310.4,485.4364047,5,0.000314655,33,57,O2
499.45205,73081349.6,287.7,499.4520547,5,4.72E-06,34,59,O2
513.4676,67089002.4,259.5,513.4677048,5,0.000104784,35,61,O2
527.48328,59376458.4,217.9,527.4833548,5,7.48E-05,36,63,O2
541.49896,42184889.6,143.7,541.4990049,5,4.49E-05,37,65,O2
555.5144,32734623.6,111,555.514655,5,0.000254977,38,67,O2
569.53,27169436,85.6,569.530305,5,0.000305042,39,69,O2
583.54587,19650447.6,57.3,583.5459551,5,8.51E-05,40,71,O2
597.56101,23422866.6,69.4,597.5616052,5,0.00059517,41,73,O2
611.57697,19151904.8,56.4,611.5772552,5,0.000285235,42,75,O2
625.59273,18257607.2,55.1,625.5929053,5,0.000175299,43,77,O2
639.60852,17504012.4,54.3,639.6085554,5,3.54E-05,44,79,O2
653.6243,16880738,52.3,653.6242054,5,9.46E-05,45,81,O2
667.63954,13639217.2,41.3,667.6398555,5,0.000315493,46,83,O2
681.65515,11613984.2,34.9,681.6555056,5,0.000355557,47,85,O2
695.67155,9430092,27.3,695.6711556,5,0.000394379,48,87,O2
709.68678,7749371,22.1,709.6868057,5,2.57E-05,49,89,O2
723.70242,7563411.8,21.5,723.7024558,5,3.58E-05,50,91,O2
737.71842,8106208.6,23.2,737.7181058,5,0.000314186,51,93,O2
203.10776,3624943,19.6,203.1077533,6,6.70E-06,13,15,O2
217.1234,7731847.2,43.8,217.1234034,6,3.37E-06,14,17,O2
231.13907,7867396.6,43.8,231.1390534,6,1.66E-05,15,19,O2
245.15473,13954721.2,78.4,245.1547035,6,2.65E-05,16,21,O2
259.17041,20002647,111.5,259.1703536,6,5.64E-05,17,23,O2
273.18605,28029173.2,154,273.1860036,6,4.64E-05,18,25,O2
287.20171,39210981.6,212.7,287.2016537,6,5.63E-05,19,27,O2
301.21729,44464056,237,301.2173038,6,1.38E-05,20,29,O2
315.23295,49565073.6,260.9,315.2329538,6,3.82E-06,21,31,O2
329.24869,57791938.4,295.1,329.2486039,6,8.61E-05,22,33,O2
343.26431,47268396,234,343.2642539,6,5.61E-05,23,35,O2
357.28002,50410712.8,242.2,357.279904,6,0.000115989,24,37,O2
371.29573,50709108.8,236,371.2955541,6,0.000175924,25,39,O2
385.31124,50686283.2,232,385.3112041,6,3.59E-05,26,41,O2
399.32695,53621864.8,238.7,399.3268542,6,9.58E-05,27,43,O2
413.34257,49778573.6,218.8,413.3425043,6,6.57E-05,28,45,O2
427.3582,48801911.2,209,427.3581543,6,4.57E-05,29,47,O2
441.37386,63342305.6,268.3,441.3738044,6,5.56E-05,30,49,O2
455.3894,83370627.2,348.9,455.3894545,6,5.45E-05,31,51,O2
469.40497,75283639.2,305.8,469.4051045,6,0.000134527,32,53,O2
483.42081,54312120.8,216.7,483.4207546,6,5.54E-05,33,55,O2
497.43639,68160416.8,268.2,497.4364047,6,1.47E-05,34,57,O2
511.45202,73935024.8,286.2,511.4520547,6,3.47E-05,35,59,O2
525.46771,68791486.4,252.7,525.4677048,6,5.22E-06,36,61,O2
539.4833,61870244.8,227.1,539.4833548,6,5.48E-05,37,63,O2
553.49879,52700978.4,179.9,553.4990049,6,0.000214913,38,65,O2
567.51431,49564295.2,157.6,567.514655,6,0.000344977,39,67,O2
581.53026,36679302.8,108.3,581.530305,6,4.50E-05,40,69,O2
595.54515,29738366,88.5,595.5459551,6,0.000805106,41,71,O2
609.56135,31296333.6,93.2,609.5616052,6,0.000255171,42,73,O2
623.57713,28522524.8,87.1,623.5772552,6,0.000125235,43,75,O2
637.59265,22253863.8,69.6,637.5929053,6,0.000255299,44,77,O2
651.6082,19893106.8,62,651.6085554,6,0.000355364,45,79,O2
665.6241,16299012.8,49.7,665.6242054,6,0.000105428,46,81,O2
679.63995,12307020.6,37.1,679.6398555,6,9.45E-05,47,83,O2
693.65613,10711031.8,31.3,693.6555056,6,0.000624443,48,85,O2
707.67044,8913563.4,25.7,707.6711556,6,0.000715621,49,87,O2
721.68722,9436572.6,27.3,721.6868057,6,0.000414314,50,89,O2
735.70317,7418978,21,735.7024558,6,0.00071425,51,91,O2
215.1078,2290047.2,11.3,215.1077533,7,4.67E-05,14,15,O2
229.12344,4264598.8,22.7,229.1234034,7,3.66E-05,15,17,O2
243.13908,5951178.8,32,243.1390534,7,2.66E-05,16,19,O2
257.15474,11076811.2,60.7,257.1547035,7,3.65E-05,17,21,O2
271.17041,20881989.8,114.7,271.1703536,7,5.64E-05,18,23,O2
285.18604,36025010,196.4,285.1860036,7,3.64E-05,19,25,O2
299.20171,36773783.2,196.9,299.2016537,7,5.63E-05,20,27,O2
313.21737,38955960.4,204.6,313.2173038,7,6.62E-05,21,29,O2
327.23303,43535620.8,224.8,327.2329538,7,7.62E-05,22,31,O2
341.24857,37846023.6,189.7,341.2486039,7,3.39E-05,23,33,O2
355.26433,39187654.8,190.7,355.2642539,7,7.61E-05,24,35,O2
369.27995,38402229.6,181.1,369.279904,7,4.60E-05,25,37,O2
383.29549,38259020.8,174.5,383.2955541,7,6.41E-05,26,39,O2
397.31132,40902254.4,181.6,397.3112041,7,0.00011586,27,41,O2
411.32689,39633818,173.8,411.3268542,7,3.58E-05,28,43,O2
425.34254,36311847.6,155,425.3425043,7,3.57E-05,29,45,O2
439.35822,37617255.2,158.5,439.3581543,7,6.57E-05,30,47,O2
453.37372,26155085.6,108,453.3738044,7,8.44E-05,31,49,O2
467.38936,27329066.8,111.3,467.3894545,7,9.45E-05,32,51,O2
481.40513,23818704,93.9,481.4051045,7,2.55E-05,33,53,O2
495.42071,30037316.4,117,495.4207546,7,4.46E-05,34,55,O2
509.43634,30243782.8,115.9,509.4364047,7,6.47E-05,35,57,O2
523.45201,29951538.4,114.7,523.4520547,7,4.47E-05,36,59,O2
537.46769,28885136,105,537.4677048,7,1.48E-05,37,61,O2
551.48328,29263659.6,99.1,551.4833548,7,7.48E-05,38,63,O2
565.49868,35342146,111.9,565.4990049,7,0.000324913,39,65,O2
579.51459,32045036.8,94.4,579.514655,7,6.50E-05,40,67,O2
593.53055,32773798.4,96.6,593.530305,7,0.000244958,41,69,O2
607.54571,34328812,102.5,607.5459551,7,0.000245106,42,71,O2
621.56167,30947092.4,94.7,621.5616052,7,6.48E-05,43,73,O2
635.57702,24773030.8,75.4,635.5772552,7,0.000235235,44,75,O2
649.5927,22073979.2,69,649.5929053,7,0.000205299,45,77,O2
663.60872,16829897,51.4,663.6085554,7,0.000164636,46,79,O2
677.62366,14416432.8,43.8,677.6242054,7,0.000545428,47,81,O2
691.64002,11444319.6,33.6,691.6398555,7,0.000164508,48,83,O2
705.6559,9079242.2,26.2,705.6555056,7,0.000394443,49,85,O2
719.67129,9097684.4,26.2,719.6711556,7,0.000134379,50,87,O2
733.68773,6480866,18.1,733.6868057,7,0.000924314,51,89,O2
761.71893,5189714.6,14.5,761.7181058,7,0.000824186,53,93,O2
213.09211,5926732,33.2,213.0921032,8,6.76E-06,14,13,O2
227.10777,5164745.6,28.1,227.1077533,8,1.67E-05,15,15,O2
241.12334,5486383,29.4,241.1234034,8,6.34E-05,16,17,O2
255.13913,6656735.4,35.6,255.1390534,8,7.66E-05,17,19,O2
269.15473,9757251,52.3,269.1547035,8,2.65E-05,18,21,O2
283.17041,15879529.4,85.2,283.1703536,8,5.64E-05,19,23,O2
297.18599,19866893.2,105.2,297.1860036,8,1.36E-05,20,25,O2
311.20167,24447469.2,128.4,311.2016537,8,1.63E-05,21,27,O2
325.2174,29723741.6,152.7,325.2173038,8,9.62E-05,22,29,O2
339.23293,27738410,138.4,339.2329538,8,2.38E-05,23,31,O2
353.24873,28701475.6,139.1,353.2486039,8,0.000126117,24,33,O2
367.26439,30791821.2,144.8,367.2642539,8,0.000136053,25,35,O2
381.2799,28868114.8,131.2,381.279904,8,4.01E-06,26,37,O2
395.29552,28761798.8,127,395.2955541,8,3.41E-05,27,39,O2
409.31131,33044379.2,144.5,409.3112041,8,0.00010586,28,41,O2
423.32693,30169756.4,130.1,423.3268542,8,7.58E-05,29,43,O2
437.34259,27699084,116.1,437.3425043,8,8.57E-05,30,45,O2
451.35817,22742559,93.6,451.3581543,8,1.57E-05,31,47,O2
465.37365,21381857,86.6,465.3738044,8,0.000154398,32,49,O2
479.38927,18387493.6,73.1,479.3894545,8,0.000184462,33,51,O2
493.40501,20468667.8,80.4,493.4051045,8,9.45E-05,34,53,O2
507.42059,19149743.2,73.8,507.4207546,8,0.000164591,35,55,O2
521.43634,20873125,79.3,521.4364047,8,6.47E-05,36,57,O2
535.45197,18212573.4,65.5,535.4520547,8,8.47E-05,37,59,O2
549.46753,15395620.8,51.2,549.4677048,8,0.000174784,38,61,O2
563.48302,16056527.2,49.9,563.4833548,8,0.000334848,39,63,O2
577.49882,15018738,43.4,577.4990049,8,0.000184913,40,65,O2
591.51459,14649304.6,42.2,591.514655,8,6.50E-05,41,67,O2
605.53018,13795789,40.2,605.530305,8,0.000125042,42,69,O2
619.546,15864541,47.7,619.5459551,8,4.49E-05,43,71,O2
633.56136,13242917.8,39.5,633.5616052,8,0.000245171,44,73,O2
647.57709,12599675.2,38.6,647.5772552,8,0.000165235,45,75,O2
661.59248,13111574,39.6,661.5929053,8,0.000425299,46,77,O2
675.6087,10714008.2,32,675.6085554,8,0.000144636,47,79,O2
689.62437,9128324.8,26.4,689.6242054,8,0.000164572,48,81,O2
703.64017,8713044.2,25.1,703.6398555,8,0.000314507,49,83,O2
717.65558,6717341.4,18.9,717.6555056,8,7.44E-05,50,85,O2
745.68752,5762255.8,16.3,745.6868057,8,0.000714314,52,89,O2
759.70339,4826431.4,13.3,759.7024558,8,0.00093425,53,91,O2
225.09212,2659028.4,13.3,225.0921032,9,1.68E-05,15,13,O2
239.10776,5401656.4,29.1,239.1077533,9,6.70E-06,16,15,O2
253.12346,7632332.4,41.4,253.1234034,9,5.66E-05,17,17,O2
267.13911,9621736.6,51.8,267.1390534,9,5.66E-05,18,19,O2
281.15481,11142362,59.4,281.1547035,9,0.000106504,19,21,O2
295.17035,12648265,66.5,295.1703536,9,3.56E-06,20,23,O2
309.18609,19750542,103.2,309.1860036,9,8.64E-05,21,25,O2
323.20174,22506444.8,115.1,323.2016537,9,8.63E-05,22,27,O2
337.21743,22043438.2,109.5,337.2173038,9,0.000126246,23,29,O2
351.23299,19826672.6,95.4,351.2329538,9,3.62E-05,24,31,O2
365.24862,20965065.8,97.8,365.2486039,9,1.61E-05,25,33,O2
379.26434,23912756,108.3,379.2642539,9,8.61E-05,26,35,O2
393.2799,23809394,106,393.279904,9,4.01E-06,27,37,O2
407.29558,22822181.2,99.1,407.2955541,9,2.59E-05,28,39,O2
421.31128,23973182.8,102.9,421.3112041,9,7.59E-05,29,41,O2
435.32693,18190919.6,75.5,435.3268542,9,7.58E-05,30,43,O2
449.34255,16161784.8,65.9,449.3425043,9,4.57E-05,31,45,O2
463.35791,13905010,55.6,463.3581543,9,0.000244333,32,47,O2
477.37353,13786350.2,54.3,477.3738044,9,0.000274398,33,49,O2
491.38927,16924013.4,66.1,491.3894545,9,0.000184462,34,51,O2
505.40504,17672295.2,68,505.4051045,9,6.45E-05,35,53,O2
519.42068,17331274.8,65.5,519.4207546,9,7.46E-05,36,55,O2
533.43648,16138739.4,57.8,533.4364047,9,7.53E-05,37,57,O2
547.45201,14237878.2,47.3,547.4520547,9,4.47E-05,38,59,O2
561.46741,14355447.4,44.4,561.4677048,9,0.000294784,39,61,O2
575.48301,13957015.8,40.2,575.4833548,9,0.000344849,40,63,O2
589.49894,11854305.4,33.9,589.4990049,9,6.49E-05,41,65,O2
603.51431,13390521.2,38.9,603.514655,9,0.000344977,42,67,O2
617.53055,10342676.4,30.5,617.530305,9,0.000244958,43,69,O2
631.5456,11497124.8,34,631.5459551,9,0.000355106,44,71,O2
645.56124,8533620.2,25.5,645.5616052,9,0.000365171,45,73,O2
659.57709,9993916.8,30.2,659.5772552,9,0.000165235,46,75,O2
673.59202,7470314.6,21.8,673.5929053,9,0.000885299,47,77,O2
687.60867,6110564.6,17.1,687.6085554,9,0.000114636,48,79,O2
701.62495,5518340.8,15.2,701.6242054,9,0.000744572,49,81,O2
715.64071,5870944.8,16.3,715.6398555,9,0.000854507,50,83,O2
743.67184,4926640.6,13.3,743.6711556,9,0.000684379,52,87,O2
757.68747,3093349,7.8,757.6868057,9,0.000664314,53,89,O2
237.09213,4147460.8,21.7,237.0921032,10,2.68E-05,16,13,O2
265.12345,6926851.4,36.6,265.1234034,10,4.66E-05,18,17,O2
279.13907,6978252.4,36.3,279.1390534,10,1.66E-05,19,19,O2
293.1548,12525948.4,65.9,293.1547035,10,9.65E-05,20,21,O2
307.17045,18352335.4,95.8,307.1703536,10,9.64E-05,21,23,O2
321.18612,18521938.4,95.3,321.1860036,10,0.000116375,22,25,O2
335.20165,17304695.8,85.5,335.2016537,10,3.69E-06,23,27,O2
349.21745,17658261.6,84.7,349.2173038,10,0.000146246,24,29,O2
363.23293,15226941.8,70.4,363.2329538,10,2.38E-05,25,31,O2
377.24869,18404022,84.2,377.2486039,10,8.61E-05,26,33,O2
391.26442,20832476,92.5,391.2642539,10,0.000166053,27,35,O2
405.28,22242362.8,96.6,405.279904,10,9.60E-05,28,37,O2
419.29561,22083138,94.6,419.2955541,10,5.59E-05,29,39,O2
433.31132,17757444.6,74.7,433.3112041,10,0.00011586,30,41,O2
447.32692,13599397,55.1,447.3268542,10,6.58E-05,31,43,O2
461.34241,12628497,50.3,461.3425043,10,9.43E-05,32,45,O2
475.35802,12078224.2,47.3,475.3581543,10,0.000134333,33,47,O2
489.37362,13465384.8,52.2,489.3738044,10,0.000184398,34,49,O2
503.38938,14893142.6,57,503.3894545,10,7.45E-05,35,51,O2
517.40499,14271115.6,53.6,517.4051045,10,0.000114527,36,53,O2
531.42066,14506451.4,51.7,531.4207546,10,9.46E-05,37,55,O2
545.43656,12080915,39.8,545.4364047,10,0.000155345,38,57,O2
559.45171,12943956.2,39.9,559.4520547,10,0.00034472,39,59,O2
573.46758,11196483.2,34.2,573.4677048,10,0.000124784,40,61,O2
587.48318,12046938.4,34.5,587.4833548,10,0.000174849,41,63,O2
601.49857,10711579.2,30.8,601.4990049,10,0.000434913,42,65,O2
615.51474,11614650.6,34.4,615.514655,10,8.50E-05,43,67,O2
629.53016,11635083.6,34.5,629.530305,10,0.000145042,44,69,O2
