C,H,O,N,em,DBE
16,27,0,0,{219.2118244493: 'C16'},3.0
16,27,1,0,{235.2067390693: 'C16'},3.0
16,27,2,0,{251.2016536893: 'C16'},3.0
16,27,3,0,{267.1965683093: 'C16'},3.0
16,27,4,0,{283.1914829293: 'C16'},3.0
16,28,0,1,{234.2227234855: 'C16'},3.0
16,28,1,1,{250.21763810550001: 'C16'},3.0
16,28,2,1,{266.2125527255: 'C16'},3.0
16,28,3,1,{282.2074673455: 'C16'},3.0
16,28,4,1,{298.20238196549997: 'C16'},3.0
16,29,0,0,{221.2274745137: 'C16'},2.0
16,29,1,0,{237.2223891337: 'C16'},2.0
16,29,2,0,{253.2173037537: 'C16'},2.0
16,29,3,0,{269.2122183737: 'C16'},2.0
16,29,4,0,{285.2071329937: 'C16'},2.0
16,30,0,1,{236.23837354990002: 'C16'},2.0
16,30,1,1,{252.23328816990002: 'C16'},2.0
16,30,2,1,{268.2282027899: 'C16'},2.0
16,30,3,1,{284.2231174099: 'C16'},2.0
16,30,4,1,{300.2180320299: 'C16'},2.0
16,31,0,0,{223.2431245781: 'C16'},1.0
16,31,1,0,{239.2380391981: 'C16'},1.0
16,31,2,0,{255.23295381810001: 'C16'},1.0
16,31,3,0,{271.2278684381: 'C16'},1.0
16,31,4,0,{287.2227830581: 'C16'},1.0
16,32,0,1,{238.2540236143: 'C16'},1.0
16,32,1,1,{254.2489382343: 'C16'},1.0
16,32,2,1,{270.2438528543: 'C16'},1.0
16,32,3,1,{286.23876747429995: 'C16'},1.0
16,32,4,1,{302.2336820943: 'C16'},1.0
16,33,0,0,{225.2587746425: 'C16'},0.0
16,33,1,0,{241.2536892625: 'C16'},0.0
16,33,2,0,{257.2486038825: 'C16'},0.0
16,33,3,0,{273.24351850249997: 'C16'},0.0
16,33,4,0,{289.2384331225: 'C16'},0.0
16,34,0,1,{240.2696736787: 'C16'},0.0
16,34,1,1,{256.2645882987: 'C16'},0.0
16,34,2,1,{272.2595029187: 'C16'},0.0
16,34,3,1,{288.25441753869995: 'C16'},0.0
16,34,4,1,{304.2493321587: 'C16'},0.0
17,6,0,1,{224.0505727771: 'C17'},15.0
17,6,1,1,{240.0454873971: 'C17'},15.0
17,6,2,1,{256.0404020171: 'C17'},15.0
17,6,3,1,{272.0353166371: 'C17'},15.0
17,6,4,1,{288.03023125709996: 'C17'},15.0
17,7,0,0,{211.0553238053: 'C17'},14.0
17,7,1,0,{227.0502384253: 'C17'},14.0
17,7,2,0,{243.0451530453: 'C17'},14.0
17,7,3,0,{259.0400676653: 'C17'},14.0
17,7,4,0,{275.0349822853: 'C17'},14.0
17,8,0,1,{226.0662228415: 'C17'},14.0
17,8,1,1,{242.0611374615: 'C17'},14.0
17,8,2,1,{258.0560520815: 'C17'},14.0
17,8,3,1,{274.0509667015: 'C17'},14.0
17,8,4,1,{290.04588132149996: 'C17'},14.0
17,9,0,0,{213.0709738697: 'C17'},13.0
17,9,1,0,{229.0658884897: 'C17'},13.0
17,9,2,0,{245.0608031097: 'C17'},13.0
17,9,3,0,{261.0557177297: 'C17'},13.0
17,9,4,0,{277.0506323497: 'C17'},13.0
17,10,0,1,{228.0818729059: 'C17'},13.0
17,10,1,1,{244.07678752590002: 'C17'},13.0
17,10,2,1,{260.0717021459: 'C17'},13.0
17,10,3,1,{276.0666167659: 'C17'},13.0
17,10,4,1,{292.06153138589997: 'C17'},13.0
17,11,0,0,{215.0866239341: 'C17'},12.0
17,11,1,0,{231.0815385541: 'C17'},12.0
17,11,2,0,{247.0764531741: 'C17'},12.0
17,11,3,0,{263.0713677941: 'C17'},12.0
17,11,4,0,{279.0662824141: 'C17'},12.0
17,12,0,1,{230.09752297030002: 'C17'},12.0
17,12,1,1,{246.09243759030002: 'C17'},12.0
17,12,2,1,{262.0873522103: 'C17'},12.0
17,12,3,1,{278.0822668303: 'C17'},12.0
17,12,4,1,{294.0771814503: 'C17'},12.0
17,13,0,0,{217.1022739985: 'C17'},11.0
17,13,1,0,{233.0971886185: 'C17'},11.0
17,13,2,0,{249.09210323850002: 'C17'},11.0
17,13,3,0,{265.0870178585: 'C17'},11.0
17,13,4,0,{281.0819324785: 'C17'},11.0
17,14,0,1,{232.1131730347: 'C17'},11.0
17,14,1,1,{248.1080876547: 'C17'},11.0
17,14,2,1,{264.1030022747: 'C17'},11.0
17,14,3,1,{280.09791689469995: 'C17'},11.0
17,14,4,1,{296.0928315147: 'C17'},11.0
17,15,0,0,{219.1179240629: 'C17'},10.0
17,15,1,0,{235.1128386829: 'C17'},10.0
17,15,2,0,{251.1077533029: 'C17'},10.0
17,15,3,0,{267.10266792289997: 'C17'},10.0
17,15,4,0,{283.0975825429: 'C17'},10.0
17,16,0,1,{234.1288230991: 'C17'},10.0
17,16,1,1,{250.1237377191: 'C17'},10.0
17,16,2,1,{266.1186523391: 'C17'},10.0
17,16,3,1,{282.11356695909996: 'C17'},10.0
17,16,4,1,{298.1084815791: 'C17'},10.0
17,17,0,0,{221.1335741273: 'C17'},9.0
17,17,1,0,{237.1284887473: 'C17'},9.0
17,17,2,0,{253.1234033673: 'C17'},9.0
17,17,3,0,{269.1183179873: 'C17'},9.0
17,17,4,0,{285.1132326073: 'C17'},9.0
17,18,0,1,{236.1444731635: 'C17'},9.0
17,18,1,1,{252.1393877835: 'C17'},9.0
17,18,2,1,{268.1343024035: 'C17'},9.0
17,18,3,1,{284.12921702349996: 'C17'},9.0
17,18,4,1,{300.1241316435: 'C17'},9.0
17,19,0,0,{223.1492241917: 'C17'},8.0
17,19,1,0,{239.1441388117: 'C17'},8.0
17,19,2,0,{255.1390534317: 'C17'},8.0
17,19,3,0,{271.1339680517: 'C17'},8.0
17,19,4,0,{287.1288826717: 'C17'},8.0
17,20,0,1,{238.16012322790002: 'C17'},8.0
17,20,1,1,{254.15503784790002: 'C17'},8.0
17,20,2,1,{270.1499524679: 'C17'},8.0
17,20,3,1,{286.14486708789997: 'C17'},8.0
17,20,4,1,{302.1397817079: 'C17'},8.0
17,21,0,0,{225.1648742561: 'C17'},7.0
17,21,1,0,{241.1597888761: 'C17'},7.0
17,21,2,0,{257.1547034961: 'C17'},7.0
17,21,3,0,{273.1496181161: 'C17'},7.0
17,21,4,0,{289.1445327361: 'C17'},7.0
17,22,0,1,{240.17577329230002: 'C17'},7.0
17,22,1,1,{256.1706879123: 'C17'},7.0
17,22,2,1,{272.1656025323: 'C17'},7.0
17,22,3,1,{288.1605171523: 'C17'},7.0
17,22,4,1,{304.1554317723: 'C17'},7.0
17,23,0,0,{227.1805243205: 'C17'},6.0
17,23,1,0,{243.17543894050002: 'C17'},6.0
17,23,2,0,{259.1703535605: 'C17'},6.0
17,23,3,0,{275.1652681805: 'C17'},6.0
17,23,4,0,{291.1601828005: 'C17'},6.0
17,24,0,1,{242.1914233567: 'C17'},6.0
17,24,1,1,{258.1863379767: 'C17'},6.0
17,24,2,1,{274.18125259669995: 'C17'},6.0
17,24,3,1,{290.1761672167: 'C17'},6.0
17,24,4,1,{306.17108183669995: 'C17'},6.0
17,25,0,0,{229.1961743849: 'C17'},5.0
17,25,1,0,{245.1910890049: 'C17'},5.0
17,25,2,0,{261.18600362489997: 'C17'},5.0
17,25,3,0,{277.1809182449: 'C17'},5.0
17,25,4,0,{293.1758328649: 'C17'},5.0
17,26,0,1,{244.2070734211: 'C17'},5.0
17,26,1,1,{260.2019880411: 'C17'},5.0
17,26,2,1,{276.19690266109995: 'C17'},5.0
17,26,3,1,{292.1918172811: 'C17'},5.0
17,26,4,1,{308.18673190109996: 'C17'},5.0
17,27,0,0,{231.2118244493: 'C17'},4.0
17,27,1,0,{247.2067390693: 'C17'},4.0
17,27,2,0,{263.2016536893: 'C17'},4.0
17,27,3,0,{279.1965683093: 'C17'},4.0
17,27,4,0,{295.1914829293: 'C17'},4.0
17,28,0,1,{246.2227234855: 'C17'},4.0
17,28,1,1,{262.2176381055: 'C17'},4.0
17,28,2,1,{278.21255272549996: 'C17'},4.0
17,28,3,1,{294.2074673455: 'C17'},4.0
17,28,4,1,{310.20238196549997: 'C17'},4.0
17,29,0,0,{233.2274745137: 'C17'},3.0
17,29,1,0,{249.2223891337: 'C17'},3.0
17,29,2,0,{265.2173037537: 'C17'},3.0
17,29,3,0,{281.2122183737: 'C17'},3.0
17,29,4,0,{297.2071329937: 'C17'},3.0
17,30,0,1,{248.23837354990002: 'C17'},3.0
17,30,1,1,{264.2332881699: 'C17'},3.0
17,30,2,1,{280.22820278989997: 'C17'},3.0
17,30,3,1,{296.2231174099: 'C17'},3.0
17,30,4,1,{312.2180320299: 'C17'},3.0
17,31,0,0,{235.2431245781: 'C17'},2.0
17,31,1,0,{251.2380391981: 'C17'},2.0
17,31,2,0,{267.2329538181: 'C17'},2.0
17,31,3,0,{283.2278684381: 'C17'},2.0
17,31,4,0,{299.2227830581: 'C17'},2.0
17,32,0,1,{250.2540236143: 'C17'},2.0
17,32,1,1,{266.2489382343: 'C17'},2.0
17,32,2,1,{282.2438528543: 'C17'},2.0
17,32,3,1,{298.23876747429995: 'C17'},2.0
17,32,4,1,{314.2336820943: 'C17'},2.0
17,33,0,0,{237.2587746425: 'C17'},1.0
17,33,1,0,{253.2536892625: 'C17'},1.0
17,33,2,0,{269.2486038825: 'C17'},1.0
17,33,3,0,{285.24351850249997: 'C17'},1.0
17,33,4,0,{301.2384331225: 'C17'},1.0
17,34,0,1,{252.2696736787: 'C17'},1.0
17,34,1,1,{268.2645882987: 'C17'},1.0
17,34,2,1,{284.2595029187: 'C17'},1.0
17,34,3,1,{300.25441753869995: 'C17'},1.0
17,34,4,1,{316.2493321587: 'C17'},1.0
17,35,0,0,{239.2744247069: 'C17'},0.0
17,35,1,0,{255.2693393269: 'C17'},0.0
17,35,2,0,{271.2642539469: 'C17'},0.0
17,35,3,0,{287.2591685669: 'C17'},0.0
17,35,4,0,{303.2540831869: 'C17'},0.0
17,36,0,1,{254.2853237431: 'C17'},0.0
17,36,1,1,{270.28023836309995: 'C17'},0.0
17,36,2,1,{286.2751529831: 'C17'},0.0
17,36,3,1,{302.27006760309996: 'C17'},0.0
17,36,4,1,{318.2649822231: 'C17'},0.0
18,6,0,1,{236.0505727771: 'C18'},16.0
18,6,1,1,{252.0454873971: 'C18'},16.0
18,6,2,1,{268.0404020171: 'C18'},16.0
18,6,3,1,{284.0353166371: 'C18'},16.0
18,6,4,1,{300.03023125709996: 'C18'},16.0
18,7,0,0,{223.0553238053: 'C18'},15.0
18,7,1,0,{239.0502384253: 'C18'},15.0
18,7,2,0,{255.0451530453: 'C18'},15.0
18,7,3,0,{271.0400676653: 'C18'},15.0
18,7,4,0,{287.0349822853: 'C18'},15.0
18,8,0,1,{238.0662228415: 'C18'},15.0
18,8,1,1,{254.0611374615: 'C18'},15.0
18,8,2,1,{270.05605208149996: 'C18'},15.0
18,8,3,1,{286.0509667015: 'C18'},15.0
18,8,4,1,{302.04588132149996: 'C18'},15.0
18,9,0,0,{225.0709738697: 'C18'},14.0
18,9,1,0,{241.0658884897: 'C18'},14.0
18,9,2,0,{257.0608031097: 'C18'},14.0
18,9,3,0,{273.0557177297: 'C18'},14.0
18,9,4,0,{289.0506323497: 'C18'},14.0
18,10,0,1,{240.0818729059: 'C18'},14.0
18,10,1,1,{256.0767875259: 'C18'},14.0
18,10,2,1,{272.07170214589996: 'C18'},14.0
18,10,3,1,{288.0666167659: 'C18'},14.0
18,10,4,1,{304.06153138589997: 'C18'},14.0
18,11,0,0,{227.0866239341: 'C18'},13.0
18,11,1,0,{243.0815385541: 'C18'},13.0
18,11,2,0,{259.0764531741: 'C18'},13.0
18,11,3,0,{275.0713677941: 'C18'},13.0
18,11,4,0,{291.0662824141: 'C18'},13.0
18,12,0,1,{242.09752297030002: 'C18'},13.0
18,12,1,1,{258.0924375903: 'C18'},13.0
18,12,2,1,{274.08735221029997: 'C18'},13.0
18,12,3,1,{290.0822668303: 'C18'},13.0
18,12,4,1,{306.0771814503: 'C18'},13.0
18,13,0,0,{229.1022739985: 'C18'},12.0
18,13,1,0,{245.0971886185: 'C18'},12.0
18,13,2,0,{261.0921032385: 'C18'},12.0
18,13,3,0,{277.0870178585: 'C18'},12.0
18,13,4,0,{293.0819324785: 'C18'},12.0
18,14,0,1,{244.1131730347: 'C18'},12.0
18,14,1,1,{260.1080876547: 'C18'},12.0
18,14,2,1,{276.1030022747: 'C18'},12.0
18,14,3,1,{292.09791689469995: 'C18'},12.0
18,14,4,1,{308.0928315147: 'C18'},12.0
18,15,0,0,{231.1179240629: 'C18'},11.0
18,15,1,0,{247.1128386829: 'C18'},11.0
18,15,2,0,{263.1077533029: 'C18'},11.0
18,15,3,0,{279.10266792289997: 'C18'},11.0
18,15,4,0,{295.0975825429: 'C18'},11.0
18,16,0,1,{246.1288230991: 'C18'},11.0
18,16,1,1,{262.1237377191: 'C18'},11.0
18,16,2,1,{278.1186523391: 'C18'},11.0
18,16,3,1,{294.11356695909996: 'C18'},11.0
18,16,4,1,{310.1084815791: 'C18'},11.0
18,17,0,0,{233.1335741273: 'C18'},10.0
18,17,1,0,{249.1284887473: 'C18'},10.0
18,17,2,0,{265.1234033673: 'C18'},10.0
18,17,3,0,{281.1183179873: 'C18'},10.0
18,17,4,0,{297.1132326073: 'C18'},10.0
18,18,0,1,{248.1444731635: 'C18'},10.0
18,18,1,1,{264.1393877835: 'C18'},10.0
18,18,2,1,{280.1343024035: 'C18'},10.0
18,18,3,1,{296.12921702349996: 'C18'},10.0
18,18,4,1,{312.1241316435: 'C18'},10.0
18,19,0,0,{235.1492241917: 'C18'},9.0
18,19,1,0,{251.1441388117: 'C18'},9.0
18,19,2,0,{267.1390534317: 'C18'},9.0
18,19,3,0,{283.1339680517: 'C18'},9.0
18,19,4,0,{299.1288826717: 'C18'},9.0
18,20,0,1,{250.16012322790002: 'C18'},9.0
18,20,1,1,{266.1550378479: 'C18'},9.0
18,20,2,1,{282.1499524679: 'C18'},9.0
18,20,3,1,{298.14486708789997: 'C18'},9.0
18,20,4,1,{314.1397817079: 'C18'},9.0
18,21,0,0,{237.1648742561: 'C18'},8.0
18,21,1,0,{253.1597888761: 'C18'},8.0
18,21,2,0,{269.1547034961: 'C18'},8.0
18,21,3,0,{285.1496181161: 'C18'},8.0
18,21,4,0,{301.1445327361: 'C18'},8.0
18,22,0,1,{252.17577329230002: 'C18'},8.0
18,22,1,1,{268.1706879123: 'C18'},8.0
18,22,2,1,{284.1656025323: 'C18'},8.0
18,22,3,1,{300.1605171523: 'C18'},8.0
18,22,4,1,{316.1554317723: 'C18'},8.0
18,23,0,0,{239.1805243205: 'C18'},7.0
18,23,1,0,{255.17543894050002: 'C18'},7.0
18,23,2,0,{271.1703535605: 'C18'},7.0
18,23,3,0,{287.1652681805: 'C18'},7.0
18,23,4,0,{303.1601828005: 'C18'},7.0
18,24,0,1,{254.1914233567: 'C18'},7.0
18,24,1,1,{270.1863379767: 'C18'},7.0
18,24,2,1,{286.18125259669995: 'C18'},7.0
18,24,3,1,{302.1761672167: 'C18'},7.0
18,24,4,1,{318.17108183669995: 'C18'},7.0
18,25,0,0,{241.1961743849: 'C18'},6.0
18,25,1,0,{257.1910890049: 'C18'},6.0
18,25,2,0,{273.18600362489997: 'C18'},6.0
18,25,3,0,{289.1809182449: 'C18'},6.0
18,25,4,0,{305.1758328649: 'C18'},6.0
18,26,0,1,{256.2070734211: 'C18'},6.0
18,26,1,1,{272.2019880411: 'C18'},6.0
18,26,2,1,{288.19690266109995: 'C18'},6.0
18,26,3,1,{304.1918172811: 'C18'},6.0
18,26,4,1,{320.18673190109996: 'C18'},6.0
18,27,0,0,{243.2118244493: 'C18'},5.0
18,27,1,0,{259.2067390693: 'C18'},5.0
18,27,2,0,{275.2016536893: 'C18'},5.0
18,27,3,0,{291.1965683093: 'C18'},5.0
18,27,4,0,{307.1914829293: 'C18'},5.0
18,28,0,1,{258.2227234855: 'C18'},5.0
18,28,1,1,{274.2176381055: 'C18'},5.0
18,28,2,1,{290.21255272549996: 'C18'},5.0
18,28,3,1,{306.2074673455: 'C18'},5.0
18,28,4,1,{322.20238196549997: 'C18'},5.0
18,29,0,0,{245.2274745137: 'C18'},4.0
18,29,1,0,{261.2223891337: 'C18'},4.0
18,29,2,0,{277.2173037537: 'C18'},4.0
18,29,3,0,{293.2122183737: 'C18'},4.0
18,29,4,0,{309.2071329937: 'C18'},4.0
18,30,0,1,{260.2383735499: 'C18'},4.0
18,30,1,1,{276.2332881699: 'C18'},4.0
18,30,2,1,{292.22820278989997: 'C18'},4.0
18,30,3,1,{308.2231174099: 'C18'},4.0
18,30,4,1,{324.2180320299: 'C18'},4.0
18,31,0,0,{247.2431245781: 'C18'},3.0
18,31,1,0,{263.2380391981: 'C18'},3.0
18,31,2,0,{279.2329538181: 'C18'},3.0
18,31,3,0,{295.2278684381: 'C18'},3.0
18,31,4,0,{311.2227830581: 'C18'},3.0
18,32,0,1,{262.25402361429997: 'C18'},3.0
18,32,1,1,{278.24893823429994: 'C18'},3.0
18,32,2,1,{294.2438528543: 'C18'},3.0
18,32,3,1,{310.23876747429995: 'C18'},3.0
18,32,4,1,{326.2336820943: 'C18'},3.0
18,33,0,0,{249.2587746425: 'C18'},2.0
18,33,1,0,{265.25368926249996: 'C18'},2.0
18,33,2,0,{281.2486038825: 'C18'},2.0
18,33,3,0,{297.24351850249997: 'C18'},2.0
18,33,4,0,{313.2384331225: 'C18'},2.0
18,34,0,1,{264.2696736787: 'C18'},2.0
18,34,1,1,{280.26458829869995: 'C18'},2.0
18,34,2,1,{296.2595029187: 'C18'},2.0
18,34,3,1,{312.25441753869995: 'C18'},2.0
18,34,4,1,{328.2493321587: 'C18'},2.0
18,35,0,0,{251.2744247069: 'C18'},1.0
18,35,1,0,{267.26933932689997: 'C18'},1.0
18,35,2,0,{283.2642539469: 'C18'},1.0
18,35,3,0,{299.2591685669: 'C18'},1.0
18,35,4,0,{315.2540831869: 'C18'},1.0
18,36,0,1,{266.2853237431: 'C18'},1.0
18,36,1,1,{282.28023836309995: 'C18'},1.0
18,36,2,1,{298.2751529831: 'C18'},1.0
18,36,3,1,{314.27006760309996: 'C18'},1.0
18,36,4,1,{330.2649822231: 'C18'},1.0
18,37,0,0,{253.2900747713: 'C18'},0.0
18,37,1,0,{269.2849893913: 'C18'},0.0
18,37,2,0,{285.2799040113: 'C18'},0.0
18,37,3,0,{301.2748186313: 'C18'},0.0
18,37,4,0,{317.2697332513: 'C18'},0.0
18,38,0,1,{268.3009738075: 'C18'},0.0
18,38,1,1,{284.29588842749996: 'C18'},0.0
18,38,2,1,{300.2908030475: 'C18'},0.0
18,38,3,1,{316.28571766749997: 'C18'},0.0
18,38,4,1,{332.2806322875: 'C18'},0.0
19,6,0,1,{248.0505727771: 'C19'},17.0
19,6,1,1,{264.0454873971: 'C19'},17.0
19,6,2,1,{280.04040201709995: 'C19'},17.0
19,6,3,1,{296.0353166371: 'C19'},17.0
19,6,4,1,{312.03023125709996: 'C19'},17.0
19,7,0,0,{235.0553238053: 'C19'},16.0
19,7,1,0,{251.0502384253: 'C19'},16.0
19,7,2,0,{267.04515304529997: 'C19'},16.0
19,7,3,0,{283.0400676653: 'C19'},16.0
19,7,4,0,{299.0349822853: 'C19'},16.0
19,8,0,1,{250.0662228415: 'C19'},16.0
19,8,1,1,{266.0611374615: 'C19'},16.0
19,8,2,1,{282.05605208149996: 'C19'},16.0
19,8,3,1,{298.0509667015: 'C19'},16.0
19,8,4,1,{314.04588132149996: 'C19'},16.0
19,9,0,0,{237.0709738697: 'C19'},15.0
19,9,1,0,{253.0658884897: 'C19'},15.0
19,9,2,0,{269.0608031097: 'C19'},15.0
19,9,3,0,{285.0557177297: 'C19'},15.0
19,9,4,0,{301.0506323497: 'C19'},15.0
19,10,0,1,{252.0818729059: 'C19'},15.0
19,10,1,1,{268.0767875259: 'C19'},15.0
19,10,2,1,{284.07170214589996: 'C19'},15.0
19,10,3,1,{300.0666167659: 'C19'},15.0
19,10,4,1,{316.06153138589997: 'C19'},15.0
19,11,0,0,{239.0866239341: 'C19'},14.0
19,11,1,0,{255.0815385541: 'C19'},14.0
19,11,2,0,{271.0764531741: 'C19'},14.0
19,11,3,0,{287.0713677941: 'C19'},14.0
19,11,4,0,{303.0662824141: 'C19'},14.0
19,12,0,1,{254.09752297030002: 'C19'},14.0
19,12,1,1,{270.0924375903: 'C19'},14.0
19,12,2,1,{286.08735221029997: 'C19'},14.0
19,12,3,1,{302.0822668303: 'C19'},14.0
19,12,4,1,{318.0771814503: 'C19'},14.0
19,13,0,0,{241.1022739985: 'C19'},13.0
19,13,1,0,{257.0971886185: 'C19'},13.0
19,13,2,0,{273.0921032385: 'C19'},13.0
19,13,3,0,{289.0870178585: 'C19'},13.0
19,13,4,0,{305.0819324785: 'C19'},13.0
19,14,0,1,{256.11317303469997: 'C19'},13.0
19,14,1,1,{272.10808765469994: 'C19'},13.0
19,14,2,1,{288.1030022747: 'C19'},13.0
19,14,3,1,{304.09791689469995: 'C19'},13.0
19,14,4,1,{320.0928315147: 'C19'},13.0
19,15,0,0,{243.1179240629: 'C19'},12.0
19,15,1,0,{259.11283868289996: 'C19'},12.0
19,15,2,0,{275.1077533029: 'C19'},12.0
19,15,3,0,{291.10266792289997: 'C19'},12.0
19,15,4,0,{307.0975825429: 'C19'},12.0
19,16,0,1,{258.1288230991: 'C19'},12.0
19,16,1,1,{274.12373771909995: 'C19'},12.0
19,16,2,1,{290.1186523391: 'C19'},12.0
19,16,3,1,{306.11356695909996: 'C19'},12.0
19,16,4,1,{322.1084815791: 'C19'},12.0
19,17,0,0,{245.1335741273: 'C19'},11.0
19,17,1,0,{261.12848874729997: 'C19'},11.0
19,17,2,0,{277.1234033673: 'C19'},11.0
19,17,3,0,{293.1183179873: 'C19'},11.0
19,17,4,0,{309.1132326073: 'C19'},11.0
19,18,0,1,{260.1444731635: 'C19'},11.0
19,18,1,1,{276.13938778349996: 'C19'},11.0
19,18,2,1,{292.1343024035: 'C19'},11.0
19,18,3,1,{308.12921702349996: 'C19'},11.0
19,18,4,1,{324.1241316435: 'C19'},11.0
19,19,0,0,{247.1492241917: 'C19'},10.0
19,19,1,0,{263.1441388117: 'C19'},10.0
19,19,2,0,{279.1390534317: 'C19'},10.0
19,19,3,0,{295.1339680517: 'C19'},10.0
19,19,4,0,{311.1288826717: 'C19'},10.0
19,20,0,1,{262.1601232279: 'C19'},10.0
19,20,1,1,{278.15503784789996: 'C19'},10.0
19,20,2,1,{294.1499524679: 'C19'},10.0
19,20,3,1,{310.14486708789997: 'C19'},10.0
19,20,4,1,{326.1397817079: 'C19'},10.0
19,21,0,0,{249.1648742561: 'C19'},9.0
19,21,1,0,{265.1597888761: 'C19'},9.0
19,21,2,0,{281.1547034961: 'C19'},9.0
19,21,3,0,{297.1496181161: 'C19'},9.0
19,21,4,0,{313.1445327361: 'C19'},9.0
19,22,0,1,{264.1757732923: 'C19'},9.0
19,22,1,1,{280.17068791229997: 'C19'},9.0
19,22,2,1,{296.1656025323: 'C19'},9.0
19,22,3,1,{312.1605171523: 'C19'},9.0
19,22,4,1,{328.1554317723: 'C19'},9.0
19,23,0,0,{251.1805243205: 'C19'},8.0
19,23,1,0,{267.1754389405: 'C19'},8.0
19,23,2,0,{283.1703535605: 'C19'},8.0
19,23,3,0,{299.1652681805: 'C19'},8.0
19,23,4,0,{315.1601828005: 'C19'},8.0
19,24,0,1,{266.1914233567: 'C19'},8.0
19,24,1,1,{282.1863379767: 'C19'},8.0
19,24,2,1,{298.18125259669995: 'C19'},8.0
19,24,3,1,{314.1761672167: 'C19'},8.0
19,24,4,1,{330.17108183669995: 'C19'},8.0
19,25,0,0,{253.1961743849: 'C19'},7.0
19,25,1,0,{269.1910890049: 'C19'},7.0
19,25,2,0,{285.18600362489997: 'C19'},7.0
19,25,3,0,{301.1809182449: 'C19'},7.0
19,25,4,0,{317.1758328649: 'C19'},7.0
19,26,0,1,{268.2070734211: 'C19'},7.0
19,26,1,1,{284.2019880411: 'C19'},7.0
19,26,2,1,{300.19690266109995: 'C19'},7.0
19,26,3,1,{316.1918172811: 'C19'},7.0
19,26,4,1,{332.18673190109996: 'C19'},7.0
19,27,0,0,{255.2118244493: 'C19'},6.0
19,27,1,0,{271.2067390693: 'C19'},6.0
19,27,2,0,{287.2016536893: 'C19'},6.0
19,27,3,0,{303.1965683093: 'C19'},6.0
19,27,4,0,{319.1914829293: 'C19'},6.0
19,28,0,1,{270.22272348549996: 'C19'},6.0
19,28,1,1,{286.21763810549993: 'C19'},6.0
19,28,2,1,{302.21255272549996: 'C19'},6.0
19,28,3,1,{318.20746734549994: 'C19'},6.0
19,28,4,1,{334.20238196549997: 'C19'},6.0
19,29,0,0,{257.2274745137: 'C19'},5.0
19,29,1,0,{273.22238913369995: 'C19'},5.0
19,29,2,0,{289.2173037537: 'C19'},5.0
19,29,3,0,{305.21221837369995: 'C19'},5.0
19,29,4,0,{321.2071329937: 'C19'},5.0
19,30,0,1,{272.23837354989996: 'C19'},5.0
19,30,1,1,{288.23328816989994: 'C19'},5.0
19,30,2,1,{304.22820278989997: 'C19'},5.0
19,30,3,1,{320.22311740989994: 'C19'},5.0
19,30,4,1,{336.2180320299: 'C19'},5.0
19,31,0,0,{259.2431245781: 'C19'},4.0
19,31,1,0,{275.23803919809995: 'C19'},4.0
19,31,2,0,{291.2329538181: 'C19'},4.0
19,31,3,0,{307.22786843809996: 'C19'},4.0
19,31,4,0,{323.2227830581: 'C19'},4.0
19,32,0,1,{274.25402361429997: 'C19'},4.0
19,32,1,1,{290.24893823429994: 'C19'},4.0
19,32,2,1,{306.2438528543: 'C19'},4.0
19,32,3,1,{322.23876747429995: 'C19'},4.0
19,32,4,1,{338.2336820943: 'C19'},4.0
19,33,0,0,{261.2587746425: 'C19'},3.0
19,33,1,0,{277.25368926249996: 'C19'},3.0
19,33,2,0,{293.2486038825: 'C19'},3.0
19,33,3,0,{309.24351850249997: 'C19'},3.0
19,33,4,0,{325.2384331225: 'C19'},3.0
19,34,0,1,{276.2696736787: 'C19'},3.0
19,34,1,1,{292.26458829869995: 'C19'},3.0
19,34,2,1,{308.2595029187: 'C19'},3.0
19,34,3,1,{324.25441753869995: 'C19'},3.0
19,34,4,1,{340.2493321587: 'C19'},3.0
19,35,0,0,{263.2744247069: 'C19'},2.0
19,35,1,0,{279.26933932689997: 'C19'},2.0
19,35,2,0,{295.2642539469: 'C19'},2.0
19,35,3,0,{311.2591685669: 'C19'},2.0
19,35,4,0,{327.2540831869: 'C19'},2.0
19,36,0,1,{278.2853237431: 'C19'},2.0
19,36,1,1,{294.28023836309995: 'C19'},2.0
19,36,2,1,{310.2751529831: 'C19'},2.0
19,36,3,1,{326.27006760309996: 'C19'},2.0
19,36,4,1,{342.2649822231: 'C19'},2.0
19,37,0,0,{265.2900747713: 'C19'},1.0
19,37,1,0,{281.2849893913: 'C19'},1.0
19,37,2,0,{297.2799040113: 'C19'},1.0
19,37,3,0,{313.2748186313: 'C19'},1.0
19,37,4,0,{329.2697332513: 'C19'},1.0
19,38,0,1,{280.3009738075: 'C19'},1.0
19,38,1,1,{296.29588842749996: 'C19'},1.0
19,38,2,1,{312.2908030475: 'C19'},1.0
19,38,3,1,{328.28571766749997: 'C19'},1.0
19,38,4,1,{344.2806322875: 'C19'},1.0
19,39,0,0,{267.3057248357: 'C19'},0.0
19,39,1,0,{283.3006394557: 'C19'},0.0
19,39,2,0,{299.2955540757: 'C19'},0.0
19,39,3,0,{315.2904686957: 'C19'},0.0
19,39,4,0,{331.2853833157: 'C19'},0.0
19,40,0,1,{282.3166238719: 'C19'},0.0
19,40,1,1,{298.31153849189997: 'C19'},0.0
19,40,2,1,{314.3064531119: 'C19'},0.0
