,L0_330_O,L0_330_H,L0_354_O,L0_354_H,L0_378_O,L0_378_H,L0_402_O,L0_402_H,L0_426_O,L0_426_H,L0_450_O,L0_450_H,L2_330_O,L2_330_H,L2_354_O,L2_354_H,L2_378_O,L2_378_H,L2_402_O,L2_402_H,L2_426_O,L2_426_H,L2_450_O,L2_450_H,L5_330_O,L5_330_H,L5_354_O,L5_354_H,L5_378_O,L5_378_H,L5_402_O,L5_402_H,L5_426_O,L5_426_H,L5_450_O,L5_450_H,L8_330_O,L8_330_H,L8_354_O,L8_354_H,L8_378_O,L8_378_H,L8_402_O,L8_402_H,L8_426_O,L8_426_H,L8_450_O,L8_450_H
3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,1.1428571428571428
3587,,,,,0.058823529411764705,1.8823529411764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,1.9310344827586208,,,,,,
3592,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.096774193548387,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,,,,,,,,,,,,,,,,,0.0625,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,,,,,,,,,,,,,,,,,0.06451612903225806,1.935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.4705882352941178,,,,,,,,,,
3606,,,,,,,,,,,,,,,,,,,0.07407407407407407,0.7407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,,,,,,,0.07407407407407407,1.037037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,1.878787878787879,,,,,,,,,,
3616,,,,,,,,,,,,,,,0.14285714285714285,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,0.7586206896551724
3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.096774193548387,,,,,,
3622,,,,,,,,,,,,,,,,,0.06060606060606061,1.1515151515151516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,,,,,0.05714285714285714,1.542857142857143,,,,,,,,,,,,,0.07692307692307693,1.2307692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,,,,,,,0.07692307692307693,1.5384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.1612903225806452,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,,,,,0.058823529411764705,1.9411764705882353,,,,,0.0625,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,,,,,,,,,,,,,,,,,0.0625,1.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.5294117647058822,,,,,,,,,,
3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,1.2142857142857142
3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,2.0,,,,,,
3635,,,,,,,,,,,,,,,,,,,0.08,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3636,,,,,,,,,,,,,,,,,0.06451612903225806,2.0,,,,,,,,,,,,,,,,,,,0.06060606060606061,1.9393939393939394,,,,,,,,,,
3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.2,,,,,,,,,,
3661,,,,,,,,,,,,,,,,,0.06060606060606061,1.2121212121212122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.1612903225806452,,,,,,
3664,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.2258064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,,,,,0.05714285714285714,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,1.3846153846153846,,,,,,,,
3668,,,,,,,,,,,,,,,,,,,0.07407407407407407,0.8148148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,0.8275862068965517
3669,,,,,0.058823529411764705,2.0,,,,,,,,,,,0.0625,1.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.588235294117647,,,,,,,,,,
3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.6,,,,,,
3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,2.0,,,,,,,,,,
3682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,1.2857142857142858
3684,,,,,,,0.07407407407407407,1.1111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,,,,,,,,,,,,,,,,,,,0.07692307692307693,1.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,,,,,,,,,,,,,,,,,,,,,0.0625,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,,,,,,,,,,,,,,,,,0.06060606060606061,1.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,,,,,,,,,,,,,,,,,,,0.08,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,,,,,,,0.07692307692307693,1.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,,,,,,,,,,,,,,,,,0.0625,1.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.2571428571428571,,,0.06451612903225806,1.2258064516129032,,,,,,
3710,,,,,0.05714285714285714,1.6571428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.6470588235294117,,,,,,,,,,
3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.6666666666666667,,,,,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,0.896551724137931
3721,,,,,,,,,,,,,,,0.14285714285714285,1.2857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,,,,,,,,,,,,,,,,,0.06060606060606061,1.3333333333333333,,,0.0625,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.8518518518518519
3736,,,,,,,,,,,,,,,,,0.0625,1.75,0.07407407407407407,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,,,,,0.05714285714285714,1.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.2903225806451613,,,,,,
3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.3142857142857143,,,,,,,,,,
3754,,,,,,,,,,,,,,,,,,,0.07692307692307693,1.3846153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,,,,,,,0.07407407407407407,1.1851851851851851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.7333333333333334,,,,,,
3759,,,,,,,,,,,,,,,,,,,0.08,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.7058823529411764,,,,,,,,,,
3763,,,,,,,,,,,,,,,,,,,,,0.0625,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,,,,,,,,,,,,,,,,,0.06060606060606061,1.393939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,,,,,,,0.07692307692307693,1.6923076923076923,,,,,,,,,0.0625,1.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,0.9655172413793104
3785,,,,,0.05714285714285714,1.7714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.9259259259259258
3790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.3714285714285714,,,,,,,,,,
3793,,,,,,,,,,,0.06060606060606061,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,,,,,,,,,,,,,,,,,0.06060606060606061,1.4545454545454546,,,0.0625,1.0625,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.7647058823529411,,,,,,,,,,
3799,,,,,,,,,,,,,,,,,0.0625,1.875,,,0.06666666666666667,1.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.8,,,,,,
3806,,,,,,,,,,,,,,,,,,,0.07407407407407407,0.9629629629629629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,,,,,,,,,,,0.05714285714285714,1.2571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,,,,,,,,,,,,,,,,,0.058823529411764705,1.1176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,1.0344827586206897
3826,,,,,0.05714285714285714,1.8285714285714285,,,,,,,,,,,,,0.07692307692307693,1.4615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,1.5384615384615385,,,,,,,,
3828,,,,,,,,,,,,,,,,,0.06060606060606061,1.5151515151515151,,,0.0625,1.125,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,1.5
3829,,,,,,,,,,,,,,,0.14285714285714285,1.4285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,,,,,,,0.07407407407407407,1.2592592592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.4285714285714286,,,,,,,,,0.07407407407407407,2.0
3832,,,,,,,,,,,,,,,,,,,0.08,2.0,0.06666666666666667,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,,,,,,,,,,,,,,,,,0.0625,1.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.8235294117647058,,,,,,,,,,
3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.8666666666666667,,,,,,
3845,,,,,,,0.07692307692307693,1.7692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3858,,,,,,,,,,,,,,,,,,,,,0.0625,1.1875,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,,,,,0.05714285714285714,1.8857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,1.103448275862069
3864,,,,,,,,,,,,,,,,,0.06060606060606061,1.5757575757575757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.4857142857142858,,,,,,,,,,
3867,,,,,,,,,,,,,,,,,0.0625,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,1.2272727272727273,,,,,,,,,,,,,,
3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.8823529411764706,,,,,,,,,,
3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.4838709677419355,,,,,,
3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.9333333333333333,,,,,,
3891,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.037037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,,,,,,,0.07142857142857142,0.8571428571428571,,,,,,,,,0.058823529411764705,1.2352941176470589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,,,,,,,,,,,,,,,,,,,,,0.0625,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,
3896,,,,,0.05555555555555555,1.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,,,,,0.05714285714285714,1.9428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.542857142857143,,,,,,,,,,
3901,,,,,,,,,,,,,,,,,0.06060606060606061,1.6363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,1.1724137931034482
3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.9411764705882353,,,,,,,,,,
3905,,,,,,,,,0.045454545454545456,1.2272727272727273,,,,,,,,,0.07692307692307693,1.5384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,,,,,,,0.07407407407407407,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,,,,,,,0.07692307692307693,1.8461538461538463,,,,,,,,,,,,,0.06060606060606061,0.9090909090909091,,,,,,,,,,,,,,,0.05555555555555555,1.2222222222222223,,,,,,,,,,
3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,2.0,,,,,,
3928,,,,,,,,,,,,,,,,,0.058823529411764705,1.2941176470588236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3930,,,,,0.05555555555555555,1.6111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3932,,,,,,,,,,,,,,,0.13333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,,,,,,,,,,,,,,,,,,,,,0.0625,1.3125,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,,,,,0.05714285714285714,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.6,,,,,,,,,,
3937,,,,,,,,,,,,,,,,,0.06060606060606061,1.696969696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,2.0,,,,,,,,,,
3941,,,,,,,,,,,0.058823529411764705,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.8
3942,,,,,,,,,,,,,,,0.14285714285714285,1.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,0.15384615384615385,1.2307692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06896551724137931,1.2413793103448276
3956,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,0.9696969696969697,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,,,,,,,,,,,,,,,,,0.058823529411764705,1.3529411764705883,,,0.0625,1.375,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.1111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,1.2777777777777777,,,,,,,,,,
3970,,,,,,,,,,,,,,,,,0.06060606060606061,1.7575757575757576,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,1.6923076923076923,,,,,,,,
3979,,,,,,,0.07142857142857142,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.6571428571428573,,,,,,,,,,
3981,,,,,,,,,,,,,,,,,,,0.07692307692307693,1.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,1.0303030303030303,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,1.25,,,,,,
3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.8666666666666667
3998,,,,,,,,,,,,,,,,,0.058823529411764705,1.411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.6774193548387097,,,,,,
4001,,,,,0.05555555555555555,1.7222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,,,,,,,0.07692307692307693,1.9230769230769231,,,,,,,,,0.06060606060606061,1.8181818181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,,,,,,,,,,,,,,,,,,,0.07142857142857142,0.7142857142857143,,,,,,,,,,,,,,,,,0.05555555555555555,1.3333333333333333,,,,,,,,,,
4019,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,1.0909090909090908,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,,,,,,,,,,,,,,,,,0.058823529411764705,1.4705882352941178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.7142857142857142,,,,,,,,,,
4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,1.3125,,,,,,
4032,,,,,0.05405405405405406,1.4054054054054055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,,,,,,,,,,,,,,,,,0.06060606060606061,1.878787878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.1851851851851851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.7419354838709677,,,,,,
4038,,,,,0.05555555555555555,1.7777777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.9333333333333333
4046,,,,,,,,,,,,,,,0.13333333333333333,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,,,,,,,,,,,,,,,,,,,0.07692307692307693,1.6923076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,,,,,,,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,,,,,,,,,,,,,,,0.14285714285714285,1.7142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,1.3888888888888888,,,,,,,,,,
4063,,,,,,,,,,,,,,,,,0.058823529411764705,1.5294117647058822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.7714285714285714,,,,,,,,,,
4067,,,,,,,,,,,,,,,,,0.06060606060606061,1.9393939393939394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,1.375,,,,,,
4069,,,,,,,0.07407407407407407,1.4814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,,,,,,,0.07692307692307693,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,,,,,0.05555555555555555,1.8333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,,,,,,,,,,,,,,,,,,,0.07142857142857142,0.7857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,1.2121212121212122,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.0
4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,1.4444444444444444,,,,,,,,,,
4096,,,,,,,,,,,,,,,,,0.058823529411764705,1.588235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,1.9285714285714286
4099,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.2592592592592593,,,,,,,,,,,,,,,,,0.05714285714285714,1.8285714285714285,,,,,,,,,,
4100,,,,,,,,,,,,,,,,,0.06060606060606061,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,0.15384615384615385,1.3846153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,1.4375,,,,,,
4112,,,,,,,,,,,,,,,,,,,0.07692307692307693,1.7692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,,,,,0.05555555555555555,1.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,1.8461538461538463,,,,,,,,
4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,1.0666666666666667
4131,,,,,,,0.07142857142857142,1.0714285714285714,,,,,,,,,0.05714285714285714,1.2571428571428571,,,,,,,,,,,,,,,,,,,0.05555555555555555,1.5,,,,,,,,,,
4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.8857142857142857,,,,,,,,,,
4136,,,,,,,,,0.044444444444444446,1.3777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,2.0
4139,,,,,,,,,,,,,,,,,0.058823529411764705,1.6470588235294117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,,,,,,,0.07407407407407407,1.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,,,,,0.05405405405405406,1.5675675675675675,,,,,,,,,0.13333333333333333,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,0.9411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,,,,,,,,,0.044444444444444446,1.4222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,,,,,,,,,,,,,,,,,,,0.07142857142857142,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,,,,,0.05555555555555555,1.9444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,1.935483870967742,,,,,,
4160,,,,,,,,,,,,,,,0.14285714285714285,1.8571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,1.5555555555555556,,,,,,,,,,
4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,1.9428571428571428,,,,,,,,,,
4169,,,,,,,,,,,,,,,,,,,0.07407407407407407,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,,,,,,,,,,,,,,,,,0.05714285714285714,1.3142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,,,,,,,,,0.044444444444444446,1.4666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,,,,,,,,,,,,,,,,,,,0.07692307692307693,1.8461538461538463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,,,,,,,,,,,,,,,,,0.058823529411764705,1.7058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06060606060606061,1.1515151515151516,,,,,,
4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05405405405405406,1.2432432432432432,,,,,,,,,,
4190,,,,,0.05405405405405406,1.6216216216216217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,,,,,0.05555555555555555,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,1.5625,,,,,,
4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,1.6111111111111112,,,,,,,,,,
4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06451612903225806,2.0,,,,,,
4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05714285714285714,2.0,,,,,,,,,,
4207,,,,,,,,,,,,,,,,,0.05714285714285714,1.3714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,,,,,,,,,,,,,,,,,,,,,0.058823529411764705,1.0588235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,,,,,,,,,,,,,,,,,0.058823529411764705,1.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
