,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
L0_354,0.031026339,0.058880505,0.103316828,0.109698769,0.103981326,0.101775265,0.085635222,0.087231955,0.078752546,0.073751217,0.066092534,0.053667244,0.046190249,0,0,0,0
L0_378,0,0.070345835,0.100390951,0.116239502,0.104856951,0.119684681,0.083400142,0.077553806,0.061224025,0.063112798,0.047943796,0.062496268,0.050670321,0,0,0,0
L0_402,0.031518503,0.096350252,0.133922757,0.137645781,0.124189975,0.106469628,0.074860849,0.071852032,0.061426931,0.037477065,0.032015831,0.029290696,0.02527604,0.020549523,0.017154137,0,0
L0_426,0.116901453,0.212401878,0.202445879,0.139817749,0.091190559,0.083027369,0.057333341,0.042897525,0.020714586,0.012090988,0,0,0,0,0,0,0
L0_450,0.218865519,0.295151182,0.202170052,0.115884552,0.080216132,0.046214997,0.02638269,0.015114875,0,0,0,0,0,0,0,0,0
L0_orig,0,0.098055381,0.162284002,0.145657229,0.173028193,0.127019369,0.096487766,0.10790932,0.08955874,0,0,0,0,0,0,0,0
L2_354,0.054882616,0.129598815,0.155510376,0.137222118,0.103380274,0.073327448,0.0648147,0.058752394,0.041470724,0.036504152,0.037764516,0.030604616,0.028079081,0.025056769,0.023031399,0,0
L2_378,0.051442223,0.126887428,0.151668377,0.132735115,0.098447617,0.10022793,0.064256342,0.05795713,0.054590035,0.039696366,0.028007149,0.028688505,0.026293969,0,0.020382543,0.018719271,0
L2_402,0.052442801,0.130162485,0.157795368,0.148273879,0.111174413,0.096631428,0.070276369,0.051613155,0.039633523,0.03091946,0.023972237,0.017880977,0.015879036,0.014969062,0.011920131,0.010016376,0.008180718
L2_426,0.114472908,0.215802356,0.219776162,0.155332304,0.097812047,0.075279532,0.044935445,0.02849983,0.019642795,0.010658562,0.007549395,0.006338355,0.003900309,0,0,0,0
L2_450,0.226482497,0.330283821,0.206980219,0.108864105,0.069461315,0.038610476,0.019317567,0,0,0,0,0,0,0,0,0,0
L2_orig,0.054882616,0.129598815,0.155510376,0.137222118,0.103380274,0.073327448,0.0648147,0.058752394,0.041470724,0.036504152,0.037764516,0.030604616,0.028079081,0.025056769,0.023031399,0,0
L5_354,0.036634536,0.102282003,0.126838807,0.134146426,0.102453945,0.085825718,0.05697684,0.058030422,0.043813944,0.039591553,0.035685981,0.029074528,0.024151723,0.024368845,0.020418255,0.021066237,0
L5_378,0.036980024,0.110412019,0.150081201,0.152214195,0.112370451,0.085518515,0.059180298,0.044525359,0.036482569,0.030161884,0.023308737,0.019773568,0.021141278,0.017076551,0.015118098,0.015164884,0.014835267
L5_402,0.036255726,0.09919573,0.129902587,0.138674972,0.115825362,0.101485254,0.073096404,0.058778255,0.045918561,0.035619226,0.026569835,0.024318928,0.019137544,0.016381904,0.012902394,0.012028461,0.010365465
L5_426,0.128032714,0.309785722,0.250019857,0.138603839,0.070193389,0.039053277,0.022073972,0.01477627,0.011423978,0.006892747,0.004423615,0.002933946,0.001786673,0,0,0,0
L5_450,0.253100118,0.373034706,0.200117418,0.092510999,0.040697425,0.021646602,0.010922998,0.005721018,0.002248715,0,0,0,0,0,0,0,0
L5_orig,0.054983362,0.109082889,0.146361038,0.138018992,0.09787909,0.100928137,0.067410049,0.062160714,0.068116778,0.036568754,0.037567139,0.038708308,0.04221475,0,0,0,0
L8_orig,0.037678907,0.080084926,0.099995246,0.1027994,0.081859297,0.071181112,0.060275564,0.058255538,0.04659091,0.037454726,0.038985441,0.03300723,0.036234673,0.029654214,0.03018794,0.020747701,0.026392952
L8_354,0.037097639,0.078849467,0.098452633,0.101213527,0.080596464,0.07008301,0.059345701,0.057356838,0.045872158,0.036876917,0.038384018,0.032498031,0.035675685,0.029196743,0.029722235,0.020427629,0.025985792
L8_378,0.028912744,0.089162958,0.150203319,0.147641511,0.116779622,0.091916686,0.06706291,0.048192627,0.038013364,0.028946249,0.023647744,0.02045522,0.017596473,0.017964086,0.017063867,0.014822973,0.01308221
L8_402,0.03767561,0.094903799,0.126345814,0.136086517,0.116806084,0.105238517,0.076213728,0.057572753,0.047577367,0.036126957,0.029347172,0.022379939,0.01891479,0.017892499,0.012567517,0.010655886,0.009748821
L8_426,0.100914865,0.206434587,0.194603106,0.159421538,0.110812988,0.081193213,0.051487406,0.033817781,0.021801694,0.014819064,0.010122736,0.006379777,0.004476904,0,0.002423156,0,0
L8_450,0.218984778,0.310131468,0.200657824,0.116755859,0.065199261,0.041747377,0.021936961,0.011615922,0.007182717,0.003531063,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
L8_orig,0.037678907,0.080084926,0.099995246,0.1027994,0.081859297,0.071181112,0.060275564,0.058255538,0.04659091,0.037454726,0.038985441,0.03300723,0.036234673,0.029654214,0.03018794,0.020747701,0.026392952
L8_354,0.037097639,0.078849467,0.098452633,0.101213527,0.080596464,0.07008301,0.059345701,0.057356838,0.045872158,0.036876917,0.038384018,0.032498031,0.035675685,0.029196743,0.029722235,0.020427629,0.025985792
L8_378,0.028912744,0.089162958,0.150203319,0.147641511,0.116779622,0.091916686,0.06706291,0.048192627,0.038013364,0.028946249,0.023647744,0.02045522,0.017596473,0.017964086,0.017063867,0.014822973,0.01308221
L8_402,0.03767561,0.094903799,0.126345814,0.136086517,0.116806084,0.105238517,0.076213728,0.057572753,0.047577367,0.036126957,0.029347172,0.022379939,0.01891479,0.017892499,0.012567517,0.010655886,0.009748821
L8_426,0.100914865,0.206434587,0.194603106,0.159421538,0.110812988,0.081193213,0.051487406,0.033817781,0.021801694,0.014819064,0.010122736,0.006379777,0.004476904,0,0.002423156,0,0
L8_450,0.218984778,0.310131468,0.200657824,0.116755859,0.065199261,0.041747377,0.021936961,0.011615922,0.007182717,0.003531063,0,0,0,0,0,0,0
