,0,1,2,3,4,5,6,7,8,9
376.16,0.09700012251024437,-0.03585927594597874,0.024160605963800652,0.017281358844422206,-0.019210583321024058,0.05575390725428138,0.03992031404131724,0.12112597430808764,0.035538917827201866,0.02518425404087324
376.2,0.0648160841105685,-0.010475343289672541,0.11074562195056102,0.006895424766434214,-0.01409906251641873,-0.02344466543655433,0.029094903679926704,0.1788752575308195,-0.02024272837980476,-0.023227868393662046
377.16,0.0692934764198288,-0.04815213569586249,-0.04392873949633913,-0.018305995497539182,0.006504706374913051,-0.003708091244502767,0.07812117332609504,0.06870663586308738,0.018517875537509255,-0.021101723987652064
379.14,0.04822564667142913,-0.0425522393907537,-0.044024821708555456,-0.02074517852301519,-0.00021414956933715756,0.059459525131187435,-0.05687942767326526,-0.02275884491878219,-0.05338928794536965,-0.10237795545711022
379.17,0.03725276679685329,-0.00823232624451864,-0.06136527723402152,-0.051487131687331184,0.015526267011319414,0.027496440897086652,-0.049683329088605926,0.1089400361247029,-0.09303402514967699,-0.02422660349326687
380.19,0.05669408080307374,0.014240271490895795,0.005771625208136025,0.043183564319730305,-0.03305046368371026,0.03872025745169724,0.007387967076092072,0.08397087997933783,-0.039246868858049,-0.10408087326747952
381.15,0.056674670425619994,-0.03715039674320046,-0.05926294690953177,-0.02275244044046576,0.07830790637248947,0.058896983982092185,0.06647592832396067,-0.018856282633369068,-0.10229053568067731,-0.042133162227735915
383.13,0.09137918930260093,-0.014762367442523402,-0.04318487934414238,-0.04098333762437889,-0.03632011624130564,0.04396017861335438,-0.015871125211972842,0.06790798640919261,-0.03760497923604819,0.05660273804293866
383.17,0.07765183527932609,-0.009006720475154212,-0.0587400901302305,-0.03194092902886725,0.11426466260592222,0.029129331766133415,0.023004692230665397,0.024074977426685365,-0.029812524034314974,-0.026022954737213916
384.13,0.07455739937551326,-0.015567968258080898,-0.053874231225021045,-0.04206967957503854,0.004420025851522902,0.03636638100210364,-0.010810122230132169,-0.014683907266820895,-0.02550905483363533,-0.13026923826893114
384.16,0.10122153917620941,-0.026133102323720542,0.0036967020288490022,-0.015460754450832503,0.01884917623004967,0.03265703615855295,-0.05499313275947815,0.0657890004984554,-0.014895446009535743,0.008235663517252773
385.11,0.05845283326491671,-0.02157564561704652,-0.0936535861555274,0.05958340455660577,-0.05102923497008427,0.011195362947031745,-0.03308789444135107,0.011262034653575417,0.0002150686813052194,-0.12411275137737288
385.15,0.09712575578256592,-0.028777066502051092,-0.030352294370063437,-0.04214586369304731,0.008979184866862444,-0.009148890548199506,-0.020684541170612636,0.03353054461736901,-0.09619935746324759,0.05942420784840849
385.19,0.047862607235353294,0.00611314032660489,-0.026005099309420535,0.014718677638457023,0.047277148638529096,-0.03795015976902866,-0.012057132908995655,0.08804422310036636,-0.010996797540765019,0.04074108976993705
386.14,0.0973907458637551,-0.028074859643692697,-0.025827596669889145,-0.008523981894370878,-0.018790935424839186,-0.00820148771697754,0.05221795815771444,0.07062705129275804,-0.08157648924709565,0.054685033002818795
386.15,0.07461841812410613,-0.016273494793900344,-0.06708898785732077,-0.0011126909278006342,-0.03977166775631268,0.022127057218240098,-0.04833873439315714,-0.07938018324850118,0.01577748331650225,0.04330161137681565
387.09,0.07998772409663703,-0.05129436155938263,-0.03607499897744644,0.03911696016429662,-0.05470917751600915,0.028656726449876324,-0.02386153517066006,0.005622762424372856,0.06049100229318616,-0.003726650229658051
387.13,0.06409393567667215,-0.012421617403641309,-0.06843306209001901,0.03906384780483421,-0.020496138727910715,-0.0014843317577121207,-0.003658989671052021,0.1245715039895291,0.027880613307939395,-0.05353817459294402
387.2,0.08603291965285947,0.00624348906421672,0.016846716395052225,-0.012545380086246815,0.0658113505181739,-9.741847540711834e-06,0.028577382555996234,0.057427722592805375,-0.07593216307463316,-0.022593188381613394
388.12,0.033253104011848354,-0.028411232263808633,-0.08760607281310889,0.09213919190907843,0.037841867402047216,0.09007089920398768,-0.006336804324409723,0.014298698047849667,-0.08502364198953755,0.026503947289307356
389.11,0.03244846918415186,-0.043460585711249125,-0.0361720211608839,0.17796664434778586,0.026186579617143435,0.016693832875178283,0.005808869553621865,-0.03557899917976226,0.13542849320202566,0.017834258851798138
389.14,0.09083917387686741,-0.04023925643703581,-0.05817281917977781,0.012423654352990173,-0.028557094046428727,0.06171512413229274,0.017569764386984835,0.049881511911099075,-0.02125586966423204,0.04497595369911217
389.23,0.04885139265507572,-0.0688053354073647,-0.049379972424643856,0.10849654934073408,0.007665519113823691,-0.18691913665787224,-0.002298785154402662,0.018756233073602135,-0.07082192859169117,0.1091864117974437
390.21,0.09253566956565992,0.012402940188416901,0.054103489448659614,0.018629459067723023,0.04356504542062033,0.0026415862169518814,0.06838455203216967,0.08559279617787445,-0.06561527398551284,-0.0193805157601169
391.12,0.01543910035438936,-0.04206100697673213,-0.07994445255917275,0.14038243852783686,0.06806011408855064,-0.02165554952353268,-0.017629911824962943,-0.031704625840035014,-0.046610254126974615,0.04726676912131014
391.17,0.08108938657418108,-0.018266970389709203,-0.01983547857007154,0.030142023540414762,-0.010989519362703733,0.028945564561333677,0.04837245306100284,0.11390431430415593,-0.06359609476463794,-0.030940712900371065
