,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10
depth,,,,,,,,,,
31.3,-0.16168531684902446,-2.241276145143154,1.5252064214111452,0.5023228927744802,-2.024945533293272,1.510675528554379,0.06456201604378048,-1.1242521524710514,-0.32235391313934375,-0.029268075361063645
31.5,-3.2093184097555953,-6.358468313208125,2.8180237134662924,1.6714324795528397,-1.7679388468825774,1.5075890108488201,-2.5555902251086406,-1.5036482282092931,-0.13161862647863035,-0.5901752115741749
31.7,-3.3897140722916927,-6.107119403674952,1.242411952372233,3.7886022724951975,1.3722783532135798,2.0170982459688913,-0.3227422266900082,-1.3944908731078336,-0.20037762179346777,-0.5493639541202319
31.9,-1.689453550286,-1.1486030327785757,-2.607362049241619,1.0548189828722379,0.5544822291175401,0.27870935710314776,-0.34465689824474527,1.6168119223226383,-0.13201598306803194,-1.383032798399928
32.1,-2.4015296268293245,1.1552860961507936,6.6108311262948085,1.6442088050696086,0.10544001223803165,-1.786428101328071,0.5910261343585764,-0.1857293887890704,-0.019858260487603422,0.9067884714555022
32.3,-2.417981232108642,-0.4074236667985627,2.0055974589719785,1.3544656064683767,-0.8321915758055818,-0.4125458702611415,1.4585495302247136,0.08669981782532876,-0.7350476480220252,0.07050202896719764
32.5,-2.147468515160292,1.332523150013926,2.042824049416603,-0.678621331268227,-0.5122250953453907,0.14291921882026531,1.4370618429369844,0.025818938414765298,-0.19204058114320913,-0.57079817350392
32.7,1.9504722533955068,2.147013313540716,2.912294670955933,1.4520543942872783,-1.049386307979026,1.8921740109697276,2.3550963778879876,-1.3481994893908387,0.5729862396232459,-0.9935703483856863
32.9,-0.971441073216829,-0.32746073613527515,2.1517597482896273,-3.254989855632753,1.9642769923454417,1.4919744175500054,1.6743944639109962,-1.282953533223732,-1.9227615991048839,-0.21253375914273673
33.1,-1.6310689978634942,0.07590406637010458,-1.201761168897714,-2.822881454456589,-2.797328337050863,2.8530929195539825,3.0347479672790176,1.747432168552007,-1.7488304170492441,-0.4186252637990047
33.4,-8.72942913788297,0.440179017053576,1.6581102212594463,-1.516791793173699,-2.622129347351264,2.728795579194854,0.5217104801775737,-0.28350611247228513,-1.4944025038450024,-0.3261241839906234
33.6,-4.477340300815899,2.2866345594795643,-2.884205183712908,1.1222840966311733,-1.7096537364676707,4.379537836041068,1.9775109348729865,0.4600562090554934,-1.735882037642409,-0.9390391861854699
33.8,-2.145076350651404,0.44982502099950816,-0.08802620148961622,0.6686300307467231,-0.8271336742945024,2.8162662874289297,0.3034372159246282,0.8087968769444772,-0.838144160380204,0.7345847689574898
34.0,-2.157539374188843,-1.3258404086096025,3.4894018076440325,0.2737318946821413,1.7619583825704703,3.863084150328482,-0.00018636183119085837,0.8749252659777585,-2.895871789630431,0.494796050750235
34.2,-5.885235959751704,-1.9120973102021437,0.005186649595131944,0.939868357458049,1.190423943085559,4.1335259510737306,1.7224520450775727,1.4678823331840678,0.9569138093262936,-0.6210847978032726
34.4,-3.2863217744480657,4.16140809353064,0.11510837462466515,0.37543162895832016,0.22297697331038063,2.9507105826554856,0.003413627050384518,-1.288266653855752,-1.4275417340541692,-0.20716497958140231
34.6,3.108509197344428,3.5543392430847676,-0.3979462080327437,-2.2238296456811537,1.4278509220716107,1.7509786185826122,1.7969456821471872,1.9685983281362738,-3.162873867713595,-1.6866440109867034
34.8,4.815003466653593,8.0627658177149,-3.9175117205482004,-1.489726867643472,-1.1614202659957098,0.951903684293124,0.8084573634155298,0.12817551264337435,0.6085715265169639,0.023276939999022552
35.0,4.70540389547257,4.060407886508568,-1.063630389309038,-1.333780507353699,2.378193974606049,2.0527663451095837,1.2193280522429983,-0.5253979767020571,-0.3723380303779493,-0.510859662063954
35.2,-4.619197353865102,1.169915536748983,2.5585351299292625,1.4690810988969492,0.26849682340673736,0.7212282211932873,-1.4521647689080848,-2.201946599917525,1.6907384580669864,1.72639351264947
35.4,-4.717336862833765,2.045690141982247,0.24473457222845707,-1.440298614847562,-3.0265353124923973,2.1272627471385253,-0.6429405203588363,2.395536768732264,-2.190221062840504,0.5481435459344899
35.6,-2.7892834424065605,0.4940094412714543,3.567442535659531,-0.2702208393168228,-2.0987967455966308,-0.10751058899581116,0.2618961962049052,0.6081063479556369,-1.6939195587890647,-0.004907743966309042
35.8,-6.046819203903875,-3.1781068157083237,6.807905485679089,-1.6755069975647336,-2.2904165512653,-0.24345525735612875,-0.6004122129134488,-0.36417435108675345,-0.07916331207875284,0.8964458918502821
36.0,-1.1527601894498192,-1.5377541210031742,4.291728364131757,2.2338247901769646,-1.3507681523272654,-0.48899908486100757,0.03980471891287351,-1.4710291007637355,0.7911127377081948,0.23099828592921415
36.2,-2.1410294395672076,-8.358054941951199,2.904281789512166,-1.9782603205027927,-2.4812751434336806,-1.2449286330009801,2.1681219107752456,0.9241878054053266,-0.31099321248847167,-0.03903360327010011
36.4,-1.1254280347070187,-8.898419434356482,2.8474141671801187,-2.9341983336829345,-2.023681462732621,0.31558596823913876,0.7659271356227632,-0.7224641337079275,2.451683440759317,-0.3793441965993179
36.6,-1.3716416990025047,-4.899618122818031,1.4663989364187036,0.04511982666636312,-2.091749370189946,0.774753983426608,-0.17290086114813066,-0.3172728492804673,0.24839167231505188,-0.30973088730507886
36.8,-5.352693178712616,-4.783508108235359,3.4334659275423127,0.6282893105898999,-1.3555270945265268,1.8928453377669148,1.6847134891976658,-0.03213478062233359,-0.38784238067408594,-1.1776731924700137
37.0,-4.181522048912867,-4.310895887091031,-2.968171833303029,-0.08870828531905424,-0.9803316308687502,1.0426511456126988,0.8094738738479517,-0.7327462851852827,-1.270690182818542,0.052442685066869846
37.2,-3.157589869771162,-5.210686917716006,-2.8780689226456886,2.1060664870412373,-1.1467394035348457,1.231087190391432,0.812292186879972,-0.33317586402254024,1.3355090767825484,-0.562238650068899
37.4,-3.6159801535143017,-5.051881779033148,-2.1705702670156914,1.755512288776681,0.593249716160706,1.6002878809577512,-1.2123067379431858,-0.7597740782007448,0.6966026885595068,-0.31529909481663726
37.6,-6.1972513279831904,2.9425429529565634,-0.4856770504483305,4.2608954685438265,-2.149547742759283,0.7284203333770873,-2.0903589934726057,-1.0731113681861704,0.3449190720177224,0.7847679443496516
37.8,1.1687440653409935,-4.455565064216367,4.126136462423883,-1.9515881487839888,-0.40631301065575254,-0.04065971557419088,-0.21093007593703436,-0.9027159331175733,-0.5973096897261049,0.6424550204888326
38.0,3.5219835911214497,-2.2450736491522436,1.9222902358767668,-0.2179934645635016,-0.6951394971135056,1.1693261910633923,-0.11495417153493906,-2.3350623962468853,-0.2830655112903526,-0.1382516265273144
38.2,5.274824255264314,-3.158599350240277,4.690790308720423,1.5310647079698787,0.8579764922075701,1.095960814134919,0.5875244880499094,-2.128493287602941,1.284456724991341,-1.479751949686097
38.4,-3.0417906303801927,-7.8432250261322745,6.33324346996419,1.5221700590288265,-1.4218002513130794,-0.13310052734444205,-0.8522999308920542,-1.0180009613847214,0.3332724292835717,-0.6926727477443407
38.6,0.6462560859561002,-7.714854029782605,0.4070223533204085,-1.331357642964826,-0.9067644268188453,0.4703090604992313,1.4591783149227817,0.4411462286328781,-0.8594997586403035,-0.30402711345544925
38.8,-3.1739061311796006,-6.030734017258853,-3.038126849051078,-0.06706527320066212,-1.8056429672203704,1.1731732036213227,0.8825624763746289,-1.1477339948385643,0.4488730897244416,-1.5183605726950917
39.0,-7.7971135493983805,-5.28753958934225,-4.707012325210301,2.7473784089319935,-0.9826129576451662,1.5485386558707888,0.5926593067716434,0.7208902722698889,-0.8176018938402957,0.12327430412548471
39.2,-10.575271912343924,-8.267896046005369,0.8947422292786702,-1.8572903954488709,-1.3963157426034727,0.9577151432851068,0.42480789873724173,0.6732655682334971,0.7117603192067069,0.18342088023634187
39.4,-5.143283572899912,-7.992120162293878,0.7233037536471829,1.1080032913906401,0.5889973247309831,1.2368157919981844,2.135965015838186,1.3083643533109097,0.6857338145289054,-0.5729999011462511
39.6,-9.72883550853404,-5.773168874378912,-5.862910625494376,0.5690216136659939,0.18801546639617997,3.658368886760909,2.0132171263482657,2.1211807201315795,3.685568607165001,-0.062386399276713383
39.8,-11.779849247845982,-8.323564443772161,0.9167278401269919,-0.5266594130511792,-1.6274150399579053,2.1526008618834784,-0.14268968321442152,-0.9038181711720864,0.49489406548960807,0.06675865465112246
40.0,-11.002701054475425,-7.1735911148736955,-2.629741780484029,-1.4508854187315894,-1.778739983861116,0.6410579350491149,0.4860511180858634,0.2081067918594428,-0.1021056801353611,0.09562230853990333
40.2,-8.145865221800252,-12.169485703396072,0.6678633025294313,-3.331008638023941,-1.628005163683049,-0.47161988798461263,1.932995788920007,1.4335231183339987,-0.92914011646405,0.4200611661525236
40.4,-3.128629405764443,-10.790836441586235,5.971550132874484,0.026348826571074492,-2.9116209996671407,-1.1534813303113272,2.2759472774516585,-0.8911501622925744,0.5995679739172042,-0.3161432492156873
40.6,18.095288238524354,-5.729758387303544,6.284861054141281,3.2260453415572456,-4.294313234435143,1.3548601634711923,1.1491297178554278,1.25238579797455,0.7994520792601797,0.9515995702535817
40.8,13.96299248180109,-7.543535984298241,-0.44114241549173133,-0.660505046120712,-3.4923277257405534,0.8841080955292183,2.086786575687036,4.221204570300313,2.7003874336775335,-0.36762820920111183
41.0,13.677291081864166,-7.7867968013615245,-0.96385362054071,0.702690076816133,-5.832891038542386,0.08739053186984187,1.8101991398899957,-0.20901342703639628,0.06336185333510937,-2.4775209315510924
41.2,7.597499643131756,-10.246089747150265,2.7007197684261306,0.7596864991464196,-1.3077085121718723,1.8474657732984425,0.2763235246551456,3.41182745156155,-1.2212998436995743,1.051086013514237
41.4,13.256751289612378,-4.412262259680934,3.0542999386005714,4.15140795081292,-1.509630834618828,1.4641203547301802,-0.5845654370752299,0.9274031746019178,-0.8753308084924973,-0.8094837386537904
41.6,19.49458927729026,-7.432755503713036,-3.373000653535765,0.40454717943515,-2.590288532916963,-0.1105285168008587,3.790610278377639,1.2742567713407393,-2.496643030459732,-2.3534628349447138
41.8,21.070642515398415,-2.8811747920717306,-1.686907116039736,-0.255429291282744,0.7804158808237743,1.9478330676628366,0.5667575615889193,-1.0614265853016551,-0.8165811569048368,0.1380756338995413
42.0,21.820602077936353,-2.5771734399365256,0.8840450649987113,1.388950545158722,1.890591852232595,0.3289532034883244,0.06390512974172406,-1.239415835718969,-0.8843772417920849,-0.8830224361063769
42.2,15.471128234493627,0.8689403917015704,-2.680519890321051,-0.08258069949948756,2.712176519712988,2.752927096799275,-1.832061699063259,-5.177805135237124,-0.8645858394138495,-0.357986142585213
42.4,24.9258876507356,1.4358969139036397,-0.27405688504807374,-2.0348613926904844,-0.10581349614567769,0.512981764115589,2.438602163134839,1.8319140463874461,-1.7910586785219558,2.4533200755318143
42.6,25.785426268319473,1.0022158691962142,0.7323825886068703,-0.9300613167018917,0.8831856758276148,1.42184680873895,-0.011391579943591952,-1.7043815045042605,1.6132504109591348,1.8734176723852876
42.8,16.659989537333363,-1.7473161570585565,0.38178940501289704,-4.629593242912828,0.004914732390487988,0.4898369447907092,1.848718615455544,-6.887503414590042,-0.5332770533637576,3.4246790030963155
43.0,12.213508647108947,-4.4946772438854605,0.5987411143282384,0.4626372910344765,-0.5669416024300592,-1.3463367278838616,0.6806724513185224,-2.0778798859713414,0.5044534768293678,-0.8382678538866499
43.2,13.165964600361196,-2.9302113517393353,8.804379608985299,5.573346597382909,2.9717657690032384,-2.3495217727102755,11.457626050176541,3.7028903320141904,5.125181174944878,-1.4579481204310616
43.4,2.9756389174389484,-3.3666608934376714,2.636057122495837,2.6328016424983587,-1.6007565278881513,-3.3963993183166195,4.429288584225381,-2.4287432172645613,2.2679691173262544,1.9711237169968092
43.6,-3.5907146017485685,-4.441224781534545,5.678062666654219,-6.0565688420104555,-5.296381510897132,-4.676938014488433,0.9836441050756275,-3.7927068659436456,-1.258822068206369,2.6254410401733868
43.8,0.4997217284656018,-2.334740043875102,4.692636307007011,0.39923094285189126,-0.6465049166654198,-1.6243167408303743,1.4519078814748212,-3.2865564967813627,-3.6835146793337574,3.339237127255349
