,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10
depth,,,,,,,,,,
8.6,0.7287544874493589,-0.4591618300731398,-8.330270879551504,0.36852095194807327,1.1985903112842708,-1.1265194024761984,1.2158362622593029,0.02974770244192563,-1.250410203667687,-0.5345877833517481
8.8,-2.2020006665351874,0.6916649448674375,-3.5945260180819787,-1.1564599769786754,2.4131184386133713,-0.7810866771521751,-1.1735937367291223,-0.35946879080910077,0.9730117024573466,0.9331408492573906
9.0,4.450897525551732,6.469810981143466,-3.9956954423678446,3.4864296598140867,4.500805305430843,-0.9132334632341489,-1.0102935925263177,2.0324252153762874,-2.030111139841683,0.4441072471749758
9.2,-1.766471643824207,2.3763514541783337,0.6314136351654684,0.5935913726140538,5.334732174899492,-5.2220820968050115,-0.8842636721601942,5.210772076673934,2.9903039452842703,-1.0725641616714225
9.4,-11.824509267506066,-5.160625410216289,1.0082236947942977,-4.324996741009111,-1.5393386085932523,-7.2274434106553,-0.0493212768828108,0.28425140468553256,1.5156403610238254,0.4043744117508398
9.6,-5.86973799871899,4.170132484811104,-3.474092861651767,0.3481762564123831,-0.2867906546845305,-2.974456733535999,-0.9985465550390176,1.979981775182716,0.5473828640088202,0.08937163548222098
9.8,-7.173309325851623,1.78801341442293,4.743810510945269,1.3674838061200525,-3.172563392662568,-2.4546417156244105,-0.5273723140433472,1.5972481457346706,0.8220812712994844,2.20573602362759
10.0,-4.6824614468295715,2.814105865847538,-4.257589278748279,0.7529726751506479,-1.5632613545697023,-7.398120808654122,-3.0017417151708723,-1.2674995584987612,3.7847620076616146,1.3812826839884846
10.2,-0.8500937851940544,1.2281290922127397,0.8738918743845384,0.1389785033315149,3.0124157244726564,-4.213637418924019,-1.1473621649852301,3.8172916001229322,-0.8476025661412269,-1.2239288195172109
10.4,-3.5709048070977936,-1.7656166630524115,3.7958313504064396,-2.641619373920155,-4.197521776441043,-6.267149918340674,0.7491878985200813,4.007290815072067,-0.5881564734930812,-1.92632602757393
10.6,8.513558122957678,5.426210142569514,-3.7473241327778184,2.444096115247034,-1.6319701278455772,-2.091161697109699,0.5508736003954151,0.510717083130479,1.4410087677010834,0.5846821730580248
10.8,20.930268114380926,2.320185757162841,-1.1813577767005223,3.142594416006726,-1.6994451544646825,-3.313406883417734,1.2448280309633308,6.524998253385225,-3.8136148028857906,-1.1998634739796585
11.0,21.625449206668197,2.0565333376344315,3.905923920642697,3.5007769261888977,3.5517687162739775,-1.9683153905411523,0.1392788417107562,-1.9526340661422161,1.3450272531320544,0.5762818389439989
11.2,12.033432227991089,4.232710351371071,-8.175697986667274,-1.875548528074423,-0.7383436009425249,-1.7619910402968162,6.683508778570435,-8.93390603497737,-5.660164025245382,-3.00796356279203
11.4,11.276816851507757,1.4141909218272974,-1.6656211868618804,-1.5814988040808469,2.9247458490886022,-3.2989138665704894,-1.1848025836511733,-5.674532543579842,-1.4326064299002226,-6.221784000276181
11.6,17.466265887447793,1.3175539416238187,4.783111009503868,-2.653574535447842,0.4491777219737721,-2.8439326847536046,-2.166269039389959,-5.894943067836708,2.771816213052546,-3.0583783677156826
11.8,24.796584368263023,5.1082190817009065,3.1761435950593193,-5.439691775135565,-3.16242564798925,-5.149499029844012,-8.0086605176618,7.375601593815282,8.158019587428148,-10.965370648234973
12.0,9.94446306870845,-2.0749077753097693,4.578089699810827,0.0552461663088009,7.166716767535981,2.2130425009597348,1.4932021464292975,10.07686056389873,-2.3273544331932947,1.3646165812568418
12.2,13.70532462635308,1.078386795746384,-4.046984417793065,-3.33098070022677,1.2769097429188057,-7.127557738540252,10.070361103247953,4.934640125881073,-1.6268313950268776,11.479323256570666
12.4,14.443763332801932,9.832921225334971,-4.571644570124715,-5.362849336406321,-1.9260609345486193,-2.794910405548612,-4.144354788467873,-2.870403935670941,-5.047788618319351,3.502554639106164
12.6,-3.641565960644527,-3.428629625353263,-2.0129972083650687,-3.362174194489559,0.10071206458161391,-0.5326847005667081,-4.017010352877498,1.0331896068201833,-1.1931097953873195,1.658776343677743
12.8,18.192525510509267,4.404615657390735,-0.8364358879195742,-2.683622235565795,-3.138589837562901,3.337754311397282,-0.3180408989290602,1.1781181457961398,1.5304272870834308,-10.095461527713097
13.0,-0.027908565907153654,-5.69815373513593,3.2073151473543082,-3.1453479740489274,10.302746361243457,1.2889839347270262,1.899075104022991,2.052527489746379,-0.6124329774582933,-0.8304345241823029
13.2,-7.632409116509611,-4.8182051328118805,2.631447422304313,-4.213097392271577,2.233468032557766,-0.6371947051031192,-1.4297499278381076,-3.2988775851030057,-0.5335678726319949,-2.464551292704496
13.4,-3.3241854683207293,-5.228383082901792,-2.8062103137842147,3.314005576591225,-0.8426856379720402,-4.267144499294877,-0.9461697607897163,-0.8458436190781145,-3.303878721018751,2.298776284498578
13.6,-2.5163077612804883,-1.1620675824563063,1.4877498968904406,-2.145817062085404,5.2973439377942455,-0.48239425627926646,-6.926596536527119,3.2183069509868862,-4.341724720486086,-2.688369107511689
13.8,1.0860018088784569,-3.744280010861005,2.965513828117529,-2.6973939337902864,5.062996583941825,-2.4945329666886003,-2.9398812279794884,-2.235607808201552,-3.06768605601599,-4.684533532955221
14.0,-3.9167356072771082,-0.8137832913087877,1.3282009584554952,-2.619041363666167,6.486699844846294,-1.520464208225698,-1.354946922279695,-1.787559605549912,1.496902436059469,2.9084178527921027
14.2,-1.4873946952637778,0.7644786217085051,-3.6499183693767665,5.146560065004761,2.2841567906111258,-0.11438016241288163,-0.9143864063613373,5.261594997709796,-2.1940154927658058,-0.20968522529076747
14.4,0.1396342327506907,3.133758459414956,-5.89299020468366,4.227565842875894,0.8928524457519165,-1.6340366580754435,-0.09108917133745592,-2.8126700839007293,6.437237240478153,-0.021900267012749008
14.6,4.490346514707502,0.4589845301101587,-5.012758618902756,-0.05548978988976633,-1.2164053906218828,-0.9509940516145983,-5.1394101627754765,-2.6708488515138806,1.2952946467969966,-0.22288280662874582
14.8,-1.3636917124855483,-1.5217930639936756,-2.354255530323684,4.8175099152298975,2.3776717410262633,-4.6242413917691945,0.5456725487256352,-0.861442986370076,-2.746512057785804,1.885635992023714
15.0,-7.423341509212033,-5.502117069512311,-0.06333638590401958,-4.387059237343114,-2.2272558334032433,0.4944913433087554,-2.672396383920252,2.8539138177977548,-1.1361207357796872,0.08234266979451377
15.2,-2.246474521402207,0.35615207228860785,-8.341979367076132,5.155136570475913,0.8058354318286037,-1.0978959192300628,0.48976948220950345,1.1642136861518515,-0.3123553307146434,-1.4806445053793986
15.4,-2.4562989768921866,-4.949435870023512,-1.5810323662913908,1.9728463249102892,0.6633643076286094,-3.908224595229845,-4.533572761326123,0.4619983589388152,-1.1166276118238474,-2.0492037636913647
15.6,0.35657493134564316,-3.2107279858862707,-4.526397817214187,5.192315030013464,-1.4059005418652595,0.09358898054328295,-0.6786781231078627,-2.2874720790791816,2.192277932081508,-1.0553652159702718
15.8,0.9017576628819537,-4.184005564968063,-6.208957012189466,0.23504789194606981,3.2176439461709903,0.3900637942432126,-0.1957307001421015,-1.0485034552659167,-0.5013810375689706,-0.5577903380818481
16.0,-3.1997270710408565,-6.348855759353294,-5.250115360551702,0.46118697399822906,3.8690270101808633,-0.5041341864131265,-0.5060056581127506,-0.020192896764074063,-0.2711360131618388,0.17444216989452782
16.2,-7.24169122560655,-7.137050126253023,0.21846026026707133,-3.2072331402372027,1.9590158501731447,-0.2422935697248799,-1.2072752387972543,0.9466171939551986,-0.30783060148310326,1.7788964493085124
16.5,-1.855789001376355,-3.6581174612873295,-3.715945372133881,-2.55860222654741,0.7702902270399546,-0.009721665841006448,0.15268783279068046,-0.6043140183631073,-0.6288278838072948,-1.5795320662525052
16.7,2.486350412072977,-2.289678437122255,-1.9403765116494625,-0.13784209771722697,1.3144840839831273,1.235010639525931,-1.0354883583492123,0.11619145063700219,-0.12075317942041613,-0.26569081977441333
16.9,-2.0374828893179275,-3.3777947053899915,-2.9306490643442857,-4.526933629318134,0.8871346382130972,-0.1302932602687423,-0.7509130753259659,-2.049718793353938,0.33290704170573454,0.42118600604672213
17.1,-5.912241478712521,0.9175141960544808,-3.8935254121124574,-4.389513183693513,3.2153311499294666,0.5767883097415087,-1.2774354312805927,-1.9461907860542387,-0.1445416619677325,1.1844541823265966
17.3,-0.07872485433214796,-0.9644530243838828,3.0839448624295778,-1.7863497657198695,4.070028096178222,0.17600460441979113,-0.09634745791703399,-1.5388177177839804,-0.4929142609933319,-0.031001998249811005
17.5,-4.7766184975997374,-3.3764661358538643,-2.351704922104963,-2.7785788087787955,0.6770590338375403,1.189011645374275,1.5197612868169814,-0.258372325802408,1.91924015801234,0.10001120822329726
17.7,-2.4749924386441973,1.9212315243663536,-1.0178065922525246,-1.9432898486918044,1.5206406128734373,0.4251271331828528,-0.3672462154695841,-1.3481687384574734,-0.09644088510979161,-0.2579735824522028
17.9,0.9744078393800715,3.4122729618328025,-2.855736887317931,-0.08795821131315412,4.890439734440599,-1.1407901501447084,3.2918877267470705,0.17604012633702681,3.2038921003219136,-0.5547349461584371
18.1,-0.418223303153949,2.067185021506691,-4.862721983441999,-5.612039857068372,3.8987492685201466,-0.807943875530762,0.3415574987833118,-0.40994534001117083,1.3920973032905593,-0.14670028347746447
18.3,-0.671044907545542,-5.347916063837607,-2.108478327934628,-3.939610533573485,5.421061666496373,0.8152613967242055,0.9358355759480299,-1.900392626023688,-0.6030624898614447,-0.40926471627747735
18.5,-2.208020104837009,-4.1429212335346355,2.7946369312708823,-2.935592651920392,5.917918952406474,0.07041704325932877,-0.4313965912697512,-1.2616081022355667,-0.5140850034569417,0.8126250896125521
18.7,-4.248273683138853,-4.750185326490236,0.16196357828021765,-3.494908636671266,2.3812690964383028,-1.4360813857730226,0.1934362633832072,-0.5466380808631484,1.1108388494840533,0.5158847089618219
18.9,-1.2447779733015414,0.6946079351073456,-2.8032127001402736,-2.809376266273548,-0.7362535902364764,1.00861075855946,1.185947235601095,0.03238013350000661,0.43501192539904254,-0.9294057040495484
19.1,-4.801315448199668,-2.3083159543175626,-0.9298508800271797,-4.973921880342664,1.7783408143993424,-0.6312135809691404,-0.08094616932351534,-0.6805694641819159,0.4025166247184213,-0.44264337093062417
19.3,-4.440915776099958,-1.534232685775032,-0.9533466729369816,-1.3582378113363964,3.064070371735655,-0.14939142653460954,0.8088505676576707,-1.554751602195709,-0.524453523513459,-0.5319421899601917
19.5,-6.327916744666179,-4.474821193546151,-3.409516728561976,-2.664406584614043,0.5446842298522265,2.0877618057745515,0.2856779189448786,-0.9560795405188494,1.568411122341817,-0.18777380276800182
19.7,-4.351716728109053,4.2030242151404495,-2.740258580269207,-1.6022136244105822,0.574515009170249,-0.3239465881814517,0.553369929830689,-0.11003993971548429,-0.3209209662151143,-0.01616815064885234
19.9,-3.8539040521957837,1.492207803132061,1.4527610836242242,-0.7167350235624875,2.441992148403121,-2.503268445930744,1.7980762130152996,0.9227890407881203,2.174843110946707,-0.9221412154519497
20.1,-2.0879685801792953,6.011318437527874,1.3137714025929386,-4.245431175975745,-0.858591338291277,-3.156461712126748,-0.2719829903229209,-1.5446716970053533,1.9597550030716375,0.25815532955655945
20.3,-1.7205460062731492,10.576174429116449,-1.8450905619170153,-2.0827210823697166,-1.6098470622999166,0.19617839831930078,1.4150099711079762,1.0156787957077742,-0.852590143124677,-1.2381312817148873
20.5,-6.0077149664600284,8.156325232771568,1.5507990650726402,-3.55997528500893,-1.2514873756205593,-0.9392475531514018,0.547462346926568,0.6465930217848687,0.5267363322351999,-1.066729734823573
20.7,2.990296242588458,9.239132659325959,-2.654597342817869,3.6919533164247085,-1.7474124583747415,0.19655046500807682,1.0870495419248294,-0.2663478507773885,0.440284981893351,-1.303886461430867
20.9,-5.827571198393084,0.2741702065376695,6.4057829295071445,-1.4406317101495003,-0.801114682898855,-1.6325892963786406,1.1675389805593661,0.6561193474043794,0.1302389636957134,-0.118683865249732
21.1,-2.0285410976774454,-4.432426597283542,3.4860557194023363,1.5243628301312595,-0.6052260841433967,0.8318428812359576,1.8555652232563808,-1.1898000416006436,2.6129075114600093,-0.2661477599393997
21.3,-7.14906167428367,-5.306245193548205,3.5005090202284843,-3.09327429579476,-1.8091679139443253,-1.1660655013319594,1.0334581764301312,-1.6480578803955916,1.788876414339971,-1.3453627691699206
21.5,-3.764884187382023,-2.840448449427985,4.639541549368534,1.6909575210477614,0.7258400854599693,-0.04577636020235697,2.54319723117428,-0.33940520842542693,1.9562449191785414,-1.5366857380769026
21.7,-1.792251362607473,-5.055856814281986,1.9255637979076456,0.8523623090417577,1.3016737073360776,-0.11586139409302464,2.7660279842220787,-0.5035684513449223,1.144937604527176,-2.824398823207099
21.9,-1.9448030422268356,5.006880808881035,-1.2790487551872054,-0.504493529241038,-0.8923648327110355,0.013671821388049019,2.90327910849641,0.34673078973549104,-0.25474888817195007,-0.30392842421409916
22.1,-2.6248996457924583,6.119340375711207,5.793971598434634,1.0164055295663996,1.090381847119143,-0.3552355178660526,1.7114230275147928,-1.0871747915824148,0.17819540085695862,-0.7226879415565506
22.3,-3.070289534988942,11.51844602392048,4.582961222942276,-0.13289475979999998,-1.9882467783325914,-1.4692069155866818,1.518839795156536,-0.8885093339553688,0.014400380762207454,-0.8330481035716969
22.5,1.5544935233631283,11.914113147646079,3.5788280987031325,0.9433148659249069,-1.3784354898446554,-1.117868330538486,1.9518080176950863,-1.1792649938363715,-0.4907954486642744,-0.9904771787012149
22.7,6.0490559676806,5.601050583224324,6.335266727144548,3.3943028090487037,1.150194104347427,3.4746913702470854,-2.123358485826271,-1.5729117498139789,-0.10468334823583171,-0.5832781105131755
22.9,12.550572143513751,10.866971637906364,2.5862546901375003,-2.0290509362487468,-1.8253738839164269,1.4877128770395203,0.775857273534374,-2.0899353778248067,0.887010763542016,-0.8094171793443024
23.1,-1.5862731516892177,9.832605380545854,10.490074786444717,-1.0339990256424638,1.376204024328433,-0.46172963362210256,-0.8522617915238976,-1.9090657364845436,-1.3534948999891179,-0.038778371188356066
23.3,-4.4552420540622935,7.952605818747348,6.493665050109914,-0.8599933442031142,0.248484580261021,-0.007520229695495354,0.6136904475654341,-0.6111656296581576,-1.3694647345836573,-0.39214080825974457
23.5,-6.090503699872909,4.787177353940446,5.552359686093459,-1.1476495404472755,-0.14982486838995016,-0.23721566183525575,0.3735182828369461,1.1279884773857394,-1.2955418714544435,0.7177483261167333
23.7,-4.47972137366693,5.92739277930689,8.163359418418914,-0.7465528202796989,-0.3871792360945193,1.2073043170706672,0.09342007718067918,-1.3341811337714793,1.7386786870650592,0.6276603590671791
23.9,-8.137845615567311,12.032380756874637,4.312300746356557,1.0360001133671453,-2.2216434252801736,2.7107741977023303,-3.000769753292774,-0.9694716283410688,-1.5638934052880753,1.40882216077127
24.1,-8.53309277929318,10.250296296946479,-1.741923004702843,-1.20719771683864,-1.5038979515323283,2.5908186835189175,-0.16063490973847017,0.10709514976223052,-2.7090845866640327,1.3747986791972056
24.3,-2.7051293665661094,11.49542216938169,-0.21633291561525975,-3.298412128362906,-1.3516646715088565,1.6457413174763196,0.5946039311345026,2.8024906804077796,2.1489140914586504,1.1242177034253795
24.5,-4.320710130303483,8.56890277445274,-2.788659462563423,-2.4779355991781657,-0.8102130370629034,1.7664792807299927,0.5295133832781328,1.6567611753372993,-2.2231750915099853,1.1537755053225944
24.7,-2.6205143155944923,14.409920594692965,-1.462640000544894,-2.19072105489019,0.226871842207549,0.6978233545724812,-0.5358429346692095,0.681788679379488,-1.7079016939411595,-0.10487435807799014
24.9,-0.6639804826662377,7.467034424964687,-2.0859026120498956,0.9358072411817742,2.26575734667135,3.0478509393354725,1.3681601706559992,-0.6746415302255545,-0.13971271255707415,-1.1164763622183216
25.1,-4.8865249924934995,6.68368272292375,-0.7692385390103844,2.5565274626742753,-0.7944702976588791,3.181369530685229,-1.3878670775534439,-0.3412055220244077,-0.0698857021062958,-0.30405362138602937
25.3,-2.305112029775756,6.539675653635398,-2.573427678975359,-2.2822904061424962,2.084207025734194,1.7434751749700517,3.7180103648109917,0.9708726581878069,1.1448501907309252,-0.5020167151057588
25.5,-5.80297626363993,6.498909844634341,-5.809235746632637,0.539928361595582,0.09225043876796275,0.9728877663377458,0.9252033702753933,0.8811003206794804,0.9244564369253926,1.3265504573060927
25.7,-5.470729385187581,9.04184252313949,0.4471605762836393,1.2020394753347035,-1.5014170281692092,1.3509449000235272,1.3890749849652106,0.2378073359971464,-0.8053708781880653,-0.542246366784725
25.9,-3.0683520795930526,3.978558219820744,-3.446643468236696,4.532315393457476,0.13388322262863267,4.7826310326599115,1.544522929177685,-0.1018642320208743,0.6499120230961737,-0.22784674077307634
26.1,-1.415592354298852,5.2021282585887345,-0.7498809268469538,0.3417648661058621,-0.783005083662258,3.0560792019501695,1.448912673900617,1.5990223847558085,-1.1288634267405162,-0.6859405194466904
26.3,-1.747951206210671,6.894349689220818,-2.9151707021227735,2.485200688392197,-0.5103764051841544,2.3286307579772263,0.9934179468398376,-1.0283482320631818,0.08306345917703839,-0.8675287149352899
26.5,-4.090385955339258,3.274708946797283,3.9786288291939194,2.80087770236092,-0.9427500854564567,2.8765818754830863,-0.6386626434763364,0.8094380146206014,0.17542025132746764,0.5089069490593392
26.7,-6.263201386905848,0.8826741155757049,3.9504219876654036,0.1794187188236389,-0.43095586282575793,1.4845310066274853,-0.06313823920864971,1.247006265758755,-1.3376976375979504,0.9641082825238164
26.9,-2.407530590611662,3.161260936340187,-3.354956826200793,0.09439660666972069,-2.6048451051898254,3.510513910651633,0.5255865881324832,0.6377731004706485,-0.4713509363012769,0.5319844227960574
27.1,-1.2529257294257652,1.4605722170355604,0.34663698571689094,-1.8203563963919493,-0.6136089884695732,1.902677535932638,-0.551071998993683,0.9470145382222518,-1.4868514870568101,0.06460196330012596
27.3,3.6091269897353553,4.738159119554389,-1.7448030008702595,-0.46005823175892396,2.215287075062238,3.3026031304736714,-0.7419734640561312,0.46087209704749044,-1.1793482393581873,0.07081363992380174
27.5,1.8754699866053162,4.812399878078533,0.8307267605596568,2.5545664261805396,-1.6428653265758189,3.5108469099178783,0.4738912607761381,0.9501856112834993,-1.1973152301320287,-0.5065157771378215
27.7,-0.709713648157397,0.10489554816723991,-0.5977196778067684,-2.5457602346191384,-2.533576133183029,2.0739126592186135,0.5809768287177989,0.10113292412198822,-0.8496126873827742,-0.6030036987471793
27.9,0.4129644689580619,-3.2179646276953475,3.0482377199568544,-1.6281837852271228,0.7187654270552613,0.5933230899384547,-0.11017702917849095,1.132760830439362,-2.103497793636508,-0.6357130420158728
28.1,-5.98984473774744,-2.0966121473793486,2.330189326122594,-2.6570830174102644,-2.0529435775638447,1.658126075988679,0.6623186022334757,1.359178249944981,-0.22128304937480053,-0.5959394380019879
28.3,-2.7003285034260993,4.405098685994152,4.799404410636143,1.5264081953226314,1.1051477933718972,0.9024338721238216,-0.5470809038594658,-0.43111996742107095,-1.0020115516027541,-0.6871751326944141
28.5,-1.2364720933005893,4.798228984758494,2.014826635415663,1.0808855451316974,0.5375266455929472,3.09735757633524,-0.834524582346189,-0.7163475326763247,-0.5232029950832497,-1.0465642690022088
28.7,-6.084996357207361,3.411678005519486,4.407159079071034,0.4265634549932308,-0.04487941719717025,0.6387621107503795,-1.5439758370497112,0.10378547644497037,-0.6596261122743405,0.005157387205176612
28.9,-8.350454251641908,3.2805809755765467,1.9250842188688146,-0.9313344357445175,-0.03052197222980743,-0.4014503985788455,1.2146887654666398,-0.49383924779536065,1.2212332614637673,-0.9685294014537902
29.1,-10.691791741500264,5.9720679139940795,1.1101598403301345,-3.034257928797862,-3.1634458874627747,-1.4183881069954924,0.6238790418960076,0.5195403865095499,0.6394990127351036,0.24799291880823016
29.3,-9.923201553631767,7.1609323186490546,0.9846536284706882,-1.62281913046609,-0.3251275324304549,-0.8839572944675219,0.5724350838302613,-0.5780046781323344,-0.18900354168255531,0.608465564951107
29.5,-10.278576555974665,9.25827705738048,1.1833901283885269,3.1285333219366285,-1.98072933679931,-1.967398859391152,-0.5908942805646048,-0.6089262176113089,0.7541911593284294,0.6134633049290698
29.7,-11.269111188587694,7.596783321954642,-2.627433420536686,-2.5090732981577255,-1.835399775337726,-3.133987025483082,0.5722392988008168,2.316492995727745,1.7940134638905711,0.3084834201330642
29.9,-2.2253518377313783,6.463339339065832,-0.6113138301687285,-2.1224512351901788,-2.502916318956345,-0.1589057264118167,1.0337940615170997,1.8039902898830409,0.16914113408158085,0.7263806342594469
30.1,-1.8814163419045227,5.4264650858918175,-4.644946989247094,-1.6223299922662826,-0.8950703649864333,0.052925287981734015,0.7410161671520963,1.749418891084561,0.925972117195787,0.383347725309257
30.3,-8.247233346755218,-2.936536247448295,-0.9630677211246036,2.889226748183252,1.84571801356985,-0.2912687279485121,-2.5166196159429144,-1.6740749084625661,3.916516444535005,-0.6902289648305237
30.5,-8.375742023238592,-5.00467640616375,-3.233690917256188,1.7600326331991218,0.23624201465588737,1.1639810866603768,-0.4078475553721207,2.5135418444827344,5.925731840281216,-0.9691925525977713
30.7,-4.779417873164002,-7.2059538811387185,-0.13037487862620173,2.951570046179763,1.8444945872383476,0.9560488005831765,0.5867726845708002,-0.31884454097424053,0.7949995027308894,-1.067280443762911
30.9,-5.77387563539942,-7.179683403091476,2.349225031313407,3.0422186680581826,1.3863226840996627,3.15068973048971,-0.797337026204488,0.5824368625037678,0.6816631482599957,-1.31778629896434
31.1,-5.118424198225409,-6.662483851716908,6.885472848615677,0.9789164302494157,-0.1703129290895686,1.8246951338179194,-2.0577148999040875,0.2139630227561154,0.1690033997819401,1.2072577771578485
