,m/z,R00X323Y078
348,325.66414088302,184069.140625
349,325.81561200301,166490.453125
350,325.828405333088,232532.1875
351,325.891118230276,180322.140625
352,325.913697092601,220783.59375
353,325.932563584675,187203.328125
354,326.002816260182,193505.15625
355,326.141724975939,212522.125
356,326.176776976031,190701.75
357,326.188709469163,252185.0
358,326.478896006375,213601.90625
359,326.502146375647,188682.890625
360,326.513686949435,273906.0625
361,326.54324565731,244800.046875
362,326.764417726684,266167.25
363,326.767054954726,523187.9375
364,326.894589402809,326004.96875
365,327.09820307782,186321.0
366,327.115995727152,181545.015625
367,327.171754642219,238208.390625
368,327.392734188072,199857.3125
369,327.472934983626,181427.21875
370,327.515781530072,237935.65625
371,327.646655044341,198937.0
372,327.875419466455,259123.953125
373,327.903247692521,183054.640625
374,327.924064242041,192017.046875
375,327.934782238494,182189.546875
376,327.964216618569,294851.5
377,328.082048448244,199932.546875
378,328.126527405374,210940.1875
379,328.3486448639,182512.21875
380,328.354392753757,223644.28125
381,328.581047439476,193339.296875
382,328.720502078511,198325.0625
383,328.884201719466,186294.453125
384,328.913243440905,239832.65625
385,328.953068734423,198559.71875
386,329.027407254928,234735.421875
387,329.043260437295,198839.5
388,329.094202072169,249486.28125
389,329.132742905736,184290.15625
390,329.160297191619,190767.078125
391,329.235314020274,216949.75
392,329.369667490766,188385.3125
393,329.388922670252,201959.96875
394,329.609372475877,230680.34375
395,329.662847901122,227124.375
396,329.676731798307,219852.078125
397,329.728680299012,192479.53125
398,329.735225389734,193618.96875
399,329.814545932711,176250.9375
400,329.86103882371,175098.34375
401,329.884669005469,168989.546875
402,329.890929362288,205734.6875
403,329.962145244735,183463.375
404,329.978200742229,176731.53125
405,330.010663470462,224509.90625
406,330.051243033621,215324.421875
407,330.081400722563,169431.734375
408,330.126846004251,185309.90625
409,330.146695619773,229534.28125
410,330.175175686979,215458.484375
411,330.27801062745,201146.4375
412,330.48702946207,223616.53125
413,330.57957680878,173605.28125
414,330.612440210819,296375.1875
415,330.749389280838,245069.53125
416,330.853433944519,196801.875
417,330.896462101582,187088.296875
418,331.042094253682,241073.78125
419,331.061286974067,185888.75
420,331.143237939531,242552.9375
421,331.152392777462,196227.21875
422,331.158171062846,230950.5
423,331.226098019838,196262.609375
424,331.296867812936,168839.21875
425,331.304930445337,197486.46875
426,331.389659475143,167553.0625
427,331.483750554041,204076.25
428,331.506351167905,233575.125
429,331.587835703639,194633.9375
430,331.713809263576,228602.59375
431,331.814664577228,179581.5625
432,331.8626933078,267803.84375
433,332.052383956902,244618.375
434,332.080747285205,253719.03125
435,332.155625880908,226943.40625
436,332.390584958315,250021.8125
437,332.412171971749,168123.265625
438,332.482491859193,216841.71875
439,332.712661840556,198996.625
440,332.855332340746,187976.609375
441,332.973197642035,263556.15625
442,333.021159793675,237060.78125
443,333.099398226941,200254.34375
444,333.120147447508,188780.09375
445,333.249575826975,222840.5
446,333.306149014582,254083.25
447,333.376923393334,183320.03125
448,333.398212466033,205418.75
449,333.560198145824,219490.125
450,333.630026213725,182004.5
451,333.658309216455,193319.3125
452,333.69035628046,205568.28125
453,333.695635790157,170759.5625
454,333.79008806536,191734.25
455,333.899112524592,220796.53125
456,333.906569804505,180007.734375
457,334.142534208419,175826.5
458,334.192437002012,189393.296875
459,334.299387911689,312413.96875
460,334.334957791263,186322.6875
461,334.47956054916,219953.09375
462,334.609341201932,245401.59375
463,334.734674343797,193200.9375
464,334.762897593471,255838.40625
465,334.935924170426,249560.6875
466,334.946320747137,172439.8125
467,334.985428630548,190588.09375
468,335.137782570911,291106.25
469,335.160006267334,351865.21875
470,335.281216856679,271486.1875
471,335.359389391141,228282.75
472,335.513808983912,184866.328125
473,335.533702379621,197948.296875
474,335.549478029219,182975.609375
475,335.613350881699,202183.59375
476,335.653180436736,211275.03125
477,335.823451616943,202321.03125
478,335.853054031804,220642.65625
479,335.88119783355,220543.75
480,335.95800100765,276075.875
481,336.027659265999,211096.75
482,336.035820304306,175325.90625
483,336.163034718639,225894.875
484,336.218696308877,169832.15625
485,336.270747107764,197135.78125
486,336.415215165525,169219.28125
487,336.550785878066,334746.75
488,336.6115850812,198439.21875
489,336.668409998103,221839.25
490,336.721776047192,200888.3125
491,336.97199498267,181407.5625
492,337.057862075151,186539.125
493,337.154925474674,249481.3125
494,337.205667263064,250800.375
495,337.417752882664,271377.1875
496,337.487274362225,198243.03125
497,337.528788635694,237911.03125
498,337.566374606916,188501.875
499,337.708718312882,238728.125
500,337.720276170984,167933.78125
501,337.796645922866,196763.875
502,337.937887466944,189047.46875
503,338.098314236437,204515.3125
504,338.542430728953,231901.8125
505,338.593299422274,233991.875
506,338.613568303304,254323.0625
507,338.63023853621,192467.21875
508,338.66750148797,219318.296875
509,338.672089674251,243259.0
510,338.739210942788,224377.25
511,338.771363361832,175864.5625
512,338.922140709064,215303.125
513,339.080447354225,187463.078125
514,339.211404492163,183317.28125
515,339.341739462386,224458.90625
516,339.609536535103,233158.3125
517,339.641007100445,233021.1875
518,339.653643410433,222271.9375
519,339.790227625888,197105.40625
520,339.89174054239,225680.875
521,339.979980696076,250358.96875
522,340.003224842518,177193.65625
523,340.014872716222,228822.03125
524,340.266236577863,252571.46875
525,340.291191227644,254797.6875
526,340.449840555462,185044.90625
527,340.544944361711,225687.4375
528,340.654384255271,246268.4375
529,340.842705684774,208588.8125
530,340.961270987676,208519.625
531,341.051623770623,268223.75
532,341.136376294891,250596.78125
533,341.191194220567,177148.46875
534,341.310145700509,185447.625
535,341.367265890195,191971.3125
536,341.374285951249,188220.96875
537,341.45460781463,184616.28125
538,341.645968194159,201634.5
539,341.744611087011,209518.84375
540,341.791565744031,227083.3125
541,341.834350735547,263850.25
542,341.904739330397,172388.8125
543,341.950140679373,217515.4375
544,341.982502971381,195024.0625
545,342.00441250994,275073.8125
546,342.008328467401,184067.65625
547,342.076486882855,171643.0625
548,342.101942225573,207115.9375
549,342.487861668124,189323.125
550,342.528290435116,207074.75
551,342.532250916753,221906.65625
552,342.715948788366,173599.1875
553,342.80314327949,204671.1875
554,342.824322449787,191316.53125
555,342.845619537998,176234.3125
556,342.864878339399,186324.46875
557,342.903470002269,203892.75
558,343.091850813718,191962.0
559,343.164367773198,271047.75
560,343.449154115512,203019.4375
561,343.521373710646,209904.0
562,343.675150211138,205473.84375
563,343.886409773203,194198.875
564,343.957115025407,170839.0
565,344.027107911679,272867.90625
566,344.091156284357,172152.3125
567,344.21130476373,187128.25
568,344.288676259741,222003.3125
569,344.310233110835,193500.46875
570,344.339462383205,211603.59375
571,344.416722180145,209841.6875
572,344.502849658039,210503.578125
573,344.660183728777,191350.75
574,344.732582561097,354334.4375
575,344.834322530602,176274.75
576,344.847744207487,217555.625
577,344.886512054663,219761.9375
578,344.910882898229,204694.1875
579,345.114727938486,230324.59375
580,345.119600701694,191718.3125
581,345.313673232096,304315.375
582,345.331930711927,236739.90625
583,345.556838392828,220552.65625
584,345.568317224082,210964.125
585,345.732575868887,220554.71875
586,345.786446862572,187814.46875
587,345.937207682662,229610.1875
588,346.014999209481,183434.75
589,346.142815249298,181686.1875
590,346.279446984347,206102.0625
591,346.402139485884,194820.65625
592,346.526122105774,182561.65625
593,346.688966391921,199540.0625
594,346.758695804995,183857.0
595,346.993664523929,178931.65625
596,347.199466749099,183214.9375
597,347.267106199393,197204.8125
598,347.579828276832,202778.4375
599,347.672284129186,193735.1875
600,347.745066964222,185258.3125
601,347.748072230967,173914.375
602,347.84026592188,185122.9375
603,347.85840697403,220309.53125
604,347.931569416273,229003.25
605,348.172939564499,192658.0
606,348.228491329682,267822.4375
607,348.552552946739,173688.59375
608,348.71792597172,179915.875
609,348.810211843425,204360.9375
610,348.899578500233,205900.8125
611,349.071354312416,187804.75
612,349.112875053845,223600.25
613,349.142128573301,251740.5625
614,349.398744765126,230415.8125
615,349.470034588299,206170.9375
616,349.496131819148,189950.0
617,349.633241686219,242490.75
618,349.703847931502,181908.5
619,349.731779392346,286382.3125
620,349.738259102353,207814.125
621,349.836377514678,283063.875
622,349.873703041328,177196.1875
623,349.973925795259,178772.75
624,350.067807656152,190580.9375
625,350.120526259235,182232.75
626,350.322008814593,206093.0625
627,350.326084390016,252486.0625
628,350.358393030223,196776.9375
629,350.538941320743,215078.0625
630,350.590701604202,178747.90625
631,350.612050226659,195117.6875
632,350.741603321786,245862.625
633,350.755678432208,185150.125
634,351.003641758098,167265.6875
635,351.114803121255,190927.4375
636,351.187137504668,197126.0
637,351.280760152397,186502.75
638,351.329415891249,230499.625
639,351.651953749677,177334.34375
640,351.670477345963,189777.875
641,351.774215574059,176995.6875
642,351.831677741112,245707.3125
643,351.875454872373,208527.6875
644,351.890488188839,296275.1875
645,351.907850374365,204421.4375
646,351.977427292275,180879.0625
647,351.988572229138,247101.375
648,352.083308331145,251756.75
649,352.128484803015,242041.625
650,352.241786174624,201908.9375
651,352.520909100461,198951.875
652,352.537893157131,207495.09375
653,352.63366746049,209649.5
654,352.641847326999,187329.5625
655,352.821489028996,279391.0625
656,352.858888311812,179845.875
657,352.926991214295,222809.9375
658,353.117172088421,199922.09375
659,353.164480131233,297361.375
660,353.677884280462,189400.375
661,353.945829722141,217558.5625
662,354.097738663129,232785.75
663,354.101272185941,266021.625
664,354.131489978091,220244.875
665,354.153392392141,255718.375
666,354.168834483204,173484.875
667,354.790495244226,215952.75
668,354.863040980739,188192.5
669,354.929305762591,277106.25
670,355.004077437295,187814.6875
671,355.159025617569,233859.75
672,355.266001990494,182695.1875
673,355.345195590178,178095.6875
674,355.354245371617,199720.328125
675,355.574599434172,241811.875
676,355.583648223208,184430.625
677,355.650492598027,201553.875
678,355.761617628973,193103.125
679,355.784645658023,182594.3125
680,355.904294007117,239652.8125
681,356.347948576436,209072.5
682,356.403257201364,184066.8125
683,356.425589080577,186865.125
684,356.513016201708,219202.125
685,356.600170810683,178291.375
686,356.622964486909,188872.0
687,356.77562148899,205344.1875
688,356.823898624409,187641.8125
689,357.091510148445,197995.25
690,357.145348267707,179831.0625
691,357.197903743311,207105.875
692,357.292556164452,222922.5625
693,357.492955560222,195086.71875
694,357.569933190287,294458.0
695,357.644389354556,213215.59375
696,357.677775313748,203025.625
697,357.833272518315,191332.59375
698,357.895247673596,194951.375
699,357.998261030509,188939.8125
700,358.067899534602,215497.625
701,358.181482667648,171178.6875
702,358.232822898312,235374.625
703,358.263788327201,227806.5625
704,358.333334211959,176759.84375
705,358.691694015609,233321.125
706,358.746361963169,197339.0625
707,358.889547949037,250202.5
708,359.014035151974,186133.125
709,359.022827089341,230110.40625
710,359.047208952534,245233.375
711,359.060507450761,187424.125
712,359.09564076129,353763.4375
713,359.179371732144,215021.5
714,359.204694015914,202528.4375
715,359.210492554305,192228.4375
716,359.44608367915,195068.8125
717,359.485770478693,216174.625
718,359.50359792042,201176.75
719,359.607588416331,199852.125
720,359.612942045352,195563.3125
721,359.627245472848,242329.1875
722,359.657463841382,248066.75
723,359.714748776568,230112.25
724,359.78265965457,179136.375
725,359.793971226517,218053.5
726,359.872782628953,198744.0
727,359.977118313001,250114.1875
728,360.07594144107,202254.875
729,360.107951819687,222159.875
730,360.218535782983,226627.5625
731,360.365376595579,213112.6875
732,360.369954979878,174508.125
733,360.481557888305,212228.25
734,360.55286315542,220368.6875
735,360.92838762234,250607.25
736,361.083245115297,226235.1875
737,361.105218488656,243454.8125
738,361.118131615552,222545.25
739,361.252755380752,210507.9375
740,361.26602607492,239090.25
741,361.287795313847,178344.0625
742,361.511001442637,189982.8125
743,361.527823214151,186993.375
744,361.591897015766,217235.625
745,361.648730344639,217035.375
746,361.697313697997,180511.625
747,361.890554090777,175393.375
748,362.029258502177,228253.625
749,362.145113744368,220685.28125
750,362.183217445918,231653.375
751,362.249070173419,206783.375
752,362.345414327489,177116.25
753,362.513878531258,217971.75
754,362.540724969201,198524.5625
755,363.019147054982,173147.625
756,363.060728070156,234073.1875
757,363.085400726033,252901.875
758,363.111468131362,185550.9375
759,363.258390958703,191740.1875
760,363.332350159539,225481.9375
761,363.457259024905,187015.375
762,363.663982416508,187835.0
763,363.833263390176,206082.21875
764,363.851894177237,189266.75
765,363.993129309357,179615.875
766,364.01576912754,273454.875
767,364.032879425461,228889.375
768,364.137144510233,242580.625
769,364.218117819493,249939.625
770,364.346570163273,223167.21875
771,364.553221362424,217091.1875
772,364.584444274852,273336.5625
773,364.61686727675,185172.5
774,364.812524857594,281871.4375
775,365.050058034576,207975.8125
776,365.28096448724,217316.53125
777,365.369982766419,204009.25
778,365.40954970374,202917.875
779,365.63839939003,208478.0625
780,365.674152134304,189631.375
781,365.824838850363,256228.75
782,365.888975960309,196374.0
783,365.994110392883,214849.25
784,366.012861732885,223446.9375
785,366.064069333274,193955.5
786,366.07619155918,224425.75
787,366.088886067944,227130.125
788,366.423224209174,230056.0
789,366.610993846152,215449.0625
790,366.786008136495,286878.5
791,366.830477652156,226037.75
792,367.026975443593,246649.125
793,367.603956438855,216022.4375
794,367.682093668756,198430.125
795,367.773457949789,216155.0
796,367.812388286442,195184.875
797,367.882841515844,216561.5625
798,367.954531383043,209458.625
799,367.971290290863,352472.5
800,368.10900367059,222605.5625
801,368.214112271783,268277.875
802,368.453823349755,240452.75
803,368.873956513367,200979.0
804,368.951474264171,269837.125
805,369.078886870092,261240.875
806,369.106819474091,232068.4375
807,369.125058207173,244547.375
808,369.347530225952,206395.0
809,369.377871808716,222395.5
810,369.769386365983,243296.375
811,369.817124267315,331565.5
812,369.986739651186,235097.0
813,370.103094533992,216806.3125
814,370.384005580807,283743.5
815,370.515345540368,259901.25
816,370.848565105685,241998.875
817,371.293563057246,269317.75
818,371.341684531849,286545.75
819,371.431355930433,234047.125
820,371.810253597486,217067.625
821,371.908740537322,250164.875
822,372.044655149901,259960.875
823,372.289575060298,279851.75
824,372.460046994625,228930.5
825,372.472812572547,254156.625
826,372.542732721895,276356.875
827,372.990970942562,230077.0
828,373.336838989806,247664.375
829,373.443805702231,456315.5
830,373.447514993206,344689.25
831,374.067823979505,260466.625
832,374.134718594665,254721.625
833,374.310919295512,222660.625
834,374.831301668368,253229.5
835,374.895366800744,239474.25
836,375.015436258278,219045.625
837,375.031267737411,252707.5625
838,375.162492189446,264621.25
839,376.098029320218,288343.0
840,376.130348422431,246192.25
841,376.160004520763,1384881.0
842,376.194703201245,1089622.0
843,376.198040341006,665299.0
844,376.554153886145,252508.625
845,376.617497283271,227828.1875
846,376.966622092757,304902.5
847,377.104293688767,312533.0
848,377.107810436992,276673.25
849,377.122219836669,394502.375
850,377.143354104813,280776.375
851,377.154425566639,450043.4375
852,377.179702423668,1050261.0
853,377.192769765154,385540.5
854,377.224199698457,631515.4375
855,377.361816860942,278101.375
856,377.457598210922,268076.0
857,377.584622894924,342332.75
858,378.100838270132,396104.75
859,378.147111517283,315875.25
860,378.175497415997,918772.75
861,378.180004338394,284369.75
862,378.21153883734,276114.75
863,378.22084594449,275984.0
864,378.227948812664,337959.5
865,378.623488972795,269337.125
866,378.726215282328,263217.375
867,378.940483919008,256174.0
868,378.949886931748,297177.75
869,379.01199833806,330892.25
870,379.048935064164,253189.25
871,379.108222474591,342635.0
872,379.138885516044,300375.0
873,379.158880664108,385153.0
874,379.166652934918,270530.375
875,379.171426554613,324286.25
876,379.187078546573,250745.75
877,379.194577800723,388565.25
878,379.203598959394,322085.0
879,379.211098728442,330794.75
880,379.232086913251,309615.25
881,379.510043212165,247967.25
882,379.865542293877,279564.0625
883,380.07965135094,388791.5
884,380.105559957472,339117.25
885,380.133034651132,292077.25
886,380.162716242844,433167.25
887,380.190338165552,462193.5
888,380.269707464157,254797.625
889,381.012119161421,242667.9375
890,381.018877436657,310028.0
891,381.115230311906,677645.5
892,381.149591645751,316059.5
893,381.152869699211,472200.5
894,382.025457128007,276618.875
895,382.082779108418,308990.75
896,382.129348667217,307280.75
897,382.18705713448,364113.5
898,382.556927060675,290763.25
899,382.80752169624,250984.25
900,383.05838375306,274165.875
901,383.130671361507,404060.0
902,383.138814599261,361959.0
903,383.143369989288,403348.0
904,383.171313626131,385561.0
905,383.182899083078,409044.0
906,383.2023982909,276646.25
907,384.090308333691,333021.5
908,385.07734285224,299910.75
909,385.083210666102,254750.5
910,385.101710485164,289695.125
911,385.106819993912,370688.5
912,385.110220161902,454293.5
913,385.121803844362,257393.125
914,385.158173853751,468150.25
915,385.169594800566,344833.0
916,385.173833791347,343942.75
917,385.184355061147,360606.75
918,385.23385683141,434257.25
919,385.92325771452,284940.375
920,386.055496706019,271782.125
921,386.115698817077,418749.5
922,386.140837169617,389594.5
923,386.143554143234,405968.5
924,386.180021465313,778690.0
925,386.18599727926,302393.0
926,386.217364903216,402462.0
927,387.089023403313,612990.5
928,387.124454243017,427713.5
929,387.127536126505,387962.0
930,387.135033313214,535901.25
931,387.13705862312,603200.25
932,387.162976760485,963372.0
933,387.173839210846,348412.5
934,387.199173261646,418161.75
935,387.202151939873,544991.0
936,387.208583476526,420065.25
937,387.24903112663,283526.5
938,387.284575635885,282544.75
939,388.042752662223,305382.75
940,388.063899670651,267605.5
941,388.092310483327,290786.25
942,388.119841342848,850208.5
943,388.123203089598,530852.5
944,388.158961973643,1295268.75
945,388.195036634774,1494609.0
946,388.198750111696,482047.0
947,389.104990963242,1098157.5
948,389.112262168599,540966.5
949,389.140276739383,276229.75
950,389.144069569747,346934.5
951,389.157841129538,286318.5
952,389.178306720214,1457112.0
953,389.188690727179,271705.5
