,ccat,newindices
4.296386399999999,0.47409090909090906,0.2905430040462249
4.687899857142857,0.4839285714285714,0.45924590541403837
4.876129599999999,0.46972727272727277,0.4025925799806453
5.237087166666666,0.4850833333333333,0.6793345545995005
5.973387199999999,0.4644166666666667,0.7453022447742864
6.150643788235294,0.45399999999999996,0.6686578605950949
6.520113783333333,0.44283333333333336,0.5539106493970652
6.69367644,0.4449000000000001,0.4407982384301228
7.058891399999999,0.451,0.4424505471120953
7.440532999999999,0.47009090909090906,0.4553431981325389
7.6139574,0.4498181818181818,0.6450951369667582
8.3508268,0.48027272727272724,0.3706055962732791
8.53782138,0.4772,0.286773477616481
9.248673971428572,0.4739285714285714,0.6353423931635527
15.859470366666663,0.4892777777777778,0.49048823527702495
16.04056029230769,0.4938461538461538,0.5546163402553833
16.408469825,0.4635625,0.4248741013244941
16.606868300000002,0.4327,0.5907902081887196
16.7855006,0.4530909090909091,0.3490560956032541
16.979947769230765,0.4544615384615385,0.4784738468595465
17.149853988235293,0.4511764705882354,0.4500840584808062
17.3214732625,0.46206250000000004,0.4933159941191575
17.521112400000003,0.46089473684210513,0.5941985706863392
17.7199986117647,0.4825294117647059,0.5116977746345802
17.878907786666666,0.47980000000000006,0.4538071532350207
18.080604752941174,0.48058823529411776,0.45477220265174667
18.250295799999996,0.46673684210526306,0.2241744834130158
18.414148028571425,0.46064285714285713,0.5070058292448193
18.615746111111108,0.4179444444444444,0.6950434855945695
18.7896251125,0.43218749999999995,0.6439498594501465
18.980251399999997,0.4440833333333334,0.32767198548954674
19.1758512,0.46136842105263165,0.580992055991074
19.3482852,0.4651818181818182,0.5029375952562355
19.719035746666666,0.4313333333333334,0.4864558134362228
19.89162874285714,0.47714285714285715,0.5359466142572693
20.086109587499998,0.46887499999999993,0.7200415965164213
20.271269479999994,0.4761,0.7093700188619542
20.449910139999997,0.4769,0.5330248781505873
20.631452211764707,0.4682941176470588,0.40907954169820476
20.823355520000003,0.46906666666666663,0.6905183758998182
20.998868942857143,0.4537142857142857,0.605037425715586
21.180291293333333,0.45720000000000005,0.6092564771669078
21.351657359999997,0.44899999999999995,0.6011615574701324
21.53016844,0.47153333333333336,0.7181815515565586
