,m/z,I,S/N,em,error,C,H,Class
810,330.14997999999997,9506399,62.6,330.1499524679,2.753209997763406e-05,22,20,O2N1
812,330.17124,3325540,20.4,330.17108183669995,0.0001581633000569127,19,24,O4N1
814,330.26505,12191356,80.9,330.2649822231,6.777689998216374e-05,18,36,O4N1
817,331.09763,5771598,37.1,331.0975825429,4.745709998132952e-05,21,15,O4
823,331.13403999999997,11987799,79.5,331.1339680517,7.194829998979912e-05,22,19,O3
825,331.17055,8562528,56.1,331.1703535605,0.00019643949997316668,23,23,O2
830,332.10811,17741902,118.7,332.10808765469994,2.2345300067172502e-05,24,14,O1N1
833,332.12937,6850643,44.4,332.12921702349996,0.0001529765000327643,21,18,O3N1
835,332.14464,161980496,1102.7,332.1444731635,0.0001668365000000449,25,18,N1
836,332.16578,9435228,62.1,332.1656025323,0.0001774676999843905,22,22,O2N1
840,333.11332000000004,7564621,49.3,333.1132326073,8.739270003843558e-05,21,17,O4
842,333.12863,11083089,73.3,333.12848874729997,0.00014125270001841272,25,17,O1
845,333.14979,6394198,41.3,333.1496181161,0.00017188390000910658,22,21,O3
851,334.12386000000004,20978254,140.8,334.12373771909995,0.00012228090008647996,24,16,O1N1
853,334.14506,9814612,64.7,334.14486708789997,0.00019291210003302695,21,20,O3N1
855,334.16027,115892824,788.3,334.1601232279,0.00014677210003810615,25,20,N1
858,335.1078,4514635,28.4,335.1077533029,4.6697100003711967e-05,24,15,O2
860,335.12908999999996,3865937,24.0,335.1288826717,0.00020732829995040447,21,19,O4
862,335.1443,16690004,111.2,335.1441388117,0.0001611883000123271,25,19,O1
865,335.1654,5612890,35.9,335.1652681805,0.00013181949998397613,22,23,O3
870,335.2593,3895666,24.2,335.2591685669,0.00013143310002305952,21,35,O3
873,336.10316,3746379,23.2,336.1030022747,0.00015772530002777785,23,14,O2N1
876,336.13941,18668628,124.6,336.13938778349996,2.2216500042304688e-05,24,18,O1N1
879,336.16067999999996,6198362,39.8,336.1605171523,0.00016284769998264892,21,22,O3N1
881,336.17595,93889632,635.9,336.1757732923,0.00017670770000677294,25,22,N1
883,336.32725,35558532,239.4,336.3271885563,6.144370001948118e-05,22,42,O1N1
884,337.08721,4032841,25.1,337.08701785849996,0.00019214150006519048,23,13,O3
886,337.1235,10008914,65.7,337.1234033673,9.663269997872703e-05,24,17,O2
888,337.14453,4550488,28.6,337.1445327361,2.7361000434211746e-06,21,21,O4
890,337.15981,11738460,77.5,337.1597888761,2.112390001229869e-05,25,21,O1
892,337.18105,3546465,21.8,337.1809182449,0.00013175510002838564,22,25,O3
897,337.23856,4400496,27.6,337.2384331225,0.00012687750000850428,20,33,O4
899,337.31133,182920576,1241.1,337.3112041401,0.0001258598999811511,22,41,O2
901,338.1188,10998356,72.5,338.1186523391,0.00014766090004059151,23,16,O2N1
902,338.13993999999997,4861530,30.8,338.1397817079,0.00015829209996809368,20,20,O4N1
904,338.15517,5355102,34.1,338.15503784789996,0.00013215210003636457,24,20,O1N1
906,338.19144,21939814,146.8,338.1914233567,1.6643300000396266e-05,25,24,N1
908,338.21263,8066669,52.5,338.21255272549996,7.727450002903424e-05,22,28,O2N1
911,339.10272000000003,8268627,53.9,339.10266792289997,5.2077100065162085e-05,23,15,O3
913,339.13905,6030685,38.7,339.1390534317,3.431700008604821e-06,24,19,O2
914,339.17564,6276966,40.4,339.1754389405,0.00020105950000015582,25,23,O1
920,339.23297,5654901,36.1,339.2329538181,1.6181900036826846e-05,23,31,O2
922,339.25411,12322683,81.5,339.2540831869,2.681310002117243e-05,20,35,O4
924,339.32694,100820880,683.0,339.3268542045,8.579549995602065e-05,22,43,O2
927,340.13445,14209120,94.3,340.1343024035,0.0001475965000281576,23,18,O2N1
928,340.17073999999997,7544937,49.0,340.17068791229997,5.208769999853757e-05,24,22,O1N1
930,340.20714,14772338,98.1,340.2070734211,6.657889997541133e-05,25,26,N1
936,341.11831,8520032,55.6,341.1183179873,7.987299966316641e-06,23,17,O3
938,341.15481,6366570,41.0,341.1547034961,0.00010650389998545506,24,21,O2
939,341.19125,4742515,29.9,341.1910890049,0.0001609951000318688,25,25,O1
943,341.21235,6023545,38.6,341.21221837369995,0.00013162630006036125,22,29,O3
946,341.26982000000004,19110280,127.6,341.2697332513,8.674870002778334e-05,20,37,O4
949,342.11368,6408804,41.1,342.11356695909996,0.00011304090003250167,22,16,O3N1
951,342.12897999999996,36739688,246.5,342.1288230991,0.00015690089998088297,26,16,N1
953,342.15016,7078509,45.6,342.1499524679,0.00020753210003476852,23,20,O2N1
954,342.18643,6486647,41.6,342.1863379767,9.202329999880021e-05,24,24,O1N1
955,342.22277,7443072,48.1,342.22272348549996,4.651450007031599e-05,25,28,N1
960,343.09772999999996,5705573,36.3,343.0975825429,0.00014745709995622747,22,15,O4
963,343.13411,12131182,79.9,343.1339680517,0.0001419483000404398,23,19,O3
964,343.1493,3885426,24.0,343.1492241917,7.58082999823273e-05,27,19,
965,343.17035,15192952,100.6,343.1703535605,3.5605000334726356e-06,24,23,O2
970,343.2854,17189782,114.1,343.2853833157,1.668429996470877e-05,20,39,O4
975,344.1444,342928512,2320.1,344.1444731635,7.316349996244753e-05,26,18,N1
977,344.16566,7996540,51.9,344.1656025323,5.746770000314427e-05,23,22,O2N1
982,344.29596000000004,3414174,20.8,344.29588842749996,7.157250007594484e-05,23,38,O1N1
984,345.11327,6804852,43.8,345.1132326073,3.7392699994143186e-05,22,17,O4
986,345.12856,4709240,29.6,345.12848874729997,7.125270002461548e-05,26,17,O1
989,345.1497,8165758,53.0,345.1496181161,8.188390000896106e-05,23,21,O3
991,345.1862,5266823,33.4,345.1860036249,0.00019637509996073277,24,25,O2
995,346.08741000000003,4185715,26.0,346.08735221029997,5.778970006531381e-05,24,12,O2N1
998,346.12377999999995,20289148,135.1,346.12373771909995,4.228090000424345e-05,25,16,O1N1
1001,346.14499,6032002,38.6,346.14486708789997,0.0001229121000392297,22,20,O3N1
1003,346.16029,99446408,671.2,346.1601232279,0.000166772099987611,26,20,N1
1004,346.18147,6795916,43.7,346.1812525967,0.00021740329998465313,23,24,O2N1
1006,347.10777,4064638,25.2,347.1077533029,1.6697100022611266e-05,25,15,O2
1009,347.1289,5685124,36.2,347.1288826717,1.7328299975361006e-05,22,19,O4
1011,347.1442,10421127,68.3,347.1441388117,6.118830003742914e-05,26,19,O1
1013,347.16542000000004,5596557,35.6,347.1652681805,0.00015181950004716782,23,23,O3
1018,348.103,4527747,28.4,348.1030022747,2.274699966164917e-06,24,14,O2N1
1022,348.13945,24051852,160.6,348.13938778349996,6.221650005500123e-05,25,18,O1N1
1024,348.16067999999996,8168594,53.0,348.1605171523,0.00016284769998264892,22,22,O3N1
1026,348.17595,75772056,510.8,348.1757732923,0.00017670770000677294,26,22,N1
1029,349.1234,6891917,44.2,349.1234033673,3.367299996170914e-06,25,17,O2
1031,349.14451,3304339,20.0,349.1445327361,2.273609999292603e-05,22,21,O4
1033,349.15981,13019543,85.5,349.1597888761,2.112390001229869e-05,26,21,O1
1035,349.18102000000005,3862428,23.8,349.1809182449,0.00010175510004728494,23,25,O3
1037,349.19669,12460448,81.8,349.1961743849,0.0005156150999710007,27,25,
1040,349.27486,5422517,34.3,349.2748186313,4.13687000104801e-05,22,37,O3
1043,350.11881,7394962,47.6,350.1186523391,0.00015766090001534394,24,16,O2N1
1046,350.15506,15159963,100.0,350.15503784789996,2.215210002987078e-05,25,20,O1N1
1049,350.17627000000005,4088480,25.3,350.1761672167,0.00010278330006485703,22,24,O3N1
1050,350.19152,39539364,264.4,350.1914233567,9.664330002578936e-05,26,24,N1
1052,351.10276,6057874,38.6,351.10266792289997,9.207710002101521e-05,24,15,O3
1054,351.13923,9692060,63.1,351.1390534317,0.00017656829999168622,25,19,O2
1056,351.16028,3767201,23.1,351.1601828005,9.719949997588628e-05,22,23,O4
1058,351.17552,7658405,49.4,351.1754389405,8.10595000189096e-05,26,23,O1
1061,351.21215,24302510,161.7,351.21182444929997,0.0003255507000403668,27,27,
1065,351.29062000000005,8181699,52.9,351.2904686957,0.0001513043000613834,22,39,O3
1066,351.32684,3427277,20.8,351.3268542045,1.4204500018877297e-05,23,43,O2
1069,352.13439,12649631,83.0,352.1343024035,8.759650000911279e-05,24,18,O2N1
1070,352.15558,4490405,28.0,352.1554317723,0.00014822769998090735,21,22,O4N1
1072,352.2072,14791858,97.5,352.2070734211,0.00012657889999445615,26,26,N1
1074,352.22825,8780983,56.9,352.22820278989997,4.7210100035499636e-05,23,30,O2N1
1077,353.11849,7782815,50.2,353.1183179873,0.0001720127000339744,24,17,O3
1079,353.15473,6831528,43.8,353.1547034961,2.6503899960061972e-05,25,21,O2
1082,353.19119,3426738,20.8,353.1910890049,0.00010099510001282397,26,25,O1
1086,353.21237,3854263,23.7,353.21221837369995,0.00015162630006670952,23,29,O3
1087,353.22799,6273467,40.0,353.2274745137,0.0005154863000029763,27,29,
1090,353.26981,5759942,36.6,353.2697332513,7.67486999961875e-05,21,37,O4
1091,353.30612,16727503,110.5,353.3061187601,1.2399000297591556e-06,22,41,O3
1092,353.34267,23098840,153.5,353.34250426890003,0.00016573109996897983,23,45,O2
1096,354.11357000000004,3267745,19.7,354.11356695909996,3.0409000828512944e-06,23,16,O3N1
1098,354.15016,10976938,71.7,354.1499524679,0.00020753210003476852,24,20,O2N1
1100,354.18645,4374196,27.2,354.1863379767,0.00011202330000514849,25,24,O1N1
1102,354.22267,8231613,53.2,354.22272348549996,5.3485499961425376e-05,26,28,N1
1107,355.09772999999996,4310944,26.8,355.0975825429,0.00014745709995622747,23,15,O4
1111,355.13402,8143785,52.6,355.1339680517,5.194830004029427e-05,24,19,O3
1112,355.17019,8921010,57.9,355.1703535605,0.0001635605000274154,25,23,O2
1115,355.2854,8087504,52.0,355.2853833157,1.668429996470877e-05,21,39,O4
1116,355.32182,8400858,54.2,355.3217688245,5.117550000477422e-05,22,43,O3
1121,356.12928,11356330,74.0,356.12921702349996,6.297650003261879e-05,23,18,O3N1
1123,356.1446,77281456,517.0,356.1444731635,0.00012683650004419178,27,18,N1
1124,356.16576000000003,6734003,42.9,356.1656025323,0.00015746770003488564,24,22,O2N1
1125,356.20212000000004,4000445,24.6,356.2019880411,0.00013195890005590627,25,26,O1N1
1126,356.23842,3343558,20.2,356.23837354989996,4.645010005788208e-05,26,30,N1
1130,357.1134,5523879,34.8,357.1132326073,0.00016739270000698525,23,17,O4
1132,357.12864,7480747,48.0,357.12848874729997,0.00015125270005000857,27,17,O1
1134,357.14979,9064880,58.6,357.1496181161,0.00017188390000910658,24,21,O3
1135,357.18601,9910714,64.3,357.1860036249,6.375099985689303e-06,25,25,O2
1139,357.3011,8128983,52.3,357.3010333801,6.661989999656726e-05,21,41,O4
1142,358.12383,8264362,53.2,358.12373771909995,9.228090004853584e-05,26,16,O1N1
1145,358.14486,8459951,54.5,358.14486708789997,7.087899973612366e-06,23,20,O3N1
1146,358.16008,158530224,1062.9,358.1601232279,4.322789999378074e-05,27,20,N1
1147,358.18135,5296825,33.3,358.1812525967,9.740330000340691e-05,24,24,O2N1
1150,358.31161000000003,4434138,27.5,358.31153849189997,7.150810006351094e-05,24,40,O1N1
1152,359.12894,5043115,31.6,359.1288826717,5.732829998805755e-05,23,19,O4
1154,359.14419,6746031,43.0,359.1441388117,5.11883000058333e-05,27,19,O1
1157,359.16536,7042996,45.0,359.1652681805,9.1819500028123e-05,24,23,O3
1158,359.20182,3973053,24.4,359.2016536893,0.00016631070002404158,25,27,O2
1160,360.10305,4835491,30.2,360.1030022747,4.7725300021284056e-05,25,14,O2N1
1162,360.13951000000003,14800044,97.1,360.13938778349996,0.00012221650007404605,26,18,O1N1
1165,360.16069,5858481,37.1,360.1605171523,0.00017284770001424477,23,22,O3N1
1167,360.17596000000003,65117364,435.2,360.1757732923,0.00018670770003836878,27,22,N1
1168,360.19707,5863611,37.1,360.1969026611,0.00016733889998477025,24,26,O2N1
1170,361.12355,5790117,36.6,361.1234033673,0.00014663270002301942,26,17,O2
1173,361.14477,3767722,23.0,361.1445327361,0.00023726389997591468,23,21,O4
1175,361.15997999999996,8098222,52.1,361.1597888761,0.00019112389998099388,27,21,O1
1178,361.18102999999996,3827124,23.4,361.1809182449,0.00011175509996519395,24,25,O3
1180,362.11882,8055456,51.8,362.1186523391,0.0001676609000469398,25,16,O2N1
1183,362.15524,21159592,139.9,362.15503784789996,0.00020215210003016182,26,20,O1N1
1185,362.1763,4865710,30.4,362.1761672167,0.00013278330004595773,23,24,O3N1
1186,362.19147000000004,40603312,270.5,362.1914233567,4.6643300038340385e-05,27,24,N1
1189,363.10281000000003,3610006,21.9,363.10266792289997,0.0001420771000653076,25,15,O3
1190,363.13924,7134112,45.4,363.1390534317,0.00018656829996643864,26,19,O2
1193,363.16071,7019941,44.7,363.1601828005,0.0005271994999702656,23,23,O4
1195,363.17556,7364521,47.0,363.1754389405,0.00012105950003160615,27,23,O1
1200,363.29068,8248261,52.9,363.2904686957,0.0002113043000235848,23,39,O3
1203,364.13447,8070296,51.7,364.1343024035,0.00016759650003450588,25,18,O2N1
1205,364.15564,3570333,21.6,364.1554317723,0.00020822769999995216,22,22,O4N1
1207,364.17091,10823840,70.1,364.17068791229997,0.00022208770002407618,26,22,O1N1
1209,364.19199,3761830,22.9,364.1918172811,0.00017271889998937695,23,26,O3N1
1210,364.20714,17371306,113.9,364.2070734211,6.657889997541133e-05,27,26,N1
1212,365.11838,8014219,51.3,365.1183179873,6.20127000274806e-05,25,17,O3
1213,365.15486,8141204,52.2,365.1547034961,0.00015650389997290404,26,21,O2
1217,365.1912,5005725,31.2,365.1910890049,0.0001109950999875764,27,25,O1
1222,365.34266,8847811,56.9,365.34250426890003,0.0001557310999942274,24,45,O2
1224,366.11352999999997,3797120,23.1,366.11356695909996,3.695909998668867e-05,24,16,O3N1
1226,366.14999,11881097,77.2,366.1499524679,3.753210000922991e-05,25,20,O2N1
1227,366.17121000000003,4371087,26.9,366.1710818367,0.00012816330001896858,22,24,O4N1
1229,366.22288,8085147,51.8,366.22272348549996,0.00015651450001996636,27,28,N1
1231,366.24397,11899552,77.3,366.2438528543,0.00011714570001686297,24,32,O2N1
1235,367.09782,3651953,22.1,367.0975825429,0.0002374571000132164,24,15,O4
1238,367.13409,6299514,39.8,367.1339680517,0.00012194830003409152,25,19,O3
1241,367.17034,5796739,36.5,367.1703535605,1.3560500008225063e-05,26,23,O2
1242,367.20727,10603404,68.6,367.20673906929994,0.0005309307000516128,27,27,O1
1243,367.24363,5917589,37.3,367.2431245781,0.00050542190001579,28,31,
1245,367.28541,3424159,20.6,367.2853833157,2.6684299996304617e-05,22,39,O4
1246,367.3583,60261296,400.9,367.3581543333,0.00014566670000704107,24,47,O2
1251,368.12941,5325932,33.3,368.12921702349996,0.00019297650004546085,24,18,O3N1
1254,368.16571,6742133,42.8,368.1656025323,0.00010746769999059325,25,22,O2N1
1255,368.202,3206781,19.1,368.2019880411,1.1958900017816632e-05,26,26,O1N1
1259,369.11332000000004,3980121,24.3,369.1132326073,8.739270003843558e-05,24,17,O4
1264,369.14972,4749666,29.5,369.1496181161,0.00010188390001530934,25,21,O3
1265,369.18617,3602794,21.8,369.1860036249,0.00016637509997963207,26,25,O2
1270,369.30116,10489222,67.9,369.3010333801,0.00012661989995876866,22,41,O4
1275,370.14491,12381776,80.5,370.14486708789997,4.291210001383661e-05,24,20,O3N1
1277,370.16012,73836112,489.6,370.1601232279,3.2278999810841924e-06,28,20,N1
1278,370.1812,5746264,36.0,370.1812525967,5.2596700015783426e-05,25,24,O2N1
1280,371.12906,4118329,25.1,371.1288826717,0.00017732829996930377,24,19,O4
1282,371.14429,7623485,48.5,371.1441388117,0.00015118830003757466,28,19,O1
1286,371.16546,5818690,36.5,371.1652681805,0.00019181950000302095,25,23,O3
1289,371.20175,5857098,36.7,371.2016536893,9.631070003024433e-05,26,27,O2
1292,371.31691,19994470,130.9,371.31668344450003,0.00022655549997807611,22,43,O4
1297,372.13937999999996,11656231,75.4,372.13938778349996,7.783499995639431e-06,27,18,O1N1
1300,372.1605,6292524,39.6,372.1605171523,1.71522999607987e-05,24,22,O3N1
1301,372.17577,69740592,462.4,372.1757732923,3.2922999935180997e-06,28,22,N1
1302,372.19696,4427316,27.2,372.1969026611,5.733889997827646e-05,25,26,O2N1
1305,372.32721000000004,6384723,40.2,372.3271885563,2.1443700063628057e-05,25,42,O1N1
1307,373.14474,3679505,22.2,373.1445327361,0.00020726389999481398,24,21,O4
1309,373.16002000000003,5795093,36.3,373.1597888761,0.00023112390005053385,28,21,O1
1312,373.18106,4566298,28.1,373.1809182449,0.00014175510000313807,25,25,O3
1316,374.11881,5670386,35.5,374.1186523391,0.00015766090001534394,26,16,O2N1
1317,374.1399,3521015,21.2,374.1397817079,0.00011829210001224055,23,20,O4N1
1319,374.15515,11792890,76.3,374.15503784789996,0.0001121521000300163,27,20,O1N1
1321,374.17614,5264383,32.8,374.1761672167,2.7216700004828454e-05,24,24,O3N1
1322,374.19138,40913412,270.3,374.1914233567,4.335670001864855e-05,28,24,N1
1325,375.13902,4937947,30.6,375.1390534317,3.343169998970552e-05,27,19,O2
1329,375.17555,5046500,31.3,375.1754389405,0.0001110595000000103,28,23,O1
1339,376.13445,9000892,57.7,376.1343024035,0.0001475965000281576,26,18,O2N1
1342,376.17089,16462788,107.4,376.17068791229997,0.0002020877000177279,27,22,O1N1
1344,376.19196,4635593,28.6,376.1918172811,0.00014271890000827625,24,26,O3N1
1345,376.20718,21736396,142.5,376.2070734211,0.00010657889998810788,28,26,N1
1347,376.22828,8198097,52.3,376.22820278989997,7.721010001660034e-05,25,30,O2N1
1350,377.11851,4394137,27.0,377.1183179873,0.00019201270004032267,26,17,O3
1351,377.15484,8119457,51.8,377.1547034961,0.00013650389996655576,27,21,O2
1354,377.1911,5345449,33.3,377.1910890049,1.099510001267845e-05,28,25,O1
1360,377.30629,11289794,72.9,377.3061187601,0.00017123989999845435,24,41,O3
1365,378.14997,8555900,54.4,378.1499524679,1.7532100002881634e-05,26,20,O2N1
1366,378.18636000000004,5859717,36.6,378.1863379767,2.2023300061846385e-05,27,24,O1N1
1368,378.22282,10198412,65.3,378.22272348549996,9.651450005776496e-05,28,28,N1
1372,379.13402,7799380,49.4,379.1339680517,5.194830004029427e-05,26,19,O3
1373,379.17028,6217820,38.9,379.1703535605,7.356050002726988e-05,27,23,O2
1381,380.12925,6770475,42.6,380.12921702349996,3.297650005151809e-05,25,18,O3N1
1383,380.16565,9413426,60.1,380.1656025323,4.7467700028391846e-05,26,22,O2N1
1384,380.23857000000004,4573506,28.0,380.23837354989996,0.00019645010007707242,28,30,N1
1386,380.25962999999996,18237254,118.7,380.2595029187,0.0001270812999791815,25,34,O2N1
1388,381.11315,3668476,22.0,381.1132326073,8.260729998710303e-05,25,17,O4
1392,381.14957999999996,5558788,34.6,381.1496181161,3.8116100029128575e-05,26,21,O3
1395,381.37402000000003,23294004,152.2,381.3738043977,0.00021560230004524783,25,49,O2
1401,382.14484,5361877,33.3,382.14486708789997,2.708789997996064e-05,25,20,O3N1
1404,382.18138,4350173,26.5,382.1812525967,0.0001274032999845076,26,24,O2N1
1410,383.12887,3976609,24.1,383.1288826717,1.2671700005739694e-05,25,19,O4
1416,383.3167,5796296,36.1,383.31668344450003,1.6555499996684375e-05,23,43,O4
1417,383.35323999999997,7273935,45.9,383.35306895329995,0.00017104670001799605,24,47,O3
1422,384.16046,8810100,56.1,384.1605171523,5.7152299973495246e-05,25,22,O3N1
1424,384.17579,49623672,326.8,384.1757732923,1.6707700012830173e-05,29,22,N1
1426,384.19707,3711099,22.3,384.1969026611,0.00016733889998477025,26,26,O2N1
1428,385.14446,3385146,20.1,385.1445327361,7.273610003721842e-05,25,21,O4
1430,385.1598,6169917,38.6,385.1597888761,1.1123900037546264e-05,29,21,O1
1433,385.18092,3401537,20.2,385.1809182449,1.7551000155435759e-06,26,25,O3
1437,385.33239,5007199,30.9,385.33233350890004,5.6491099940103595e-05,23,45,O4
1441,386.13984,3560959,21.3,386.1397817079,5.8292099993195734e-05,24,20,O4N1
1443,386.15516,10226690,65.5,386.15503784789996,0.00012215210006161215,28,20,O1N1
1446,386.17616,5723142,35.6,386.1761672167,7.2166999984801805e-06,25,24,O3N1
1447,386.19142,37094408,243.7,386.1914233567,3.356700005952007e-06,29,24,N1
1448,386.34297999999995,3455015,20.5,386.3428386207,0.00014137929997559695,26,44,O1N1
1449,387.13924,3754177,22.5,387.1390534317,0.00018656829996643864,28,19,O2
1451,387.17552,4254920,25.8,387.1754389405,8.10595000189096e-05,29,23,O1
1455,387.25403,4888280,30.0,387.2540831869,5.318690000422066e-05,24,35,O4
1458,388.13423,5848448,36.3,388.1343024035,7.240349998482998e-05,27,18,O2N1
1460,388.17077,9734535,62.0,388.17068791229997,8.208770003648169e-05,28,22,O1N1
1462,388.19192999999996,4634507,28.3,388.1918172811,0.00011271889997033213,25,26,O3N1
1463,388.20722,28136846,183.5,388.2070734211,0.00014657890000080442,29,26,N1
1464,388.22841,7508370,47.3,388.22820278989997,0.0002072101000294424,26,30,O2N1
1465,389.15471,4588096,28.0,389.1547034961,6.503900010557118e-06,28,21,O2
1468,389.30626,6600284,41.3,389.3061187601,0.00014123990001735365,25,41,O3
1471,390.15015,8435447,53.4,390.1499524679,0.00019753210000317267,27,20,O2N1
1473,390.18649,10643198,68.0,390.1863379767,0.00015202330001784503,28,24,O1N1
1476,390.22271,10258180,65.4,390.22272348549996,1.348549994872883e-05,29,28,N1
1477,390.30152000000004,3481363,20.7,390.3013677319,0.00015226810006652158,24,40,O3N1
1480,391.13389,6023081,37.5,391.1339680517,7.80516999725478e-05,27,19,O3
1481,391.17041,7475120,47.1,391.1703535605,5.6439499985572184e-05,28,23,O2
1484,391.32167999999996,14133194,91.0,391.3217688245,8.882450003966369e-05,25,43,O3
1485,391.35819,4250065,25.8,391.3581543333,3.566670000054728e-05,26,47,O2
1488,392.1294,3778649,22.6,392.12921702349996,0.000182976500013865,26,18,O3N1
1490,392.16575,6736992,42.2,392.1656025323,0.0001474677000032898,27,22,O2N1
1491,392.20187999999996,4746854,29.0,392.2019880411,0.000108041100020273,28,26,O1N1
1492,392.2384,4205676,25.5,392.23837354989996,2.645010005153381e-05,29,30,N1
1497,393.14954,8459530,53.6,393.1496181161,7.81160999849817e-05,27,21,O3
1498,393.18616000000003,5565712,34.4,393.1860036249,0.00015637510000487964,28,25,O2
1505,393.37391,5242161,32.3,393.3738043977,0.00010560230003875404,26,49,O2
1509,394.14506,9421235,59.9,394.14486708789997,0.00019291210003302695,26,20,O3N1
1511,394.18127000000004,7427513,46.7,394.1812525967,1.740330003485724e-05,27,24,O2N1
1513,394.27528,21621192,140.5,394.2751529831,0.000127016900023591,26,36,O2N1
1516,395.12885,3407958,20.1,395.1288826717,3.267170001208797e-05,26,19,O4
1520,395.23861,6428264,40.0,395.23803919809995,0.0005708019000394415,29,31,O1
1523,395.27482000000003,17869422,115.4,395.2744247069,0.00039529310004127183,30,35,
1527,395.3896,25713280,167.1,395.3894544621,0.00014553789998217326,26,51,O2
1533,396.16065,5193981,31.9,396.1605171523,0.00013284770000154822,26,22,O3N1
1536,396.19702,3205890,18.8,396.1969026611,0.00011733889999732128,27,26,O2N1
1543,397.14463,3825559,22.9,397.1445327361,9.726389998832019e-05,26,21,O4
1550,397.27494,3236268,19.0,397.2748186313,0.00012136870003587319,26,37,O3
1552,397.33238,6883253,43.0,397.33233350890004,4.649109996535117e-05,24,45,O4
1557,398.17622,6926390,43.3,398.1761672167,5.278330002056464e-05,26,24,O3N1
1558,398.1915,32869432,214.2,398.1914233567,7.664330001944109e-05,30,24,N1
1565,399.17562000000004,4448458,27.0,399.1754389405,0.00018105950005065097,30,23,O1
1571,399.34812,8756451,55.4,399.3479835733,0.0001364267000099062,24,47,O4
1576,400.17072,7702875,48.4,400.17068791229997,3.208770004903272e-05,29,22,O1N1
1578,400.19181000000003,4942174,30.2,400.1918172811,7.281099954070669e-06,26,26,O3N1
1579,400.20704,18718048,121.0,400.2070734211,3.3421099999486614e-05,30,26,N1
1581,401.1548,3667429,21.8,401.1547034961,9.650390001070264e-05,29,21,O2
1587,402.14992,6831726,42.7,402.1499524679,3.246789998456734e-05,28,20,O2N1
1588,402.17097,3928688,23.6,402.1710818367,0.00011183670000036727,25,24,O4N1
1590,402.18631,6674035,41.6,402.1863379767,2.7976699982446007e-05,29,24,O1N1
1592,402.20758,5457526,33.6,402.20746734549994,0.00011265450007158506,26,28,O3N1
1593,402.22274,15451767,99.5,402.22272348549996,1.651450003237187e-05,30,28,N1
1594,402.24397,19086970,123.4,402.2438528543,0.00011714570001686297,27,32,O2N1
1596,403.13394,3571953,21.2,403.1339680517,2.805169998509882e-05,28,19,O3
1598,403.17035,4170998,25.2,403.1703535605,3.5605000334726356e-06,29,23,O2
1602,403.26437000000004,7699202,48.4,403.2642539469,0.0001160531000437004,28,35,O2
1608,404.1656,6636407,41.3,404.1656025323,2.532300015900546e-06,28,22,O2N1
1609,404.20206,6363004,39.5,404.2019880411,7.195890003686145e-05,29,26,O1N1
1610,404.23847,5589888,34.4,404.23837354989996,9.645010004533106e-05,30,30,N1
1611,404.31696,5711754,35.2,404.3170177963,5.779629998414748e-05,25,42,O3N1
1615,405.1494,4527091,27.4,405.1496181161,0.0002181160999725762,28,21,O3
1616,405.18613,5134328,31.4,405.1860036249,0.00012637509996693552,29,25,O2
1620,405.30106,3569670,21.1,405.3010333801,2.661989998387071e-05,25,41,O4
1621,405.3374,12900362,82.4,405.3374188889,1.8888900001456932e-05,26,45,O3
1625,406.14473,5465709,33.6,406.14486708789997,0.00013708789998645443,27,20,O3N1
1627,406.18127000000004,5921906,36.6,406.1812525967,1.740330003485724e-05,28,24,O2N1
1629,406.21777000000003,3227254,18.9,406.21763810549993,0.00013189450010031578,29,28,O1N1
1634,407.16531000000003,5464808,33.6,407.1652681805,4.181950004067403e-05,28,23,O3
1636,407.20176000000004,3269868,19.2,407.2016536893,0.00010631070006184018,29,27,O2
1644,408.1606,10027355,63.6,408.1605171523,8.284770001409925e-05,27,22,O3N1
1646,408.19685,5872992,36.3,408.1969026611,5.2661100028217334e-05,28,26,O2N1
1648,408.29086,21614954,139.7,408.2908030475,5.695250001735985e-05,27,38,O2N1
1650,409.14462000000003,3713995,22.1,409.1445327361,8.726390001356776e-05,27,21,O4
1656,409.23843,4157910,25.0,409.2384331225,3.1225000043377804e-06,26,33,O4
1659,409.40509,7652840,48.0,409.4051045265,1.4526500024203415e-05,27,53,O2
1663,410.17607999999996,3926077,23.5,410.1761672167,8.721670002387327e-05,27,24,O3N1
1670,411.34794,5571259,34.3,411.3479835733,4.357329999038484e-05,25,47,O4
1671,411.38442000000003,4633279,28.1,411.38436908209997,5.091790006872543e-05,26,51,O3
1676,412.19173,5160724,31.6,412.1918172811,8.728109997946376e-05,27,26,O3N1
1677,412.20711,17922838,115.4,412.2070734211,3.657889999431063e-05,31,26,N1
1684,413.36362,12356492,78.9,413.3636336377,1.3637699964874628e-05,25,49,O4
1689,414.18631,5901278,36.3,414.1863379767,2.7976699982446007e-05,30,24,O1N1
1691,414.20746,4001248,23.9,414.20746734549994,7.345499909661157e-06,27,28,O3N1
1692,414.22279,9803746,61.9,414.22272348549996,6.651450001982084e-05,31,28,N1
1696,415.17037,3342911,19.6,415.1703535605,1.6439499972875637e-05,30,23,O2
1698,415.26434,4643400,28.1,415.2642539469,8.605310000575628e-05,29,35,O2
1702,416.16565,5368478,32.9,416.1656025323,4.7467700028391846e-05,29,22,O2N1
1703,416.18667999999997,3542688,20.9,416.1867319011,5.190110005059978e-05,26,26,O4N1
